,Concept_ID,mdf,ku
388,Fenster::N,валмья,şibeke
389,Tür::N,кенкш,derî
390,Tor::N,ортат,derge
391,Zaun::N,перяфкс,hejik
392,Dach::N,кудпря,sere xanî
393,Leiter::N,куцема,pêling
394,Besen::N,тяльме,melkes
395,Spaten::N,ка́йме,mer
396,Schaufel::N,ко́поня,bêr
397,Schaufel::N,ця́рдом,bêr
398,Gabel::N,ця́нгоня,çetel
399,Löffel::N,куцю,kevçî
400,Messer::N,пеель,kêr
401,Nagel::N,эска,bizmar
402,Haken::N,кя́чказ,çenqel
403,Griff::N,недь,destî
404,Griff::N,кунда́мка,destî
405,Schloss::N,замо́к,qonax
406,Bild::N,карти́на,dimen
407,Figur::N,ронга-понда,figûr
408,Puppe::N,ня́ка,bûk
409,Beutel::N,кяскав,kîsik
410,Bündel::N,кярьме,pêçek
411,Tasche::N,кошяльня,bêrîk
412,Eimer::N,ве́дарка,dewl
413,Deckel::N,тавадкс,devik
414,Deckel::N,вельхкс,devik
415,Geschirr::N,кядьге,ferax
416,Sack::N,кяскав,tûr
417,Tasse::N,ша́ваня,kada
418,Topf::N,кавозь,beroş
419,Kessel::N,сргавозь,şîril
420,Essen::N,ярхцама,xwarin
421,Nahrung::N,ярхцампяль,xwarin
422,Speise::N,ярхцама,xwarin
423,Fleisch::N,пал,goşt
424,Fleisch::N,сиволь,goşt
425,Getreide::N,сёра,zad
426,Brei::N,ям,hewdêl
427,Brot::N,кши,
428,Scheibe::N,кочам,parçe
429,Fett::N,куя́,rûn
430,Butter::N,вай,rûn
431,Öl::N,вай,rûn
432,Salz::N,сал,xwe
433,Suppe::N,шонгарям,şorbe
434,Suppe::N,коршампяль,şorbe
435,Honig::N,медь,hingiv
436,Milch::N,лофца,şîr
437,Tee::N,чай,çay
438,Leder::N,кедь,çerm
439,Wolle::N,пона,herî
440,Stoff::N,котф,paç
441,Nadel::N,салмокс,derzî
442,Faden::N,сюре,ta
443,Knopf::N,пуня,bişkok
444,Knoten::N,сюлма,girêk
445,Farbe::N,архтомбяль,boyax
446,Kleidung::N,щам,çil
447,Hemd::N,па́нар,qutik
448,Hemd::N,па́нар,miltan
449,Kragen::N,сиве,stûvang
450,Ärmel::N,ожа,hûçik
451,Hose::N,понкст,şewel
452,Gürtel::N,каркс,qayiş
453,Mütze::N,вазь,fîno
454,Schuh::N,башма́к,şêkal
455,Stiefel::N,кя́ме,gizme
456,Stiefel::N,кя́ме,çizme
457,Ring::N,суркс,xelek
458,Band::N,керькс,band
459,Band::N,лента,band
460,Kamm::N,сюрьхцем,şeh
461,Spiegel::N,ванома,eynik
462,Riemen::N,шнань каркс,qayiş
463,Schnur::N,пикс,doxin
464,Schnur::N,карькскя,doxin
465,Leine::N,вядьме,şirît
466,Decke::N,вельхкс,bataniye
467,Kissen::N,тоду,balgî
468,Tuch::N,руця́,şar
469,Handtuch::N,на́рдама,dezmal
470,Kraft::N,вий,hêz
471,Kraft::N,вий,qewet
472,Stärke::N,вииши,xurtî
473,Gesundheit::N,шумбраши́,nojdarî
474,Krankheit::N,урма́,nexweşî
475,Krankheit::N,сярядема,nexweşî
476,Schmerz::N,маряма,êş
477,Wunde::N,керф,kul
478,Fieber::N,маштыкс,ta
479,Arznei::N,надо́бья,derman
480,Arznei::N,пъчка́фтома,derman
481,Brücke::N,седь,kopî
482,Brunnen::N,эши,çal
483,Brunnen::N,эши,kani
484,Weide::N,ванома васта,beyar
485,Pfad::N,ян,xaçirek
486,Pfad::N,киня́,xaçirek
487,Weg::N,ки,rê
488,Straße::N,ки,rê
489,Dorf::N,веле,gund
490,Stadt::N,ош,baçar
491,Brief::N,сёрма,name
492,Buch::N,книга,kitêb
493,Buch::N,книга,pirtûk
494,Buchstabe::N,бу́ква,herf
495,Zeitung::N,газе́та,rojname
496,Leben::N,эряф,jiyan
497,Leben::N,эряма,jiyan
498,Tod::N,кулома́,mirin
499,Grab::N,калма,mezel
500,Kirche::N,це́рькав,gilyas
501,Sünde::N,пежеть,guneh
502,Sünde::N,муворкс,guneh
503,Gott::N,шкай,xwedê
504,Arbeiter::N,трудендай,hîşçî
505,Arbeiter::N,работник,hîşçî
506,Chef::N,азор,bêg
507,Chef::N,оцюня,bêg
508,Meister::N,мастяр,hoste
509,Arzt::N,врач,doktor
510,Arzt::N,доктор,doktor
511,Lehrer::N,учи́тель,mamoste
512,Geld::N,ярмакт,pere
513,Geschäft::N,ладяфкс,firoşgeh
514,Geschäft::N,ладяф тев,firoşgeh
515,Laden::N,ла́вка,dikan
516,Preis::N,питне,buha
517,Ware::N,миф,tişt
518,Ware::N,ра́маф,tişt
519,Nutzen::N,пара,fêde
520,Nutzen::N,лезкс,fêde
521,Reichtum::N,ко́зяши,serwet
522,Welt::N,свет,dinya
523,Land::N,мастор,welat
524,Staat::N,государства,dewlet
525,König::N,король,şah
526,König::N,король,qral
527,Macht::N,азорондама,qewet
528,Macht::N,азорондама,destihilat
529,Macht::N,азорксши,qewet
530,Macht::N,азорксши,destihilat
531,Grenze::N,ёткаян,kevî
532,Krieg::N,война́,çeng
533,Krieg::N,война́,sêwaş
534,Feind::N,душман,dijmin
535,Feind::N,каршек тюри,dijmin
536,Gewalt::N,наругама,zor
537,Kampf::N,тюрема́,şer
538,Bogen[Waffe]::N,нал,kêvan
539,Pfeil::N,нал,çîrik
540,Gewehr::N,винто́вка,tifing
541,Fehler::N,эльбядькс,şaşî
542,Lüge::N,васькафнема,derew
543,Schaden::N,зия́н,xisar
544,Unglück::N,зия́н,bêbextî
545,Schuld::N,муворши,suç
546,Alter::N,эряф кизот,temen
547,Alter::N,эряфонь пинге,temen
548,Schluss::N,пе,girtin
549,Zeit::N,пинге,çax
550,Tag::N,ши,roj
551,Morgen::N,шобдава,sibeh
552,Mittag::N,шикучка,nîro
553,Abend::N,иля́дь,êvar
554,Nacht::N,ве,şev
555,Woche::N,недя́ля,heftî
556,Monat::N,ков,meh
557,Jahr::N,киза,sal
558,Frühling::N,тунда́,bihar
559,Sommer::N,киза,havîn
560,Herbst::N,сёксе,payîz
561,Winter::N,тяла,zistan
562,Januar::N,кельмеков,çile
563,Februar::N,уфайков,sibat
564,März::N,марайков,adar
565,April::N,шудиков,nîsan
566,Mai::N,панжиков,gûlan
567,Juni::N,лямбеков,hezîran
568,Juli::N,псиков,tîmeh
569,August::N,сёроньков,tebax
570,September::N,тюжягов,îlon
571,Oktober::N,кельмазаков,çotmeh
572,November::N,эйндамков,mijdar
573,Dezember::N,кучкаков,kanûn
574,Montag::N,одговши,duşemb
575,Dienstag::N,ша́вши,sêşem
576,Mittwoch::N,вержи,çarşemb
577,Donnerstag::N,шува́ланя,pêşemb
578,Freitag::N,пя́денця,în
579,Samstag::N,ёткши,şemî
580,Sonntag::N,таргоши,yekşemb
581,groß::A,оцю,mezin
582,klein::A,ёмла,çûçik
583,lang::A,кува́ка,dirêj
584,kurz::A,нюрьхкя́ня,kin
585,breit::A,кели,fireh
586,schmal::A,тяйня,tenik
587,dicht::A,сиде,gir
588,dicht::A,туста,gir
589,dick[Gegenstand]::A,эчке,şîşman
590,dünn::A,шува́ня,zirav
591,fein::A,шува́ня,tenik
592,fest::A,кеме,saxlem
593,flach::A,лапш,pahn
594,glatt::A,вадяв,dûz
595,glatt::A,вадяв,şayîk
596,glatt::A,такор,dûz
597,glatt::A,такор,şayîk
598,hart::A,калгода,hişk
599,weich::A,ляпе,nerm
600,rund::A,кру́глай,gilover
601,spitz::A,ботаз,pîj
602,spitz::A,оржа,pîj
603,scharf::A,оржа,tûj
604,stumpf::A,ношка,ne tûj
605,schwer::A,стака,giran
606,schön::A,мазы,xweş
607,schön::A,мазы,xweşik
608,heiß::A,пси,kelandî
609,warm::A,лямбе,germ
610,kalt::A,кельме,sar
611,kühl::A,эше,jemîrî
612,frisch::A,свежай,ter
613,feucht::A,летьке,şil
614,nass::A,начка,şilek
615,trocken::A,коське,zuwa
616,voll::A,пяшксе,tijî
617,leer::A,шава,vala
618,offen::A,панжада,vekirî
619,offen::A,виде,vekirî
620,geschlossen::A,пякстаф,asê
621,geschlossen::A,сёлгф,asê
622,sauber::A,ару,pakij
623,schmutzig::A,рда́зу,lewitî
624,schmutzig::A,пя́ндра,lewitî
625,roh::A,верок,xav
626,reif::A,ке́нерьф,gihaştî
627,lecker::A,танцти,xweş
628,süß::A,ламбама,şîrîn
629,bitter::A,сяпи,tahl
630,sauer::A,шапама,tirş
631,hell::A,валда,ronî
632,dunkel::A,шобда,tarî
633,schwarz::A,равжа,reş
634,weiß::A,акша,sipî
635,rot::A,якстерь,sor
636,gelb::A,тюжя́,zer
637,blau::A,сенем,şîn
638,grün::A,пиже,şîn
639,grün::A,сянгяря,şîn
640,grau::A,уле,gewr
641,bunt::A,сёрмав,rengîn
642,billig::A,у́цез,erzan
643,billig::A,аф пи́тни,erzan
644,teuer::A,пи́тни,biha
645,wertvoll::A,питни,hêja
646,wertvoll::A,питни,giranbiha
647,blind::A,сокор,kor
648,taub::A,пярав,kerr
649,kräftig::A,пяк вии,gir
650,kräftig::A,пяк вии,xurt
651,stark::A,вии,xurt
652,schwach::A,лафча,kesad
653,fett::A,куя́,qelew
654,schlank::A,виде ронга,zirav
655,hübsch::A,мазы,xweşik
656,böse::A,кяжи,xerab
657,böse::A,кяжи,aciz
658,dumm::A,аф ёню,gêj
659,dumm::A,шава пря,gêj
660,faul::A,нола,têmbêl
661,fleißig::A,ку́лхцонды,jêhatî
662,geizig::A,кирьжя,destgirtî
663,geizig::A,жаднай,destgirtî
664,klug::A,ёню,baqil
665,klug::A,пря́ви,baqil
666,geschickt::A,маштозь тиф,zîrek
667,geschickt::A,маштозь тиф,ziring
668,lieb::A,цебярь,delal
669,lustig::A,ра́хси,kêfxweş
670,sanft::A,сетьме,nazenîn
671,hungrig::A,вача,birçî
672,hungrig::A,вачеда,birçî
673,krank::A,сяряди,nexweş
674,nackt::A,штада,rût
675,nackt::A,штада,tazî
676,nackt::A,кърхтапа,rût
677,nackt::A,кърхтапа,tazî
678,traurig::A,ла́жнай,xemgîn
679,lebendig::A,эряй,bisaxî
680,gut::A,пара,baş
681,gut::A,цебярь,baş
682,schlecht::A,кальдяв,xerab
683,richtig::A,виде,rast
684,richtig::A,виде,saxlem
685,schlimm::A,кальдяв,nebaş
686,wahr::A,афкуксонь,rast
687,alt::A,ташта,pîr
688,alt::A,ташта,kevn
689,neu::A,од,nû
690,ehemalig::A,и́нгольдень,kevnar
691,ehemalig::A,и́нгольдень,peşidar
692,alt[Lebewesen]::A,сире,pîr
693,jung::A,од,xort
694,arm::A,а́шу,feqîr
695,arm::A,а́шу,desteng
696,reich::A,козя,dewlemend
697,bekannt::A,содаф,naskirî
698,berühmt::A,содавикс,navdar
699,fremd::A,лия,xerîb
700,fremd::A,аф содаф,xerîb
701,verschieden::A,аф фкя ла́цонь,çîhê
702,nah::A,мала,nêzîk
703,nah::A,аф ичкоздень,nêzîk
704,fern::A,и́чкоздень,dûr
705,fern::A,куна́рдонь,dûr
706,linker::A,кержи,çepê
707,rechter::A,види,rastê
708,anderer::A,лия,yê din
709,erster::A,васенце,yekemîn
710,zweiter::A,омбоце,duda
711,dritter::A,колмоце,sisêya
712,letzter::A,ме́кольце,paşîn
713,allein::ADV,ськамонза,tenê
714,auf einmal::ADV,вихцок,jar kê
715,zusammen::ADV,марс,tev
716,zusammen::ADV,марс,bi hev re
717,zusammen::ADV,ма́рса,tev
718,zusammen::ADV,ма́рса,bi hev re
719,lange::ADV,кува́тьс,dirêj
720,plötzlich::ADV,а́пак учт,ji nişkave
721,sofort::ADV,тяникиге,yekser
722,später::ADV,ме́ле,paşiyê
723,jetzt::ADV,тяни,nuha
724,heute::ADV,тячи,îro
725,morgen::ADV,ва́нды,sibeh
726,bald::ADV,курок,nêzîk
727,dann::ADV,меле,paşê
728,dann::ADV,сяда меле,paşê
729,gestern::ADV,ися́к,do
730,einst::ADV,весть,jar ke
731,einst::ADV,мзя́рда-бди,jar ke
732,damals::ADV,эста,hîngî
733,danach::ADV,меле,piştra
734,vorher::ADV,инголи,pîşî
735,zuerst::ADV,ва́сенда,bere
736,einmal::ADV,весть,çarik
737,manchmal::ADV,лия́ста,çarna
738,manchmal::ADV,ко́ста-ко́ста,çarna
739,oft::ADV,си́деста,gelek çaran
740,immer::ADV,фалу,daîm
741,immer::ADV,най,daîm
742,niemals::ADV,аф мзя́рдонга,tu çar
743,hier::ADV,тяса,li vir
744,hierhin::ADV,сей,vir
745,hierhin::ADV,тяза,vir
746,von hier::ADV,тя́ста,ji vir
747,dort::ADV,тоса,li wê derê
748,dorthin::ADV,тов,wêda
749,dorthin::ADV,тоза,wêda
750,geradeaus::ADV,ви́деста,rastê rast
751,vorwärts::ADV,и́нголи,ber bi pêş
752,rückwärts::ADV,ме́ки,paşpê
753,zurück::ADV,ме́ки,paşdo
754,zurück::ADV,ме́ки,paşvê
755,unten::ADV,ала,jêrî
756,hinab::ADV,алу,berjêr
757,oben::ADV,вяре,banî
758,hinauf::ADV,вяри,banî
759,überall::ADV,се́мбе ва́стова,li her derê
760,nicht::ADV,аф,ne
761,nicht::ADV,аф,nîn
762,nicht::ADV,аф,tine
763,ein wenig::ADV,аф лама,hebkî
764,kaum::ADV,а́ньцек,tema
765,kaum::ADV,а́ньцек,himangi
766,sehr::ADV,пяк,gelek
767,so::ADV,ста́не,weha
768,noch::ADV,нинге,hêj
769,noch::ADV,нинге,dîsa
770,nur::ADV,аньцек,tenê
771,nur::ADV,аньцек,bes
772,schon::ADV,ни,hew
773,wieder::ADV,та́га,jar din
774,wieder::ADV,та́га,dîsa
775,vergebens::ADV,стак,deya çun
776,vergebens::ADV,стак,îfleh bûn
777,vor::PRP,инголе,li ber
778,hinter::PRP,фтала,li pişt
779,hinter::PRP,мельге,li pişt
780,unter::PRP,ала,li bin
781,durch::PRP,пачк,kura
782,neben::PRP,ваксса,li ba
783,zwischen::PRP,ёткса,nabeyne
784,zwischen::PRP,ёткса,di nav...da
785,wegen::PRP,сюнеда,ji bo
786,wegen::PRP,сюнеда,ji ber
787,dies::PRN,тя,ev
788,das::PRN,ся,ev
789,das::PRN,тона,ev
790,alles::PRN,сембе,hemû
791,ich::PRN,мон,ez
792,du::PRN,тон,tu
793,er::PRN,сон,wî
794,wir::PRN,минь,êm
795,ihr::PRN,тинь,hûn
796,sie::PRN,синь,we
