,Concept_ID,lv,da
825,Beutel::N,мешӧк,pose
826,Beutel::N,kule,pose
827,Beutel::N,maisiņš,pose
828,Bündel::N,кӧртӧд,bylt
829,Bündel::N,кӧртӧд,bundt
830,Bündel::N,sainis,bylt
831,Bündel::N,sainis,bundt
832,Tasche::N,сумка,taske
833,Tasche::N,soma,taske
834,Eimer::N,ведра,spand
835,Eimer::N,spainis,spand
836,Deckel::N,пӧдан,låg
837,Deckel::N,тупкӧд,låg
838,Deckel::N,vāks,låg
839,Geschirr::N,дозмук,husgeråd
840,Geschirr::N,тасьті-пань,husgeråd
841,Geschirr::N,trauki,husgeråd
842,Sack::N,мешӧк,sæk
843,Sack::N,maiss,sæk
844,Tasse::N,бекар,kop
845,Tasse::N,тасьті,kop
846,Tasse::N,tase,kop
847,Topf::N,гырнич,gryde
848,Topf::N,pods,gryde
849,Kessel::N,пӧрт,kedel
850,Kessel::N,katls,kedel
851,Essen::N,сёйӧм,måltid
852,Essen::N,ēdiens,måltid
853,Nahrung::N,сёян,mad
854,Nahrung::N,сёян,næring
855,Nahrung::N,barība,mad
856,Nahrung::N,barība,næring
857,Speise::N,сёян,ret
858,Speise::N,сёянтор,ret
859,Speise::N,ēdiens,ret
860,Fleisch::N,яй,kød
861,Fleisch::N,gaļa,kød
862,Getreide::N,нянь,korn
863,Getreide::N,labība,korn
864,Brei::N,рок,grød
865,Brei::N,putra,grød
866,Brei::N,biezenis,grød
867,Brot::N,нянь,brød
868,Brot::N,maize,brød
869,Scheibe::N,шӧрӧм,skive
870,Scheibe::N,чӧлан,skive
871,Scheibe::N,šķēle,skive
872,Scheibe::N,rieciens,skive
873,Fett::N,гос,fedt
874,Fett::N,тшог,fedt
875,Fett::N,tauki,fedt
876,Butter::N,вый,smør
877,Butter::N,sviests,smør
878,Öl::N,вый,olie
879,Öl::N,eļļa,olie
880,Salz::N,сов,salt
881,Salz::N,sāls,salt
882,Suppe::N,шыд,suppe
883,Suppe::N,zupa,suppe
884,Honig::N,ма,honning
885,Honig::N,medus,honning
886,Milch::N,йӧв,mælk
887,Milch::N,piens,mælk
888,Tee::N,чай,te
889,Tee::N,tēja,te
890,Leder::N,ку,skind
891,Leder::N,āda,skind
892,Wolle::N,вурун,uld
893,Wolle::N,vilna,uld
894,Stoff::N,дӧра,stof
895,Stoff::N,drāna,stof
896,Stoff::N,audums,stof
897,Nadel::N,ем,nål
898,Nadel::N,adata,nål
899,Faden::N,сунис,tråd
900,Faden::N,diegs,tråd
901,Faden::N,pavediens,tråd
902,Knopf::N,кизь,knap
903,Knopf::N,poga,knap
904,Knoten::N,гӧрӧд,knude
905,Knoten::N,mezgls,knude
906,Farbe::N,краска,farve
907,Farbe::N,вап,farve
908,Farbe::N,krāsa,farve
909,Kleidung::N,паськӧм,påklædning
910,Kleidung::N,tērps,påklædning
911,Kleidung::N,drēbes,påklædning
912,Hemd::N,дӧрӧм,skjorte
913,Hemd::N,krekls,skjorte
914,Kragen::N,воротник,krave
915,Kragen::N,apkakle,krave
916,Ärmel::N,сос,ærme
917,Ärmel::N,piedurkne,ærme
918,Hose::N,гач,bukser
919,Hose::N,bikses,bukser
920,Gürtel::N,вӧнь,bælte
921,Gürtel::N,josta,bælte
922,Mütze::N,шапка,hue
923,Mütze::N,cepure,hue
924,Schuh::N,башмак,sko
925,Schuh::N,ботинки,sko
926,Schuh::N,kurpe,sko
927,Stiefel::N,сапӧг,støvle
928,Stiefel::N,zābaks,støvle
929,Ring::N,кытш,ring
930,Ring::N,gredzens,ring
931,Band::N,лента,bånd
932,Band::N,вундас,bånd
933,Band::N,lente,bånd
934,Kamm::N,сынан,kam
935,Kamm::N,ķemme,kam
936,Spiegel::N,рӧмпӧштан,spejl
937,Spiegel::N,spogulis,spejl
938,Riemen::N,тасма,rem
939,Riemen::N,siksna,rem
940,Schnur::N,гез,snor
941,Schnur::N,aukla,snor
942,Leine::N,юргез,snor
943,Leine::N,saite,snor
944,Decke::N,эшкын,tæppe
945,Decke::N,шебрас,tæppe
946,Decke::N,sega,tæppe
947,Kissen::N,юрлӧс,pude
948,Kissen::N,spilvens,pude
949,Tuch::N,чышъян,sjaltørklæde
950,Tuch::N,vadmala,sjaltørklæde
951,Handtuch::N,ки чышкӧд,håndklæde
952,Handtuch::N,кизьчышъян,håndklæde
953,Handtuch::N,dvielis,håndklæde
954,Kraft::N,этш,kraft
955,Kraft::N,эбӧс,kraft
956,Kraft::N,spēks,kraft
957,Stärke::N,ёнлун,styrke
958,Stärke::N,чорыдлун,styrke
959,Stärke::N,stiprums,styrke
960,Gesundheit::N,дзоньвидзалун,sundhed
961,Gesundheit::N,veselība,sundhed
962,Krankheit::N,висьӧм,sygdom
963,Krankheit::N,slimība,sygdom
964,Schmerz::N,висьӧм,smerte
965,Schmerz::N,sāpes,smerte
966,Wunde::N,дой,sår
967,Wunde::N,brūce,sår
968,Wunde::N,jēlums,sår
969,Fieber::N,жар,feber
970,Fieber::N,drudzis,feber
971,Fieber::N,karstums,feber
972,Arznei::N,лекарство,medicin
973,Arznei::N,лекарство,lægemiddel
974,Arznei::N,зелля,medicin
975,Arznei::N,зелля,lægemiddel
976,Arznei::N,zāles,medicin
977,Arznei::N,zāles,lægemiddel
978,Arznei::N,medikaments,medicin
979,Arznei::N,medikaments,lægemiddel
980,Brücke::N,пос,bro
981,Brücke::N,tilts,bro
982,Brunnen::N,юкмӧс,brønd
983,Brunnen::N,aka,brønd
984,Weide::N,пӧскӧтина,græsgang
985,Weide::N,ganības,græsgang
986,Pfad::N,туй,sti
987,Pfad::N,кыснан,sti
988,Pfad::N,taka,sti
989,Weg::N,туй,vej
990,Weg::N,ceļš,vej
991,Straße::N,туй,gade
992,Straße::N,iela,gade
993,Dorf::N,сикт,landsby
994,Dorf::N,ciems,landsby
995,Stadt::N,кар,by
996,Stadt::N,pilsēta,by
997,Brief::N,письмӧ,brev
998,Brief::N,vēstule,brev
999,Buch::N,небӧг,bog
1000,Buch::N,grāmata,bog
1001,Buchstabe::N,шыпас,bogstav
1002,Buchstabe::N,burts,bogstav
1003,Zeitung::N,газет,avis
1004,Zeitung::N,avīze,avis
1005,Zeitung::N,laikraksts,avis
1006,Leben::N,лов,liv
1007,Leben::N,олӧм,liv
1008,Leben::N,dzīve,liv
1009,Tod::N,кулӧм,død
1010,Tod::N,nāve,død
1011,Grab::N,гу,grav
1012,Grab::N,kaps,grav
1013,Kirche::N,вичко,kirke
1014,Kirche::N,baznīca,kirke
1015,Sünde::N,мыж,synd
1016,Sünde::N,grēks,synd
1017,Gott::N,ен,gud
1018,Gott::N,dievs,gud
1019,Arbeiter::N,уджалысь,arbejder
1020,Arbeiter::N,strādnieks,arbejder
1021,Chef::N,юралысь,chef
1022,Chef::N,веськӧдлысь,chef
1023,Chef::N,šefs,chef
1024,Chef::N,vadītajs,chef
1025,Chef::N,priekšnieks,chef
1026,Meister::N,вӧчысь,mester
1027,Meister::N,meistars,mester
1028,Arzt::N,врач,læge
1029,Arzt::N,бурдӧдысь,læge
1030,Arzt::N,ārsts,læge
1031,Lehrer::N,велӧдысь,lærer
1032,Lehrer::N,skolotājs,lærer
1033,Geld::N,сьӧм,penge
1034,Geld::N,nauda,penge
1035,Geschäft::N,удж,forretning
1036,Geschäft::N,bizness,forretning
1037,Geschäft::N,darījums,forretning
1038,Laden::N,вузасянін,butik
1039,Laden::N,вузасянін,forretning
1040,Laden::N,bode,butik
1041,Laden::N,bode,forretning
1042,Laden::N,veikals,butik
1043,Laden::N,veikals,forretning
1044,Preis::N,дон,pris
1045,Preis::N,cena,pris
1046,Ware::N,тӧвар,vare
1047,Ware::N,prece,vare
1048,Nutzen::N,воӧм,nytte
1049,Nutzen::N,выгӧда,nytte
1050,Nutzen::N,labums,nytte
1051,Reichtum::N,озырлун,rigdom
1052,Reichtum::N,bagātība,rigdom
1053,Welt::N,енкӧла,verden
1054,Welt::N,pasaule,verden
1055,Land::N,му,land
1056,Land::N,zeme,land
1057,Staat::N,канму,stat
1058,Staat::N,государство,stat
1059,Staat::N,valsts,stat
1060,König::N,кан,konge
1061,König::N,ķēniņš,konge
1062,König::N,karalis,konge
1063,Macht::N,каналӧм,magt
1064,Macht::N,vara,magt
1065,Grenze::N,су,grænse
1066,Grenze::N,суйӧр,grænse
1067,Grenze::N,robeža,grænse
1068,Krieg::N,ожман,krig
1069,Krieg::N,karš,krig
1070,Feind::N,враг,fjende
1071,Feind::N,вӧрӧг,fjende
1072,Feind::N,ienaidnieks,fjende
1073,Gewalt::N,мырдöналöм,vold
1074,Gewalt::N,vara,vold
1075,Gewalt::N,vardarbība,vold
1076,Kampf::N,вермасьӧм,kamp
1077,Kampf::N,cīņa,kamp
1078,Bogen[Waffe]::N,ньӧввуж,bue
1079,Bogen[Waffe]::N,loks,bue
1080,Pfeil::N,ньӧв,pil
1081,Pfeil::N,bulta,pil
1082,Gewehr::N,пишшаль,gevær
1083,Gewehr::N,šautene,gevær
1084,Fehler::N,сорсьӧм,fejl
1085,Fehler::N,дзугсьӧм,fejl
1086,Fehler::N,kļūda,fejl
1087,Lüge::N,пӧръясьӧм,løgn
1088,Lüge::N,ылӧдлӧм,løgn
1089,Lüge::N,meli,løgn
1090,Schaden::N,лёк,skade
1091,Schaden::N,изъян,skade
1092,Schaden::N,пакӧсьт,skade
1093,Schaden::N,bojājums,skade
1094,Schaden::N,kaitējums,skade
1095,Unglück::N,шог,uheld
1096,Unglück::N,шог,ulykke
1097,Unglück::N,kļūme,uheld
1098,Unglück::N,kļūme,ulykke
1099,Unglück::N,klizma,uheld
1100,Unglück::N,klizma,ulykke
1101,Unglück::N,nelaime,uheld
1102,Unglück::N,nelaime,ulykke
1103,Schuld::N,мыж,skyld
1104,Schuld::N,vaina,skyld
1105,Alter::N,арлыд,alder
1106,Alter::N,vecums,alder
1107,Schluss::N,пом,slut
1108,Schluss::N,пом,slutning
1109,Schluss::N,beigas,slut
1110,Schluss::N,beigas,slutning
1111,Zeit::N,кад,tid
1112,Zeit::N,laiks,tid
1113,Tag::N,лун,dag
1114,Tag::N,diena,dag
1115,Morgen::N,асыв,morgen
1116,Morgen::N,rīts,morgen
1117,Mittag::N,лун шӧр,middag
1118,Mittag::N,pusdiena,middag
1119,Abend::N,рыт,aften
1120,Abend::N,vakars,aften
1121,Nacht::N,вой,nat
1122,Nacht::N,nakts,nat
1123,Woche::N,вежон,uge
1124,Woche::N,nedēļa,uge
1125,Monat::N,тӧлысь,måned
1126,Monat::N,mēnesis,måned
1127,Jahr::N,во,år
1128,Jahr::N,gads,år
1129,Frühling::N,тулыс,forår
1130,Frühling::N,pavasaris,forår
1131,Sommer::N,гожӧм,sommer
1132,Sommer::N,vasara,sommer
1133,Herbst::N,ар,efterår
1134,Herbst::N,rudens,efterår
1135,Winter::N,тӧв,vinter
1136,Winter::N,ziema,vinter
1137,Januar::N,тӧв шӧр,januar
1138,Januar::N,janvāris,januar
1139,Februar::N,урасьӧм,februar
1140,Februar::N,februāris,februar
1141,März::N,рака,marts
1142,März::N,marts,marts
1143,April::N,кос му,april
1144,April::N,aprīlis,april
1145,Mai::N,ода-кора,maj
1146,Mai::N,maijs,maj
1147,Juni::N,лӧддза-номъя,juni
1148,Juni::N,jūnijs,juni
1149,Juli::N,сора,juli
1150,Juli::N,jūlijs,juli
1151,August::N,моз,august
1152,August::N,augusts,august
1153,September::N,кӧч,september
1154,September::N,septembris,september
1155,Oktober::N,йирым,oktober
1156,Oktober::N,oktobris,oktober
1157,November::N,вӧльгым,november
1158,November::N,novembris,november
1159,Dezember::N,ӧшым,december
1160,Dezember::N,decembris,december
1161,Montag::N,выльлун,mandag
1162,Montag::N,pirmdiena,mandag
1163,Dienstag::N,воторник,tirsdag
1164,Dienstag::N,otrdiena,tirsdag
1165,Mittwoch::N,середа,onsdag
1166,Mittwoch::N,trešdiena,onsdag
1167,Donnerstag::N,четверг,torsdag
1168,Donnerstag::N,ceturtdiena,torsdag
1169,Freitag::N,пекнича,fredag
1170,Freitag::N,piektdiena,fredag
1171,Samstag::N,субӧта,lørdag
1172,Samstag::N,sestdiena,lørdag
1173,Sonntag::N,вӧскресенньӧ,søndag
1174,Sonntag::N,svētdiena,søndag
1175,groß::A,ыджыд,stor
1176,groß::A,dižs,stor
1177,groß::A,liels,stor
1178,klein::A,ичӧт,lille
1179,klein::A,mazs,lille
1180,lang::A,кузь,lang
1181,lang::A,garš,lang
1182,kurz::A,дженьыд,kort
1183,kurz::A,īss,kort
1184,breit::A,ота,bred
1185,breit::A,паськыд,bred
1186,breit::A,plats,bred
1187,schmal::A,оттӧм,smal
1188,schmal::A,tievs,smal
1189,dicht::A,сук,tæt
1190,dicht::A,blīvs,tæt
1191,dick[Gegenstand]::A,кыз,tyk
1192,dick[Gegenstand]::A,biezs,tyk
1193,dünn::A,вӧсни,tynd
1194,dünn::A,вӧсньыд,tynd
1195,dünn::A,plāns,tynd
1196,fein::A,посни,fin
1197,fein::A,smalks,fin
1198,fest::A,зумыд,fast
1199,fest::A,tvirts,fast
1200,fest::A,noturīgs,fast
1201,flach::A,плавкӧс,flad
1202,flach::A,тшӧтшкӧс,flad
1203,flach::A,lēzens,flad
1204,flach::A,līdzens,flad
1205,glatt::A,вольк,glat
1206,glatt::A,мольыд,glat
1207,glatt::A,gluds,glat
1208,glatt::A,slidens,glat
1209,hart::A,зумыд,hård
1210,hart::A,ciets,hård
1211,weich::A,небыд,blød
1212,weich::A,mīksts,blød
1213,rund::A,гӧгрӧс,rund
1214,rund::A,apaļš,rund
1215,spitz::A,ёсь йыла,spids
1216,spitz::A,smails,spids
1217,scharf::A,ёсь,skarp
1218,scharf::A,ass,skarp
1219,stumpf::A,ныж,sløv
1220,stumpf::A,ныж,stump
1221,stumpf::A,truls,sløv
1222,stumpf::A,truls,stump
1223,stumpf::A,strups,sløv
1224,stumpf::A,strups,stump
1225,schwer::A,сьӧкыд,tung
1226,schwer::A,smags,tung
1227,schön::A,мича,skøn
1228,schön::A,лӧсьыд,skøn
1229,schön::A,daiļš,skøn
1230,schön::A,skaists,skøn
1231,heiß::A,пӧсь,hed
1232,heiß::A,karsts,hed
1233,warm::A,шоныд,varm
1234,warm::A,silts,varm
1235,kalt::A,кӧдзыд,kold
1236,kalt::A,salts,kold
1237,kalt::A,auksts,kold
1238,kühl::A,юзыд,kølig
1239,kühl::A,ыркыд,kølig
1240,kühl::A,vēss,kølig
1241,kühl::A,dzestrs,kølig
1242,frisch::A,выль,frisk
1243,frisch::A,svaigs,frisk
1244,feucht::A,уль,fugtig
1245,feucht::A,mitrs,fugtig
1246,feucht::A,drēgns,fugtig
1247,nass::A,ва,våd
1248,nass::A,slapjš,våd
1249,trocken::A,кос,tør
1250,trocken::A,sauss,tør
1251,voll::A,кыз,fuld
1252,voll::A,pilns,fuld
1253,leer::A,куш,tom
1254,leer::A,тыртӧм,tom
1255,leer::A,tukšs,tom
1256,offen::A,восьса,åben
1257,offen::A,vaļējs,åben
1258,offen::A,atvērts,åben
1259,geschlossen::A,пӧдса,lukket
1260,geschlossen::A,slēgts,lukket
1261,sauber::A,сӧстӧм,ren
1262,sauber::A,tīrs,ren
1263,sauber::A,spodrs,ren
1264,schmutzig::A,няйт,snavset
1265,schmutzig::A,netīrs,snavset
1266,schmutzig::A,dubļains,snavset
1267,roh::A,уль,rå
1268,roh::A,jēls,rå
1269,reif::A,кисьмӧм,moden
1270,reif::A,gatavs,moden
1271,reif::A,nobriedis,moden
1272,lecker::A,чӧскыд,lækker
1273,lecker::A,gards,lækker
1274,lecker::A,garšīgs,lækker
1275,süß::A,юмов,sød
1276,süß::A,чӧскыд,sød
1277,süß::A,salds,sød
1278,bitter::A,курыд,bitter
1279,bitter::A,sūrs,bitter
1280,bitter::A,rūgts,bitter
1281,sauer::A,шома,sur
1282,sauer::A,skābs,sur
1283,hell::A,югыд,lys
1284,hell::A,gaišs,lys
1285,dunkel::A,пемыд,mørk
1286,dunkel::A,tumšs,mørk
1287,schwarz::A,сьӧд,sort
1288,schwarz::A,melns,sort
1289,weiß::A,еджыд,hvid
1290,weiß::A,balts,hvid
1291,rot::A,гӧрд,rød
1292,rot::A,sarkans,rød
1293,gelb::A,виж,gul
1294,gelb::A,dzeltens,gul
1295,blau::A,лӧз,blå
1296,blau::A,zils,blå
1297,grün::A,веж,grøn
1298,grün::A,турунвиж,grøn
1299,grün::A,zaļš,grøn
1300,grau::A,руд,grå
1301,grau::A,pelēks,grå
1302,bunt::A,сера,broget
1303,bunt::A,raibs,broget
1304,bunt::A,krāsains,broget
1305,billig::A,донтӧг,billig
1306,billig::A,lēts,billig
1307,teuer::A,дона,dyr
1308,teuer::A,dārgs,dyr
1309,wertvoll::A,дона,værdifuld
1310,wertvoll::A,vērtīgs,værdifuld
1311,blind::A,синтӧм,blind
1312,blind::A,akls,blind
1313,taub::A,пельтӧм,døv
1314,taub::A,kurls,døv
1315,kräftig::A,вынйӧра,kraftig
1316,kräftig::A,spēcīgs,kraftig
1317,stark::A,ён,stærk
1318,stark::A,вына,stærk
1319,stark::A,stiprs,stærk
1320,schwach::A,жеб,svag
1321,schwach::A,vājš,svag
1322,fett::A,госа,fed
1323,fett::A,brangs,fed
1324,schlank::A,веськыд,slank
1325,schlank::A,slaids,slank
1326,hübsch::A,мича,køn
1327,hübsch::A,лӧсьыд,køn
1328,hübsch::A,glīts,køn
1329,böse::A,лёк,ond
1330,böse::A,лёк,slem
1331,böse::A,ļauns,ond
1332,böse::A,ļauns,slem
1333,böse::A,negants,ond
1334,böse::A,negants,slem
1335,dumm::A,йӧй,dum
1336,dumm::A,вежӧртӧм,dum
1337,dumm::A,stulbs,dum
1338,dumm::A,muļķīgs,dum
1339,faul::A,дыш,doven
1340,faul::A,slinks,doven
1341,fleißig::A,зільысь,flittig
1342,fleißig::A,čakls,flittig
1343,fleißig::A,cītīgs,flittig
1344,geizig::A,топыд,gerrig
1345,geizig::A,skops,gerrig
1346,geizig::A,sīksts,gerrig
1347,klug::A,юра,klog
1348,klug::A,вежӧра,klog
1349,klug::A,gudrs,klog
1350,geschickt::A,кипода,dygtig
1351,geschickt::A,кипода,behændig
1352,geschickt::A,кужысь,dygtig
1353,geschickt::A,кужысь,behændig
1354,geschickt::A,manīgs,dygtig
1355,geschickt::A,manīgs,behændig
1356,lieb::A,муса,rar
1357,lieb::A,мича,rar
1358,lieb::A,лӧсьыд,rar
1359,lieb::A,mīļš,rar
1360,lustig::A,кыпыд,lystig
1361,lustig::A,jautrs,lystig
1362,sanft::A,мелі,blid
1363,sanft::A,liegs,blid
1364,hungrig::A,тшыг,sulten
1365,hungrig::A,izsalcis,sulten
1366,krank::A,висьысь,syg
1367,krank::A,slims,syg
1368,nackt::A,пасьтӧм,nøgen
1369,nackt::A,pliks,nøgen
1370,traurig::A,гажтӧм,bedrøvet
1371,traurig::A,bēdīgs,bedrøvet
1372,traurig::A,skumīgs,bedrøvet
1373,lebendig::A,ловъя,levende
1374,lebendig::A,dzīvs,levende
1375,gut::A,бур,god
1376,gut::A,labs,god
1377,schlecht::A,лёк,dårlig
1378,schlecht::A,омӧль,dårlig
1379,schlecht::A,slikts,dårlig
1380,richtig::A,инӧд,rigtig
1381,richtig::A,riktīgs,rigtig
1382,schlimm::A,омӧль,slem
1383,schlimm::A,туйтӧм,slem
1384,schlimm::A,nelāgs,slem
1385,schlimm::A,nejauks,slem
1386,wahr::A,абу ылӧг,sand
1387,wahr::A,īsts,sand
1388,wahr::A,patiess,sand
1389,alt::A,важ,gammel
1390,alt::A,sens,gammel
1391,alt::A,vęcs,gammel
1392,neu::A,выль,ny
1393,neu::A,jauns,ny
1394,ehemalig::A,вӧвлӧм,forhenværende
1395,ehemalig::A,bijušais,forhenværende
1396,alt[Lebewesen]::A,пӧрысь,gammel
1397,alt[Lebewesen]::A,vecs,gammel
1398,jung::A,том,ung
1399,jung::A,jauns,ung
1400,arm::A,гӧль,fattig
1401,arm::A,nabags,fattig
1402,reich::A,озыр,rig
1403,reich::A,bagāts,rig
1404,bekannt::A,тӧдса,kendt
1405,bekannt::A,zināms,kendt
1406,bekannt::A,pazīstams,kendt
1407,berühmt::A,нималан,berømt
1408,berühmt::A,кывсян,berømt
1409,berühmt::A,slavens,berømt
1410,fremd::A,йӧз,fremmed
1411,fremd::A,svešs,fremmed
1412,verschieden::A,абу ӧткодь,forskellig
1413,verschieden::A,разнӧй,forskellig
1414,verschieden::A,dažāds,forskellig
1415,nah::A,матыс,nær
1416,nah::A,tuvs,nær
1417,fern::A,ылі,fjern
1418,fern::A,tāls,fjern
1419,linker::A,шуйга,venstre
1420,linker::A,kreisais,venstre
1421,rechter::A,веськыд,højre
1422,rechter::A,labais,højre
1423,anderer::A,мукӧд,anden
1424,anderer::A,otrs,anden
1425,erster::A,медводдза,første
1426,erster::A,pirmais,første
1427,zweiter::A,мӧд,anden
1428,zweiter::A,otrais,anden
1429,dritter::A,коймӧд,tredje
1430,dritter::A,trešais,tredje
1431,letzter::A,бӧръя,sidste
1432,letzter::A,beidzamais,sidste
1433,allein::ADV,ӧтка,alene
1434,allein::ADV,viens pats,alene
1435,auf einmal::ADV,ӧтпырйӧ,på én gang
1436,auf einmal::ADV,reizē,på én gang
1437,zusammen::ADV,тшӧтш,sammen
1438,zusammen::ADV,kopā,sammen
1439,zusammen::ADV,vienviet,sammen
1440,lange::ADV,дыр,længe
1441,lange::ADV,ilgi,længe
1442,plötzlich::ADV,друг,pludselig
1443,plötzlich::ADV,pēkšņi,pludselig
1444,sofort::ADV,дзик пыр,straks
1445,sofort::ADV,tūlīt,straks
1446,später::ADV,сэсся,senere
1447,später::ADV,vēlāk,senere
1448,jetzt::ADV,ӧні,nu
1449,jetzt::ADV,tagad,nu
1450,heute::ADV,талун,i dag
1451,heute::ADV,šodien,i dag
1452,morgen::ADV,аски,i morgen
1453,morgen::ADV,rīt,i morgen
1454,bald::ADV,регыд,snart
1455,bald::ADV,drīz,snart
1456,dann::ADV,бӧрын,så
1457,dann::ADV,бӧрти,så
1458,dann::ADV,tad,så
1459,gestern::ADV,тӧнлун,i går
1460,gestern::ADV,vakar,i går
1461,einst::ADV,ӧтчыд,engang
1462,einst::ADV,ӧтпыр,engang
1463,einst::ADV,citreiz,engang
1464,damals::ADV,сэки,dengang
1465,damals::ADV,toreiz,dengang
1466,danach::ADV,сэсся,derefter
1467,danach::ADV,pēc tam,derefter
1468,vorher::ADV,войдӧр,før
1469,vorher::ADV,войдӧр,forud
1470,vorher::ADV,iepriekš,før
1471,vorher::ADV,iepriekš,forud
1472,vorher::ADV,pirms tam,før
1473,vorher::ADV,pirms tam,forud
1474,zuerst::ADV,войдӧр,først
1475,zuerst::ADV,vis'pirms,først
1476,einmal::ADV,ӧтчыдысь,en gang
1477,einmal::ADV,reiz,en gang
1478,einmal::ADV,vienreiz,en gang
1479,manchmal::ADV,корсюрӧ,sommetider
1480,manchmal::ADV,dažkārt,sommetider
1481,oft::ADV,тшӧкыда,ofte
1482,oft::ADV,bieži,ofte
1483,immer::ADV,век,altid
1484,immer::ADV,allaž,altid
1485,immer::ADV,vien'mēr,altid
1486,niemals::ADV,оз некор,aldrig
1487,niemals::ADV,nemūžam,aldrig
1488,hier::ADV,со,her
1489,hier::ADV,тонӧ,her
1490,hier::ADV,te,her
1491,hier::ADV,šeit,her
1492,hierhin::ADV,татчӧ,hid
1493,hierhin::ADV,татчӧ,herhen
1494,hierhin::ADV,талань,hid
1495,hierhin::ADV,талань,herhen
1496,hierhin::ADV,šurp,hid
1497,hierhin::ADV,šurp,herhen
1498,hierhin::ADV,uz šejieni,hid
1499,hierhin::ADV,uz šejieni,herhen
1500,von hier::ADV,тасянь,herfra
1501,von hier::ADV,no šejienes,herfra
1502,dort::ADV,сэні,der
1503,dort::ADV,tur,der
1504,dorthin::ADV,сэтчӧ,derhen
1505,dorthin::ADV,turp,derhen
1506,dorthin::ADV,uz turieni,derhen
1507,geradeaus::ADV,веськыда,lige ud
1508,geradeaus::ADV,taisni uz priekšu,lige ud
1509,vorwärts::ADV,водзӧ,fremad
1510,vorwärts::ADV,uz priekšu,fremad
1511,rückwärts::ADV,бӧрӧ,baglæns
1512,rückwärts::ADV,atmuguriski,baglæns
1513,zurück::ADV,бӧр,tilbage
1514,zurück::ADV,atpakāļ,tilbage
1515,unten::ADV,улын,nede
1516,unten::ADV,улын,forneden
1517,unten::ADV,уліын,nede
1518,unten::ADV,уліын,forneden
1519,unten::ADV,lejā,nede
1520,unten::ADV,lejā,forneden
1521,unten::ADV,apakšā,nede
1522,unten::ADV,apakšā,forneden
1523,hinab::ADV,улӧ,ned
1524,hinab::ADV,улӧ,nedad
1525,hinab::ADV,увлан,ned
1526,hinab::ADV,увлан,nedad
1527,hinab::ADV,uz leju,ned
1528,hinab::ADV,uz leju,nedad
1529,oben::ADV,вылын,oppe
1530,oben::ADV,вылын,ovenpå
1531,oben::ADV,выліын,oppe
1532,oben::ADV,выліын,ovenpå
1533,oben::ADV,virsū,oppe
1534,oben::ADV,virsū,ovenpå
1535,hinauf::ADV,выліӧ,op
1536,hinauf::ADV,выліӧ,opad
1537,hinauf::ADV,augšā,op
1538,hinauf::ADV,augšā,opad
1539,hinauf::ADV,uz augšu,op
1540,hinauf::ADV,uz augšu,opad
1541,überall::ADV,быдлаын,overalt
1542,überall::ADV,visur,overalt
1543,nicht::ADV,oз,ikke
1544,nicht::ADV,ne,ikke
1545,ein wenig::ADV,неуна,lidt
1546,ein wenig::ADV,drusku,lidt
1547,kaum::ADV,мырдэм,knap
1548,kaum::ADV,мырдэм,næppe
1549,kaum::ADV,diezin vai,knap
1550,kaum::ADV,diezin vai,næppe
1551,sehr::ADV,зэв,meget
1552,sehr::ADV,ļoti,meget
1553,sehr::ADV,gaužām,meget
1554,so::ADV,тадз,så
1555,so::ADV,сідз,så
1556,so::ADV,tā,så
1557,so::ADV,tik,så
1558,noch::ADV,на,endnu
1559,noch::ADV,нӧшта,endnu
1560,noch::ADV,vēl,endnu
1561,nur::ADV,куш,kun
1562,nur::ADV,куш,bare
1563,nur::ADV,сӧмын,kun
1564,nur::ADV,сӧмын,bare
1565,nur::ADV,vien,kun
1566,nur::ADV,vien,bare
1567,nur::ADV,tikai,kun
1568,nur::ADV,tikai,bare
1569,schon::ADV,нин,alt
1570,schon::ADV,нин,allerede
1571,schon::ADV,jau,alt
1572,schon::ADV,jau,allerede
1573,wieder::ADV,бара,igen
1574,wieder::ADV,atkal,igen
1575,vergebens::ADV,весьшӧрӧ,forgæves
1576,vergebens::ADV,velti,forgæves
1577,vor::PRP,водзын,foran
1578,vor::PRP,водзын,uden for
1579,vor::PRP,priekš,foran
1580,vor::PRP,priekš,uden for
1581,hinter::PRP,бӧрнын,bag
1582,hinter::PRP,бӧрнын,bagved
1583,hinter::PRP,aiz,bag
1584,hinter::PRP,aiz,bagved
1585,unter::PRP,улын,under
1586,unter::PRP,zem,under
1587,durch::PRP,пыр,gennem
1588,durch::PRP,пыр,igennem
1589,durch::PRP,пырыс,gennem
1590,durch::PRP,пырыс,igennem
1591,durch::PRP,caur,gennem
1592,durch::PRP,caur,igennem
1593,durch::PRP,cauri,gennem
1594,durch::PRP,cauri,igennem
1595,neben::PRP,бердын,ved siden af
1596,neben::PRP,līdzās,ved siden af
1597,zwischen::PRP,костын,mellem
1598,zwischen::PRP,starp,mellem
1599,wegen::PRP,вӧсна,på grund af
1600,wegen::PRP,pēc,på grund af
1601,dies::PRN,тайӧ,dette
1602,dies::PRN,šis,dette
1603,das::PRN,ciйö,det
1604,das::PRN,tas,det
1605,alles::PRN,став,alt
1606,alles::PRN,viss,alt
1607,ich::PRN,ме,jeg
1608,ich::PRN,es,jeg
1609,du::PRN,тэ,du
1610,du::PRN,tu,du
