,Concept_ID,uz,ja
813,genesen::V,tuzalmoq,元気になる
814,sterben::V,o'lmoq,死ぬ
815,sterben::V,o'lmoq,亡くなる
816,umkommen::V,halok bo'lmoq,死亡する
817,sich bewegen::V,harakat qilmoq,移動する
818,sich rühren::V,qimirlamoq,動く
819,sich erheben::V,qo'pmoq,立ち上がる
820,sich setzen::V,o'tirmoq,座る
821,hinfallen::V,yiqilmoq,転ぶ
822,laufen::V,yurmoq,歩く
823,schreiten::V,yurmoq,跨ぐ
824,spazierengehen::V,sayr ätmoq,散歩する
825,eilen::V,tezlamoq,急ぐ
826,sich beeilen::V,shoshmoq,焦る
827,sausen::V,chopqillamoq,疾駆する
828,rennen::V,yugurmoq,走る
829,springen::V,sakramoq,跳ぶ
830,klettern::V,yuqorilamoq,よじ登る
831,schaukeln::V,irg'amoq,ぶらんこに乗る
832,kriechen::V,ämaklamoq,這う
833,schwimmen::V,suzmoq,泳ぐ
834,tauchen::V,chu'mmoq,潜る
835,rudern::V,eshkak eshmoq,漕ぐ
836,fahren::V,haydamoq,行く
837,fahren::V,haydamoq,乗車する
838,fliegen::V,uchmoq,飛ぶ
839,gehen::V,bormoq,行く
840,weggehen::V,ketoq,立ち去る
841,abfahren::V,jo'namoq,出発する
842,anhalten::V,to'xtamoq,止まる
843,hineingehen::V,kirmoq,入る
844,eintreten::V,kirmoq,中に入る
845,kommen::V,kelmoq,来る
846,ankommen::V,etib kelmoq,着く
847,ankommen::V,etib kelmoq,到着する
848,zurückkommen::V,qaytib kelmoq,帰る
849,bleiben::V,qolmoq,留まる
850,warten::V,poylamoq,待つ
851,erwarten::V,kutmoq,期待する
852,suchen::V,izlamoq,探る
853,finden::V,topmoq,見つける
854,versuchen::V,chalishmoq,試す
855,vorbereiten::V,hozirlamoq,準備する
856,lieben::V,sevmoq,愛する
857,mögen::V,ardoqlamoq,好きである
858,lachen::V,kulmoq,笑う
859,rühren::V,ta'sirlantirmoq,感情を動かす
860,weinen::V,yig'lamoq,泣く
861,schimpfen::V,koyinmoq,叱る
862,sich ärgern::V,g'azab qilmoq,怒る
863,sich ärgern::V,g'azab qilmoq,腹を立てる
864,sich fürchten::V,hurkmoq,怖がる
865,fürchten::V,qo'rqmoq,恐れる
866,fliehen::V,qochmoq,逃げる
867,flüchten::V,qochmoq,逃亡する
868,sehen::V,ko'rmoq,見る
869,anschauen::V,razm solmoq,眺める
870,ansehen::V,razm qilmoq,見る
871,hören::V,äshitmoq,聞く
872,zuhören::V,tinglamoq,聴く
873,probieren::V,tatib ko'rmoq,食べてみる
874,riechen::V,iskamoq,気取る
875,fühlen::V,sezmoq,感じる
876,scheinen::V,tuyilmoq,ように見える
877,zu sehen sein::V,ko'rinmoq,見える
878,vernehmen::V,äshitmoq,承る
879,frieren::V,sovuq qotmoq,寒気がする
880,tun::V,ätmoq,する
881,können::V,-a olmoq,出来る
882,können::V,-y olmoq,出来る
883,wollen::V,istamoq,-たい
884,anfangen::V,boshlamoq,始める
885,beenden::V,bitirmoq,終える
886,aufhören::V,tinmoq,止める
887,gelingen::V,muvaffaqiyat qozonmoq,成功する
888,geraten::V,bo'lmoq,当たる
889,öffnen::V,ochmoq,開く
890,öffnen::V,ochmoq,開ける
891,schließen::V,yopmoq,閉める
892,stellen::V,qo'ymoq,置く
893,stellen::V,qo'ymoq,据える
894,setzen::V,o'tqazmoq,座らせる
895,legen::V,yotqizmoq,置く
896,berühren::V,tegmoq,触る
897,berühren::V,tegmoq,触れる
898,verbinden::V,ulamoq,結びつける
899,bedecken::V,bekitmoq,覆う
900,aufhängen::V,ildirmoq,掛ける
901,anzünden::V,yondirmoq,燃やす
902,anzünden::V,yondirmoq,火をつける
903,aufheben::V,ko'tarmoq,拾う
904,zurücklassen::V,ayrilmoq,残す
905,verlieren::V,yo'qotmoq,無くす
906,fallen lassen::V,tushirmoq,落とす
907,machen::V,qilmoq,作る
908,herstellen::V,chiqarmoq,製造する
909,bauen::V,solmoq,建設する
910,reparieren::V,tuzatmoq,直す
911,reparieren::V,tuzatmoq,修理する
912,verbessern::V,isloh qilmoq,改良する
913,ändern::V,o'zgartirmoq,変える
914,graben::V,qazimoq,掘る
915,beugen::V,bukmoq,折る
916,biegen::V,bukmoq,曲げる
917,drehen::V,aylantirmoq,回す
918,wenden::V,burmoq,裏返す
919,umdrehen::V,ag'darmoq,裏返す
920,heben::V,yuksaltirmoq,挙げる
921,hochheben::V,ko'tarmoq,持ち上げる
922,ergreifen::V,tutamlamoq,取り上げる
923,halten::V,tutmoq,持つ
924,drücken::V,bosmoq,押す
925,schieben::V,surmoq,ずらす
926,kratzen::V,qashimoq,引っ掻く
927,lecken::V,mijimoq,なめる
928,beißen::V,tishlamoq,噛む
929,abreißen::V,emirmoq,剝ぎ取る
930,abschneiden::V,cho'rt kesmoq,切り取る
931,binden::V,bog'lamoq,縛る
932,stecken::V,suqmoq,差し込む
933,brechen::V,sindirmoq,破る
934,klopfen::V,dukurlamoq,とんとん叩く
935,hauen::V,urmoq,叩く
936,kleben::V,yopishtirmoq,貼る
937,kleben::V,yopishtirmoq,くっ付ける
938,reiben::V,surkamoq,擦る
939,streichen::V,surkamoq,塗る
940,schleifen::V,qayramoq,研ぐ
941,schneiden::V,kesmoq,切る
942,rütteln::V,chayqamoq,揺さぶる
943,schütteln::V,chayqamoq,振る
944,schütteln::V,chayqamoq,揺さぶる
945,schwenken::V,chayqatmoq,振る
946,schütten::V,quymoq,注ぐ
947,füllen::V,to'ldirmoq,いっぱいにする
948,einwickeln::V,chulg'amoq,包む
949,tragen::V,tashimoq,運ぶ
950,schleppen::V,sudramoq,引きずる
951,ziehen::V,tortmoq,引く
952,aufbewahren::V,tutmoq,預かる
953,werfen::V,tashlamoq,投げる
954,fangen::V,tutmoq,受ける
955,packen::V,opqochmoq,掴む
956,verstecken::V,yashirmoq,隠す
957,teilen::V,bo'lmoq,分ける
958,schicken::V,yubormoq,送る
959,bringen::V,keltirmoq,持って行く
960,hinzufügen::V,tirkamoq,加える
961,bekommen::V,olmoq,得る
962,erhalten::V,olmoq,受ける
963,nehmen::V,olmoq,取る
964,wählen::V,saylamoq,選ぶ
965,auswählen::V,saylamoq,選ぶ
966,bewahren::V,saqlamoq,保存する
967,behindern::V,xalal bermoq,妨害する
968,verderben::V,xazon qilmoq,台無しにする
969,beschädigen::V,buzmoq,損傷する
970,zerbrechen::V,sindirmoq,割る
971,zerreißen::V,yirtmoq,引き裂く
972,zerstören::V,vayron qilmoq,破壊する
973,verbrennen::V,kuydirmoq,焼く
974,geben::V,bermoq,上げる
975,reichen::V,bermoq,渡す
976,schenken::V,sovg'a qilmoq,贈る
977,versprechen::V,va'da bermoq,約束する
978,wünschen::V,orziqmoq,望む
979,loben::V,maqtamoq,褒める
980,küssen::V,o'pmoq,キスする
981,wiegen::V,tebratmoq,揺する
982,zudecken::V,yopmoq,覆う
983,wecken::V,uyg'otmoq,起こす
984,zeigen::V,ko'rsatmoq,見せる
985,führen::V,boshlik bo'lmoq,案内する
986,lehren::V,o'rgatmoq,教える
987,unterrichten::V,dars bermoq,通知する
988,aufziehen::V,o'stirmoq,育てる
989,leiten::V,boshqarmoq,導く
990,antreiben::V,shoshiltirmoq,励ます
991,lassen::V,ruxsat bermoq,～させる
992,einladen::V,taklif kilmoq,誘う
993,einladen::V,taklif kilmoq,招待する
994,vereinigen::V,qo'shmoq,一つにする
995,besuchen::V,mehmonga bormoq,訪ねる
996,treffen::V,duchor bo'lmoq,出会う
997,sich versammeln::V,to'planmoq,集まる
998,spielen::V,o'ynamoq,遊ぶ
999,singen::V,yalla qilmoq,歌う
1000,tanzen::V,raqs qilmoq,踊る
1001,sich trennen::V,yakkalanmoq,別れる
1002,verlassen::V,qoldirmoq,別れる
1003,retten::V,qutqazmoq,救う
1004,retten::V,qutqazmoq,助ける
1005,bewachen::V,qo'rimoq,見張る
1006,bewachen::V,qo'rimoq,軽微する
1007,schützen::V,yoniga olmoq,保護する
1008,verteidigen::V,yoqlamoq,守る
1009,sich schlagen::V,yoqalashmoq,殴る
1010,schießen::V,otmoq,撃つ
1011,siegen::V,engmoq,勝つ
1012,ärgern::V,jahl chiqarmoq,怒らせる
1013,schlagen::V,urmoq,殴る
1014,treten::V,tepmoq,蹴る
1015,stechen::V,qadamoq,突く
1016,stoßen::V,turtmoq,突く
1017,stehlen::V,o'g'rilamoq,盗る
1018,stören::V,tebratmoq,構う
1019,belästigen::V,g'ashini keltirmoq,邪魔する
1020,verbergen::V,berkitmoq,隠す
1021,täuschen::V,aldamoq,だます
1022,betrügen::V,tirriq qilmoq,だます
1023,töten::V,o'ldirmoq,殺す
1024,wohnen::V,istiqomat qilmoq,住む
1025,arbeiten::V,ishlamoq,働く
1026,sammeln::V,yig'moq,集める
1027,sammeln::V,yig'moq,収集する
1028,pflücken::V,termoq,摘む
1029,jagen::V,ov qilmoq,狩りをする
1030,fischen::V,baliq ovlamoq,釣る
1031,fassen::V,ilinmoq,捕る
1032,hüten::V,boqtirmoq,放牧する
1033,treiben::V,haydamoq,追う
1034,anbinden::V,bog'lamoq,繋ぐ
1035,füttern::V,edirmoq,餌をやる
1036,melken::V,sog'moq,搾乳する
1037,hacken::V,chopmoq,刻む
1038,gießen::V,oqizmoq,水をやる
1039,reifen::V,qizarmoq,熟す
1040,zubereiten::V,pishirmoq,調理する
1041,kochen::V,qaynatmoq,煮る
1042,backen::V,yopmoq,焼く
1043,braten::V,qovurmoq,焼く
1044,braten::V,qovurmoq,炒める
1045,umrühren::V,atalamoq,混ぜる
1046,stricken::V,to'qimoq,編む
1047,nähen::V,tikmoq,縫う
1048,färben::V,bo'yoqlamoq,染める
1049,reinigen::V,tozalamoq,掃除する
1050,waschen::V,yuvmoq,洗う
1051,waschen::V,yuvmoq,洗濯する
1052,abwischen::V,surkamoq,拭く
1053,spülen::V,chaymoq,洗う
1054,spülen::V,chaymoq,すすぐ
1055,fegen::V,cho'tkalamoq,掃除する
1056,kehren::V,supurmoq,掃く
1057,baden::V,cho'milmoq,入浴する
1058,sich waschen::V,yuvinmoq,洗う
1059,ausziehen::V,echintirmoq,脱ぐ
1060,anziehen::V,kiymoq,着る
1061,sich anziehen::V,kiyinmoq,着る
1062,kämmen::V,taramoq,梳く
1063,schmücken::V,yasatmoq,飾る
1064,sagen::V,aytmoq,言う
1065,sprechen::V,so'zlamoq,話す
1066,reden::V,gapirmoq,話す
1067,sich unterhalten::V,suhbatlashmoq,話をする
1068,fragen::V,so'ramoq,聞く
1069,bitten::V,iltimos qilmoq,頼む
1070,bitten::V,iltimos qilmoq,お願いする
1071,erzählen::V,aytib bermoq,物語る
1072,mitteilen::V,bildirmoq,伝える
1073,nennen::V,atamoq,名づける
1074,rufen::V,chaqirmoq,呼ぶ
1075,prahlen::V,gerdaymoq,自慢する
1076,übersetzen::V,tarjima qilmoq,訳す
1077,denken::V,o'ylamoq,考える
1078,glauben::V,ishonmoq,信じる
1079,bemerken::V,payqamoq,気が付く
1080,erkennen::V,tanimoq,認識する
1081,begreifen::V,tushunmoq,分かる
1082,verstehen::V,anglamoq,聞き取る
1083,lernen::V,o'qimoq,学ぶ
1084,lernen::V,o'qimoq,勉強する
1085,wissen::V,bilmoq,知っている
1086,sich erinnern an::V,äsni tanimoq,思い出す
1087,vergessen::V,unutmoq,忘れる
1088,messen::V,o'lchamoq,計る
1089,messen::V,o'lchamoq,測定する
1090,zählen::V,raqamlamoq,数える
1091,rechnen::V,cho'tlamoq,計算する
1092,lesen::V,o'qimoq,読む
1093,malen::V,rasm solmoq,描く
1094,zeichnen::V,chizmoq,写生する
1095,schreiben::V,yozmoq,書く
1096,besitzen::V,ägalamoq,所持する
1097,kaufen::V,olmoq,買う
1098,verkaufen::V,sotmoq,売る
1099,bezahlen::V,to'lamoq,払う
1100,zahlen::V,to'lamoq,支払う
1101,beherrschen::V,ägalamoq,支配する
1102,ertragen::V,chidamoq,耐える
