,Concept_ID,fi,uz
794,hundert::NUM,sata,yuz
795,tausend::NUM,tuhat,ming
796,und::CNJ,ja,va
797,oder::CNJ,tai,yo
798,stehen::V,seisoa,turmoq
799,sitzen::V,istua,o'tirmoq
800,liegen::V,maata,yotmoq
801,hängen::V,riippua,osilmoq
802,werden::V,tulla,bo'lmoq
803,werden::V,joutua,bo'lmoq
804,passieren::V,sattua,bo'lib o'tmoq
805,passieren::V,tapahtua,bo'lib o'tmoq
806,beginnen::V,alkaa,boshlanmoq
807,enden::V,loppua,bitmoq
808,enden::V,päättyä,bitmoq
809,wechseln::V,vaihtua,o'zgarmoq
810,wechseln::V,vaihdella,o'zgarmoq
811,aufgehen[Sonne]::V,nousta,chiqmoq
812,untergehen[Sonne]::V,laskea,botmoq
813,scheinen[Sonne]::V,paistaa,yaraqlamoq
814,donnern::V,jyristä,gulduramoq
815,wehen::V,tuulla,elpimoq
816,wehen::V,puhaltaa,elpimoq
817,strömen::V,virrata,oqmoq
818,fließen::V,valua,oqmoq
819,fließen::V,juosta,oqmoq
820,sich drehen::V,pyöriä,aylanmoq
821,schwanken::V,horjua,qoqilmoq
822,schwingen::V,heilua,lopillamoq
823,schwingen::V,värähdellä,lopillamoq
824,fallen::V,pudota,tushmoq
825,fallen::V,langeta,tushmoq
826,brennen::V,palaa,yonmoq
827,rauchen::V,savuta,tutamoq
828,regnen::V,sataa,yomg'ir yog'moq
829,gefrieren::V,jäätyä,muzlamoq
830,tauen::V,sulaa,ärimoq
831,schmelzen::V,sulaa,ärimoq
832,trocknen::V,kuivua,qurimoq
833,sieden::V,kiehua,qaynamoq
834,faulen::V,mädätä,chirimoq
835,verfaulen::V,mädätä,chirimoq
836,verfaulen::V,mädäntyä,chirimoq
837,reißen::V,revetä,qayt qilmoq
838,versinken::V,upota,g'arq bo'lmoq
839,versinken::V,vajota,g'arq bo'lmoq
840,vergehen::V,kulua,o'tmoq
841,erscheinen::V,ilmestyä,zuhur ätmoq
842,verschwinden::V,kadota,yo'qolmoq
843,sinken::V,vajota,pasaymoq
844,abnehmen::V,vähetä,kamaymoq
845,zunehmen::V,kasvaa,urchimoq
846,zunehmen::V,lisääntyä,urchimoq
847,steigen::V,nousta,oshmoq
848,wachsen::V,kasvaa,o'smoq
849,glänzen::V,kiiltää,porlamoq
850,funkeln::V,kipinöidä,yalt ätmoq
851,lärmen::V,meluta,taraq ätmoq
852,läuten::V,soida,jiringlamoq
853,klingeln::V,soida,jiringlamoq
854,klirren::V,kalista,sharaqlamoq
855,brausen::V,kohista,vag'illamoq
856,rauschen::V,kohista,shitirlamoq
857,klingen::V,soida,yangramoq
858,bellen::V,haukkua,hurmoq
859,heulen::V,ulvoa,uvlamoq
860,blasen::V,puhaltaa,puflamoq
861,pfeifen::V,viheltää,xushtak chalmoq 
862,schreien::V,kirkua,qiyqirmoq
863,stöhnen::V,voihkia,nola qilmoq
864,zittern::V,vapista,titramoq
865,leben::V,elää,yashamoq
866,geboren werden::V,syntyä,tug'ilmoq
867,atmen::V,hengittää,nafas chiqarmoq
868,trinken::V,juoda,ichmoq
869,essen::V,syödä,emoq
870,schlucken::V,niellä,yutmoq
871,müde werden::V,uupua,horimoq
872,einschlafen::V,uinahtaa,uxlab qolmoq
873,schlafen::V,maata,uxlamoq
874,schlafen::V,nukkua,uxlamoq
875,aufwachen::V,herätä,uyg'onmoq
876,aufstehen::V,nousta,qo'pmoq
877,aufstehen::V,nousta ylös,qo'pmoq
878,sich erholen::V,levätä,dam olmoq
879,krank werden::V,sairastua,kasallanmoq
880,krank sein::V,potea,betob yotmoq
881,krank sein::V,sairastaa,betob yotmoq
882,schmerzen::V,särkeä,og'rimoq
883,schmerzen::V,kivistää,og'rimoq
884,husten::V,yskiä,yo'talmoq
885,genesen::V,toipua,tuzalmoq
886,sterben::V,kuolla,o'lmoq
887,umkommen::V,saada surmansa,halok bo'lmoq
888,umkommen::V,kuolla,halok bo'lmoq
889,sich bewegen::V,liikkua,harakat qilmoq
890,sich rühren::V,liikahtaa,qimirlamoq
891,sich erheben::V,nousta,qo'pmoq
892,sich setzen::V,istuutua,o'tirmoq
893,hinfallen::V,kaatua,yiqilmoq
894,laufen::V,kävellä,yurmoq
895,schreiten::V,astua,yurmoq
896,schreiten::V,astella,yurmoq
897,spazierengehen::V,kävellä,sayr ätmoq
898,eilen::V,kiirehtiä,tezlamoq
899,sich beeilen::V,kiirehtiä,shoshmoq
900,sich beeilen::V,olla kiireissään,shoshmoq
901,sausen::V,rynnätä,chopqillamoq
902,sausen::V,viilettää,chopqillamoq
903,rennen::V,juosta,yugurmoq
904,springen::V,hypätä,sakramoq
905,klettern::V,kiivetä,yuqorilamoq
906,schaukeln::V,kiikkua,irg'amoq
907,kriechen::V,ryömiä,ämaklamoq
908,schwimmen::V,uida,suzmoq
909,tauchen::V,sukeltaa,chu'mmoq
910,rudern::V,soutaa,eshkak eshmoq
911,fahren::V,ajaa,haydamoq
912,fahren::V,kulkea,haydamoq
913,fliegen::V,lentää,uchmoq
914,gehen::V,käydä,bormoq
915,weggehen::V,lähteä,ketoq
916,weggehen::V,poistua,ketoq
917,abfahren::V,lähteä,jo'namoq
918,anhalten::V,pysähtyä,to'xtamoq
919,anhalten::V,seisahtua,to'xtamoq
920,hineingehen::V,mennä sisään,kirmoq
921,eintreten::V,astua sisään,kirmoq
922,kommen::V,tulla,kelmoq
923,ankommen::V,saapua,etib kelmoq
924,zurückkommen::V,palata,qaytib kelmoq
925,bleiben::V,jäädä,qolmoq
926,bleiben::V,viipyä,qolmoq
927,warten::V,odottaa,poylamoq
928,erwarten::V,odottaa,kutmoq
929,suchen::V,etsiä,izlamoq
930,finden::V,löytää,topmoq
931,versuchen::V,yrittää,chalishmoq
932,vorbereiten::V,valmistaa,hozirlamoq
933,lieben::V,pitää,sevmoq
934,lieben::V,rakastaa,sevmoq
935,mögen::V,pitää,ardoqlamoq
936,mögen::V,tykätä,ardoqlamoq
937,lachen::V,nauraa,kulmoq
938,rühren::V,liikuttaa,ta'sirlantirmoq
939,weinen::V,itkeä,yig'lamoq
940,schimpfen::V,haukkua,koyinmoq
941,sich ärgern::V,suuttua,g'azab qilmoq
942,sich fürchten::V,pelätä,hurkmoq
943,fürchten::V,pelätä,qo'rqmoq
944,fliehen::V,paeta,qochmoq
945,flüchten::V,paeta,qochmoq
946,sehen::V,nähdä,ko'rmoq
947,anschauen::V,katsoa,razm solmoq
948,ansehen::V,katsoa,razm qilmoq
949,hören::V,kuulla,äshitmoq
950,zuhören::V,kuunnella,tinglamoq
951,probieren::V,maistaa,tatib ko'rmoq
952,riechen::V,haistaa,iskamoq
953,fühlen::V,tuntea,sezmoq
954,scheinen::V,tuntua,tuyilmoq
955,zu sehen sein::V,näkyä,ko'rinmoq
956,vernehmen::V,kuulla,äshitmoq
957,frieren::V,palella,sovuq qotmoq
958,tun::V,tehdä,ätmoq
959,können::V,osata,-a olmoq
960,können::V,osata,-y olmoq
961,wollen::V,tahtoa,istamoq
962,anfangen::V,ruveta,boshlamoq
963,anfangen::V,aloittaa,boshlamoq
964,beenden::V,lopettaa,bitirmoq
965,aufhören::V,loppua,tinmoq
966,gelingen::V,onnistua,muvaffaqiyat qozonmoq
967,geraten::V,sujua,bo'lmoq
968,geraten::V,joutua,bo'lmoq
969,öffnen::V,avata,ochmoq
970,öffnen::V,aukaista,ochmoq
971,schließen::V,sulkea,yopmoq
972,stellen::V,panna,qo'ymoq
973,stellen::V,asettaa,qo'ymoq
974,setzen::V,panna,o'tqazmoq
975,setzen::V,istuttaa,o'tqazmoq
976,legen::V,panna,yotqizmoq
977,legen::V,asettaa,yotqizmoq
978,berühren::V,koskea,tegmoq
979,berühren::V,koskettaa,tegmoq
980,verbinden::V,liittää,ulamoq
981,verbinden::V,yhdistää,ulamoq
982,bedecken::V,kattaa,bekitmoq
983,bedecken::V,peittää,bekitmoq
984,aufhängen::V,ripustaa,ildirmoq
985,anzünden::V,sytyttää,yondirmoq
986,aufheben::V,ylös nostaa,ko'tarmoq
987,aufheben::V,nostaa,ko'tarmoq
988,zurücklassen::V,jättää,ayrilmoq
989,verlieren::V,kadottaa,yo'qotmoq
990,fallen lassen::V,pudottaa,tushirmoq
991,machen::V,tehdä,qilmoq
992,herstellen::V,tuottaa,chiqarmoq
993,herstellen::V,valmistaa,chiqarmoq
994,bauen::V,rakentaa,solmoq
995,reparieren::V,korjata,tuzatmoq
996,verbessern::V,parantaa,isloh qilmoq
997,ändern::V,muuttaa,o'zgartirmoq
998,graben::V,kaivaa,qazimoq
999,beugen::V,taivuttaa,bukmoq
1000,biegen::V,taivuttaa,bukmoq
1001,drehen::V,kääntää,aylantirmoq
1002,wenden::V,kääntää,burmoq
1003,umdrehen::V,kääntää,ag'darmoq
1004,heben::V,nostaa,yuksaltirmoq
1005,heben::V,kohottaa,yuksaltirmoq
1006,hochheben::V,nostaa,ko'tarmoq
1007,ergreifen::V,tarttua,tutamlamoq
1008,halten::V,pitää,tutmoq
1009,drücken::V,painaa,bosmoq
1010,drücken::V,puristaa,bosmoq
1011,schieben::V,työntää,surmoq
1012,kratzen::V,raapia,qashimoq
1013,lecken::V,nuolla,mijimoq
1014,beißen::V,purra,tishlamoq
1015,abreißen::V,repiä,emirmoq
1016,abschneiden::V,leikata poikki,cho'rt kesmoq
1017,abschneiden::V,leikata,cho'rt kesmoq
1018,binden::V,sitoa,bog'lamoq
1019,stecken::V,pistää,suqmoq
1020,brechen::V,murtaa,sindirmoq
1021,klopfen::V,koputtaa,dukurlamoq
1022,klopfen::V,kolkuttaa,dukurlamoq
1023,hauen::V,lyödä,urmoq
1024,kleben::V,liimata,yopishtirmoq
1025,reiben::V,hieroa,surkamoq
1026,reiben::V,hangata,surkamoq
1027,streichen::V,sivellä,surkamoq
1028,schleifen::V,hioa,qayramoq
1029,schneiden::V,leikata,kesmoq
1030,rütteln::V,ravistaa,chayqamoq
1031,schütteln::V,pudistaa,chayqamoq
1032,schwenken::V,heiluttaa,chayqatmoq
1033,schütten::V,kaataa,quymoq
1034,füllen::V,täyttää,to'ldirmoq
1035,einwickeln::V,kääriä,chulg'amoq
1036,tragen::V,kantaa,tashimoq
1037,schleppen::V,raahata,sudramoq
1038,ziehen::V,vetää,tortmoq
1039,aufbewahren::V,säilyttää,tutmoq
1040,werfen::V,viskata,tashlamoq
1041,fangen::V,napata,tutmoq
1042,fangen::V,ottaa kiinni,tutmoq
1043,packen::V,tarttua,opqochmoq
1044,verstecken::V,kätkeä,yashirmoq
1045,verstecken::V,piilottaa,yashirmoq
1046,teilen::V,jakaa,bo'lmoq
1047,schicken::V,lähettää,yubormoq
1048,bringen::V,viedä,keltirmoq
1049,hinzufügen::V,lisätä,tirkamoq
1050,bekommen::V,saada,olmoq
1051,erhalten::V,saada,olmoq
1052,nehmen::V,ottaa,olmoq
1053,wählen::V,valita,saylamoq
1054,auswählen::V,valikoida,saylamoq
1055,bewahren::V,säilyttää,saqlamoq
1056,behindern::V,estää,xalal bermoq
1057,verderben::V,pilata,xazon qilmoq
1058,verderben::V,turmella,xazon qilmoq
1059,beschädigen::V,vioittaa,buzmoq
1060,beschädigen::V,vahingoittaa,buzmoq
1061,zerbrechen::V,rikkoa,sindirmoq
1062,zerreißen::V,repiä rikki,yirtmoq
1063,zerreißen::V,repiä palasiksi,yirtmoq
1064,zerstören::V,hävittää,vayron qilmoq
1065,verbrennen::V,polttaa,kuydirmoq
1066,geben::V,antaa,bermoq
1067,reichen::V,ojentaa,bermoq
1068,schenken::V,lahjoittaa,sovg'a qilmoq
1069,versprechen::V,luvata,va'da bermoq
1070,wünschen::V,toivottaa,orziqmoq
1071,loben::V,ylistää,maqtamoq
1072,küssen::V,suudella,o'pmoq
1073,wiegen::V,tuudittaa,tebratmoq
1074,wiegen::V,keinuttaa,tebratmoq
1075,zudecken::V,peittää,yopmoq
1076,wecken::V,herättää,uyg'otmoq
1077,zeigen::V,näyttää,ko'rsatmoq
1078,zeigen::V,osoittaa,ko'rsatmoq
1079,führen::V,johdattaa,boshlik bo'lmoq
1080,lehren::V,opettaa,o'rgatmoq
1081,unterrichten::V,opettaa,dars bermoq
1082,aufziehen::V,kasvattaa,o'stirmoq
1083,leiten::V,johtaa,boshqarmoq
1084,antreiben::V,hoputtaa,shoshiltirmoq
1085,lassen::V,antaa,ruxsat bermoq
1086,einladen::V,kutsua,taklif kilmoq
1087,vereinigen::V,yhdistää,qo'shmoq
1088,besuchen::V,vierailla,mehmonga bormoq
1089,treffen::V,tavata,duchor bo'lmoq
1090,sich versammeln::V,kokoontua,to'planmoq
1091,spielen::V,pelata,o'ynamoq
1092,spielen::V,leikkiä,o'ynamoq
1093,singen::V,laulaa,yalla qilmoq
1094,tanzen::V,tanssia,raqs qilmoq
1095,sich trennen::V,erota,yakkalanmoq
1096,verlassen::V,jättää,qoldirmoq
1097,retten::V,pelastaa,qutqazmoq
1098,bewachen::V,vartioida,qo'rimoq
1099,schützen::V,suojella,yoniga olmoq
1100,verteidigen::V,puolustaa,yoqlamoq
1101,sich schlagen::V,tapella,yoqalashmoq
1102,schießen::V,ampua,otmoq
1103,siegen::V,voittaa,engmoq
1104,ärgern::V,ärsyttää,jahl chiqarmoq
1105,schlagen::V,lyödä,urmoq
1106,treten::V,potkaista,tepmoq
1107,stechen::V,pistää,qadamoq
1108,stoßen::V,sysätä,turtmoq
1109,stoßen::V,työntää,turtmoq
1110,stehlen::V,varastaa,o'g'rilamoq
1111,stören::V,häiritä,tebratmoq
1112,belästigen::V,häiritä,g'ashini keltirmoq
1113,verbergen::V,kätkeä,berkitmoq
1114,täuschen::V,harhauttaa,aldamoq
1115,betrügen::V,pettää,tirriq qilmoq
1116,betrügen::V,petkuttaa,tirriq qilmoq
1117,töten::V,tappaa,o'ldirmoq
1118,wohnen::V,asua,istiqomat qilmoq
1119,arbeiten::V,tehdä työtä,ishlamoq
1120,arbeiten::V,työskennellä,ishlamoq
1121,sammeln::V,koota,yig'moq
1122,sammeln::V,kerätä,yig'moq
1123,pflücken::V,poimia,termoq
1124,jagen::V,metsästää,ov qilmoq
1125,fischen::V,kalastaa,baliq ovlamoq
1126,fassen::V,pyydystää,ilinmoq
1127,fassen::V,saalistaa,ilinmoq
1128,hüten::V,paimentaa,boqtirmoq
1129,treiben::V,ajaa,haydamoq
1130,anbinden::V,kytkeä,bog'lamoq
1131,füttern::V,ruokkia,edirmoq
1132,melken::V,lypsää,sog'moq
1133,hacken::V,hakata,chopmoq
1134,gießen::V,kastella,oqizmoq
1135,reifen::V,kypsyä,qizarmoq
1136,zubereiten::V,valmistaa,pishirmoq
1137,kochen::V,keittää,qaynatmoq
1138,backen::V,leipoa,yopmoq
1139,braten::V,paistaa,qovurmoq
1140,umrühren::V,hämmentää,atalamoq
1141,stricken::V,kutoa,to'qimoq
1142,stricken::V,neuloa,to'qimoq
1143,nähen::V,ommella,tikmoq
1144,färben::V,värjätä,bo'yoqlamoq
1145,färben::V,värittää,bo'yoqlamoq
1146,reinigen::V,puhdistaa,tozalamoq
1147,waschen::V,pestä,yuvmoq
1148,abwischen::V,pyyhkiä,surkamoq
1149,spülen::V,huuhtoa,chaymoq
1150,fegen::V,pyyhkäistä,cho'tkalamoq
1151,kehren::V,lakaista,supurmoq
1152,baden::V,kylpeä,cho'milmoq
1153,sich waschen::V,peseytyä,yuvinmoq
1154,ausziehen::V,riisua,echintirmoq
1155,anziehen::V,pukea ylleen,kiymoq
1156,sich anziehen::V,pukeutua,kiyinmoq
1157,kämmen::V,kammata,taramoq
1158,schmücken::V,koristaa,yasatmoq
1159,schmücken::V,kaunistaa,yasatmoq
1160,sagen::V,sanoa,aytmoq
1161,sprechen::V,puhua,so'zlamoq
1162,reden::V,keskustella,gapirmoq
1163,sich unterhalten::V,jutella,suhbatlashmoq
1164,fragen::V,kysyä,so'ramoq
1165,bitten::V,pyytää,iltimos qilmoq
1166,erzählen::V,kertoa,aytib bermoq
1167,mitteilen::V,ilmoittaa,bildirmoq
1168,nennen::V,kutsua,atamoq
1169,nennen::V,nimittää,atamoq
1170,rufen::V,kutsua,chaqirmoq
1171,prahlen::V,kerskailla,gerdaymoq
1172,übersetzen::V,kääntää,tarjima qilmoq
1173,denken::V,miettiä,o'ylamoq
1174,denken::V,ajatella,o'ylamoq
1175,glauben::V,uskoa,ishonmoq
1176,bemerken::V,huomata,payqamoq
1177,erkennen::V,tunnistaa,tanimoq
1178,begreifen::V,ymmärtää,tushunmoq
1179,verstehen::V,ymmärtää,anglamoq
1180,lernen::V,oppia,o'qimoq
1181,wissen::V,tietää,bilmoq
1182,sich erinnern an::V,muistaa,äsni tanimoq
1183,vergessen::V,unohtaa,unutmoq
1184,messen::V,mitata,o'lchamoq
1185,zählen::V,laskea,raqamlamoq
1186,rechnen::V,laskea,cho'tlamoq
1187,lesen::V,lukea,o'qimoq
1188,malen::V,maalata,rasm solmoq
1189,zeichnen::V,piirtää,chizmoq
1190,zeichnen::V,piirustaa,chizmoq
1191,schreiben::V,kirjoittaa,yozmoq
1192,besitzen::V,omistaa,ägalamoq
1193,kaufen::V,ostaa,olmoq
1194,verkaufen::V,myydä,sotmoq
1195,bezahlen::V,maksaa,to'lamoq
1196,zahlen::V,maksaa,to'lamoq
1197,beherrschen::V,hallita,ägalamoq
1198,ertragen::V,kestää,chidamoq
