,Concept_ID,pl,fi
161,Fell::N,futro,talja
162,Flügel::N,skrzydło,siipi
163,Klaue::N,szpon,kynsi
164,Kralle::N,pazur,kynsi
165,Schwanz::N,ogon,häntä
166,Schwanz::N,ogon,pyrstö
167,Ei::N,jajko,muna
168,Nest::N,gniazdo,pesä
169,Bau::N,nora,pesä
170,Tier::N,zwierzę,eläin
171,Herde::N,stado,lauma
172,Herde::N,trzoda,lauma
173,Kuh::N,krowa,lehmä
174,Bulle::N,byk,sonni
175,Pferd::N,koń,hevonen
176,Schaf::N,owca,lammas
177,Schwein::N,świnia,sika
178,Hund::N,pies,koira
179,Katze::N,kot,kissa
180,Katze::N,kotka,kissa
181,Bär::N,niedźwiedż,karhu
182,Eichhörnchen::N,wiewiórka,orava
183,Elch::N,łóś,hirvi
184,Fuchs::N,lis,kettu
185,Hase::N,zając,jänis
186,Maus::N,mysz,hiiri
187,Wolf::N,wilk,susi
188,Vogel::N,ptak,lintu
189,Schwarm::N,stado,parvi
190,Huhn::N,kura,kana
191,Hahn::N,kogut,kukko
192,Gans::N,gęś,hanhi
193,Adler::N,orzeł,kotka
194,Ente::N,kaczka,ankka
195,Eule::N,sowa,pöllö
196,Kranich::N,żuraw,kurki
197,Krähe::N,wrona,varis
198,Kuckuck::N,kukułka,käki
199,Schwan::N,łabędż,joutsen
200,Fisch::N,ryba,kala
201,Barsch::N,okoń,ahven
202,Hecht::N,szczupak,hauki
203,Schlange[Tier]::N,wąż,käärme
204,Schlange[Tier]::N,żmija,käärme
205,Wurm::N,robak,mato
206,Spinne::N,pająk,hämähäkki
207,Ameise::N,mrówka,muurahainen
208,Laus::N,wesz,täi
209,Mücke::N,komar,sääski
210,Mücke::N,komar,hyttynen
211,Fliege::N,mucha,kärpänen
212,Schmetterling::N,motyl,perhonen
213,Beere::N,jagoda,marja
214,Apfel::N,jabłko,omena
215,Pilz::N,grzyb,sieni
216,Zwiebel::N,cebula,sipuli
217,Saat::N,siew,siemenet
218,Korn::N,ziarno,jyvä
219,Korn::N,ziarno,vilja
220,Heu::N,siano,heinä
221,Schale::N,łupina,kuori
222,Grube::N,dół,kuoppa
223,Grube::N,jama,kuoppa
224,Falle::N,pułapka,loukku
225,Schlinge::N,sidła,ansa
226,Spur::N,ślad,jälki
227,Asche::N,popiół,tuhka
228,Dreck::N,brud,lika
229,Eisen::N,żelazo,rauta
230,Gold::N,złoto,kulta
231,Silber::N,srebro,hopea
232,Kohle::N,węgiel,hiili
233,Glas::N,szkło,lasi
234,Lehm::N,glina,savi
235,Sand::N,piasek,hiekka
236,Mensch::N,człowiek,ihminen
237,Mann::N,mężczyzna,mies
238,Frau::N,kobieta,nainen
239,Kind::N,dziecko,lapsi
240,Junge::N,chłopak,poika
241,Junge::N,chłopiec,poika
242,Mädchen::N,dziewczynka,tyttö
243,Familie::N,rodzina,perhe
244,Großvater::N,dziadek,isoisä
245,Großmutter::N,babka,isoäiti
246,Eltern::N,rodzice,vanhemmat
247,Vater::N,ojciec,isä
248,Mutter::N,matka,äiti
249,Sohn::N,syn,poika
250,Tochter::N,córka,tytär
251,Bruder::N,brat,veli
252,Schwester::N,siostra,sisko
253,Onkel::N,wuj,eno
254,Onkel::N,wuj,setä
255,Onkel::N,stryj,eno
256,Onkel::N,stryj,setä
257,Tante::N,ciotka,täti
258,Ehemann::N,mąż,mies
259,Ehemann::N,mąż,aviomies
260,Ehefrau::N,żona,vaimo
261,Ehefrau::N,żona,aviovaimo
262,Freude::N,radość,ilo
263,Freude::N,radość,riemu
264,Gelächter::N,śmiech,nauru
265,Glück::N,szczęście,onni
266,Kummer::N,zmartwienie,suru
267,Kummer::N,zmartwienie,murhe
268,Wunsch::N,życzenie,toive
269,Wunsch::N,życzenie,toivomus
270,Lust::N,chęć,himo
271,Lust::N,ochota,himo
272,Geist::N,duch,henki
273,Gedanke::N,myśl,aate
274,Gedanke::N,myśl,ajatus
275,Gedächtnis::N,pamięć,muisti
276,Verstand::N,rozum,äly
277,Verstand::N,rozum,järki
278,Verstand::N,rozum,ymmärrys
279,Sinn::N,zmysł,merkitys
280,Grund::N,powód,syy
281,Grund::N,powód,peruste
282,Wahrheit::N,prawda,tosi
283,Wahrheit::N,prawda,totuus
284,Gespräch::N,rozmowa,puhelu
285,Gespräch::N,rozmowa,keskustelu
286,Märchen::N,bajka,satu
287,Erzählung::N,opowiadanie,tarina
288,Erzählung::N,opowiadanie,kertomus
289,Nachricht::N,wiadomość,tieto
290,Nachricht::N,wiadomość,ilmoitus
291,Neuigkeit::N,nowina,uutinen
292,Name::N,imię,nimi
293,Rätsel::N,zagadka,arvoitus
294,Rede::N,mowa,puhe
295,Sprache::N,język,kieli
296,Stimme::N,głos,ääni
297,Wort::N,słowo,sana
298,Zeichen::N,znak,merkki
299,Ruf::N,wołanie,kutsu
300,Lärm::N,hałas,melu
301,Lärm::N,hałas,hälinä
302,Lärm::N,zgiełk,melu
303,Lärm::N,zgiełk,hälinä
304,Laut::N,dźwięk,ääni
305,Ton::N,ton,sävel
306,Ton::N,dźwięk,sävel
307,Lied::N,pieśń,laulu
308,Lied::N,piosenka,laulu
309,Ruhe::N,spokój,lepo
310,Ruhe::N,spokój,rauha
311,Leute::N,ludzie,väki
312,Leute::N,ludzie,ihmiset
313,Volk::N,naród,kansa
314,Arbeit::N,praca,työ
315,Arbeit::N,robota,työ
316,Gast::N,gość,vieras
317,Geschenk::N,prezent,lahja
318,Geschenk::N,podarunek,lahja
319,Spiel::N,gra,peli
320,Spiel::N,gra,leikki
321,Spiel::N,zabawa,peli
322,Spiel::N,zabawa,leikki
323,Gesellschaft::N,towarzystwo,seura
324,Hilfe::N,pomoc,apu
325,Freund::N,przyjaciel,ystävä
326,Kamerad::N,kolega,toveri
327,Angelegenheit::N,sprawa,asia
328,Anzahl::N,ilość,lukumäärä
329,Art::N,rodzaj,laji
330,Stück::N,kawałek,pala
331,Stück::N,kawałek,kappale
332,Teil::N,część,osa
333,Hälfte::N,połowa,puoli
334,Kreis::N,krąg,ympyrä
335,Kreuz::N,krzyż,risti
336,Linie::N,linia,viiva
337,Strich::N,kreska,piirto
338,Abstand::N,odstęp,väli
339,Abstand::N,odstęp,väljyys
340,Entfernung::N,odległość,etäisyys
341,Gegend::N,okolica,seutu
342,Platz::N,miejsce,tila
343,Ort::N,miejsce,kohta
344,Ort::N,miejsce,paikka
345,Seite::N,bok,sivu
346,Seite::N,bok,kylki
347,Seite::N,strona,sivu
348,Seite::N,strona,kylki
349,Mitte::N,środek,keskus
350,Mitte::N,środek,puoliväli
351,Gegenstand::N,przedmiot,kalu
352,Gegenstand::N,przedmiot,esine
353,Sache::N,rzecz,asia
354,Rand::N,skraj,ääri
355,Rand::N,skraj,syrjä
356,Rand::N,krawędź,ääri
357,Rand::N,krawędź,syrjä
358,Kante::N,kant,särmä
359,Kante::N,krawędź,särmä
360,Ecke::N,róg,nurkka
361,Spitze::N,ostrze,terä
362,Spitze::N,ostrze,kärki
363,Ende::N,koniec,pää
364,Ende::N,koniec,perä
365,Loch::N,dziura,kolo
366,Loch::N,dziura,reikä
367,Winkel::N,kąt,kulma
368,Winkel::N,kącik,kulma
369,Muster::N,wzór,kuvio
370,Größe::N,rozmiar,koko
371,Größe::N,rozmiar,suuruus
372,Größe::N,wielkość,koko
373,Größe::N,wielkość,suuruus
374,Länge::N,długość,pituus
375,Höhe::N,wysokość,korkeus
376,Gewicht::N,ciężar,paino
377,Menge::N,ilość,määrä
378,Haufen::N,kupa,kasa
379,Reihe::N,rząd,rivi
380,Reihe::N,szereg,rivi
381,Boot::N,łódź,vene
382,Boot::N,łódka,vene
383,Ruder::N,wiosło,airo
384,Schlitten::N,sanki,reki
385,Schlitten::N,sanki,kelkka
386,Ski::N,narta,suksi
387,Lagerfeuer::N,ognisko,nuotio
388,Last::N,ciężar,kuorma
389,Last::N,brzemię,kuorma
390,Gang::N,chód,kulku
391,Gang::N,chód,käynti
392,Schritt::N,krok,askel
393,Norden::N,północ,pohjoinen
394,Süden::N,południe,etelä
395,Westen::N,zachód,länsi
396,Osten::N,wschód,itä
397,Holz::N,drzewo,puu
398,Brett::N,deska,lauta
399,Platte::N,płyta,levy
400,Stütze::N,podpora,noja
401,Stange::N,drąg,tanko
402,Stange::N,żerdź,tanko
403,Stock::N,kij,keppi
404,Stock::N,laska,keppi
405,Stab::N,pręt,sauva
406,Stab::N,pręt,seiväs
407,Rohr::N,rura,putki
408,Haus::N,dom,talo
409,Heim::N,dom,koti
410,Ofen::N,piec,uuni
411,Fußboden::N,podłoga,lattia
412,Tisch::N,stół,pöytä
413,Stuhl::N,krzesło,tuoli
414,Wiege::N,kołyska,kehto
415,Bett::N,łóżko,sänky
416,Bett::N,pościel,sänky
417,Regal::N,regał,hylly
418,Kiste::N,skrzynia,arkku
419,Kiste::N,skrzynia,kirstu
420,Kiste::N,skrzynia,laatikko
421,Fenster::N,okno,ikkuna
422,Tür::N,drzwi,ovi
423,Tor::N,brama,portti
424,Zaun::N,płot,aita
425,Zaun::N,parkan,aita
426,Dach::N,dach,katto
427,Leiter::N,drabina,tikkaat
428,Leiter::N,drabina,tikapuut
429,Besen::N,miotła,luuta
430,Spaten::N,rydel,lapio
431,Schaufel::N,łopata,lapio
432,Gabel::N,widelec,haarukka
433,Löffel::N,łyżka,lusikka
434,Messer::N,nóż,veitsi
435,Nagel::N,gwóźdź,naula
436,Netz::N,sieć,verkko
437,Haken::N,hak,haka
438,Haken::N,hak,koukku
439,Griff::N,chwyt,ripa
440,Griff::N,chwyt,kahva
441,Schloss::N,zamek,lukko
442,Bild::N,obraz,kuva
443,Figur::N,figura,kuvio
444,Puppe::N,lalka,nukke
445,Beutel::N,torba,pussi
446,Bündel::N,wiązka,nippu
447,Bündel::N,wiązka,kimppu
448,Tasche::N,torba,laukku
449,Eimer::N,kubeł,sanko
450,Eimer::N,kubeł,ämpäri
451,Eimer::N,wiadro,sanko
452,Eimer::N,wiadro,ämpäri
453,Deckel::N,przykrywka,kansi
454,Geschirr::N,statki,astia
455,Geschirr::N,naczynia,astia
456,Sack::N,worek,säkki
457,Tasse::N,filiżanka,kuppi
458,Topf::N,garnek,pata
459,Kessel::N,kocioł,kattila
460,Essen::N,jedzenie,syönti
461,Nahrung::N,pokarm,ruoka
462,Nahrung::N,pokarm,ravinto
463,Nahrung::N,pożywienie,ruoka
464,Nahrung::N,pożywienie,ravinto
465,Speise::N,potrawa,ruoka
466,Speise::N,jedzenie,ruoka
467,Fleisch::N,mięso,liha
468,Getreide::N,zboże,vilja
469,Brei::N,kasza,puuro
470,Brot::N,chleb,leipä
471,Scheibe::N,kromka,viipale
472,Fett::N,tłuszcz,rasva
473,Butter::N,masło,voi
474,Öl::N,olej,öljy
475,Salz::N,sól,suola
476,Suppe::N,zupa,keitto
477,Honig::N,miód,hunaja
478,Milch::N,mleko,maito
479,Tee::N,herbata,tee
480,Leder::N,skóra,nahka
481,Wolle::N,wełna,villa
482,Stoff::N,tkanina,kangas
483,Stoff::N,materiał,kangas
484,Nadel::N,igła,neula
485,Faden::N,nić,lanka
486,Faden::N,nitka,lanka
487,Knopf::N,guzik,nappi
488,Knoten::N,węzeł,solmu
489,Farbe::N,farba,maali
490,Kleidung::N,odzież,vaatteet
491,Hemd::N,koszula,paita
492,Kragen::N,kołnierz,kaulus
493,Ärmel::N,rękaw,hiha
494,Hose::N,spodnie,housut
495,Gürtel::N,pasek,vyö
496,Mütze::N,czapka,lakki
497,Schuh::N,but,kenkä
498,Schuh::N,bucik,kenkä
499,Stiefel::N,but,saapas
500,Stiefel::N,kozak,saapas
501,Ring::N,pierścień,sormus
502,Band::N,wstęga,nauha
503,Kamm::N,grzebień,kampa
504,Spiegel::N,lustro,peili
505,Riemen::N,rzemień,hihna
506,Schnur::N,sznur,naru
507,Schnur::N,sznur,nuora
508,Leine::N,smycz,talutushihna
509,Decke::N,kołdra,peite
510,Kissen::N,poduszka,tyyny
511,Kissen::N,poduszka,pielus
512,Tuch::N,chustka,huivi
513,Handtuch::N,ręcznik,pyyheliina
514,Kraft::N,moc,väki
515,Kraft::N,moc,voima
516,Kraft::N,siła,väki
517,Kraft::N,siła,voima
518,Stärke::N,moc,vahvuus
519,Stärke::N,siła,vahvuus
520,Gesundheit::N,zdrowie,terveys
521,Krankheit::N,choroba,tauti
522,Krankheit::N,choroba,sairaus
523,Schmerz::N,ból,kipu
524,Schmerz::N,ból,särky
525,Wunde::N,rana,haava
526,Fieber::N,gorączka,kuume
527,Arznei::N,lekarstwo,lääke
528,Brücke::N,most,silta
529,Brunnen::N,studnia,kaivo
530,Weide::N,pastwisko,laidun
531,Pfad::N,ścieżka,polku
532,Weg::N,droga,tie
533,Straße::N,ulica,katu
534,Dorf::N,wieś,kylä
535,Stadt::N,miasto,kaupunki
536,Brief::N,list,kirje
537,Buch::N,książka,kirja
538,Buchstabe::N,litera,kirjain
539,Zeitung::N,gazeta,lehti
540,Zeitung::N,gazeta,sanomalehti
541,Zeitung::N,dziennik,lehti
542,Zeitung::N,dziennik,sanomalehti
543,Leben::N,życie,elo
544,Leben::N,życie,elämä
545,Tod::N,śmierć,kuolema
546,Grab::N,grób,hauta
547,Kirche::N,kościół,kirkko
548,Sünde::N,grzech,synti
549,Gott::N,bóg,jumala
550,Arbeiter::N,robotnik,työläinen
551,Chef::N,szef,päällikkö
552,Meister::N,mistrz,mestari
553,Meister::N,majster,mestari
554,Arzt::N,lekarz,lääkäri
555,Lehrer::N,nauczyciel,opettaja
556,Geld::N,pieniądze,raha
557,Geschäft::N,sprawa,liike
558,Geschäft::N,interes,liike
559,Laden::N,sklep,puoti
560,Laden::N,sklep,kauppa
561,Preis::N,cena,hinta
562,Ware::N,towar,tavara
563,Nutzen::N,pożytek,hyöty
564,Reichtum::N,bogactwo,rikkaus
565,Welt::N,świat,maailma
566,Land::N,kraj,maa
567,Staat::N,państwo,valtio
568,König::N,król,kuningas
569,Macht::N,władza,mahti
570,Grenze::N,granica,raja
571,Krieg::N,wojna,sota
572,Feind::N,wróg,vihollinen
573,Gewalt::N,władza,väkivalta
574,Kampf::N,bój,taistelu
575,Kampf::N,walka,taistelu
576,Bogen[Waffe]::N,łuk,jousi
577,Pfeil::N,strzała,nuoli
578,Gewehr::N,karabin,kivääri
579,Fehler::N,błąd,vika
580,Fehler::N,błąd,virhe
581,Lüge::N,kłamstwo,valhe
582,Schaden::N,szkoda,vaurio
583,Schaden::N,szkoda,vahinko
584,Unglück::N,nieszczęście,vahinko
585,Unglück::N,nieszczęście,onnettomuus
586,Schuld::N,wina,syy
587,Alter::N,wiek,ikä
588,Schluss::N,koniec,loppu
589,Schluss::N,zakończenie,loppu
590,Zeit::N,czas,aika
591,Tag::N,dzień,päivä
592,Morgen::N,ranek,aamu
593,Morgen::N,ranek,huomen
594,Morgen::N,poranek,aamu
595,Morgen::N,poranek,huomen
596,Mittag::N,południe,keskipäivä
597,Abend::N,wieczór,ilta
598,Nacht::N,noc,yö
599,Woche::N,tydzień,viikko
600,Monat::N,miesiąc,kuukausi
601,Jahr::N,rok,vuosi
602,Frühling::N,wiosna,kevät
603,Sommer::N,lato,kesä
604,Herbst::N,jesień,syksy
605,Winter::N,zima,talvi
606,Januar::N,styczeń,tammikuu
607,Februar::N,luty,helmikuu
608,März::N,marzec,maaliskuu
609,April::N,kwiecień,huhtikuu
610,Mai::N,maj,toukokuu
611,Juni::N,czerwiec,kesäkuu
612,Juli::N,lipiec,heinäkuu
613,August::N,sierpień,elokuu
614,September::N,wrzesień,syyskuu
615,Oktober::N,październik,lokakuu
616,November::N,listopad,marraskuu
617,Dezember::N,grudzień,joulukuu
618,Montag::N,poniedziałek,maanantai
619,Dienstag::N,wtorek,tiistai
620,Mittwoch::N,środa,keskiviikko
621,Donnerstag::N,czwartek,torstai
622,Freitag::N,piątek,perjantai
623,Samstag::N,sobota,lauantai
624,Sonntag::N,niedziela,sunnuntai
625,groß::A,duży,iso
626,groß::A,duży,suuri
627,groß::A,wielki,iso
628,groß::A,wielki,suuri
629,klein::A,mały,pieni
630,lang::A,długi,pitkä
631,kurz::A,krótki,lyhyt
632,breit::A,szeroki,leveä
633,schmal::A,wąski,kapea
634,dicht::A,gęsty,taaja
635,dick[Gegenstand]::A,gruby,paksu
636,dünn::A,cienki,ohut
637,fein::A,drobny,hieno
638,fest::A,mocny,luja
639,fest::A,twardy,luja
640,flach::A,płaski,litteä
641,flach::A,płaski,tasainen
642,glatt::A,gładki,sileä
643,glatt::A,gładki,siloinen
644,hart::A,twardy,kova
645,weich::A,miękki,pehmeä
646,rund::A,okrągły,pyöreä
647,spitz::A,spiczasty,terävä
648,scharf::A,ostry,terävä
649,stumpf::A,tępy,tylsä
650,schwer::A,ciężki,raskas
651,schwer::A,ciężki,painava
652,schön::A,ładny,kaunis
653,schön::A,piękny,kaunis
654,heiß::A,gorący,kuuma
655,warm::A,ciepły,lämmin
656,kalt::A,zimny,kylmä
657,kalt::A,zimny,viluinen
658,kühl::A,chłodny,viileä
659,frisch::A,świeży,tuore
660,feucht::A,wilgotny,kostea
661,nass::A,mokry,märkä
662,trocken::A,suchy,kuiva
663,voll::A,pełny,täysi
664,leer::A,pusty,tyhjä
665,leer::A,próżny,tyhjä
666,offen::A,otwarty,avonainen
667,geschlossen::A,zamknięty,suljettu
668,sauber::A,czysty,puhdas
669,schmutzig::A,brudny,likainen
670,roh::A,surowy,raaka
671,reif::A,dojrzały,kypsä
672,lecker::A,smaczny,herkullinen
673,süß::A,słodki,makea
674,bitter::A,gorzki,karvas
675,bitter::A,gorzki,kitkerä
676,sauer::A,kwaśny,hapan
677,hell::A,jasny,kirkas
678,hell::A,jasny,valoisa
679,dunkel::A,ciemny,pimeä
680,schwarz::A,czarny,musta
681,weiß::A,biały,valkea
682,rot::A,czerwony,punainen
683,gelb::A,żółty,keltainen
684,blau::A,błękitny,sininen
685,blau::A,niebieski,sininen
686,grün::A,zielony,vihreä
687,grau::A,szary,harmaa
688,bunt::A,barwny,kirjava
689,billig::A,tani,halpa
690,billig::A,tani,huokea
691,teuer::A,drogi,kallis
692,wertvoll::A,cenny,arvokas
693,blind::A,ślepy,sokea
694,taub::A,głuchy,kuuro
695,kräftig::A,mocny,väkevä
696,kräftig::A,mocny,voimakas
697,stark::A,silny,vahva
698,schwach::A,słaby,heikko
699,fett::A,tłusty,lihava
700,schlank::A,smukły,hoikka
701,schlank::A,smukły,solakka
702,hübsch::A,ładny,soma
703,hübsch::A,ładny,sievä
704,böse::A,zły,paha
705,böse::A,zły,häijy
706,dumm::A,głupi,tyhmä
707,dumm::A,głupi,typerä
708,faul::A,leniwy,laiska
709,fleißig::A,pilny,ahkera
710,geizig::A,skąpy,saita
711,klug::A,mądry,älykäs
712,geschickt::A,zręczny,taitava
713,lieb::A,miły,rakas
714,lustig::A,wesoły,hauska
715,lustig::A,wesoły,iloinen
716,sanft::A,łagodny,lauha
717,sanft::A,łagodny,lempeä
718,hungrig::A,głodny,nälkäinen
719,krank::A,chory,sairas
720,nackt::A,nagi,alaston
721,traurig::A,smutny,surullinen
722,traurig::A,smutny,murheellinen
723,lebendig::A,żywy,elävä
724,gut::A,dobry,hyvä
725,schlecht::A,zły,paha
726,schlecht::A,zły,huono
727,richtig::A,słuszny,oikea
728,richtig::A,właściwy,oikea
729,schlimm::A,zły,paha
730,wahr::A,prawdziwy,tosi
731,alt::A,stary,vanha
732,neu::A,nowy,uusi
733,ehemalig::A,były,entinen
734,ehemalig::A,były,muinainen
735,alt[Lebewesen]::A,stary,vanha
736,jung::A,młody,nuori
737,arm::A,ubogi,köyhä
738,arm::A,biedny,köyhä
739,reich::A,bogaty,rikas
740,bekannt::A,znany,tuttu
741,bekannt::A,znany,tunnettu
742,berühmt::A,słynny,kuuluisa
743,fremd::A,obcy,vieras
744,fremd::A,cudzy,vieras
745,verschieden::A,różny,eri
746,verschieden::A,różny,erilainen
747,nah::A,bliski,läheinen
748,fern::A,daleki,etäinen
749,linker::A,lewy,vasen
750,rechter::A,prawy,oikea
751,anderer::A,inny,muu
752,anderer::A,inny,toinen
753,erster::A,pierwszy,ensimmäinen
754,zweiter::A,drugi,toinen
755,dritter::A,trzeci,kolmas
756,letzter::A,ostatni,viimeinen
757,allein::ADV,sam,yksin
758,auf einmal::ADV,naraz,yhdellä kertaa
759,zusammen::ADV,razem,yhdessä
760,lange::ADV,długo,kauan
761,lange::ADV,długo,pitkään
762,plötzlich::ADV,nagle,äkkiä
763,sofort::ADV,natychmiast,heti
764,später::ADV,później,myöhemmin
765,jetzt::ADV,teraz,nyt
766,jetzt::ADV,obecnie,nyt
767,heute::ADV,dziś,tänään
768,heute::ADV,dzisiaj,tänään
769,morgen::ADV,jutro,huomenna
770,bald::ADV,wkrótce,pian
771,dann::ADV,potem,sitten
772,gestern::ADV,wczoraj,eilen
773,einst::ADV,kiedyś,aikanaan
774,einst::ADV,niegdyś,aikanaan
775,damals::ADV,wtedy,silloin
776,damals::ADV,wtedy,siihen aikaan
777,damals::ADV,wówczas,silloin
778,damals::ADV,wówczas,siihen aikaan
779,danach::ADV,następnie,sen jälkeen
780,vorher::ADV,przedtem,ennen
781,zuerst::ADV,naprzód,ensin
782,zuerst::ADV,naprzód,ensiksi
783,zuerst::ADV,najpierw,ensin
784,zuerst::ADV,najpierw,ensiksi
785,einmal::ADV,raz,kerran
786,manchmal::ADV,czasem,joskus
787,oft::ADV,często,usein
788,immer::ADV,zawsze,aina
789,niemals::ADV,nigdy,ei koskaan
790,hier::ADV,tu,tässä
791,hier::ADV,tu,täällä
792,hier::ADV,tutaj,tässä
793,hier::ADV,tutaj,täällä
794,hierhin::ADV,tu,tähän
795,von hier::ADV,stąd,tästä
796,von hier::ADV,stąd,täältä
797,dort::ADV,tam,siinä
798,dort::ADV,tam,siellä
799,dorthin::ADV,tam,sinne
800,dorthin::ADV,tam,tuonne
801,geradeaus::ADV,prosto,suoraan
802,vorwärts::ADV,naprzód,eteenpäin
803,rückwärts::ADV,wstecz,taaksepäin
804,zurück::ADV,z powrotem,takaisin
805,unten::ADV,u dołu,alhaalla
806,unten::ADV,na dole,alhaalla
807,hinab::ADV,na_dół,alas
808,hinab::ADV,w_dół,alas
809,oben::ADV,w górze,ylhäällä
