,Concept_ID,az,ka
723,lebendig::A,canlı,ცოცხალი
724,gut::A,yaxşı,კარგი
725,schlecht::A,pis,უხეირო
726,richtig::A,doğru,ნამდვილი
727,schlimm::A,fəna,ცუდი
728,wahr::A,gərçək,სწორი
729,wahr::A,gərçək,ჭეშმარიტი
730,alt::A,əski,ძველი
731,alt::A,köhnə,ძველი
732,neu::A,yeni,ახალი
733,ehemalig::A,əvvəlki,ყოფილი
734,alt[Lebewesen]::A,qoca,ბებერი
735,jung::A,gənc,ნორჩი
736,jung::A,gənc,ახალგაზრდა
737,arm::A,kasıb,ღარიბი
738,arm::A,yoxsul,ღარიბი
739,reich::A,zəngin,მდიდარი
740,bekannt::A,tanış,ცნობილი
741,berühmt::A,məşhur,გამოჩენილი
742,fremd::A,yad,უცხო
743,fremd::A,yad,გარეშე
744,verschieden::A,dürlü,სხვაგვარი
745,nah::A,yaxın,ახლო
746,fern::A,uzaq,შორი
747,fern::A,uzaq,შორეული
748,linker::A,sol,მარცხენა
749,rechter::A,sağ,მარჯვენა
750,anderer::A,başqa,სხვა
751,erster::A,birinci,პირველი
752,zweiter::A,ikinci,მეორე
753,dritter::A,üçüncü,მესამე
754,letzter::A,sonuncu,ბოლო
755,letzter::A,sonuncu,უკანასკნელი
756,letzter::A,axırıncı,ბოლო
757,letzter::A,axırıncı,უკანასკნელი
758,allein::ADV,tək,მარტო
759,allein::ADV,yalqız,მარტო
760,auf einmal::ADV,birdən,ერთდროულად
761,zusammen::ADV,birlikdə,ერთად
762,lange::ADV,uzun,დიდხანს
763,plötzlich::ADV,qəfildən,მოულოდნელად
764,sofort::ADV,həmən,ახლავე
765,sofort::ADV,dərhal,ახლავე
766,später::ADV,sonra,მოგვიანებით
767,jetzt::ADV,indi,ახლა
768,heute::ADV,bugün,დღეს
769,morgen::ADV,sabah,ხვალ
770,bald::ADV,yaxında,მალე
771,bald::ADV,tezliklə,მალე
772,dann::ADV,onda,მერე
773,gestern::ADV,dünən,გუშინ
774,einst::ADV,əvvəllər,ოდესღაც
775,damals::ADV,o vaxt,მაშინ
776,danach::ADV,sonra,მერმე
777,danach::ADV,sonra,შემდეგ
778,vorher::ADV,qabaqcadan,ადრე
779,vorher::ADV,qabaqcadan,წინათ
780,zuerst::ADV,əvvəl,ჯერ
781,einmal::ADV,bir dəfə,ერთხელ
782,manchmal::ADV,hərdənbir,ხან
783,manchmal::ADV,hərdənbir,ზოგჯერ
784,oft::ADV,tez-tez,ხშირად
785,oft::ADV,çox vaxt,ხშირად
786,immer::ADV,daimi,მუდამ
787,immer::ADV,daimi,ყოველთვის
788,immer::ADV,həmişə,მუდამ
789,immer::ADV,həmişə,ყოველთვის
790,niemals::ADV,əsla,არასდროს
791,niemals::ADV,heç bir zaman,არასდროს
792,hier::ADV,bura,აქ
793,hier::ADV,burada,აქ
794,hierhin::ADV,buraya,აქეთ
795,von hier::ADV,buradan,აქედან
796,dort::ADV,ora,იქ
797,dort::ADV,orada,იქ
798,dorthin::ADV,oraya,იქით
799,geradeaus::ADV,düz,პირდაპირ
800,vorwärts::ADV,irəli,წინ
801,rückwärts::ADV,geri,უკან
802,zurück::ADV,geriyə,უკანვე
803,unten::ADV,aşağıda,დაბლა
804,unten::ADV,aşağıda,ქვევით
805,hinab::ADV,aşağı,ძირს
806,oben::ADV,yuxarıda,ზემოთ
807,hinauf::ADV,yuxarı,ზევით
808,überall::ADV,hər yerdə,ყველგან
809,nicht::ADV,-ma-,არ
810,ein wenig::ADV,bir az,ცოტა
811,kaum::ADV,güclə,ძლივს
812,sehr::ADV,çox,მეტად
813,sehr::ADV,çox,ძალიან
814,so::ADV,belə,ისე
815,noch::ADV,hələ,ჯერ
816,nur::ADV,yalnız,მხოლოდ
817,schon::ADV,artıq,უკვე
818,wieder::ADV,yenə,ისევ
819,wieder::ADV,yenə,კიდევ
820,vergebens::ADV,boş yerə,ამაოდ
821,vergebens::ADV,boş yerə,ტყუილად
822,vor::PRP,önündə,წინ
823,hinter::PRP,arxasında,უკან
824,hinter::PRP,arxasında,მიღმა
825,unter::PRP,altında,ქვეშ
826,unter::PRP,altında,ქვევით
827,durch::PRP,içindən,გავლით
828,neben::PRP,yanında,გვერდით
829,zwischen::PRP,arasında,შუა
830,zwischen::PRP,arasında,შორის
831,wegen::PRP,üçün,გამო
832,wegen::PRP,üçün,შედეგად
833,wegen::PRP,ötəri,გამო
834,wegen::PRP,ötəri,შედეგად
835,dies::PRN,bu,ეს
836,das::PRN,o,ეგ
837,alles::PRN,hər şey,ყველაფერი
838,ich::PRN,mən,მე
839,du::PRN,sən,შენ
840,er::PRN,o,ის
841,er::PRN,o,იგი
842,wir::PRN,biz,ჩვენ
843,ihr::PRN,siz,თქვენ
844,sie::PRN,onlar,ისინი
845,was::FPRN,nə,რა
846,wer::FPRN,kim,ვინ
847,wo::FADV,harada,სად
848,wohin::FADV,haraya,საით
849,wie::FADV,necə,როგორ
850,warum::FADV,niyə,რაზე
851,warum::FADV,niyə,რატომ
852,warum::FADV,nə üçün,რაზე
853,warum::FADV,nə üçün,რატომ
854,wieviel::FNUM,neçə,რამდენი
855,wieviel::FNUM,nə qədər,რამდენი
856,eins::NUM,bir,ერთი
857,zwei::NUM,iki,ორი
858,drei::NUM,üç,სამი
859,vier::NUM,dörd,ოთხი
860,fünf::NUM,beş,ხუთი
861,sechs::NUM,altı,ექვსი
862,sieben::NUM,yeddi,შვიდი
863,acht::NUM,səkkiz,რვა
864,neun::NUM,doqquz,ცხრა
865,zehn::NUM,on,ათი
866,elf::NUM,on bir,თერთმეტი
867,zwölf::NUM,on iki,თორმეტი
868,zwanzig::NUM,iyirmi,ოცი
869,dreißig::NUM,otuz,ოცდაათი
870,vierzig::NUM,qırx,ორმოცი
871,fünfzig::NUM,əlli,ორმოცდაათი
872,sechzig::NUM,altmış,სამოცი
873,siebzig::NUM,yetmiş,სამოცდაათი
874,achtzig::NUM,səksən,ოთხმოცი
875,neunzig::NUM,doxsan,ოთხმოცდაათი
876,hundert::NUM,yüz,ასი
877,tausend::NUM,min,ათასი
878,und::CNJ,və,და
879,oder::CNJ,ya,ან
880,stehen::V,durmaq,დგას
881,sitzen::V,oturmaq,ზის
882,liegen::V,uzanmaq,აწევს
883,hängen::V,asılmaq,კიდია
884,werden::V,olmaq,გახდება
885,passieren::V,olmaq,მოხდება
886,passieren::V,baş vermək,მოხდება
887,beginnen::V,başlamaq,იწყება
888,enden::V,bitmək,გათავდება
889,wechseln::V,dəyişmək,იცვლება
890,aufgehen[Sonne]::V,doğmaq,ამოდის
891,untergehen[Sonne]::V,batmaq,ჩადის
892,scheinen[Sonne]::V,parlamaq,ანათებს
893,donnern::V,guruldamaq,ქუხს
894,wehen::V,əsmək,ქრის
895,wehen::V,əsmək,დაუბერავს
896,strömen::V,axmaq,იღვრება
897,fließen::V,axmaq,დის
898,fließen::V,axmaq,მიედინება
899,sich drehen::V,dönmək,ტრიალებს
900,schwanken::V,yellənmək,ირხევა
901,schwingen::V,yellənmək,ირხევა
902,fallen::V,düşmek,დავარდება
903,brennen::V,yanmaq,იწვის
904,rauchen::V,tüstüləmək,ბოლავს
905,rauchen::V,tüstüləmək,აბოლებს
906,regnen::V,yağmaq,წვიმს
907,gefrieren::V,donmaq,იყინება
908,tauen::V,ərimək,დნება
909,schmelzen::V,ərimək,დნება
910,trocknen::V,qurumaq,გაშრება
911,sieden::V,qaynamaq,დუღს
912,faulen::V,çürümək,ლპება
913,verfaulen::V,çürümək,ლპება
914,reißen::V,yırtılmaq,დაიხევა
915,versinken::V,batmaq,ეფლობა
916,versinken::V,batmaq,ჩაიძირება
917,vergehen::V,ötmək,გადის
918,erscheinen::V,görünmək,გამოჩნდება
919,verschwinden::V,yox olmaq,გააქრება
920,verschwinden::V,yox olmaq,დაიკარგება
921,sinken::V,enmək,დაიწევს
922,abnehmen::V,azalmaq,შემცირდება
923,zunehmen::V,artmaq,გასუქდება
924,steigen::V,yüksəlmək,მოიმატებს
925,wachsen::V,böyümək,იზრდება
926,wachsen::V,böyümək,მრავლდება
927,glänzen::V,parlamaq,ბრწყინავს
928,funkeln::V,parıldamaq,კაშკაშებს
929,lärmen::V,səs-küy etmək,ხმაურობს
930,läuten::V,çalmaq,დარეკავს
931,klingeln::V,zəng etmək,დარეკავს
932,klirren::V,cingildəmək,დააწკარუნებს
933,brausen::V,gurlamaq,ბობოქრობს
934,rauschen::V,xışıldamaq,შრიალებს
935,klingen::V,səslənmək,ხმას გამოსცემს
936,bellen::V,hürmək,უყეფს
937,heulen::V,ulamaq,ღმუის
938,blasen::V,üfləmək,დაუბერავს
939,pfeifen::V,fit vermek,უსტვენს
940,schreien::V,bağırmaq,ყვირის
941,schreien::V,qışqırmaq,ყვირის
942,stöhnen::V,inləmək,კვნესის
943,zittern::V,titrəmək,აძაგძაგებს
944,leben::V,yaşamaq,ცოცხლობს
945,geboren werden::V,doğmaq,იშვება
946,geboren werden::V,doğmaq,იბადება
947,atmen::V,nəfəs almaq,სუნთქავს
948,trinken::V,içmek,სვამს
949,trinken::V,içmek,დალევს
950,essen::V,yemək,შეჭამს
951,schlucken::V,udmaq,ყლაპავს
952,müde werden::V,yorulmaq,დაიქანცება
953,einschlafen::V,yuxuya getmək,დაიძინებს
954,schlafen::V,uyumaq,სძინავს
955,aufwachen::V,oyanmaq,გაიღვიძებს
956,aufstehen::V,yuxudan durmaq,ადგება
957,sich erholen::V,dincəlmək,დაისვენებს
958,krank werden::V,xəstə olmaq,ავად გახდება
959,krank sein::V,azarlanmaq,ავადმყოფობს
960,krank sein::V,xəstələnmək,ავადმყოფობს
961,schmerzen::V,ağrimaq,სტკივა
962,husten::V,öksürmək,ახველებს
963,genesen::V,sağalmaq,მორჩება
964,sterben::V,ölmək,კვდება
965,sterben::V,vəfat etmək,კვდება
966,umkommen::V,həlak olmaq,დაიღუპება
967,sich bewegen::V,hərəkət etmək,იძვრის
968,sich bewegen::V,hərəkət etmək,მოძრაობს
969,sich rühren::V,tərpənmək,გაინძრევა
970,sich erheben::V,qalxmaq,ადგება
971,sich setzen::V,oturmaq,დაჯდება
972,hinfallen::V,yıxılmaq,დაეცემა
973,laufen::V,yerimək,დადის
974,schreiten::V,addım atmaq,აბიჯებს
975,spazierengehen::V,gəzmək,დასეირნობს
976,eilen::V,atılmaq,მიიჩქარის
977,sich beeilen::V,tələsmək,აჩქარდება
978,sausen::V,çırpmaq,მიქრის
979,rennen::V,qaçmaq,დარბის
980,springen::V,sıçramaq,ხტის
981,klettern::V,dırmanmaq,ძვრება
982,schaukeln::V,sallanmaq,ქანაობს
983,kriechen::V,sürünmək,დაბობღავს
984,schwimmen::V,üzmek,ცურავს
985,tauchen::V,dalmaq,ჩაიძირება
986,rudern::V,avarlamaq,ნიჩაბს უსვამს
987,fahren::V,sürmək,დადის
988,fahren::V,sürmək,მგზავრობს
989,fliegen::V,uçmaq,იფრენს
990,fliegen::V,uçmaq,გაფრინდება
991,gehen::V,getmək,მიდის
992,weggehen::V,getmək,წამოდის
993,abfahren::V,yola düşmək,მიემგზავრება
994,anhalten::V,saxlamaq,ჩერდება
995,hineingehen::V,girmək,შედის
996,eintreten::V,girmək,შედის
997,eintreten::V,daxil olmaq,შედის
998,kommen::V,gəlmək,მოდის
999,ankommen::V,gəlib çatmaq,ჩადის
1000,zurückkommen::V,qayıtmaq,დაბრუნდება
1001,bleiben::V,qalmaq,დარჩება
1002,warten::V,gözləmək,ელოდება
1003,erwarten::V,bəkləmək,ელის
1004,erwarten::V,bəkləmək,დაიცდის
1005,suchen::V,aramaq,ეძებს
1006,suchen::V,aramaq,მოძებნის
1007,suchen::V,axtarmaq,ეძებს
1008,suchen::V,axtarmaq,მოძებნის
1009,finden::V,tapmaq,მიაგნებს
1010,finden::V,tapmaq,გამოძებნის
1011,versuchen::V,çalışmaq,ცდის
1012,versuchen::V,çalışmaq,ცდილობს
1013,vorbereiten::V,hazırlamaq,მოამზადებს
1014,lieben::V,sevmək,უყვარს
1015,mögen::V,xoşlamaq,ეტრფის
1016,lachen::V,gülmək,იცინის
1017,rühren::V,həyəcanlandırmaq,გულს აუჩუყებს
1018,weinen::V,ağlamaq,ტირის
1019,schimpfen::V,küfr etmək,შეიგინება
1020,sich ärgern::V,acıqlanmaq,გაბრაზობს
1021,sich fürchten::V,qorxmaq,შიშობს
1022,fürchten::V,qorxmaq,ფრთხილობს
1023,fliehen::V,qaçmaq,გაიქცევა
1024,flüchten::V,qaçmaq,გაიქცევა
1025,sehen::V,görmək,ხედავს
1026,anschauen::V,baxmaq,ნახავს
1027,ansehen::V,baxmaq,უყურებს
1028,hören::V,duymaq,ისმენს
1029,hören::V,eşitmək,ისმენს
1030,zuhören::V,dinləmək,მოისმენს
1031,probieren::V,dadına baxmaq,გასინჯავს
1032,riechen::V,qoxlamaq,ყნოსავს
1033,fühlen::V,duymaq,გრძნობს
1034,scheinen::V,görünmək,ეჩვენება
1035,zu sehen sein::V,görünmək,მოჩანს
1036,vernehmen::V,eşitmək,გაიგებს
1037,frieren::V,üşümək,იყინება
1038,tun::V,etmək,აკეთებს
1039,können::V,bilmək,შეიძლება
1040,können::V,bacarmaq,შეიძლება
1041,wollen::V,istəmək,უნდა
1042,anfangen::V,başlamaq,დაიწყებს
1043,beenden::V,bitirmək,ამთავრებს
1044,aufhören::V,bitmək,შეწყვეტს
1045,aufhören::V,qurtarmaq,შეწყვეტს
1046,gelingen::V,müvəffəq olmaq,მოახერხებს
1047,geraten::V,düşmək,გამოდის
1048,öffnen::V,açmaq,გახსნის
1049,schließen::V,qapamaq,ხურავს
1050,schließen::V,qapamaq,დაკეტავს
1051,stellen::V,qoymaq,დადგამს
1052,setzen::V,oturtmaq,დასვამს
1053,legen::V,qoymaq,დადებს
1054,berühren::V,toxunmaq,შეახებს
1055,berühren::V,toxunmaq,მიაკარებს
1056,verbinden::V,bağlamaq,შეაერთებს
1057,bedecken::V,örtmək,გადააფარებს
1058,aufhängen::V,asmaq,დაკიდებს
1059,anzünden::V,yandırmaq,დაანთებს
1060,anzünden::V,yandırmaq,მოუკიდებს
1061,aufheben::V,qaldırmaq,აიღებს
1062,aufheben::V,qaldırmaq,აიყვანს
1063,zurücklassen::V,buraxmaq,დატოვებს
1064,verlieren::V,itirmək,დაკარგავს
1065,fallen lassen::V,düşürmək,გაუვარდება
1066,machen::V,etmək,გააკეთებს
1067,machen::V,etmək,გამოიწვევს
1068,herstellen::V,istehsal etmək,დაამზადებს
1069,bauen::V,tikmək,ააშენებს
1070,reparieren::V,təmir etmək,შეაკეთებს
1071,reparieren::V,təmir etmək,გაარემონტებს
1072,verbessern::V,düzəltmək,გამოაკეთებს
1073,verbessern::V,düzəltmək,გააუმჯობესებს
1074,ändern::V,dəyişdirmək,შეცვლის
1075,graben::V,qazımaq,თხრის
1076,beugen::V,əymək,ხრის
1077,biegen::V,bükmək,გაღუნავს
1078,drehen::V,döndərmək,ატრიალებს
1079,wenden::V,çevirmək,მოაბრუნებს
1080,umdrehen::V,çevirmək,შეატრიალებს
1081,heben::V,qaldırmaq,ასწევს
1082,hochheben::V,qaldırmaq,აიყვანს
1083,ergreifen::V,tutmaq,სტაცებს
1084,halten::V,saxlamaq,უჭირავს
1085,drücken::V,sıxmaq,დააწვება
1086,schieben::V,sürmək,მისწევს
1087,kratzen::V,qaşımaq,მოფხანს
1088,lecken::V,yalamaq,ლოკავს
1089,beißen::V,dişləmək,უკბენს
1090,abreißen::V,qoparmaq,გლეჯს
1091,abreißen::V,qoparmaq,მოწყვეტს
1092,abschneiden::V,ayırmaq,გაჭრის
1093,binden::V,bağlamaq,შეკრავს
1094,binden::V,bağlamaq,გადააბამს
1095,stecken::V,soxmaq,ჩაასობს
1096,brechen::V,qırmaq,მოიტეხს
1097,klopfen::V,sındırmaq,აკაკუნებს
1098,hauen::V,vurmaq,ლეწავს
1099,kleben::V,apışdırmaq,წებავს
1100,kleben::V,apışdırmaq,დააწებებს
1101,reiben::V,ovmaq,დაზელს
1102,streichen::V,sürtmək,უსვამს
1103,schleifen::V,bülövləmək,ლესავს
1104,schneiden::V,kəsmək,გაჭრის
1105,rütteln::V,sirkələmək,არხევს
1106,schütteln::V,çalxalamaq,არყევს
1107,schütteln::V,çalxalamaq,ანძრევს
1108,schwenken::V,yelləmək,აქნევს
1109,schütten::V,tökmək,ღვრის
1110,schütten::V,tökmək,დააქცევს
1111,füllen::V,doldurmaq,გაავსებს
1112,einwickeln::V,sarımaq,შეახვევს
1113,tragen::V,daşımaq,მიიტანს
1114,schleppen::V,sürükləmək,მიათრევს
1115,ziehen::V,çəkmək,წევს
1116,ziehen::V,çəkmək,ათრევს
1117,aufbewahren::V,gizlətmək,შეინახავს
1118,werfen::V,atmaq,ისვრის
1119,fangen::V,tutmaq,დაიჭერს
1120,packen::V,yaxalamaq,სტაცებს
1121,verstecken::V,gizlətmək,მალავს
1122,teilen::V,bölmək,დაყოფს
1123,schicken::V,yollamaq,გაგზავნის
1124,schicken::V,göndərmək,გაგზავნის
1125,bringen::V,gətirmək,მოიტანს
1126,hinzufügen::V,əlavə etmək,დაამატებს
1127,bekommen::V,almaq,ამოიღებს
1128,bekommen::V,əldə etmək,ამოიღებს
1129,erhalten::V,almaq,იღებს
1130,nehmen::V,almaq,აიღებს
1131,wählen::V,seçmək,გადაარჩევს
1132,auswählen::V,arımaq,ამოარჩევს
1133,bewahren::V,qorumaq,ინარჩუნებს
1134,behindern::V,mane olmaq,აბრკოლებს
1135,behindern::V,mane olmaq,გააძნელებს
1136,verderben::V,pozmaq,გააფუჭებს
1137,beschädigen::V,zədələmək,დააზიანებს
1138,zerbrechen::V,qırmaq,დაამტვრევს
1139,zerbrechen::V,sındırmaq,დაამტვრევს
1140,zerreißen::V,yırtmaq,გახევს
1141,zerstören::V,dağıtmaq,მოსპობს
1142,zerstören::V,dağıtmaq,დაანგრევს
1143,verbrennen::V,yandırmaq,დაწვავს
1144,geben::V,vermək,აძლევს
1145,reichen::V,uzatmaq,მიაწოდებს
1146,schenken::V,vermək,აჩუქებს
1147,versprechen::V,vəd vermək,აღუთქვამს
1148,wünschen::V,arzulamaq,უსურვებს
1149,loben::V,tərifləmək,აქებს
1150,loben::V,tərifləmək,ამკობს
1151,küssen::V,öpmək,აკოცებს
1152,wiegen::V,tərpətmək,არხევს
1153,zudecken::V,örtmək,გადახურავს
1154,wecken::V,oyatmaq,გააღვიძებს
1155,zeigen::V,göstərmək,დაანახვებს
1156,führen::V,rəhbərlik etmək,მიჰყავს
1157,lehren::V,öyrətmək,ასწავლის
1158,unterrichten::V,öyrətmək,ასწავლის
1159,unterrichten::V,dərs vermək,ასწავლის
1160,aufziehen::V,tərbiyə etmək,აღზრდის
1161,leiten::V,idarə etmək,აწარმოებს
1162,leiten::V,idarə etmək,ხელმძღვანელობს
1163,antreiben::V,bizləmək,დააჩქარებს
1164,lassen::V,-tırmaq,ა--ინებს
1165,einladen::V,dəvət etmək,მოიპატიჟებს
1166,vereinigen::V,birləşdirmək,შეაერთებს
1167,besuchen::V,baş çəkmək,სანახავად მიდის
1168,besuchen::V,ziyarət etmək,სანახავად მიდის
1169,treffen::V,rastlaşmaq,შეხვდება
1170,treffen::V,rast gəlmək,შეხვდება
1171,sich versammeln::V,toplanmaq,შეიკრიბება
1172,spielen::V,oynamaq,ეთამაშება
1173,singen::V,oxumaq,მღერის
1174,tanzen::V,oynamaq,ცეკვავს
1175,tanzen::V,rəqs etmək,ცეკვავს
1176,sich trennen::V,ayrılmaq,მოშორდება
1177,verlassen::V,tərk etmək,მიატოვებს
1178,retten::V,xilas etmək,იხსნის
1179,retten::V,xilas etmək,გადაარჩენს
1180,bewachen::V,gözətmək,დარაჯობს
1181,bewachen::V,gözətmək,უთვალთვალებს
1182,schützen::V,qorumaq,დაიფარავს
1183,verteidigen::V,qorumaq,დაიცავს
1184,sich schlagen::V,döyüşmək,იჩხუბებს
1185,schießen::V,atmaq,ისვრის
1186,schießen::V,atəş açmaq,ისვრის
1187,siegen::V,yenmək,გაიმარჯვებს
1188,ärgern::V,acışdırmaq,აჯავრებს
1189,schlagen::V,döymək,ცემს
1190,treten::V,təpmək,პანღურს ამოჰკრავს
1191,stechen::V,soxmaq,სჩხვლეტს
1192,stoßen::V,itələmək,დაეჯახება
1193,stehlen::V,çalmaq,ქურდობს
1194,stehlen::V,çalmaq,მოიპარავს
1195,stehlen::V,oğurlamaq,ქურდობს
1196,stehlen::V,oğurlamaq,მოიპარავს
1197,stören::V,pozmaq,შეაწუხებს
1198,belästigen::V,narahat etmək,მობეზრდება
1199,verbergen::V,gizləmək,დამალავს
1200,täuschen::V,aldatmaq,შეცდებს
1201,betrügen::V,aldatmaq,მოატყუებს
1202,töten::V,öldürmək,მოკლავს
1203,wohnen::V,yaşamaq,ცხოვრობს
1204,wohnen::V,yaşamaq,ბინადრობს
1205,arbeiten::V,işləmək,მუშაობს
1206,arbeiten::V,çalışmaq,მუშაობს
1207,sammeln::V,yığmaq,შეკრებს
1208,sammeln::V,toplamaq,შეკრებს
1209,pflücken::V,qoparmaq,კრეფს
1210,jagen::V,ovlamaq,ნადირობს
1211,fischen::V,balıq tutmaq,თევზაობს
1212,fassen::V,tutmaq,დააჭერს
1213,hüten::V,güdmək,მწყემსავს
1214,treiben::V,haylamaq,მიერეკება
1215,anbinden::V,bağlamaq,მიაბამს
1216,füttern::V,bəsləmək,აჭმევს
1217,melken::V,sağmaq,წველის
1218,hacken::V,yarmaq,კეპავს
1219,gießen::V,sulamaq,რწყავს
1220,reifen::V,dəymək,მწიფდება
1221,zubereiten::V,bişirmək,მოამზადებს
1222,kochen::V,qaynatmaq,მოხარშავს
1223,backen::V,bişirmək,გამოაცხობს
1224,braten::V,qızartmaq,შეწვავს
1225,umrühren::V,qarışdırmaq,შეურევს
1226,umrühren::V,qarışdırmaq,გათქვეფს
1227,stricken::V,hörmək,ქსოვს
1228,nähen::V,tikmək,გაკერავს
1229,färben::V,boyamaq,შეღებავს
1230,reinigen::V,təmizləmək,გაწმენდს
1231,reinigen::V,təmizləmək,გასუფთავებს
1232,waschen::V,yumaq,გარეცხავს
1233,abwischen::V,silmək,წაშლის
1234,spülen::V,çalxamaq,გაავლებს
1235,fegen::V,süpürmək,დაბლანდავს
1236,kehren::V,süpürmək,დაგვის
1237,baden::V,çimmək,ბანაობს
1238,sich waschen::V,yuyunmaq,იბანება
1239,ausziehen::V,soyunmaq,გაიხდის
1240,anziehen::V,geymək,ჩაიცვამს
1241,sich anziehen::V,geyinmək,ჩაიცვამს
1242,kämmen::V,daramaq,დავარცხნის
1243,schmücken::V,bəzəmək,მორთავს
1244,sagen::V,demək,იტყვის
1245,sagen::V,söymek,იტყვის
1246,sprechen::V,danışmaq,ლაპარაკობს
1247,reden::V,danışmaq,საუბრობს
1248,sich unterhalten::V,söhbət etmək,ბაასობს
1249,sich unterhalten::V,söhbət etmək,მუსაიფობს
1250,fragen::V,soruşmaq,ჰკითხავს
1251,bitten::V,diləmək,სთხოვს
1252,bitten::V,xahiş etmək,სთხოვს
1253,erzählen::V,bəhs etmək,მოუთხრობს
1254,mitteilen::V,bildirmək,აუწყებს
1255,mitteilen::V,bildirmək,აცნობებს
1256,nennen::V,adlandırmaq,უწოდებს
1257,rufen::V,çağırmaq,დაუძახებს
1258,prahlen::V,öyünmək,ტრაბახობს
1259,übersetzen::V,tərcümə etmək,გადათარგმნის
1260,denken::V,düşünmək,ფიქრობს
1261,denken::V,düşünmək,აზროვნებს
1262,denken::V,fikirləşmək,ფიქრობს
1263,denken::V,fikirləşmək,აზროვნებს
1264,glauben::V,inanmaq,სჯერა
1265,bemerken::V,qeyd etmək,შენიშვნავს
1266,erkennen::V,tanımaq,გამოიცნობს
1267,begreifen::V,anlamaq,გაიგებს
1268,verstehen::V,duymaq,გაიგონებს
1269,lernen::V,öyrənmək,ისწავლის
1270,wissen::V,bilmək,ეცოდინება
1271,sich erinnern an::V,xatırlamaq,მოიგონებს
1272,sich erinnern an::V,xatırlamaq,გაიხსენებს
1273,vergessen::V,unutmaq,ივიწყებს
1274,messen::V,ölçmək,ზომავს
1275,zählen::V,saymaq,ითვლის
1276,rechnen::V,hesablamaq,გაიანგარიშებს
1277,lesen::V,oxumaq,კითხულობს
1278,malen::V,şəkil çəkmək,ხატავს
1279,zeichnen::V,cızmaq,ხაზავს
1280,schreiben::V,yazmaq,დაწერს
1281,besitzen::V,yiyələnmək,ექნება
1282,besitzen::V,malik olmaq,ექნება
1283,kaufen::V,satın almaq,ყიდულობს
1284,verkaufen::V,satmaq,გაყიდის
1285,bezahlen::V,ödəmək,გადაიხდის
1286,zahlen::V,ödəmək,გადაიხდის
1287,beherrschen::V,idarə etmək,ფლობს
1288,ertragen::V,dözmək,მოითმენს
