,Concept_ID,ru,kk
820,alles::PRN,все,дүйім
821,alles::PRN,все,күллі
822,ich::PRN,я,мен
823,du::PRN,ты,сен
824,er::PRN,он,ол
825,wir::PRN,мы,біз
826,ihr::PRN,вы,сіз
827,sie::PRN,они,олар
828,was::FPRN,что,не
829,wer::FPRN,кто,кім
830,wo::FADV,где,кәні
831,wo::FADV,где,қайда
832,wohin::FADV,куда,қайда
833,wie::FADV,как,калай
834,warum::FADV,почему,неғып
835,wieviel::FNUM,сколько,неше
836,wieviel::FNUM,сколько,қанша
837,eins::NUM,один,бір
838,zwei::NUM,два,екі
839,drei::NUM,три,үш
840,vier::NUM,четыре,төрт
841,fünf::NUM,пять,бес
842,sechs::NUM,шесть,алты
843,sieben::NUM,семь,жеті
844,acht::NUM,восемь,сегіз
845,neun::NUM,девять,тоғыз
846,zehn::NUM,десять,он
847,elf::NUM,одиннадцать,он бір
848,zwölf::NUM,двенадцать,он екі
849,zwanzig::NUM,двадцать,жиырма
850,dreißig::NUM,тридцать,отыз
851,vierzig::NUM,сорок,қырық
852,fünfzig::NUM,пятьдесят,елу
853,sechzig::NUM,шестьдесят,алпыс
854,siebzig::NUM,семьдесят,жетпіс
855,achtzig::NUM,восемьдесят,сексен
856,neunzig::NUM,девяносто,тоқсан
857,hundert::NUM,сто,жүз
858,tausend::NUM,тысяча,мың
859,und::CNJ,и,та
860,oder::CNJ,или,әлде
861,oder::CNJ,или,немесе
862,oder::CNJ,либо,әлде
863,oder::CNJ,либо,немесе
864,stehen::V,стоять,тұру
865,sitzen::V,сидеть,отыру
866,liegen::V,лежать,жату
867,hängen::V,висеть,ілу
868,werden::V,стать,болу
869,werden::V,стать,түрегелу
870,passieren::V,случиться,болу
871,beginnen::V,начаться,басталу
872,enden::V,кончиться,ада болу
873,wechseln::V,меняться,құбылу
874,wechseln::V,меняться,өзгеру
875,aufgehen[Sonne]::V,взойти,шығу
876,untergehen[Sonne]::V,зайти,батыру
877,scheinen[Sonne]::V,светить,жылтырау
878,donnern::V,греметь,күркіреу
879,wehen::V,дуть,огып тур
880,strömen::V,литься,сорғалау
881,fließen::V,течь,ағу
882,sich drehen::V,вращаться,айналу
883,schwanken::V,колебаться,толықсу
884,schwingen::V,качаться,тербелу
885,fallen::V,падать,құлау
886,fallen::V,падать,жығылу
887,fallen::V,падать,төмендеу
888,brennen::V,гореть,жану
889,rauchen::V,дымить,түтету
890,regnen::V,дождить,жауу
891,gefrieren::V,замерзнуть,мұздай қату
892,gefrieren::V,замерзнуть,мұз боп қату
893,tauen::V,таять,жібу
894,schmelzen::V,плавиться,еру
895,trocknen::V,сохнуть,курау
896,sieden::V,кипеть,қайнау
897,faulen::V,гнить,иістену
898,verfaulen::V,сгнить,шіру
899,reißen::V,рваться,жыртылу
900,versinken::V,тонуть,малтығу
901,vergehen::V,проходить,өту
902,erscheinen::V,появиться,көріну
903,erscheinen::V,появиться,көрініп қалу
904,verschwinden::V,исчезнуть,ғайып_болу
905,sinken::V,спадать,ылдилау
906,sinken::V,спадать,төмендеу
907,abnehmen::V,уменьшиться,кемітілу
908,zunehmen::V,увеличиваться,көбею
909,steigen::V,подниматься,қобу
910,steigen::V,подниматься,көтерілу
911,steigen::V,подниматься,жоғарылау
912,wachsen::V,расти,өсу
913,glänzen::V,блестеть,жалтырау
914,funkeln::V,сверкать,жарқырау
915,funkeln::V,сверкать,нұрлану
916,funkeln::V,сверкать,жылтылдау
917,lärmen::V,шуметь,шулау
918,lärmen::V,шуметь,шуылдау
919,läuten::V,звонить,қоңыраулату
920,klingeln::V,звонить,дыңғырлау
921,klirren::V,звякать,дыңылдату
922,brausen::V,бушевать,тасу
923,rauschen::V,шелестеть,сусылдау
924,rauschen::V,шелестеть,сыбдырлау
925,klingen::V,звучать,дыбыс шығару
926,bellen::V,лаять,үру
927,heulen::V,выть,ұлу
928,blasen::V,дунуть,үру
929,pfeifen::V,свистеть,ысқыру
930,schreien::V,кричать,шыңғыру
931,schreien::V,кричать,айғайлау
932,schreien::V,кричать,байбайлау
933,schreien::V,кричать,бажалақтау
934,stöhnen::V,стонать,ыңырсу
935,stöhnen::V,стонать,ыңкылдау
936,zittern::V,дрожать,қалш
937,zittern::V,дрожать,қалшылдату
938,leben::V,жить,жасау
939,leben::V,жить,күнелту
940,leben::V,жить,күн көру
941,leben::V,жить,тіршілік ету
942,geboren werden::V,родиться,туу
943,atmen::V,дышать,дем алу
944,atmen::V,дышать,ауа жұту
945,trinken::V,пить,ішу
946,trinken::V,пить,ұрттау
947,essen::V,есть,жеу
948,essen::V,есть,тамақтану
949,essen::V,кушать,жеу
950,essen::V,кушать,тамақтану
951,schlucken::V,глотать,жұту
952,müde werden::V,устать,болдыру
953,einschlafen::V,заснуть,үйыктап калу
954,schlafen::V,спать,ұйықтау
955,aufwachen::V,проснуться,ояну
956,aufstehen::V,встать,ояну
957,sich erholen::V,отдыхать,тынығу
958,krank werden::V,заболеть,кеселдену
959,krank werden::V,заболеть,сырқаттану
960,krank werden::V,заболеть,ауырып қалу
961,krank werden::V,заболеть,ауыра бастау
962,krank werden::V,заболеть,кеселге ұшырау
963,krank werden::V,заболеть,сырқаттанып қалу
964,krank sein::V,болеть,ауыру
965,krank sein::V,болеть,сырқаттану
966,schmerzen::V,болеть,ауырады
967,husten::V,кашлять,жөтелу
968,genesen::V,поправиться,айығу
969,sterben::V,умереть,өлу
970,sterben::V,умереть,қайтыс
971,sterben::V,умереть,жантапсыру
972,umkommen::V,погибнуть,өлу
973,umkommen::V,погибнуть,қаза табу
974,sich bewegen::V,двигаться,жылжу
975,sich rühren::V,шевельнуться,қыбырлау
976,sich erheben::V,встать,тұру
977,sich setzen::V,сесть,отыру
978,hinfallen::V,упасть,жығылу
979,laufen::V,ходить,жояу жүру
980,schreiten::V,шагать,кадамдау
981,spazierengehen::V,гулять,қыдыру
982,eilen::V,спешить,асығу
983,eilen::V,спешить,жеделдену
984,eilen::V,спешить,жедепдеу
985,sich beeilen::V,торопиться,асығу
986,sich beeilen::V,торопиться,жеделдену
987,sausen::V,мчаться,заулау
988,rennen::V,бегать,жүгіру
989,springen::V,прыгать,секіру
990,klettern::V,лазать,өрмелеп шығу
991,schaukeln::V,раскачиваться,тербелу
992,kriechen::V,ползать,еңбектеу
993,schwimmen::V,плавать,жүзу
994,schwimmen::V,плавать,малту
995,schwimmen::V,плавать,қалықтау
996,tauchen::V,нырять,сүңгу
997,rudern::V,грести,есу
998,fahren::V,ехать,бару
999,fliegen::V,летать,ұшу
1000,gehen::V,идти,бару
1001,weggehen::V,уйти,кету
1002,abfahren::V,отправиться,жөнелу
1003,anhalten::V,остановиться,тоқтау
1004,hineingehen::V,входить,кіру
1005,eintreten::V,войти,ену
1006,kommen::V,прийти,жету
1007,ankommen::V,прибыть,келу
1008,zurückkommen::V,возвратиться,қайту
1009,bleiben::V,остаться,қалу
1010,warten::V,ждать,тосу
1011,erwarten::V,ожидать,күту
1012,suchen::V,искать,іздеу
1013,finden::V,найти,табу
1014,versuchen::V,пытаться,талпыну
1015,vorbereiten::V,подготовить,әзірлеу
1016,lieben::V,любить,сүю
1017,mögen::V,любить,жарату
1018,mögen::V,любить,жақсы_көру
1019,lachen::V,смеяться,күлу
1020,lachen::V,смеяться,күлісу
1021,rühren::V,растрогать,көңілін бұзу
1022,weinen::V,плакать,жылау
1023,schimpfen::V,ругаться,ақырып-бақыру
1024,sich ärgern::V,сердиться,ашулану
1025,sich fürchten::V,бояться,сескену
1026,fürchten::V,бояться,қауіптену
1027,fürchten::V,бояться,сақсыну
1028,fliehen::V,убегать,қашу
1029,fliehen::V,убегать,қашып кету
1030,flüchten::V,убежать,қашу
1031,flüchten::V,убежать,қашып кету
1032,sehen::V,видеть,көру
1033,anschauen::V,посмотреть,назар салу
1034,ansehen::V,смотреть,тамашалау
1035,hören::V,слышать,есту
1036,zuhören::V,слушать,тыңдау
1037,zuhören::V,слушать,құлақ қою
1038,probieren::V,пробовать,тату
1039,probieren::V,пробовать,дәм тату
1040,riechen::V,нюхать,иіскеу
1041,fühlen::V,чувствовать,сезу
1042,fühlen::V,чувствовать,сезіну
1043,scheinen::V,казаться,болып көріну
1044,zu sehen sein::V,виднеться,көріну
1045,vernehmen::V,услышать,есту
1046,vernehmen::V,услышать,есітіп қалу
1047,frieren::V,мерзнуть,тоңу
1048,frieren::V,мерзнуть,жаурау
1049,tun::V,делать,ету
1050,tun::V,делать,істеу
1051,können::V,мочь,білу
1052,können::V,уметь,білу
1053,wollen::V,хотеть,қалау
1054,anfangen::V,начать,бастау
1055,beenden::V,закончить,бітіру
1056,beenden::V,закончить,адақтау
1057,beenden::V,закончить,тамамдау
1058,beenden::V,закончить,аяқтап шығу
1059,aufhören::V,перестать,доғару
1060,gelingen::V,удаться,жолы түсу
1061,geraten::V,оказаться,калу
1062,öffnen::V,открыть,ашу
1063,öffnen::V,открыть,ашып қою
1064,schließen::V,закрыть,жабу
1065,stellen::V,поставить,қою
1066,stellen::V,поставить,қойдыру
1067,setzen::V,посадить,отырғызу
1068,legen::V,класть,салу
1069,legen::V,класть,калау
1070,berühren::V,трогать,тию
1071,verbinden::V,связать,байлап алу
1072,verbinden::V,связать,сабақтастыру
1073,bedecken::V,покрыть,бүркеу
1074,aufhängen::V,повесить,ілу
1075,aufhängen::V,повесить,асып қою
1076,anzünden::V,зажечь,тұтату
1077,aufheben::V,поднять,көтеру
1078,zurücklassen::V,оставить,қалдыру
1079,verlieren::V,потерять,жоғалту
1080,fallen lassen::V,уронить,құлатып алу
1081,fallen lassen::V,уронить,қолдан түсіріп алу
1082,machen::V,сделать,ету
1083,machen::V,сделать,жасау
1084,machen::V,сделать,жасап шығару
1085,herstellen::V,изготовить,жасап шығару
1086,bauen::V,строить,тұрғызу
1087,reparieren::V,чинить,оңдау
1088,verbessern::V,улучшить,дұрыстау
1089,ändern::V,изменить,өзгерту
1090,graben::V,копать,үңгу
1091,beugen::V,согнуть,буғу
1092,biegen::V,погнуть,ию
1093,biegen::V,погнуть,майыстыру
1094,drehen::V,вертеть,айналдыру
1095,wenden::V,повернуть,екінші жағын айналдыру
1096,umdrehen::V,перевернуть,бұру
1097,heben::V,поднимать,көтеру
1098,hochheben::V,поднять,жоғарылату
1099,hochheben::V,поднять,көтеру
1100,ergreifen::V,схватить,бас_салу
1101,ergreifen::V,схватить,шап_беріп_ұстап_алу
1102,ergreifen::V,схватить,шап_беру
1103,ergreifen::V,схватить,шап_ете_түсу
1104,halten::V,держать,тұту
1105,halten::V,держать,ұстау
1106,drücken::V,нажимать,басу
1107,schieben::V,толкать,итеру
1108,kratzen::V,скрести,қыру
1109,lecken::V,лизать,жалау
1110,beißen::V,кусать,қабу
1111,beißen::V,кусать,тістеу
1112,beißen::V,кусать,қауып алу
1113,abreißen::V,оторвать,үзу
1114,abschneiden::V,отрезать,қырқу
1115,binden::V,вязать,байланыстыру
1116,binden::V,вязать,байлап_алу
1117,binden::V,вязать,байластыру
1118,binden::V,вязать,байлау
1119,binden::V,вязать,буу
1120,binden::V,вязать,матау
1121,binden::V,вязать,сабақтастыру
1122,binden::V,вязать,ұштастыру
1123,stecken::V,воткнуть,сұғу
1124,brechen::V,сломать,сындыру
1125,klopfen::V,стучать,қағу
1126,hauen::V,бить,соғу
1127,kleben::V,клеить,желімдеу
1128,reiben::V,тереть,үйкеу
1129,streichen::V,намазать,сүйкеу
1130,schleifen::V,точить,егеу
1131,schleifen::V,точить,қайрау
1132,schleifen::V,точить,егеулеу
1133,schneiden::V,резать,кесу
1134,rütteln::V,шатать,қозғау
1135,rütteln::V,шатать,жұлмалау
1136,schütteln::V,трясти,дірілдету
1137,schütteln::V,трясти,селкілдету
1138,schwenken::V,махать,бұлғау
1139,schwenken::V,махать,сермеу
1140,schütten::V,налить,құю
1141,füllen::V,наполнить,толтыру
1142,einwickeln::V,завернуть,орау
1143,tragen::V,нести,алып жүру
1144,schleppen::V,тащить,тарту
1145,ziehen::V,тянуть,тарту
1146,aufbewahren::V,хранить,сақтау
1147,werfen::V,бросать,лақтыру
1148,fangen::V,ловить,қармау
1149,fangen::V,ловить,қағып алу
1150,packen::V,схватить,шап беру
1151,packen::V,схватить,шап ете түсу
1152,packen::V,схватить,шап беріп ұстап алу
1153,verstecken::V,спрятать,тығу
1154,verstecken::V,спрятать,жасыру
1155,teilen::V,разделить,бөлу
1156,schicken::V,посылать,жіберу
1157,bringen::V,принести,әкелу
1158,bringen::V,принести,алып келу
1159,hinzufügen::V,добавить,қосу
1160,hinzufügen::V,добавить,үстеу
1161,bekommen::V,достать,алу
1162,erhalten::V,получить,алмақ
1163,nehmen::V,взять,алу
1164,nehmen::V,взять,алмақ
1165,wählen::V,выбрать,таңдау
1166,auswählen::V,отобрать,екшеу
1167,auswählen::V,отобрать,саралау
1168,auswählen::V,отобрать,сұрыптау
1169,auswählen::V,отобрать,сайлап алу
1170,bewahren::V,сохранить,сақтау
1171,behindern::V,препятствовать,оралғы болу
1172,verderben::V,испортить,бүлдіру
1173,beschädigen::V,повредить,бұзу
1174,zerbrechen::V,разбить,уату
1175,zerreißen::V,разорвать,жырту
1176,zerstören::V,разрушить,қирату
1177,zerstören::V,разрушить,талқандау
1178,verbrennen::V,сжечь,өртеу
1179,verbrennen::V,сжечь,жандыру
1180,verbrennen::V,сжечь,өртеп жіберу
1181,verbrennen::V,сжечь,жандырып жіберу
1182,geben::V,дать,беру
1183,reichen::V,передать,беру
1184,schenken::V,дарить,тарту
1185,versprechen::V,обещать,уәде беру
1186,wünschen::V,желать,тілеу
1187,loben::V,хвалить,мақтау
1188,loben::V,хвалить,дәріптеу
1189,küssen::V,целовать,сүю
1190,wiegen::V,качать,тербеу
1191,zudecken::V,накрыть,бүркеу
1192,wecken::V,разбудить,ояту
1193,zeigen::V,показать,көрсету
1194,führen::V,вести,ерту
1195,führen::V,вести,жетектеу
1196,lehren::V,учить,оқыту
1197,unterrichten::V,преподавать,оқыту
1198,aufziehen::V,воспитать,бағу
1199,leiten::V,руководить,басқару
1200,leiten::V,руководить,жетекшілік ету
1201,antreiben::V,подгонять,асықтыру
1202,lassen::V,заставить,-ткізу
1203,lassen::V,заставить,мәжбүр ету
1204,einladen::V,пригласить,шақыру
1205,vereinigen::V,объединить,біріктіру
1206,vereinigen::V,объединить,біріктіріп қою
1207,besuchen::V,посетить,кіріп шығу
1208,besuchen::V,посетить,барып шығу
1209,treffen::V,встретить,кездесу
1210,sich versammeln::V,собраться,топталу
1211,spielen::V,играть,ойнау
1212,singen::V,петь,сайрау
1213,tanzen::V,плясать,билеу
1214,tanzen::V,танцевать,билеу
1215,sich trennen::V,расстаться,айрылысу
1216,verlassen::V,покинуть,тастау
1217,retten::V,спасти,құтқару
1218,bewachen::V,охранять,күзету
1219,schützen::V,уберегать,жақтау
1220,schützen::V,уберегать,жақтасу
1221,verteidigen::V,защитить,қорғау
1222,sich schlagen::V,драться,алысу
1223,schießen::V,стрелять,ату
1224,siegen::V,победить,жеңу
1225,ärgern::V,сердить,ашуландыру
1226,schlagen::V,ударить,ұру
1227,treten::V,пинать,тебу
1228,stechen::V,уколоть,шаншу
1229,stoßen::V,толкнуть,түрту
1230,stehlen::V,украсть,ұрлау
1231,stören::V,помешать,кесірлен
1232,belästigen::V,надоедать,мазасын алу
1233,verbergen::V,скрыть,сездірмеу
1234,täuschen::V,обмануть,жалған айту
1235,betrügen::V,смошенничать,алдау
1236,betrügen::V,смошенничать,алдап кету
1237,betrügen::V,смошенничать,ақымақ қылу
1238,töten::V,убить,құрту
1239,töten::V,убить,өлтіру
1240,wohnen::V,проживать,мекендеу
1241,wohnen::V,проживать,өмір сүру
1242,arbeiten::V,работать,істеу
1243,arbeiten::V,работать,еңбектену
1244,sammeln::V,собрать,жыю
1245,pflücken::V,рвать,жұлу
1246,pflücken::V,срывать,жұлу
1247,jagen::V,охотиться,аулау
1248,fischen::V,рыбачить,балык_аулау
1249,fassen::V,поймать,ұстау
1250,hüten::V,пасти,жаю
1251,hüten::V,пасти,бағу
1252,treiben::V,гнать,айдау
1253,anbinden::V,привязать,байлау
1254,füttern::V,кормить,ас ішкізу
1255,füttern::V,кормить,азықтандыру
1256,füttern::V,кормить,қоректендіру
1257,melken::V,доить,сауу
1258,hacken::V,рубить,турау
1259,gießen::V,полить,суару
1260,reifen::V,созреть,жетілу
1261,zubereiten::V,приготовить,даяр ету
1262,kochen::V,варить,асу
1263,backen::V,печь,пісіру
1264,braten::V,жарить,қуыру
1265,umrühren::V,перемешать,былғалау
1266,umrühren::V,перемешать,сапырылыстыру
1267,stricken::V,вязать,торлау
1268,stricken::V,вязать,тоқу
1269,nähen::V,шить,тігу
1270,färben::V,покрасить,бояу
1271,färben::V,покрасить,сырлау
1272,reinigen::V,очистить,аршу
1273,reinigen::V,очистить,тазалау
1274,waschen::V,стирать,жуу
1275,abwischen::V,вытереть,сүрту
1276,spülen::V,полоскать,шаю
1277,fegen::V,подметать,сыпыру
1278,kehren::V,мести,сыпыру
1279,baden::V,купаться,шомылу
1280,sich waschen::V,мыться,жуыну
1281,ausziehen::V,снять,шешу
1282,anziehen::V,надеть,кигізу
1283,sich anziehen::V,одеться,киіну
1284,kämmen::V,причесать,тарау
1285,schmücken::V,украсить,әсемдеу
1286,schmücken::V,украсить,мәнерлеу
1287,schmücken::V,украсить,көріктендіру
1288,sagen::V,сказать,деу
1289,sagen::V,сказать,айту
1290,sprechen::V,говорить,деу
1291,sprechen::V,говорить,айту
1292,reden::V,разговаривать,сөйлеу
1293,reden::V,разговаривать,сөйлесу
1294,reden::V,разговаривать,тіл қатысу
1295,sich unterhalten::V,беседовать,сұхбаттасу
1296,fragen::V,спросить,сұрау
1297,bitten::V,просить,өтіну
1298,bitten::V,просить,жалыну
1299,erzählen::V,рассказать,айту
1300,mitteilen::V,сообщить,білдіру
1301,nennen::V,назвать,атау
1302,rufen::V,звать,шақыру
1303,prahlen::V,хвастаться,бөсу
1304,übersetzen::V,перевести,аудару
1305,denken::V,думать,ойлау
1306,glauben::V,верить,нану
1307,glauben::V,верить,илану
1308,bemerken::V,заметить,аңғару
1309,erkennen::V,узнать,тану
1310,begreifen::V,понять,ұғу
1311,begreifen::V,понять,аңғарып алу
1312,begreifen::V,постичь,ұғу
1313,begreifen::V,постичь,аңғарып алу
1314,verstehen::V,услышать,пайым
1315,verstehen::V,услышать,түсіну
1316,lernen::V,учиться,оқу
1317,wissen::V,знать,хабардар болу
1318,sich erinnern an::V,вспомнить,еске түсіру
1319,vergessen::V,забыть,ұмыту
1320,messen::V,мерить,өлшеу
1321,zählen::V,считать,санау
1322,rechnen::V,считать,санап шығару
1323,rechnen::V,считать,санап шығу
1324,rechnen::V,считать,санау
1325,lesen::V,читать,оқу
1326,malen::V,рисовать,сурет салу
1327,zeichnen::V,рисовать,сурет салу
1328,schreiben::V,писать,жазу
1329,besitzen::V,иметь,болу
1330,kaufen::V,купить,алу
1331,kaufen::V,купить,әперу
1332,verkaufen::V,продать,сату
1333,bezahlen::V,заплатить,төлеу
1334,bezahlen::V,заплатить,ақы беру
1335,bezahlen::V,заплатить,ақы төлеу
1336,zahlen::V,платить,төлеу
1337,beherrschen::V,владеть,билеу
1338,ertragen::V,вытерпеть,төзу
1339,ertragen::V,вытерпеть,шыдау
