,Concept_ID,uk,et
840,rauchen::V,диміти,suitsema
841,regnen::V,дощити,sadama
842,gefrieren::V,змерзнути,kinni külmuma
843,tauen::V,танути,sulama
844,schmelzen::V,плавитися,sulama
845,trocknen::V,сохнути,kuivama
846,sieden::V,кипіти,keema
847,faulen::V,гнити,mädanema
848,verfaulen::V,згнити,mädanema
849,reißen::V,рватися,rebenema
850,versinken::V,тонути,uppuma
851,vergehen::V,проходити,mööduma
852,erscheinen::V,з’явитися,ilmuma
853,verschwinden::V,щезнути,kaduma
854,verschwinden::V,зникнути,kaduma
855,sinken::V,спадати,vajuma
856,sinken::V,спадати,langema
857,abnehmen::V,поменшитися,vähenema
858,abnehmen::V,поменшитися,kahenema
859,zunehmen::V,збільшуватися,kasvama
860,steigen::V,підніматися,tõusma
861,steigen::V,підніматися,üles minema
862,wachsen::V,рости,kasvama
863,glänzen::V,блищати,läikimä
864,funkeln::V,блискати,sädelema
865,lärmen::V,шуміти,lärmama
866,läuten::V,дзвонити,helisema
867,klingeln::V,дзвонити,helisema
868,klirren::V,дзвякати,kõlisema
869,brausen::V,бушувати,kohisema
870,rauschen::V,шелестіти,kohisema
871,klingen::V,лунати,kõlama
872,klingen::V,звучати,kõlama
873,bellen::V,гавкати,haukuma
874,heulen::V,вити,uluma
875,blasen::V,дунути,puhuma
876,pfeifen::V,свистіти,vilistama
877,schreien::V,кричати,karjuma
878,stöhnen::V,стогнати,oigama
879,zittern::V,тремтіти,värisema
880,leben::V,жити,elama
881,leben::V,жити,elus olema
882,geboren werden::V,народитися,sündima
883,atmen::V,дихати,hingama
884,trinken::V,пити,jooma
885,essen::V,їсти,sööma
886,schlucken::V,ковтати,neelama
887,müde werden::V,втомитися,väsima
888,einschlafen::V,заснути,uinuma
889,schlafen::V,спати,magama
890,aufwachen::V,прокинутися,ärkama
891,aufstehen::V,встати,ärkama
892,aufstehen::V,встати,üles tõusma
893,sich erholen::V,відпочивати,puhkama
894,krank werden::V,захворіти,haigestuma
895,krank werden::V,захворіти,haigeks jääma
896,krank sein::V,хворіти,haige olema
897,schmerzen::V,боліти,valutama
898,husten::V,кашляти,köhima
899,genesen::V,одужати,toibuma
900,genesen::V,видужати,toibuma
901,sterben::V,померти,surema
902,umkommen::V,згинути,surma saama
903,sich bewegen::V,рухатися,liikuma
904,sich rühren::V,ворушитися,liikuma
905,sich erheben::V,встати,kerkima
906,sich setzen::V,сісти,istet võtma
907,hinfallen::V,упасти,kukkuma
908,hinfallen::V,упасти,maha kukkuma
909,laufen::V,ходити,kõndima
910,schreiten::V,крокувати,astuma
911,spazierengehen::V,гуляти,jalutama
912,eilen::V,спішити,ruttama
913,eilen::V,спішити,kiirustama
914,sich beeilen::V,поспішати,ruttama
915,sich beeilen::V,поспішати,kiirustama
916,sausen::V,мчатися,kihutama
917,sausen::V,мчатися,tormama
918,rennen::V,бігати,jooksma
919,rennen::V,бігати,kihutama
920,springen::V,скакати,hüppama
921,springen::V,стрибати,hüppama
922,klettern::V,лазити,ronima
923,schaukeln::V,гойдатися,kiikuma
924,kriechen::V,повзати,roomama
925,schwimmen::V,пливти,ujuma
926,schwimmen::V,плавати,ujuma
927,tauchen::V,пірнати,sukelduma
928,rudern::V,гребти,sõudma
929,rudern::V,веслувати,sõudma
930,fahren::V,їхати,sõitma
931,fliegen::V,літати,lendama
932,gehen::V,іти,käima
933,gehen::V,іти,minema
934,weggehen::V,піти,ära minema
935,weggehen::V,піти,välja minema
936,abfahren::V,від’їхати,väljuma
937,abfahren::V,від’їхати,ära sõitma
938,abfahren::V,відправитися,väljuma
939,abfahren::V,відправитися,ära sõitma
940,anhalten::V,зупинитися,peatuma
941,hineingehen::V,входити,sisenema
942,hineingehen::V,входити,sisse minema
943,eintreten::V,увійти,sisenema
944,eintreten::V,увійти,sisse astuma
945,kommen::V,прийти,tulema
946,ankommen::V,прибути,saabuma
947,zurückkommen::V,повернутися,tagasi tulema
948,bleiben::V,залишитися,jääma
949,warten::V,чекати,ootama
950,erwarten::V,чекати,ootama
951,erwarten::V,чекати,lootma
952,suchen::V,шукати,otsima
953,finden::V,знайти,leidma
954,versuchen::V,випробовувати,püüdma
955,versuchen::V,випробовувати,üritama
956,versuchen::V,випробовувати,katsetama
957,vorbereiten::V,підготувати,valmistama
958,lieben::V,любити,armastama
959,mögen::V,любити,sallima
960,mögen::V,любити,meeldima
961,mögen::V,подобатися,sallima
962,mögen::V,подобатися,meeldima
963,lachen::V,сміятися,naerma
964,rühren::V,розчулити,liigutama
965,rühren::V,розчулити,heldima panema
966,weinen::V,плакати,nutma
967,schimpfen::V,лаятися,sõimama
968,sich ärgern::V,сердитися,ärrituma
969,sich ärgern::V,сердитися,vihastuma
970,sich fürchten::V,боятися,kartma
971,sich fürchten::V,боятися,hirmu tundma
972,fürchten::V,боятися,kartma
973,fliehen::V,тікати,põgenema
974,flüchten::V,утекти,põgenema
975,sehen::V,бачити,nägema
976,anschauen::V,поглянути,vaatama
977,ansehen::V,дивитися на,vaatama
978,hören::V,чути,kuulma
979,zuhören::V,слухати,kuulama
980,probieren::V,покуштувати,proovima
981,riechen::V,нюхати,nuusutama
982,fühlen::V,відчувати,tundma
983,scheinen::V,здаватися,näida
984,scheinen::V,здаватися,ilmuda
985,zu sehen sein::V,виднітися,ilmuma
986,vernehmen::V,почути,üle kuulama
987,frieren::V,мерзнути,külmetada
988,tun::V,робити,tegema
989,können::V,могти,võima
990,können::V,могти,oskama
991,wollen::V,хотіти,tahtma
992,anfangen::V,почати,hakkama
993,anfangen::V,почати,alustama
994,beenden::V,закінчити,lõpetama
995,aufhören::V,перестати,lakkama
996,gelingen::V,вдатися,õnnestuma
997,geraten::V,опинитися,jõudma
998,öffnen::V,відкрити,avama
999,schließen::V,закрити,sulgema
1000,stellen::V,поставити,panema
1001,stellen::V,поставити,asetama
1002,setzen::V,посадити,panema
1003,legen::V,класти,panema
1004,legen::V,класти,asetama
1005,berühren::V,чіпати,riivama
1006,berühren::V,чіпати,puudutama
1007,verbinden::V,зв’язати,ühendama
1008,bedecken::V,покрити,katma
1009,aufhängen::V,повісити,riputama
1010,anzünden::V,запалити,süütama
1011,aufheben::V,підняти,üles tõstma
1012,zurücklassen::V,залишити,jätma
1013,verlieren::V,загубити,kaotama
1014,fallen lassen::V,упустити,maha pillama
1015,fallen lassen::V,упустити,kukkuda laskma
1016,machen::V,зробити,tegema
1017,herstellen::V,виготовити,valmistama
1018,bauen::V,будувати,ehitama
1019,reparieren::V,лагодити,parandama
1020,verbessern::V,поліпшити,parandama
1021,ändern::V,змінити,muutma
1022,ändern::V,змінити,ümber tegema
1023,graben::V,копати,kaevama
1024,beugen::V,зігнути,painutama
1025,biegen::V,погнути,painutama
1026,drehen::V,вертіти,keerama
1027,wenden::V,повернути,ümber pöörama
1028,umdrehen::V,перевернути,ümber keerama
1029,heben::V,піднімати,tõstma
1030,hochheben::V,підняти,üles tõstma
1031,hochheben::V,підняти,kõrgele tõstma
1032,ergreifen::V,схопити,haarama
1033,halten::V,тримати,hoidma
1034,drücken::V,натискати,pigistama
1035,schieben::V,пхати,lükkama
1036,schieben::V,штовхати,lükkama
1037,kratzen::V,шкребти,kraapima
1038,lecken::V,лизати,lakkuma
1039,beißen::V,кусати,purema
1040,beißen::V,кусати,hammustama
1041,abreißen::V,відірвати,rebima
1042,abreißen::V,відірвати,ära rebima
1043,abschneiden::V,відрізати,ära lõikama
1044,binden::V,в’язати,siduma
1045,stecken::V,увіткнути,pistma
1046,brechen::V,зламати,murdma
1047,klopfen::V,стукати,koputama
1048,hauen::V,бити,lööma
1049,kleben::V,клеїти,kleepima
1050,reiben::V,терти,hõõruma
1051,streichen::V,намазати,silitama
1052,schleifen::V,точити,lihvima
1053,schleifen::V,точити,teritama
1054,schneiden::V,різати,lõikama
1055,rütteln::V,хитати,raputama
1056,schütteln::V,трясти,raputama
1057,schütteln::V,трясти,loksutama
1058,schwenken::V,махати,vehkima
1059,schwenken::V,махати,lehvitama
1060,schütten::V,налити,kallama
1061,füllen::V,наповнити,täitma
1062,einwickeln::V,загорнути,sisse mähkima
1063,tragen::V,нести,kandma
1064,schleppen::V,тягти,tassima
1065,schleppen::V,тягти,lohistama
1066,ziehen::V,тягнути,vedama
1067,ziehen::V,тягнути,tõmbama
1068,aufbewahren::V,зберігати,säilitama
1069,aufbewahren::V,зберігати,alal hoidma
1070,werfen::V,кидати,viskama
1071,fangen::V,ловити,püüdma
1072,packen::V,схопити,kinni haarama
1073,packen::V,схопити,kinni võtma
1074,verstecken::V,сховати,peitma
1075,teilen::V,розділити,jagama
1076,teilen::V,розділити,jaotama
1077,schicken::V,посилати,saatma
1078,bringen::V,принести,viima
1079,hinzufügen::V,додати,lisama
1080,bekommen::V,дістати,saama
1081,erhalten::V,одержати,saama
1082,nehmen::V,взяти,võtma
1083,wählen::V,вибрати,valima
1084,auswählen::V,відібрати,valima
1085,bewahren::V,зберегти,hoidma
1086,behindern::V,перешкоджати,takistama
1087,verderben::V,зіпсувати,rikkuma
1088,beschädigen::V,зашкодити,rikkuma
1089,zerbrechen::V,розбити,katki tegema
1090,zerreißen::V,розірвати,katki rebima
1091,zerstören::V,зруйнувати,purustama
1092,verbrennen::V,спалити,põletama
1093,geben::V,дати,andma
1094,reichen::V,передати,andma
1095,reichen::V,передати,ulatama
1096,schenken::V,дарувати,kinkima
1097,versprechen::V,обіцяти,lubama
1098,versprechen::V,обіцяти,tõotama
1099,wünschen::V,бажати,soovima
1100,loben::V,хвалити,kiitma
1101,küssen::V,цілувати,suudlema
1102,wiegen::V,качати,hällitama
1103,zudecken::V,накрити,kaanetama
1104,zudecken::V,накрити,kinni katma
1105,wecken::V,розбудити,äratama
1106,zeigen::V,показати,näitama
1107,führen::V,вести,juhatama
1108,lehren::V,вчити,õpetama
1109,unterrichten::V,викладати,õpetama
1110,aufziehen::V,виховати,üles kasvatama
1111,leiten::V,керувати,juhtima
1112,antreiben::V,підганяти,ergutama
1113,lassen::V,змусити,laskma
1114,einladen::V,запросити,kutsuma
1115,vereinigen::V,об’єднати,ühendama
1116,besuchen::V,завітати,külastama
1117,besuchen::V,відвідати,külastama
1118,treffen::V,зустріти,kohtama
1119,sich versammeln::V,зібратися,kogunema
1120,spielen::V,грати,mängima
1121,singen::V,співати,laulma
1122,tanzen::V,танцювати,tantsima
1123,sich trennen::V,розлучитися,lahku minema
1124,verlassen::V,покинути,maha jätma
1125,retten::V,врятувати,päästma
1126,bewachen::V,охороняти,valvama
1127,schützen::V,уберігати,kaitsma
1128,verteidigen::V,захистити,kaitsma
1129,sich schlagen::V,битися,kaklema
1130,sich schlagen::V,дратися,kaklema
1131,schießen::V,стріляти,tulistama
1132,siegen::V,перемогти,võitma
1133,ärgern::V,сердити,ärritama
1134,ärgern::V,сердити,vihastama
1135,schlagen::V,ударити,lööma
1136,treten::V,штовхати,sõtkuma
1137,stechen::V,вколоти,pistma
1138,stechen::V,вколоти,torkama
1139,stoßen::V,штовхнути,tõukama
1140,stehlen::V,украсти,varastama
1141,stören::V,перешкодити,segama
1142,stören::V,перешкодити,häirima
1143,belästigen::V,докучати,ahistama
1144,verbergen::V,сховати,peitma
1145,verbergen::V,сховати,varjama
1146,täuschen::V,обдурити,petma
1147,täuschen::V,обдурити,tüssama
1148,betrügen::V,зшахраювати,petma
1149,betrügen::V,зшахраювати,tüssama
1150,betrügen::V,зшахраювати,truudust murtma
1151,töten::V,убити,tapma
1152,töten::V,убити,surmama
1153,wohnen::V,жити,elama
1154,wohnen::V,мешкати,elama
1155,arbeiten::V,працювати,töötama
1156,sammeln::V,зібрати,koguma
1157,sammeln::V,зібрати,korjama
1158,pflücken::V,зривати,noppima
1159,jagen::V,полювати,jahtima
1160,fischen::V,рибалити,kalastama
1161,fischen::V,рибалити,kala püüdma
1162,fassen::V,піймати,püüdma
1163,hüten::V,пасти,karjatama
1164,treiben::V,гнати,ajama
1165,anbinden::V,прив’язати,kinni siduma
1166,füttern::V,годувати,söötma
1167,füttern::V,харчувати,söötma
1168,melken::V,доїти,lüpsma
1169,hacken::V,рубати,raiuma
1170,hacken::V,рубати,lõhkuma
1171,gießen::V,полити,kastma
1172,reifen::V,дозріти,valmima
1173,zubereiten::V,зготовити,valmistama
1174,zubereiten::V,приготувати,valmistama
1175,kochen::V,варити,keetma
1176,kochen::V,готувати,keetma
1177,backen::V,пекти,küpsetama
1178,braten::V,смажити,praadima
1179,umrühren::V,переміщати,segama
1180,stricken::V,в’язати,kuduma
1181,nähen::V,шити,õmblema
1182,färben::V,пофарбувати,värvima
1183,reinigen::V,очистити,puhastama
1184,waschen::V,мити,pesema
1185,abwischen::V,витерти,puhtaks pühkima
1186,spülen::V,полоскати,uhtma
1187,fegen::V,підмітати,pühkima
1188,kehren::V,мести,pühkima
1189,baden::V,купатися,suplema
1190,baden::V,купатися,kümblema
1191,sich waschen::V,митися,end pesema
1192,ausziehen::V,зняти,käest võtma
1193,ausziehen::V,зняти,jalast võtma
1194,ausziehen::V,зняти,seljast võtma
1195,anziehen::V,надіти,jalga panema
1196,sich anziehen::V,одягтися,riietuma
1197,sich anziehen::V,одягнутися,riietuma
1198,kämmen::V,зачесати,kammima
1199,schmücken::V,оздобити,kaunistama
1200,sagen::V,сказати,ütlema
1201,sprechen::V,говорити,rääkima
1202,sprechen::V,говорити,kõnelema
1203,reden::V,розмовляти,kõnelema
1204,sich unterhalten::V,бесідувати,vestlema
1205,fragen::V,запитати,küsima
1206,bitten::V,просити,paluma
1207,erzählen::V,розповісти,jutustama
1208,mitteilen::V,повідомити,teatama
1209,mitteilen::V,повідомити,teada andma
1210,nennen::V,назвати,nimetama
1211,rufen::V,кликати,kutsuma
1212,prahlen::V,хвалитися,hooplema
1213,übersetzen::V,перекласти,tõlkima
1214,denken::V,думати,mõtlema
1215,denken::V,мислити,mõtlema
1216,glauben::V,вірити,uskuma
1217,bemerken::V,помітити,märkama
1218,erkennen::V,пізнати,ära tundma
1219,begreifen::V,осягнути,aru saama
1220,verstehen::V,почути,mõistma
1221,lernen::V,навчатися,õppima
1222,wissen::V,знати,teadma
1223,sich erinnern an::V,пам’ятати,mäletama
1224,vergessen::V,забути,unustama
1225,messen::V,міряти,mõõtma
1226,zählen::V,лічити,loendama
1227,rechnen::V,рахувати,arvutama
1228,lesen::V,читати,lugema
1229,malen::V,малювати,maalima
1230,zeichnen::V,рисувати,joonistama
1231,schreiben::V,писати,kirjutama
1232,besitzen::V,мати,omama
1233,kaufen::V,купити,ostma
1234,verkaufen::V,продати,müüma
1235,bezahlen::V,заплатити,tasuma
1236,zahlen::V,платити,maksma
1237,beherrschen::V,володіти,valitsema
1238,ertragen::V,витерпіти,taluma
