,Concept_ID,hr,nl
247,Frau::N,žena,vrouw
248,Kind::N,čedo,kind
249,Kind::N,dijete,kind
250,Junge::N,momče,jongen
251,Junge::N,dječak,jongen
252,Mädchen::N,djevojka,meisje
253,Mädchen::N,djevojčica,meisje
254,Familie::N,obitelj,gezin
255,Familie::N,obitelj,familie
256,Familie::N,porodica,gezin
257,Familie::N,porodica,familie
258,Großvater::N,djed,grootvader
259,Großmutter::N,baka,grootmoeder
260,Eltern::N,roditelji,ouders
261,Vater::N,otac,vader
262,Mutter::N,majka,moeder
263,Sohn::N,sin,zoon
264,Tochter::N,kći,dochter
265,Tochter::N,kćerka,dochter
266,Bruder::N,brat,broer
267,Bruder::N,brat,broeder
268,Schwester::N,sestra,zus
269,Schwester::N,sestra,zuster
270,Onkel::N,čika,oom
271,Onkel::N,ujak,oom
272,Tante::N,ujna,tante
273,Tante::N,tetka,tante
274,Ehemann::N,muž,echtgenoot
275,Ehemann::N,suprug,echtgenoot
276,Ehefrau::N,žena,echtgenote
277,Ehefrau::N,supruga,echtgenote
278,Freude::N,radost,vreugde
279,Gelächter::N,grohot,gelach
280,Glück::N,sreća,geluk
281,Kummer::N,jad,verdriet
282,Kummer::N,briga,verdriet
283,Wunsch::N,želja,wens
284,Wunsch::N,želja,verlangen
285,Lust::N,volja,zin
286,Lust::N,volja,lust
287,Geist::N,duh,geest
288,Gedanke::N,misao,gedachte
289,Gedächtnis::N,pamćenje,geheugen
290,Verstand::N,um,verstand
291,Verstand::N,razum,verstand
292,Sinn::N,smisao,betekenis
293,Sinn::N,značenje,betekenis
294,Grund::N,razlog,reden
295,Wahrheit::N,istina,waarheid
296,Gespräch::N,razgovor,gesprek
297,Märchen::N,bajka,sprookje
298,Erzählung::N,priča,verhaal
299,Erzählung::N,pripovijest,verhaal
300,Nachricht::N,vijest,tijding
301,Neuigkeit::N,novost,nieuws
302,Neuigkeit::N,novost,nieuwtje
303,Name::N,ime,naam
304,Rätsel::N,zagonetka,raadsel
305,Rede::N,govor,rede
306,Rede::N,besjeda,rede
307,Sprache::N,jezik,taal
308,Stimme::N,glas,stem
309,Wort::N,riječ,woord
310,Zeichen::N,znak,teken
311,Ruf::N,povik,roep
312,Ruf::N,poklik,roep
313,Lärm::N,buka,lawaai
314,Lärm::N,galama,lawaai
315,Laut::N,zvuk,klank
316,Laut::N,zvuk,geluid
317,Ton::N,ton,toon
318,Ton::N,ton,klank
319,Lied::N,pjesma,lied
320,Ruhe::N,tišina,rust
321,Ruhe::N,tišina,stilte
322,Ruhe::N,počinak,rust
323,Ruhe::N,počinak,stilte
324,Leute::N,ljudi,lui
325,Leute::N,ljudi,mensen
326,Volk::N,puk,volk
327,Volk::N,narod,volk
328,Arbeit::N,rad,werk
329,Arbeit::N,rad,arbeid
330,Arbeit::N,posao,werk
331,Arbeit::N,posao,arbeid
332,Gast::N,gost,gast
333,Geschenk::N,dar,cadeau
334,Geschenk::N,dar,geschenk
335,Geschenk::N,poklon,cadeau
336,Geschenk::N,poklon,geschenk
337,Spiel::N,igra,spel
338,Gesellschaft::N,društvo,gezelschap
339,Gesellschaft::N,kompanija,gezelschap
340,Hilfe::N,pomoć,hulp
341,Freund::N,prijatelj,vriend
342,Kamerad::N,drug,maat
343,Kamerad::N,drug,metgezel
344,Kamerad::N,drugar,maat
345,Kamerad::N,drugar,metgezel
346,Angelegenheit::N,posao,zaak
347,Angelegenheit::N,posao,aangelegenheid
348,Anzahl::N,broj,tal
349,Anzahl::N,broj,aantal
350,Anzahl::N,brojnost,tal
351,Anzahl::N,brojnost,aantal
352,Art::N,vid,slag
353,Art::N,vid,soort
354,Art::N,vrst,slag
355,Art::N,vrst,soort
356,Stück::N,komad,stuk
357,Teil::N,dio,deel
358,Hälfte::N,polovina,helft
359,Kreis::N,krug,kring
360,Kreis::N,krug,cirkel
361,Kreuz::N,križ,kruis
362,Linie::N,crta,lijn
363,Strich::N,crta,haal
364,Strich::N,crta,streep
365,Abstand::N,razmak,afstand
366,Abstand::N,odstojanje,afstand
367,Entfernung::N,udaljenost,afstand
368,Gegend::N,kraj,streek
369,Gegend::N,predeo,streek
370,Platz::N,mjesto,ruimte
371,Ort::N,mjesto,oord
372,Ort::N,mjesto,plaats
373,Seite::N,bok,zij
374,Seite::N,bok,kant
375,Seite::N,bok,zijde
376,Seite::N,strana,zij
377,Seite::N,strana,kant
378,Seite::N,strana,zijde
379,Mitte::N,sredina,midden
380,Gegenstand::N,predmet,voorwerp
381,Sache::N,posao,zaak
382,Rand::N,rub,rand
383,Rand::N,rub,boord
384,Rand::N,kraj,rand
385,Rand::N,kraj,boord
386,Kante::N,brid,kant
387,Kante::N,ivica,kant
388,Ecke::N,ugao,hoek
389,Spitze::N,vrh,punt
390,Spitze::N,vrh,spits
391,Spitze::N,šiljak,punt
392,Spitze::N,šiljak,spits
393,Ende::N,konac,einde
394,Ende::N,konac,uiteinde
395,Loch::N,rupa,gat
396,Winkel::N,kut,hoek
397,Winkel::N,ugao,hoek
398,Muster::N,uzor,dessin
399,Muster::N,uzor,patroon
400,Größe::N,veličina,grootte
401,Länge::N,duljina,lengte
402,Höhe::N,visina,hoogte
403,Gewicht::N,težina,gewicht
404,Menge::N,mnoštvo,hoeveelheid
405,Menge::N,količina,hoeveelheid
406,Haufen::N,hrpa,hoop
407,Haufen::N,gomila,hoop
408,Reihe::N,red,rij
409,Reihe::N,red,reeks
410,Boot::N,čun,boot
411,Boot::N,čamac,boot
412,Ruder::N,veslo,roeiriem
413,Schlitten::N,saone,slee
414,Schlitten::N,saone,slede
415,Ski::N,ski,ski
416,Ski::N,smučka,ski
417,Lagerfeuer::N,logorska vatra,kampvuur
418,Last::N,tovar,last
419,Last::N,tovar,vracht
420,Gang::N,hod,wandeling
421,Schritt::N,korak,stap
422,Schritt::N,korak,schrede
423,Norden::N,sjever,noorden
424,Süden::N,jug,zuiden
425,Westen::N,zapad,westen
426,Osten::N,istok,oosten
427,Holz::N,drvo,hout
428,Brett::N,daska,plank
429,Platte::N,ploča,plaat
430,Stütze::N,potpora,stut
431,Stütze::N,potpora,steun
432,Stange::N,motka,stang
433,Stock::N,štap,stok
434,Stock::N,palica,stok
435,Stab::N,štap,staf
436,Stab::N,šipka,staf
437,Rohr::N,cijev,pijp
438,Haus::N,kuća,huis
439,Heim::N,dom,tehuis
440,Ofen::N,peć,kachel
441,Fußboden::N,pod,vloer
442,Tisch::N,stol,tafel
443,Tisch::N,trpeza,tafel
444,Stuhl::N,stolac,stoel
445,Stuhl::N,stolica,stoel
446,Wiege::N,kolijevka,wieg
447,Bett::N,krevet,bed
448,Bett::N,postelja,bed
449,Regal::N,polica,rek
450,Kiste::N,sanduk,kist
451,Fenster::N,prozor,raam
452,Fenster::N,prozor,venster
453,Tür::N,vrata,deur
454,Tor::N,vrata,poort
455,Tor::N,kapija,poort
456,Zaun::N,plot,omheining
457,Zaun::N,ograda,omheining
458,Dach::N,krov,dak
459,Leiter::N,ljestve,ladder
460,Leiter::N,ljestvice,ladder
461,Besen::N,metla,bezem
462,Spaten::N,ašov,schop
463,Schaufel::N,lopata,schep
464,Gabel::N,viljuška,vork
465,Löffel::N,žlica,lepel
466,Messer::N,nož,mes
467,Nagel::N,čavao,spijker
468,Netz::N,mreža,net
469,Haken::N,kuka,haak
470,Griff::N,držak,handvat
471,Griff::N,ručica,handvat
472,Schloss::N,brava,slot
473,Bild::N,slika,beeld
474,Figur::N,figura,figuur
475,Puppe::N,lutka,pop
476,Beutel::N,kesa,zak
477,Beutel::N,kesa,buidel
478,Bündel::N,snop,pak
479,Bündel::N,snop,bundel
480,Bündel::N,svežanj,pak
481,Bündel::N,svežanj,bundel
482,Tasche::N,torba,tas
483,Tasche::N,taška,tas
484,Eimer::N,kabao,emmer
485,Deckel::N,poklopac,deksel
486,Geschirr::N,suđe,vaatwerk
487,Geschirr::N,posuđe,vaatwerk
488,Sack::N,džak,zak
489,Sack::N,vreća,zak
490,Tasse::N,šalica,kop
491,Topf::N,lonac,pan
492,Kessel::N,kazan,ketel
493,Essen::N,obrok,eten
494,Nahrung::N,hrana,voedsel
495,Speise::N,jelo,spijs
496,Fleisch::N,meso,vlees
497,Getreide::N,žito,graan
498,Getreide::N,žitarice,graan
499,Brei::N,kaša,pap
500,Brei::N,kaša,brij
501,Brot::N,kruh,brood
502,Scheibe::N,kriška,plak
503,Scheibe::N,kriška,snede
504,Fett::N,mast,vet
505,Fett::N,salo,vet
506,Butter::N,buter,boter
507,Butter::N,maslac,boter
508,Öl::N,ulje,olie
509,Salz::N,sol,zout
510,Suppe::N,supa,soep
511,Honig::N,med,honing
512,Milch::N,mlijeko,melk
513,Tee::N,čaj,thee
514,Leder::N,koža,leer
515,Leder::N,koža,leder
516,Wolle::N,vuna,wol
517,Stoff::N,štof,stof
518,Stoff::N,tkanina,stof
519,Nadel::N,igla,naald
520,Faden::N,nit,draad
521,Faden::N,konac,draad
522,Knopf::N,dugme,knoop
523,Knoten::N,čvor,knoop
524,Knoten::N,uzao,knoop
525,Farbe::N,farba,verf
526,Kleidung::N,odjeća,kledij
527,Kleidung::N,odjeća,kleding
528,Hemd::N,košulja,hemd
529,Kragen::N,ovratnik,kraag
530,Ärmel::N,rukav,mouw
531,Hose::N,hlače,broek
532,Hose::N,hlače,pantalon
533,Gürtel::N,pas,riem
534,Gürtel::N,pas,gordel
535,Gürtel::N,pojas,riem
536,Gürtel::N,pojas,gordel
537,Mütze::N,kapa,muts
538,Schuh::N,cipela,schoen
539,Stiefel::N,čizma,laars
540,Ring::N,prsten,ring
541,Band::N,vrpca,lint
542,Kamm::N,češalj,kam
543,Spiegel::N,zrcalo,spiegel
544,Spiegel::N,ogledalo,spiegel
545,Riemen::N,kaiš,riem
546,Riemen::N,remen,riem
547,Schnur::N,vrpca,koord
548,Leine::N,uzica,lijn
549,Decke::N,ćebe,deken
550,Decke::N,pokrivač,deken
551,Kissen::N,jastuk,kussen
552,Tuch::N,rubac,doek
553,Tuch::N,marama,doek
554,Handtuch::N,ručnik,handdoek
555,Kraft::N,snaga,kracht
556,Stärke::N,jakost,sterkte
557,Gesundheit::N,zdravlje,gezondheid
558,Krankheit::N,bolest,ziekte
559,Schmerz::N,bol,pijn
560,Wunde::N,rana,wond
561,Fieber::N,groznica,koorts
562,Arznei::N,lijek,medicament
563,Arznei::N,lijek,geneesmiddel
564,Brücke::N,most,brug
565,Brücke::N,ćuprija,brug
566,Brunnen::N,bunar,put
567,Brunnen::N,bunar,bron
568,Brunnen::N,zdenac,put
569,Brunnen::N,zdenac,bron
570,Weide::N,paša,wei
571,Weide::N,paša,weide
572,Weide::N,pašnjak,wei
573,Weide::N,pašnjak,weide
574,Pfad::N,staza,pad
575,Weg::N,put,weg
576,Straße::N,drum,baan
577,Straße::N,drum,straat
578,Straße::N,cesta,baan
579,Straße::N,cesta,straat
580,Dorf::N,selo,dorp
581,Stadt::N,grad,stad
582,Stadt::N,varoš,stad
583,Brief::N,list,brief
584,Brief::N,pismo,brief
585,Buch::N,knjiga,boek
586,Buchstabe::N,slovo,letter
587,Zeitung::N,novine,krant
588,Zeitung::N,novine,dagblad
589,Leben::N,život,leven
590,Tod::N,smrt,dood
591,Grab::N,raka,graf
592,Kirche::N,crkva,kerk
593,Sünde::N,grijeh,zonde
594,Gott::N,bog,god
595,Arbeiter::N,radnik,arbeider
596,Chef::N,šef,chef
597,Meister::N,majstor,meester
598,Arzt::N,liječnik,arts
599,Arzt::N,liječnik,dokter
600,Lehrer::N,učitelj,leraar
601,Lehrer::N,učitelj,onderwijzer
602,Geld::N,novac,geld
603,Geschäft::N,posao,zaak
604,Geschäft::N,trgovina,zaak
605,Laden::N,dućan,winkel
606,Preis::N,cijena,prijs
607,Ware::N,roba,waar
608,Nutzen::N,korist,nut
609,Nutzen::N,korist,voordeel
610,Reichtum::N,bogatstvo,rijkdom
611,Welt::N,svijet,wereld
612,Land::N,zemlja,land
613,Staat::N,država,staat
614,König::N,kralj,koning
615,Macht::N,moć,macht
616,Macht::N,vlast,macht
617,Grenze::N,granica,grens
618,Krieg::N,rat,oorlog
619,Feind::N,neprijatelj,vijand
620,Gewalt::N,sila,geweld
621,Gewalt::N,nasilje,geweld
622,Kampf::N,boj,strijd
623,Kampf::N,boj,gevecht
624,Kampf::N,borba,strijd
625,Kampf::N,borba,gevecht
626,Bogen[Waffe]::N,luk,boog
627,Pfeil::N,strijela,pijl
628,Gewehr::N,puška,geweer
629,Fehler::N,pogreška,fout
630,Fehler::N,griješka,fout
631,Lüge::N,laž,leugen
632,Schaden::N,šteta,schade
633,Unglück::N,nesreća,tegenspoed
634,Schuld::N,krivnja,schuld
635,Alter::N,dob,leeftijd
636,Schluss::N,kraj,slot
637,Schluss::N,konac,slot
638,Zeit::N,doba,tijd
639,Zeit::N,vrijeme,tijd
640,Tag::N,dan,dag
641,Morgen::N,jutro,morgen
642,Morgen::N,jutro,ochtend
643,Mittag::N,podne,middag
644,Abend::N,veče,avond
645,Abend::N,večer,avond
646,Nacht::N,noć,nacht
647,Woche::N,sedmica,week
648,Monat::N,mjesec,maand
649,Jahr::N,godina,jaar
650,Frühling::N,proljeće,lente
651,Frühling::N,proljeće,voorjaar
652,Sommer::N,ljeto,zomer
653,Herbst::N,jesen,herfst
654,Winter::N,zima,winter
655,Januar::N,januar,januari
656,Januar::N,siječanj,januari
657,Februar::N,veljača,februari
658,Februar::N,februar,februari
659,März::N,mart,maart
660,März::N,ožujak,maart
661,April::N,april,april
662,April::N,travanj,april
663,Mai::N,maj,mei
664,Mai::N,svibanj,mei
665,Juni::N,juni,juni
666,Juni::N,lipanj,juni
667,Juli::N,juli,juli
668,Juli::N,srpanj,juli
669,August::N,august,augustus
670,August::N,kolovoz,augustus
671,September::N,rujan,september
672,September::N,septembar,september
673,Oktober::N,oktobar,oktober
674,Oktober::N,listopad,oktober
675,November::N,studeni,november
676,November::N,novembar,november
677,Dezember::N,prosinac,december
678,Montag::N,ponedjeljak,maandag
679,Montag::N,ponedjeljnik,maandag
680,Dienstag::N,utorak,dinsdag
681,Dienstag::N,utornik,dinsdag
682,Mittwoch::N,srijeda,woensdag
683,Donnerstag::N,četvrtak,donderdag
684,Freitag::N,petak,vrijdag
685,Samstag::N,subota,zaterdag
686,Sonntag::N,nedjelja,zondag
687,groß::A,velik,groot
688,klein::A,mali,klein
689,klein::A,malen,klein
690,lang::A,dug,lang
691,lang::A,dugačak,lang
692,kurz::A,kratak,kort
693,breit::A,širok,breed
694,schmal::A,uski,smal
695,schmal::A,uzak,smal
696,dicht::A,gust,dicht
697,dick[Gegenstand]::A,debeo,dik
698,dünn::A,tanak,dun
699,fein::A,fin,fijn
700,fein::A,tanak,fijn
701,fest::A,čvrst,vast
702,flach::A,ravan,plat
703,flach::A,plosnat,plat
704,glatt::A,gladak,glad
705,hart::A,tvrd,hard
706,weich::A,mek,week
707,weich::A,mekan,week
708,rund::A,okrugao,rond
709,spitz::A,oštar,spits
710,spitz::A,oštar,puntig
711,spitz::A,šiljast,spits
712,spitz::A,šiljast,puntig
713,scharf::A,oštar,scherp
714,scharf::A,bridak,scherp
715,stumpf::A,tup,stomp
716,schwer::A,težak,zwaar
717,schön::A,krasan,mooi
718,schön::A,krasan,fraai
719,heiß::A,vruć,heet
720,warm::A,topao,warm
721,kalt::A,hladan,koud
722,kühl::A,hladan,koel
723,frisch::A,svjež,fris
724,feucht::A,vlažan,vochtig
725,nass::A,mokar,nat
726,trocken::A,suh,droog
727,voll::A,pun,vol
728,leer::A,prazan,leeg
729,offen::A,otvoren,open
730,geschlossen::A,zatvoren,gesloten
731,sauber::A,čist,net
732,sauber::A,čist,schoon
733,schmutzig::A,nečist,vuil
734,schmutzig::A,blatan,vuil
735,roh::A,sirov,rauw
736,reif::A,zreo,rijp
737,lecker::A,tečan,lekker
738,lecker::A,ukusan,lekker
739,süß::A,sladak,zoet
740,bitter::A,gorak,bitter
741,sauer::A,kiseo,zuur
742,hell::A,vedar,licht
743,hell::A,vedar,helder
744,hell::A,svijetao,licht
745,hell::A,svijetao,helder
746,dunkel::A,taman,donker
747,schwarz::A,crn,zwart
748,weiß::A,bio,wit
749,weiß::A,bijel,wit
750,rot::A,crven,rood
751,gelb::A,žut,geel
752,blau::A,plav,blauw
753,blau::A,modar,blauw
754,grün::A,zelen,groen
755,grau::A,siv,grijs
756,bunt::A,šaren,bont
757,billig::A,jeftin,goedkoop
758,teuer::A,skup,duur
759,wertvoll::A,vrijedan,kostbaar
760,wertvoll::A,vrijedan,waardevol
761,wertvoll::A,dragocjen,kostbaar
762,wertvoll::A,dragocjen,waardevol
763,blind::A,slijep,blind
764,taub::A,gluh,doof
765,kräftig::A,snažan,krachtig
766,stark::A,jak,sterk
767,stark::A,snažan,sterk
768,schwach::A,slab,zwak
769,fett::A,pretio,vet
770,schlank::A,vitak,slank
771,hübsch::A,zgodan,leuk
772,böse::A,zao,kwaad
773,böse::A,opak,kwaad
774,dumm::A,glup,dom
775,faul::A,lijen,lui
776,fleißig::A,radin,vlijtig
777,fleißig::A,marljiv,vlijtig
778,geizig::A,škrt,gierig
779,klug::A,razborit,slim
780,klug::A,razborit,schrander
781,klug::A,razborit,verstandig
782,geschickt::A,vješt,handig
783,geschickt::A,vješt,vaardig
784,lieb::A,drag,lief
785,lustig::A,veseo,vrolijk
786,sanft::A,blag,zacht
787,hungrig::A,gladan,hongerig
788,krank::A,bolestan,ziek
789,nackt::A,nag,naakt
790,traurig::A,tužan,treurig
791,traurig::A,tužan,bedroefd
792,traurig::A,žalostan,treurig
793,traurig::A,žalostan,bedroefd
794,lebendig::A,živ,levend
795,gut::A,dobar,goed
796,schlecht::A,loš,slecht
797,schlecht::A,rđav,slecht
798,richtig::A,tačan,juist
799,richtig::A,ispravan,juist
800,schlimm::A,zao,erg
801,schlimm::A,zao,kwaad
802,schlimm::A,zločest,erg
803,schlimm::A,zločest,kwaad
804,wahr::A,istinit,waar
805,alt::A,star,oud
806,neu::A,nov,nieuw
807,ehemalig::A,bivši,voormalig
808,alt[Lebewesen]::A,star,oud
809,jung::A,mlad,jong
810,arm::A,ubog,arm
811,arm::A,siromašan,arm
812,reich::A,bogat,rijk
813,bekannt::A,poznat,bekend
814,berühmt::A,čuven,beroemd
815,berühmt::A,slavan,beroemd
816,fremd::A,tuđ,vreemd
817,fremd::A,stran,vreemd
818,verschieden::A,razan,verscheiden
819,verschieden::A,razan,verschillend
820,verschieden::A,različan,verscheiden
821,verschieden::A,različan,verschillend
822,nah::A,blizak,nabij
823,nah::A,blizak,nabijgelegen
824,fern::A,dalek,ver
825,fern::A,daljnji,ver
826,linker::A,lijevi,linker
827,rechter::A,desni,rechter
828,anderer::A,drugi,andere
829,anderer::A,drugačiji,andere
830,erster::A,prvi,eerste
831,zweiter::A,drugi,tweede
832,dritter::A,treći,derde
833,letzter::A,zadnji,laatste
834,allein::ADV,sam,alleen
835,auf einmal::ADV,istodobno,ineens
836,auf einmal::ADV,istodobno,tegelijk
837,zusammen::ADV,skupa,samen
838,zusammen::ADV,skupa,bijeen
839,zusammen::ADV,zajedno,samen
840,zusammen::ADV,zajedno,bijeen
841,lange::ADV,dugo,lang
842,plötzlich::ADV,naglo,eensklaps
843,plötzlich::ADV,naglo,plotsklaps
844,plötzlich::ADV,iznenada,eensklaps
845,plötzlich::ADV,iznenada,plotsklaps
846,sofort::ADV,odmah,terstond
847,sofort::ADV,odmah,aanstonds
848,sofort::ADV,odmah,onmiddelijk
849,später::ADV,kasnije,later
850,jetzt::ADV,sad,nu
851,jetzt::ADV,sad,nou
852,jetzt::ADV,sad,thans
853,jetzt::ADV,sada,nu
854,jetzt::ADV,sada,nou
855,jetzt::ADV,sada,thans
856,heute::ADV,danas,heden
