,Concept_ID,os,ku
750,zusammen::ADV,иумӕ,bi hev re
751,lange::ADV,бирæ рæстæг,dirêj
752,plötzlich::ADV,æвиппайды,ji nişkave
753,plötzlich::ADV,æваст,ji nişkave
754,sofort::ADV,уыцы сахат,yekser
755,sofort::ADV,уайтагъд,yekser
756,später::ADV,фæстæдæр,paşiyê
757,jetzt::ADV,ныр,nuha
758,heute::ADV,абон,îro
759,morgen::ADV,райсом,sibeh
760,bald::ADV,тагъд,nêzîk
761,bald::ADV,рæхджы,nêzîk
762,dann::ADV,стæй,paşê
763,gestern::ADV,знон,do
764,einst::ADV,кӕддӕр,jar ke
765,damals::ADV,уæд,hîngî
766,danach::ADV,стæй,piştra
767,danach::ADV,уый фæстæ,piştra
768,vorher::ADV,раздæр,pîşî
769,zuerst::ADV,фыццаг,bere
770,einmal::ADV,иу хатт,çarik
771,manchmal::ADV,хатт,çarna
772,oft::ADV,арæх,gelek çaran
773,immer::ADV,ӕдзух,daîm
774,niemals::ADV,никуы,tu çar
775,niemals::ADV,никæд,tu çar
776,hier::ADV,ам,li vir
777,hierhin::ADV,ардӕм,vir
778,von hier::ADV,ардыгæй,ji vir
779,dort::ADV,уым,li wê derê
780,dorthin::ADV,уырдӕм,wêda
781,geradeaus::ADV,æргом,rastê rast
782,vorwärts::ADV,размӕ,ber bi pêş
783,rückwärts::ADV,фӕстӕмӕ,paşpê
784,zurück::ADV,фӕстӕмӕ,paşdo
785,zurück::ADV,фӕстӕмӕ,paşvê
786,unten::ADV,дæлæ,jêrî
787,unten::ADV,дæлейы,jêrî
788,unten::ADV,бынæй,jêrî
789,hinab::ADV,дӕлӕмӕ,berjêr
790,hinab::ADV,уырдыгмӕ,berjêr
791,oben::ADV,уӕле,banî
792,hinauf::ADV,уӕлӕмӕ,banî
793,überall::ADV,алыран,li her derê
794,überall::ADV,алкæм,li her derê
795,überall::ADV,кæмдæриддæр,li her derê
796,nicht::ADV,нӕ,ne
797,nicht::ADV,нӕ,nîn
798,nicht::ADV,нӕ,tine
799,ein wenig::ADV,чысыл,hebkî
800,kaum::ADV,цъус,tema
801,kaum::ADV,цъус,himangi
802,sehr::ADV,тынг,gelek
803,sehr::ADV,иттӕг,gelek
804,so::ADV,афтӕ,weha
805,noch::ADV,ма,hêj
806,noch::ADV,ма,dîsa
807,nur::ADV,канд,tenê
808,nur::ADV,канд,bes
809,nur::ADV,ӕрмӕст,tenê
810,nur::ADV,ӕрмӕст,bes
811,schon::ADV,нырид,hew
812,wieder::ADV,ногӕй,jar din
813,wieder::ADV,ногӕй,dîsa
814,vergebens::ADV,дзæгъæлы,deya çun
815,vergebens::ADV,дзæгъæлы,îfleh bûn
816,vergebens::ADV,уæгъды,deya çun
817,vergebens::ADV,уæгъды,îfleh bûn
818,vergebens::ADV,æнæхъуаджы,deya çun
819,vergebens::ADV,æнæхъуаджы,îfleh bûn
820,vor::PRP,разы,li ber
821,hinter::PRP,фӕстӕ,li pişt
822,unter::PRP,бын,li bin
823,durch::PRP,æхсæнты,kura
824,neben::PRP,цур,li ba
825,zwischen::PRP,астӕу,nabeyne
826,zwischen::PRP,астӕу,di nav...da
827,wegen::PRP,тыххай,ji bo
828,wegen::PRP,тыххай,ji ber
829,dies::PRN,ай,ev
830,das::PRN,уый,ev
831,alles::PRN,алцы,hemû
832,alles::PRN,æппæтдæр,hemû
833,alles::PRN,иууылдӕр,hemû
834,ich::PRN,æз,ez
835,du::PRN,ды,tu
836,er::PRN,уый,wî
837,wir::PRN,мах,êm
838,ihr::PRN,сымах,hûn
839,sie::PRN,уыдон,we
840,was::FPRN,цы,çi
841,wer::FPRN,чи,ki
842,wo::FADV,кӕм,li ku dere
843,wohin::FADV,кӕдӕм,li ku dere
844,wie::FADV,куыд,çawa
845,warum::FADV,цӕмӕн,çima
846,wieviel::FNUM,цал,çend
847,eins::NUM,иу,yek
848,zwei::NUM,дыууӕ,didu
849,drei::NUM,ӕртӕ,sisê
850,vier::NUM,цыппар,çar
851,fünf::NUM,фондз,penç
852,sechs::NUM,ӕхсӕз,şeş
853,sieben::NUM,авд,heft
854,acht::NUM,аст,heşt
855,neun::NUM,фараст,neh
856,zehn::NUM,дӕс,deh
857,elf::NUM,иуæндæс,yazdeh
858,zwölf::NUM,дыууадæс,diwazdeh
859,zwanzig::NUM,дыууын,bîst
860,dreißig::NUM,æртын,sih
861,dreißig::NUM,дæсæмæссæдз,sih
862,vierzig::NUM,цыппор,çil
863,vierzig::NUM,цыппур,çil
864,vierzig::NUM,дыууиссæдзы,çil
865,fünfzig::NUM,фӕндзай,pençi
866,sechzig::NUM,æхсай,şêst
867,sechzig::NUM,æртиссæдзы,şêst
868,siebzig::NUM,æвдай,heftê
869,siebzig::NUM,дæс æмæ æртиссæдзы,heftê
870,achtzig::NUM,цыппарыссæдзы,heştê
871,achtzig::NUM,æстай,heştê
872,neunzig::NUM,нæуæдз,nod
873,neunzig::NUM,дæс æмæ цыппарыссæдзы,nod
874,hundert::NUM,сӕдӕ,sêd
875,tausend::NUM,мин,hezar
876,und::CNJ,ӕмӕ,û
877,oder::CNJ,кӕнӕ,an
878,oder::CNJ,кӕнӕ,yan
879,stehen::V,лӕууын,sekinîn
880,sitzen::V,бадын,rûniştin
881,liegen::V,хуыссын,paldan
882,hängen::V,ауыгъд уын,darve kirin
883,werden::V,суӕвын,bûn
884,passieren::V,æрцæуын,hatin holê
885,passieren::V,æрцæуын,hatin serê kesî
886,beginnen::V,райдайын,li dest pêkirin
887,enden::V,фæуын,xalas bû
888,wechseln::V,ивын,guherandin
889,wechseln::V,ивын,dêgiş kirin
890,aufgehen[Sonne]::V,скæсын,hilatin
891,untergehen[Sonne]::V, аныгуылын,çun ava
892,scheinen[Sonne]::V,рухс кӕнын,şewk de
893,donnern::V,нæрын,gire-gir
894,wehen::V,дымын,ba le de
895,strömen::V,кӕлын,xwe girtin
896,fließen::V,цæуын,herikîn
897,fließen::V,уайын,herikîn
898,fließen::V,кæлын,herikîn
899,sich drehen::V,зилын,xwe zivirandin
900,schwanken::V,æнкъуысын,hejandin
901,schwingen::V,æнкъуысын,libakirin
902,schwingen::V,змæлын,libakirin
903,fallen::V,хауын,ketin
904,brennen::V,судзын,şewitîn
905,rauchen::V,фæздæг кæнын,kişandin
906,regnen::V,уарын,bahran tê
907,gefrieren::V,сӕлын,qefilandin
908,tauen::V,стайын,helandin
909,schmelzen::V,тайын,helandin
910,trocknen::V,хус кæнын,zuwabûn
911,sieden::V,фыцын,kelîn
912,faulen::V,ӕмбийын,xerabûn
913,verfaulen::V,бамбийын,xerabûn
914,reißen::V,скъуийын,jêkirin
915,versinken::V,дӕлдон_кӕнын,xerq bûn
916,vergehen::V,аивгъуийын,derbas bûn
917,erscheinen::V,разынын,peyda bûn
918,verschwinden::V,фæтары уын,wendabûn
919,verschwinden::V,фæдæлдзæх уын,wendabûn
920,verschwinden::V,фесæфын,wendabûn
921,verschwinden::V,æрбайсæфын,wendabûn
922,sinken::V,дæлæмæ æрхауын,noq bûn
923,abnehmen::V,фæкъаддæр уын,kêm bûn
924,abnehmen::V,фæцух уын,kêm bûn
925,zunehmen::V,фæфылдæр уын,qelew bûn
926,zunehmen::V,сбирæ уын,qelew bûn
927,zunehmen::V,сахадын,qelew bûn
928,steigen::V,сыстын,hildan
929,wachsen::V,рӕзын,mezin bûn
930,glänzen::V,ӕрттивын,biriqîn
931,funkeln::V,тыбар-тыбур_кӕнын,çikisîn
932,lärmen::V,хъæлæба кæнын,guşîn
933,läuten::V,цæгъдын,lê de
934,klingeln::V,цæгъдын,sîl dan
935,klingeln::V,цæгъдын,ringerin
936,klirren::V,дзыгъал-мыгъул кæнын,zingzing hat
937,klirren::V,дзæгъ-дзæгъ кæнын,zingzing hat
938,brausen::V,абухын,guşîn
939,klingen::V,зæлын,deng pe ketin
940,klingen::V,азæлын,deng pe ketin
941,klingen::V,хъуысын,deng pe ketin
942,bellen::V,рæйын,kewtîn
943,heulen::V,ниуын,ûrîn
944,blasen::V,фу кӕнын,puf kirin
945,pfeifen::V,æхситт кæнын,fîkandin
946,pfeifen::V,къуыззитт кæнын,fîkandin
947,schreien::V,хъӕр кӕнын,qîrîn
948,stöhnen::V,хъæрзын,nalîn
949,stöhnen::V,дзыназын,nalîn
950,zittern::V,ризын,hejîn
951,leben::V,цӕрын,jihîn
952,geboren werden::V,райгуырын,hatin dinyê
953,geboren werden::V,райгуырын,bûn
954,atmen::V,улӕфын,hilmijîn
955,trinken::V,нуазын,vexwarin
956,essen::V,хӕрын,xwarin
957,schlucken::V,ныхъуырын,daqulbandin
958,müde werden::V,бафæллайын,betilîln
959,müde werden::V,бафæллайын,qerimîn
960,müde werden::V,бафæлмæцын,betilîln
961,müde werden::V,бафæлмæцын,qerimîn
962,müde werden::V,сфæлмæцын,betilîln
963,müde werden::V,сфæлмæцын,qerimîn
964,einschlafen::V,бафынæй уын,razan
965,schlafen::V,хуыссын,razan
966,schlafen::V,хуыссын,razandin
967,schlafen::V,фынӕй кӕнын,razan
968,schlafen::V,фынӕй кӕнын,razandin
969,aufwachen::V,райхъал уын,şiyarbûn
970,aufstehen::V,стын,rabûn
971,sich erholen::V,фæллад уадзын,baş bûn
972,sich erholen::V,улæфын,baş bûn
973,krank werden::V,фӕрынчын уын,nexweş kêt
974,krank sein::V,сӕйын,nexweş bû
975,schmerzen::V,риссын,êşandin
976,husten::V,хуыфын,kuxin
977,genesen::V,сдзæбæх уын,baş bûn
978,genesen::V,рандидзын,baş bûn
979,genesen::V,сæндидзын,baş bûn
980,sterben::V,мӕлын,mirin
981,umkommen::V,фесæфын,mirin
982,umkommen::V,байсæфын,mirin
983,umkommen::V,бабын уын,mirin
984,umkommen::V,мард фæуын,mirin
985,sich bewegen::V,тæлфын,leqîn
986,sich bewegen::V,цæуын,leqîn
987,sich rühren::V,змӕлын,leqîn
988,sich erheben::V,стын,rabûn
989,sich setzen::V,сбадын,runiştin
990,hinfallen::V,ӕрхауын,kêtin
991,laufen::V,цӕуын,meşîn
992,laufen::V,рацу-бацу_кӕнын,meşîn
993,schreiten::V,къахдзæф кæнын,meşkirin
994,schreiten::V,санчъех кæнын,meşkirin
995,schreiten::V,цæуын,meşkirin
996,spazierengehen::V,озер кæнын,gerandin
997,spazierengehen::V,тезгъо кæнын,gerandin
998,eilen::V,тагъд кæнын,lezandin
999,eilen::V,тындзын,lezandin
1000,sich beeilen::V,тагъд кæнын,zûkirin
1001,sich beeilen::V,тындзын,zûkirin
1002,sausen::V,уайын,fîzîn
1003,sausen::V,тæхын,fîzîn
1004,rennen::V,згъорын,baz dan
1005,springen::V,гæпп кæнын,hilpekîn
1006,springen::V,сæррæтт кæнын,hilpekîn
1007,springen::V,лиуырын,hilpekîn
1008,klettern::V,хилын,hilperikîn
1009,schaukeln::V,хецъро кæнын,lorandin
1010,schaukeln::V,херыйыл бадын,lorandin
1011,kriechen::V,бырын,xuşandin
1012,schwimmen::V,ленк кӕнын,avjenîn
1013,tauchen::V,ныгъуылын,qutxuyardin
1014,tauchen::V,ныгъуылын,noqîn
1015,rudern::V,бæлæгъ тæрын,qaîq ajotin
1016,rudern::V,чема тæрын,qaîq ajotin
1017,fahren::V,цӕуын,ajotin
1018,fliegen::V,тӕхын,firîn
1019,gehen::V,цӕуын,çûn
1020,weggehen::V,ацӕуын,çûn
1021,abfahren::V,араст уын,çûyin
1022,anhalten::V,æрлæууын,rawestîn
1023,hineingehen::V,мидæмæ цæуын,ketin hundir
1024,eintreten::V,бацӕуын,têketin
1025,kommen::V,æрцæуын,hatin
1026,ankommen::V,æрцæуын,gihan
1027,ankommen::V,æрцæуын,gihîştin
1028,zurückkommen::V,раздæхын,vegerandin
1029,zurückkommen::V,фæстæмæ_раздæхын,vegerandin
1030,zurückkommen::V,æрбаздæхын,vegerandin
1031,zurückkommen::V,аздæхын,vegerandin
1032,bleiben::V,лӕууын,sekinîn
1033,warten::V,ӕнхъӕлмӕ кӕсын,payîn
1034,erwarten::V,ӕнхъӕлмӕ кӕсын,payîn
1035,suchen::V,агурын,lêgerîn
1036,finden::V,ссарын,peyda kirin
1037,versuchen::V,фӕлварын,çeribandin
1038,vorbereiten::V,бацаттæ кæнын,amade kirin
1039,vorbereiten::V,æрæввонг кæнын,amade kirin
1040,lieben::V,уарзын,hez kirin
1041,mögen::V,зæрдæмæ цæуын,dil kirin
1042,lachen::V,худын,kenîn
1043,rühren::V,зæрдæ суынгæг кæнын,hêjan
1044,weinen::V,кӕуын,girîn
1045,schimpfen::V,æлгъитын,pevçûn
1046,sich ärgern::V,мæсты кæнын,enirîn
1047,sich fürchten::V,тæрсын,tirsîn
1048,fürchten::V,тæрсын,tirsin
1049,fliehen::V,лидзын,bazdan
1050,flüchten::V,алидзын,revîn
1051,sehen::V,уынын,dîtin
1052,anschauen::V,акӕсын,sêr kirin
1053,ansehen::V,кӕсын,hesibandin
1054,hören::V,хъусын,guhdar jirin
1055,zuhören::V,хъусын,guhdarî kirin
1056,probieren::V,уынын,tehm kirin
1057,probieren::V,аходын,tehm kirin
1058,riechen::V,смудын,bihn kirin
1059,fühlen::V,ӕнкъарын,hîs kirin
1060,scheinen::V,зынын,xoyer kir
1061,zu sehen sein::V,зынын,diyar bûn
1062,vernehmen::V,фехъусын,bihîstin
1063,frieren::V,сийын,qerişîn
1064,tun::V,кӕнын,kirin
1065,können::V,фӕразын,karin
1066,wollen::V,фӕндын,xwestîn
1067,anfangen::V,райдайын,dest pêkirin
1068,beenden::V,фӕуын,xelas kirin
1069,aufhören::V,банцайын,xelas kirin
1070,aufhören::V,фенцайын,xelas kirin
1071,gelingen::V,бантысын,çe bûn
1072,geraten::V,разынын,qewîmîn
1073,öffnen::V,гом кӕнын,vekirin
1074,schließen::V,ӕхгӕнын,girtin
1075,stellen::V,ӕвӕрын,danîn
1076,setzen::V,сбадын кӕнын,rûniştin
1077,legen::V,ӕрӕвӕрын,danîn
1078,legen::V,ӕрӕвӕрын,razandin
1079,berühren::V,агайын,lêketin
1080,verbinden::V,бӕттын,anîn pê
1081,bedecken::V,ӕмбӕрзын,sergirtin
1082,aufhängen::V,ауындзын,aliqandin
1083,anzünden::V,ссудзын,pêxistin
1084,aufheben::V,сисын,hildan
1085,zurücklassen::V,ныууадзын,hiştin
1086,zurücklassen::V,ныууадзын,vehiştin
1087,verlieren::V,фесафын,wendakirin
1088,fallen lassen::V,ӕрӕппарын,xistin bixe
1089,fallen lassen::V,ӕрӕппарын,xistin
1090,fallen lassen::V,къухтӕй феуӕгъд кӕнын,xistin bixe
1091,fallen lassen::V,къухтӕй феуӕгъд кӕнын,xistin
1092,machen::V,саразын,kirin
1093,machen::V,саразын,çêkirin
1094,herstellen::V,сцæттæ кæнын,çê kirin
1095,herstellen::V,сцæттæ кæнын,peyda kirin
1096,herstellen::V,саразын,çê kirin
1097,herstellen::V,саразын,peyda kirin
1098,bauen::V,амайын,lêkirin
1099,reparieren::V,æмпъузын,veherînerîn
1100,reparieren::V,цалцæг кæнын,veherînerîn
1101,verbessern::V,фæхуыздæр кæнын,sererastkirin
1102,ändern::V,аивын,degiş kirin
1103,graben::V,къахын,kolandin
1104,beugen::V,æркъæдз кæнын,tewîn
1105,beugen::V,æркъæдз кæнын,xwar kirin
1106,beugen::V,æртасын кæнын,tewîn
1107,beugen::V,æртасын кæнын,xwar kirin
1108,biegen::V,тасын кӕнын,tewandin
1109,biegen::V,тасын кӕнын,xwarkirin
1110,drehen::V,здухын,fitilandin
1111,wenden::V,афæлдахын,zivîrin
1112,wenden::V,рафæлдахын,zivîrin
1113,umdrehen::V,афæлдахын,vegerandin
1114,heben::V,сдарын,hildan
1115,heben::V,схæцын,hildan
1116,hochheben::V,уæлæмæ хæцын,hildan
1117,ergreifen::V,фӕлӕбурын,dest avêtin
1118,halten::V,дарын,hîştin
1119,halten::V,дарын,sekinîn
1120,drücken::V,æлхъивын,pêl kirin
1121,drücken::V,хæцын,pêl kirin
1122,schieben::V,схойын,damdan
1123,kratzen::V,хафын,xurandin
1124,lecken::V,сдæрын,alastin
1125,beißen::V,хæцын,gez kirin
1126,abreißen::V,ратонын,hilşandin
1127,abschneiden::V,ралыг кӕнын,jêkirin
1128,binden::V,бабӕттын,girêdan
1129,stecken::V,ныссадзын,têxistin
1130,brechen::V,асæттын,şikandin
1131,brechen::V,басæттын,şikandin
1132,brechen::V,ныссæттын,şikandin
1133,klopfen::V,хойын,kutandin
1134,klopfen::V,гуыпп-гуыпп кæнын,kutandin
1135,klopfen::V,къуырцц-къуырцц кæнын,kutandin
1136,hauen::V,цӕвын,li dan
1137,hauen::V,нӕмын,li dan
1138,kleben::V,ныхасын,zeliqîn
1139,kleben::V,ныхасын,şirêz kirin
1140,kleben::V,æндадзын,zeliqîn
1141,kleben::V,æндадзын,şirêz kirin
1142,reiben::V,сӕрфын,firikandin
1143,reiben::V,хафын,firikandin
1144,streichen::V,байсæрдын,bax dan
1145,streichen::V,сахорын,bax dan
1146,schleifen::V,ссын,çarkirin
1147,schleifen::V,цыргъ кӕнын,çarkirin
1148,schneiden::V,кӕрдын,jêkirin
1149,rütteln::V,æнкъусын,hejandin
1150,schütteln::V,уигъын,daweşîn
1151,schwenken::V,тилын,têwdan
1152,schwenken::V,уигъын,têwdan
1153,schütten::V,ныккӕнын,rijandin
1154,füllen::V,байдзаг кæнын,dagirtin
1155,einwickeln::V,батухын,pêçandin
1156,tragen::V,хӕссын,kişandin
1157,tragen::V,хӕссын,rajtin
1158,schleppen::V,ласын,kişandin
1159,ziehen::V,ласын,kişandin
1160,aufbewahren::V,æвæрын,hilandin
1161,werfen::V,зыввытт кӕнын,avêtin
1162,fangen::V,ӕрцахсын,sem kirin
1163,fangen::V,ӕрцахсын,girtin
1164,packen::V,рацахсын,pê girtin
1165,verstecken::V,æмбæхсын,hîlanin
1166,verstecken::V,нымæхсын,hîlanin
1167,teilen::V,уарын,parvekirin
1168,schicken::V,ӕрвитын,şandin
1169,bringen::V,æрхæссын,anîn
1170,bringen::V,æрхæссын,birin
1171,bringen::V,æрбахæссын,anîn
1172,bringen::V,æрбахæссын,birin
1173,hinzufügen::V,ӕфтауын,dan ser
1174,hinzufügen::V,ӕфтауын,li tiştekî zêde kirin
1175,bekommen::V,ссарын,standin
1176,bekommen::V,сфæрæз кæнын,standin
1177,bekommen::V,самал кæнын,standin
1178,erhalten::V,райсын,standin
1179,nehmen::V,райсын,girtin
1180,wählen::V,равзарын,ray dan
1181,auswählen::V,авзарын,bijartin
1182,bewahren::V,бавæрын,rê li ber girtin
1183,bewahren::V,бавæрын,lê xwedî derketin
1184,bewahren::V,нывæрын,rê li ber girtin
1185,bewahren::V,нывæрын,lê xwedî derketin
1186,behindern::V,цæлхдур æвæрын,bara wi
1187,behindern::V,ныхдур æвæрын,bara wi
1188,behindern::V,къуылымпы кæнын,bara wi
1189,behindern::V,хъыг дарын,bara wi
1190,verderben::V,фесафын,heram bûn
1191,beschädigen::V,халын,xerab kirin
1192,zerbrechen::V,асӕттын,şikênandin
1193,zerbrechen::V,асӕттын,perçe kirin
1194,zerreißen::V,аскъуынын,qelişandin
1195,zerstören::V,фехалын,hilşandin
1196,verbrennen::V,басудзын,şewitandin
1197,geben::V,дӕттын,dan
1198,geben::V,дӕттын,dayin
1199,reichen::V,адæттын,besbûn
1200,reichen::V,адæттын,têrkirin
1201,schenken::V,лæвар кæнын,diyarî kirin
1202,versprechen::V,дзырд раттын,soz dan
1203,versprechen::V,зӕрдӕ бавӕрын,soz dan
1204,wünschen::V,зæрдæ зæгъы,dil kirin
1205,loben::V,раппӕлын,pesinandin
1206,küssen::V,пъа кæнын,maçkirin
1207,küssen::V,ба кæнын,maçkirin
1208,wiegen::V,узын,lorandin
1209,wiegen::V,узын,wezinandin
1210,zudecken::V,бамбӕрзын,nixumandin
1211,wecken::V,райхъал кӕнын,bixwe hesandin
1212,zeigen::V,амонын,şanîdan
1213,führen::V,кӕнын,raber kirin
1214,führen::V,фæкæнын,raber kirin
1215,lehren::V,ахуыр кæнын,hîn kirin
1216,unterrichten::V,ахуыр кæнын,ders dan
1217,aufziehen::V,хъомыл кӕнын,mesinkirin
1218,leiten::V,разамынд дӕттын,rêberî kirin
1219,antreiben::V,тагъд кæнын,bezandin
1220,antreiben::V,рог кæнын,bezandin
1221,lassen::V,кæнын,berdan
1222,lassen::V,кæнын,hiştin
1223,einladen::V,ӕрхонын,dawet kirin
1224,einladen::V,ӕрбахонын,dawet kirin
1225,vereinigen::V,баиу кӕнын,bi yek kirin
1226,besuchen::V,абæрæг кæнын,mêvan bûn
1227,besuchen::V,бабæрæг кæнын,mêvan bûn
1228,besuchen::V,бауайын,mêvan bûn
1229,treffen::V,фембæлын,rast hatin
1230,sich versammeln::V,æрæмбырд уын,li hev çivîn
1231,spielen::V,хъазын,listin
1232,singen::V,зарын,stran
1233,tanzen::V,кафын,reqisîn
1234,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,hew berdan
1235,verlassen::V,ныууадзын,tanê hişt
1236,verlassen::V,ныууадзын,bêkes
1237,retten::V,фервӕзын кӕнын,rihakirin
1238,bewachen::V,хъахъхъӕнын,raçavkirin
1239,schützen::V,хъахъхъӕнын,hemet kirin
1240,verteidigen::V,бахизын,paraztin
1241,sich schlagen::V,хыл кæнын,li hev bezîn
1242,schießen::V,ӕхсын,agir kirin
1243,siegen::V,басӕттын,biser ketin
1244,siegen::V,фӕуӕлахиз уӕвын,biser ketin
1245,ärgern::V,мӕсты кӕнын,xeyirandin
1246,schlagen::V,ныццæвын,lêdan
1247,schlagen::V,ныццæвын,lêxistin
1248,stechen::V,фæрæхойын,têrekirin
1249,stoßen::V,риуыгъын,lêketin
1250,stehlen::V,давын,dizîn
1251,stehlen::V,давын,dizî birin
1252,stören::V,хъыгдарын,aciz kirin
1253,belästigen::V,хъыгдарын,li tela yeki ketin
1254,verbergen::V,бамбӕхсын,veşartin
1255,verbergen::V,бамбӕхсын,kemîndanîn
1256,verbergen::V,басусӕг кӕнын,veşartin
1257,verbergen::V,басусӕг кӕнын,kemîndanîn
1258,täuschen::V,фӕливын,xapandin
1259,täuschen::V,фӕливын,lê zexeli kirin
1260,täuschen::V,асайын,xapandin
1261,täuschen::V,асайын,lê zexeli kirin
1262,betrügen::V,асайын,xapandin
1263,töten::V,амарын,kûştin
1264,wohnen::V,цӕрын,rûniştin
1265,arbeiten::V,кусын,kar kirin
1266,arbeiten::V,кусын,şêxulin
1267,sammeln::V,æртонын,komkirin
1268,pflücken::V,тонын,çinîn
1269,jagen::V,цуан кæнын,nêçîr kirin
1270,fischen::V,кæсаг ахсын æнгуырæй,masî girtin
1271,fischen::V,æнгуыр дарын,masî girtin
1272,fassen::V,ӕрцахсын,pê girtin
1273,fassen::V,ӕрцахсын,sêm kirin
1274,hüten::V,хизын,hei jê man
1275,treiben::V,скъӕрын,bêherandin
1276,anbinden::V,бабæттын,tewilandin
1277,anbinden::V,æрбæттын,tewilandin
1278,füttern::V,холлаг дæттын,xwarine dan lê
1279,füttern::V,холлаг æвæрын,xwarine dan lê
1280,füttern::V,дарын,xwarine dan lê
1281,melken::V,дуцын,dotin
1282,hacken::V,кæрдын,kolandin
1283,hacken::V,лыгтæ кæнын,kolandin
1284,gießen::V,бакалын,av dan
1285,reifen::V,срæгъæд уын,kemilîn
1286,reifen::V,сцæттæ уын,kemilîn
1287,zubereiten::V,сцӕттӕ кӕнын,çe kirin
1288,kochen::V,фыцын,xwarin çe kirin
1289,kochen::V,фыцын,kelandin
1290,backen::V,фыцын,pijandin
1291,braten::V,цурын,qelandin
1292,braten::V,цурын,sor kirin
1293,umrühren::V,ахæццæ кæнын,têvdan
1294,umrühren::V,азмæнтын,têvdan
1295,umrühren::V,астауын,têvdan
1296,stricken::V,кæнын,hûnan
1297,stricken::V,бийын,hûnan
1298,nähen::V,хуыйын,kêl kirin
1299,färben::V,ахорын,boyax kirin
1300,reinigen::V,ссыгъдæг кæнын,paqijkirin
1301,reinigen::V,ныссыгъдæг кæнын,paqijkirin
1302,reinigen::V,ныссæрфын,paqijkirin
1303,waschen::V,ӕхсын,şuştin
1304,abwischen::V,сӕрфын,pakîj kirin
1305,spülen::V,æнхъæвзын,şuştin
1306,fegen::V,мӕрзын,maliştin
1307,kehren::V,мӕрзын,maliştin
1308,baden::V,хи найын,serîşûştin
1309,sich waschen::V,хи æхсын,serîşûştin
1310,ausziehen::V,ласын,jê kirin
1311,anziehen::V,скæнын,pê kirin
1312,sich anziehen::V,дзаума скæнын,xwe kirin
1313,sich anziehen::V,дарæс скæнын,xwe kirin
1314,kämmen::V,ныффасын,şeh kirin
1315,kämmen::V,æрфасын,şeh kirin
1316,schmücken::V,фӕлындын,xemilandin
1317,sagen::V,зæгъын,gotin
1318,sagen::V,зæгъын,peyivîn
1319,sprechen::V,дзурын,peyivîn
1320,reden::V,ныхас кӕнын,axaftin
1321,sich unterhalten::V,ныхас кæнын,hev biştaxilin
1322,fragen::V,фӕрсын,pirsîn
1323,fragen::V,фӕрсын,pirs kirin
1324,bitten::V,курын,tika kirin
1325,erzählen::V,радзурын,behs kirin
1326,erzählen::V,ратаурæгъ кæнын,behs kirin
1327,mitteilen::V,фехъусын кæнын,vegotin
1328,nennen::V,хонын,bi nav kirin
1329,rufen::V,сидын,bakirin
1330,prahlen::V,ӕппӕлын,pesnê xwe dan
1331,übersetzen::V,ратæлмац кæнын,qulibandin
1332,übersetzen::V,ратæлмац кæнын,derbas kirin
1333,denken::V,ӕнхъӕлын,fikirîn
1334,denken::V,хъуыды кӕнын,fikirîn
1335,glauben::V,уырнын,bawer bûn
1336,bemerken::V,фенын,bala xwe dan
1337,bemerken::V,фенын,çac lê ketin
1338,erkennen::V,базонын,pêhesîn
1339,begreifen::V,ӕмбарын,fêmkirin
1340,begreifen::V,бамбарын,fêmkirin
1341,lernen::V,ахуыр кӕнын,halmandin
1342,lernen::V,ахуыр кӕнын,fêrbun
1343,wissen::V,зонын,zanîn
1344,sich erinnern an::V,зæрдыл æрлæууын,bir bûn
1345,sich erinnern an::V,æрымысын,bir bûn
1346,sich erinnern an::V,æрбаймысын,bir bûn
1347,sich erinnern an::V,æрхъуыды кæнын,bir bûn
1348,vergessen::V,ферох кæнын,ji bir kirin
1349,vergessen::V,айрох кæнын,ji bir kirin
1350,messen::V,барын,pê kanîn
1351,zählen::V,нымайын,hejmardin
1352,rechnen::V,хынцын,hesibandin
1353,lesen::V,кӕсын,xwendin
1354,lesen::V,фӕрсын,xwendin
1355,malen::V,ныв кӕнын,rengandin
1356,malen::V,ныв кӕнын,boyax kirin
1357,zeichnen::V,ныв кӕнын,işaret kirin
1358,schreiben::V,фыссын,nivîsandin
1359,besitzen::V,хицау уын,hebûn
1360,kaufen::V,балхӕнын,kirîn
1361,verkaufen::V,уӕй кӕнын,firotin
1362,bezahlen::V,бафидын,pere dan
1363,zahlen::V,фидын,pere dan
1364,zahlen::V,фидын,dayin
1365,beherrschen::V,æлдариуæг кæнын,zebt kirin
1366,beherrschen::V,æлдариуæг кæнын,hukim kirin
1367,ertragen::V,бавзарын,bihêzkirin
1368,Leine::N,,şirît
1369,rauschen::V,,guşîn
1370,treten::V,,têlekirin
1371,verstehen::V,,fêmkirin
