,Concept_ID,ab,hr
740,geschickt::A,напҟазала,vješt
741,lieb::A,алашара,drag
742,lustig::A,алах-ҿых,veseo
743,lustig::A,игурҕьаччо,veseo
744,lustig::A,агурҕьа,veseo
745,lustig::A,агурҿыхага,veseo
746,sanft::A,атата,blag
747,sanft::A,аҟəымшəышə,blag
748,sanft::A,ақьыҧш,blag
749,hungrig::A,амлашь,gladan
750,krank::A,ачымазаҩ,bolestan
751,nackt::A,аҟьантаз,nag
752,traurig::A,алахьеиқəҵага,tužan
753,traurig::A,алахьеиқəҵага,žalostan
754,lebendig::A,абза,živ
755,gut::A,абзиа,dobar
756,schlecht::A,-хəарҭам,loš
757,schlecht::A,-хəарҭам,rđav
758,richtig::A,иашоу,tačan
759,richtig::A,иашоу,ispravan
760,schlimm::A,абааҧсы,zao
761,schlimm::A,абааҧсы,zločest
762,wahr::A,агəҭылса,istinit
763,wahr::A,абзиаҵəҟьа,istinit
764,alt::A,Ажə,star
765,neu::A,аҿыц,nov
766,ehemalig::A,анкьатәи,bivši
767,alt[Lebewesen]::A,абырг,star
768,alt[Lebewesen]::A,ақабада,star
769,alt[Lebewesen]::A,Ажə,star
770,jung::A,аҟата,mlad
771,arm::A,ананамга,ubog
772,arm::A,ананамга,siromašan
773,reich::A,абеиа,bogat
774,bekannt::A,адыр,poznat
775,berühmt::A,адыр,čuven
776,berühmt::A,адыр,slavan
777,fremd::A,атəым,tuđ
778,fremd::A,атəым,stran
779,verschieden::A,Еиуа-еиҧшым,razan
780,verschieden::A,Еиуа-еиҧшым,različan
781,nah::A,ааигəа,blizak
782,fern::A,ахара,dalek
783,fern::A,ахара,daljnji
784,linker::A,арма,lijevi
785,rechter::A,арҕьа,desni
786,anderer::A,даҽа,drugi
787,anderer::A,даҽа,drugačiji
788,anderer::A,даҽакы,drugi
789,anderer::A,даҽакы,drugačiji
790,erster::A,актәи,prvi
791,zweiter::A,аҩбатəи,drugi
792,dritter::A,ахҕатәи,treći
793,letzter::A,аҵыхəтəантəи,zadnji
794,allein::ADV,мацара,sam
795,auf einmal::ADV,зныкала,istodobno
796,auf einmal::ADV,зныкҟьара,istodobno
797,zusammen::ADV,аиц...,skupa
798,zusammen::ADV,аиц...,zajedno
799,lange::ADV,акыраамҭа,dugo
800,plötzlich::ADV,иаалырҟьаны,naglo
801,plötzlich::ADV,иаалырҟьаны,iznenada
802,sofort::ADV,иаразнакҵәҟьа,odmah
803,später::ADV,уажəшьҭаншəа,kasnije
804,jetzt::ADV,уажәы,sad
805,jetzt::ADV,уажәы,sada
806,heute::ADV,иахьа,danas
807,morgen::ADV,уаҵәы,sutra
808,bald::ADV,иласны,skoro
809,bald::ADV,иласны,doskora
810,dann::ADV,нас,zatim
811,gestern::ADV,иацы,juče
812,gestern::ADV,иацы,jučer
813,einst::ADV,зны,negda
814,einst::ADV,зны,nekada
815,damals::ADV,усҟан,tada
816,damals::ADV,усҟан,onda
817,danach::ADV,нас,poslije
818,danach::ADV,нас,nakon toga
819,vorher::ADV,уаанӡа,prije
820,vorher::ADV,уаанӡа,prije toga
821,zuerst::ADV,азнаказы,prvo
822,zuerst::ADV,азнаказы,najprije
823,zuerst::ADV,аҧхьа,prvo
824,zuerst::ADV,аҧхьа,najprije
825,einmal::ADV,зны,jednom
826,einmal::ADV,зны,jedanput
827,manchmal::ADV,зны-зынла,katkad
828,manchmal::ADV,зны-зынла,katkada
829,oft::ADV,лассы-лассы,često
830,immer::ADV,енагь,vazda
831,immer::ADV,енагь,uvijek
832,immer::ADV,еснагь,vazda
833,immer::ADV,еснагь,uvijek
834,niemals::ADV,ианакəызаалак,nikad
835,niemals::ADV,ианакəызаалак,nikada
836,hier::ADV,ара,tu
837,hier::ADV,ара,ovdje
838,hier::ADV,абра,tu
839,hier::ADV,абра,ovdje
840,hier::ADV,араҟа,tu
841,hier::ADV,араҟа,ovdje
842,hierhin::ADV,ара,amo
843,hierhin::ADV,ара,ovamo
844,hierhin::ADV,араҟа,amo
845,hierhin::ADV,араҟа,ovamo
846,von hier::ADV,арантә,odavde
847,dort::ADV,уа,ondje
848,dorthin::ADV,уахь,onamo
849,dorthin::ADV,анахь,onamo
850,geradeaus::ADV,ишиашоу,ravno
851,vorwärts::ADV,ҕхьаҟа,naprijed
852,rückwärts::ADV,шьҭахьла,natrag
853,zurück::ADV,шьҭахьҟа,nazad
854,zurück::ADV,шьҭахьҟа,natrag
855,unten::ADV,лбаа,dolje
856,hinab::ADV,алада,nizbrdo
857,oben::ADV,хыхь,gore
858,hinauf::ADV,аҩада,uzbrdo
859,überall::ADV,зегьынцьара,svuda
860,überall::ADV,зегьынцьара,svagdje
861,nicht::ADV,-м,ne
862,ein wenig::ADV,ҕыҭк,malo
863,kaum::ADV,аарлаҳәа,tek
864,kaum::ADV,аарлаҳәа,jedva
865,kaum::ADV,афергьҳәа,tek
866,kaum::ADV,афергьҳәа,jedva
867,sehr::ADV,даара,jako
868,sehr::ADV,даара,veoma
869,so::ADV,ас,tako
870,so::ADV,ас,ovako
871,so::ADV,абас,tako
872,so::ADV,абас,ovako
873,noch::ADV,макьана,još
874,nur::ADV,заҵәык,samo
875,schon::ADV,уажәшьҭа,već
876,schon::ADV,аиҳа ипоу,već
877,wieder::ADV,ҿыц,opet
878,wieder::ADV,ҿыц,ponovo
879,wieder::ADV,дырҩегь,opet
880,wieder::ADV,дырҩегь,ponovo
881,wieder::ADV,дырҩегьых,opet
882,wieder::ADV,дырҩегьых,ponovo
883,vergebens::ADV,баша,uzalud
884,vergebens::ADV,баша,zabadava
885,vor::PRP,аҕхьа,pred
886,vor::PRP,аҕхьа,ispred
887,hinter::PRP,нхыҵ,za
888,hinter::PRP,нхыҵ,iza
889,unter::PRP,амҵа,pod
890,unter::PRP,амҵа,ispod
891,unter::PRP,амҵан,pod
892,unter::PRP,амҵан,ispod
893,neben::PRP,ааигуара,kraj
894,neben::PRP,ааигуара,pored
895,neben::PRP,ааигуара,pokraj
896,zwischen::PRP,абжьара,među
897,zwischen::PRP,абжьара,između
898,wegen::PRP,-иззы,radi
899,wegen::PRP,-иззы,zbog
900,wegen::PRP,-ҟнытә,radi
901,wegen::PRP,-ҟнытә,zbog
902,dies::PRN,ари,ovo
903,dies::PRN,абри,ovo
904,das::PRN,Абни,to
905,das::PRN,Абни,ono
906,das::PRN,убри,to
907,das::PRN,убри,ono
908,alles::PRN,зегьы,sve
909,ich::PRN,са,ja
910,ich::PRN,сара,ja
911,du::PRN,бара,ti
912,er::PRN,иара,on
913,wir::PRN,ҳара,mi
914,ihr::PRN,шәара,vi
915,sie::PRN,дара,oni
916,wer::FPRN,дарбан,tko
917,wo::FADV,иабыкуу,gdje
918,wo::FADV,аба-,gdje
919,wo::FADV,ахь-,gdje
920,wohin::FADV,иабыкуу,kuda
921,wohin::FADV,иабыкуу,kamo
922,wohin::FADV,аба-,kuda
923,wohin::FADV,аба-,kamo
924,wohin::FADV,ахь-,kuda
925,wohin::FADV,ахь-,kamo
926,wie::FADV,-шҕа,kako
927,warum::FADV,избан,zašto
928,wieviel::FNUM,заҟа,koliko
929,eins::NUM,акы,jedan
930,eins::NUM,аӡәы,jedan
931,zwei::NUM,ҩба,dva
932,drei::NUM,хҕа,tri
933,vier::NUM,ҕшьба,četiri
934,fünf::NUM,хəба,pet
935,sechs::NUM,фба,šest
936,sieben::NUM,Бжьба,sedam
937,acht::NUM,ааба,osam
938,neun::NUM,жәба,devet
939,zehn::NUM,жәаба,deset
940,elf::NUM,жәеизатәи,jedanaest
941,zwölf::NUM,жәаҩа,dvanaest
942,zwanzig::NUM,ҩажәа,dvadeset
943,dreißig::NUM,ҩажәижәабатәи,trideset
944,vierzig::NUM,ҩынҩажәа,četrdeset
945,fünfzig::NUM,ҩынҩажәеижәаба,pedeset
946,sechzig::NUM,хынҩажәа,šezdeset
947,siebzig::NUM,хынҩажәижәаба,sedamdeset
948,achtzig::NUM,ҕшьынҩажәа,osamdeset
949,neunzig::NUM,ҕшьынҩажәижәаба,devetdeset
950,hundert::NUM,шәкы,sto
951,tausend::NUM,зқьы,tisuća
952,und::CNJ,-и,i
953,und::CNJ,-и,te
954,oder::CNJ,ма,ili
955,stehen::V,агылазаара,stajati
956,sitzen::V,атəара,sjediti
957,sitzen::V,атəа(заа)ра,sjediti
958,liegen::V,аиара,ležati
959,hängen::V,акнаҳара,visiti
960,werden::V,аҟалара,postati
961,werden::V,аҟалара,činiti se
962,passieren::V,аҟалара,desiti se
963,passieren::V,аҟалара,dogoditi se
964,beginnen::V,алагара,početi
965,enden::V,алгара,prestati
966,enden::V,алгара,svršiti se
967,wechseln::V,аҽыҧсахра,mijenjati se
968,aufgehen[Sonne]::V,агылара,izići
969,aufgehen[Sonne]::V,ахашлара,izići
970,aufgehen[Sonne]::V,аҩаҵхахара,izići
971,untergehen[Sonne]::V,аҭашəара,zaći
972,scheinen[Sonne]::V,акаҧхара,sijati
973,donnern::V,адыдра,grmjeti
974,wehen::V,асра,duhati
975,strömen::V,акаҭəара,strujati
976,fließen::V,ацара,teći
977,sich drehen::V,ахагьежьра,obrtati se
978,sich drehen::V,ахагьежьра,vrtjeti se
979,schwanken::V,аҵысра,teturati
980,schwanken::V,аҵысра,kolebati se
981,schwingen::V,ахызазара,njihati
982,schwingen::V,ахызазара,titrati
983,schwingen::V,акьаандара,njihati
984,schwingen::V,акьаандара,titrati
985,fallen::V,акаҳара,padati
986,brennen::V,абылра,gorjeti
987,rauchen::V,ахылҵра,dimiti se
988,regnen::V,аура,kišiti
989,regnen::V,аура,daždjeti
990,gefrieren::V,аҵаара,smrznuti se
991,tauen::V,аӡҭра,kopnjeti
992,tauen::V,аӡҭра,kraviti se
993,schmelzen::V,ақəӡыҭра,topiti se
994,schmelzen::V,аҭəара,topiti se
995,trocknen::V,абара,sušiti se
996,sieden::V,ашра,kipjeti
997,sieden::V,ашра,ključati
998,faulen::V,абаара,gnjiti
999,verfaulen::V,абаара,sagnjiti
1000,verfaulen::V,аилашра,sagnjiti
1001,reißen::V,аҧжəара,otrgnuti se
1002,versinken::V,аӡааҟəрылара,tonuti
1003,versinken::V,аӡааҟəрылара,propasti
1004,vergehen::V,ацара,prolaziti
1005,erscheinen::V,ацəырҵра,pojaviti se
1006,verschwinden::V,аҵашəкəара,nestati
1007,verschwinden::V,аҵашəкəара,izgubiti se
1008,sinken::V,атəара,trgnuti
1009,sinken::V,атəара,spustiti se
1010,sinken::V,алаҟəра,trgnuti
1011,sinken::V,алаҟəра,spustiti se
1012,abnehmen::V,ацӡаара,opasti
1013,abnehmen::V,аиҵалара,opasti
1014,zunehmen::V,аҽырҭбаара,povećati se
1015,zunehmen::V,аиҵыҵра,povećati se
1016,zunehmen::V,арацəахара,povećati se
1017,steigen::V,азҳара,uzići
1018,steigen::V,азҳара,nadoći
1019,steigen::V,ашьҭыҵра,uzići
1020,steigen::V,ашьҭыҵра,nadoći
1021,steigen::V,адухара,uzići
1022,steigen::V,адухара,nadoći
1023,steigen::V,ацлара,uzići
1024,steigen::V,ацлара,nadoći
1025,wachsen::V,азҳара,rasti
1026,glänzen::V,ацыр-цырра,blistati
1027,glänzen::V,ацыр-цырра,sjati se
1028,glänzen::V,ацыҩ-цыҩра,blistati
1029,glänzen::V,ацыҩ-цыҩра,sjati se
1030,glänzen::V,аказказра,blistati
1031,glänzen::V,аказказра,sjati se
1032,funkeln::V,ашап-шапра,svjetlucati
1033,funkeln::V,ацым-цымра,svjetlucati
1034,lärmen::V,ашьҭыбжьгара,bučati
1035,lärmen::V,ашьҭыбжьгара,galamiti
1036,lärmen::V,аҕьҕьаҳәа аилалара,bučati
1037,lärmen::V,аҕьҕьаҳәа аилалара,galamiti
1038,läuten::V,аҵəҵəасра,zvoniti
1039,klingeln::V,аҵəҵəасра,zvoniti
1040,klirren::V,ахьархьарра,zvečati
1041,klirren::V,архьархьарра,zvečati
1042,brausen::V,аилаҽҽара,hujati
1043,brausen::V,еилашуера,hujati
1044,klingen::V,агара,zvučati
1045,klingen::V,ашьҭыбжь гара,zvučati
1046,bellen::V,ашра,lajati
1047,heulen::V,ауура,zavijati
1048,blasen::V,аҭəҳəара,puhati
1049,pfeifen::V,ашəшəра,fućkati
1050,schreien::V,аҳəҳəара,vikati
1051,schreien::V,аҳəҳəара,kričati
1052,schreien::V,ахəаара,vikati
1053,schreien::V,ахəаара,kričati
1054,schreien::V,аҟаара,vikati
1055,schreien::V,аҟаара,kričati
1056,stöhnen::V,ақьра,stenjati
1057,zittern::V,аҵыс-ҵысра,drhtati
1058,zittern::V,аҵыс-ҵысра,trepetati
1059,leben::V,аҟазаара,živjeti
1060,geboren werden::V,Аира,roditi se
1061,atmen::V,аҕсыҕ лагаҩагара,disati
1062,trinken::V,ажəра,piti
1063,essen::V,акрыфара,jesti
1064,schlucken::V,албаадара,gutati
1065,müde werden::V,ааҕсара,umoriti se
1066,einschlafen::V,ацəара,usnuti
1067,einschlafen::V,ацəара,zaspati
1068,schlafen::V,ацəазаара,spati
1069,aufwachen::V,аҿыхара,probuditi se
1070,aufstehen::V,Агəылҵра,ustati
1071,sich erholen::V,аҧсшьара,odmoriti se
1072,krank werden::V,ачмазаҩхара,oboljeti se
1073,krank werden::V,ачмазаҩхара,razboljeti se
1074,krank sein::V,аҳəарҧсарра,bolovati
1075,schmerzen::V,ахьра,boljeti
1076,husten::V,аимҳәара,kašljati
1077,genesen::V,абзиахара,ozdraviti
1078,genesen::V,абзиахара,oporaviti se
1079,genesen::V,аӷəӷəахара,ozdraviti
1080,genesen::V,аӷəӷəахара,oporaviti se
1081,sterben::V,аҧсра,umrijeti
1082,umkommen::V,аҭахара,skapati
1083,sich bewegen::V,аиҭаҵра,gibati se
1084,sich bewegen::V,аиҭаҵра,kretati se
1085,sich rühren::V,ақəацара,maknuti se
1086,sich erheben::V,аҩагылара,dići se
1087,sich setzen::V,атəара,sjesti
1088,hinfallen::V,акаҳара,pasti
1089,laufen::V,аныҟəара,hodati
1090,schreiten::V,ашьаҿа еихгара,stupati
1091,spazierengehen::V,анеи-ааира,šetati se
1092,eilen::V,аццакра,hitati
1093,sich beeilen::V,аццакра,požuriti se
1094,sausen::V,аҧырра,juriti
1095,sausen::V,иҭрысны,juriti
1096,sausen::V,ишьҭҟьаны ацара,juriti
1097,rennen::V,аҩра,trčati
1098,springen::V,аҧара,skakati
1099,klettern::V,ақəлара,popeti se
1100,klettern::V,ақəлара,penjati se
1101,schaukeln::V,аҟəараҟəанҽара,ljuljati se
1102,kriechen::V,аҳəазара,puzati
1103,kriechen::V,аҳəазара,gmizati
1104,schwimmen::V,аӡсара,plivati
1105,tauchen::V,ахəӡааҵəира,roniti
1106,tauchen::V,ахəӡааҵəира,gnjuriti
1107,rudern::V,аҵшьра,veslati
1108,fahren::V,акала,voziti se
1109,fliegen::V,аҧырра,letjeti
1110,fliegen::V,аҧырра,lijetati
1111,gehen::V,аиҭаҵра,ići
1112,weggehen::V,ацара,otići
1113,abfahren::V,адəықəлара,krenuti
1114,abfahren::V,адəықəлара,otputovati
1115,abfahren::V,ацара,krenuti
1116,abfahren::V,ацара,otputovati
1117,anhalten::V,ааныргылара,stati
1118,anhalten::V,ааныргылара,zaustaviti
1119,hineingehen::V,аҭалара,ulaziti
1120,eintreten::V,аҩналара,ući
1121,kommen::V,аара,doći
1122,kommen::V,ааира,doći
1123,ankommen::V,ааира,stići
1124,ankommen::V,аара,stići
1125,ankommen::V,анеира,stići
1126,zurückkommen::V,азыхынҳəра,vratiti se
1127,zurückkommen::V,азыхынҳəра,povratiti se
1128,bleiben::V,аанхара,ostati
1129,bleiben::V,анхара,ostati
1130,bleiben::V,аангылара,ostati
1131,warten::V,азҧшзаара,čekati
1132,erwarten::V,азҧшра,očekivati
1133,suchen::V,ашьҭазаара,tražiti
1134,finden::V,аҧшаара,naći
1135,versuchen::V,аҽазкра,pokušati
1136,vorbereiten::V,армазеира,spremiti
1137,vorbereiten::V,армазеира,pripremiti
1138,lieben::V,абзиабара,voljeti
1139,mögen::V,агəаҧхара,voljeti
1140,lachen::V,аччара,smijati se
1141,rühren::V,арҵəуара,taknuti
1142,weinen::V,аҵəуара,plakati
1143,schimpfen::V,ацəҳара,psovati
1144,sich ärgern::V,агəаара,ljutiti se
1145,sich fürchten::V,аӡыӡара,bojati se
1146,fürchten::V,ацəшəара,bojati se
1147,fliehen::V,абналара,pobjeći
1148,fliehen::V,ацəцара,pobjeći
1149,flüchten::V,абналара,utjeći
1150,flüchten::V,ацəцара,utjeći
1151,sehen::V,абара,vidjeti
1152,anschauen::V,ахəаҧшра,ogledati
1153,ansehen::V,ахəаҧшра,gledati
1154,hören::V,аҳара,čuti
1155,zuhören::V,азыӡырҩра,slušati
1156,probieren::V,аҧышəара,probati
1157,riechen::V,афыҩра,osjećati miris
1158,fühlen::V,анырра,osjećati
1159,fühlen::V,ацәакырра,osjećati
1160,scheinen::V,шәа,činiti se
1161,scheinen::V,аацәырҵа,činiti se
1162,vernehmen::V,аҳара,saznati
1163,frieren::V,ашəра,zima je
1164,frieren::V,аҵаара,zima je
1165,tun::V,аҟаҵара,raditi
1166,können::V,алшара,moći
1167,wollen::V,аҭахра,htjeti
1168,anfangen::V,алагара,početi
1169,beenden::V,алгара,svršiti
1170,beenden::V,алгара,dovršiti
1171,aufhören::V,аҟəыҵра,prestati
1172,gelingen::V,аура,uspjeti
1173,gelingen::V,аманшəалахара,uspjeti
1174,gelingen::V,алҵра,uspjeti
1175,geraten::V,нзаарын,desiti se
1176,öffnen::V,аартра,otvoriti
1177,schließen::V,аркра,zatvoriti
1178,stellen::V,аргылара,metnuti
1179,stellen::V,аргылара,postaviti
1180,setzen::V,артəара,posaditi
1181,legen::V,ақəҵара,polagati
1182,berühren::V,акьысра,doticati
1183,berühren::V,акьысра,dodirivati
1184,berühren::V,алакьысра,doticati
1185,berühren::V,алакьысра,dodirivati
1186,verbinden::V,аҿаҳəара,spojiti
1187,verbinden::V,аҿаҳəара,zavezati
1188,bedecken::V,ақəршəра,pokriti
1189,aufhängen::V,акнаҳара,objesiti
1190,anzünden::V,аркра,upaliti
1191,anzünden::V,аркра,zapaliti
1192,aufheben::V,ашьҭыхра,podići
1193,aufheben::V,ашьҭыхра,podignuti
1194,zurücklassen::V,аныжьра,ostaviti
1195,zurücklassen::V,аныжьра,pustiti natrag
1196,verlieren::V,ацəыӡра,izgubiti
1197,fallen lassen::V,ацəкаҳара,ispustiti
1198,machen::V,ачаҧара,uraditi
1199,machen::V,ачаҧара,načiniti
1200,machen::V,ачаҧара,napraviti
1201,herstellen::V,аиҵдара,proizvesti
1202,bauen::V,аргылара,graditi
1203,reparieren::V,арҽеира,popraviti
1204,verbessern::V,аиҕьтəра,poboljšati
1205,ändern::V,аҧсахра,promijeniti
1206,graben::V,ажра,kopati
1207,graben::V,ажра,kopkati
1208,beugen::V,арҟəра,saviti
1209,beugen::V,архəара,saviti
1210,biegen::V,арҟəра,saviti
1211,biegen::V,арҟəра,sagnuti
1212,biegen::V,архəара,saviti
1213,biegen::V,архəара,sagnuti
1214,drehen::V,аргьежьра,vrtjeti
1215,umdrehen::V,аарҳәра,okrenuti
1216,umdrehen::V,аарҳәра,prevŕnuti
1217,heben::V,аҩахара,dizati
1218,heben::V,араҳара,dizati
1219,hochheben::V,ахагалара,dignuti
1220,hochheben::V,ашьҭҳəара,dignuti
1221,halten::V,акра,držati
1222,drücken::V,ақəрӷəӷəара,pritiskivati
1223,schieben::V,аҵгəара,gurati
1224,schieben::V,агəара,gurati
1225,kratzen::V,ацəҟьара,česati
1226,kratzen::V,ацəҟьара,grepsti
1227,lecken::V,арбзара,lizati
1228,beißen::V,ацҳара,ujesti
1229,beißen::V,ацҳара,gristi
1230,abreißen::V,амжəара,otkinuti
1231,abschneiden::V,ахҵəара,odrezati
1232,abschneiden::V,аҿахҵəара,odrezati
1233,binden::V,аҿаҳəара,vezati
1234,stecken::V,алаҵара,turiti
1235,brechen::V,аҧҵəара,slomiti
1236,klopfen::V,асра,lupati
1237,klopfen::V,асра,kucati
1238,hauen::V,ақəкшара,tući
1239,hauen::V,ақəкшара,udarati
1240,kleben::V,аҷабра,lijepiti
1241,reiben::V,арҟəыҷра,trti
1242,streichen::V,ахьшьра,namazati
1243,schleifen::V,ахра,brusiti
1244,schneiden::V,аҧҟара,rezati
1245,rütteln::V,арҵысра,drmati
1246,schütteln::V,аршəшəара,tresti
1247,schwenken::V,аҟьара,mahati
1248,schütten::V,аҭаҭəара,sipati
1249,schütten::V,аҭаҭəара,lijevati
1250,füllen::V,арҭəра,napuniti
1251,einwickeln::V,алаҳəара,umotati
1252,einwickeln::V,алаҳəара,zamotati
1253,tragen::V,аҩагара,nositi
1254,schleppen::V,арҳəазара,tegliti
1255,ziehen::V,ахара,vući
1256,aufbewahren::V,аҵəахра,čuvati
1257,werfen::V,аршəра,bacati
1258,fangen::V,акра,loviti
1259,fangen::V,акра,hvatati
1260,packen::V,анкра,ščepati
1261,packen::V,анкра,zgrabiti
1262,packen::V,аҵкаара,ščepati
1263,packen::V,аҵкаара,zgrabiti
1264,verstecken::V,аҵəахра,sakriti
1265,teilen::V,ашара,podijeliti
1266,schicken::V,ашьҭра,slati
1267,bringen::V,аагара,donijeti
1268,hinzufügen::V,ацҵара,dodati
1269,hinzufügen::V,ацҵара,pridati
1270,bekommen::V,аҧшаара,dobiti
1271,bekommen::V,архиара,dobiti
1272,bekommen::V,аура,dobiti
1273,erhalten::V,аиура,primiti
1274,nehmen::V,агара,uzeti
1275,wählen::V,алҧшаара,izabrati
1276,auswählen::V,алхра,odabrati
1277,behindern::V,аҧырхагахара,smetati
1278,verderben::V,алгара,pokvariti
1279,verderben::V,абжьыхра,pokvariti
1280,verderben::V,аҧхасҭатəра,pokvariti
1281,beschädigen::V,аҧхасҭатəра,oštetiti
1282,zerbrechen::V,аҧҽра,razbiti
1283,zerbrechen::V,аҧҽра,prelomiti
1284,zerreißen::V,аҧжəара,poderati
1285,zerreißen::V,аҧжəара,rastrgnuti
1286,zerstören::V,аилаҧыххаара,razoriti
1287,zerstören::V,аилаҧыххаара,razrušiti
1288,verbrennen::V,абылра,spaliti
1289,verbrennen::V,абылра,sagorjeti
1290,geben::V,аҭара,dati
1291,reichen::V,аҭара,pružiti
1292,schenken::V,аҩгара,darivati
1293,versprechen::V,ақəргəыӷра,obećati
1294,loben::V,арҽхəара,hvaliti
1295,küssen::V,агəӡра,ljubiti
1296,zudecken::V,аҵахҩара,pokriti
1297,zudecken::V,ақəршəра,pokriti
1298,wecken::V,арҿыхара,probuditi
1299,zeigen::V,арбара,pokazati
1300,führen::V,аныҟəгара,voditi
1301,lehren::V,арҵара,učiti
1302,unterrichten::V,арҧхьара,poučiti
1303,aufziehen::V,ааӡара,uzgajati
1304,leiten::V,ахагылазаара,upravljati
1305,antreiben::V,арццакра,natjeravati
1306,lassen::V,арҟаҵара,dati
1307,einladen::V,ааҕхьара,pozvati
1308,einladen::V,анаҧхьара,pozvati
1309,vereinigen::V,аилаҵара,ujediniti
1310,besuchen::V,абара,posjetiti
1311,treffen::V,аҧылара,sresti
1312,sich versammeln::V,аизара,okupiti se
1313,spielen::V,ахəмарра,igrati se
1314,singen::V,ашəаҳəара,pjevati
1315,tanzen::V,акəашара,plesati
1316,sich trennen::V,аилыҵра,razići se
1317,verlassen::V,акажьра,ostaviti
1318,verlassen::V,акажьра,napustiti
1319,retten::V,Аиқəрхара,spasiti
1320,bewachen::V,ахьчара,čuvati
1321,bewachen::V,ахьчара,stražariti
1322,schützen::V,ацəыхьчара,čuvati
1323,verteidigen::V,ахьчара,obraniti
1324,sich schlagen::V,аисра,biti se
1325,sich schlagen::V,аисра,udariti se
1326,schießen::V,ахысра,pucati
1327,schießen::V,ахысра,strijeljati
1328,siegen::V,аиааира,pobijediti
1329,ärgern::V,аргəаара,ljutiti
1330,schlagen::V,асра,biti
1331,schlagen::V,асра,udariti
1332,schlagen::V,аҭасра,biti
1333,schlagen::V,аҭасра,udariti
1334,stechen::V,алакшара,ubosti
1335,stoßen::V,агəҭасра,gurnuti
1336,stehlen::V,аӡара,ukrasti
1337,stören::V,аҧырхагахара,smetati
1338,belästigen::V,аргəамҵра,smetati
1339,belästigen::V,аргəамҵра,dosaditi
1340,verbergen::V,аӡара,skriti
1341,täuschen::V,ажьара,obmanuti
1342,betrügen::V,ажьара,prevarati
1343,töten::V,ашьра,ubiti
1344,wohnen::V,анхара,stanovati
1345,arbeiten::V,аусура,raditi
1346,sammeln::V,аҟəшəара,sabrati
1347,pflücken::V,аҿыршəара,ubrati
1348,pflücken::V,аҿыхра,ubrati
1349,jagen::V,ашəарыцара,loviti
1350,fischen::V,аҧсыӡ икуеит,ribati
1351,fischen::V,аҧсыӡ икуеит,loviti ribu
1352,fassen::V,акра,uloviti
1353,hüten::V,арҳəра,pasti
1354,hüten::V,ахьчара,pasti
1355,treiben::V,акацара,goniti
1356,anbinden::V,адҳəалара,privezati
1357,füttern::V,акырҿаҵара,hraniti
1358,melken::V,ахьара,musti
1359,hacken::V,аҟəаҟəара,sjeckati
1360,gießen::V,аҵаҭəара,politi
1361,reifen::V,ашəра,sazreti
1362,reifen::V,аҟалара,sazreti
1363,zubereiten::V,ацура,prigotoviti
1364,kochen::V,ажəра,kuhati
1365,backen::V,аӡра,peći
1366,braten::V,аӡра,peći
1367,braten::V,аӡра,pržiti
1368,umrühren::V,аилрыхра,promiješati
1369,stricken::V,аҧара,plesti
1370,nähen::V,аӡахра,šiti
1371,färben::V,ашəра,obojiti
1372,reinigen::V,арыцқьара,očistiti
1373,reinigen::V,арыцқьара,počistiti
1374,waschen::V,аӡәӡәара,prati
1375,abwischen::V,арбара,otrti
1376,spülen::V,аҭыршара,isprati
1377,spülen::V,аҭыршара,oplakati
1378,fegen::V,аҧссара,mesti
1379,fegen::V,аҧссара,pomesti
1380,baden::V,аҽыкəабара,kupati se
1381,sich waschen::V,аҽыӡəӡəара,umiti se
1382,sich waschen::V,аҽыӡəӡəара,prati se
1383,ausziehen::V,ашəыхра,svući
1384,anziehen::V,ашəҵара,obući
1385,sich anziehen::V,аҽеилаҳəара,obući se
1386,kämmen::V,аҳəара,češljati
1387,schmücken::V,арҧшӡара,uresiti
1388,schmücken::V,арҧшӡара,nakititi
1389,sagen::V,аҳəара,reći
1390,sagen::V,аҳəара,kazati
1391,sprechen::V,ацəажəара,govoriti
1392,reden::V,ацəажəара,govoriti
1393,reden::V,ацəажəара,besjediti
1394,reden::V,аицәажәара,govoriti
1395,reden::V,аицәажәара,besjediti
1396,sich unterhalten::V,аицәажәара,razgovarati se
1397,fragen::V,азҵаара,pitati
1398,bitten::V,аҳəара,moliti
1399,erzählen::V,аҳəара,ispričati
1400,erzählen::V,аҳəара,pripovjediti
1401,mitteilen::V,азыцҳара,saopćiti
1402,nennen::V,ахьӡҵара,nazvati
1403,rufen::V,азҿыҭра,zvati
1404,rufen::V,азҿыҭра,dozvati
1405,prahlen::V,аҽхəара,hvalisati se
1406,übersetzen::V,аиҭагара,prevesti
1407,denken::V,азхəыцра,misliti
1408,glauben::V,ахаҵара,vjerovati
1409,bemerken::V,агəаҭара,zapaziti
1410,bemerken::V,агəаҭара,primijetiti
1411,erkennen::V,адырра,prepoznati
1412,begreifen::V,аилкаара,pojmiti
1413,begreifen::V,аилкаара,shvatiti
1414,verstehen::V,аҳара,razabrati
1415,lernen::V,аҵара,učiti se
1416,wissen::V,адырра,znati
1417,sich erinnern an::V,агəаларшəара,sjetiti se
1418,vergessen::V,ахашҭра,zaboraviti
1419,messen::V,ашəара,mjeriti
1420,zählen::V,аҧхьаӡара,brojiti
1421,rechnen::V,аҳасабра,računati
1422,lesen::V,аҧхьара,čitati
