,Concept_ID,lv,tt
93,Bein::N,кок,аяк
94,Bein::N,kāja,аяк
95,Körper::N,туша,тән
96,Körper::N,туша,җисем
97,Körper::N,вывтыр,тән
98,Körper::N,вывтыр,җисем
99,Körper::N,miesa,тән
100,Körper::N,miesa,җисем
101,Körper::N,ķermenis,тән
102,Körper::N,ķermenis,җисем
103,Haut::N,ку,тире
104,Haut::N,āda,тире
105,Blut::N,вир,кан
106,Blut::N,asins,кан
107,Ader::N,сӧн,тамыр
108,Ader::N,asinsvads,тамыр
109,Sehne::N,вез,сеңер
110,Sehne::N,dzīsla,сеңер
111,Knochen::N,лы,сөяк
112,Knochen::N,kauls,сөяк
113,Gehirn::N,вем,ми
114,Gehirn::N,smadzenes,ми
115,Herz::N,сьӧлӧм,йөрәк
116,Herz::N,sirds,йөрәк
117,Magen::N,кынӧм,ашказаны
118,Magen::N,kuņģis,ашказаны
119,Leber::N,мус,бавыр
120,Leber::N,aknas,бавыр
121,Atem::N,лов,сулыш
122,Atem::N,elpa,сулыш
123,Hunger::N,тшыг,ачлык
124,Hunger::N,bads,ачлык
125,Hunger::N,izsalkums,ачлык
126,Träne::N,синва,яшь
127,Träne::N,asara,яшь
128,Geschmack::N,кӧр,тәм
129,Geschmack::N,кӧр,зәвык
130,Geschmack::N,чӧсмӧс,тәм
131,Geschmack::N,чӧсмӧс,зәвык
132,Geschmack::N,garša,тәм
133,Geschmack::N,garša,зәвык
134,Geruch::N,зын,ис
135,Geruch::N,дук,ис
136,Geruch::N,smaka,ис
137,Schlaf::N,узьӧм,йокы
138,Schlaf::N,miegs,йокы
139,Traum::N,вӧт,төш
140,Traum::N,вӧтасьӧм,төш
141,Traum::N,sapnis,төш
142,Himmel::N,енэж,күк
143,Himmel::N,debess,күк
144,Sonne::N,шонді,кояш
145,Sonne::N,saule,кояш
146,Mond::N,тӧлысь,ай
147,Mond::N,mēness,ай
148,Stern::N,кодзув,йолдыз
149,Stern::N,zvaigzne,йолдыз
150,Luft::N,сынӧд,һава
151,Luft::N,gaiss,һава
152,Wind::N,тӧв,җил
153,Wind::N,vējš,җил
154,Welle::N,гы,дулкын
155,Welle::N,vilnis,дулкын
156,Wasser::N,ва,су
157,Wasser::N,ūdens,су
158,Stein::N,из,таш
159,Stein::N,akmens,таш
160,Boden::N,му,туфрак
161,Boden::N,augsne,туфрак
162,Erde::N,му,җир
163,Erde::N,му-ва,җир
164,Erde::N,zeme,җир
165,Staub::N,бус,тузан
166,Staub::N,putekļi,тузан
167,Rauch::N,тшын,төтен
168,Rauch::N,dūmi,төтен
169,Funke::N,кинь,очкын
170,Funke::N,би кинь,очкын
171,Funke::N,dzirkstele,очкын
172,Feuer::N,би,ут
173,Feuer::N,uguns,ут
174,Licht::N,югӧр,якты
175,Licht::N,gaisma,якты
176,Schatten::N,вуджӧр,күләгә
177,Schatten::N,ēna,күләгә
178,Wetter::N,поводдя,һава
179,Wetter::N,laiks,һава
180,Nebel::N,ру,томан
181,Nebel::N,онь,томан
182,Nebel::N,migla,томан
183,Wolke::N,кымӧр,болыт
184,Wolke::N,mākonis,болыт
185,Regen::N,зэр,яңгыр
186,Regen::N,lietus,яңгыр
187,Schnee::N,лым,кар
188,Schnee::N,sniegs,кар
189,Eis::N,йи,боз
190,Eis::N,ledus,боз
191,Frost::N,кӧдзыд,суык
192,Frost::N,кӧдзыд,салкын
193,Frost::N,sals,суык
194,Frost::N,sals,салкын
195,Kälte::N,кӧдзыд,суык
196,Kälte::N,кӧдзыд,салкын
197,Kälte::N,saltums,суык
198,Kälte::N,saltums,салкын
199,Kälte::N,aukstums,суык
200,Kälte::N,aukstums,салкын
201,Hitze::N,пӧсь,эсселек
202,Hitze::N,гожӧд,эсселек
203,Hitze::N,karstums,эсселек
204,Raureif::N,пуж,бәс
205,Raureif::N,пуж,сыкы
206,Raureif::N,гыӧр,бәс
207,Raureif::N,гыӧр,сыкы
208,Raureif::N,sarma,бәс
209,Raureif::N,sarma,сыкы
210,Regenbogen::N,ӧшкамӧшка,салават күпере
211,Regenbogen::N,varavīksne,салават күпере
212,Donner::N,гым,күкрәү
213,Donner::N,pērkons,күкрәү
214,Strömung::N,ва ныр,агыш'агым
215,Strömung::N,визувтӧм,агыш'агым
216,Strömung::N,straume,агыш'агым
217,Strömung::N,strāvojums,агыш'агым
218,Tropfen::N,войт,тамчы
219,Tropfen::N,lāse,тамчы
220,Schaum::N,быг,күбек
221,Schaum::N,быгзьӧм,күбек
222,Schaum::N,putas,күбек
223,Schmutz::N,няйт,пычрак
224,Schmutz::N,dubļi,пычрак
225,See::N,ты,күл
226,See::N,ezers,күл
227,Sumpf::N,гыбад,саз
228,Sumpf::N,кад,саз
229,Sumpf::N,dumbrājs,саз
230,Sumpf::N,staignājs,саз
231,Moor::N,нюр,торфлык
232,Moor::N,purvs,торфлык
233,Moor::N,muklājs,торфлык
234,Wiese::N,видз,болын
235,Wiese::N,pļava,болын
236,Wald::N,вӧр,урман
237,Wald::N,mežs,урман
238,Hügel::N,дзиб,калку
239,Hügel::N,мыльк,калку
240,Hügel::N,нӧрыс,калку
241,Hügel::N,paugurs,калку
242,Anhöhe::N,мыльк,үр
243,Anhöhe::N,нӧрыс,үр
244,Anhöhe::N,paugurs,үр
245,Berg::N,чой,тау
246,Berg::N,керӧс,тау
247,Berg::N,kalns,тау
248,Gipfel::N,чук,оч
249,Gipfel::N,virsotne,оч
250,Höhle::N,рудӧг,мәгарә
251,Höhle::N,ala,мәгарә
252,Abhang::N,ньывк,кабырга
253,Abhang::N,бокша,кабырга
254,Abhang::N,nogāze,кабырга
255,Quelle::N,ӧшмӧс,чишмә
256,Quelle::N,avots,чишмә
257,Bach::N,шор,елга
258,Bach::N,urga,елга
259,Bach::N,strauts,елга
260,Fluss::N,ю,дәрья
261,Fluss::N,upe,дәрья
262,Ufer::N,вадор,су кырые
263,Ufer::N,krasts,су кырые
264,Küste::N,вадор,яр буе
265,Küste::N,piekraste,яр буе
266,Festland::N,му,коры җир
267,Festland::N,sauszeme,коры җир
268,Meer::N,саридз,диңгез
269,Meer::N,jūra,диңгез
270,Bucht::N,куръя,бухта
271,Bucht::N,куръя,култык
272,Bucht::N,līcis,бухта
273,Bucht::N,līcis,култык
274,Insel::N,ді,атау
275,Insel::N,ді,утрау
276,Insel::N,sala,атау
277,Insel::N,sala,утрау
278,Blume::N,дзоридз,чәчкә
279,Blume::N,puķe,чәчкә
280,Blume::N,zieds,чәчкә
281,Gras::N,турун,үлән
282,Gras::N,zāle,үлән
283,Wurzel::N,вуж,тамыр
284,Wurzel::N,sakne,тамыр
285,Baum::N,пу,агач
286,Baum::N,koks,агач
287,Stamm::N,пучер,кәүсә
288,Stamm::N,stumbrs,кәүсә
289,Rinde::N,кырсь,кабык
290,Rinde::N,miza,кабык
291,Ast::N,ув,ботак
292,Ast::N,zars,ботак
293,Zweig::N,вож,ботак
294,Zweig::N,вож,тармак
295,Zweig::N,nozare,ботак
296,Zweig::N,nozare,тармак
297,Blatt::N,кор,яфрак
298,Blatt::N,lapa,яфрак
299,Birke::N,кыдз,каен
300,Birke::N,bērzs,каен
301,Kiefer[Baum]::N,пожӧм,нарат
302,Kiefer[Baum]::N,priede,нарат
303,Weide[Baum]::N,бадь,тал
304,Weide[Baum]::N,kārkls,тал
305,Tanne::N,коз,чыршы
306,Tanne::N,egle,чыршы
307,Horn::N,сюр,мөгез
308,Horn::N,rags,мөгез
309,Feder::N,гӧн,йон
310,Feder::N,тывборд,йон
311,Feder::N,spalva,йон
312,Fell::N,ку,тире
313,Fell::N,āda,тире
314,Flügel::N,борд,канат
315,Flügel::N,spārns,канат
316,Klaue::N,гыж,тырнак
317,Klaue::N,nags,тырнак
318,Kralle::N,гыж,тырнак
319,Kralle::N,nags,тырнак
320,Schwanz::N,бӧж,койрык
321,Schwanz::N,ļipa,койрык
322,Ei::N,кольк,күкәй
323,Ei::N,кольк,йомырка
324,Ei::N,ola,күкәй
325,Ei::N,ola,йомырка
326,Nest::N,поз,оя
327,Nest::N,ligzda,оя
328,Bau::N,горс,өн
329,Bau::N,пырмӧс,өн
330,Bau::N,гу,өн
331,Bau::N,ala,өн
332,Tier::N,пемӧс,хайван
333,Tier::N,dzīvnieks,хайван
334,Herde::N,стада,көтү
335,Herde::N,кельӧб,көтү
336,Herde::N,ganāmpulks,көтү
337,Kuh::N,мӧс,сыер
338,Kuh::N,govs,сыер
339,Bulle::N,ӧш,үгез
340,Bulle::N,bullis,үгез
341,Pferd::N,вӧв,ат
342,Pferd::N,zirgs,ат
343,Schaf::N,ыж,сарык
344,Schaf::N,aita,сарык
345,Schwein::N,порсь,дуңгыз
346,Schwein::N,cūka,дуңгыз
347,Hund::N,пон,эт
348,Hund::N,suns,эт
349,Katze::N,кань,песи
350,Katze::N,kaķis,песи
351,Bär::N,ош,аю
352,Bär::N,lācis,аю
353,Eichhörnchen::N,ур,тиен
354,Eichhörnchen::N,vāvere,тиен
355,Elch::N,йӧра,поши
356,Elch::N,alnis,поши
357,Fuchs::N,руч,төлке
358,Fuchs::N,lapsa,төлке
359,Hase::N,кӧч,куян
360,Hase::N,zaķis,куян
361,Maus::N,шыр,тычкан
362,Maus::N,pele,тычкан
363,Wolf::N,кӧин,бүре
364,Wolf::N,vilks,бүре
365,Vogel::N,кай,кош
366,Vogel::N,лэбач,кош
367,Vogel::N,putns,кош
368,Schwarm::N,чукӧр,көтү
369,Schwarm::N,spiets,көтү
370,Huhn::N,курӧг,тавык
371,Huhn::N,vista,тавык
372,Hahn::N,петук,әтәч
373,Hahn::N,gailis,әтәч
374,Gans::N,дзодзӧг,каз
375,Gans::N,zoss,каз
376,Adler::N,кутш,каракош
377,Adler::N,ērglis,каракош
378,Ente::N,утка,үрдәк
379,Ente::N,pīle,үрдәк
380,Eule::N,сюзь,ябалак
381,Eule::N,pūce,ябалак
382,Kranich::N,тури,торна
383,Kranich::N,dzērve,торна
384,Krähe::N,рака,карга
385,Krähe::N,vārna,карга
386,Kuckuck::N,кӧк,күке
387,Kuckuck::N,кӧк,кәккүк
388,Kuckuck::N,dzeguze,күке
389,Kuckuck::N,dzeguze,кәккүк
390,Schwan::N,юсь,аккош
391,Schwan::N,gulbis,аккош
392,Fisch::N,чери,балык
393,Fisch::N,zivs,балык
394,Barsch::N,ёкыш,алабуга
395,Barsch::N,asaris,алабуга
396,Hecht::N,сир,чуртан
397,Hecht::N,līdaka,чуртан
398,Schlange[Tier]::N,кый,елан
399,Schlange[Tier]::N,čūska,елан
400,Wurm::N,номыр,корт
401,Wurm::N,tārps,корт
402,Spinne::N,черань,үрмәкүч
403,Spinne::N,zirneklis,үрмәкүч
404,Ameise::N,кодзувкот,кырмыска
405,Ameise::N,skudra,кырмыска
406,Laus::N,той,бет
407,Laus::N,uts,бет
408,Mücke::N,ном,черки
409,Mücke::N,ном,озынборын
410,Mücke::N,ods,черки
411,Mücke::N,ods,озынборын
412,Fliege::N,гут,чебен
413,Fliege::N,muša,чебен
414,Schmetterling::N,бобув,күбәләк
415,Schmetterling::N,tauriņš,күбәләк
416,Beere::N,тусь,җиләк
417,Beere::N,вотӧс,җиләк
418,Beere::N,oga,җиләк
419,Apfel::N,яблӧг,алма
420,Apfel::N,ābols,алма
421,Pilz::N,тшак,гөмбә
422,Pilz::N,sēne,гөмбә
423,Zwiebel::N,луккок,суган
424,Zwiebel::N,луккок,суганбаш
425,Zwiebel::N,йӧнгыль,суган
426,Zwiebel::N,йӧнгыль,суганбаш
427,Zwiebel::N,sīpols,суган
428,Zwiebel::N,sīpols,суганбаш
429,Saat::N,тусь,орлык
430,Saat::N,кӧйдыс,орлык
431,Saat::N,sēkla,орлык
432,Korn::N,тусь,иген
433,Korn::N,тусь,орлык
434,Korn::N,grauds,иген
435,Korn::N,grauds,орлык
436,Heu::N,турун,печән
437,Heu::N,siens,печән
438,Schale::N,кор,кабык
439,Schale::N,čaula,кабык
440,Schale::N,čaumala,кабык
441,Grube::N,гу,баз
442,Grube::N,гу,чокыр
443,Grube::N,bedre,баз
444,Grube::N,bedre,чокыр
445,Falle::N,лэч,тозак
446,Falle::N,лэч,капкын
447,Falle::N,slazds,тозак
448,Falle::N,slazds,капкын
449,Falle::N,lamatas,тозак
450,Falle::N,lamatas,капкын
451,Schlinge::N,лэч,элмәк
452,Schlinge::N,cilpa,элмәк
453,Spur::N,туй,эз
454,Spur::N,pēda,эз
455,Asche::N,пӧм,көл
456,Asche::N,pelni,көл
457,Dreck::N,няйт,пычрак
458,Dreck::N,dubļi,пычрак
459,Eisen::N,кӧрт,тимер
460,Eisen::N,dzelzs,тимер
461,Gold::N,зарни,алтын
462,Gold::N,zelts,алтын
463,Silber::N,эзысь,көмеш
464,Silber::N,sudrabs,көмеш
465,Kohle::N,шом,күмер
466,Kohle::N,ogle,күмер
467,Glas::N,стеклӧ,пыяла
468,Glas::N,stikls,пыяла
469,Lehm::N,сёй,балчык
470,Lehm::N,māls,балчык
471,Sand::N,лыа,ком
472,Sand::N,smiltis,ком
473,Mensch::N,морт,адәм
474,Mensch::N,морт,инсан
475,Mensch::N,cilvēks,адәм
476,Mensch::N,cilvēks,инсан
477,Mann::N,аймӧрт,ир
478,Mann::N,мужичӧй,ир
479,Mann::N,vīrietis,ир
480,Frau::N,ань,хатын
481,Frau::N,нывбаба,хатын
482,Frau::N,sieviete,хатын
483,Kind::N,кага,бала
484,Kind::N,bērns,бала
485,Junge::N,пи,малай
486,Junge::N,zēns,малай
487,Junge::N,puika,малай
488,Junge::N,puisis,малай
489,Mädchen::N,ныв,кыз
490,Mädchen::N,meiča,кыз
491,Mädchen::N,skuķis,кыз
492,Mädchen::N,meitene,кыз
493,Familie::N,семья,гаилә
494,Familie::N,ģimene,гаилә
495,Großvater::N,пӧль,бабай
496,Großvater::N,vecaistēvs,бабай
497,Großmutter::N,баб,әби
498,Großmutter::N,vecāmāte,әби
499,Eltern::N,ай-мам,ата-ана
500,Eltern::N,бать-мам,ата-ана
501,Eltern::N,vecāki,ата-ана
502,Vater::N,бать,ата
503,Vater::N,ай,ата
504,Vater::N,tēvs,ата
505,Mutter::N,мам,ана
506,Mutter::N,māte,ана
507,Sohn::N,пи,ул
508,Sohn::N,dēls,ул
509,Tochter::N,ныв,кыз
510,Tochter::N,meita,кыз
511,Bruder::N,вок,кардәш
512,Bruder::N,brālis,кардәш
513,Schwester::N,чой,апа
514,Schwester::N,чой,сеңел
515,Schwester::N,māsa,апа
516,Schwester::N,māsa,сеңел
517,Onkel::N,дядь,дәдә
518,Onkel::N,дядь,дәдәй
519,Onkel::N,tēvocis,дәдә
520,Onkel::N,tēvocis,дәдәй
521,Tante::N,тьӧт,түти
522,Tante::N,тьӧт,тәтәй
523,Tante::N,tante,түти
524,Tante::N,tante,тәтәй
525,Ehemann::N,верӧс,ир
526,Ehemann::N,vīrs,ир
527,Ehefrau::N,гӧтыр,хатын
528,Ehefrau::N,sieva,хатын
529,Freude::N,радлун,сөенеч
530,Freude::N,prieks,сөенеч
531,Gelächter::N,серам,көлү
532,Gelächter::N,серам,көлеш
533,Gelächter::N,smiekli,көлү
534,Gelächter::N,smiekli,көлеш
535,Glück::N,шуд,бәхет
536,Glück::N,laime,бәхет
537,Kummer::N,шог,хәсрәт
538,Kummer::N,bēdas,хәсрәт
539,Kummer::N,raizes,хәсрәт
540,Wunsch::N,кӧсйӧм,теләк
541,Wunsch::N,vēlme,теләк
542,Wunsch::N,vēlējums,теләк
543,Lust::N,кыскӧм,теләк
544,Lust::N,кыскӧм,теләү
545,Lust::N,радейтӧм,теләк
546,Lust::N,радейтӧм,теләү
547,Lust::N,kāre,теләк
548,Lust::N,kāre,теләү
549,Geist::N,лов,рух
550,Geist::N,gars,рух
551,Gedanke::N,мӧвп,уй
552,Gedanke::N,мӧвп,фикер
553,Gedanke::N,doma,уй
554,Gedanke::N,doma,фикер
555,Gedächtnis::N,паметь,хәтер
556,Gedächtnis::N,atmiņa,хәтер
557,Verstand::N,вежӧр,акыл
558,Verstand::N,prāts,акыл
559,Sinn::N,мог,мәгънә
560,Sinn::N,вежӧртас,мәгънә
561,Sinn::N,nozīme,мәгънә
562,Grund::N,помка,сәбәп
563,Grund::N,pamats,сәбәп
564,Grund::N,iemesls,сәбәп
565,Wahrheit::N,збыль,хак
566,Wahrheit::N,збыльтор,хак
567,Wahrheit::N,taisnība,хак
568,Wahrheit::N,patiesība,хак
569,Gespräch::N,сёрни,әңгәмә
570,Gespräch::N,saruna,әңгәмә
571,Märchen::N,мойд,әкият
572,Märchen::N,pasaka,әкият
573,Erzählung::N,висьт,хикәя
574,Erzählung::N,stāsts,хикәя
575,Erzählung::N,nostāsts,хикәя
576,Nachricht::N,юӧртӧм,хәбәр
577,Nachricht::N,ziņa,хәбәр
578,Neuigkeit::N,выльтор,яңалык
579,Neuigkeit::N,jaunums,яңалык
580,Name::N,ним,исем
581,Name::N,vārds,исем
582,Rätsel::N,нӧдкыв,табышмак
583,Rätsel::N,mīkla,табышмак
584,Rede::N,сёрни,нотык
585,Rede::N,runa,нотык
586,Sprache::N,кыв,тел
587,Sprache::N,valoda,тел
588,Stimme::N,гӧлӧс,тавыш
589,Stimme::N,вом шы,тавыш
590,Stimme::N,balss,тавыш
591,Wort::N,кыв,сүз
592,Wort::N,vārds,сүз
593,Zeichen::N,пас,ишарә
594,Zeichen::N,zīme,ишарә
595,Ruf::N,чукӧстчӧм,дәшү
596,Ruf::N,корӧм,дәшү
597,Ruf::N,sauciens,дәшү
598,Lärm::N,шы,шау
599,Lärm::N,зык,шау
600,Lärm::N,зычитӧм,шау
601,Lärm::N,troksnis,шау
602,Laut::N,шы,аваз
603,Laut::N,skaņa,аваз
604,Ton::N,шы,шалтырату
605,Ton::N,tonis,шалтырату
606,Lied::N,сьылан,җыр
607,Lied::N,сьыланкыв,җыр
608,Lied::N,dziesma,җыр
609,Ruhe::N,чӧв,тынлык
610,Ruhe::N,miers,тынлык
611,Leute::N,йӧз,халык
612,Leute::N,войтыр,халык
613,Leute::N,ļaudis,халык
614,Leute::N,cilvēki,халык
615,Volk::N,йӧз,халык
616,Volk::N,войтыр,халык
617,Volk::N,tauta,халык
618,Arbeit::N,удж,эш
619,Arbeit::N,удж,хезмәт
620,Arbeit::N,darbs,эш
621,Arbeit::N,darbs,хезмәт
622,Gast::N,гӧсть,кунак
623,Gast::N,viešņa,кунак
624,Gast::N,ciemiņš,кунак
625,Geschenk::N,козин,бүләк
626,Geschenk::N,dāvana,бүләк
627,Spiel::N,ворсан,уен
628,Spiel::N,rotaļa,уен
629,Gesellschaft::N,котыр,җәмгыять
630,Gesellschaft::N,biedrība,җәмгыять
631,Gesellschaft::N,kompānija,җәмгыять
632,Hilfe::N,отсӧг,ярдәм
633,Hilfe::N,отсӧг,булышлык
634,Hilfe::N,palīdzība,ярдәм
635,Hilfe::N,palīdzība,булышлык
636,Freund::N,ёрт,дус
637,Freund::N,draugs,дус
638,Kamerad::N,ёрт,иптәш
639,Kamerad::N,biedrs,иптәш
640,Angelegenheit::N,мог,эш
641,Angelegenheit::N,делӧ,эш
642,Angelegenheit::N,darīšana,эш
643,Anzahl::N,лыд,микъдар
644,Anzahl::N,тшӧт,микъдар
645,Anzahl::N,skaits,микъдар
646,Anzahl::N,daudzums,микъдар
647,Art::N,сикас,төр
648,Art::N,suga,төр
649,Art::N,šķira,төр
650,Stück::N,тор,кисәк
651,Stück::N,gabals,кисәк
652,Teil::N,юкӧн,өлеш
653,Teil::N,daļa,өлеш
654,Hälfte::N,пӧв,ярым
655,Hälfte::N,джын,ярым
656,Hälfte::N,puse,ярым
657,Kreis::N,кытш,түгәрәк
658,Kreis::N,aplis,түгәрәк
659,Kreis::N,riņķis,түгәрәк
660,Kreuz::N,перна,хач
661,Kreuz::N,перна,тәре
662,Kreuz::N,крест,хач
663,Kreuz::N,крест,тәре
664,Kreuz::N,krusts,хач
665,Kreuz::N,krusts,тәре
666,Linie::N,визь,сызык
667,Linie::N,līnija,сызык
668,Strich::N,визь,сызык
669,Strich::N,svītra,сызык
670,Abstand::N,кост,ара
671,Abstand::N,коласт,ара
672,Abstand::N,atstarpe,ара
673,Entfernung::N,ылна,ераклык
674,Entfernung::N,attālums,ераклык
675,Entfernung::N,atstatums,ераклык
676,Gegend::N,му-ва,урын
677,Gegend::N,apvidus,урын
678,Gegend::N,apgabals,урын
679,Platz::N,ылдӧс,бушлык
680,Platz::N,йир,бушлык
681,Platz::N,гӧгӧртас,бушлык
682,Platz::N,vieta,бушлык
683,Ort::N,ин,урын
684,Ort::N,места,урын
685,Ort::N,vieta,урын
686,Seite::N,бок,як
687,Seite::N,ӧтарладор,як
688,Seite::N,sāns,як
689,Mitte::N,шӧр,урта
690,Mitte::N,vidus,урта
691,Gegenstand::N,кӧлуй,нәрсә
692,Gegenstand::N,priekšmets,нәрсә
693,Sache::N,добра,нәрсә
694,Sache::N,lieta,нәрсә
695,Rand::N,дор,чит
696,Rand::N,mala,чит
697,Rand::N,apmale,чит
698,Kante::N,дор,кырый
699,Kante::N,šķautne,кырый
700,Ecke::N,пельӧс,почмак
701,Ecke::N,kakts,почмак
702,Ecke::N,stūris,почмак
703,Spitze::N,йыв,оч
704,Spitze::N,smaile,оч
705,Spitze::N,galotne,оч
706,Ende::N,пом,азак
707,Ende::N,gals,азак
708,Ende::N,uzgalis,азак
709,Loch::N,розь,тишек
710,Loch::N,caurums,тишек
711,Winkel::N,пельӧс,почмак
712,Winkel::N,leņķis,почмак
713,Muster::N,сер,парча
714,Muster::N,piemērs,парча
715,Größe::N,ыджда,зурлык
716,Größe::N,lielums,зурлык
717,Länge::N,кузьта,озынлык
718,Länge::N,garums,озынлык
719,Höhe::N,джуджда,биеклек
720,Höhe::N,augstums,биеклек
721,Gewicht::N,сьӧкта,авырлык
722,Gewicht::N,сьӧкталун,авырлык
723,Gewicht::N,svars,авырлык
724,Gewicht::N,smagums,авырлык
725,Menge::N,лун,микъдар
726,Menge::N,числӧ,микъдар
727,Menge::N,masa,микъдар
728,Menge::N,daudzums,микъдар
729,Haufen::N,чукӧр,өем
730,Haufen::N,čupa,өем
731,Haufen::N,grēda,өем
732,Haufen::N,kaudze,өем
733,Reihe::N,рад,рәт
734,Reihe::N,rinda,рәт
735,Reihe::N,virkne,рәт
736,Boot::N,пыж,каек
737,Boot::N,пыж,көймә
738,Boot::N,laiva,каек
739,Boot::N,laiva,көймә
740,Ruder::N,пелыс,ишкәк
741,Ruder::N,ӧпаснӧй,ишкәк
742,Ruder::N,airis,ишкәк
743,Ruder::N,irklis,ишкәк
744,Schlitten::N,дадь,чана
745,Schlitten::N,ragavas,чана
746,Ski::N,лызь,чаңгы
747,Ski::N,slēpe,чаңгы
748,Lagerfeuer::N,бипур,костёр
749,Lagerfeuer::N,ugunskurs,костёр
750,Last::N,сьӧкыдтор,йөк
751,Last::N,krava,йөк
752,Gang::N,мунӧм,йөреш
753,Gang::N,ветлӧм,йөреш
754,Gang::N,eja,йөреш
755,Gang::N,gājums,йөреш
756,Schritt::N,воськов,адым
757,Schritt::N,воськовтӧм,адым
758,Schritt::N,solis,адым
759,Norden::N,войвыв,төньяк
760,Norden::N,ziemeļi,төньяк
761,Süden::N,лунвыв,көньяк
762,Süden::N,dienvidi,көньяк
763,Westen::N,рытыв,көнбатыш
764,Westen::N,rietumi,көнбатыш
765,Osten::N,асыв,шәрык
766,Osten::N,асыв,көнчыгыш
767,Osten::N,austrumi,шәрык
768,Osten::N,austrumi,көнчыгыш
769,Holz::N,пу,агач
770,Holz::N,koks,агач
771,Holz::N,koksne,агач
772,Brett::N,пӧв,такта
773,Brett::N,dēlis,такта
774,Platte::N,плита,плитә
775,Platte::N,plate,плитә
776,Platte::N,plāksne,плитә
777,Stütze::N,пыкӧд,таяу
778,Stütze::N,мыджӧд,таяу
779,Stütze::N,balsts,таяу
780,Stütze::N,atspaids,таяу
781,Stange::N,потш,колга
782,Stange::N,maikste,колга
783,Stock::N,бедь,таяк
784,Stock::N,boze,таяк
785,Stock::N,spieķis,таяк
786,Stab::N,зир,таяк
787,Stab::N,zizlis,таяк
788,Rohr::N,труба,торба
789,Rohr::N,caurule,торба
790,Haus::N,керка,өй
791,Haus::N,керка,йорт
792,Haus::N,māja,өй
793,Haus::N,māja,йорт
794,Heim::N,горт,гаилә
795,Heim::N,горт,нәсел
796,Heim::N,mājas,гаилә
797,Heim::N,mājas,нәсел
798,Ofen::N,пач,мич
