,Concept_ID,lt,ce
198,Saat::N,sėkla,чlу
199,Korn::N,grūdai,буьртиг
200,Heu::N,šienas,йол
201,Schale::N,žievelė,пардо
202,Grube::N,duobė,ор
203,Falle::N,pinklės,кӏело
204,Falle::N,žabangai,кӏело
205,Schlinge::N,kilpa,
206,Spur::N,vėžė,лар
207,Spur::N,pėdos,лар
208,Spur::N,pėdsakas,лар
209,Asche::N,pelenai,чим
210,Dreck::N,purvas,мода
211,Eisen::N,geležis,эчиг
212,Gold::N,auksas,деши
213,Silber::N,sidabras,дети
214,Kohle::N,anglis,кӏора
215,Glas::N,stiklas,aнгали
216,Lehm::N,molis,поппар
217,Sand::N,smėlis,гӏум
218,Mensch::N,žmogus,адам
219,Mann::N,vyras,майра
220,Mann::N,vyriškis,майра
221,Frau::N,moteris,зуда
222,Kind::N,vaikas,бер
223,Junge::N,vaikinas,жимха
224,Junge::N,berniukas,жимха
225,Mädchen::N,mergytė,жима йоӏ
226,Mädchen::N,mergaitė,жима йоӏ
227,Familie::N,šeima,доьзал
228,Großvater::N,senelis,ненада
229,Großmutter::N,senelė,денана
230,Eltern::N,tėvai,да-нана
231,Vater::N,tėvas,да
232,Mutter::N,motina,нана
233,Sohn::N,sūnus,кӏант
234,Tochter::N,duktė,йоӏ
235,Bruder::N,brolis,ваша
236,Schwester::N,sesuo,йиша
237,Onkel::N,dėdė,деваша
238,Tante::N,teta,дейиша
239,Ehemann::N,vyras,майра
240,Ehefrau::N,žmona,зуда
241,Freude::N,džiaugsmas,самукъа
242,Freude::N,džiaugsmas,хазахетар
243,Gelächter::N,juokas,белам
244,Glück::N,laimė,ирс
245,Kummer::N,vargas,бала
246,Kummer::N,rūpestis,бала
247,Wunsch::N,troškimas,лаам
248,Wunsch::N,pageidavimas,лаам
249,Lust::N,noras,лаам
250,Lust::N,geidulys,лаам
251,Geist::N,dvasia,са
252,Gedanke::N,mintis,ойла
253,Gedächtnis::N,atmintis,диццадалар
254,Verstand::N,protas,хьекъал
255,Sinn::N,prasmė,маьӏна
256,Grund::N,priežastis,бахьана
257,Wahrheit::N,tiesa,бакъдерг
258,Wahrheit::N,teisybė,бакъдерг
259,Gespräch::N,pokalbis,къамел
260,Märchen::N,pasaka,туьйра
261,Erzählung::N,apsakymas,дийцар
262,Erzählung::N,pasakojimas,дийцар
263,Nachricht::N,žinia,хаам
264,Neuigkeit::N,naujiena,керланиг
265,Name::N,vardas,цӏе
266,Rätsel::N,mįslė,хӏетал-метал
267,Rede::N,kalba,къамел
268,Sprache::N,kalba,мотт
269,Stimme::N,balsas,aз
270,Wort::N,žodis,дош
271,Zeichen::N,žymė,билгало
272,Zeichen::N,ženklas,билгало
273,Ruf::N,šauksmas,кхайкхар
274,Lärm::N,triukšmas,гӏовгӏа
275,Laut::N,garsas,аз
276,Ton::N,tonas,aз
277,Ton::N,garsas,aз
278,Lied::N,daina,илли
279,Lied::N,giesmė,илли
280,Ruhe::N,ramybė,тийналла
281,Ruhe::N,ramumas,тийналла
282,Leute::N,žmonės,нах
283,Volk::N,tauta,халкъ
284,Arbeit::N,darbas,болх
285,Arbeit::N,triūsas,болх
286,Gast::N,svečias,хьаша
287,Geschenk::N,dovana,совгӏат
288,Spiel::N,žaismas,ловзар
289,Spiel::N,žaidimas,ловзар
290,Gesellschaft::N,draugija,юкъаралла
291,Gesellschaft::N,kompanija,юкъаралла
292,Hilfe::N,pagalba,гӏо
293,Freund::N,draugas,доттагl
294,Freund::N,bičiulis,доттагl
295,Kamerad::N,draugas,накъост
296,Angelegenheit::N,dalykas,гӏуллакх
297,Angelegenheit::N,reikalas,гӏуллакх
298,Anzahl::N,kiekis,терахь
299,Anzahl::N,skaičius,терахь
300,Art::N,rūšis,
301,Stück::N,gabalas,юьхк
302,Teil::N,dalis,дакъа
303,Hälfte::N,pusė,ах
304,Kreis::N,ratas,го
305,Kreis::N,apskritis,го
306,Kreis::N,apskritimas,го
307,Kreuz::N,kryžius,жӏара
308,Linie::N,linija,сиз
309,Strich::N,brėžis,сиз
310,Strich::N,brūkšnys,сиз
311,Abstand::N,atstumas,юкъ
312,Entfernung::N,atstumas,
313,Gegend::N,vietovė,мeттиг
314,Platz::N,vieta,майда
315,Ort::N,vieta,меттиг
316,Ort::N,vietovė,меттиг
317,Seite::N,pusė,aгӏo
318,Seite::N,šonas,aгӏo
319,Mitte::N,vidurys,юкъ
320,Gegenstand::N,dalykas,хӏума
321,Sache::N,daiktas,хӏума
322,Rand::N,kraštas,йист
323,Rand::N,pakraštys,йист
324,Kante::N,kraštas,йист
325,Ecke::N,kertė,са
326,Ecke::N,kampas,са
327,Spitze::N,priekis,ралла
328,Spitze::N,priešakys,ралла
329,Ende::N,galas,юьхьиг
330,Loch::N,skylė,ӏуьрг
331,Winkel::N,kampas,са
332,Winkel::N,kampelis,са
333,Muster::N,raštas,дагар
334,Muster::N,raštas,тӏамар
335,Größe::N,dydis,барам
336,Größe::N,didumas,барам
337,Länge::N,ilgis,йохалла
338,Länge::N,ilgumas,йохалла
339,Höhe::N,aukštis,локхалла
340,Höhe::N,aukštuma,локхалла
341,Gewicht::N,svoris,йозалла
342,Gewicht::N,svarstis,йозалла
343,Menge::N,kiekis,дукхалла
344,Menge::N,daugybė,дукхалла
345,Haufen::N,krūva,сал
346,Haufen::N,krūva,оьла
347,Haufen::N,šūsnis,сал
348,Haufen::N,šūsnis,оьла
349,Reihe::N,greta,рагӏ
350,Reihe::N,greta,могӏа
351,Boot::N,valtis,кема
352,Boot::N,laivelis,кема
353,Ruder::N,irklas,пийсиг
354,Schlitten::N,rogės,салаз
355,Schlitten::N,rogutės,салаз
356,Ski::N,slidė,когсалаз
357,Lagerfeuer::N,laužas,цӏе
358,Last::N,našta,дукъ
359,Last::N,nešulys,дукъ
360,Gang::N,eisena,лелар
361,Schritt::N,žingsnis,гӏулч
362,Norden::N,šiaurė,къилбаседе
363,Norden::N,žiemiai,къилбаседе
364,Süden::N,pietūs,къилбе
365,Westen::N,vakarai,малхбузе
366,Osten::N,rytai,малхбале
367,Holz::N,mediena,дечиг
368,Brett::N,lenta,у
369,Platte::N,plokštė,у
370,Stütze::N,atrama,гӏopтоp
371,Stütze::N,atspara,гӏopтоp
372,Stange::N,lazda,гӏуркх
373,Stange::N,kartis,гӏуркх
374,Stock::N,lazda,ӏаса
375,Stab::N,kartis,гӏаж
376,Rohr::N,vamzdis,биргӏа
377,Haus::N,namas,цӏа
378,Heim::N,namai,кхерч
379,Ofen::N,krosnis,кхерч
380,Fußboden::N,grindys,цӏенкъа
381,Tisch::N,stalas,шун
382,Stuhl::N,kėdė,гӏант
383,Wiege::N,lopšys,ага
384,Bett::N,lova,маьнга
385,Bett::N,patalai,маьнга
386,Regal::N,lentyna,терхи
387,Kiste::N,dėžė,яьшка
388,Fenster::N,langas,кор
389,Tür::N,durys,неӏ
390,Tor::N,vartai,ков
391,Zaun::N,tvora,керт
392,Dach::N,stogas,тхов
393,Leiter::N,kopėčios,лами
394,Besen::N,šluota,нуй
395,Spaten::N,lopeta,бел
396,Spaten::N,kastuvas,бел
397,Schaufel::N,semtuvas,аьшкал
398,Gabel::N,šakutė,мӏара
399,Löffel::N,šaukštas,ӏайг
400,Messer::N,peilis,урс
401,Nagel::N,vinis,хьостам
402,Netz::N,tinklas,бой
403,Haken::N,vagis,мӏара
404,Haken::N,kablys,мӏара
405,Griff::N,kotas,
406,Griff::N,rankena,
407,Schloss::N,spyna,чӏега
408,Schloss::N,užraktas,чӏега
409,Bild::N,paveikslas,сурт
410,Figur::N,figūra,
411,Puppe::N,lėlė,тайниг
412,Beutel::N,krepšys,гали
413,Beutel::N,maišelis,гали
414,Bündel::N,ryšulys,кочар
415,Tasche::N,krepšelis,тӏоьрмиг
416,Eimer::N,kibiras,чийлик
417,Deckel::N,dangtis,негӏар
418,Geschirr::N,indai,пхьегӏа
419,Sack::N,maišas,гали
420,Tasse::N,puodukas,кад
421,Topf::N,puodas,яй
422,Kessel::N,katilas,яй
423,Essen::N,valgis,юург
424,Nahrung::N,penas,кхача
425,Nahrung::N,maistas,кхача
426,Speise::N,patiekalas,юург
427,Fleisch::N,mėsa,жижиг
428,Getreide::N,javai,буьртиг
429,Brei::N,košė,xудар
430,Brot::N,duona,бепиг
431,Brot::N,duona,кхаллар
432,Scheibe::N,riekė,цастар
433,Fett::N,taukai,мохь
434,Fett::N,riebalai,мохь
435,Butter::N,sviestas,налха
436,Öl::N,aliejus,даьтта
437,Salz::N,druska,туьха
438,Suppe::N,sriuba,чорпа
439,Honig::N,medus,моз
440,Milch::N,pienas,шура
441,Tee::N,arbata,чай
442,Leder::N,oda,цӏока
443,Wolle::N,vilna,тӏapгӏa
444,Stoff::N,audeklas,кӏади
445,Nadel::N,adata,маха
446,Faden::N,gija,тай
447,Faden::N,siūlas,тай
448,Knopf::N,saga,нуьйда
449,Knoten::N,mazgas,шад
450,Farbe::N,dažai,сир
451,Farbe::N,dažai,басар
452,Kleidung::N,rūbai,бедар
453,Kleidung::N,drabužiai,бедар
454,Hemd::N,marškiniai,коч
455,Kragen::N,apykaklė,кач
456,Ärmel::N,rankovė,пхьош
457,Hose::N,kelnės,хеча
458,Gürtel::N,juosta,доьхка
459,Gürtel::N,diržas,доьхка
460,Mütze::N,kepurė,куй
461,Schuh::N,batas,мача
462,Stiefel::N,auliniai batai,этка
463,Ring::N,žiedas,чӏуг
464,Band::N,kaspinas,лента
465,Kamm::N,šukos,ехк
466,Spiegel::N,veidrodis,куьзга
467,Riemen::N,diržas,доьхка
468,Schnur::N,virvė,муш
469,Leine::N,pavadėlis,кочатосу доьхка
470,Decke::N,antklodė,юргӏа
471,Kissen::N,pagalvė,гIайба
472,Kissen::N,priegalvis,гIайба
473,Tuch::N,skarelė,исхар
474,Handtuch::N,rankšluostis,гата
475,Kraft::N,jėga,гӏора
476,Stärke::N,stiprumas,гӏап
477,Gesundheit::N,sveikata,могашалла
478,Krankheit::N,liga,цамгар
479,Schmerz::N,skausmas,лазар
480,Wunde::N,žaizda,чов
481,Fieber::N,karštis,xорша
482,Arznei::N,vaistas,молха
483,Brücke::N,tiltas,тӏай
484,Brunnen::N,šulinys,гӏу
485,Weide::N,ganykla,дак
486,Weide::N,gluosnis,дак
487,Pfad::N,takas,тача
488,Weg::N,kelias,некъ
489,Straße::N,gatvė,урам
490,Dorf::N,kaimas,юрт
491,Dorf::N,sodžius,юрт
492,Stadt::N,miestas,гӏала
493,Brief::N,laiškas,кехат
494,Buch::N,knyga,жайна
495,Buchstabe::N,raidė,элп
496,Zeitung::N,laikraštis,газет
497,Leben::N,gyvybė,дахар
498,Leben::N,gyvenimas,дахар
499,Tod::N,mirtis,далар
500,Tod::N,mirtis,ӏожалла
501,Grab::N,kapas,каш
502,Kirche::N,bažnyčia,килс
503,Sünde::N,nuodėmė,къа
504,Sünde::N,nusidėjimas,къа
505,Gott::N,dievas,дела
506,Arbeiter::N,darbininkas,белхало
507,Chef::N,šefas,хьаькам
508,Chef::N,vadovas,хьаькам
509,Chef::N,viršininkas,хьаькам
510,Meister::N,meistras,говзанча
511,Arzt::N,gydytojas,лор
512,Lehrer::N,mokytojas,хьехархо
513,Geld::N,pinigai,aхча
514,Geschäft::N,biznis,туька
515,Laden::N,krautuvė,туька
516,Laden::N,parduotuvė,туька
517,Preis::N,kaina,мах
518,Ware::N,prekė,хlума
519,Nutzen::N,nauda,пайда
520,Nutzen::N,pelnas,пайда
521,Reichtum::N,turtas,хьал
522,Welt::N,pasaulis,дуьне
523,Land::N,žemė,мохк
524,Land::N,šalis,мохк
525,Staat::N,valstija,пачхьалкх
526,König::N,karalius,паччахь
527,Macht::N,galia,ӏедал
528,Macht::N,valdžia,ӏедал
529,Grenze::N,riba,доза
530,Grenze::N,siena,доза
531,Krieg::N,karas,тӏом
532,Feind::N,priešas,мостагӏ
533,Gewalt::N,jėga,гӏело
534,Gewalt::N,smurtas,гӏело
535,Gewalt::N,prievarta,гӏело
536,Kampf::N,kova,къийсам
537,Bogen[Waffe]::N,lankas,
538,Pfeil::N,strėlė,пха
539,Gewehr::N,šautuvas,топ
540,Fehler::N,klaida,гӏалат
541,Lüge::N,melas,аьшпаш
542,Schaden::N,nuostolis,зен
543,Schaden::N,apgadinimas,зен
544,Unglück::N,nelaimė,бала
545,Schuld::N,kaltė,бехк
546,Alter::N,amžius,хан
547,Schluss::N,pabaiga,чакхе
548,Zeit::N,laikas,хан
549,Tag::N,diena,де
550,Morgen::N,rytas,ӏуьйре
551,Mittag::N,vidurdienis,делкъе
552,Abend::N,vakaras,суьйре
553,Nacht::N,naktis,буьйса
554,Woche::N,savaitė,кӏира
555,Monat::N,mėnuo,бутт
556,Jahr::N,metai,шо
557,Frühling::N,pavasaris,бӏаьсте
558,Sommer::N,vasara,аьхке
559,Herbst::N,ruduo,гуьйре
560,Winter::N,žiema,ӏа
561,Januar::N,sausis,январь
562,Februar::N,vasaris,февраль
563,März::N,kovas,март
564,April::N,balandis,апрель
565,Mai::N,gegužė,май
566,Juni::N,birželis,июнь
567,Juli::N,liepa,июль
568,August::N,rugpjūtis,август
569,September::N,rugsėjis,сентябрь
570,Oktober::N,spalis,октябрь
571,November::N,lapkritis,ноябрь
572,Dezember::N,gruodis,декабрь
573,Montag::N,pirmadienis,оршот
574,Dienstag::N,antradienis,шинара
575,Mittwoch::N,trečiadienis,кхаара
576,Donnerstag::N,ketvirtadienis,еара
577,Freitag::N,penktadienis,пӏераска
578,Samstag::N,šeštadienis,шот
579,Sonntag::N,sekmadienis,кӏиранде
580,groß::A,didis,доккха
581,groß::A,didelis,доккха
582,klein::A,mažas,кегий
583,lang::A,ilgas,еха
584,kurz::A,trumpas,доца
585,breit::A,platus,шуьйра
586,schmal::A,smulkus,готта
587,dicht::A,tankus,луьста
588,dick[Gegenstand]::A,storas,стомма
589,dünn::A,plonas,дуткъа
590,fein::A,smulkus,ховха
591,fest::A,kietas,чӏогӏа
592,fest::A,tvirtas,чӏогӏа
593,flach::A,lėkštas,чӏапа
594,flach::A,plokščias,чӏапа
595,glatt::A,slidus,шера
596,hart::A,kietas,чӏогӏa
597,weich::A,minkštas,кӏеда
598,rund::A,apvalus,горга
599,rund::A,apskritas,горга
600,spitz::A,aštrus,ира
601,spitz::A,smailus,ира
602,scharf::A,aštrus,ира
603,stumpf::A,bukas,аьртa
604,stumpf::A,atšipęs,аьртa
605,schwer::A,sunkus,деза
606,schön::A,gražus,хаза
607,heiß::A,karštas,довха
608,warm::A,šiltas,довха
609,kalt::A,šaltas,шийла
610,kühl::A,vėsus,шийла
611,kühl::A,bejausmis,шийла
612,frisch::A,šviežias,керла
613,feucht::A,drėgnas,тӏуьна
614,nass::A,šlapias,тӏеда
615,trocken::A,sausas,eкъа
616,voll::A,pilnas,дуьзна
617,leer::A,tuščias,яьсса
618,offen::A,atviras,диллина
619,geschlossen::A,uždaras,дӏакъевлина
620,geschlossen::A,uždaras,дӏачӏагӏдина
621,geschlossen::A,uždarytas,дӏакъевлина
622,geschlossen::A,uždarytas,дӏачӏагӏдина
623,sauber::A,švarus,цӏена
624,schmutzig::A,nešvarus,боьха
625,schmutzig::A,purvinas,боьха
626,roh::A,žalias,буьйда
627,reif::A,prinokęs,хилла
628,reif::A,pribrendęs,хилла
629,lecker::A,gardus,чоме
630,süß::A,saldus,мерза
631,bitter::A,kartus,къаьхьа
632,sauer::A,gižus,муьста
633,sauer::A,rūgštus,муьста
634,hell::A,šviesus,сирла
635,hell::A,skaistus,сирла
636,dunkel::A,tamsus,бодане
637,schwarz::A,juodas,ӏаьржа
638,weiß::A,baltas,кӏайн
639,rot::A,raudonas,цӏен
640,gelb::A,geltonas,можа
641,blau::A,mėlynas,сийна
642,grün::A,žalias,баьццара
643,grau::A,pilkas,cира
644,grau::A,pilkas,мокха
645,bunt::A,margas,къорза
646,bunt::A,spalvotas,къорза
647,billig::A,pigus,дораха
648,teuer::A,brangus,деза
649,wertvoll::A,vertingas,мехала
650,blind::A,aklas,бӏаьрзе
651,taub::A,kurčias,къора
652,kräftig::A,stiprus,нуьцкъала
653,stark::A,stiprus,зоьртала
654,stark::A,stiprus,нуьцкъала
655,schwach::A,silpnas,гӏорасиза
656,fett::A,riebus,дерстана
657,schlank::A,laibas,куц долу
658,schlank::A,lieknas,куц долу
659,hübsch::A,gražus,хаза
660,böse::A,blogas,вон
661,dumm::A,paikas,сонта
662,dumm::A,kvailas,сонта
663,faul::A,tingus,мало ен
664,fleißig::A,stropus,тӏера
665,fleißig::A,kruopštus,тӏера
666,geizig::A,šykštus,пис
667,geizig::A,šykštus,сутара
668,klug::A,sumanus,хьекъале
669,klug::A,protingas,хьекъале
670,geschickt::A,apsukrus,тӏахъаьлла
671,lieb::A,mielas,хьоме
672,lustig::A,smagus,самукъане
673,lustig::A,linksmas,самукъане
674,sanft::A,švelnus,кlеда
675,sanft::A,minkštas,кlеда
676,hungrig::A,alkanas,меца
677,krank::A,ligotas,цомгуш долу
678,krank::A,sergantis,цомгуш долу
679,nackt::A,nuogas,дерзана
680,traurig::A,liūdnas,самукъане воцу
681,lebendig::A,gyvas,дийна
682,gut::A,geras,дика
683,schlecht::A,blogas,вон
684,schlecht::A,prastas,вон
685,richtig::A,tikras,нийса
686,richtig::A,teisingas,нийса
687,schlimm::A,blogas,вон
688,schlimm::A,prastas,вон
689,wahr::A,tikras,бакъдолу
690,alt::A,senas,къена
691,neu::A,naujas,керла
692,ehemalig::A,buvęs,хилла
693,alt[Lebewesen]::A,pagyvenęs,къена
694,jung::A,jaunas,къона
695,arm::A,neturtingas,къен
696,reich::A,turtingas,хьоле
697,bekannt::A,žinomas,девзаш долу
698,bekannt::A,pažįstamas,девзаш долу
699,berühmt::A,žymus,цӏеяхана
700,berühmt::A,garsus,цӏеяхана
701,fremd::A,svetimas,нехан
702,verschieden::A,įvairus,тайп-тайпанара
703,nah::A,artimas,гергара
704,fern::A,tolimas,гена
705,fern::A,tolimas,генара
706,linker::A,kairys,аьрру
707,rechter::A,dešinys,аьтту
708,anderer::A,kitas,кхин
709,erster::A,pirmas,хьалхара
710,zweiter::A,antras,шолгIа
711,dritter::A,trečias,кхоалгӏа
712,letzter::A,paskutinis,тӏаьххьара
713,allein::ADV,vienas,цхьаъ
714,auf einmal::ADV,iš karto,цу сохьтта
715,zusammen::ADV,kartu,цхьана
716,zusammen::ADV,drauge,цхьана
717,lange::ADV,ilgai,дукха
718,plötzlich::ADV,staiga,цIеххьана
719,sofort::ADV,tuojau,цу сохьтта
720,später::ADV,vėliau,тӏаьхьо
721,später::ADV,paskiau,тӏаьхьо
722,jetzt::ADV,dabãr,хӏинца
723,heute::ADV,šiandien,тахана
724,morgen::ADV,rytoj,кхана
725,bald::ADV,greitai,кеста
726,bald::ADV,netrukus,кеста
727,dann::ADV,po to,тӏаккха
728,gestern::ADV,vakar,селхана
729,einst::ADV,kadaise,цкъа
730,einst::ADV,kitą kartą,цкъа
731,damals::ADV,anuomet,хӏетахьь
732,damals::ADV,anuokart,хӏетахьь
733,danach::ADV,po to,тӏаккха
734,danach::ADV,paskui,тӏаккха
735,vorher::ADV,anksčiau,хьалхa
736,zuerst::ADV,pirma,хьалха
737,zuerst::ADV,iš pradžių̃,хьалха
738,einmal::ADV,kartą,цкъа
739,einmal::ADV,vieną kartą,цкъа
740,manchmal::ADV,kai kada,цкъаццкъа
741,oft::ADV,dažnai,кест-кеста
742,immer::ADV,visada,даим
743,immer::ADV,visuomet,даим
744,niemals::ADV,niekada,цкъа а
745,niemals::ADV,niekuomet,цкъа а
746,hier::ADV,čia,кхузахь
747,hierhin::ADV,šen,кхуза
748,hierhin::ADV,čionai,кхуза
749,von hier::ADV,iš čia,кхузара
750,dort::ADV,ten,цигахь
751,dort::ADV,tenai,цигахь
752,dorthin::ADV,ten,цига
753,dorthin::ADV,ten link,цига
754,geradeaus::ADV,tiesiai,нийса дӏа
755,vorwärts::ADV,pirmyn,хьалха
756,rückwärts::ADV,atbulai,юха
757,zurück::ADV,atgal,юха
758,unten::ADV,žemai,лахахь
759,unten::ADV,apačioje,лахахь
760,hinab::ADV,žemyn,охьа
761,oben::ADV,viršuj,лакхахь
762,hinauf::ADV,aukštyn,хьала
763,hinauf::ADV,į viršų,хьала
764,überall::ADV,visur,массанхьа
765,nicht::ADV,ne,ца
766,ein wenig::ADV,truputį,кӏеззиг
767,kaum::ADV,vos,халла
768,sehr::ADV,labai,вуно
769,sehr::ADV,baisiai,вуно
770,so::ADV,taip,
771,noch::ADV,dar,кхин
772,nur::ADV,tik,бен ...ца
