,Concept_ID,eu,la
831,dorthin::ADV,hara,eo
832,geradeaus::ADV,artez,recte
833,vorwärts::ADV,aurrera,porro
834,rückwärts::ADV,atzera,retro
835,rückwärts::ADV,atzerantz,retro
836,zurück::ADV,atzera,retro
837,unten::ADV,behean,infra
838,hinab::ADV,behera,pessum
839,hinab::ADV,beherantz,pessum
840,oben::ADV,goian,supra
841,hinauf::ADV,gora,sursum
842,hinauf::ADV,gorantz,sursum
843,überall::ADV,edonon,ubique
844,nicht::ADV,ez,non
845,ein wenig::ADV,apur bat,paulum
846,ein wenig::ADV,pixka bat,paulum
847,kaum::ADV,ozta,vix
848,kaum::ADV,ozta,aegre
849,kaum::ADV,nekez,vix
850,kaum::ADV,nekez,aegre
851,sehr::ADV,oso,valde
852,sehr::ADV,oso,magnopere
853,so::ADV,hala,ita
854,so::ADV,honela,ita
855,noch::ADV,oraindik,etiam
856,nur::ADV,bakarrik,solum
857,nur::ADV,bakarrik,tantum
858,schon::ADV,ja,iam
859,schon::ADV,jada,iam
860,wieder::ADV,berriro,rursus
861,vergebens::ADV,alferrik,frustra
862,vor::PRP,aurrean,ante
863,hinter::PRP,ostean,post
864,hinter::PRP,gibelean,post
865,unter::PRP,pean,sub
866,unter::PRP,azpian,sub
867,durch::PRP,zehar,per
868,neben::PRP,ondoan,iuxta
869,neben::PRP,aldamenean,iuxta
870,zwischen::PRP,artean,inter
871,wegen::PRP,-gatik,propter
872,dies::PRN,hau,hoc
873,das::PRN,hura,id
874,alles::PRN,dena,omnia
875,ich::PRN,ni,ego
876,du::PRN,zu,tu
877,er::PRN,bera,is
878,er::PRN,bera,ille
879,wir::PRN,gu,nos
880,ihr::PRN,zuek,vos
881,sie::PRN,berak,ii
882,sie::PRN,berak,illi
883,was::FPRN,zer,quid
884,wer::FPRN,nor,quis
885,wo::FADV,non,ubi
886,wohin::FADV,nora,quo
887,wie::FADV,nola,quomodo
888,wie::FADV,zelan,quomodo
889,warum::FADV,zeren,cur
890,warum::FADV,zergatik,cur
891,wieviel::FNUM,zenbat,quantum
892,eins::NUM,bat,unus
893,zwei::NUM,bi,duo
894,zwei::NUM,biga,duo
895,drei::NUM,hiru,tres
896,vier::NUM,lau,quattuor
897,fünf::NUM,bost,quinque
898,sechs::NUM,sei,sex
899,sieben::NUM,zazpi,septem
900,acht::NUM,zortzi,octo
901,neun::NUM,bederatzi,novem
902,zehn::NUM,hamar,decem
903,elf::NUM,hamaika,undecim
904,zwölf::NUM,hamabi,duodecim
905,zwanzig::NUM,hogei,viginti
906,dreißig::NUM,hogeita hamar,triginta
907,vierzig::NUM,berrogei,quadraginta
908,fünfzig::NUM,berrogeita hamar,quinquaginta
909,sechzig::NUM,hirurogei,sexaginta
910,siebzig::NUM,hirurogeita hamar,septuaginta
911,achtzig::NUM,laurogei,octoginta
912,neunzig::NUM,laurogeita hamar,nonaginta
913,hundert::NUM,ehun,centum
914,tausend::NUM,mila,mille
915,und::CNJ,eta,et
916,und::CNJ,eta,-que
917,oder::CNJ,edo,vel
918,stehen::V,zutik egon,stare
919,sitzen::V,eserita egon,sedere
920,liegen::V,etzan,iacere
921,hängen::V,eskegita egon,pendere
922,hängen::V,zintzilik egon,pendere
923,werden::V,bihurtu,fieri
924,werden::V,bilakatu,fieri
925,passieren::V,pasatu,accidere
926,passieren::V,gertatu,accidere
927,beginnen::V,hasi,incipere
928,enden::V,bukatu,finem habere
929,wechseln::V,aldatu,mutari
930,aufgehen[Sonne]::V,ilki,oriri
931,aufgehen[Sonne]::V,sortu,oriri
932,untergehen[Sonne]::V,sartu,occidere
933,scheinen[Sonne]::V,eguzkia egon,lucere
934,donnern::V,trumoia jo,tonare
935,wehen::V,haizea ibili,flare
936,strömen::V,zorrotadaka isuri,fluere
937,fließen::V,isuri,manare
938,sich drehen::V,biratu,torqueri
939,schwanken::V,zabuka ibili,vacillare
940,schwingen::V,kulunkatu,vibrare
941,fallen::V,erori,cadere
942,brennen::V,sutan egon,ardere
943,rauchen::V,kea bota,fumare
944,regnen::V,euria ari izan,pluere
945,gefrieren::V,izoztu,congelari
946,gefrieren::V,hormatu,congelari
947,tauen::V,gesaldu,rorare
948,schmelzen::V,urtu,liquescere
949,trocknen::V,idortu,arescere
950,trocknen::V,lehortu,arescere
951,sieden::V,irakin,fervere
952,faulen::V,hirotu,putescere
953,faulen::V,usteldu,putescere
954,verfaulen::V,hirotu,putescere
955,verfaulen::V,usteldu,putescere
956,reißen::V,eten,scindi
957,reißen::V,tarrat egin,scindi
958,versinken::V,urperatu,mergi
959,vergehen::V,iragan,praeterire
960,erscheinen::V,agertu,apparere
961,verschwinden::V,desagertu,discedere
962,sinken::V,beheititu,labi
963,abnehmen::V,gutxitu,deminui
964,abnehmen::V,beheratu,deminui
965,zunehmen::V,gora egin,augeri
966,steigen::V,igo,augescere
967,wachsen::V,hazi,crescere
968,glänzen::V,distiratu,splendere
969,funkeln::V,izarniatu,micare
970,lärmen::V,zarata atera,strepere
971,läuten::V,jo,sonare
972,läuten::V,hots egin,sonare
973,klingeln::V,txirrina jo,tinnire
974,klirren::V,tintin egin,crepare
975,brausen::V,marru egin,saevire
976,rauschen::V,fir-fir egin,crepare
977,klingen::V,soinu egin,sonare
978,bellen::V,zaunkatu,latrare
979,heulen::V,ulu egin,ululare
980,heulen::V,uhuri egin,ululare
981,blasen::V,ufa egin,flare
982,blasen::V,putz egin,flare
983,pfeifen::V,txistu egin,sibilare
984,schreien::V,oihu egin,clamare
985,schreien::V,garrasi egin,clamare
986,stöhnen::V,intziri egin,gemere
987,zittern::V,ikara egin,tremere
988,zittern::V,ikara egin,trepidare
989,zittern::V,dar-dar egin,tremere
990,zittern::V,dar-dar egin,trepidare
991,leben::V,bizi izan,vivere
992,geboren werden::V,jaio,nasci
993,atmen::V,hats egin,spirare
994,atmen::V,arnasa egin,spirare
995,trinken::V,edan,bibere
996,essen::V,jan,edere
997,schlucken::V,irentsi,devorare
998,müde werden::V,unatu,fatigari
999,müde werden::V,nekatu,fatigari
1000,einschlafen::V,lokartu,obdormiscere
1001,schlafen::V,lo egin,dormire
1002,aufwachen::V,esnatu,expergisci
1003,aufwachen::V,atzarri,expergisci
1004,aufstehen::V,jaiki,exsurgere
1005,sich erholen::V,atseden egin,se reficere
1006,krank werden::V,gaixotu,aegrescere
1007,krank sein::V,eri izan,aegrotare
1008,krank sein::V,gaixo izan,aegrotare
1009,schmerzen::V,min egin,dolere
1010,husten::V,eztul egin,tussire
1011,genesen::V,osatu,convalescere
1012,sterben::V,hil,mori
1013,sterben::V,zendu,mori
1014,umkommen::V,istripuz hil,perire
1015,sich bewegen::V,higitu,se movere
1016,sich rühren::V,zirkin egin,micare
1017,sich erheben::V,zutitu,surgere
1018,sich erheben::V,altxatu,surgere
1019,sich setzen::V,eseri,considere
1020,sich setzen::V,jesarri,considere
1021,hinfallen::V,erori,cadere
1022,laufen::V,ibili,vadere
1023,schreiten::V,oinkatu,gradi
1024,spazierengehen::V,paseatu,ambulare
1025,spazierengehen::V,ostera bat egin,ambulare
1026,eilen::V,lasterkatu,properare
1027,sich beeilen::V,lehiatu,festinare
1028,sausen::V,ziztu bizian joan,currere
1029,rennen::V,lasterka egin,currere
1030,springen::V,jauzi egin,salire
1031,klettern::V,igo,niti
1032,schaukeln::V,zabu egin,oscillare
1033,schaukeln::V,zanbulu egin,oscillare
1034,kriechen::V,narras egin,repere
1035,kriechen::V,narras egin,serpere
1036,schwimmen::V,igerikatu,nare
1037,schwimmen::V,igerikatu,natare
1038,schwimmen::V,igeri egin,nare
1039,schwimmen::V,igeri egin,natare
1040,tauchen::V,murgildu,mergere
1041,tauchen::V,pulunpatu,mergere
1042,rudern::V,bogatu,remigare
1043,rudern::V,arraun egin,remigare
1044,fahren::V,joan,vehi
1045,fliegen::V,hegaldatu,volare
1046,fliegen::V,hegan egin,volare
1047,gehen::V,joan,ire
1048,gehen::V,joan,vadere
1049,weggehen::V,alde egin,abire
1050,weggehen::V,alde egin,discedere
1051,abfahren::V,abiatu,proficisci
1052,anhalten::V,geratu,consistere
1053,anhalten::V,gelditu,consistere
1054,hineingehen::V,sartu,inire
1055,hineingehen::V,sartu,ingredi
1056,eintreten::V,sartu,intrare
1057,kommen::V,etorri,venire
1058,ankommen::V,heldu,advenire
1059,ankommen::V,iritsi,advenire
1060,zurückkommen::V,itzuli,revenire
1061,bleiben::V,gelditu,manere
1062,warten::V,itxaron,opperiri
1063,warten::V,zain egon,opperiri
1064,erwarten::V,iguriki,opperiri
1065,erwarten::V,iguriki,expectare
1066,suchen::V,bilatu,quaerere
1067,finden::V,idoro,reperire
1068,finden::V,aurkitu,reperire
1069,versuchen::V,saiatu,conari
1070,versuchen::V,saiatu,temptare
1071,versuchen::V,ahalegindu,conari
1072,versuchen::V,ahalegindu,temptare
1073,vorbereiten::V,gertatu,parare
1074,lieben::V,maitatu,amare
1075,lieben::V,maite izan,amare
1076,mögen::V,laket izan,amare
1077,mögen::V,atsegin izan,amare
1078,lachen::V,irri egin,ridere
1079,lachen::V,barre egin,ridere
1080,rühren::V,hunkitu,commovere
1081,weinen::V,negar egin,flere
1082,schimpfen::V,erneguka ari izan,increpare
1083,sich ärgern::V,ernegatu,indignari
1084,sich ärgern::V,haserretu,indignari
1085,sich fürchten::V,beldur izan,vereri
1086,fürchten::V,beldur izan,timere
1087,fliehen::V,ihes egin,fugere
1088,flüchten::V,ihes egin,effugere
1089,sehen::V,ikusi,videre
1090,anschauen::V,begietsi,aspectare
1091,ansehen::V,begiratu,spectare
1092,hören::V,aditu,audire
1093,zuhören::V,entzun,auscultare
1094,probieren::V,dastatu,gustare
1095,riechen::V,usnatu,olfacere
1096,riechen::V,usaindu,olfacere
1097,fühlen::V,sentitu,sentire
1098,scheinen::V,iruditu,videri
1099,scheinen::V,begitandu,videri
1100,zu sehen sein::V,azaldu,conspici
1101,vernehmen::V,aditu,comperire
1102,frieren::V,hotz izan,algere
1103,tun::V,egin,facere
1104,können::V,ahal izan,posse
1105,wollen::V,nahi izan,velle
1106,anfangen::V,hasi,incipere
1107,beenden::V,bukatu,finire
1108,aufhören::V,utzi,desistere
1109,gelingen::V,lortu,contingere
1110,geraten::V,heldu,evenire
1111,öffnen::V,ireki,aperire
1112,öffnen::V,zabaldu,aperire
1113,schließen::V,itxi,claudere
1114,stellen::V,ipini,sistere
1115,setzen::V,jesarri,ponere
1116,legen::V,jarri,ponere
1117,berühren::V,ukitu,tangere
1118,verbinden::V,uztartu,iungere
1119,bedecken::V,estali,tegere
1120,bedecken::V,estali,operire
1121,aufhängen::V,eseki,suspendere
1122,aufhängen::V,eskegi,suspendere
1123,anzünden::V,piztu,accendere
1124,anzünden::V,piztu,inflammare
1125,aufheben::V,jaso,tollere
1126,zurücklassen::V,atzean utzi,relinquere
1127,verlieren::V,galdu,perdere
1128,verlieren::V,galdu,amittere
1129,fallen lassen::V,erortzen utzi,dimittere
1130,machen::V,egin,facere
1131,herstellen::V,ekoiztu,fabricare
1132,bauen::V,eraiki,construere
1133,reparieren::V,konpondu,reparare
1134,verbessern::V,hobetu,emendare
1135,ändern::V,mudatu,mutare
1136,graben::V,aitzurtu,fodere
1137,beugen::V,makurtu,flectere
1138,biegen::V,malgutu,curvare
1139,biegen::V,makolatu,curvare
1140,drehen::V,jiratu,torquere
1141,wenden::V,bihurtu,vertere
1142,umdrehen::V,biratu,convertere
1143,umdrehen::V,alderantzikatu,convertere
1144,heben::V,jaso,tollere
1145,heben::V,goratu,tollere
1146,hochheben::V,goratu,levare
1147,hochheben::V,altxatu,levare
1148,ergreifen::V,oratu,capessere
1149,halten::V,eutsi,tenere
1150,drücken::V,sakatu,premere
1151,schieben::V,bultzatu,promovere
1152,kratzen::V,hatz egin,radere
1153,kratzen::V,hazka egin,radere
1154,lecken::V,miaztu,lambere
1155,lecken::V,lamikatu,lambere
1156,beißen::V,hozka egin,mordere
1157,beißen::V,ausiki egin,mordere
1158,abreißen::V,kendu,avellere
1159,abschneiden::V,moztu,desecare
1160,abschneiden::V,pikatu,desecare
1161,binden::V,lotu,ligare
1162,binden::V,estekatu,ligare
1163,stecken::V,sartu,inserere
1164,brechen::V,apurtu,rumpere
1165,klopfen::V,jo,pultare
1166,hauen::V,jo,ferire
1167,kleben::V,itsatsi,agglutinare
1168,reiben::V,igurtzi,terere
1169,streichen::V,igurtzi,oblinere
1170,schleifen::V,zorroztu,acuere
1171,schneiden::V,moztu,secare
1172,rütteln::V,astindu,quassare
1173,rütteln::V,inarrosi,quassare
1174,schütteln::V,astindu,quatere
1175,schütteln::V,inarrosi,quatere
1176,schwenken::V,zabukatu,ventilare
1177,schütten::V,isuri,fundere
1178,füllen::V,bete,complere
1179,einwickeln::V,bildu,involvere
1180,tragen::V,eroan,ferre
1181,tragen::V,eroan,portare
1182,tragen::V,eraman,ferre
1183,tragen::V,eraman,portare
1184,schleppen::V,narrastu,pertrahere
1185,schleppen::V,herrestatu,pertrahere
1186,ziehen::V,tira egin,trahere
1187,aufbewahren::V,gorde,asservare
1188,werfen::V,jaurti,iacere
1189,werfen::V,aurtiki,iacere
1190,fangen::V,atzeman,capere
1191,packen::V,heldu,capessere
1192,verstecken::V,ostendu,abdere
1193,verstecken::V,ezkutatu,abdere
1194,teilen::V,zatitu,partiri
1195,teilen::V,zatitu,dividere
1196,schicken::V,bidali,mittere
1197,bringen::V,ekarri,apportare
1198,hinzufügen::V,eratxiki,addere
1199,hinzufügen::V,gaineratu,addere
1200,bekommen::V,jaso,adipisci
1201,erhalten::V,jaso,accipere
1202,nehmen::V,hartu,sumere
1203,wählen::V,hautatu,eligere
1204,wählen::V,aukeratu,eligere
1205,auswählen::V,hautatu,deligere
1206,auswählen::V,aukeratu,deligere
1207,bewahren::V,begiratu,conservare
1208,behindern::V,oztopatu,impedire
1209,verderben::V,hondatu,corrumpere
1210,beschädigen::V,akastu,laedere
1211,zerbrechen::V,apurtu,rumpere
1212,zerbrechen::V,apurtu,frangere
1213,zerreißen::V,zarratatu,discindere
1214,zerstören::V,suntsitu,delere
1215,verbrennen::V,erre,urere
1216,verbrennen::V,erre,cremare
1217,verbrennen::V,kiskali,urere
1218,verbrennen::V,kiskali,cremare
1219,geben::V,eman,dare
1220,reichen::V,luzatu,praebere
1221,reichen::V,helarazi,praebere
1222,schenken::V,oparitu,donare
1223,schenken::V,oparitu,largiri
1224,versprechen::V,agindu,polliceri
1225,versprechen::V,agindu,promittere
1226,wünschen::V,opatu,
1227,wünschen::V,opetsi,
1228,loben::V,laudatu,laudare
1229,loben::V,goraipatu,laudare
1230,küssen::V,musu eman,osculari
1231,wiegen::V,kulunkatu,
1232,zudecken::V,estali,tegere
1233,wecken::V,esnatu,excitare
1234,wecken::V,iratzartu,excitare
1235,zeigen::V,erakutsi,monstrare
1236,führen::V,gidatu,ducere
1237,lehren::V,irakatsi,docere
1238,unterrichten::V,eskolak eman,instituere
1239,aufziehen::V,hazi,nutrire
1240,leiten::V,arteztu,ducere
1241,antreiben::V,bulkatu,incitare
1242,lassen::V,-arazi,iubere
1243,einladen::V,gonbidatu,invitare
1244,vereinigen::V,batu,coniungere
1245,vereinigen::V,bateratu,coniungere
1246,besuchen::V,ikustatu,visere
1247,treffen::V,topatu,convenire
1248,sich versammeln::V,bildu,convenire
1249,spielen::V,jolastu,ludere
1250,singen::V,abestu,cantare
1251,singen::V,kantatu,cantare
1252,tanzen::V,dantzatu,saltare
1253,tanzen::V,dantzan egin,saltare
1254,sich trennen::V,banandu,digredi
1255,sich trennen::V,banandu,discedere
1256,verlassen::V,utzietsi,deserere
1257,verlassen::V,utzietsi,relinquere
1258,retten::V,salbatu,servare
1259,retten::V,gaizkatu,servare
1260,bewachen::V,jagon,custodire
1261,bewachen::V,zaindu,custodire
1262,schützen::V,babestu,tueri
1263,schützen::V,babestu,tutari
1264,schützen::V,gerizatu,tueri
1265,schützen::V,gerizatu,tutari
1266,verteidigen::V,aldeztu,defendere
1267,sich schlagen::V,elkar jo,luctari
1268,sich schlagen::V,elkar borrokatu,luctari
1269,schießen::V,tiro egin,iaculari
1270,siegen::V,irabazi,vincere
1271,ärgern::V,ernegatu,irritare
1272,ärgern::V,haserretu,irritare
1273,schlagen::V,jo,ferire
1274,schlagen::V,erauntsi,ferire
1275,treten::V,zapaldu,calcare
1276,treten::V,ostiaktu,calcare
1277,stechen::V,sastatu,pungere
1278,stoßen::V,bultzatu,tundere
1279,stehlen::V,ostu,furari
1280,stehlen::V,lapurtu,furari
1281,stören::V,galarazi,turbare
1282,belästigen::V,gohaindu,obtundere
1283,belästigen::V,alamena eman,obtundere
1284,verbergen::V,ezkutatu,celare
1285,verbergen::V,ezkutatu,occultare
1286,täuschen::V,tronpatu,fallere
1287,täuschen::V,engainatu,fallere
1288,betrügen::V,iruzurtu,fraudare
1289,töten::V,hil,necare
1290,töten::V,hil,caedere
1291,töten::V,heriotza eman,necare
1292,töten::V,heriotza eman,caedere
1293,wohnen::V,bizi izan,habitare
1294,arbeiten::V,lan egin,laborare
1295,arbeiten::V,behar egin,laborare
1296,sammeln::V,bildu,colligere
1297,sammeln::V,bildumatu,colligere
1298,pflücken::V,batu,carpere
1299,pflücken::V,bildu,carpere
1300,jagen::V,ehizatu,venari
1301,fischen::V,arrantzatu,piscari
1302,fischen::V,arrantza egin,piscari
1303,fassen::V,harrapatu,capere
1304,hüten::V,begiratu,custodire
1305,treiben::V,bultza egin,agere
1306,anbinden::V,estekatu,alligare
1307,füttern::V,bazkatu,nutrire
1308,melken::V,jetzi,mulgere
1309,hacken::V,xehatu,findere
1310,gießen::V,isuri,rigare
1311,reifen::V,heldu,maturescere
1312,reifen::V,zoritu,maturescere
1313,zubereiten::V,prestatu,apparare
1314,kochen::V,egosi,coquere
1315,backen::V,labean egin,coquere
1316,braten::V,erregosi,torrere
1317,umrühren::V,eragin,commovere
1318,stricken::V,trikotatu,texere
1319,stricken::V,puntu egin,texere
1320,nähen::V,josi,suere
1321,färben::V,tindatu,tingere
1322,reinigen::V,ikuzi,purgare
1323,reinigen::V,garbitu,purgare
1324,waschen::V,xahutu,lavare
1325,waschen::V,garbitu,lavare
1326,abwischen::V,xukatu,abstergere
1327,spülen::V,irakutzi,perluere
1328,fegen::V,erraztatu,verrere
1329,kehren::V,isastu,purgare
1330,baden::V,bainatu,lavari
1331,baden::V,bainua hartu,lavari
1332,sich waschen::V,burua garbitu,lavari
1333,ausziehen::V,erantzi,exuere
1334,anziehen::V,jantzi,induere
1335,sich anziehen::V,jantzi,vestiri
1336,kämmen::V,orraztu,pectere
1337,schmücken::V,apaindu,ornare
1338,schmücken::V,apaindu,decorare
1339,sagen::V,esan,dicere
1340,sprechen::V,mintzatu,fari
1341,sprechen::V,hitz egin,fari
1342,reden::V,hitz egin,loqui
1343,sich unterhalten::V,solastu,colloqui
1344,sich unterhalten::V,solastu,disputare
1345,sich unterhalten::V,solas egin,colloqui
1346,sich unterhalten::V,solas egin,disputare
1347,fragen::V,galdetu,rogare
1348,fragen::V,galdetu,quaerere
1349,bitten::V,eskatu,orare
1350,bitten::V,eskatu,rogare
1351,bitten::V,galdegin,orare
1352,bitten::V,galdegin,rogare
1353,erzählen::V,edestu,narrare
1354,erzählen::V,kontatu,narrare
1355,mitteilen::V,jakinarazi,communicare
1356,nennen::V,izena eman,appellare
1357,rufen::V,dei egin,vocare
1358,prahlen::V,harrokerian ibili,gloriari
1359,prahlen::V,ahoberokeriak esan,gloriari
1360,übersetzen::V,itzuli,vertere
1361,denken::V,pentsatu,cogitare
1362,denken::V,gogoeta egin,cogitare
1363,glauben::V,sinetsi,credere
1364,bemerken::V,ohartu,animadvertere
1365,bemerken::V,konturatu,animadvertere
1366,erkennen::V,ezagutu,cognoscere
1367,erkennen::V,antzeman,cognoscere
1368,begreifen::V,ulertu,comprehendere
1369,verstehen::V,aditu,intellegere
1370,lernen::V,ikasi,discere
1371,wissen::V,jakin,scire
1372,sich erinnern an::V,gogoratu,meminisse
1373,sich erinnern an::V,gogoan izan,meminisse
1374,vergessen::V,ahaztu,oblivisci
1375,vergessen::V,ahantzi,oblivisci
1376,messen::V,neurtu,metiri
1377,zählen::V,zenbatu,numerare
1378,zählen::V,kopuratu,numerare
1379,rechnen::V,kalkulatu,reri
1380,rechnen::V,kalkulatu,calculare
1381,lesen::V,irakurri,legere
1382,malen::V,margotu,pingere
1383,zeichnen::V,marraztu,scribere
1384,schreiben::V,idatzi,scribere
1385,besitzen::V,ukan,possidere
1386,besitzen::V,eduki,possidere
1387,kaufen::V,erosi,emere
1388,verkaufen::V,saldu,vendere
1389,bezahlen::V,ordaindu,pendere
1390,zahlen::V,ordaindu,solvere
1391,beherrschen::V,menpean izan,regere
1392,beherrschen::V,menpean izan,imperare
1393,ertragen::V,jasan,tolerare
1394,ertragen::V,jasan,sustinere
1395,ertragen::V,pairatu,tolerare
1396,ertragen::V,pairatu,sustinere
