,Concept_ID,kn,az
562,scharf::A,ತೀಕ್ಷ್ಣ,kəskin
563,stumpf::A,ಮೊಂಡು,küt
564,schwer::A,ಭಾರಿ,ağır
565,schön::A,ಸುಂದರ,gözəl
566,schön::A,ಸುಂದರ,gəşəng
567,heiß::A,ಬಿಸಿ,isti
568,warm::A,ಬಿಸಿ,ilıq
569,kalt::A,ತಣ್ಣನೆಯ,soyuq
570,kühl::A,ತಂಪಾದ,sərin
571,frisch::A,ನಿರ್ಮಲ,təzə
572,feucht::A,ಒದ್ದೆಯಾದ,nəm
573,nass::A,ಒದ್ದೆಯಾದ,yaş
574,trocken::A,ಶುಷ್ಕ,quru
575,voll::A,ತುಂಬಿದ,dolu
576,leer::A,ಖಾಲಿ,boş
577,offen::A,ಮುಚ್ಚಲ್ಲದ,açıq
578,geschlossen::A,ಮುಚ್ಚಿದ,qapalı
579,sauber::A,ಶುದ್ಧ,təmiz
580,schmutzig::A,ಅಶುದ್ಧ,kirli
581,roh::A,ಹಸಿ,çiy
582,reif::A,ಹಣ್ಣಾದ,yetişmiş
583,lecker::A,ಗುಚಿಕರ,dadlı
584,lecker::A,ಗುಚಿಕರ,ləzzətli
585,süß::A,ಸಿಹಿ,şirin
586,bitter::A,ಕಹಿ,acı
587,sauer::A,ಹುಳಿಯಾದ,turş
588,hell::A,ಹೊಳೆಯುವ,aydın
589,dunkel::A,ಮಬ್ಬಾದ,qaranlıq
590,schwarz::A,ಕಪ್ಪು,qara
591,weiß::A,ಬಿಳಿಯ,ağ
592,rot::A,ಕೆಂಪು,qırmızı
593,gelb::A,ಹಳದಯ,sarı
594,blau::A,ನೀಲ,göy
595,blau::A,ನೀಲ,mavi
596,grün::A,ಕಾಯಾದ,yaşıl
597,grau::A,ಬೂದುಬಣ್ಣದ,boz
598,bunt::A,ವರ್ಣರಂಜಿತ,əlvan
599,bunt::A,ವರ್ಣರಂಜಿತ,rəngli
600,billig::A,ಅಗ್ಗ,ucuz
601,teuer::A,ದುಬಾರಿಯಾದ,bahalı
602,wertvoll::A,ಅಮೂಲ್ಯ,qiymətli
603,blind::A,ಅಂಧ,kor
604,taub::A,ಕಿವುಡಾದ,kar
605,kräftig::A,ಪ್ರಬಲ,güclü
606,stark::A,ಶಕ್ತಿವಂತ,qüvvətli
607,schwach::A,ದುರ್ಬಲ,zəif
608,schwach::A,ದುರ್ಬಲ,gücsüz
609,fett::A,ಕೊಬ್ಬಿದ,şişman
610,schlank::A,ತೆಳ್ಳಗಿನ,zərif
611,hübsch::A,ಅಂದವಾದ,göyçək
612,böse::A,ಕೆಟ್ಟ,fəna
613,dumm::A,ಮಂದ,axmaq
614,faul::A,ಆಲಸ,tənbəl
615,fleißig::A,ಕಡಗುವ,çalışqan
616,geizig::A,ಜುಗ್ಗ,xəsis
617,klug::A,ಚತುರ,ağıllı
618,geschickt::A,ದಕ್ಷ,bacarıqlı
619,lieb::A,ಪ್ರಿಯ,əziz
620,lieb::A,ಪ್ರಿಯ,sevimli
621,lustig::A,ಖುಷಿಯಾದ,məzəli
622,lustig::A,ಖುಷಿಯಾದ,gülməli
623,sanft::A,ಸೌಮ್ಯ,mülayim
624,hungrig::A,ಹಸಿದ,ac
625,krank::A,ಅಸ್ವಸ್ಥ,xəstə
626,nackt::A,ನಗ್ನ,çılpaq
627,traurig::A,ದುಃಖಿತ,qəmgin
628,traurig::A,ದುಃಖಿತ,kədərli
629,lebendig::A,ಜೀವಂತ,canlı
630,gut::A,ಒಳ್ಳೆಯ,yaxşı
631,schlecht::A,ದುಷ್ಟ,pis
632,richtig::A,ಸರಿ,doğru
633,schlimm::A,ಅಸಹ್ಯ,fəna
634,wahr::A,ನಿಜ,gərçək
635,alt::A,ಮುದಿ,əski
636,alt::A,ಮುದಿ,köhnə
637,neu::A,ಹೊಸ,yeni
638,ehemalig::A,ಮಾಜೀ,əvvəlki
639,alt[Lebewesen]::A,ವೃದ್ಧ,qoca
640,jung::A,ಎಳ,gənc
641,arm::A,ಬಡ,kasıb
642,arm::A,ಬಡ,yoxsul
643,reich::A,ಶ್ರೀಮಂತ,zəngin
644,bekannt::A,ಅಪ್ತ,tanış
645,berühmt::A,ಪ್ರಸಿದ್ಧ,məşhur
646,fremd::A,ಪರಕೀಯ,yad
647,verschieden::A,ಬೇರೆ,dürlü
648,nah::A,ಹತ್ತಿರವಾದ,yaxın
649,fern::A,ದೂರದ,uzaq
650,linker::A,ಎಡ,sol
651,rechter::A,ಬಲ,sağ
652,anderer::A,ಇತರ,başqa
653,erster::A,ಪ್ರಥಮ,birinci
654,zweiter::A,ದ್ವಿತೀಯ,ikinci
655,dritter::A,ಮೂರನೆಯಜಗತ್ತು,üçüncü
656,letzter::A,ಅಂತ್ಯ,sonuncu
657,letzter::A,ಅಂತ್ಯ,axırıncı
658,allein::ADV,ಒಬ್ಬನೇ,tək
659,allein::ADV,ಒಬ್ಬನೇ,yalqız
660,auf einmal::ADV,ಒಡನೆ,birdən
661,zusammen::ADV,ಒಟ್ಟಿಗೆ,birlikdə
662,lange::ADV,ದೀರ್ಘ,uzun
663,plötzlich::ADV,ಅನಾಮತ್ತು,qəfildən
664,sofort::ADV,ಜಾಗ್ರತೆ,həmən
665,sofort::ADV,ಜಾಗ್ರತೆ,dərhal
666,später::ADV,ತರುವಾಯ,sonra
667,jetzt::ADV,ಈಗ,indi
668,heute::ADV,ಇಂದು,bugün
669,morgen::ADV,ನಾಳೆ,sabah
670,bald::ADV,ಬೇಗ,yaxında
671,bald::ADV,ಬೇಗ,tezliklə
672,dann::ADV,ಆಗ,onda
673,gestern::ADV,ನಿನ್ನೆ,dünən
674,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,əvvəllər
675,damals::ADV,ಆಗ,o vaxt
676,danach::ADV,ಆಮೇಲೆ,sonra
677,vorher::ADV,ಮುಂಚೆ,qabaqcadan
678,zuerst::ADV,ಮೊದಲಿಗೆ,əvvəl
679,einmal::ADV,ಒಮ್ಮೆ,bir dəfə
680,manchmal::ADV,ಆಗಾಗ,hərdənbir
681,oft::ADV,ಅನೇಕಸಲ,tez-tez
682,oft::ADV,ಅನೇಕಸಲ,çox vaxt
683,immer::ADV,ಯಾವಾಗಲೂ,daimi
684,immer::ADV,ಯಾವಾಗಲೂ,həmişə
685,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,əsla
686,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,heç bir zaman
687,hier::ADV,ಇಲ್ಲಿ,bura
688,hier::ADV,ಇಲ್ಲಿ,burada
689,hierhin::ADV,ಇತ್ತ,buraya
690,von hier::ADV,ಇಲ್ಲಿಂದ,buradan
691,dort::ADV,ಅಲ್ಲಿ,ora
692,dort::ADV,ಅಲ್ಲಿ,orada
693,dorthin::ADV,ಅಲ್ಲಿಗೆ,oraya
694,geradeaus::ADV,ಸೀದಾ,düz
695,vorwärts::ADV,ಮುನ್ನೆಡೆವ,irəli
696,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,geri
697,zurück::ADV,ಹಿಂದಕ್ಕೆ,geriyə
698,unten::ADV,ಕೆಳಗೆ,aşağıda
699,hinab::ADV,ಕೆಳಕ್ಕೆ,aşağı
700,oben::ADV,ಮೇಲೆ,yuxarıda
701,hinauf::ADV,ಮೇಲಕ್ಕೆ,yuxarı
702,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,hər yerdə
703,nicht::ADV,ಇಲ್ಲ,-ma-
704,nicht::ADV,ಅಲ್ಲ,-ma-
705,ein wenig::ADV,ತುಸು,bir az
706,kaum::ADV,ಕಠಿನವಾಗಿ,güclə
707,sehr::ADV,ಬಹು,çox
708,so::ADV,ಅಷ್ಟು,belə
709,noch::ADV,ಇನ್ನು,hələ
710,nur::ADV,ಕೇವಲ,yalnız
711,schon::ADV,ಆಗಲೇ,artıq
712,wieder::ADV,ಪುನಃ,yenə
713,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,boş yerə
714,vor::PRP,ಮುಂದೆ,önündə
715,hinter::PRP,ಹಿಂದ,arxasında
716,unter::PRP,ಕೆಳ,altında
717,durch::PRP,ನೇರವಾಗಿ,içindən
718,neben::PRP,ಅಧರ ಬಲಿಕ,yanında
719,zwischen::PRP,ನಡುವೆ,arasında
720,wegen::PRP,ಅಧಕ್ಕಗಿ,üçün
721,wegen::PRP,ಅಧಕ್ಕಗಿ,ötəri
722,dies::PRN,ಈ,bu
723,das::PRN,ಅದು,o
724,alles::PRN,ಎಲ್ಲ,hər şey
725,ich::PRN,ನಾನು,mən
726,du::PRN,ನೀನು,sən
727,er::PRN,ಅವನು,o
728,er::PRN,ಇವನು,o
729,wir::PRN,ನಾವು,biz
730,ihr::PRN,ನೀವು,siz
731,sie::PRN,ಅವರು,onlar
732,was::FPRN,ಏನು,nə
733,wer::FPRN,ಯಾರಿಗೆ,kim
734,wo::FADV,ಎಲ್ಲಿ,harada
735,wohin::FADV,ಎಲ್ಲಿಗೆ,haraya
736,wie::FADV,ಹೇಗೆ,necə
737,warum::FADV,ಏಕೆ,niyə
738,warum::FADV,ಏಕೆ,nə üçün
739,wieviel::FNUM,ಎಷ್ಟು,neçə
740,wieviel::FNUM,ಎಷ್ಟು,nə qədər
741,eins::NUM,ಒಂದು,bir
742,zwei::NUM,ಎರಡು,iki
743,drei::NUM,ಮೂರು,üç
744,vier::NUM,ನಾಲ್ಕು,dörd
745,fünf::NUM,ಅಯ್ದು,beş
746,sechs::NUM,ಆರು,altı
747,sieben::NUM,ಏಳು,yeddi
748,acht::NUM,ಎಂಟು,səkkiz
749,neun::NUM,ಒಂಭಬತ್ತು,doqquz
750,zehn::NUM,ಹತ್ತು,on
751,elf::NUM,ಹನ್ನೊಂದು,on bir
752,zwölf::NUM,ಹನ್ನೆರಡು,on iki
753,zwanzig::NUM,ಇಪ್ಪತ್ತು,iyirmi
754,dreißig::NUM,ಮೂವತ್ತು,otuz
755,vierzig::NUM,ನಲವತ್ತು,qırx
756,fünfzig::NUM,ಐವತ್ತು,əlli
757,sechzig::NUM,ಅರುವತ್ತು,altmış
758,siebzig::NUM,ಎಪ್ಪತ್ತು,yetmiş
759,achtzig::NUM,ಎಂಬತ್ತು,səksən
760,neunzig::NUM,ತೊಂಬತ್ತು,doxsan
761,hundert::NUM,ನೂರು,yüz
762,tausend::NUM,ಸಾವಿರ,min
763,und::CNJ,ಮತ್ತು,və
764,oder::CNJ,ಅಥವಾ,ya
765,stehen::V,ನಿಲ್ಲು,durmaq
766,sitzen::V,ಕುಳ್ಳಿರು,oturmaq
767,liegen::V,ಮಲಗಿಕೊ,uzanmaq
768,hängen::V,ಇಳಿಯಬಿಡು,asılmaq
769,werden::V,ಆಗು,olmaq
770,passieren::V,ಆಗು,olmaq
771,passieren::V,ಆಗು,baş vermək
772,beginnen::V,ಆರಂಭಿಸು,başlamaq
773,enden::V,ಕೊನೆಗಾಣು,bitmək
774,wechseln::V,ಮಾರ್ಪಡಿಸು,dəyişmək
775,aufgehen[Sonne]::V,ಮೂಡು,doğmaq
776,untergehen[Sonne]::V,ಮುಳುಗು,batmaq
777,scheinen[Sonne]::V,ಹೊಳೆ,parlamaq
778,donnern::V,ಗುಡುಗಾಗು,guruldamaq
779,wehen::V,ತೀಡು,əsmək
780,strömen::V,ಹರಿ,axmaq
781,fließen::V,ಹರಿ,axmaq
782,sich drehen::V,ಸುತ್ತು,dönmək
783,schwanken::V,ಓಲಾಡು,yellənmək
784,schwingen::V,ತೂಗು,yellənmək
785,fallen::V,ಉದುರು,düşmek
786,brennen::V,ಉರಿ,yanmaq
787,rauchen::V,ಹೊಗೆಬಿಡು,tüstüləmək
788,regnen::V,ಸುರಿ,yağmaq
789,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,donmaq
790,tauen::V,ಬೆಚ್ಚಗಾಗು,ərimək
791,schmelzen::V,ಕರಗು,ərimək
792,trocknen::V,ಒಣಗು,qurumaq
793,sieden::V,ಕುದಿ,qaynamaq
794,faulen::V,ಕೊಳೆ,çürümək
795,verfaulen::V,ನಶಿಸು,çürümək
796,reißen::V,ಒಡೆ,yırtılmaq
797,versinken::V,ಮುಳುಗು,batmaq
798,vergehen::V,ಸಾಗು,ötmək
799,erscheinen::V,ತೋರು,görünmək
800,verschwinden::V,ಮಾಯವಾಗು,yox olmaq
801,sinken::V,ಕುಸಿ,enmək
802,abnehmen::V,ತಗ್ಗು,azalmaq
803,zunehmen::V,ಬೆಳೆ,artmaq
804,steigen::V,ಉಬ್ಬು,yüksəlmək
805,wachsen::V,ಬೆಳೆ,böyümək
806,glänzen::V,ಮಿರುಗು,parlamaq
807,funkeln::V,ಮಿನುಗು,parıldamaq
808,lärmen::V,ಶಬ್ದ ಮಾಡಲು,səs-küy etmək
809,läuten::V,ಬಾರಿಸು,çalmaq
810,klingeln::V,ಅನುರಣಿಸು,zəng etmək
811,klirren::V,ಕಿಣಿಕಿಣಿಸು,cingildəmək
812,brausen::V,ಅಬ್ಬರಿಸು,gurlamaq
813,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,xışıldamaq
814,klingen::V,ಉಸಿರು,səslənmək
815,bellen::V,ಬಗುಳು,hürmək
816,heulen::V,ಅರಚು,ulamaq
817,blasen::V,ಗಾಳಿ ಊದು,üfləmək
818,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,fit vermek
819,schreien::V,ಕರೆ,bağırmaq
820,schreien::V,ಕರೆ,qışqırmaq
821,stöhnen::V,ನರಳು,inləmək
822,zittern::V,ನಡುಗು,titrəmək
823,leben::V,ಇರು,yaşamaq
824,geboren werden::V,ಉಂಟಾಗು,doğmaq
825,atmen::V,ಉಸಿರು,nəfəs almaq
826,trinken::V,ಕುಡಿ,içmek
827,essen::V,ತಿನ್ನು,yemək
828,schlucken::V,ನುಂಗು,udmaq
829,müde werden::V,ಬಳಲು,yorulmaq
830,einschlafen::V,ನಿದ್ಧೆಹೋಗು,yuxuya getmək
831,schlafen::V,ನಿದ್ರಿಸು,uyumaq
832,aufwachen::V,ಏಳು,oyanmaq
833,aufstehen::V,ಏಳು,yuxudan durmaq
834,sich erholen::V,ಸುಧಾರಿಸು,dincəlmək
835,krank werden::V,ಬೇನೆಬೀಳು,xəstə olmaq
836,krank sein::V,ಕೆಟ್ಟ ಎಂದು,azarlanmaq
837,krank sein::V,ಕೆಟ್ಟ ಎಂದು,xəstələnmək
838,schmerzen::V,ಕಚ್ಚು,ağrimaq
839,husten::V,ಕೆಮ್ಮು,öksürmək
840,genesen::V,ಮತ್ತೆಹೊದಿಸು,sağalmaq
841,sterben::V,ಮೃತಪಡು,ölmək
842,sterben::V,ಮೃತಪಡು,vəfat etmək
843,umkommen::V,ಹಾಳಾಗು,həlak olmaq
844,sich bewegen::V,ಚಲಿಸು,hərəkət etmək
845,sich rühren::V,ಕದಲು,tərpənmək
846,sich erheben::V,ಏಳು,qalxmaq
847,sich setzen::V,ಕೂರು,oturmaq
848,hinfallen::V,ಬೀಳು,yıxılmaq
849,laufen::V,ನಡೆ,yerimək
850,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,addım atmaq
851,spazierengehen::V,ವಿಹರಿಸು,gəzmək
852,eilen::V,ಮುನ್ನುಗ್ಗು,atılmaq
853,sich beeilen::V,ಆತುರಪಡು,tələsmək
854,sausen::V,ಒಗೆ,çırpmaq
855,rennen::V,ಓಡು,qaçmaq
856,springen::V,ಜಿಗಿ,sıçramaq
857,klettern::V,ಏರು,dırmanmaq
858,schaukeln::V,ತೂಗು,sallanmaq
859,kriechen::V,ತೆವಳು,sürünmək
860,schwimmen::V,ಈಜು,üzmek
861,tauchen::V,ಕೆಳಗಿಳಿ,dalmaq
862,rudern::V,ಸಾಗಿಸು,avarlamaq
863,fahren::V,ನಡೆಸು,sürmək
864,fliegen::V,ಹಾರು,uçmaq
865,gehen::V,ಹೋಗು,getmək
866,weggehen::V,ಹೊರಡು,getmək
867,abfahren::V,ತೆರಳು,yola düşmək
868,anhalten::V,ನಿಲ್ಲು,saxlamaq
869,hineingehen::V,ಒಳಹೊಗು,girmək
870,eintreten::V,ಒಳಹೊಗು,girmək
871,eintreten::V,ಒಳಹೊಗು,daxil olmaq
872,kommen::V,ಬರು,gəlmək
873,ankommen::V,ಬರು,gəlib çatmaq
874,zurückkommen::V,ಹಿಂದಿರುಗು,qayıtmaq
875,bleiben::V,ಇರು,qalmaq
876,warten::V,ಇರು,gözləmək
877,erwarten::V,ನಿರೀಕ್ಷಿಸು,bəkləmək
878,suchen::V,ಹುಡುಕು,aramaq
879,suchen::V,ಹುಡುಕು,axtarmaq
880,finden::V,ಕಂಡುಕೊ,tapmaq
881,versuchen::V,ಪ್ರಯತ್ನಿಸು,çalışmaq
882,vorbereiten::V,ಸಿದ್ಧವಾಗು,hazırlamaq
883,lieben::V,ಪ್ರೀತಿಸು,sevmək
884,mögen::V,ಇಷ್ಟಪಡು,xoşlamaq
885,lachen::V,ನಗು,gülmək
886,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,həyəcanlandırmaq
887,weinen::V,ಅಳು,ağlamaq
888,schimpfen::V,ಗೊಣಗು,küfr etmək
889,sich ärgern::V,ಗಣಗಾಡು,acıqlanmaq
890,sich fürchten::V,ನಡುಗು,qorxmaq
891,fürchten::V,ಹೆದರು,qorxmaq
892,fliehen::V,ಓಡಿಹೋಗು,qaçmaq
893,flüchten::V,ಪಾರಾಗು,qaçmaq
894,sehen::V,ಕಾಣು,görmək
895,anschauen::V,ನೋಡು,baxmaq
896,ansehen::V,ನಿರೀಕ್ಷಿಸು,baxmaq
897,hören::V,ಕೇಳು,duymaq
898,hören::V,ಕೇಳು,eşitmək
899,zuhören::V,ಆಲಿಸು,dinləmək
900,probieren::V,ರುಚಿ ನೋಡು,dadına baxmaq
901,riechen::V,ಮೂಸು,qoxlamaq
902,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,duymaq
903,scheinen::V,ತೋರು,görünmək
904,zu sehen sein::V,ಕಾಣಿಸು,görünmək
905,vernehmen::V,ಕೇಳು,eşitmək
906,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,üşümək
907,tun::V,ಮಾಡು,etmək
908,können::V,ಮಾಡಬಲ್ಲ,bilmək
909,können::V,ಮಾಡಬಲ್ಲ,bacarmaq
910,wollen::V,ಬಯಸು,istəmək
911,anfangen::V,ಪ್ರಾರಂಭಿಸು,başlamaq
912,beenden::V,ನಿಲ್ಲಿಸು,bitirmək
913,aufhören::V,ಮುಗಿಸು,bitmək
914,aufhören::V,ಮುಗಿಸು,qurtarmaq
915,gelingen::V,ಯಶಸ್ವಿಯಾಗು,müvəffəq olmaq
916,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,düşmək
917,öffnen::V,ತೆರೆ,açmaq
918,schließen::V,ಮುಚ್ಚು,qapamaq
919,stellen::V,ಇಕ್ಕು,qoymaq
920,setzen::V,ಇಡು,oturtmaq
921,legen::V,ಇಡು,qoymaq
922,berühren::V,ತಾಕು,toxunmaq
923,verbinden::V,ಕೂಡಿಸು,bağlamaq
924,bedecken::V,ಮುಚ್ಚು,örtmək
925,aufhängen::V,ತೂಗುಹಾಕು,asmaq
926,anzünden::V,ಹತ್ತಿಸು,yandırmaq
927,aufheben::V,ಆಯಿ,qaldırmaq
928,zurücklassen::V,ಬಿಡು,buraxmaq
929,verlieren::V,ಕಳೆ,itirmək
930,fallen lassen::V,ಬೀಳಿಸು,düşürmək
931,machen::V,ಮಾಡು,etmək
932,herstellen::V,ತಯಾರಿಸು,istehsal etmək
933,bauen::V,ಕಟ್ಟು,tikmək
934,reparieren::V,ಸರಿಪಡಿಸು,təmir etmək
935,verbessern::V,ತಿದ್ದು,düzəltmək
936,ändern::V,ಬದಲಾಯಿಸು,dəyişdirmək
937,graben::V,ಅಗೆ,qazımaq
938,beugen::V,ಬಗ್ಗಿಸು,əymək
939,biegen::V,ಬಗ್ಗಿಸು,bükmək
940,drehen::V,ತಿರುಗು,döndərmək
941,wenden::V,ತಿರುಗು,çevirmək
942,umdrehen::V,ತಿರುಗಿಸು,çevirmək
943,heben::V,ಎತ್ತು,qaldırmaq
944,hochheben::V,ಎತ್ತು,qaldırmaq
945,ergreifen::V,ಆಕ್ರಮಿಸು,tutmaq
946,halten::V,ಹಿಡಿ,saxlamaq
947,drücken::V,ಒತ್ತು,sıxmaq
948,schieben::V,ನೂಕು,sürmək
949,kratzen::V,ತರಚಿಕೊಳ್ಳು,qaşımaq
950,lecken::V,ನೆಕ್ಕು,yalamaq
951,beißen::V,ಕಚ್ಚು,dişləmək
952,abreißen::V,ಹರಿ,qoparmaq
953,abschneiden::V,ಕತ್ತರಿಸು,ayırmaq
954,binden::V,ಕಟ್ಟು,bağlamaq
955,stecken::V,ಸಿಕ್ಕಿಸು,soxmaq
956,brechen::V,ಮುರಿ,qırmaq
957,klopfen::V,ತಟ್ಟು,sındırmaq
958,hauen::V,ಹೊಡೆ,vurmaq
959,kleben::V,ಅಂಟಿಸು,apışdırmaq
960,reiben::V,ಉಜ್ಜು,ovmaq
961,streichen::V,ಹರಡು,sürtmək
962,schleifen::V,ಮಸೆ,bülövləmək
963,schneiden::V,ಕತ್ತರಿಸು,kəsmək
964,rütteln::V,ಕುಲುಕಿಸು,sirkələmək
965,schütteln::V,ಅಲುಗಿಸು,çalxalamaq
966,schwenken::V,ತೂಗಾಡು,yelləmək
967,schütten::V,ಎರೆ,tökmək
968,füllen::V,ತುಂಬಿಸು,doldurmaq
969,einwickeln::V,ಹೊದಿಸು,sarımaq
970,tragen::V,ಹೊರು,daşımaq
971,schleppen::V,ಜಗ್ಗು,sürükləmək
972,ziehen::V,ಎಳೆ,çəkmək
973,aufbewahren::V,ಇಟ್ಟುಕೊ,gizlətmək
974,werfen::V,ಎಸೆ,atmaq
975,fangen::V,ಹಿಡಿ,tutmaq
976,packen::V,ಸೆಳೆ,yaxalamaq
977,verstecken::V,ಮುಚ್ಚಿಡು,gizlətmək
978,teilen::V,ವಿಭಜಿಸು,bölmək
979,schicken::V,ಕಳುಹಿಸು,yollamaq
980,schicken::V,ಕಳುಹಿಸು,göndərmək
981,bringen::V,ತರು,gətirmək
982,hinzufügen::V,ಕೂಡಿಸು,əlavə etmək
983,bekommen::V,ಸಂಪಾದಿಸು,almaq
984,bekommen::V,ಸಂಪಾದಿಸು,əldə etmək
985,erhalten::V,ಪಡೆ,almaq
986,nehmen::V,ಹಿಡಿ,almaq
987,wählen::V,ಆರಿಸು,seçmək
988,auswählen::V,ಆಯಿ,arımaq
989,bewahren::V,ರಕ್ಷಿಸಿಡು,qorumaq
990,behindern::V,ಅಡ್ಡಿಮಾಡು,mane olmaq
991,verderben::V,ಕೆಡಿಸು,pozmaq
992,beschädigen::V,ಹಾಳುಮಾಡು,zədələmək
993,zerbrechen::V,ಮುರಿ,qırmaq
994,zerbrechen::V,ಮುರಿ,sındırmaq
995,zerreißen::V,ಸೀಳು,yırtmaq
996,zerstören::V,ಅಳಿಸು,dağıtmaq
997,verbrennen::V,ಸುಡು,yandırmaq
998,geben::V,ಕೊಡು,vermək
999,reichen::V,ಕೊಡು,uzatmaq
1000,schenken::V,ಅರ್ಪಿಸು,vermək
1001,versprechen::V,ವಾಗ್ದಾನಮಾಡು,vəd vermək
1002,wünschen::V,ಬಯಸು,arzulamaq
1003,loben::V,ಹೊಗಳು,tərifləmək
1004,küssen::V,ಚುಂಬಿಸು,öpmək
1005,wiegen::V,ತೂಗು,tərpətmək
1006,zudecken::V,ಹಾಸು,örtmək
1007,wecken::V,ಎಬ್ಬಿಸು,oyatmaq
1008,zeigen::V,ತೋರಿಸು,göstərmək
1009,führen::V,ದಾರಿತೋರಿಸು,rəhbərlik etmək
1010,lehren::V,ಕಲಿಸು,öyrətmək
1011,unterrichten::V,ಬೋಧಿಸು,öyrətmək
1012,unterrichten::V,ಬೋಧಿಸು,dərs vermək
1013,aufziehen::V,ಸಲಹು,tərbiyə etmək
1014,leiten::V,ಮುಂದಾಳಾಗಿರು ,idarə etmək
1015,antreiben::V,ಓಡಿಸು,bizləmək
1016,lassen::V,ಮಾಡಲುಬಿಡು,-tırmaq
1017,einladen::V,ಆಹ್ವಾನಿಸು,dəvət etmək
1018,vereinigen::V,ಒಂದಾಗು,birləşdirmək
1019,besuchen::V,ಭೇಟಿಯಾಗು,baş çəkmək
1020,besuchen::V,ಭೇಟಿಯಾಗು,ziyarət etmək
1021,treffen::V,ಸಂಧಿಸು,rastlaşmaq
1022,treffen::V,ಸಂಧಿಸು,rast gəlmək
1023,sich versammeln::V,ನೆರೆ,toplanmaq
1024,spielen::V,ಆಡು,oynamaq
1025,singen::V,ಹಾಡು,oxumaq
1026,tanzen::V,ಕುಣಿ,oynamaq
1027,tanzen::V,ಕುಣಿ,rəqs etmək
1028,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,ayrılmaq
1029,verlassen::V,ಕಳೆ,tərk etmək
1030,retten::V,ರಕ್ಷಿಸು,xilas etmək
1031,bewachen::V,ಕಾಪಾಡು,gözətmək
1032,schützen::V,ಸಂರಕ್ಷಿಸು,qorumaq
1033,verteidigen::V,ಕಾಪಿಡು,qorumaq
1034,sich schlagen::V,ಕಿತ್ತಾಟ,döyüşmək
1035,schießen::V,ಎಸೆ,atmaq
1036,schießen::V,ಎಸೆ,atəş açmaq
1037,siegen::V,ಗೆಲ್ಲು,yenmək
1038,ärgern::V,ರೇಗಿಸು,acışdırmaq
1039,schlagen::V,ಹೊಡೆ,döymək
1040,treten::V,ಒದೆ,təpmək
1041,stechen::V,ಚುಚ್ಚು,soxmaq
1042,stoßen::V,ತಳ್ಳು,itələmək
1043,stehlen::V,ಕದಿ,çalmaq
1044,stehlen::V,ಕದಿ,oğurlamaq
1045,stören::V,ಕತಕು,pozmaq
1046,belästigen::V,ತೊಂದರೆ,narahat etmək
1047,verbergen::V,ಮರೆಮಾಜು,gizləmək
1048,täuschen::V,ಠಕ್ಕಿಸು,aldatmaq
1049,betrügen::V,ವಂಚಿಸು,aldatmaq
1050,töten::V,ಕೊಲ್ಲು,öldürmək
1051,wohnen::V,ವಾಸಿಸು,yaşamaq
1052,arbeiten::V,ಕೆಲಸ ಮಾಡು,işləmək
1053,arbeiten::V,ಕೆಲಸ ಮಾಡು,çalışmaq
1054,sammeln::V,ಸಂಚಯಿಸು,yığmaq
1055,sammeln::V,ಸಂಚಯಿಸು,toplamaq
1056,pflücken::V,ಬಿಡಿಸು,qoparmaq
1057,jagen::V,ಬೇಟೆಯಾಡು,ovlamaq
1058,fischen::V,ಮೀನು ಹಿಡಿ,balıq tutmaq
1059,fassen::V,ಹಿಡಿ,tutmaq
1060,hüten::V,ಗುಂಪುಸೇರಿಸು,güdmək
1061,treiben::V,ದಬ್ಬು,haylamaq
1062,anbinden::V,ಬಿಗಿ,bağlamaq
1063,füttern::V,ಮೇಯಿಸು,bəsləmək
1064,melken::V,ಹಾಲು ಕರೆ,sağmaq
1065,hacken::V,ತುಂಡರಿಸು,yarmaq
1066,gießen::V,ನೀರುಹಾಕು,sulamaq
1067,reifen::V,ಕಳಿ,dəymək
1068,zubereiten::V,ಅಡಿಗೆಮಾಡು,bişirmək
1069,kochen::V,ಅಡು,qaynatmaq
1070,backen::V,ಬೇಯಿಸು,bişirmək
1071,braten::V,ಕರಿ,qızartmaq
1072,umrühren::V,ಕಲಕು,qarışdırmaq
1073,stricken::V,ಹೆಣೆ,hörmək
1074,nähen::V,ಹೊಲಿ,tikmək
1075,färben::V,ಬಣ್ಣ ಹತ್ತು,boyamaq
1076,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,təmizləmək
1077,waschen::V,ತೊಳೆ,yumaq
