,Concept_ID,cy,se
0,Auge::N,llygad,tjelmie
1,Auge::N,llygad,tjalmme
2,Auge::N,llygad,čalbmi
3,Auge::N,llygad,čalme
4,Auge::N,llygad,čâ´lmm
5,Auge::N,llygad,ча̄лльм
6,Ohr::N,clust,bieljie
7,Ohr::N,clust,biellje
8,Ohr::N,clust,beallji
9,Ohr::N,clust,pelji
10,Ohr::N,clust,pe´llj
11,Ohr::N,clust,пе̄лльй
12,Nase::N,trwyn,njuenie
13,Nase::N,trwyn,njunnje
14,Nase::N,trwyn,njunni
15,Nase::N,trwyn,njuṇe
16,Nase::N,trwyn,njuu´nn
17,Nase::N,trwyn,нюннҍ
18,Mund::N,ceg,njaelmie
19,Mund::N,ceg,njálmme
20,Mund::N,ceg,njálbmi
21,Mund::N,ceg,njälmi
22,Mund::N,ceg,njä´lmm
23,Mund::N,ceg,ня̄лльм
24,Zahn::N,dant,baenie
25,Zahn::N,dant,bádne
26,Zahn::N,dant,bátni
27,Zahn::N,dant,pääṇi
28,Zahn::N,dant,pää´nn
29,Zahn::N,dant,па̄ннҍ
30,Zunge::N,tafod,njoektjeme
31,Zunge::N,tafod,njuovtjav
32,Zunge::N,tafod,njuovčča
33,Zunge::N,tafod,njuovčâ
34,Zunge::N,tafod,njuhččâm
35,Zunge::N,tafod,нюхчем
36,Lippe::N,gwefus,bangseme
37,Lippe::N,gwefus,njálmmerabdda
38,Lippe::N,gwefus,bavssa
39,Lippe::N,gwefus,poovsâ
40,Lippe::N,gwefus,põõus
41,Lippe::N,gwefus,пэ̄кс
42,Wange::N,boch,skiehrie
43,Wange::N,boch,nierra
44,Wange::N,boch,muohtu
45,Wange::N,boch,nieṛâ
46,Wange::N,boch,njiõrr
47,Wange::N,boch,нӣрр
48,Gesicht::N,wyneb,ååredæjja
49,Gesicht::N,wyneb,muohto
50,Gesicht::N,wyneb,muođut
51,Gesicht::N,wyneb,ámadadju
52,Gesicht::N,wyneb,muáđuh
53,Gesicht::N,wyneb,muâđ
54,Gesicht::N,wyneb,ка̄ссв
55,Stirn::N,talcen,gaalloe
56,Stirn::N,talcen,gállo
57,Stirn::N,talcen,gállu
58,Stirn::N,talcen,kállu
59,Stirn::N,talcen,käll
60,Stirn::N,talcen,вуэххьц
61,Haar::N,blew,voepte
62,Haar::N,blew,vuoppta
63,Haar::N,blew,vuokta
64,Haar::N,blew,vuop'tâ
65,Haar::N,blew,vuõpt
66,Haar::N,blew,вӯппт
67,Schnurrbart::N,mwstas,bijjie-skaavtjoe
68,Schnurrbart::N,mwstas,njunjevuolskávttjá
69,Schnurrbart::N,mwstas,seamu
70,Schnurrbart::N,mwstas,siämu
71,Schnurrbart::N,mwstas,ää´bben
72,Schnurrbart::N,mwstas,о̄а̄бпан
73,Bart::N,barf,skaavtja
74,Bart::N,barf,skaavtjoe
75,Bart::N,barf,skávttjá
76,Bart::N,barf,seamu
77,Bart::N,barf,siämu
78,Bart::N,barf,seäm
79,Bart::N,barf,ся̄м
80,Kinn::N,gên,gaejpie
81,Kinn::N,gên,gájbbe
82,Kinn::N,gên,gáibi
83,Kinn::N,gên,käibi
84,Kinn::N,gên,käi´bb
85,Kinn::N,gên,ка̄ййп
86,Kiefer[Anatomie]::N,gên,gaejpie
87,Kiefer[Anatomie]::N,gên,oalol
88,Kiefer[Anatomie]::N,gên,oaloldákte
89,Kiefer[Anatomie]::N,gên,gáibi
90,Kiefer[Anatomie]::N,gên,uá'lultähti
91,Kiefer[Anatomie]::N,gên,vuâl'lõš
92,Kiefer[Anatomie]::N,gên,вуаллнешш
93,Kehle::N,gwddf,gealoe
94,Kehle::N,gwddf,tjåttå
95,Kehle::N,gwddf,njiello
96,Kehle::N,gwddf,čotta
97,Kehle::N,gwddf,čuudâ
98,Kehle::N,gwddf,čoodd
99,Kehle::N,gwddf,чонт
100,Kehle::N,gwddf,кэ̄ҏс
101,Hals::N,gwddf,tjeapohke
102,Hals::N,gwddf,tjiebet
103,Hals::N,gwddf,čeabet
104,Hals::N,gwddf,čiäppát
105,Hals::N,gwddf,čeäppat
106,Hals::N,gwddf,ча̄пэх
107,Genick::N,gwar,tjovrese
108,Genick::N,gwar,nisske
109,Genick::N,gwar,niehkki
110,Genick::N,gwar,niski
111,Genick::N,gwar,niek'ki
112,Genick::N,gwar,nji´šǩǩmaadd
113,Genick::N,gwar,нышшькмоант
114,Genick::N,gwegil,tjovrese
115,Genick::N,gwegil,nisske
116,Genick::N,gwegil,niehkki
117,Genick::N,gwegil,niski
118,Genick::N,gwegil,niek'ki
119,Genick::N,gwegil,nji´šǩǩmaadd
120,Genick::N,gwegil,нышшькмоант
121,Kopf::N,pen,åejjie
122,Kopf::N,pen,oajvve
123,Kopf::N,pen,oaivi
124,Kopf::N,pen,uái'vi
125,Kopf::N,pen,vuei´vv
126,Kopf::N,pen,вуэййв
127,Rücken::N,cefn,rudtje
128,Rücken::N,cefn,hárddo
129,Rücken::N,cefn,tjavelk
130,Rücken::N,cefn,sealgi
131,Rücken::N,cefn,selgi
132,Rücken::N,cefn,čielgi
133,Rücken::N,cefn,seä´lǧǧ
134,Rücken::N,cefn,се̄лльк
135,Bauch::N,bol,tjåejjie
136,Bauch::N,bol,tjoajvve
137,Bauch::N,bol,čoavji
138,Bauch::N,bol,čuáv'ji
139,Bauch::N,bol,čåu´jj
140,Bauch::N,bol,чо̄ввьй
141,Nabel::N,bogail,naepie
142,Nabel::N,bogail,náhpe
143,Nabel::N,bogail,náhpi
144,Nabel::N,bogail,nääpi
145,Nabel::N,bogail,nää´pp
146,Nabel::N,bogail,на̄бпь
147,Busen::N,bron,boenge
148,Busen::N,bron,bållå
149,Busen::N,bron,čižži
150,Busen::N,bron,njamma
151,Busen::N,bron,njižže
152,Busen::N,bron,nje´ǯǯ
153,Busen::N,bron,раннҍт
154,Brust::N,brest,mïelke
155,Brust::N,brest,radde
156,Brust::N,brest,mielgga
157,Brust::N,brest,raddi
158,Brust::N,brest,radde
159,Brust::N,brest,râ´dd
160,Brust::N,brest,раннҍт
161,Schulter::N,ysgwydd,åelkie
162,Schulter::N,ysgwydd,oalgge
163,Schulter::N,ysgwydd,hárdu
164,Schulter::N,ysgwydd,ärdee
165,Schulter::N,ysgwydd,uál'gi
166,Schulter::N,ysgwydd,a´rddi
167,Schulter::N,ysgwydd,vuä´lǧǧ
168,Schulter::N,ysgwydd,вуэллык
169,Arm::N,braich,gïete
170,Arm::N,braich,giehta
171,Arm::N,braich,giehta
172,Arm::N,braich,kietâ
173,Arm::N,braich,kie'tâkaaṿâ
174,Arm::N,braich,ǩiõtt
175,Arm::N,braich,кӣдт
176,Ellenbogen::N,penelin,gernjere
177,Ellenbogen::N,penelin,garŋŋel
178,Ellenbogen::N,penelin,gargŋil
179,Ellenbogen::N,penelin,käŋŋir
180,Ellenbogen::N,penelin,kõõnjâr
181,Ellenbogen::N,penelin,карьнэль
182,Hand::N,llaw,gïete
183,Hand::N,llaw,giehta
184,Hand::N,llaw,giehta
185,Hand::N,llaw,kietâ
186,Hand::N,llaw,ǩiõtt
187,Hand::N,llaw,кӣдт
188,Handfläche::N,palf,gïeten-låapoe
189,Handfläche::N,palf,giehtavuodo
190,Handfläche::N,palf,tjårmmåvuodo
191,Handfläche::N,palf,giehtaloahpu
192,Handfläche::N,palf,kiämád
193,Handfläche::N,palf,kuámmir
194,Handfläche::N,palf,kuä´m'mer
195,Handfläche::N,palf,ǩiõttǩeä´m'men
196,Handfläche::N,palf,ко̄а̄ллдэгк
197,Handfläche::N,palf,кӣдткоалдэгк
198,Finger::N,bys,soerme
199,Finger::N,bys,tjuvdde
200,Finger::N,bys,suorbma
201,Finger::N,bys,čuvde
202,Finger::N,bys,suor'mâ
203,Finger::N,bys,suõrmm
204,Finger::N,bys,це̄ххп
205,Fingernagel::N,ewin,gadtse
206,Fingernagel::N,ewin,guehpere
207,Fingernagel::N,ewin,gadtsa
208,Fingernagel::N,ewin,gazza
209,Fingernagel::N,ewin,kozzâ
210,Fingernagel::N,ewin,kõʒʒ
211,Fingernagel::N,ewin,кэ̄ннц
212,Nagel[Anatomie]::N,ewin,gadtse
213,Nagel[Anatomie]::N,ewin,guehpere
214,Nagel[Anatomie]::N,ewin,gadtsa
215,Nagel[Anatomie]::N,ewin,gazza
216,Nagel[Anatomie]::N,ewin,kozzâ
217,Nagel[Anatomie]::N,ewin,kõʒʒ
218,Nagel[Anatomie]::N,ewin,кэ̄ннц
219,Zeh::N,bys troed,tjiehtjere
220,Zeh::N,bys troed,juolggetjuvdde
221,Zeh::N,bys troed,juolgesuorbma
222,Zeh::N,bys troed,jyel'gisuor'mâ
223,Zeh::N,bys troed,jue´lǧǧsuõrmm
224,Zeh::N,bys troed,ю̄лльк-це̄һп
225,Fuß::N,troed,juelkie
226,Fuß::N,troed,juolgge
227,Fuß::N,troed,juolgi
228,Fuß::N,troed,jyel'gi
229,Fuß::N,troed,jue´lǧǧ
230,Fuß::N,troed,ла̄бпь
231,Ferse::N,sawdl,båetskie
232,Ferse::N,sawdl,boasske
233,Ferse::N,sawdl,šušmi
234,Ferse::N,sawdl,šušme
235,Ferse::N,sawdl,jue´lǧǧkädd
236,Ferse::N,sawdl,ка̄ннт
237,Knie::N,glin,boelve
238,Knie::N,glin,buolvva
239,Knie::N,glin,čibbi
240,Knie::N,glin,veaŋki
241,Knie::N,glin,iidâ
242,Knie::N,glin,puõlvv
243,Knie::N,glin,пуллв
244,Oberschenkel::N,clun,ruaksja
245,Oberschenkel::N,clun,tjibbe
246,Oberschenkel::N,clun,gassaváhkká
247,Oberschenkel::N,clun,badjeváhkáa
248,Oberschenkel::N,clun,čuár'bpeeḷi
249,Oberschenkel::N,clun,če´bb
250,Oberschenkel::N,clun,чуаррбе̄лль
251,Bein::N,coes,juelkie
252,Bein::N,coes,juolgge
253,Bein::N,coes,juolgi
254,Bein::N,coes,jyel'gi
255,Bein::N,coes,jue´lǧǧ
256,Bein::N,coes,ю̄лльк
257,Körper::N,corff,kråahpe
258,Körper::N,corff,rumáj
259,Körper::N,corff,rumaš
260,Körper::N,corff,ruumâš
261,Körper::N,corff,rå´pp
262,Körper::N,corff,лышшьк
263,Körper::N,corff,роаӈӈьк
264,Haut::N,croen,njaltja
265,Haut::N,croen,lijkke
266,Haut::N,croen,tjuobma
267,Haut::N,croen,liiki
268,Haut::N,croen,liške
269,Haut::N,croen,le´šǩǩ
270,Haut::N,croen,лышшьк
271,Blut::N,gwaed,vïrre
272,Blut::N,gwaed,maelie
273,Blut::N,gwaed,varra
274,Blut::N,gwaed,varra
275,Blut::N,gwaed,vorrâ
276,Blut::N,gwaed,võrr
277,Blut::N,gwaed,вэ̄рр
278,Ader::N,gwythïen,åerie
279,Ader::N,gwythïen,aajroe
280,Ader::N,gwythïen,suodna
281,Ader::N,gwythïen,varrasuotna
282,Ader::N,gwythïen,suoṇâ
283,Ader::N,gwythïen,suõnn
284,Ader::N,gwythïen,сӯнн
285,Sehne::N,gewyn,soene
286,Sehne::N,gewyn,gåårtenje
287,Sehne::N,gewyn,suodna
288,Sehne::N,gewyn,suotna
289,Sehne::N,gewyn,suoṇâ
290,Sehne::N,gewyn,suõnn
291,Sehne::N,gewyn,сӯнн
292,Knochen::N,asgwrn,måara
293,Knochen::N,asgwrn,måaroe
294,Knochen::N,asgwrn,dákte
295,Knochen::N,asgwrn,dákti
296,Knochen::N,asgwrn,tähti
297,Knochen::N,asgwrn,tä´htt
298,Knochen::N,asgwrn,та̄ххт
299,Knochen::N,asgwrn,та̄ффьт
300,Gehirn::N,ymennydd,aajla
301,Gehirn::N,ymennydd,vuojŋam
302,Gehirn::N,ymennydd,vuoigŋašat
303,Gehirn::N,ymennydd,vuoi'ŋâšeh
304,Gehirn::N,ymennydd,vuo'ivâšneh
305,Gehirn::N,ymennydd,vuõivâšn
306,Gehirn::N,ymennydd,вуэййвэшна
307,Herz::N,calon,vaajmoe
308,Herz::N,calon,tsåhke
309,Herz::N,calon,váibmu
310,Herz::N,calon,váimu
311,Herz::N,calon,čââ´đ
312,Herz::N,calon,кӯттҌк
313,Magen::N,cylla,tjåejjie
314,Magen::N,cylla,tjoajvve
315,Magen::N,cylla,čoavji
316,Magen::N,cylla,čuáv'ji
317,Magen::N,cylla,čåu´jj
318,Magen::N,cylla,чо̄ввьй
319,Magen::N,stumog,tjåejjie
320,Magen::N,stumog,tjoajvve
321,Magen::N,stumog,čoavji
322,Magen::N,stumog,čuáv'ji
323,Magen::N,stumog,čåu´jj
324,Magen::N,stumog,чо̄ввьй
325,Leber::N,iau,mueksie
326,Leber::N,iau,librre
327,Leber::N,iau,vuoivvas
328,Leber::N,iau,vuoivâs
329,Leber::N,iau,vuõivâs
330,Leber::N,iau,вуйвас
331,Atem::N,anadl,voejngehtasse
332,Atem::N,anadl,båssånis
333,Atem::N,anadl,vuojŋadahka
334,Atem::N,anadl,vuoiŋŋahat
335,Atem::N,anadl,vuo'iŋâstim
336,Atem::N,anadl,jiõg'g
337,Atem::N,anadl,вӯйнас
338,Atem::N,anadl,вӯййнмушш
339,Hunger::N,newyn,nielkie
340,Hunger::N,newyn,nielgge
341,Hunger::N,newyn,nealgi
342,Hunger::N,newyn,nelgi
343,Hunger::N,newyn,neä´lǧǧ
344,Hunger::N,newyn,не̄лльк
345,Träne::N,deigryn,gïknjele
346,Träne::N,deigryn,ganjál
347,Träne::N,deigryn,ganjal
348,Träne::N,deigryn,koonjâl
349,Träne::N,deigryn,kõõnjâl
350,Träne::N,deigryn,кэ̄нял
351,Geschmack::N,cyflas,aelmie
352,Geschmack::N,cyflas,muosse
353,Geschmack::N,cyflas,smáhkka
354,Geschmack::N,cyflas,máhku
355,Geschmack::N,cyflas,smáhkka
356,Geschmack::N,cyflas,mááhu
357,Geschmack::N,cyflas,smakkâ
358,Geschmack::N,cyflas,njõõd
359,Geschmack::N,cyflas,smääkk
360,Geschmack::N,cyflas,ня̄лльк
361,Geruch::N,aroglau,haaje
362,Geruch::N,aroglau,habjja
363,Geruch::N,aroglau,hádja
364,Geruch::N,aroglau,opsâ
365,Geruch::N,aroglau,haajâ
366,Geruch::N,aroglau,õpss
367,Geruch::N,aroglau,haajj
368,Geruch::N,aroglau,апс
369,Geruch::N,aroglau,лэ̄гк
370,Schlaf::N,cwsg,nahkerh
371,Schlaf::N,cwsg,nager
372,Schlaf::N,cwsg,oados
373,Schlaf::N,cwsg,nagir
374,Schlaf::N,cwsg,naṿer
375,Schlaf::N,cwsg,nââ´er
376,Schlaf::N,cwsg,нагерь
377,Traum::N,breuddwyd,nahkere
378,Traum::N,breuddwyd,niehko
379,Traum::N,breuddwyd,niehku
380,Traum::N,breuddwyd,naṿer
381,Traum::N,breuddwyd,nââ´er
382,Traum::N,breuddwyd,нагерь
383,Himmel::N,awyr,elmie
384,Himmel::N,awyr,almme
385,Himmel::N,awyr,albmi
386,Himmel::N,awyr,alme
387,Himmel::N,awyr,â´lmm
388,Himmel::N,awyr,алльм
389,Sonne::N,haul,biejjie
390,Sonne::N,haul,bæjvásj
391,Sonne::N,haul,beaivváš
392,Sonne::N,haul,peivi
393,Sonne::N,haul,piäiváš
394,Sonne::N,haul,pei´vv
395,Sonne::N,haul,пе̄ййв
396,Mond::N,lleuad,aske
397,Mond::N,lleuad,mánno
398,Mond::N,lleuad,mánnu
399,Mond::N,lleuad,máánu
400,Mond::N,lleuad,mään
401,Mond::N,lleuad,ма̄нн
402,Stern::N,seren,daasta
403,Stern::N,seren,naestie
404,Stern::N,seren,násste
405,Stern::N,seren,násti
406,Stern::N,seren,täsni
407,Stern::N,seren,tä´snn
408,Stern::N,seren,та̄ссьт
409,Luft::N,awyr,elmie
410,Luft::N,awyr,ájmmo
411,Luft::N,awyr,áibmu
412,Luft::N,awyr,áimu
413,Luft::N,awyr,šõŋŋ
414,Luft::N,awyr,вӯйнас
415,Wind::N,gwynt,bïegke
416,Wind::N,gwynt,biegga
417,Wind::N,gwynt,biegga
418,Wind::N,gwynt,pieg'gâ
419,Wind::N,gwynt,piõg'g
420,Wind::N,gwynt,пӣӈӈк
421,Welle::N,ton,baaroe
422,Welle::N,ton,bárro
423,Welle::N,ton,bárru
424,Welle::N,ton,pááṛu
425,Welle::N,ton,päärr
426,Welle::N,ton,нэ̄ммп
427,Wasser::N,dŵr,tjaetsie
428,Wasser::N,dŵr,tjáhtje
429,Wasser::N,dŵr,čáhci
430,Wasser::N,dŵr,čääci
431,Wasser::N,dŵr,čää´cc
432,Wasser::N,dŵr,ча̄дзь
433,Stein::N,carreg,gierkie
434,Stein::N,carreg,giergge
435,Stein::N,carreg,geađgi
436,Stein::N,carreg,keđgi
437,Stein::N,carreg,ǩeä´dǧǧ
438,Stein::N,carreg,ке̄ддҌк
439,Boden::N,llawr,betnie
440,Boden::N,llawr,ednam
441,Boden::N,llawr,bodni
442,Boden::N,llawr,vuođđu
443,Boden::N,llawr,ponne
444,Boden::N,llawr,vuáđ̣u
445,Boden::N,llawr,vuâđđ
446,Boden::N,llawr,лаввьн
447,Boden::N,llawr,е̄ммьне
448,Erde::N,pridd,jåarta
449,Erde::N,pridd,mueltie
450,Erde::N,pridd,ednam
451,Erde::N,pridd,mållde
452,Erde::N,pridd,eana
453,Erde::N,pridd,eennâm
454,Erde::N,pridd,mädd
455,Erde::N,pridd,jânnam
456,Erde::N,pridd,е̄ммьне
457,Staub::N,llwch,heblie
458,Staub::N,llwch,tsumhtsie
459,Staub::N,llwch,dubme
460,Staub::N,llwch,dopmu
461,Staub::N,llwch,kovjâ
462,Staub::N,llwch,põõ´l
463,Staub::N,llwch,кэ̄ббьй
464,Rauch::N,mwg,soeve
465,Rauch::N,mwg,suovva
466,Rauch::N,mwg,suovva
467,Rauch::N,mwg,suoṿâ
468,Rauch::N,mwg,suõvv
469,Rauch::N,mwg,сӯвв
470,Funke::N,gwreichioni,naestie
471,Funke::N,gwreichioni,tjuonam
472,Funke::N,gwreichioni,čuotnan
473,Funke::N,gwreichioni,čuođâlm
474,Funke::N,gwreichioni,iiskâr
475,Funke::N,gwreichioni,čuõzzâm
476,Funke::N,gwreichioni,чӯссэм
477,Feuer::N,tân,dålle
478,Feuer::N,tân,dållå
479,Feuer::N,tân,dolla
480,Feuer::N,tân,tullâ
481,Feuer::N,tân,toll
482,Feuer::N,tân,то̄лл
