,Concept_ID,tr,tt
169,Bulle::N,boğa,үгез
170,Pferd::N,at,ат
171,Pferd::N,beygir,ат
172,Schaf::N,koyun,сарык
173,Schwein::N,domuz,дуңгыз
174,Hund::N,it,эт
175,Hund::N,köpek,эт
176,Katze::N,kedi,песи
177,Bär::N,ayı,аю
178,Eichhörnchen::N,sincap,тиен
179,Elch::N,büyük kuzey geyiği,поши
180,Fuchs::N,tilki,төлке
181,Hase::N,tavşan,куян
182,Maus::N,fare,тычкан
183,Maus::N,sıçan,тычкан
184,Wolf::N,kurt,бүре
185,Vogel::N,kuş,кош
186,Schwarm::N,sürü,көтү
187,Huhn::N,tavuk,тавык
188,Hahn::N,horoz,әтәч
189,Gans::N,kaz,каз
190,Adler::N,kartal,каракош
191,Adler::N,karakuş,каракош
192,Ente::N,ördek,үрдәк
193,Eule::N,baykuş,ябалак
194,Kranich::N,turna,торна
195,Krähe::N,karga,карга
196,Kuckuck::N,guguk,күке
197,Kuckuck::N,guguk,кәккүк
198,Schwan::N,kuğu,аккош
199,Fisch::N,balık,балык
200,Barsch::N,hani,алабуга
201,Barsch::N,levrek,алабуга
202,Hecht::N,turnabalığı,чуртан
203,Schlange[Tier]::N,yılan,елан
204,Wurm::N,kurt,корт
205,Wurm::N,solucan,корт
206,Spinne::N,örümcek,үрмәкүч
207,Ameise::N,karınca,кырмыска
208,Laus::N,bit,бет
209,Mücke::N,sivrisinek,черки
210,Mücke::N,sivrisinek,озынборын
211,Fliege::N,sinek,чебен
212,Schmetterling::N,kelebek,күбәләк
213,Beere::N,tane,җиләк
214,Apfel::N,elma,алма
215,Pilz::N,mantar,гөмбә
216,Zwiebel::N,soğan,суган
217,Zwiebel::N,soğan,суганбаш
218,Saat::N,ekin,орлык
219,Korn::N,tane,иген
220,Korn::N,tane,орлык
221,Heu::N,kuru ot,печән
222,Schale::N,kabuk,кабык
223,Grube::N,çukur,баз
224,Grube::N,çukur,чокыр
225,Falle::N,tuzak,тозак
226,Falle::N,tuzak,капкын
227,Schlinge::N,ilmik,элмәк
228,Spur::N,iz,эз
229,Asche::N,kül,көл
230,Dreck::N,pislik,пычрак
231,Eisen::N,demir,тимер
232,Gold::N,altın,алтын
233,Silber::N,gümüş,көмеш
234,Kohle::N,kömür,күмер
235,Glas::N,cam,пыяла
236,Lehm::N,balçık,балчык
237,Sand::N,kum,ком
238,Mensch::N,insan,адәм
239,Mensch::N,insan,инсан
240,Mann::N,adam,ир
241,Mann::N,erkek,ир
242,Frau::N,bayan,хатын
243,Kind::N,çocuk,бала
244,Junge::N,erkek çocuk,малай
245,Mädchen::N,kız,кыз
246,Familie::N,aile,гаилә
247,Großvater::N,dede,бабай
248,Großvater::N,büyükbaba,бабай
249,Großmutter::N,nine,әби
250,Großmutter::N,büyükanne,әби
251,Eltern::N,ebeveyn,ата-ана
252,Eltern::N,ana baba,ата-ана
253,Vater::N,ata,ата
254,Vater::N,baba,ата
255,Mutter::N,ana,ана
256,Mutter::N,anne,ана
257,Sohn::N,oğul,ул
258,Tochter::N,kız,кыз
259,Tochter::N,kız evlât,кыз
260,Bruder::N,abi,кардәш
261,Bruder::N,erkek kardeş,кардәш
262,Schwester::N,abla,апа
263,Schwester::N,abla,сеңел
264,Schwester::N,kız kardeş,апа
265,Schwester::N,kız kardeş,сеңел
266,Onkel::N,dayı,дәдә
267,Onkel::N,dayı,дәдәй
268,Tante::N,hala,түти
269,Tante::N,hala,тәтәй
270,Tante::N,teyze,түти
271,Tante::N,teyze,тәтәй
272,Ehemann::N,koca,ир
273,Ehefrau::N,karı,хатын
274,Freude::N,neşe,сөенеч
275,Freude::N,sevinç,сөенеч
276,Gelächter::N,gülme,көлү
277,Gelächter::N,gülme,көлеш
278,Gelächter::N,kahkaha,көлү
279,Gelächter::N,kahkaha,көлеш
280,Glück::N,mutluluk,бәхет
281,Kummer::N,dert,хәсрәт
282,Kummer::N,keder,хәсрәт
283,Wunsch::N,arzu,теләк
284,Wunsch::N,istek,теләк
285,Lust::N,arzu,теләк
286,Lust::N,arzu,теләү
287,Lust::N,heves,теләк
288,Lust::N,heves,теләү
289,Geist::N,tin,рух
290,Gedanke::N,fikir,уй
291,Gedanke::N,fikir,фикер
292,Gedanke::N,düşünce,уй
293,Gedanke::N,düşünce,фикер
294,Gedächtnis::N,bellek,хәтер
295,Verstand::N,zekâ,акыл
296,Sinn::N,anlam,мәгънә
297,Grund::N,sebep,сәбәп
298,Wahrheit::N,doğruluk,хак
299,Wahrheit::N,gerçeklik,хак
300,Gespräch::N,görüşme,әңгәмә
301,Märchen::N,masal,әкият
302,Erzählung::N,öykü,хикәя
303,Erzählung::N,hikâye,хикәя
304,Nachricht::N,haber,хәбәр
305,Neuigkeit::N,haber,яңалык
306,Name::N,ad,исем
307,Name::N,isim,исем
308,Rätsel::N,bilmece,табышмак
309,Rede::N,söylev,нотык
310,Rede::N,konuşma,нотык
311,Sprache::N,dil,тел
312,Sprache::N,lisan,тел
313,Stimme::N,ses,тавыш
314,Wort::N,kelime,сүз
315,Zeichen::N,işaret,ишарә
316,Ruf::N,çağırma,дәшү
317,Lärm::N,şamata,шау
318,Lärm::N,gürültü,шау
319,Laut::N,ses,аваз
320,Ton::N,ses,шалтырату
321,Lied::N,türkü,җыр
322,Ruhe::N,sakinlik,тынлык
323,Leute::N,halk,халык
324,Leute::N,insanlar,халык
325,Volk::N,ulus,халык
326,Volk::N,millet,халык
327,Arbeit::N,iş,эш
328,Arbeit::N,iş,хезмәт
329,Arbeit::N,çalışma,эш
330,Arbeit::N,çalışma,хезмәт
331,Gast::N,konuk,кунак
332,Gast::N,misafir,кунак
333,Geschenk::N,hediye,бүләк
334,Geschenk::N,armağan,бүләк
335,Spiel::N,oyun,уен
336,Gesellschaft::N,çevre,җәмгыять
337,Gesellschaft::N,arkadaşlık,җәмгыять
338,Hilfe::N,yardım,ярдәм
339,Hilfe::N,yardım,булышлык
340,Freund::N,dost,дус
341,Freund::N,arkadaş,дус
342,Kamerad::N,arkadaş,иптәш
343,Angelegenheit::N,iş,эш
344,Angelegenheit::N,husus,эш
345,Anzahl::N,sayı,микъдар
346,Art::N,çeşit,төр
347,Stück::N,tane,кисәк
348,Stück::N,parça,кисәк
349,Teil::N,kısım,өлеш
350,Hälfte::N,yarı,ярым
351,Kreis::N,daire,түгәрәк
352,Kreuz::N,haç,хач
353,Kreuz::N,haç,тәре
354,Linie::N,hat,сызык
355,Linie::N,çizgi,сызык
356,Strich::N,çizgi,сызык
357,Abstand::N,aralık,ара
358,Entfernung::N,mesafe,ераклык
359,Entfernung::N,uzaklık,ераклык
360,Gegend::N,yöre,урын
361,Platz::N,yer,бушлык
362,Ort::N,yer,урын
363,Seite::N,yan,як
364,Seite::N,taraf,як
365,Mitte::N,orta,урта
366,Mitte::N,merkez,урта
367,Gegenstand::N,şey,нәрсә
368,Sache::N,iş,нәрсә
369,Sache::N,şey,нәрсә
370,Rand::N,kenar,чит
371,Kante::N,kenar,кырый
372,Ecke::N,köşe,почмак
373,Spitze::N,uç,оч
374,Spitze::N,baş,оч
375,Ende::N,uç,азак
376,Loch::N,oyuk,тишек
377,Loch::N,delik,тишек
378,Winkel::N,köşe,почмак
379,Muster::N,örnek,парча
380,Größe::N,büyüklük,зурлык
381,Länge::N,uzunluk,озынлык
382,Höhe::N,yükseklik,биеклек
383,Gewicht::N,ağırlık,авырлык
384,Menge::N,miktar,микъдар
385,Haufen::N,küme,өем
386,Haufen::N,yığın,өем
387,Reihe::N,sıra,рәт
388,Boot::N,kayık,каек
389,Boot::N,kayık,көймә
390,Boot::N,sandal,каек
391,Boot::N,sandal,көймә
392,Ruder::N,kürek,ишкәк
393,Schlitten::N,kızak,чана
394,Ski::N,kayak,чаңгы
395,Lagerfeuer::N,kamp ateşi,костёр
396,Last::N,yük,йөк
397,Gang::N,gidiş,йөреш
398,Gang::N,yürüyüş,йөреш
399,Schritt::N,adım,адым
400,Norden::N,kuzey,төньяк
401,Süden::N,güney,көньяк
402,Westen::N,batı,көнбатыш
403,Osten::N,doğu,шәрык
404,Osten::N,doğu,көнчыгыш
405,Holz::N,ağaç,агач
406,Holz::N,tahta,агач
407,Brett::N,tahta,такта
408,Platte::N,levha,плитә
409,Stütze::N,dayak,таяу
410,Stütze::N,destek,таяу
411,Stange::N,çubuk,колга
412,Stock::N,sopa,таяк
413,Stock::N,değnek,таяк
414,Stab::N,sırık,таяк
415,Stab::N,baston,таяк
416,Rohr::N,boru,торба
417,Haus::N,ev,өй
418,Haus::N,ev,йорт
419,Heim::N,ev,гаилә
420,Heim::N,ev,нәсел
421,Heim::N,yurt,гаилә
422,Heim::N,yurt,нәсел
423,Ofen::N,soba,мич
424,Fußboden::N,taban,идән
425,Fußboden::N,döşeme,идән
426,Tisch::N,masa,өстәл
427,Stuhl::N,iskemle,утыргыч
428,Stuhl::N,sandalye,утыргыч
429,Wiege::N,beşik,бишек
430,Bett::N,yatak,ятак
431,Bett::N,yatak,урын-җир
432,Regal::N,raf,киштә
433,Regal::N,raf,шүрлек
434,Kiste::N,sandık,әрҗә
435,Fenster::N,pencere,тәрәзә
436,Tür::N,kapı,ишек
437,Tor::N,kapı,капка
438,Zaun::N,çit,койма
439,Dach::N,dam,түбә
440,Dach::N,çatı,түбә
441,Leiter::N,merdiven,баскыч
442,Besen::N,süpürge,себерке
443,Spaten::N,bel,көрәк
444,Schaufel::N,kürek,көрәк
445,Gabel::N,çatal,чәннечке
446,Löffel::N,kaşık,кашык
447,Messer::N,bıçak,пычак
448,Nagel::N,çivi,кадак
449,Netz::N,ağ,челтәр
450,Haken::N,çengel,ыргак
451,Griff::N,kulp,тотка
452,Griff::N,tutamak,тотка
453,Schloss::N,kilit,йозак
454,Bild::N,imaj,рәсем
455,Bild::N,imaj,картина
456,Bild::N,resim,рәсем
457,Bild::N,resim,картина
458,Figur::N,şekil,сын
459,Figur::N,şekil,фигура
460,Figur::N,heykel,сын
461,Figur::N,heykel,фигура
462,Puppe::N,kukla,курчак
463,Beutel::N,kese,луза
464,Beutel::N,torba,луза
465,Bündel::N,deste,бәйләм
466,Tasche::N,çanta,букча
467,Eimer::N,kova,чиләк
468,Deckel::N,kapak,капкач
469,Geschirr::N,kap kacak,савыт-саба
470,Geschirr::N,kap kacak,кашык-аяк
471,Sack::N,torba,капчык
472,Tasse::N,fincan,чынаяк
473,Topf::N,tencere,чүлмәк
474,Kessel::N,kazan,казан
475,Essen::N,yemek,ашау
476,Nahrung::N,gıda,азык
477,Nahrung::N,gıda,тәгам
478,Nahrung::N,gıda,ашамлык
479,Nahrung::N,besin,азык
480,Nahrung::N,besin,тәгам
481,Nahrung::N,besin,ашамлык
482,Speise::N,yemek,ризык
483,Fleisch::N,et,ит
484,Getreide::N,tahıl,ашлык
485,Getreide::N,hububat,ашлык
486,Brei::N,ezme,ботка
487,Brot::N,ekmek,ипи
488,Brot::N,ekmek,икмәк
489,Scheibe::N,dilim,телем
490,Fett::N,yağ,май
491,Butter::N,tereyağı,май
492,Öl::N,yağ,май
493,Öl::N,akar yağ,май
494,Salz::N,tuz,тоз
495,Suppe::N,çorba,шулпа
496,Honig::N,bal,бал
497,Milch::N,süt,сөт
498,Tee::N,çay,чәй
499,Leder::N,deri,күн
500,Leder::N,meşin,күн
501,Wolle::N,yün,йон
502,Stoff::N,kumaş,тукыма
503,Nadel::N,iğne,энә
504,Faden::N,tire,җеп
505,Faden::N,iplik,җеп
506,Knopf::N,düğme,төймә
507,Knoten::N,düğüm,төен
508,Farbe::N,boya,буяу
509,Kleidung::N,giyim,кием
510,Hemd::N,gömlek,күлмәк
511,Kragen::N,yaka,яка
512,Ärmel::N,yen,җиң
513,Ärmel::N,elbise kolu,җиң
514,Hose::N,pantolon,чалбар
515,Gürtel::N,kuşak,билбау
516,Mütze::N,bere,бүрек
517,Mütze::N,kasket,бүрек
518,Schuh::N,kundura,башмак
519,Schuh::N,ayakkabı,башмак
520,Stiefel::N,çizme,итек
521,Ring::N,yüzük,балдак
522,Band::N,bağ,тасма
523,Band::N,şerit,тасма
524,Kamm::N,tarak,тарак
525,Spiegel::N,ayna,көзге
526,Riemen::N,kayış,каеш
527,Schnur::N,ip,бау
528,Schnur::N,sicim,бау
529,Leine::N,kayış,тезген
530,Decke::N,örtü,юрган
531,Decke::N,yorgan,юрган
532,Kissen::N,yastık,мендәр
533,Tuch::N,bez,яулык
534,Handtuch::N,havlu,сөлгә
535,Kraft::N,güç,егәр
536,Kraft::N,güç,дәрман
537,Kraft::N,kuvvet,егәр
538,Kraft::N,kuvvet,дәрман
539,Stärke::N,kuvvet,көч
540,Stärke::N,kuvvet,дәрман
541,Gesundheit::N,sağlık,саулык
542,Krankheit::N,hastalık,чир
543,Krankheit::N,hastalık,хаста
544,Krankheit::N,hastalık,сырхау
545,Schmerz::N,ağrı,авырту
546,Schmerz::N,sancı,авырту
547,Wunde::N,yara,яра
548,Wunde::N,yara,җәрәхәт
549,Fieber::N,ateş,бизгәк
550,Arznei::N,ilâç,дару
551,Brücke::N,köprü,күпер
552,Brunnen::N,kuyu,кое
553,Brunnen::N,çeşme,кое
554,Weide::N,otlak,утлавык
555,Pfad::N,patika,сукмак
556,Pfad::N,keçiyolu,сукмак
557,Weg::N,yol,юл
558,Straße::N,yol,урам
559,Straße::N,cadde,урам
560,Dorf::N,köy,авыл
561,Stadt::N,kent,шәһәр
562,Stadt::N,şehir,шәһәр
563,Brief::N,mektup,хат
564,Buch::N,kitap,китап
565,Buchstabe::N,harf,хәреф
566,Zeitung::N,gazete,газет
567,Zeitung::N,gazete,газета
568,Leben::N,hayat,гомер
569,Leben::N,hayat,тормыш
570,Leben::N,hayat,тереклек
571,Tod::N,ölüm,үлем
572,Grab::N,kabir,гүр
573,Grab::N,kabir,кабер
574,Kirche::N,kilise,чиркәү
575,Sünde::N,günah,язык
576,Sünde::N,günah,гөнаһ
577,Gott::N,tanrı,алла
578,Gott::N,tanrı,ходай
579,Arbeiter::N,işçi,эшче
580,Chef::N,şef,башлык
581,Chef::N,müdür,башлык
582,Meister::N,usta,оста
583,Arzt::N,hekim,врач
584,Arzt::N,hekim,табиб
585,Arzt::N,doktor,врач
586,Arzt::N,doktor,табиб
587,Lehrer::N,hoca,укытучы
588,Lehrer::N,hoca,мөгаллим
589,Lehrer::N,öğretmen,укытучы
590,Lehrer::N,öğretmen,мөгаллим
591,Geld::N,para,акча
592,Geschäft::N,ticaret,эш
593,Laden::N,dükkân,кибет
594,Laden::N,dükkân,магазин
595,Preis::N,fiyat,бәя
596,Preis::N,fiyat,бәһа
597,Ware::N,mal,товар
598,Nutzen::N,fayda,файда
599,Reichtum::N,servet,байлык
600,Reichtum::N,zenginlik,байлык
601,Welt::N,dünya,дөнья
602,Land::N,ülke,ил
603,Staat::N,devlet,дәүләт
604,König::N,kral,патша
605,Macht::N,kudret,хакимият
606,Macht::N,iktidar,хакимият
607,Grenze::N,had,чик
608,Grenze::N,sınır,чик
609,Krieg::N,savaş,сугыш
610,Feind::N,düşman,дошман
611,Gewalt::N,zor,көчләү
612,Gewalt::N,cebir,көчләү
613,Kampf::N,savaş,көрәш
614,Bogen[Waffe]::N,yay,җәя
615,Pfeil::N,ok,ук
616,Gewehr::N,tüfek,мылтык
617,Fehler::N,hata,хата
618,Fehler::N,yanlış,хата
619,Lüge::N,yalan,ялган
620,Schaden::N,zarar,зыян
621,Schaden::N,zarar,зарар
622,Unglück::N,felâket,бәла
623,Unglück::N,talihsizlik,бәла
624,Schuld::N,suç,гаеп
625,Schuld::N,kabahat,гаеп
626,Alter::N,yaş,яшь
627,Schluss::N,son,ахыр
628,Zeit::N,zaman,заман
629,Tag::N,gün,көн
630,Morgen::N,sabah,иртә
631,Mittag::N,öğle,өйлә
632,Abend::N,akşam,кич
633,Nacht::N,gece,төн
634,Woche::N,hafta,атна
635,Monat::N,ay,ай
636,Jahr::N,yıl,ел
637,Jahr::N,sene,ел
638,Frühling::N,ilkbahar,яз
639,Sommer::N,yaz,җәй
640,Herbst::N,güz,көз
641,Herbst::N,sonbahar,көз
642,Winter::N,kış,кыш
643,Januar::N,ocak,гыйнвар
644,Februar::N,şubat,февраль
645,März::N,mart,март
646,April::N,nisan,апрель
647,Mai::N,mayıs,май
648,Juni::N,haziran,июнь
649,Juli::N,temmuz,июль
650,August::N,ağustos,август
651,September::N,eylül,сентябрь
652,Oktober::N,ekim,октябрь
653,November::N,kasım,ноябрь
654,Dezember::N,aralık,декабрь
655,Montag::N,pazartesi,дүшәмбе
656,Dienstag::N,salı,сишәмбе
657,Mittwoch::N,çarşamba,чәршәмбе
658,Donnerstag::N,perşembe,атнакич
659,Donnerstag::N,perşembe,пәнҗешәмбе
660,Freitag::N,cuma,җомга
661,Samstag::N,cumartesi,шимбә
662,Sonntag::N,pazar,якшәмбе
663,groß::A,büyük,зур
664,klein::A,ufak,кечкенә
665,klein::A,küçük,кечкенә
666,lang::A,uzun,озын
667,kurz::A,kısa,кыска
668,breit::A,enli,киң
669,breit::A,geniş,киң
670,schmal::A,dar,кысык
671,dicht::A,sık,куе
672,dicht::A,yoğun,куе
673,dick[Gegenstand]::A,kalın,калын
674,dick[Gegenstand]::A,iri,калын
675,dünn::A,ince,нечкә
676,fein::A,ince,нәзакәтле
677,fein::A,narin,нәзакәтле
678,fest::A,sabit,нык
679,fest::A,sağlam,нык
680,flach::A,düz,яссы
681,flach::A,düz,ялпак
682,flach::A,yassı,яссы
683,flach::A,yassı,ялпак
684,glatt::A,düz,шома
685,hart::A,katı,каты
686,weich::A,yumuşak,йомшак
687,rund::A,yuvarlak,түгәрәк
688,spitz::A,sivri,очлы
689,scharf::A,keskin,үткен
690,stumpf::A,kör,үтмәс
691,schwer::A,ağır,салмак
692,schön::A,güzel,гүзәл
693,heiß::A,kızgın,эссе
694,warm::A,sıcak,җылы
695,kalt::A,soğuk,суык
696,kalt::A,soğuk,салкын
697,kühl::A,serin,салкынча
698,frisch::A,taze,салкынча
699,feucht::A,nemli,юеш
700,feucht::A,rutubetli,юеш
701,nass::A,yaş,дымлы
702,nass::A,ıslak,дымлы
703,trocken::A,kuru,коры
704,voll::A,dolu,тулы
705,voll::A,dolmuş,тулы
706,leer::A,boş,буш
707,offen::A,açık,ачык
708,geschlossen::A,kapalı,йомык
709,sauber::A,pak,пакь
710,sauber::A,pak,чиста
711,sauber::A,temiz,пакь
712,sauber::A,temiz,чиста
713,schmutzig::A,pis,керле
714,schmutzig::A,pis,пычрак
715,schmutzig::A,kirli,керле
716,schmutzig::A,kirli,пычрак
717,roh::A,çiğ,чи
718,reif::A,olgun,өлгергән
719,lecker::A,lezzetli,тәмле
720,süß::A,tatlı,татлы
721,süß::A,şekerli,татлы
722,bitter::A,acı,ачы
723,sauer::A,ekşi,әче
724,hell::A,aydınlık,якты
725,dunkel::A,karanlık,кара
726,schwarz::A,kara,кара
727,schwarz::A,siyah,кара
728,weiß::A,ak,ак
729,weiß::A,beyaz,ак
730,rot::A,kırmızı,кызыл
731,gelb::A,sarı,сары
732,blau::A,mavi,күк
733,grün::A,yeşil,яшел
734,grau::A,boz,соры
735,bunt::A,renkli,чуар
736,billig::A,ucuz,арзан
737,teuer::A,pahalı,хаклы
738,wertvoll::A,değerli,кыйммәтле
739,blind::A,kör,сукыр
740,blind::A,kör,күзсез
741,taub::A,sağır,чукрак
742,taub::A,sağır,саңгырау
743,kräftig::A,dinç,егәрле
744,kräftig::A,kuvvetli,егәрле
745,stark::A,güçlü,нык
746,stark::A,güçlü,базык
747,stark::A,kuvvetli,нык
748,stark::A,kuvvetli,базык
749,schwach::A,zayıf,зәгыйфь
750,schwach::A,güçsüz,зәгыйфь
751,fett::A,şişman,симез
752,schlank::A,narin,нәзек
753,hübsch::A,güzel,чибәр
754,hübsch::A,sevimli,чибәр
755,böse::A,kötü,усал
756,dumm::A,aptal,акылсыз
757,faul::A,tembel,ялкау
758,faul::A,tembel,иренчәк
759,fleißig::A,çalışkan,тырыш
760,fleißig::A,çalışkan,тырышучан
761,geizig::A,cimri,саран
762,klug::A,zekî,акыллы
763,klug::A,akıllı,акыллы
764,geschickt::A,becerikli,маһир
765,lieb::A,sevimli,сөекле
766,lustig::A,neşeli,күңелле
767,sanft::A,nazik,басынкы
768,hungrig::A,aç,ач
769,krank::A,hasta,чирле
770,krank::A,hasta,сырхау
771,krank::A,rahatsız,чирле
772,krank::A,rahatsız,сырхау
773,nackt::A,çıplak,шәрә
774,traurig::A,kederli,ямансу
775,traurig::A,üzüntülü,ямансу
776,lebendig::A,canlı,тере
777,gut::A,iyi,яхшы
778,schlecht::A,kötü,начар
779,richtig::A,doğru,дөрес
780,schlimm::A,kötü,әшәкә
781,wahr::A,doğru,чып-чын
782,wahr::A,gerçek,чып-чын
783,alt::A,eski,иске
784,neu::A,yeni,яңа
785,ehemalig::A,önceki,элекке
786,alt[Lebewesen]::A,yaşlı,карт
787,jung::A,genç,яшь
788,arm::A,fakir,фәкыйрь
789,reich::A,zengin,бай
790,bekannt::A,bilinen,таныш
791,berühmt::A,ünlü,атаклы
792,berühmt::A,meşhur,атаклы
793,fremd::A,yabancı,ят
794,verschieden::A,ayrı,төрле
795,verschieden::A,farklı,төрле
796,nah::A,yakın,якын
797,nah::A,bitişik,якын
798,fern::A,uzak,ерак
799,linker::A,sol,сул
800,rechter::A,sağ,уң
801,anderer::A,diğer,бүтән
802,erster::A,ilk,беренче
803,erster::A,birinci,беренче
804,zweiter::A,ikinci,икенче
805,dritter::A,üçüncü,өченче
806,letzter::A,son,ахыргы
807,letzter::A,sonuncu,ахыргы
808,allein::ADV,yalnız,ялгыз
809,allein::ADV,tek başına,ялгыз
810,auf einmal::ADV,birden,бердән
811,zusammen::ADV,beraber,бергә
812,zusammen::ADV,birlikte,бергә
813,lange::ADV,çok,озак
814,lange::ADV,uzun,озак
815,plötzlich::ADV,ansızın,искәрмәстән
816,plötzlich::ADV,birdenbire,искәрмәстән
817,sofort::ADV,hemen,хәзер
818,sofort::ADV,derhal,хәзер
