,Concept_ID,av,fr
611,Oktober::N,октябрь,octobre
612,November::N,ноябрь,novembre
613,Dezember::N,декабрь,décembre
614,Montag::N,итни,lundi
615,Dienstag::N,талат,mardi
616,Mittwoch::N,арбагӏ,mercredi
617,Donnerstag::N,хамиз,jeudi
618,Freitag::N,рузман,vendredi
619,Samstag::N,щамат,samedi
620,Sonntag::N,гьатӏан,dimanche
621,groß::A,кӏудияб,grand
622,klein::A,гьитӏинаб,petit
623,lang::A,халатаб,long
624,kurz::A,къокъаб,court
625,breit::A,гӏебаб,large
626,schmal::A,къваридаб,étroit
627,dicht::A,ризаб,dense
628,dick[Gegenstand]::A,бицатаб,épais
629,dünn::A,тӏеренаб,mince
630,fein::A,тӏеренаб,fin
631,fein::A,тӏеренаб,menu
632,fest::A,къвакӏараб,ferme
633,fest::A,къвакӏараб,solide
634,flach::A,чӏепараб,plat
635,glatt::A,цӏвакараб,poli
636,glatt::A,цӏвакараб,lisse
637,hart::A,кьварараб,dur
638,weich::A,тамахаб,mou
639,rund::A,гургинаб,rond
640,spitz::A,бегӏераб,aigu
641,spitz::A,бегӏераб,pointu
642,scharf::A,рекӏараб,tranchant
643,stumpf::A,тӏехӏараб,mousse
644,stumpf::A,тӏехӏараб,émoussé
645,stumpf::A,рекӏинчӏеб,mousse
646,stumpf::A,рекӏинчӏеб,émoussé
647,schwer::A,бакӏаб,lourd
648,schwer::A,бакӏаб,pesant
649,schön::A,берцинаб,beau
650,heiß::A,лагьараб,chaud
651,heiß::A,лагьараб,très chaud
652,warm::A,хинаб,chaud
653,kalt::A,квачараб,froid
654,kühl::A,квачараб,frais
655,frisch::A,цӏияб,frais
656,feucht::A,рагьараб,humide
657,nass::A,би́ччараб,mouillé
658,trocken::A,бакъвараб,sec
659,leer::A,чӏобогояб,vide
660,offen::A,рагьараб,ouvert
661,geschlossen::A,рахараб-къараб,clos
662,geschlossen::A,рахараб-къараб,fermé
663,sauber::A,бацӏцӏадаб,net
664,sauber::A,бацӏцӏадаб,propre
665,schmutzig::A,гъизараб,sale
666,schmutzig::A,гъизараб,crasseux
667,roh::A,хамаб,cru
668,roh::A,хамаб,brut
669,roh::A,гӏатӏгояб,cru
670,roh::A,гӏатӏгояб,brut
671,reif::A,барщараб,mûr
672,lecker::A,тӏагӏамаб,délicieux
673,lecker::A,тӏагӏамаб,appétissant
674,süß::A,гьуинаб,doux
675,bitter::A,кьогӏаб,amer
676,sauer::A,цӏекӏаб,aigre
677,hell::A,канаб,clair
678,dunkel::A,бецӏаб,sombre
679,schwarz::A,чӏегӏераб,noir
680,weiß::A,хъахӏаб,blanc
681,rot::A,багӏараб,rouge
682,gelb::A,гӏобилаб,jaune
683,gelb::A,тӏогьилаб,jaune
684,blau::A,хъахӏилаб,bleu
685,grün::A,гӏурччинаб,vert
686,grau::A,накӏкӏуяб,gris
687,bunt::A,къвекӏаб,multicolore
688,bunt::A,чара-гъараб,multicolore
689,billig::A,учузаб,bon marché
690,teuer::A,хири́яб,cher
691,wertvoll::A,къиматаб,précieux
692,blind::A,беццаб,aveugle
693,taub::A,гъугъаб,sourd
694,kräftig::A,гучаб,fort
695,kräftig::A,гучаб,vigoureux
696,stark::A,къуватаб,fort
697,stark::A,къуватаб,puissant
698,schwach::A,гӏажизаб,faible
699,fett::A,кьарияб,gras
700,schlank::A,чергесаб,svelte
701,hübsch::A,гьайбатаб,joli
702,böse::A,ракӏквешаб,mauvais
703,dumm::A,гьагаб,sot
704,dumm::A,гьагаб,bête
705,dumm::A,гӏантаб,sot
706,dumm::A,гӏантаб,bête
707,faul::A,кӏохӏалаб,fainéant
708,faul::A,кӏохӏалаб,paresseux
709,faul::A,кӏухӏа́лаб,fainéant
710,faul::A,кӏухӏа́лаб,paresseux
711,fleißig::A,хӏаракатаб,appliqué
712,geizig::A,къарумаб,avare
713,klug::A,лумияб,intelligent
714,geschickt::A,махщел бугев,habile
715,lieb::A,гӏазизаб,cher
716,lieb::A,гӏазизаб,gentil
717,lustig::A,кепаб,gai
718,lustig::A,кепаб,joyeux
719,sanft::A,хӏалимаб,doux
720,sanft::A,хӏере́наб,doux
721,hungrig::A,бакъараб,affamé
722,krank::A,щокъаб,malade
723,krank::A,унтараб,malade
724,nackt::A,гӏицӏаб,nu
725,nackt::A,чӏанкӏараб,nu
726,traurig::A,пашманаб,triste
727,lebendig::A,чӏагояб,vivant
728,gut::A,лъикӏаб,bon
729,schlecht::A,къадараб,mauvais
730,richtig::A,битӏараб,juste
731,richtig::A,битӏараб,correct
732,schlimm::A,нажасаб,grave
733,schlimm::A,нажасаб,mauvais
734,schlimm::A,къабихӏаб,grave
735,schlimm::A,къабихӏаб,mauvais
736,wahr::A,хӏакъаб,vrai
737,wahr::A,хӏакъаб,véritable
738,wahr::A,битӏараб,vrai
739,wahr::A,битӏараб,véritable
740,alt::A,басрияб,vieux
741,neu::A,цӏияб,neuf
742,neu::A,цӏияб,nouveau
743,ehemalig::A,цебе́госеб,ancien
744,alt[Lebewesen]::A,хераб,âgé
745,alt[Lebewesen]::A,хераб,vieux
746,jung::A,тӏинчӏаб,jeune
747,jung::A,гӏолохъанаб,jeune
748,arm::A,пакъираб,pauvre
749,reich::A,бечедаб,riche
750,bekannt::A,лъалеб,connu
751,berühmt::A,машгьураб,fameux
752,berühmt::A,машгьураб,célèbre
753,fremd::A,чияр,étranger
754,verschieden::A,батӏи-батӏияб,différent
755,nah::A,гӏагарда бугеб,lié
756,nah::A,гӏагарда бугеб,proche
757,fern::A,рикӏкӏадаб,éloigné
758,fern::A,рикӏкӏадаб,lointain
759,linker::A,квегӏаб,gauche
760,rechter::A,кваранаб,droit
761,anderer::A,батӏияб,autre
762,erster::A,тӏоцебесеб,premier
763,zweiter::A,кӏиабилеб,second
764,zweiter::A,кӏиабилеб,deuxième
765,dritter::A,лъабабилеб,troisième
766,letzter::A,ахирисеб,dernier
767,allein::ADV,ялгъузго,seul
768,auf einmal::ADV,цихӏинтӏаго,à la fois
769,zusammen::ADV,цойида,ensemble
770,plötzlich::ADV,цойидасанго,tout à coup
771,sofort::ADV,гьебсагӏат,immédiatement
772,jetzt::ADV,гьанже,maintenant
773,heute::ADV,жакъа,aujourd'hui
774,morgen::ADV,метер,demain
775,bald::ADV,гьабсагӏаталъ,bientôt
776,dann::ADV,цинги,puis
777,dann::ADV,цинги,ensuite
778,gestern::ADV,сон,hier
779,einst::ADV,цин,jadis
780,einst::ADV,цин,autrefois
781,damals::ADV,гьебмехалъ,alors
782,damals::ADV,гьебмехалъ,à l'époque
783,damals::ADV,гьебмехалда,alors
784,damals::ADV,гьебмехалда,à l'époque
785,danach::ADV,цинги,après
786,danach::ADV,цинги,ensuite
787,danach::ADV,хадуса,après
788,danach::ADV,хадуса,ensuite
789,vorher::ADV,цебе,auparavant
790,zuerst::ADV,тӏоцебе,d'abord
791,zuerst::ADV,тӏоцебе,premièrement
792,einmal::ADV,цинцӏул,une fois
793,einmal::ADV,цихӏин,une fois
794,einmal::ADV,цоцӏул,une fois
795,manchmal::ADV,олоцӏул,parfois
796,manchmal::ADV,олоцӏул,quelquefois
797,oft::ADV,гӏемерго,souvent
798,immer::ADV,кидаго,toujours
799,niemals::ADV,киданиги,ne ... jamais
800,hier::ADV,аниб,ici
801,hierhin::ADV,анибехун,par ici
802,von hier::ADV,гьаниса,d'ici
803,dort::ADV,гьениб,là
804,dort::ADV,гьениб,là-bas
805,dorthin::ADV,гьадаба,y
806,dorthin::ADV,гьадаба,par là
807,geradeaus::ADV,битӏутӏа,tout droit
808,vorwärts::ADV,цебехун,en avant
809,rückwärts::ADV,нахъ-нахъ,en arrière
810,zurück::ADV,нахъе,de retour
811,unten::ADV,ахакь,en bas
812,unten::ADV,ахакь,au-dessous
813,unten::ADV,гъоркь,en bas
814,unten::ADV,гъоркь,au-dessous
815,hinab::ADV,эхебе,en bas
816,hinab::ADV,эхебе,vers le bas
817,oben::ADV,тӏад,dessus
818,oben::ADV,тӏад,en haut
819,oben::ADV,тӏадехун,dessus
820,oben::ADV,тӏадехун,en haut
821,hinauf::ADV,эхеде,en haut
822,hinauf::ADV,эхеде,vers le haut
823,überall::ADV,кибго,partout
824,ein wenig::ADV,дагьабго,un peu
825,kaum::ADV,хӏалалъ,à peine
826,sehr::ADV,кутакалда,très
827,so::ADV,гьедин,si
828,so::ADV,гьедин,ainsi
829,noch::ADV,жеги,encore
830,nur::ADV,гӏӣцӏго,seulement
831,nur::ADV,гӏӣцӏго,ne ... que
832,wieder::ADV,на́хъеги,de nouveau
833,vergebens::ADV,чӏалгӏаде,en vain
834,vor::PRP,цебе,devant
835,hinter::PRP,хадуса,derrière
836,unter::PRP,ахакь,sous
837,unter::PRP,ахакь,au-dessous de
838,unter::PRP,гъоркь,sous
839,unter::PRP,гъоркь,au-dessous de
840,neben::PRP,аскӏо,à côté de
841,zwischen::PRP,гьоркьоб,entre
842,wegen::PRP,гьелда,à cause de
843,dies::PRN,гьаб,ceci
844,dies::PRN,гьеб,ceci
845,das::PRN,доб,ce
846,das::PRN,доб,cela
847,ich::PRN,дун,je
848,ich::PRN,дун,moi
849,du::PRN,дуца,tu
850,du::PRN,дуца,toi
851,er::PRN,доб,il
852,er::PRN,доб,lui
853,wir::PRN,ниж,nous
854,ihr::PRN,нуж,vous
855,sie::PRN,дол,ils
856,sie::PRN,дол,elles
857,sie::PRN,эл,ils
858,sie::PRN,эл,elles
859,was::FPRN,щиб,que
860,was::FPRN,щиб,quoi
861,wer::FPRN,щиб,qui
862,wo::FADV,киб,où
863,wo::FADV,кибехун,où
864,wohin::FADV,кибехун,où
865,wie::FADV,кин,comment
866,warum::FADV,щай,pourquoi
867,wieviel::FNUM,кигӏан,combien
868,eins::NUM,цо,un
869,zwei::NUM,кӏиго,deux
870,drei::NUM,лъабго,trois
871,vier::NUM,ункъо,quatre
872,fünf::NUM,щуго,cinq
873,sechs::NUM,анлъго,six
874,sieben::NUM,анкьго,sept
875,acht::NUM,микьго,huit
876,neun::NUM,ичӏго,neuf
877,zehn::NUM,анцӏго,dix
878,elf::NUM,анцӏила цо,onze
879,zwölf::NUM,кӏиго-анцӏила,douze
880,zwanzig::NUM,къого,vingt
881,dreißig::NUM,лъеберго,trente
882,vierzig::NUM,кӏикъого,quarante
883,fünfzig::NUM,кӏикъо́ялда анцӏго,cinquante
884,sechzig::NUM,лъабкъого,soixante
885,siebzig::NUM,лъабкъо́ялда анцӏго,soixante-dix
886,achtzig::NUM,ункъого,quatre-vingt
887,neunzig::NUM,ункъоялда а́нцӏила,quatre-vingt-dix
888,hundert::NUM,нусго,cent
889,tausend::NUM,азарго,mille
890,und::CNJ,ва,et
891,und::CNJ,-ги,et
892,oder::CNJ,ялъуни,ou
893,stehen::V,бахъунчӏезе,être debout
894,sitzen::V,гӏодов чӏезе,être assis
895,liegen::V,бегизе,être couché
896,hängen::V,базе,pendre
897,werden::V,бахъине,devenir
898,passieren::V,лъугьине,se passer
899,passieren::V,лъугьа-бахъине,se passer
900,beginnen::V,байбихьизе,commencer
901,enden::V,лъугӏизе,finir
902,enden::V,лъугӏизе,se terminer
903,wechseln::V,хиса-басизе,changer
904,wechseln::V,хиса-басизе,alterner
905,wechseln::V,хисизе,changer
906,wechseln::V,хисизе,alterner
907,aufgehen[Sonne]::V,баккизе,se lever
908,untergehen[Sonne]::V,щинкӏизе,se coucher
909,scheinen[Sonne]::V,къалъ-къалъизе,briller
910,donnern::V,гъугъазе,tonner
911,wehen::V,пуйзе,souffler
912,strömen::V,чвахизе,affluer
913,fließen::V,чвахизе,couler
914,sich drehen::V,сверизе,tourner
915,schwanken::V,хьвагӏезе,osciller
916,schwanken::V,хьвагӏезе,chanceler
917,schwanken::V,багъа-бачаризе,osciller
918,schwanken::V,багъа-бачаризе,chanceler
919,schwingen::V,щвартӏезе,vibrer
920,schwingen::V,щвартӏезе,osciller
921,fallen::V,бортизе,tomber
922,brennen::V,рекӏине,brûler
923,brennen::V,рекӏине,flamber
924,rauchen::V,кӏкӏуй буризе,fumer
925,regnen::V,базе,pleuvoir
926,gefrieren::V,гӏу́низе,geler
927,tauen::V,биаризе,dégeler
928,schmelzen::V,биине,fondre
929,trocknen::V,бакъвазе,sécher
930,sieden::V,гьалдезе,bouillir
931,faulen::V,махӏцине,pourrir
932,faulen::V,махӏцине,se putréfier
933,verfaulen::V,туризе,pourrir
934,reißen::V,бихъизе,rompre
935,reißen::V,бихъизе,se déchirer
936,versinken::V,гъанкъизе,s'enfoncer
937,vergehen::V,базе,passer
938,vergehen::V,бахъизе,passer
939,vergehen::V,ине,passer
940,erscheinen::V,баккизе,apparaître
941,verschwinden::V,къине,disparaître
942,verschwinden::V,билизе,disparaître
943,sinken::V,гӏодо́бе ккезе,descendre
944,sinken::V,гӏодо́бе ккезе,s'abaisser
945,abnehmen::V,тӏаса камизе,diminuer
946,zunehmen::V,гӏемерлъизе,augmenter
947,steigen::V,бахине,monter
948,wachsen::V,кӏодолъизе,croître
949,glänzen::V,цӏвакизе,briller
950,funkeln::V,паркъезе,étinceler
951,lärmen::V,хъудизе,faire du bruit
952,lärmen::V,чӏиргъдизе,faire du bruit
953,läuten::V,кьабизе,sonner
954,klingeln::V,кьабизе,sonner
955,klirren::V,зваргъизе,cliqueter
956,brausen::V,гьалаглъизе,mugir
957,rauschen::V,шуршудизе,bruire
958,klingen::V,бахъине,sonner
959,bellen::V,гъанчдезе,aboyer
960,heulen::V,рурудизе,hurler
961,blasen::V,гьохьизе,souffler
962,pfeifen::V,гьещтӏезе,siffler
963,schreien::V,ахӏизе,crier
964,schreien::V,ахӏдезе,crier
965,stöhnen::V,зигардизе,gémir
966,zittern::V,дарран,trembler
967,zittern::V,гьаргьадизе,trembler
968,leben::V,бетӏербахъизе,vivre
969,geboren werden::V,лъугьине,naître
970,atmen::V,хӏухьел биччазе,respirer
971,trinken::V,гьекъезе,boire
972,essen::V,квине,manger
973,essen::V,кваназе,manger
974,schlucken::V,кӏкӏвине,avaler
975,schlucken::V,къулчӏизе,avaler
976,müde werden::V,сваказе,se lasser
977,müde werden::V,сваказе,se fatiguer
978,einschlafen::V,кьижизе,s'endormir
979,einschlafen::V,гъапуллъизе,s'endormir
980,schlafen::V,кьижизе,dormir
981,aufwachen::V,бигьине,se réveiller
982,aufstehen::V,бахъине,se lever
983,aufstehen::V,тӏадебахъине,se lever
984,sich erholen::V,хьи бахъизе,se reposer
985,sich erholen::V,хьи бахъизе,se détendre
986,sich erholen::V,хӏалхьи гьабизе,se reposer
987,sich erholen::V,хӏалхьи гьабизе,se détendre
988,krank werden::V,унтизе,tomber malade
989,krank sein::V,унтизе,être malade
990,schmerzen::V,унтизе,faire mal
991,husten::V,хъегӏизе,tousser
992,genesen::V,лъилъизе,guérir
993,genesen::V,лъилъизе,se remettre
994,sterben::V,хвезе,mourir
995,umkommen::V,гьалаглъизе,périr
996,sich bewegen::V,багъаризе,bouger
997,sich bewegen::V,багъаргъизе,bouger
998,sich rühren::V,багъаризе,broncher
999,sich erheben::V,тӏадебахъине,se lever
1000,sich erheben::V,бахъине,se lever
1001,sich setzen::V,гӏодов чӏезе,s'asseoir
1002,hinfallen::V,щапизе,tomber
1003,laufen::V,хьвадизе,marcher
1004,laufen::V,хьвадизе,aller à pied
1005,schreiten::V,чӏезе,marcher
1006,spazierengehen::V,тира-сверизе,se promener
1007,eilen::V,ракӏхӏалакине,courir
1008,eilen::V,дуризе,courir
1009,sich beeilen::V,дуризе,se hâter
1010,sich beeilen::V,дуризе,se dépêcher
1011,sich beeilen::V,гӏедегӏизе,se hâter
1012,sich beeilen::V,гӏедегӏизе,se dépêcher
1013,sausen::V,тӏуризе,filer
1014,rennen::V,бекеризе,courir
1015,springen::V,кӏанцӏизе,sauter
1016,klettern::V,хархадизе,grimper
1017,schaukeln::V,гьерщезе,se balancer
1018,kriechen::V,хъурщизе,ramper
1019,schwimmen::V,лъедезе,nager
1020,tauchen::V,букъардизе,plonger
1021,rudern::V,хазе,ramer
1022,fahren::V,ине,aller
1023,fahren::V,ине,rouler
1024,fliegen::V,боржине,voler
1025,gehen::V,ине,aller
1026,weggehen::V,ине,s'en aller
1027,abfahren::V,къокъине,partir
1028,anhalten::V,чӏезе,s'arrêter
1029,anhalten::V,тархъизе,s'arrêter
1030,anhalten::V,лъалхъизе,s'arrêter
1031,hineingehen::V,тӏаделъугьине,entrer
1032,eintreten::V,лъугьине,entrer
1033,kommen::V,бачӏине,venir
1034,ankommen::V,щвезе,arriver
1035,ankommen::V,тӏадебачӏине,arriver
1036,zurückkommen::V,тадбуссине,revenir
1037,zurückkommen::V,тӏадбуссине,revenir
1038,bleiben::V,чӏезе,rester
1039,bleiben::V,чӏезе,demeurer
1040,bleiben::V,хутӏизе,rester
1041,bleiben::V,хутӏизе,demeurer
1042,warten::V,чӏезе,attendre
1043,erwarten::V,балагьизе,attendre
1044,suchen::V,балагьизе,chercher
1045,finden::V,батизе,trouver
1046,versuchen::V,хӏалбихьизе,essayer
1047,vorbereiten::V,хӏадурлъизабизе,préparer
1048,lieben::V,балай бегьизе,aimer
1049,mögen::V,бокьизе,aimer
1050,mögen::V,бокьизе,vouloir
1051,lachen::V,белъизе,rire
1052,weinen::V,гӏодизе,pleurer
1053,schimpfen::V,гъанчдезе,gronder
1054,sich ärgern::V,вагъизе,se fâcher
1055,sich ärgern::V,ццида́хине,se fâcher
1056,sich fürchten::V,хӏинкъизе,avoir peur
1057,fürchten::V,беркъазе,craindre
1058,fürchten::V,беркъазе,avoir peur de
1059,fürchten::V,хӏинкъа-къазе,craindre
1060,fürchten::V,хӏинкъа-къазе,avoir peur de
1061,fliehen::V,лъутизе,fuir
1062,flüchten::V,лъутизе,s'enfuir
1063,sehen::V,бихьизе,voir
1064,anschauen::V,бертӏамизе,regarder
1065,anschauen::V,балагьизе,regarder
1066,ansehen::V,бала-гъалагьизе,regarder
1067,hören::V,рагӏизе,entendre
1068,zuhören::V,гӏенеккизе,écouter
1069,probieren::V,кӏалдиб хъва́зе,goûter
1070,probieren::V,чӏамизе,goûter
1071,riechen::V,су́нтӏизе,sentir
1072,fühlen::V,чӏвазе,sentir
1073,zu sehen sein::V,бихьизе,se voir
1074,zu sehen sein::V,бихьизе,être visible
1075,vernehmen::V,рагӏизе,entendre
1076,vernehmen::V,рагӏизе,percevoir
1077,frieren::V,цӏорозе,avoir froid
1078,tun::V,гьабизе,faire
1079,können::V,кӏвезе,savoir
1080,können::V,кӏвезе,pouvoir
1081,können::V,лъазе,savoir
1082,können::V,лъазе,pouvoir
1083,wollen::V,бокьизе,vouloir
1084,anfangen::V,байбихьизе,commencer
1085,beenden::V,тӏубазабизе,finir
1086,beenden::V,тӏубазабизе,terminer
1087,beenden::V,лъугӏизабизе,finir
1088,beenden::V,лъугӏизабизе,terminer
1089,aufhören::V,бахъизе,cesser
1090,aufhören::V,бахъизе,arrêter
1091,gelingen::V,бахъизе,réussir
1092,geraten::V,бахъизе,réussir
1093,öffnen::V,рагьизе,ouvrir
1094,schließen::V,къазе,fermer
1095,stellen::V,чӏвазе,poser
1096,stellen::V,чӏвазе,mettre
1097,setzen::V,рекӏинабизе,placer
1098,setzen::V,гӏодор чӏезаризе,placer
1099,legen::V,лъезе,placer
1100,berühren::V,хъвазе,toucher
1101,verbinden::V,хьухьине,lier
1102,verbinden::V,бухьине,lier
1103,bedecken::V,кквезе,couvrir
1104,aufhängen::V,базе,accrocher
1105,anzünden::V,бакизе,allumer
1106,anzünden::V,рекӏинабизе,allumer
1107,zurücklassen::V,тезе,laisser
1108,verlieren::V,билизабизе,perdre
1109,fallen lassen::V,бортизабизе,lâcher
1110,fallen lassen::V,бортизабизе,laisser tomber
1111,machen::V,гьабизе,faire
1112,herstellen::V,гьабизе,produire
1113,herstellen::V,гьабизе,fabriquer
1114,herstellen::V,хӏадурлъизабизе,produire
1115,herstellen::V,хӏадурлъизабизе,fabriquer
1116,bauen::V,базе,bâtir
1117,bauen::V,базе,construire
1118,bauen::V,гьабизе,bâtir
1119,bauen::V,гьабизе,construire
1120,reparieren::V,къачӏазе,réparer
1121,verbessern::V,лъикӏлъизабизе,améliorer
1122,ändern::V,хисизабизе,changer
1123,ändern::V,хисизабизе,modifier
1124,graben::V,бухъизе,creuser
1125,beugen::V,хьетӏизабизе,plier
1126,beugen::V,хьетӏизабизе,ployer
1127,biegen::V,гьетӏизабизе,courber
1128,drehen::V,тиризабизе,tordre
1129,drehen::V,тиризабизе,tourner
1130,drehen::V,свердизабизе,tordre
1131,drehen::V,свердизабизе,tourner
1132,wenden::V,бегизе,retourner
1133,umdrehen::V,бегизе,tourner
1134,umdrehen::V,бега-битӏизе,tourner
1135,heben::V,борхизе,soulever
1136,hochheben::V,борхалъизабизе,lever
1137,hochheben::V,борхизе,lever
1138,ergreifen::V,кквезе,saisir
1139,ergreifen::V,кквезе,prendre
1140,halten::V,кквезе,tenir
1141,drücken::V,къазе,presser
1142,drücken::V,къанцӏу́зе,presser
1143,drücken::V,къвал ба́зе,presser
1144,schieben::V,хъилдизе,pousser
1145,kratzen::V,хачазе,gratter
1146,kratzen::V,хачазе,égratigner
1147,lecken::V,чӏикӏизе,lécher
1148,beißen::V,хӏанчӏизе,mordre
1149,beißen::V,хӏанчӏизабизе,mordre
1150,abreißen::V,тӏезе,arracher
1151,abreißen::V,тӏезабизе,arracher
1152,abschneiden::V,къотӏизе,couper
1153,binden::V,бухьине,lier
1154,binden::V,бухьине,attacher
1155,stecken::V,къазабизе,enfoncer
1156,brechen::V,бекизе,rompre
1157,klopfen::V,дванкезе,frapper
1158,hauen::V,базе,frapper
1159,kleben::V,бацӏцӏине,coller
1160,reiben::V,хачазе,frotter
1161,streichen::V,бахине,empâter
1162,streichen::V,жужазе,empâter
1163,schleifen::V,лъухьизе,affiler
1164,schleifen::V,лъухьизе,aiguiser
1165,schneiden::V,къотӏизе,couper
1166,schneiden::V,къотӏизе,trancher
1167,rütteln::V,багъа-бачаризабизе,cahoter
1168,schütteln::V,кӏобокӏизе,secouer
1169,schwenken::V,гьесадизе,agiter
1170,schwenken::V,хьвагӏезабизе,agiter
1171,schütten::V,тӏезе,verser
1172,füllen::V,цӏезабизе,remplir
1173,einwickeln::V,жемизе,envelopper
1174,tragen::V,баччизе,porter
1175,schleppen::V,бехъерхъизе,traîner
1176,ziehen::V,цӏазе,tirer
1177,aufbewahren::V,цӏунизе,garder
1178,aufbewahren::V,цӏунизе,conserver
1179,werfen::V,рехизе,jeter
1180,werfen::V,рехизе,lancer
1181,fangen::V,кквезе,attraper
1182,packen::V,кквезе,agripper
1183,verstecken::V,бахчизе,cacher
1184,teilen::V,бикьизе,diviser
1185,schicken::V,битӏизе,envoyer
1186,bringen::V,баччизе,apporter
1187,hinzufügen::V,жубазе,ajouter
1188,bekommen::V,щвезе,obtenir
1189,erhalten::V,щвезе,recevoir
1190,erhalten::V,босизе,recevoir
1191,nehmen::V,босизе,prendre
1192,wählen::V,бищизе,choisir
1193,auswählen::V,тӏасабищизе,choisir
1194,auswählen::V,тӏасабищизе,sélectionner
1195,bewahren::V,цӏунизе,préserver
1196,behindern::V,квекӏен гьабизе,gêner
1197,verderben::V,хвезабизе,gâter
1198,verderben::V,хвезабизе,corrompre
1199,beschädigen::V,галгъазабизе,endommager
1200,zerbrechen::V,щущазабизе,casser
1201,zerreißen::V,бихъизе,déchirer
1202,zerstören::V,биххизабизе,détruire
1203,verbrennen::V,бухӏизе,brûler
1204,geben::V,кьезе,donner
1205,reichen::V,кьезе,tendre
1206,schenken::V,кьезе,offrir
1207,versprechen::V,назру гьабизе,promettre
1208,wünschen::V,бокьизе,souhaiter
1209,loben::V,беццизе,louer
1210,loben::V,бецца-бекъизе,louer
1211,küssen::V,баизе,embrasser
1212,wiegen::V,чӏучӏадизабизе,bercer
1213,zudecken::V,тӏадбигъине,couvrir
1214,wecken::V,бигьинабизе,éveiller
1215,wecken::V,бигьинабизе,réveiller
1216,zeigen::V,бихьизабизе,montrer
1217,zeigen::V,бихьизабизе,faire voir
1218,führen::V,бачине,guider
1219,lehren::V,малъизе,apprendre
1220,lehren::V,цӏализабизе,apprendre
1221,unterrichten::V,цӏализабизе,instruire
1222,aufziehen::V,гӏезабизе,élever
1223,leiten::V,нухмалъи гьабизе,diriger
1224,leiten::V,нухмалъи гьабизе,conduire
1225,antreiben::V,гӏедегӏизабизе,pousser
1226,einladen::V,ахӏизе,inviter
1227,einladen::V,тӏадеахӏизе,inviter
1228,vereinigen::V,цолъизабизе,unir
1229,vereinigen::V,цолъизабизе,réunir
1230,besuchen::V,баккизе,visiter
1231,besuchen::V,баккизе,aller voir
1232,besuchen::V,хьвадизе,visiter
1233,besuchen::V,хьвадизе,aller voir
1234,treffen::V,дандчӏвазе,rencontrer
1235,sich versammeln::V,данделъизе,s'assembler
1236,sich versammeln::V,бакӏаризе,s'assembler
1237,spielen::V,басандизе,jouer
1238,singen::V,ахӏизе,chanter
1239,tanzen::V,кьурдизе,danser
1240,sich trennen::V,батӏалъизе,se séparer
1241,verlassen::V,тезе,quitter
1242,verlassen::V,рехунтезе,quitter
1243,retten::V,хвасар гьабизе,sauver
1244,retten::V,хвасарлъизабизе,sauver
1245,bewachen::V,цӏунизе,garder
1246,schützen::V,цӏунизе,protéger
1247,verteidigen::V,цӏунизе,défendre
1248,sich schlagen::V,багъизе,se taper
1249,schießen::V,речӏчӏизе,tirer
1250,siegen::V,бергьине,vaincre
1251,ärgern::V,вагъизавизе,agacer
1252,schlagen::V,кьабизе,battre
1253,schlagen::V,кьабизе,frapper
1254,treten::V,мал тункизе,botter
1255,treten::V,мал тункизе,donner un coup de pied à
1256,stechen::V,къазабизе,piquer
1257,stoßen::V,тункизе,heurter
1258,stoßen::V,хъилдизе,heurter
1259,stehlen::V,щинкӏизабизе,voler
1260,stören::V,квекӏен гьабизе,gêner
1261,stören::V,квекӏен гьабизе,déranger
1262,stören::V,татубахъи гьабизе,gêner
1263,stören::V,татубахъи гьабизе,déranger
