,Concept_ID,he,az
167,Kranich::N,כרוכיה,durna
168,Krähe::N,עורב,qarğa
169,Kuckuck::N,קוקיה,ququ
170,Schwan::N,ברבור,qu quşu
171,Fisch::N,דג,balıq
172,Barsch::N,אוקונוס,tar
173,Hecht::N,זאב הים,durnabalığı
174,Schlange[Tier]::N,נחש,ilan
175,Wurm::N,תולעת,qurd
176,Spinne::N,עכביש,hörümçək
177,Ameise::N,נמלה,qarışqa
178,Laus::N,כנה,bit
179,Mücke::N,יתוש,ağcaqanad
180,Fliege::N,זבוב,milçək
181,Schmetterling::N,פרפר,kəpənək
182,Beere::N,ענבה,gilə
183,Apfel::N,תפוח,alma
184,Pilz::N,פטריה,göbələk
185,Zwiebel::N,בצל,soğan
186,Saat::N,זרעים,əkin
187,Korn::N,גרעין,taxıl
188,Heu::N,חציר,quru ot
189,Schale::N,קלפה,qabıq
190,Grube::N,בור,çuxur
191,Grube::N,שוחה,çuxur
192,Falle::N,מלכדת,tələ
193,Falle::N,מלכדת,duzaq
194,Schlinge::N,לולאה,ilmək
195,Spur::N,עקבה,iz
196,Asche::N,אפר,kül
197,Dreck::N,זהמה,kir
198,Eisen::N,ברזל,dəmir
199,Gold::N,זהב,altun
200,Silber::N,כסף,gümüş
201,Kohle::N,פחם,kömür
202,Glas::N,זכוכית,şüşə
203,Lehm::N,חרסית,gil
204,Lehm::N,חרסית,palçıq
205,Sand::N,חול,qum
206,Mensch::N,אדם,adam
207,Mensch::N,אדם,insan
208,Mann::N,איש,kişi
209,Mann::N,גבר,kişi
210,Frau::N,אשה,qadın
211,Frau::N,גברת,qadın
212,Kind::N,ילד,uşaq
213,Junge::N,ילד,oğlan
214,Mädchen::N,נערה,qız
215,Familie::N,משפחה,ailə
216,Großvater::N,סבא,baba
217,Großmutter::N,סבתא,nənə
218,Eltern::N,הורים,valideyn
219,Vater::N,אב,ata
220,Mutter::N,אם,ana
221,Sohn::N,בן,oğul
222,Tochter::N,בת,qız
223,Bruder::N,אח,qardaş
224,Schwester::N,אחות,bacı
225,Onkel::N,דוד,əmi
226,Onkel::N,דוד,dayı
227,Tante::N,דודה,bibi
228,Ehemann::N,איש,ər
229,Ehemann::N,בעל,ər
230,Ehefrau::N,אשה,arvad
231,Freude::N,שמחה,nəşə
232,Freude::N,שמחה,sevinc
233,Gelächter::N,צחוק,gülüş
234,Gelächter::N,צחוק,qəhqəhə
235,Glück::N,אשר,səadət
236,Glück::N,אשר,xoşbəxtlik
237,Kummer::N,יגון,qəm
238,Kummer::N,יגון,kədər
239,Kummer::N,עגמה,qəm
240,Kummer::N,עגמה,kədər
241,Wunsch::N,אחול,arzu
242,Wunsch::N,משאלה,arzu
243,Lust::N,חשק,həvəs
244,Lust::N,תשוקה,həvəs
245,Geist::N,רוח,ruh
246,Gedanke::N,מחשבה,fikir
247,Gedanke::N,מחשבה,düşüncə
248,Gedächtnis::N,זכרון,xatir
249,Gedächtnis::N,זכרון,hafizə
250,Verstand::N,שכל,ağıl
251,Sinn::N,מובן,məna
252,Sinn::N,משמעות,məna
253,Grund::N,סבה,səbəb
254,Wahrheit::N,אמת,haqq
255,Wahrheit::N,אמת,doğruluq
256,Gespräch::N,דיון,söhbət
257,Gespräch::N,דיון,qonuşma
258,Märchen::N,אגדה,nağıl
259,Erzählung::N,ספור,hekayə
260,Nachricht::N,ידיעה,xəbər
261,Neuigkeit::N,חדשה,xəbər
262,Neuigkeit::N,חדשה,yenilik
263,Name::N,שם,ad
264,Rätsel::N,תעלומה,tapmaca
265,Rede::N,נאום,nitq
266,Sprache::N,לשון,dil
267,Stimme::N,קול,səs
268,Wort::N,מלה,söz
269,Wort::N,מלה,kəlmə
270,Zeichen::N,סימן,nişan
271,Ruf::N,קריאה,çığırtı
272,Lärm::N,רעש,gurultu
273,Laut::N,הגה,səs
274,Ton::N,צליל,ton
275,Lied::N,שיר,mahnı
276,Ruhe::N,שלוה,sakitlik
277,Leute::N,אנשים,xalq
278,Volk::N,עם,millət
279,Arbeit::N,עבודה,iş
280,Arbeit::N,עבודה,əmək
281,Gast::N,אורח,qonaq
282,Gast::N,אורח,müsafir
283,Geschenk::N,מתנה,hədiyyə
284,Spiel::N,משחק,oyun
285,Spiel::N,משחק,tamaşa
286,Gesellschaft::N,חברה,cəmiyyet
287,Hilfe::N,עזרה,kömək
288,Hilfe::N,עזרה,yardım
289,Freund::N,חבר,dost
290,Freund::N,ידיד,dost
291,Kamerad::N,רע,yoldaş
292,Angelegenheit::N,ענין,iş
293,Anzahl::N,מספר,say
294,Art::N,סוג,çeşid
295,Stück::N,חתיכה,dənə
296,Stück::N,חתיכה,parça
297,Teil::N,פרק,qisim
298,Hälfte::N,חצי,yarım
299,Kreis::N,מעגל,dairə
300,Kreuz::N,צלב,xaç
301,Linie::N,קו,xətt
302,Strich::N,קו קצר,cızıq
303,Abstand::N,מרחק,məsafə
304,Entfernung::N,מרחק,məsafə
305,Entfernung::N,מרחק,uzaqlıq
306,Gegend::N,נוף,bölgə
307,Platz::N,שטח,yer
308,Ort::N,אתר,yer
309,Ort::N,מקום,yer
310,Seite::N,צד,yan
311,Seite::N,צד,tərəf
312,Mitte::N,אמצע,orta
313,Gegenstand::N,אוביקט,şey
314,Sache::N,דבר,şey
315,Rand::N,פרור,kənar
316,Kante::N,קצה,tiyə
317,Kante::N,קצה,kənar
318,Ecke::N,פנה,bucaq
319,Spitze::N,קצה,uc
320,Ende::N,סוף,son
321,Ende::N,סוף,axır
322,Loch::N,חר,deşik
323,Winkel::N,פנה,guşə
324,Muster::N,תבנית,ülgü
325,Größe::N,גדל,böyüklük
326,Länge::N,ארך,uzunluq
327,Höhe::N,קומה,yüksəklik
328,Höhe::N,גבה,yüksəklik
329,Gewicht::N,משקל,çəki
330,Gewicht::N,משקל,ağırlıq
331,Menge::N,כמות,miqdar
332,Haufen::N,ערמה,yığın
333,Reihe::N,רצף,səf
334,Reihe::N,רצף,sıra
335,Boot::N,סירה,qayıq
336,Ruder::N,משוט,kürək
337,Schlitten::N,מזחלת,kirşə
338,Ski::N,מגלשים,xizək
339,Lagerfeuer::N,מדורה,düşərgə tonqalı
340,Last::N,משא,yük
341,Gang::N,הליכה,yeriş
342,Schritt::N,צעד,addım
343,Norden::N,צפון,şimal
344,Süden::N,דרום,cənub
345,Westen::N,מערב,qərb
346,Osten::N,מזרח,şərq
347,Holz::N,עץ,ağac
348,Holz::N,עץ,taxta
349,Brett::N,קרש,taxta
350,Platte::N,לוח,lövhə
351,Stütze::N,משען,dayaq
352,Stütze::N,משען,dəstək
353,Stange::N,מוט,şüvül
354,Stock::N,מקל,dəyənək
355,Stab::N,מוט,əsa
356,Stab::N,מוט,şüvül
357,Rohr::N,צנור,boru
358,Rohr::N,צנור,truba
359,Haus::N,בית,ev
360,Heim::N,בית,ev
361,Ofen::N,תנור,peç
362,Ofen::N,תנור,soba
363,Fußboden::N,רצפה,döşəmə
364,Tisch::N,שלחן,masa
365,Stuhl::N,כסא,stul
366,Wiege::N,ערש,beşik
367,Bett::N,מטה,yataq
368,Regal::N,מדף,rəf
369,Kiste::N,תבה,yeşik
370,Kiste::N,תבה,sandıq
371,Kiste::N,ארגז,yeşik
372,Kiste::N,ארגז,sandıq
373,Fenster::N,חלון,pəncərə
374,Tür::N,דלת,qapı
375,Tor::N,שער,darvaza
376,Zaun::N,גדר,çəpər
377,Dach::N,גג,dam
378,Leiter::N,סלם,nərdivan
379,Besen::N,מטאטא,süpürgə
380,Spaten::N,את,kürək
381,Schaufel::N,את,kürək
382,Gabel::N,מזלג,çəngəl
383,Löffel::N,כף,qaşıq
384,Messer::N,סכין,bıçaq
385,Nagel::N,מסמר,mıx
386,Netz::N,רשת,tor
387,Haken::N,וו,çəngəl
388,Haken::N,קרס,çəngəl
389,Griff::N,ידית,qulp
390,Griff::N,ידית,tutacaq
391,Schloss::N,מנעול,qıfıl
392,Bild::N,תמונה,rəsm
393,Figur::N,פסל,şəkil
394,Figur::N,פסל,heykəl
395,Puppe::N,בבה,kukla
396,Puppe::N,בבה,gəlincik
397,Beutel::N,שק,kisə
398,Beutel::N,שק,torba
399,Bündel::N,צרור,bağlama
400,Tasche::N,שקית,çanta
401,Eimer::N,דלי,vedrə
402,Eimer::N,דלי,çəllək
403,Deckel::N,מכסה,qapaq
404,Geschirr::N,כלים,qab-qazan
405,Sack::N,שק,çuval
406,Tasse::N,ספל,fincan
407,Topf::N,סיר,qazan
408,Kessel::N,קנקן,qazan
409,Essen::N,אכל,yemək
410,Essen::N,ארוחה,yemək
411,Nahrung::N,הזנה,qida
412,Nahrung::N,תזונה,qida
413,Speise::N,מאכל,xörək
414,Speise::N,ארוחה,xörək
415,Fleisch::N,בשר,ət
416,Getreide::N,דגן,taxıl
417,Brei::N,מחית,aş
418,Brei::N,מחית,sıyıq
419,Brot::N,לחם,çörək
420,Scheibe::N,עגול,dilim
421,Scheibe::N,פרוסה,dilim
422,Fett::N,שמן,yağ
423,Butter::N,חמאה,kərə yağı
424,Öl::N,שמן,yağ
425,Salz::N,מלח,duz
426,Suppe::N,מרק,şorba
427,Honig::N,דבש,bal
428,Milch::N,חלב,süd
429,Tee::N,תה,çay
430,Leder::N,עור,dəri
431,Wolle::N,צמר,yun
432,Stoff::N,בד,qumaş
433,Stoff::N,אריג,qumaş
434,Nadel::N,מחט,iynə
435,Faden::N,חוט,sap
436,Knopf::N,כפתור,düymə
437,Knoten::N,קשר,düyün
438,Farbe::N,צבע,boya
439,Kleidung::N,בגדים,geyim
440,Hemd::N,חלצה,köynək
441,Kragen::N,צוארון,yaxa
442,Ärmel::N,שרוול,qol
443,Hose::N,מכנסים,şalvar
444,Gürtel::N,חגורה,kəmər
445,Mütze::N,כובע,şapka
446,Schuh::N,נעל,tufli
447,Schuh::N,נעל,ayaqqabı
448,Stiefel::N,מגף,çəkmə
449,Ring::N,טבעת,üzük
450,Band::N,סרט,lent
451,Kamm::N,מסרק,daraq
452,Spiegel::N,מראה,güzgü
453,Riemen::N,רצועה,qayış
454,Schnur::N,חבל,ip
455,Leine::N,מושכות,kəmsik
456,Decke::N,שמיכה,ədyal
457,Decke::N,שמיכה,yorğan
458,Kissen::N,כרית,yastıq
459,Tuch::N,צעיף,şarf
460,Tuch::N,צעיף,kaşne
461,Handtuch::N,מגבת,dəsmal
462,Kraft::N,כוח,güc
463,Stärke::N,און,qüvvət
464,Gesundheit::N,בריאות,sağlamlıq
465,Krankheit::N,מחלה,xəstəlik
466,Schmerz::N,כאב,ağrı
467,Schmerz::N,כאב,sancı
468,Wunde::N,פציעה,yara
469,Fieber::N,חם,isitmə
470,Fieber::N,חם,qızdırma
471,Arznei::N,תרופה,ilaç
472,Arznei::N,תרופה,dərman
473,Brücke::N,גשר,körpü
474,Brunnen::N,באר,quyu
475,Weide::N,אחו,otlaq
476,Weide::N,מרעה,otlaq
477,Pfad::N,שביל,cığır
478,Pfad::N,מדרכה,cığır
479,Weg::N,דרך,yol
480,Straße::N,כביש,küçə
481,Dorf::N,כפר,kənd
482,Stadt::N,עיר,şəhər
483,Brief::N,מכתב,məktub
484,Buch::N,ספר,kitab
485,Buchstabe::N,אות,hərf
486,Zeitung::N,עתון,qəzet
487,Leben::N,חיים,həyat
488,Tod::N,מות,ölüm
489,Grab::N,קבר,qəbir
490,Kirche::N,כנסיה,kilsə
491,Sünde::N,חטא,günah
492,Gott::N,אל,tanrı
493,Arbeiter::N,פועל,işçi
494,Chef::N,ראש,şef
495,Chef::N,ראש,rəis
496,Chef::N,מנהל,şef
497,Chef::N,מנהל,rəis
498,Meister::N,ממחה,usta
499,Arzt::N,רופא,həkim
500,Arzt::N,רופא,doktor
501,Lehrer::N,מורה,müəllim
502,Geld::N,כסף,pul
503,Geschäft::N,עסקה,ticarət
504,Laden::N,חנות,dükan
505,Preis::N,מחיר,qiymət
506,Ware::N,סחורה,mal
507,Nutzen::N,תועלת,fayda
508,Reichtum::N,עשר,zənginlik
509,Welt::N,עולם,aləm
510,Welt::N,עולם,dünya
511,Land::N,ארץ,ölkə
512,Staat::N,מדינה,dövlət
513,König::N,מלך,kral
514,König::N,מלך,məlik
515,Macht::N,כוח,qüdrət
516,Grenze::N,גבול,hüdud
517,Grenze::N,גבול,sərhət
518,Krieg::N,מלחמה,hərb
519,Krieg::N,מלחמה,müharibə
520,Feind::N,אויב,düşmən
521,Gewalt::N,אלימות,cəbr
522,Kampf::N,קרב,savaş
523,Kampf::N,לחימה,savaş
524,Bogen[Waffe]::N,קשת,yay
525,Pfeil::N,חץ,ox
526,Gewehr::N,רובה,tüfəng
527,Fehler::N,טעות,xəta
528,Lüge::N,שקר,yalan
529,Schaden::N,נזק,ziyan
530,Unglück::N,מזל רע,bəla
531,Schuld::N,אשמה,təqsir
532,Alter::N,גיל,yaş
533,Schluss::N,סיום,son
534,Zeit::N,זמן,vaxt
535,Zeit::N,זמן,zaman
536,Tag::N,יום,gün
537,Morgen::N,בקר,sabah
538,Mittag::N,צהרים,günorta
539,Abend::N,ערב,axşam
540,Nacht::N,לילה,gecə
541,Woche::N,שבוע,həftə
542,Monat::N,חדש,ay
543,Jahr::N,שנה,il
544,Frühling::N,אביב,yaz
545,Frühling::N,אביב,bahar
546,Sommer::N,קיץ,yay
547,Herbst::N,סתו,payız
548,Winter::N,חרף,qış
549,Januar::N,ינואר,Janvar
550,Februar::N,פברואר,Fevral
551,März::N,מרץ,Mart
552,April::N,אפריל,Aprel
553,Mai::N,מאי,May
554,Juni::N,יוני,İyun
555,Juli::N,יולי,İyul
556,August::N,אוגוסט,Avqust
557,September::N,ספטמבר,Sentyabr
558,Oktober::N,אוקטובר,Oktyabr
559,November::N,נובמבר,Noyabr
560,Dezember::N,דצמבר,Dekabr
561,Montag::N,יום שני,bazar ertəsi
562,Dienstag::N,יום שלישי,çərşənbə axşamı
563,Mittwoch::N,יום רביעי,çərşənbə
564,Donnerstag::N,יום חמישי,cüme axşamı
565,Freitag::N,יום ששי,cüme
566,Samstag::N,יום שבת,şənbə
567,Sonntag::N,יום ראשון,bazar
568,groß::A,גדול,böyük
569,klein::A,קטן,kiçik
570,lang::A,ארך,uzun
571,kurz::A,קצר,qısa
572,breit::A,רחב,enli
573,breit::A,רחב,geniş
574,schmal::A,צר,dar
575,dicht::A,צפוף,sıx
576,dick[Gegenstand]::A,עבה,qalın
577,dünn::A,דק,nazik
578,fein::A,מעדן,incə
579,fest::A,מוצק,bərk
580,fest::A,מוצק,möhkəm
581,flach::A,שטוח,düz
582,glatt::A,חלק,hamar
583,hart::A,קשיח,sərt
584,weich::A,רך,yumşaq
585,rund::A,עגל,yuvarlaq
586,spitz::A,חד,uclu
587,spitz::A,חד,sivri
588,scharf::A,חד,kəskin
589,stumpf::A,קהה,küt
590,schwer::A,כבד,ağır
591,schön::A,יפה,gözəl
592,schön::A,יפה,gəşəng
593,heiß::A,חם,isti
594,warm::A,חם,ilıq
595,kalt::A,קר,soyuq
596,kühl::A,צונן,sərin
597,frisch::A,טרי,təzə
598,feucht::A,לח,nəm
599,nass::A,רטוב,yaş
600,trocken::A,יבש,quru
601,voll::A,מלא,dolu
602,leer::A,ריק,boş
603,offen::A,פתוח,açıq
604,geschlossen::A,סגור,qapalı
605,sauber::A,נקי,təmiz
606,schmutzig::A,מלכלך,kirli
607,roh::A,חי,çiy
608,reif::A,בשל,yetişmiş
609,lecker::A,טעים,dadlı
610,lecker::A,טעים,ləzzətli
611,süß::A,מתוק,şirin
612,bitter::A,מר,acı
613,sauer::A,חמוץ,turş
614,hell::A,בהיר,aydın
615,dunkel::A,עמום,qaranlıq
616,schwarz::A,שחר,qara
617,weiß::A,לבן,ağ
618,rot::A,אדם,qırmızı
619,gelb::A,צהב,sarı
620,blau::A,כחל,göy
621,blau::A,כחל,mavi
622,grün::A,ירק,yaşıl
623,grau::A,אפר,boz
624,bunt::A,צבעוני,əlvan
625,bunt::A,צבעוני,rəngli
626,billig::A,זול,ucuz
627,teuer::A,יקר,bahalı
628,wertvoll::A,יקר ערך,qiymətli
629,blind::A,עור,kor
630,taub::A,חרש,kar
631,kräftig::A,חסן,güclü
632,stark::A,חזק,qüvvətli
633,schwach::A,חלש,zəif
634,schwach::A,חלש,gücsüz
635,fett::A,שמן,şişman
636,schlank::A,רזה,zərif
637,hübsch::A,יפה תאר,göyçək
638,böse::A,רשע,fəna
639,dumm::A,טפש,axmaq
640,faul::A,עצלן,tənbəl
641,fleißig::A,חרוץ,çalışqan
642,geizig::A,קמצן,xəsis
643,klug::A,נבון,ağıllı
644,klug::A,פקח,ağıllı
645,geschickt::A,מימן,bacarıqlı
646,lieb::A,יקר,əziz
647,lieb::A,יקר,sevimli
648,lieb::A,אהוב,əziz
649,lieb::A,אהוב,sevimli
650,lustig::A,עליז,məzəli
651,lustig::A,עליז,gülməli
652,sanft::A,עדין,mülayim
653,hungrig::A,רעב,ac
654,krank::A,חולה,xəstə
655,nackt::A,ערום,çılpaq
656,traurig::A,עצוב,qəmgin
657,traurig::A,עצוב,kədərli
658,lebendig::A,חי,canlı
659,gut::A,טוב,yaxşı
660,schlecht::A,גרוע,pis
661,richtig::A,נכון,doğru
662,schlimm::A,רע,fəna
663,wahr::A,אמתי,gərçək
664,alt::A,ישן,əski
665,alt::A,ישן,köhnə
666,neu::A,חדש,yeni
667,ehemalig::A,לשעבר,əvvəlki
668,alt[Lebewesen]::A,זקן,qoca
669,jung::A,צעיר,gənc
670,arm::A,עני,kasıb
671,arm::A,עני,yoxsul
672,reich::A,עשיר,zəngin
673,bekannt::A,ידוע,tanış
674,berühmt::A,מפרסם,məşhur
675,fremd::A,זר,yad
676,verschieden::A,שונה,dürlü
677,nah::A,קרוב,yaxın
678,fern::A,רחוק,uzaq
679,linker::A,שמאלי,sol
680,rechter::A,ימין,sağ
681,anderer::A,אחר,başqa
682,erster::A,ראשון,birinci
683,zweiter::A,שני,ikinci
684,dritter::A,שלישי,üçüncü
685,letzter::A,אחרון,sonuncu
686,letzter::A,אחרון,axırıncı
687,allein::ADV,לבד,tək
688,allein::ADV,לבד,yalqız
689,auf einmal::ADV,בו-זמנית,birdən
690,zusammen::ADV,ביחד,birlikdə
691,lange::ADV,הרבה זמן,uzun
692,plötzlich::ADV,לפתע,qəfildən
693,plötzlich::ADV,פתאום,qəfildən
694,sofort::ADV,מיד,həmən
695,sofort::ADV,מיד,dərhal
696,später::ADV,לאחר זמן,sonra
697,später::ADV,יותר מאחר,sonra
698,jetzt::ADV,עכשיו,indi
699,heute::ADV,היום,bugün
700,morgen::ADV,מחר,sabah
701,bald::ADV,בקרוב,yaxında
702,bald::ADV,בקרוב,tezliklə
703,dann::ADV,אחר-כך,onda
704,gestern::ADV,אתמול,dünən
705,einst::ADV,לפנים,əvvəllər
706,damals::ADV,אז,o vaxt
707,danach::ADV,אחר-כך,sonra
708,vorher::ADV,לפני זה,qabaqcadan
709,zuerst::ADV,קדם,əvvəl
710,einmal::ADV,פעם,bir dəfə
711,manchmal::ADV,לפעמים,hərdənbir
712,oft::ADV,לעתים קרובות,tez-tez
713,oft::ADV,לעתים קרובות,çox vaxt
714,immer::ADV,תמיד,daimi
715,immer::ADV,תמיד,həmişə
716,niemals::ADV,אף פעם,əsla
717,niemals::ADV,אף פעם,heç bir zaman
718,hier::ADV,כאן,bura
719,hier::ADV,כאן,burada
720,hierhin::ADV,פה,buraya
721,von hier::ADV,מפה,buradan
722,dort::ADV,שם,ora
723,dort::ADV,שם,orada
724,dorthin::ADV,שם,oraya
725,geradeaus::ADV,ישר,düz
726,vorwärts::ADV,קדימה,irəli
727,rückwärts::ADV,לאחור,geri
728,zurück::ADV,בחזרה,geriyə
729,zurück::ADV,אחורנית,geriyə
730,unten::ADV,למטה,aşağıda
731,hinab::ADV,למטה,aşağı
732,oben::ADV,מעל,yuxarıda
733,oben::ADV,למעלה,yuxarıda
734,hinauf::ADV,למעלה,yuxarı
735,überall::ADV,בכל מקום,hər yerdə
736,nicht::ADV,לא,-ma-
737,ein wenig::ADV,קצת,bir az
738,kaum::ADV,בקשי,güclə
739,sehr::ADV,מאוד,çox
740,so::ADV,כך,belə
741,so::ADV,ככה,belə
742,noch::ADV,עוד,hələ
743,noch::ADV,עדין,hələ
744,nur::ADV,רק,yalnız
745,schon::ADV,כבר,artıq
746,wieder::ADV,שוב,yenə
747,vergebens::ADV,לריק,boş yerə
748,vergebens::ADV,לשוא,boş yerə
749,vor::PRP,מול,önündə
750,hinter::PRP,מאחורי,arxasında
751,unter::PRP,מתחת,altında
752,durch::PRP,דרך,içindən
753,neben::PRP,ליד,yanında
754,neben::PRP,על-יד,yanında
755,zwischen::PRP,בין,arasında
756,wegen::PRP,בשל,üçün
757,wegen::PRP,בשל,ötəri
758,wegen::PRP,בגלל,üçün
759,wegen::PRP,בגלל,ötəri
760,dies::PRN,זה,bu
761,das::PRN,זה,o
762,alles::PRN,הכל,hər şey
763,ich::PRN,אני,mən
764,du::PRN,את,sən
765,du::PRN,אתה,sən
766,er::PRN,הוא,o
767,wir::PRN,אנחנו,biz
768,ihr::PRN,לה,siz
769,sie::PRN,הם,onlar
770,was::FPRN,מה,nə
771,wer::FPRN,מי,kim
772,wo::FADV,איפה,harada
773,wohin::FADV,לאן,haraya
774,wie::FADV,איך,necə
775,warum::FADV,למה,niyə
776,warum::FADV,למה,nə üçün
777,wieviel::FNUM,כמה,neçə
778,wieviel::FNUM,כמה,nə qədər
779,eins::NUM,אחד,bir
780,zwei::NUM,שתים,iki
781,drei::NUM,שלושה,üç
782,vier::NUM,ארבעה,dörd
783,fünf::NUM,חמשה,beş
784,sechs::NUM,ששה,altı
785,sieben::NUM,שבעה,yeddi
786,acht::NUM,שמונה,səkkiz
787,neun::NUM,תשעה,doqquz
788,zehn::NUM,עשרה,on
789,elf::NUM,אחת עשרה,on bir
790,zwölf::NUM,שתים עשרה,on iki
791,zwanzig::NUM,עשרים,iyirmi
792,dreißig::NUM,שלושים,otuz
793,vierzig::NUM,ארבעים,qırx
