,Concept_ID,bg,tt
105,Raureif::N,слана,бәс
106,Raureif::N,слана,сыкы
107,Regenbogen::N,дъга,салават күпере
108,Donner::N,гръм,күкрәү
109,Strömung::N,течение,агыш'агым
110,Tropfen::N,капка,тамчы
111,Schaum::N,пяна,күбек
112,Schmutz::N,кал,пычрак
113,Schmutz::N,мръсотия,пычрак
114,See::N,езеро,күл
115,Sumpf::N,блато,саз
116,Moor::N,мочурище,торфлык
117,Wiese::N,ливада,болын
118,Wald::N,гора,урман
119,Hügel::N,рид,калку
120,Hügel::N,хълм,калку
121,Anhöhe::N,могила,үр
122,Anhöhe::N,възвишение,үр
123,Berg::N,планина,тау
124,Gipfel::N,връх,оч
125,Höhle::N,пещера,мәгарә
126,Abhang::N,склон,кабырга
127,Abhang::N,стръмнина,кабырга
128,Quelle::N,извор,чишмә
129,Bach::N,поток,елга
130,Fluss::N,река,дәрья
131,Ufer::N,бряг,су кырые
132,Küste::N,бряг,яр буе
133,Küste::N,крайбрежие,яр буе
134,Festland::N,суша,коры җир
135,Meer::N,море,диңгез
136,Bucht::N,залив,бухта
137,Bucht::N,залив,култык
138,Insel::N,остров,атау
139,Insel::N,остров,утрау
140,Blume::N,цвете,чәчкә
141,Gras::N,трева,үлән
142,Wurzel::N,корен,тамыр
143,Baum::N,дърво,агач
144,Stamm::N,стъбло,кәүсә
145,Rinde::N,кора,кабык
146,Ast::N,клон,ботак
147,Zweig::N,клон,ботак
148,Zweig::N,клон,тармак
149,Blatt::N,лист,яфрак
150,Birke::N,бреза,каен
151,Kiefer[Baum]::N,бор,нарат
152,Weide[Baum]::N,върба,тал
153,Tanne::N,ела,чыршы
154,Horn::N,рог,мөгез
155,Feder::N,перо,йон
156,Fell::N,кожа,тире
157,Flügel::N,крило,канат
158,Klaue::N,нокът,тырнак
159,Kralle::N,нокът,тырнак
160,Schwanz::N,опашка,койрык
161,Ei::N,яйце,күкәй
162,Ei::N,яйце,йомырка
163,Nest::N,гнездо,оя
164,Bau::N,дупка,өн
165,Tier::N,животно,хайван
166,Herde::N,стадо,көтү
167,Kuh::N,крава,сыер
168,Bulle::N,бик,үгез
169,Pferd::N,кон,ат
170,Schaf::N,овца,сарык
171,Schwein::N,свиня,дуңгыз
172,Hund::N,куче,эт
173,Katze::N,котка,песи
174,Bär::N,мечка,аю
175,Eichhörnchen::N,катерица,тиен
176,Elch::N,лос,поши
177,Fuchs::N,лисица,төлке
178,Hase::N,заек,куян
179,Maus::N,мишка,тычкан
180,Wolf::N,вълк,бүре
181,Vogel::N,птица,кош
182,Schwarm::N,рой,көтү
183,Schwarm::N,рояк,көтү
184,Huhn::N,кокошка,тавык
185,Hahn::N,петел,әтәч
186,Gans::N,гъска,каз
187,Adler::N,орел,каракош
188,Ente::N,патица,үрдәк
189,Eule::N,сова,ябалак
190,Kranich::N,жерав,торна
191,Krähe::N,врана,карга
192,Kuckuck::N,кукувица,күке
193,Kuckuck::N,кукувица,кәккүк
194,Schwan::N,лебед,аккош
195,Fisch::N,риба,балык
196,Barsch::N,костур,алабуга
197,Hecht::N,щука,чуртан
198,Schlange[Tier]::N,змия,елан
199,Wurm::N,червей,корт
200,Spinne::N,паяк,үрмәкүч
201,Ameise::N,мравка,кырмыска
202,Laus::N,въшка,бет
203,Mücke::N,комар,черки
204,Mücke::N,комар,озынборын
205,Fliege::N,муха,чебен
206,Schmetterling::N,пеперуда,күбәләк
207,Beere::N,плод,җиләк
208,Apfel::N,ябълка,алма
209,Pilz::N,гъба,гөмбә
210,Zwiebel::N,лук,суган
211,Zwiebel::N,лук,суганбаш
212,Zwiebel::N,кромид,суган
213,Zwiebel::N,кромид,суганбаш
214,Saat::N,семе,орлык
215,Korn::N,зърно,иген
216,Korn::N,зърно,орлык
217,Heu::N,сено,печән
218,Schale::N,кора,кабык
219,Grube::N,яма,баз
220,Grube::N,яма,чокыр
221,Grube::N,дупка,баз
222,Grube::N,дупка,чокыр
223,Falle::N,примка,тозак
224,Falle::N,примка,капкын
225,Schlinge::N,клуп,элмәк
226,Spur::N,диря,эз
227,Spur::N,следа,эз
228,Asche::N,пепел,көл
229,Dreck::N,кал,пычрак
230,Eisen::N,желязо,тимер
231,Gold::N,злато,алтын
232,Silber::N,сребро,көмеш
233,Kohle::N,въглища,күмер
234,Glas::N,стъкло,пыяла
235,Lehm::N,глина,балчык
236,Sand::N,пясък,ком
237,Mensch::N,човек,адәм
238,Mensch::N,човек,инсан
239,Mann::N,мъж,ир
240,Frau::N,жена,хатын
241,Kind::N,дете,бала
242,Junge::N,момче,малай
243,Mädchen::N,момиче,кыз
244,Familie::N,фамилия,гаилә
245,Familie::N,семейство,гаилә
246,Großvater::N,дядо,бабай
247,Großmutter::N,баба,әби
248,Eltern::N,родители,ата-ана
249,Vater::N,баща,ата
250,Mutter::N,майка,ана
251,Sohn::N,син,ул
252,Tochter::N,дъщеря,кыз
253,Bruder::N,брат,кардәш
254,Schwester::N,сестра,апа
255,Schwester::N,сестра,сеңел
256,Onkel::N,чичо,дәдә
257,Onkel::N,чичо,дәдәй
258,Onkel::N,вуйчо,дәдә
259,Onkel::N,вуйчо,дәдәй
260,Tante::N,леля,түти
261,Tante::N,леля,тәтәй
262,Ehemann::N,съпруг,ир
263,Ehefrau::N,съпруга,хатын
264,Freude::N,радост,сөенеч
265,Gelächter::N,смях,көлү
266,Gelächter::N,смях,көлеш
267,Glück::N,щастие,бәхет
268,Kummer::N,тъга,хәсрәт
269,Wunsch::N,желание,теләк
270,Lust::N,желание,теләк
271,Lust::N,желание,теләү
272,Geist::N,дух,рух
273,Gedanke::N,мисъл,уй
274,Gedanke::N,мисъл,фикер
275,Gedächtnis::N,памет,хәтер
276,Verstand::N,ум,акыл
277,Verstand::N,разум,акыл
278,Sinn::N,смисъл,мәгънә
279,Grund::N,причина,сәбәп
280,Wahrheit::N,правда,хак
281,Gespräch::N,разговор,әңгәмә
282,Märchen::N,приказка,әкият
283,Erzählung::N,разказ,хикәя
284,Nachricht::N,вест,хәбәр
285,Nachricht::N,известие,хәбәр
286,Neuigkeit::N,новина,яңалык
287,Name::N,име,исем
288,Rätsel::N,гатанка,табышмак
289,Rede::N,реч,нотык
290,Rede::N,слово,нотык
291,Sprache::N,език,тел
292,Stimme::N,глас,тавыш
293,Wort::N,дума,сүз
294,Zeichen::N,знак,ишарә
295,Ruf::N,зов,дәшү
296,Lärm::N,шум,шау
297,Lärm::N,глъчка,шау
298,Laut::N,звук,аваз
299,Ton::N,тон,шалтырату
300,Lied::N,песен,җыр
301,Ruhe::N,тишина,тынлык
302,Ruhe::N,спокойствие,тынлык
303,Leute::N,хора,халык
304,Volk::N,народ,халык
305,Arbeit::N,труд,эш
306,Arbeit::N,труд,хезмәт
307,Arbeit::N,работа,эш
308,Arbeit::N,работа,хезмәт
309,Gast::N,гост,кунак
310,Geschenk::N,дар,бүләк
311,Geschenk::N,подарък,бүләк
312,Spiel::N,игра,уен
313,Gesellschaft::N,общество,җәмгыять
314,Hilfe::N,помощ,ярдәм
315,Hilfe::N,помощ,булышлык
316,Freund::N,приятел,дус
317,Kamerad::N,другар,иптәш
318,Angelegenheit::N,работа,эш
319,Anzahl::N,брой,микъдар
320,Anzahl::N,количество,микъдар
321,Art::N,вид,төр
322,Stück::N,къс,кисәк
323,Stück::N,парче,кисәк
324,Teil::N,дял,өлеш
325,Teil::N,част,өлеш
326,Hälfte::N,половина,ярым
327,Kreis::N,кръг,түгәрәк
328,Kreuz::N,кръст,хач
329,Kreuz::N,кръст,тәре
330,Linie::N,черта,сызык
331,Strich::N,щрих,сызык
332,Strich::N,черта,сызык
333,Abstand::N,дистанция,ара
334,Abstand::N,разстояние,ара
335,Entfernung::N,разстояние,ераклык
336,Gegend::N,местност,урын
337,Platz::N,място,бушлык
338,Ort::N,място,урын
339,Seite::N,страна,як
340,Mitte::N,среда,урта
341,Gegenstand::N,предмет,нәрсә
342,Sache::N,вещ,нәрсә
343,Rand::N,ръб,чит
344,Kante::N,ръб,кырый
345,Kante::N,кант,кырый
346,Ecke::N,ъгъл,почмак
347,Spitze::N,връх,оч
348,Spitze::N,острие,оч
349,Ende::N,край,азак
350,Loch::N,дупка,тишек
351,Winkel::N,кът,почмак
352,Winkel::N,ъгъл,почмак
353,Muster::N,десен,парча
354,Muster::N,образец,парча
355,Größe::N,големина,зурлык
356,Länge::N,дължина,озынлык
357,Höhe::N,висота,биеклек
358,Höhe::N,височина,биеклек
359,Gewicht::N,тегло,авырлык
360,Gewicht::N,тежест,авырлык
361,Menge::N,количество,микъдар
362,Haufen::N,куп,өем
363,Haufen::N,грамада,өем
364,Reihe::N,ред,рәт
365,Reihe::N,редица,рәт
366,Boot::N,лодка,каек
367,Boot::N,лодка,көймә
368,Ruder::N,весло,ишкәк
369,Ruder::N,гребло,ишкәк
370,Schlitten::N,шейна,чана
371,Ski::N,ски,чаңгы
372,Lagerfeuer::N,огнище,костёр
373,Last::N,товар,йөк
374,Gang::N,ход,йөреш
375,Gang::N,вървеж,йөреш
376,Schritt::N,стъпка,адым
377,Norden::N,север,төньяк
378,Süden::N,юг,көньяк
379,Westen::N,запад,көнбатыш
380,Osten::N,изток,шәрык
381,Osten::N,изток,көнчыгыш
382,Holz::N,дърво,агач
383,Brett::N,дъска,такта
384,Stange::N,прът,колга
385,Stange::N,върлина,колга
386,Stock::N,прът,таяк
387,Stock::N,тояга,таяк
388,Stab::N,прът,таяк
389,Rohr::N,цев,торба
390,Rohr::N,тръба,торба
391,Haus::N,къща,өй
392,Haus::N,къща,йорт
393,Heim::N,дом,гаилә
394,Heim::N,дом,нәсел
395,Ofen::N,печка,мич
396,Fußboden::N,под,идән
397,Tisch::N,маса,өстәл
398,Stuhl::N,стол,утыргыч
399,Wiege::N,люлка,бишек
400,Bett::N,легло,ятак
401,Bett::N,легло,урын-җир
402,Bett::N,креват,ятак
403,Bett::N,креват,урын-җир
404,Regal::N,рафт,киштә
405,Regal::N,рафт,шүрлек
406,Regal::N,етажерка,киштә
407,Regal::N,етажерка,шүрлек
408,Kiste::N,кутия,әрҗә
409,Kiste::N,сандък,әрҗә
410,Fenster::N,прозорец,тәрәзә
411,Tür::N,врата,ишек
412,Tor::N,врата,капка
413,Zaun::N,ограда,койма
414,Dach::N,покрив,түбә
415,Leiter::N,стълба,баскыч
416,Besen::N,метла,себерке
417,Spaten::N,лопата,көрәк
418,Schaufel::N,лопата,көрәк
419,Gabel::N,вилица,чәннечке
420,Löffel::N,лъжица,кашык
421,Messer::N,нож,пычак
422,Nagel::N,гвоздей,кадак
423,Netz::N,мрежа,челтәр
424,Haken::N,кука,ыргак
425,Haken::N,закачалка,ыргак
426,Griff::N,ръчка,тотка
427,Griff::N,дръжка,тотка
428,Schloss::N,брава,йозак
429,Schloss::N,ключалка,йозак
430,Bild::N,картина,рәсем
431,Bild::N,картина,картина
432,Figur::N,фигура,сын
433,Figur::N,фигура,фигура
434,Puppe::N,кукла,курчак
435,Beutel::N,кесия,луза
436,Bündel::N,връзка,бәйләм
437,Tasche::N,чанта,букча
438,Eimer::N,кофа,чиләк
439,Deckel::N,капак,капкач
440,Deckel::N,похлупак,капкач
441,Geschirr::N,съдове,савыт-саба
442,Geschirr::N,съдове,кашык-аяк
443,Sack::N,чувал,капчык
444,Tasse::N,чаша,чынаяк
445,Topf::N,гърне,чүлмәк
446,Topf::N,тенджера,чүлмәк
447,Kessel::N,котел,казан
448,Essen::N,ядене,ашау
449,Nahrung::N,храна,азык
450,Nahrung::N,храна,тәгам
451,Nahrung::N,храна,ашамлык
452,Speise::N,ястие,ризык
453,Fleisch::N,месо,ит
454,Getreide::N,зърнено храни,ашлык
455,Brei::N,каша,ботка
456,Brot::N,хляб,ипи
457,Brot::N,хляб,икмәк
458,Scheibe::N,резен,телем
459,Fett::N,мазнина,май
460,Butter::N,масло,май
461,Öl::N,олио,май
462,Öl::N,оливия,май
463,Salz::N,сол,тоз
464,Suppe::N,супа,шулпа
465,Honig::N,мед,бал
466,Milch::N,мляко,сөт
467,Tee::N,чай,чәй
468,Leder::N,кожа,күн
469,Wolle::N,вълна,йон
470,Stoff::N,плат,тукыма
471,Stoff::N,материал,тукыма
472,Nadel::N,игла,энә
473,Faden::N,конец,җеп
474,Knopf::N,копче,төймә
475,Knoten::N,възел,төен
476,Farbe::N,боя,буяу
477,Kleidung::N,дрехи,кием
478,Kleidung::N,облекло,кием
479,Hemd::N,риза,күлмәк
480,Kragen::N,яка,яка
481,Ärmel::N,ръкав,җиң
482,Hose::N,панталони,чалбар
483,Gürtel::N,пояс,билбау
484,Gürtel::N,колан,билбау
485,Mütze::N,каскет,бүрек
486,Mütze::N,фуражка,бүрек
487,Schuh::N,обувка,башмак
488,Stiefel::N,ботуш,итек
489,Ring::N,пръстен,балдак
490,Band::N,лента,тасма
491,Band::N,връзка,тасма
492,Kamm::N,гребен,тарак
493,Spiegel::N,огледало,көзге
494,Riemen::N,каиш,каеш
495,Riemen::N,ремък,каеш
496,Schnur::N,връв,бау
497,Leine::N,връв,тезген
498,Leine::N,въже,тезген
499,Decke::N,покривка,юрган
500,Kissen::N,възглавница,мендәр
501,Tuch::N,сукно,яулык
502,Handtuch::N,пешкир,сөлгә
503,Handtuch::N,кърпа за лице,сөлгә
504,Kraft::N,мощ,егәр
505,Kraft::N,мощ,дәрман
506,Kraft::N,сила,егәр
507,Kraft::N,сила,дәрман
508,Stärke::N,сила,көч
509,Stärke::N,сила,дәрман
510,Gesundheit::N,здраве,саулык
511,Krankheit::N,болест,чир
512,Krankheit::N,болест,хаста
513,Krankheit::N,болест,сырхау
514,Schmerz::N,болка,авырту
515,Wunde::N,рана,яра
516,Wunde::N,рана,җәрәхәт
517,Fieber::N,треска,бизгәк
518,Fieber::N,температура,бизгәк
519,Arznei::N,лек,дару
520,Arznei::N,лекарство,дару
521,Brücke::N,мост,күпер
522,Brunnen::N,чешма,кое
523,Brunnen::N,кладенец,кое
524,Weide::N,паша,утлавык
525,Weide::N,пасище,утлавык
526,Pfad::N,пътека,сукмак
527,Weg::N,път,юл
528,Straße::N,шосе,урам
529,Dorf::N,село,авыл
530,Stadt::N,град,шәһәр
531,Brief::N,писмо,хат
532,Buch::N,книга,китап
533,Buchstabe::N,буква,хәреф
534,Zeitung::N,вестник,газет
535,Zeitung::N,вестник,газета
536,Leben::N,живот,гомер
537,Leben::N,живот,тормыш
538,Leben::N,живот,тереклек
539,Tod::N,смърт,үлем
540,Grab::N,гроб,гүр
541,Grab::N,гроб,кабер
542,Kirche::N,църква,чиркәү
543,Sünde::N,грях,язык
544,Sünde::N,грях,гөнаһ
545,Gott::N,бог,алла
546,Gott::N,бог,ходай
547,Arbeiter::N,работник,эшче
548,Chef::N,шеф,башлык
549,Chef::N,началник,башлык
550,Meister::N,майстор,оста
551,Arzt::N,лекар,врач
552,Arzt::N,лекар,табиб
553,Lehrer::N,учител,укытучы
554,Lehrer::N,учител,мөгаллим
555,Geld::N,пари,акча
556,Geschäft::N,сделка,эш
557,Laden::N,дюкян,кибет
558,Laden::N,дюкян,магазин
559,Laden::N,магазин,кибет
560,Laden::N,магазин,магазин
561,Preis::N,цена,бәя
562,Preis::N,цена,бәһа
563,Ware::N,стока,товар
564,Nutzen::N,полза,файда
565,Nutzen::N,облага,файда
566,Reichtum::N,богатство,байлык
567,Welt::N,свят,дөнья
568,Land::N,страна,ил
569,Staat::N,щат,дәүләт
570,Staat::N,държава,дәүләт
571,König::N,крал,патша
572,Macht::N,мощ,хакимият
573,Macht::N,власт,хакимият
574,Grenze::N,граница,чик
575,Krieg::N,война,сугыш
576,Feind::N,враг,дошман
577,Feind::N,неприятел,дошман
578,Gewalt::N,сила,көчләү
579,Gewalt::N,насилие,көчләү
580,Kampf::N,борба,көрәш
581,Kampf::N,сражение,көрәш
582,Bogen[Waffe]::N,лък,җәя
583,Pfeil::N,стрела,ук
584,Gewehr::N,пушка,мылтык
585,Fehler::N,грешка,хата
586,Lüge::N,лъжа,ялган
587,Schaden::N,повреда,зыян
588,Schaden::N,повреда,зарар
589,Unglück::N,нещастие,бәла
590,Schuld::N,вина,гаеп
591,Alter::N,възраст,яшь
592,Schluss::N,край,ахыр
593,Zeit::N,време,заман
594,Tag::N,ден,көн
595,Morgen::N,утро,иртә
596,Morgen::N,сутрин,иртә
597,Mittag::N,обед,өйлә
598,Mittag::N,пладне,өйлә
599,Abend::N,вечер,кич
600,Nacht::N,нощ,төн
601,Woche::N,седмица,атна
602,Monat::N,месец,ай
603,Jahr::N,година,ел
604,Frühling::N,пролет,яз
605,Sommer::N,лято,җәй
606,Herbst::N,есен,көз
607,Winter::N,зима,кыш
608,Januar::N,януари,гыйнвар
609,Februar::N,февруари,февраль
610,März::N,март,март
611,April::N,април,апрель
612,Mai::N,май,май
613,Juni::N,юни,июнь
614,Juli::N,юли,июль
615,August::N,август,август
616,September::N,септември,сентябрь
617,Oktober::N,октомври,октябрь
618,November::N,ноември,ноябрь
619,Dezember::N,декември,декабрь
620,Montag::N,понеделник,дүшәмбе
621,Dienstag::N,вторник,сишәмбе
622,Mittwoch::N,сряда,чәршәмбе
623,Donnerstag::N,четвъртък,атнакич
624,Donnerstag::N,четвъртък,пәнҗешәмбе
625,Freitag::N,петък,җомга
626,Samstag::N,събота,шимбә
627,Sonntag::N,неделя,якшәмбе
628,groß::A,едър,зур
629,groß::A,голям,зур
630,klein::A,малък,кечкенә
631,klein::A,дребен,кечкенә
632,lang::A,дълъг,озын
633,kurz::A,къс,кыска
634,breit::A,широк,киң
635,schmal::A,тесен,кысык
636,dicht::A,гъст,куе
637,dick[Gegenstand]::A,дебел,калын
638,dünn::A,тънък,нечкә
639,fein::A,фин,нәзакәтле
640,fein::A,тънък,нәзакәтле
641,fest::A,твърд,нык
642,fest::A,плътен,нык
643,flach::A,равен,яссы
644,flach::A,равен,ялпак
645,flach::A,плосък,яссы
646,flach::A,плосък,ялпак
647,glatt::A,гладък,шома
648,hart::A,твърд,каты
649,hart::A,корав,каты
650,weich::A,мек,йомшак
651,rund::A,кръгъл,түгәрәк
652,spitz::A,островръх,очлы
653,scharf::A,остър,үткен
654,stumpf::A,тъп,үтмәс
655,schwer::A,тежък,салмак
656,schön::A,хубав,гүзәл
657,schön::A,красив,гүзәл
658,heiß::A,жарък,эссе
659,warm::A,топъл,җылы
660,kalt::A,студен,суык
661,kalt::A,студен,салкын
662,kühl::A,хладен,салкынча
663,frisch::A,свеж,салкынча
664,feucht::A,влажен,юеш
665,nass::A,мокър,дымлы
666,trocken::A,сух,коры
667,voll::A,пълен,тулы
668,leer::A,празен,буш
669,offen::A,откровен,ачык
670,geschlossen::A,закрит,йомык
671,geschlossen::A,затворен,йомык
672,sauber::A,чист,пакь
673,sauber::A,чист,чиста
674,schmutzig::A,мръсен,керле
675,schmutzig::A,мръсен,пычрак
676,roh::A,суров,чи
677,reif::A,зрял,өлгергән
678,lecker::A,вкусен,тәмле
679,süß::A,сладък,татлы
680,bitter::A,горчив,ачы
681,sauer::A,кисел,әче
682,hell::A,ясен,якты
683,hell::A,светъл,якты
684,dunkel::A,тъмен,кара
685,schwarz::A,черен,кара
686,weiß::A,бял,ак
687,rot::A,червен,кызыл
688,gelb::A,жълт,сары
689,blau::A,син,күк
690,grün::A,зелен,яшел
691,grau::A,сив,соры
692,bunt::A,шарен,чуар
693,bunt::A,пъстър,чуар
694,billig::A,евтин,арзан
695,teuer::A,скъп,хаклы
696,wertvoll::A,ценен,кыйммәтле
697,blind::A,сляп,сукыр
698,blind::A,сляп,күзсез
699,taub::A,глух,чукрак
700,taub::A,глух,саңгырау
701,kräftig::A,силен,егәрле
702,stark::A,здрав,нык
703,stark::A,здрав,базык
704,stark::A,силен,нык
705,stark::A,силен,базык
706,schwach::A,слаб,зәгыйфь
707,fett::A,тлъст,симез
708,schlank::A,тънък,нәзек
709,schlank::A,строен,нәзек
710,hübsch::A,хубав,чибәр
711,böse::A,зъл,усал
712,dumm::A,глупав,акылсыз
713,faul::A,ленив,ялкау
714,faul::A,ленив,иренчәк
715,faul::A,мързелив,ялкау
716,faul::A,мързелив,иренчәк
717,fleißig::A,прилежен,тырыш
718,fleißig::A,прилежен,тырышучан
719,geizig::A,скъпернически,саран
720,klug::A,умен,акыллы
721,klug::A,разумен,акыллы
722,geschickt::A,умел,маһир
723,geschickt::A,сръчен,маһир
724,lieb::A,мил,сөекле
725,lieb::A,драг,сөекле
726,lustig::A,весел,күңелле
727,sanft::A,нежен,басынкы
728,sanft::A,кротък,басынкы
729,hungrig::A,гладен,ач
730,krank::A,болен,чирле
731,krank::A,болен,сырхау
732,nackt::A,гол,шәрә
733,traurig::A,тъжен,ямансу
734,traurig::A,печален,ямансу
735,lebendig::A,жив,тере
736,gut::A,добър,яхшы
737,schlecht::A,лош,начар
738,richtig::A,правилен,дөрес
739,schlimm::A,лош,әшәкә
740,wahr::A,верен,чып-чын
741,wahr::A,истински,чып-чын
742,alt::A,стар,иске
743,alt::A,древен,иске
744,neu::A,нов,яңа
745,ehemalig::A,бивш,элекке
746,alt[Lebewesen]::A,стар,карт
747,jung::A,млад,яшь
748,arm::A,беден,фәкыйрь
749,reich::A,богат,бай
750,bekannt::A,познат,таныш
751,bekannt::A,известен,таныш
752,berühmt::A,почут,атаклы
753,berühmt::A,известен,атаклы
754,fremd::A,чужд,ят
755,verschieden::A,разен,төрле
756,verschieden::A,различен,төрле
757,nah::A,близък,якын
758,fern::A,далечен,ерак
759,linker::A,ляв,сул
760,rechter::A,прав,уң
761,anderer::A,друг,бүтән
762,erster::A,пръв,беренче
763,erster::A,първи,беренче
764,zweiter::A,втори,икенче
765,dritter::A,трети,өченче
766,letzter::A,последен,ахыргы
767,allein::ADV,само,ялгыз
768,auf einmal::ADV,същевременно,бердән
769,zusammen::ADV,заедно,бергә
770,lange::ADV,дълго,озак
771,plötzlich::ADV,изведнъж,искәрмәстән
772,sofort::ADV,веднага,хәзер
773,später::ADV,по-късно,соңрак
774,jetzt::ADV,сега,хәзер
775,heute::ADV,днес,бүген
776,morgen::ADV,утре,иртәгә
777,bald::ADV,скоро,тиздән
778,dann::ADV,после,аннары
779,dann::ADV,тогава,аннары
780,gestern::ADV,вчера,кичә
781,einst::ADV,някога,берчак
782,damals::ADV,тогава,ул вакытта
783,damals::ADV,тогава,ул чакта
784,danach::ADV,после,да
785,danach::ADV,след това,да
786,vorher::ADV,преди,элек
787,vorher::ADV,преди това,элек
788,zuerst::ADV,най-напред,башта
789,einmal::ADV,веднъж,бер
790,einmal::ADV,веднъж,бер мәртәбә
791,einmal::ADV,един път,бер
792,einmal::ADV,един път,бер мәртәбә
793,manchmal::ADV,понякога,кайчакта
794,oft::ADV,често,еш
795,immer::ADV,винаги,һәркайчан
796,niemals::ADV,никога,hичбер вакыт
797,hier::ADV,тук,монда
798,hier::ADV,тук,биредә
799,hier::ADV,тука,монда
800,hier::ADV,тука,биредә
801,hierhin::ADV,насам,монда
802,von hier::ADV,оттук,моннан
803,von hier::ADV,оттука,моннан
804,dort::ADV,там,анда
805,dorthin::ADV,натам,тегеләй
806,dorthin::ADV,нататък,тегеләй
807,geradeaus::ADV,направо,турыдан-туры
808,vorwärts::ADV,напред,алга
809,rückwärts::ADV,назад,кире
810,zurück::ADV,обратно,кире
811,unten::ADV,долу,түбәндә
812,hinab::ADV,надолу,аска
813,oben::ADV,горе,өстә
814,oben::ADV,горе,югарыда
815,hinauf::ADV,нагоре,өскә
816,überall::ADV,навсякъде,hәркайда
817,nicht::ADV,не,түгел
818,ein wenig::ADV,малко,бераз
819,kaum::ADV,едва,көчкә
820,kaum::ADV,едвам,көчкә
821,sehr::ADV,много,бик
822,sehr::ADV,твърде,бик
823,so::ADV,тъй,алай
824,so::ADV,така,алай
825,noch::ADV,още,янә
826,noch::ADV,още,тагын
827,nur::ADV,само,фәкать
828,schon::ADV,вече,инде
829,wieder::ADV,пак,янә
830,wieder::ADV,пак,тагын
831,wieder::ADV,отново,янә
832,wieder::ADV,отново,тагын
833,vergebens::ADV,напразно,юкка
834,vor::PRP,пред,алдыннан
835,hinter::PRP,зад,арттан
836,unter::PRP,под,астында
837,durch::PRP,през,аша
838,neben::PRP,до,тирәсендә
839,neben::PRP,при,тирәсендә
840,zwischen::PRP,между,арасында
841,zwischen::PRP,помежду,арасында
