,Concept_ID,ar,et
814,ihr::PRN,أنتن,te
815,sie::PRN,هم,nad
816,sie::PRN,هن,nad
817,was::FPRN,ما,mis
818,wer::FPRN,من,kes
819,wo::FADV,أين,kus
820,wohin::FADV,إلى أين,kuhu
821,wie::FADV,كيف,kuidas
822,warum::FADV,لماذا,miks
823,wieviel::FNUM,كم,mitu
824,wieviel::FNUM,كم,kui palju
825,eins::NUM,واحد,üks
826,zwei::NUM,اثنين,kaks
827,drei::NUM,ثلاثة,kolm
828,vier::NUM,أربعة,neli
829,fünf::NUM,خمسة,viis
830,sechs::NUM,ستة,kuus
831,sieben::NUM,سبعة,seitse
832,acht::NUM,ثمانية,kaheksa
833,neun::NUM,تسعة,üheksa
834,zehn::NUM,عشرة,kümme
835,elf::NUM,أحد عشر,üksteist
836,zwölf::NUM,اثنا عشر,kaksteist
837,zwanzig::NUM,عشرون,kakskümmend
838,dreißig::NUM,ثلاثون,kolmkümmend
839,vierzig::NUM,أربعون,nelikümmend
840,fünfzig::NUM,خمسون,viiskümmend
841,sechzig::NUM,ستون,kuuskümmend
842,siebzig::NUM,سبعون,seitsekümmend
843,achtzig::NUM,ثمانون,kaheksakümmend
844,neunzig::NUM,تسعون,üheksakümmend
845,hundert::NUM,مئة,sada
846,tausend::NUM,ألف,tuhat
847,und::CNJ,و,ja
848,oder::CNJ,أو,või
849,stehen::V,وقف,seisma
850,sitzen::V,جلس,istuma
851,liegen::V,رقد,lamama
852,hängen::V,تعلق,rippuma
853,werden::V,صار,saama
854,werden::V,صار,hakkama
855,werden::V,أصبح,saama
856,werden::V,أصبح,hakkama
857,passieren::V,حدث,juhtuma
858,beginnen::V,ابتدأ,algama
859,beginnen::V,ابتدأ,hakkama
860,enden::V,انتهى,lõppema
861,wechseln::V,تغير,vahelduma
862,aufgehen[Sonne]::V,شرق,tõusma
863,untergehen[Sonne]::V,غرب,loojuma
864,scheinen[Sonne]::V,أضاء,paistma
865,donnern::V,رعد,kõmisema
866,wehen::V,هب,puhuma
867,strömen::V,جرى,voolama
868,fließen::V,سال,voolama
869,sich drehen::V,دار,pöörduma
870,schwanken::V,ترنح,kõikuma
871,schwingen::V,ترجح,võnkuma
872,fallen::V,سقط,langema
873,brennen::V,احترق,põlema
874,rauchen::V,دخن,suitsema
875,regnen::V,أمطر,sadama
876,gefrieren::V,تجمد,kinni külmuma
877,tauen::V,ذاب,sulama
878,schmelzen::V,ذاب,sulama
879,trocknen::V,نشف,kuivama
880,sieden::V,غلى,keema
881,faulen::V,فسد,mädanema
882,verfaulen::V,تعفن,mädanema
883,reißen::V,انقطع,rebenema
884,versinken::V,غرق,uppuma
885,vergehen::V,مضى,mööduma
886,erscheinen::V,لاح,ilmuma
887,erscheinen::V,ظهر,ilmuma
888,verschwinden::V,غاب,kaduma
889,sinken::V,هبط,vajuma
890,sinken::V,هبط,langema
891,abnehmen::V,نقص,vähenema
892,abnehmen::V,نقص,kahenema
893,zunehmen::V,ازداد,kasvama
894,steigen::V,صعد,tõusma
895,steigen::V,صعد,üles minema
896,steigen::V,ارتفع,tõusma
897,steigen::V,ارتفع,üles minema
898,wachsen::V,نما,kasvama
899,wachsen::V,نبت,kasvama
900,glänzen::V,لمع,läikimä
901,funkeln::V,تلألأ,sädelema
902,lärmen::V,ضج,lärmama
903,lärmen::V,صخب,lärmama
904,läuten::V,قرع,helisema
905,klingeln::V,دق,helisema
906,klirren::V,قعقع,kõlisema
907,brausen::V,عج,kohisema
908,rauschen::V,حف,kohisema
909,klingen::V,رن,kõlama
910,bellen::V,نبح,haukuma
911,heulen::V,عوى,uluma
912,blasen::V,نفخ,puhuma
913,pfeifen::V,صفر,vilistama
914,schreien::V,صرخ,karjuma
915,stöhnen::V,أن,oigama
916,zittern::V,ارتعش,värisema
917,leben::V,عاش,elama
918,leben::V,عاش,elus olema
919,geboren werden::V,ولد,sündima
920,atmen::V,تنفس,hingama
921,trinken::V,شرب,jooma
922,essen::V,أكل,sööma
923,schlucken::V,جرع,neelama
924,müde werden::V,تعب,väsima
925,einschlafen::V,نام,uinuma
926,schlafen::V,نام,magama
927,aufwachen::V,استيقظ,ärkama
928,aufstehen::V,قام,ärkama
929,aufstehen::V,قام,üles tõusma
930,sich erholen::V,استجم,puhkama
931,krank werden::V,مرض,haigestuma
932,krank werden::V,مرض,haigeks jääma
933,krank sein::V,مرض,haige olema
934,schmerzen::V,آلم,valutama
935,husten::V,كح,köhima
936,husten::V,سعل,köhima
937,genesen::V,نقه,toibuma
938,sterben::V,مات,surema
939,umkommen::V,هلك,surma saama
940,sich bewegen::V,تحرك,liikuma
941,sich rühren::V,تحرك,liikuma
942,sich erheben::V,قام,kerkima
943,sich setzen::V,جلس,istet võtma
944,hinfallen::V,وقع,kukkuma
945,hinfallen::V,وقع,maha kukkuma
946,laufen::V,مشى,kõndima
947,schreiten::V,خطا,astuma
948,spazierengehen::V,تنزه,jalutama
949,eilen::V,عجل,ruttama
950,eilen::V,عجل,kiirustama
951,sich beeilen::V,استعجل,ruttama
952,sich beeilen::V,استعجل,kiirustama
953,sausen::V,أسرع,kihutama
954,sausen::V,أسرع,tormama
955,rennen::V,عدا,jooksma
956,rennen::V,عدا,kihutama
957,rennen::V,ركض,jooksma
958,rennen::V,ركض,kihutama
959,springen::V,قفز,hüppama
960,klettern::V,تسلق,ronima
961,schaukeln::V,تأرجح,kiikuma
962,kriechen::V,دب,roomama
963,kriechen::V,زحف,roomama
964,schwimmen::V,سبح,ujuma
965,tauchen::V,غطس,sukelduma
966,rudern::V,جذف,sõudma
967,fahren::V,ركب,sõitma
968,fahren::V,سافر,sõitma
969,fliegen::V,طار,lendama
970,gehen::V,سار,käima
971,gehen::V,سار,minema
972,gehen::V,ذهب,käima
973,gehen::V,ذهب,minema
974,weggehen::V,ذهب,ära minema
975,weggehen::V,ذهب,välja minema
976,weggehen::V,انصرف,ära minema
977,weggehen::V,انصرف,välja minema
978,abfahren::V,رحل,väljuma
979,abfahren::V,رحل,ära sõitma
980,anhalten::V,توقف,peatuma
981,hineingehen::V,دخل,sisenema
982,hineingehen::V,دخل,sisse minema
983,eintreten::V,دخل,sisenema
984,eintreten::V,دخل,sisse astuma
985,kommen::V,أتى,tulema
986,kommen::V,جاء,tulema
987,ankommen::V,وصل,saabuma
988,zurückkommen::V,عاد,tagasi tulema
989,zurückkommen::V,رجع,tagasi tulema
990,bleiben::V,مكث,jääma
991,warten::V,انتظر,ootama
992,erwarten::V,ترقب,ootama
993,erwarten::V,ترقب,lootma
994,erwarten::V,انتظر,ootama
995,erwarten::V,انتظر,lootma
996,suchen::V,بحث,otsima
997,finden::V,وجد,leidma
998,versuchen::V,حاول,püüdma
999,versuchen::V,حاول,üritama
1000,versuchen::V,حاول,katsetama
1001,vorbereiten::V,أعد,valmistama
1002,vorbereiten::V,حضر,valmistama
1003,lieben::V,أحب,armastama
1004,mögen::V,أحب,sallima
1005,mögen::V,أحب,meeldima
1006,lachen::V,ضحك,naerma
1007,rühren::V,أثر,liigutama
1008,rühren::V,أثر,heldima panema
1009,weinen::V,بكى,nutma
1010,schimpfen::V,سب,sõimama
1011,schimpfen::V,شتم,sõimama
1012,sich ärgern::V,زعل,ärrituma
1013,sich ärgern::V,زعل,vihastuma
1014,sich fürchten::V,هاب,kartma
1015,sich fürchten::V,هاب,hirmu tundma
1016,fürchten::V,خاف,kartma
1017,fürchten::V,خشي,kartma
1018,fliehen::V,هرب,põgenema
1019,flüchten::V,فر,põgenema
1020,sehen::V,رأى,nägema
1021,anschauen::V,نظر,vaatama
1022,ansehen::V,نظر,vaatama
1023,hören::V,سمع,kuulma
1024,zuhören::V,أصغى,kuulama
1025,probieren::V,ذاق,proovima
1026,riechen::V,شم,nuusutama
1027,riechen::V,استنشق,nuusutama
1028,fühlen::V,شعر,tundma
1029,scheinen::V,ظهر,näida
1030,scheinen::V,ظهر,ilmuda
1031,zu sehen sein::V,ظهر,ilmuma
1032,vernehmen::V,سمع,üle kuulama
1033,frieren::V,بردان,külmetada
1034,tun::V,فعل,tegema
1035,können::V,قدر,võima
1036,können::V,قدر,oskama
1037,können::V,استطاع,võima
1038,können::V,استطاع,oskama
1039,wollen::V,شاء,tahtma
1040,wollen::V,أراد,tahtma
1041,anfangen::V,بدأ,hakkama
1042,anfangen::V,بدأ,alustama
1043,beenden::V,أنهى,lõpetama
1044,aufhören::V,توقف,lakkama
1045,aufhören::V,انقطع,lakkama
1046,gelingen::V,نجح,õnnestuma
1047,geraten::V,طلع,jõudma
1048,öffnen::V,فتح,avama
1049,schließen::V,أغلق,sulgema
1050,stellen::V,وضع,panema
1051,stellen::V,وضع,asetama
1052,stellen::V,أقام,panema
1053,stellen::V,أقام,asetama
1054,setzen::V,أجلس,panema
1055,legen::V,وضع,panema
1056,legen::V,وضع,asetama
1057,berühren::V,مس,riivama
1058,berühren::V,مس,puudutama
1059,berühren::V,لمس,riivama
1060,berühren::V,لمس,puudutama
1061,verbinden::V,ربط,ühendama
1062,verbinden::V,وصل,ühendama
1063,bedecken::V,غطى,katma
1064,aufhängen::V,علق,riputama
1065,anzünden::V,أوقد,süütama
1066,aufheben::V,لقط,üles tõstma
1067,zurücklassen::V,ترك,jätma
1068,verlieren::V,فقد,kaotama
1069,fallen lassen::V,أسقط,maha pillama
1070,fallen lassen::V,أسقط,kukkuda laskma
1071,machen::V,فعل,tegema
1072,herstellen::V,صنع,valmistama
1073,herstellen::V,أنتج,valmistama
1074,bauen::V,بنى,ehitama
1075,bauen::V,شيد,ehitama
1076,reparieren::V,صلح,parandama
1077,verbessern::V,صحح,parandama
1078,ändern::V,غير,muutma
1079,ändern::V,غير,ümber tegema
1080,graben::V,حفر,kaevama
1081,beugen::V,ثنى,painutama
1082,beugen::V,أحنى,painutama
1083,biegen::V,لوى,painutama
1084,drehen::V,أدار,keerama
1085,drehen::V,دور,keerama
1086,wenden::V,قلب,ümber pöörama
1087,umdrehen::V,قلب,ümber keerama
1088,heben::V,رفع,tõstma
1089,hochheben::V,رفع,üles tõstma
1090,hochheben::V,رفع,kõrgele tõstma
1091,ergreifen::V,مسك,haarama
1092,halten::V,مسك,hoidma
1093,drücken::V,ضغط,pigistama
1094,schieben::V,حرك,lükkama
1095,kratzen::V,خدش,kraapima
1096,lecken::V,لعق,lakkuma
1097,beißen::V,عض,purema
1098,beißen::V,عض,hammustama
1099,abreißen::V,قلع,rebima
1100,abreißen::V,قلع,ära rebima
1101,abschneiden::V,قطع,ära lõikama
1102,binden::V,ربط,siduma
1103,stecken::V,دس,pistma
1104,brechen::V,كسر,murdma
1105,klopfen::V,طرق,koputama
1106,hauen::V,ضرب,lööma
1107,kleben::V,ألصق,kleepima
1108,reiben::V,حك,hõõruma
1109,streichen::V,نشر,silitama
1110,schleifen::V,سن,lihvima
1111,schleifen::V,سن,teritama
1112,schneiden::V,قطع,lõikama
1113,rütteln::V,رج,raputama
1114,schütteln::V,هز,raputama
1115,schütteln::V,هز,loksutama
1116,schwenken::V,لوح,vehkima
1117,schwenken::V,لوح,lehvitama
1118,schütten::V,صب,kallama
1119,füllen::V,ملأ,täitma
1120,einwickeln::V,لف,sisse mähkima
1121,tragen::V,حمل,kandma
1122,schleppen::V,سحب,tassima
1123,schleppen::V,سحب,lohistama
1124,ziehen::V,سحب,vedama
1125,ziehen::V,سحب,tõmbama
1126,aufbewahren::V,حفظ,säilitama
1127,aufbewahren::V,حفظ,alal hoidma
1128,werfen::V,رمى,viskama
1129,werfen::V,ألقى,viskama
1130,fangen::V,التقط,püüdma
1131,packen::V,مسك,kinni haarama
1132,packen::V,مسك,kinni võtma
1133,verstecken::V,خبأ,peitma
1134,teilen::V,قسم,jagama
1135,teilen::V,قسم,jaotama
1136,schicken::V,بعث,saatma
1137,schicken::V,أرسل,saatma
1138,bringen::V,جلب,viima
1139,hinzufügen::V,أضاف,lisama
1140,bekommen::V,حصل,saama
1141,erhalten::V,استلم,saama
1142,nehmen::V,أخذ,võtma
1143,wählen::V,اختار,valima
1144,auswählen::V,انتقى,valima
1145,bewahren::V,حافظ,hoidma
1146,behindern::V,عاق,takistama
1147,verderben::V,أفسد,rikkuma
1148,beschädigen::V,أضر,rikkuma
1149,zerbrechen::V,كسر,katki tegema
1150,zerreißen::V,مزق,katki rebima
1151,zerstören::V,دمر,purustama
1152,verbrennen::V,حرق,põletama
1153,geben::V,أعطى,andma
1154,reichen::V,ناول,andma
1155,reichen::V,ناول,ulatama
1156,schenken::V,وهب,kinkima
1157,versprechen::V,وعد,lubama
1158,versprechen::V,وعد,tõotama
1159,wünschen::V,تمنى,soovima
1160,loben::V,مدح,kiitma
1161,küssen::V,قبل,suudlema
1162,wiegen::V,هدهد,hällitama
1163,zudecken::V,غطى,kaanetama
1164,zudecken::V,غطى,kinni katma
1165,wecken::V,أيقظ,äratama
1166,zeigen::V,أرى,näitama
1167,führen::V,دل,juhatama
1168,lehren::V,علم,õpetama
1169,unterrichten::V,علم,õpetama
1170,aufziehen::V,ربى,üles kasvatama
1171,leiten::V,دل,juhtima
1172,leiten::V,أدار,juhtima
1173,antreiben::V,حث,ergutama
1174,lassen::V,حدا,laskma
1175,einladen::V,دعا,kutsuma
1176,vereinigen::V,وحد,ühendama
1177,besuchen::V,زار,külastama
1178,treffen::V,قابل,kohtama
1179,sich versammeln::V,اجتمع,kogunema
1180,spielen::V,لعب,mängima
1181,singen::V,غنى,laulma
1182,tanzen::V,رقص,tantsima
1183,sich trennen::V,افترق,lahku minema
1184,verlassen::V,ترك,maha jätma
1185,retten::V,نجى,päästma
1186,retten::V,أنقذ,päästma
1187,bewachen::V,حرس,valvama
1188,schützen::V,حمى,kaitsma
1189,verteidigen::V,دافع,kaitsma
1190,sich schlagen::V,تضارب,kaklema
1191,schießen::V,أطلق,tulistama
1192,siegen::V,انتصر,võitma
1193,ärgern::V,أزعل,ärritama
1194,ärgern::V,أزعل,vihastama
1195,schlagen::V,ضرب,lööma
1196,treten::V,رفس,sõtkuma
1197,stechen::V,شك,pistma
1198,stechen::V,شك,torkama
1199,stoßen::V,دفع,tõukama
1200,stehlen::V,سرق,varastama
1201,stören::V,ضايق,segama
1202,stören::V,ضايق,häirima
1203,belästigen::V,أزعج,ahistama
1204,verbergen::V,كتم,peitma
1205,verbergen::V,كتم,varjama
1206,täuschen::V,خدع,petma
1207,täuschen::V,خدع,tüssama
1208,betrügen::V,غش,petma
1209,betrügen::V,غش,tüssama
1210,betrügen::V,غش,truudust murtma
1211,töten::V,قتل,tapma
1212,töten::V,قتل,surmama
1213,wohnen::V,سكن,elama
1214,arbeiten::V,عمل,töötama
1215,arbeiten::V,اشتغل,töötama
1216,sammeln::V,جمع,koguma
1217,sammeln::V,جمع,korjama
1218,pflücken::V,جنى,noppima
1219,pflücken::V,قطف,noppima
1220,jagen::V,صاد,jahtima
1221,fischen::V,اصطاد,kalastama
1222,fischen::V,اصطاد,kala püüdma
1223,fassen::V,قبض,püüdma
1224,hüten::V,رعى,karjatama
1225,treiben::V,ساق,ajama
1226,anbinden::V,ربط,kinni siduma
1227,füttern::V,علف,söötma
1228,melken::V,حلب,lüpsma
1229,hacken::V,فرم,raiuma
1230,hacken::V,فرم,lõhkuma
1231,gießen::V,سقى,kastma
1232,reifen::V,نضج,valmima
1233,zubereiten::V,حضر,valmistama
1234,kochen::V,طبخ,keetma
1235,backen::V,خبز,küpsetama
1236,braten::V,قلى,praadima
1237,braten::V,حمر,praadima
1238,umrühren::V,قلب,segama
1239,stricken::V,حاك,kuduma
1240,nähen::V,خاط,õmblema
1241,färben::V,صبغ,värvima
1242,färben::V,لون,värvima
1243,reinigen::V,نظف,puhastama
1244,waschen::V,غسل,pesema
1245,abwischen::V,مسح,puhtaks pühkima
1246,spülen::V,شطف,uhtma
1247,fegen::V,كنس,pühkima
1248,kehren::V,كنس,pühkima
1249,baden::V,استحم,suplema
1250,baden::V,استحم,kümblema
1251,sich waschen::V,اغتسل,end pesema
1252,ausziehen::V,خلع,käest võtma
1253,ausziehen::V,خلع,jalast võtma
1254,ausziehen::V,خلع,seljast võtma
1255,anziehen::V,لبس,jalga panema
1256,sich anziehen::V,اكتسى,riietuma
1257,kämmen::V,مشط,kammima
1258,schmücken::V,زين,kaunistama
1259,sagen::V,قال,ütlema
1260,sprechen::V,تكلم,rääkima
1261,sprechen::V,تكلم,kõnelema
1262,reden::V,تكلم,kõnelema
1263,sich unterhalten::V,تحادث,vestlema
1264,fragen::V,سأل,küsima
1265,bitten::V,رجا,paluma
1266,erzählen::V,حكي,jutustama
1267,mitteilen::V,بلغ,teatama
1268,mitteilen::V,بلغ,teada andma
1269,nennen::V,سمى,nimetama
1270,rufen::V,نادى,kutsuma
1271,prahlen::V,فشر,hooplema
1272,prahlen::V,تفاخر,hooplema
1273,übersetzen::V,ترجم,tõlkima
1274,denken::V,فكر,mõtlema
1275,glauben::V,اعتقد,uskuma
1276,bemerken::V,لاحظ,märkama
1277,erkennen::V,عرف,ära tundma
1278,begreifen::V,فهم,aru saama
1279,begreifen::V,أدرك,aru saama
1280,verstehen::V,فهم,mõistma
1281,lernen::V,درس,õppima
1282,wissen::V,علم,teadma
1283,sich erinnern an::V,تذكر,mäletama
1284,vergessen::V,نسي,unustama
1285,messen::V,قاس,mõõtma
1286,zählen::V,عد,loendama
1287,zählen::V,أحصى,loendama
1288,rechnen::V,حسب,arvutama
1289,lesen::V,قرأ,lugema
1290,malen::V,صور,maalima
1291,zeichnen::V,رسم,joonistama
1292,schreiben::V,كتب,kirjutama
1293,besitzen::V,حاز,omama
1294,besitzen::V,ملك,omama
1295,kaufen::V,اشترى,ostma
1296,verkaufen::V,باع,müüma
1297,bezahlen::V,دفع,tasuma
1298,zahlen::V,سدد,maksma
1299,beherrschen::V,حكم,valitsema
1300,ertragen::V,أطاق,taluma
1301,ertragen::V,تحمل,taluma
