,Concept_ID,ps,en
348,Ski::N,سکي,ski
349,Lagerfeuer::N,اور,campfire
350,Last::N,بار,load
351,Last::N,پېټی,load
352,Gang::N,تګ,walk
353,Schritt::N,ګام,step
354,Norden::N,شمال,north
355,Süden::N,سوېل,south
356,Westen::N,لوېدېځ,west
357,Osten::N,شرق,east
358,Osten::N,ختیځ,east
359,Holz::N,لرګی,wood
360,Brett::N,تخته,board
361,Platte::N,تخته,slab
362,Stütze::N,تکیوان,bracket
363,Stange::N,ډاګه,pole
364,Stock::N,لرګی,stick
365,Stab::N,چيخله,staff
366,Rohr::N,نل,pipe
367,Haus::N,کور,house
368,Heim::N,کور,home
369,Ofen::N,تودنۍ,stove
370,Fußboden::N,غولی,floor
371,Tisch::N,مېز,table
372,Stuhl::N,چوکۍ,chair
373,Wiege::N,زانګو,cradle
374,Bett::N,کټ,bed
375,Bett::N,چپرکټ,bed
376,Regal::N,تاخچۍ,shelf
377,Kiste::N,صندوق,box
378,Fenster::N,کړکۍ,window
379,Tür::N,دروازه,door
380,Tor::N,دروازه,gate
381,Zaun::N,کټاره,fence
382,Dach::N,بام,roof
383,Leiter::N,زينه,ladder
384,Besen::N,جارو,broom
385,Spaten::N,یوم,spade
386,Schaufel::N,بېلچه,shovel
387,Gabel::N,پنجه,fork
388,Löffel::N,کاشوغه,spoon
389,Messer::N,چاقو,knife
390,Nagel::N,ميخ,nail
391,Netz::N,جال,net
392,Haken::N,څنګک,hook
393,Griff::N,لاستی,handle
394,Schloss::N,کلپ,lock
395,Bild::N,رسم,picture
396,Figur::N,قدوقامت,figure
397,Puppe::N,ګوډۍ,doll
398,Beutel::N,کڅوړه,pouch
399,Bündel::N,دسته,bundle
400,Tasche::N,بکس,bag
401,Tasche::N,توبره,bag
402,Eimer::N,سطل,bucket
403,Deckel::N,سرپوښ,cover
404,Geschirr::N,لوښی,dishes
405,Sack::N,جوال,sack
406,Tasse::N,پیاله,cup
407,Topf::N,دېګی,pot
408,Kessel::N,دېګ,kettle
409,Essen::N,خوراک,meal
410,Nahrung::N,خوراک,food
411,Speise::N,خواړه,dish
412,Fleisch::N,غوښه,meat
413,Getreide::N,غله,corn
414,Brei::N,اوګره,mush
415,Brot::N,ډوډۍ,bread
416,Scheibe::N,مړۍ,slice
417,Fett::N,غوړي,fat
418,Butter::N,کوچ,butter
419,Öl::N,تېل,oil
420,Salz::N,مالګه,salt
421,Suppe::N,شوربا,soup
422,Honig::N,شات,honey
423,Milch::N,شوده,milk
424,Tee::N,چای,tea
425,Leder::N,څرمن,leather
426,Wolle::N,پشم,wool
427,Stoff::N,ټوټه,cloth
428,Nadel::N,ستن,needle
429,Faden::N,تار,thread
430,Knopf::N,تڼۍ,button
431,Knopf::N,تکمه,button
432,Knoten::N,غوټه,knot
433,Farbe::N,رنګ,paint
434,Kleidung::N,کالي,clothes
435,Hemd::N,کميس,shirt
436,Kragen::N,غاړه,collar
437,Ärmel::N,لستوڼی,sleeve
438,Hose::N,پطلون,trousers
439,Gürtel::N,کمربند,belt
440,Mütze::N,خولۍ,cap
441,Schuh::N,بوټ,shoe
442,Stiefel::N,موزه,boot
443,Ring::N,ګوته,ring
444,Band::N,فيته,ribbon
445,Kamm::N,ګمنځ,comb
446,Spiegel::N,ایینه,mirror
447,Spiegel::N,هنداره,mirror
448,Riemen::N,تسمه,strap
449,Schnur::N,مزی,string
450,Leine::N,رسۍ,leash
451,Decke::N,بړستن,blanket
452,Kissen::N,بالښت,pillow
453,Tuch::N,ټیکری,scarf
454,Handtuch::N,دسمال,towel
455,Kraft::N,زور,force
456,Kraft::N,توان,force
457,Stärke::N,قوت,strength
458,Gesundheit::N,صحت,health
459,Gesundheit::N,روغتیا,health
460,Krankheit::N,مرض,illness
461,Krankheit::N,ناروغي,illness
462,Schmerz::N,درد,pain
463,Wunde::N,ټپ,wound
464,Wunde::N,زخم,wound
465,Fieber::N,تبه,fever
466,Arznei::N,دوا,medicine
467,Arznei::N,دارو,medicine
468,Brücke::N,پول,bridge
469,Brunnen::N,څاه,well
470,Brunnen::N,کوهی,well
471,Weide::N,وله,pasture
472,Pfad::N,تړه,path
473,Weg::N,لیار,way
474,Straße::N,سړک,road
475,Dorf::N,کلی,village
476,Stadt::N,ښار,town
477,Brief::N,لیک,letter
478,Brief::N,مکتوب,letter
479,Buch::N,کتاب,book
480,Buchstabe::N,حرف,character
481,Buchstabe::N,توری,character
482,Zeitung::N,اخبار,newspaper
483,Leben::N,ژوند,life
484,Tod::N,مرګ,death
485,Tod::N,مړینه,death
486,Grab::N,قبر,grave
487,Grab::N,ډورۍ,grave
488,Kirche::N,کلیسا,church
489,Sünde::N,ګناه,sin
490,Gott::N,خدای,god
491,Arbeiter::N,کاریګر,worker
492,Chef::N,آمر,boss
493,Meister::N,استاد,master
494,Arzt::N,طبیب,doctor
495,Arzt::N,ډاکټر,doctor
496,Lehrer::N,معلم,teacher
497,Lehrer::N,ښوونکی,teacher
498,Geld::N,پیسې,money
499,Geschäft::N,سوداګري,business
500,Laden::N,دکان,shop
501,Laden::N,مغازه,shop
502,Preis::N,بیه,price
503,Ware::N,مال,ware
504,Nutzen::N,ګټه,profit
505,Reichtum::N,شتمني,wealth
506,Welt::N,نړۍ,world
507,Welt::N,دنیا,world
508,Land::N,هېواد,country
509,Staat::N,دولت,state
510,König::N,باچا,king
511,König::N,پادشاه,king
512,Macht::N,قدرت,power
513,Grenze::N,حد,border
514,Grenze::N,سرحد,border
515,Krieg::N,جګړه,war
516,Feind::N,دښمن,enemy
517,Gewalt::N,زور,violence
518,Gewalt::N,تشدد,violence
519,Kampf::N,جنګ,fight
520,Kampf::N,مبارزه,fight
521,Bogen[Waffe]::N,لیندۍ,bow
522,Pfeil::N,غشی,arrow
523,Gewehr::N,ټوپک,gun
524,Fehler::N,خطا,mistake
525,Fehler::N,غلطي,mistake
526,Lüge::N,دروغ,lie
527,Schaden::N,زیان,damage
528,Schaden::N,تاوان,damage
529,Unglück::N,بدبختي,misfortune
530,Schuld::N,ګناه,fault
531,Alter::N,منګ,age
532,Schluss::N,اخر,conclusion
533,Zeit::N,وخت,time
534,Tag::N,ورځ,day
535,Morgen::N,سبا,morning
536,Morgen::N,سهار,morning
537,Mittag::N,غرمه,noon
538,Abend::N,ماښام,evening
539,Nacht::N,شپه,night
540,Woche::N,اونۍ,week
541,Monat::N,مياشت,month
542,Jahr::N,کال,year
543,Frühling::N,پسرلی,spring
544,Sommer::N,دوبی,summer
545,Herbst::N,منی,autumn
546,Herbst::N,خزان,autumn
547,Winter::N,ژمی,winter
548,Januar::N,جنوري,January
549,Februar::N,فبروري,February
550,März::N,مارچ,March
551,April::N,اپریل,April
552,Mai::N,مې,May
553,Juni::N,جون,June
554,Juli::N,جولای,July
555,August::N,اګست,August
556,September::N,سپټامبر,September
557,Oktober::N,اکتوبر,October
558,November::N,نومبر,November
559,Dezember::N,دسمبر,December
560,Montag::N,دوشنبه,Monday
561,Dienstag::N,سه شنبه,Tuesday
562,Mittwoch::N,چارشنبه,Wednesday
563,Donnerstag::N,پنجشنبه,Thursday
564,Freitag::N,جمعه,Friday
565,Samstag::N,خالي,Saturday
566,Sonntag::N,یکشنبه,Sunday
567,groß::A,لوی,big
568,klein::A,وړوکی,little
569,lang::A,اوړد,long
570,kurz::A,لنډ,short
571,breit::A,پراخه,wide
572,schmal::A,تنګ,narrow
573,dicht::A,ګڼ,dense
574,dick[Gegenstand]::A,پنډ,thick
575,dünn::A,نری,thin
576,fein::A,نازک,delicate
577,fest::A,کلک,firm
578,fest::A,ټینګ,firm
579,flach::A,هوار,flat
580,glatt::A,ښوی,smooth
581,hart::A,کلک,hard
582,weich::A,نرم,soft
583,weich::A,پوست,soft
584,rund::A,ګرد,round
585,spitz::A,تېره,pointed
586,scharf::A,تېز,sharp
587,scharf::A,تېره,sharp
588,stumpf::A,پڅ,blunt
589,schwer::A,دروند,heavy
590,schön::A,ښکلی,beautiful
591,heiß::A,تود,hot
592,warm::A,تود,warm
593,kalt::A,ېخ,cold
594,kalt::A,سوړ,cold
595,kühl::A,ېخ,cool
596,kühl::A,سوړ,cool
597,frisch::A,تازه,fresh
598,feucht::A,مرطوب,damp
599,nass::A,لوند,wet
600,trocken::A,وچ,dry
601,voll::A,ډک,full
602,leer::A,خالی,empty
603,offen::A,خلاص,open
604,offen::A,پرانیستی,open
605,geschlossen::A,تړلی,closed
606,sauber::A,پاک,clean
607,schmutzig::A,چټل,dirty
608,roh::A,خام,raw
609,reif::A,پوخ,ripe
610,reif::A,رسېدلی,ripe
611,lecker::A,خوندور,delicious
612,lecker::A,مزه دار,delicious
613,süß::A,خوږ,sweet
614,süß::A,شیرین,sweet
615,bitter::A,تریخ,bitter
616,sauer::A,ټاک,sour
617,sauer::A,تريو,sour
618,hell::A,روڼ,bright
619,hell::A,روښان,bright
620,dunkel::A,تیاره,dark
621,schwarz::A,تور,black
622,weiß::A,سپين,white
623,rot::A,سور,red
624,gelb::A,زېړ,yellow
625,blau::A,شین,blue
626,blau::A,اسماني رنګه,blue
627,grün::A,زرغون,green
628,grau::A,خړ,grey
629,bunt::A,رنګارنګ,colourful
630,bunt::A,رنګارنګ,colorful
631,billig::A,ارزان,cheap
632,teuer::A,ګران,dear
633,wertvoll::A,قیمتي,precious
634,blind::A,ړوند,blind
635,taub::A,کوڼ,deaf
636,kräftig::A,قوی,powerful
637,stark::A,قوی,strong
638,stark::A,تکړه,strong
639,schwach::A,ضعیف,weak
640,schwach::A,کمزوری,weak
641,fett::A,چاغ,fat
642,schlank::A,خوش اندام,slim
643,hübsch::A,ښکلی,pretty
644,hübsch::A,ښایسته,pretty
645,böse::A,شریر,evil
646,böse::A,قهرناک,evil
647,dumm::A,احمق,stupid
648,faul::A,لټ,lazy
649,faul::A,تنبل,lazy
650,fleißig::A,زحمت کښ,diligent
651,geizig::A,بخیل,stingy
652,klug::A,عاقل,clever
653,klug::A,هوښیار,clever
654,geschickt::A,ماهر,skilful
655,geschickt::A,ماهر,skillful
656,lieb::A,عزیز,dear
657,lieb::A,محبوب,dear
658,lustig::A,خوشحال,merry
659,sanft::A,پوست,gentle
660,sanft::A,ملایم,gentle
661,hungrig::A,وږی,hungry
662,krank::A,مريض,sick
663,krank::A,ناروغ,sick
664,nackt::A,لوڅ,naked
665,traurig::A,غمجن,sad
666,lebendig::A,ژوندی,living
667,gut::A,ښه,good
668,schlecht::A,بد,bad
669,schlecht::A,خراب,bad
670,richtig::A,سم,correct
671,richtig::A,صحیح,correct
672,schlimm::A,بد,nasty
673,schlimm::A,مخوف,nasty
674,wahr::A,واقعي,true
675,alt::A,زوړ,old
676,neu::A,نوی,new
677,ehemalig::A,پخوانی,former
678,alt[Lebewesen]::A,زوړ,aged
679,jung::A,ځوان,young
680,arm::A,غریب,poor
681,arm::A,بې وزله,poor
682,reich::A,شتمن,rich
683,reich::A,دولتمند,rich
684,bekannt::A,اشنا,familiar
685,berühmt::A,مشهور,famous
686,fremd::A,پردی,foreign
687,fremd::A,بېګانه,foreign
688,verschieden::A,مختلف,different
689,nah::A,نژدې,near
690,fern::A,لیری,far
691,linker::A,چپ,left
692,linker::A,کیڼ,left
693,rechter::A,ښی,right
694,anderer::A,بل,other
695,erster::A,لومړی,first
696,zweiter::A,دوهم,second
697,dritter::A,درېم,third
698,letzter::A,آخرنی,last
699,letzter::A,وروستی,last
700,allein::ADV,یوازې,alone
701,auf einmal::ADV,په یوه وخت کی,at once
702,zusammen::ADV,یو ځای,together
703,lange::ADV,ډېر وخت,long
704,lange::ADV,ډېره موده,long
705,plötzlich::ADV,ناببره,suddenly
706,plötzlich::ADV,یوناڅاپه,suddenly
707,sofort::ADV,فوراً,instantly
708,sofort::ADV,سمدلاسه,instantly
709,später::ADV,وروسته,later
710,jetzt::ADV,اوس,now
711,heute::ADV,نن,today
712,morgen::ADV,سبا,tomorrow
713,bald::ADV,ژر,soon
714,dann::ADV,پس,then
715,dann::ADV,وروسته,then
716,gestern::ADV,پرون,yesterday
717,einst::ADV,پخوا,once
718,damals::ADV,هغه وخت,at that time
719,danach::ADV,بیا,afterwards
720,vorher::ADV,دمخه,before
721,zuerst::ADV,لومړی,at first
722,einmal::ADV,یو ځل,once
723,manchmal::ADV,ګاهی ګاهی,sometimes
724,oft::ADV,ډېر ځله,often
725,immer::ADV,تل,always
726,immer::ADV,همېشه,always
727,niemals::ADV,هیڅکله نه,never
728,hier::ADV,دلته,here
729,hierhin::ADV,دلته,hither
730,hierhin::ADV,دلته,to here
731,hierhin::ADV,دلته,here
732,hierhin::ADV,دې ځای ته,hither
733,hierhin::ADV,دې ځای ته,to here
734,hierhin::ADV,دې ځای ته,here
735,von hier::ADV,د دې ځای نه,hence
736,dort::ADV,هلته,there
737,dorthin::ADV,هلته,thither
738,dorthin::ADV,هلته,there
739,dorthin::ADV,هلته,to there
740,dorthin::ADV,هغه ځای ته,thither
741,dorthin::ADV,هغه ځای ته,there
742,dorthin::ADV,هغه ځای ته,to there
743,geradeaus::ADV,مخامخ,ahead
744,vorwärts::ADV,مخ پهٔ وړاندې,forward
745,rückwärts::ADV,بېرته,backward
746,zurück::ADV,بېرته,back
747,unten::ADV,لاندي,below
748,hinab::ADV,ښکته,down
749,oben::ADV,پورته,above
750,hinauf::ADV,پاس,up
751,überall::ADV,هره خوا,everywhere
752,nicht::ADV,نه,not
753,ein wenig::ADV,یو څه,a little
754,kaum::ADV,ایله,hardly
755,sehr::ADV,ډېر,very
756,sehr::ADV,زيات,very
757,so::ADV,داسې,so
758,so::ADV,دومره,so
759,noch::ADV,نور,still
760,nur::ADV,تش,only
761,nur::ADV,صرف,only
762,schon::ADV,دمخه,already
763,wieder::ADV,بیا,again
764,vergebens::ADV,عبث,in vain
765,vor::PRP,دمخه,in front of
766,hinter::PRP,شاته,behind
767,unter::PRP,لاندي,under
768,durch::PRP,د مینځ نه,through
769,neben::PRP,نژدې,next to
770,zwischen::PRP,ترمینځ,between
771,wegen::PRP,د ... له لاسه,because of
772,dies::PRN,دا,this
773,das::PRN,دا,that
774,alles::PRN,هرڅهٔ,everything
775,ich::PRN,زه,I
776,du::PRN,ته,you
777,du::PRN,ته,thou
778,er::PRN,دی,he
779,wir::PRN,مونږ,we
780,ihr::PRN,تاسې,you
781,sie::PRN,هغوی,they
782,was::FPRN,څهٔ,what
783,wer::FPRN,چا,who
784,wer::FPRN,څوک,who
785,wo::FADV,چيری,where
786,wo::FADV,چېرته,where
787,wohin::FADV,چېرته,where ... to
788,wohin::FADV,چېرته,where to
789,wohin::FADV,چېرته,where
790,wie::FADV,څنګه,how
791,warum::FADV,ولې,why
792,wieviel::FNUM,څو,how much
793,wieviel::FNUM,څومره,how much
794,eins::NUM,یو,one
795,zwei::NUM,دوه,two
796,drei::NUM,درې,three
797,vier::NUM,څلور,four
798,fünf::NUM,پنځه,five
799,sechs::NUM,شپږ,six
800,sieben::NUM,اوه,seven
801,acht::NUM,اته,eight
802,neun::NUM,نهه,nine
803,zehn::NUM,لس,ten
804,elf::NUM,یوولس,eleven
805,zwölf::NUM,دولس,twelve
806,zwanzig::NUM,شل,twenty
807,dreißig::NUM,دېرش,thirty
808,vierzig::NUM,څلوېښت,forty
809,fünfzig::NUM,پنځوس,fifty
810,sechzig::NUM,شپېته,sixty
811,siebzig::NUM,اویا,seventy
812,achtzig::NUM,اتیا,eighty
813,neunzig::NUM,نوي,ninety
814,hundert::NUM,سل,a hundred
815,tausend::NUM,زر,a thousand
816,und::CNJ,او,and
817,oder::CNJ,ېا,or
818,stehen::V,درېدل,stand
819,sitzen::V,کښېنستل,sit
820,liegen::V,ملاستل,lie
821,hängen::V,ځړېدل,hang
822,werden::V,کېدل,become
823,passieren::V,پېښېدل,happen
824,beginnen::V,شروع کېدل,begin
825,enden::V,خلاصدل,end
826,enden::V,تمامېدل,end
827,wechseln::V,تغییر موندل,change
828,aufgehen[Sonne]::V,ختل,rise
829,untergehen[Sonne]::V,لوېدل,set
830,untergehen[Sonne]::V,پرېوتل,set
831,scheinen[Sonne]::V,رڼا کول,shine
832,donnern::V,تنېدل,thunder
833,donnern::V,غړمبېدل,thunder
834,wehen::V,چلېدل,blow
