,Concept_ID,he,ta
283,Mitte::N,אמצע,இடைப்பகுதி
284,Gegenstand::N,אוביקט,உருப்படி
285,Sache::N,דבר,பொருள்
286,Rand::N,פרור,தொங்கு
287,Kante::N,קצה,விளிம்பு
288,Ecke::N,פנה,மூலை
289,Spitze::N,קצה,முனை
290,Ende::N,סוף,முடிவு
291,Loch::N,חר,துளை
292,Winkel::N,פנה,கோணம்
293,Muster::N,תבנית,பாங்கு
294,Größe::N,גדל,அளவு
295,Länge::N,ארך,நீளம்
296,Höhe::N,קומה,உயரம்
297,Höhe::N,גבה,உயரம்
298,Gewicht::N,משקל,எடை
299,Menge::N,כמות,தொகை
300,Haufen::N,ערמה,குவியல்
301,Reihe::N,רצף,வரிசை
302,Boot::N,סירה,படகு
303,Ruder::N,משוט,துடுப்பு
304,Schlitten::N,מזחלת,சகடையிலா வண்டி
305,Ski::N,מגלשים,பனிச் சறுக்கல்
306,Lagerfeuer::N,מדורה,மூட்டம்
307,Last::N,משא,பாரம்
308,Gang::N,הליכה,நடை
309,Schritt::N,צעד,காலடி
310,Norden::N,צפון,வடக்கு
311,Süden::N,דרום,தெற்கு
312,Westen::N,מערב,மேற்கு திசை
313,Osten::N,מזרח,கிழக்கு
314,Holz::N,עץ,மரக்கட்டை
315,Brett::N,קרש,பலகை
316,Platte::N,לוח,பலகம்
317,Stütze::N,משען,அடைப்புகன்
318,Stange::N,מוט,கம்பம்
319,Stock::N,מקל,குச்சி
320,Stab::N,מוט,கம்பு
321,Rohr::N,צנור,குழாய்
322,Haus::N,בית,வீடு
323,Heim::N,בית,வீடு
324,Ofen::N,תנור,அடுப்பு
325,Fußboden::N,רצפה,தரை
326,Tisch::N,שלחן,மேசை
327,Stuhl::N,כסא,நாற்காலி
328,Wiege::N,ערש,தொட்டில்
329,Bett::N,מטה,படுக்கை
330,Regal::N,מדף,அலமாரி
331,Kiste::N,תבה,பெட்டி
332,Kiste::N,ארגז,பெட்டி
333,Fenster::N,חלון,சாளரம்
334,Tür::N,דלת,கதவு
335,Tor::N,שער,வாசற்கதவு
336,Zaun::N,גדר,வேலி
337,Dach::N,גג,கூரை
338,Leiter::N,סלם,ஏணி
339,Besen::N,מטאטא,விளக்குமாறு
340,Spaten::N,את,மண்வெட்டி
341,Schaufel::N,את,அடிதண்டா
342,Gabel::N,מזלג,முட்கரண்டி
343,Löffel::N,כף,கரண்டி
344,Messer::N,סכין,கத்தி
345,Nagel::N,מסמר,ஆணி
346,Netz::N,רשת,வலை
347,Haken::N,וו,கொக்கி
348,Haken::N,קרס,கொக்கி
349,Griff::N,ידית,கைப்பிடி
350,Schloss::N,מנעול,பூட்டு
351,Bild::N,תמונה,படம்
352,Figur::N,פסל,எண்ணிக்கை
353,Puppe::N,בבה,பொம்மை
354,Beutel::N,שק,பை
355,Bündel::N,צרור,பொதி
356,Tasche::N,שקית,பை
357,Eimer::N,דלי,வாளி
358,Deckel::N,מכסה,உறை
359,Geschirr::N,כלים,பாத்திரம்
360,Sack::N,שק,பை
361,Tasse::N,ספל,கிண்ணம்
362,Topf::N,סיר,பானை
363,Kessel::N,קנקן,கெண்டி
364,Essen::N,אכל,உணவருந்துதல்
365,Essen::N,ארוחה,உணவருந்துதல்
366,Nahrung::N,הזנה,உணவு
367,Nahrung::N,תזונה,உணவு
368,Speise::N,מאכל,உணவு வகை
369,Speise::N,ארוחה,உணவு வகை
370,Fleisch::N,בשר,இறைச்சி
371,Getreide::N,דגן,மக்காச்சோளம்
372,Brei::N,מחית,கஞ்சி
373,Brot::N,לחם,ரொட்டி
374,Scheibe::N,עגול,துண்டு
375,Scheibe::N,פרוסה,துண்டு
376,Fett::N,שמן,கொழுப்பு
377,Butter::N,חמאה,வெண்ணெய்
378,Öl::N,שמן,எண்ணெய்
379,Salz::N,מלח,உப்பு
380,Suppe::N,מרק,ரசம்
381,Honig::N,דבש,தேன்
382,Milch::N,חלב,பால்
383,Tee::N,תה,தெனீர்
384,Leder::N,עור,பதம் செய்யப்பட்ட தோல்
385,Wolle::N,צמר,கம்பளி
386,Stoff::N,בד,துணி
387,Stoff::N,אריג,துணி
388,Nadel::N,מחט,ஊசி
389,Faden::N,חוט,நூல்
390,Knopf::N,כפתור,பொத்தான்
391,Knoten::N,קשר,முடிச்சு
392,Farbe::N,צבע,வண்ணக் குழம்பு
393,Kleidung::N,בגדים,ஆடைகள்
394,Hemd::N,חלצה,சட்டை
395,Kragen::N,צוארון,கழுத்துப் பட்டை
396,Ärmel::N,שרוול,சட்டைக்கை
397,Hose::N,מכנסים,கால்சட்டை
398,Gürtel::N,חגורה,பெல்ட்
399,Mütze::N,כובע,தொப்பி
400,Schuh::N,נעל,காலணி
401,Stiefel::N,מגף,காலணி
402,Ring::N,טבעת,மோதிரம்
403,Band::N,סרט,நாடா
404,Kamm::N,מסרק,கீப்பு
405,Spiegel::N,מראה,ஆடி
406,Spiegel::N,מראה,கண்ணாடி
407,Riemen::N,רצועה,வார்
408,Schnur::N,חבל,கயிறு
409,Leine::N,מושכות,தோல்வார்
410,Decke::N,שמיכה,போர்வை
411,Kissen::N,כרית,தலையணை
412,Tuch::N,צעיף,துணி
413,Handtuch::N,מגבת,தண்டு
414,Kraft::N,כוח,நிர்பந்தம்
415,Stärke::N,און,பலம்
416,Gesundheit::N,בריאות,ஆரோக்கியம்
417,Krankheit::N,מחלה,நோய்
418,Schmerz::N,כאב,வலி
419,Wunde::N,פציעה,காயம்
420,Fieber::N,חם,காய்ச்சல்
421,Arznei::N,תרופה,மருந்து
422,Brücke::N,גשר,பாலம்
423,Brunnen::N,באר,கேணி
424,Weide::N,אחו,மேய்ச்சல் நிலம்
425,Weide::N,מרעה,மேய்ச்சல் நிலம்
426,Pfad::N,שביל,நடை வழி
427,Pfad::N,מדרכה,நடை வழி
428,Weg::N,דרך,வழி
429,Straße::N,כביש,சாலை
430,Dorf::N,כפר,கிராமம்
431,Stadt::N,עיר,நகரம்
432,Brief::N,מכתב,கடிதம்
433,Buch::N,ספר,புத்தகம்
434,Buchstabe::N,אות,எழத்து
435,Zeitung::N,עתון,செய்தித்தாள்
436,Leben::N,חיים,வாழ்க்கை
437,Tod::N,מות,மரணம்
438,Grab::N,קבר,சமாதி
439,Kirche::N,כנסיה,தேவாலயம்
440,Sünde::N,חטא,பாவம்
441,Gott::N,אל,கடவுள்
442,Arbeiter::N,פועל,தொழிலாளி
443,Chef::N,ראש,மேலாளர்
444,Chef::N,מנהל,மேலாளர்
445,Meister::N,ממחה,தலைவன்
446,Arzt::N,רופא,மருத்துவர்
447,Lehrer::N,מורה,ஆசிரியர்
448,Geld::N,כסף,பணம்
449,Geschäft::N,עסקה,வாணிபம்
450,Laden::N,חנות,கடை
451,Preis::N,מחיר,விலை
452,Ware::N,סחורה,சாமன்கள்
453,Nutzen::N,תועלת,இலாபம்
454,Reichtum::N,עשר,சொத்து
455,Welt::N,עולם,உலகம்
456,Land::N,ארץ,நாடு
457,Staat::N,מדינה,நாடு
458,König::N,מלך,அரசன்
459,Macht::N,כוח,அதிகாரம்
460,Grenze::N,גבול,எல்லை
461,Krieg::N,מלחמה,போர்
462,Feind::N,אויב,எதிரி
463,Gewalt::N,אלימות,வன்முறை
464,Kampf::N,קרב,போராட்டம்
465,Kampf::N,לחימה,போராட்டம்
466,Bogen[Waffe]::N,קשת,வில்
467,Pfeil::N,חץ,அம்பு
468,Gewehr::N,רובה,துப்பாக்கி
469,Fehler::N,טעות,தவறு
470,Lüge::N,שקר,பொய்
471,Schaden::N,נזק,சேதாரம்
472,Unglück::N,מזל רע,இடையூறு
473,Schuld::N,אשמה,குற்றம்
474,Alter::N,גיל,வயது
475,Schluss::N,סיום,முடிவு
476,Zeit::N,זמן,காலம்
477,Tag::N,יום,நாள்
478,Morgen::N,בקר,காலை நேரம்
479,Mittag::N,צהרים,மதியம்
480,Abend::N,ערב,மாலைப் பொழுது
481,Nacht::N,לילה,இரவு
482,Woche::N,שבוע,வாரம்
483,Monat::N,חדש,மாதம்
484,Jahr::N,שנה,வருடம்
485,Frühling::N,אביב,வசந்தம்
486,Sommer::N,קיץ,கோடை
487,Herbst::N,סתו,இலையுதிர் காலம்
488,Winter::N,חרף,குளிர்காலம்
489,Januar::N,ינואר,ஜனவரி
490,Februar::N,פברואר,பிபரவரி மாதம்
491,März::N,מרץ,மார்ச் மாதம்
492,April::N,אפריל,ஏப்ரல் மாதம்
493,Mai::N,מאי,மே மாதம்
494,Juni::N,יוני,ஜூன் மாதம்
495,Juli::N,יולי,ஜூலை மாதம்
496,August::N,אוגוסט,ஆகஸ்ட் மாதம்
497,September::N,ספטמבר,செப்டம்பர் மாதம்
498,Oktober::N,אוקטובר,அக்டோபர் மாதம்
499,November::N,נובמבר,நவம்பர் மாதம்
500,Dezember::N,דצמבר,டிசம்பர்
501,Montag::N,יום שני,திங்கட் கிழமை
502,Dienstag::N,יום שלישי,செவ்வாய்க்கிழமை
503,Mittwoch::N,יום רביעי,புதன் கிழமை
504,Donnerstag::N,יום חמישי,வியாழக் கிழமை
505,Freitag::N,יום ששי,வெள்ளிக்கிழமை
506,Samstag::N,יום שבת,சனிக்கிழமை
507,Sonntag::N,יום ראשון,ஞாயிறுக் கிழமை
508,groß::A,גדול,பெரிய
509,klein::A,קטן,சிறிய
510,lang::A,ארך,நீண்ட
511,kurz::A,קצר,குட்டையான
512,breit::A,רחב,அகலமான
513,schmal::A,צר,குறுகலான
514,dicht::A,צפוף,அடர்த்தியான
515,dick[Gegenstand]::A,עבה,தடித்த
516,dünn::A,דק,சன்னமான
517,fein::A,מעדן,மெல்லிய
518,fest::A,מוצק,உறுதியாள
519,flach::A,שטוח,தட்டையான
520,glatt::A,חלק,வழுவழுப்பான
521,hart::A,קשיח,கடினமான
522,weich::A,רך,மென்மையான
523,rund::A,עגל,உருண்டையான
524,spitz::A,חד,திகந்தமாக
525,scharf::A,חד,கூரான
526,stumpf::A,קהה,உளம் திறந்த
527,schwer::A,כבד,கனமான
528,schön::A,יפה,அழகான
529,heiß::A,חם,சூடான
530,warm::A,חם,இதமான
531,kalt::A,קר,குளிர்ச்சியான
532,kühl::A,צונן,குளிர்ச்சியான
533,frisch::A,טרי,சுத்தமான
534,feucht::A,לח,ஈரமான
535,nass::A,רטוב,ஈரமான
536,trocken::A,יבש,உலர்ந்த
537,voll::A,מלא,நிரம்பிய
538,leer::A,ריק,காலியான
539,offen::A,פתוח,திறந்த
540,geschlossen::A,סגור,மூடப்பட்ட
541,sauber::A,נקי,சுத்தமான
542,schmutzig::A,מלכלך,அழக்கான
543,roh::A,חי,கச்சா
544,reif::A,בשל,பழுத்த
545,lecker::A,טעים,சுவைமிக்க
546,süß::A,מתוק,இனிப்பான
547,bitter::A,מר,கசப்பான
548,sauer::A,חמוץ,புளிப்பாக
549,hell::A,בהיר,பளபளப்பான
550,dunkel::A,עמום,கருமையான
551,schwarz::A,שחר,கருப்பு வண்ண
552,weiß::A,לבן,வெண்மையன
553,rot::A,אדם,சிவப்பு
554,gelb::A,צהב,மஞ்சள் வண்ணம்
555,blau::A,כחל,நீல வண்ண
556,grün::A,ירק,பச்சை வண்ண
557,grau::A,אפר,சாம்பல் நிற
558,bunt::A,צבעוני,வண்ண மயமான
559,billig::A,זול,மலிவான
560,teuer::A,יקר,விலை அதிகமான
561,wertvoll::A,יקר ערך,மதிப்புள்ள
562,blind::A,עור,பார்வையற்ற
563,taub::A,חרש,செவிடான
564,kräftig::A,חסן,வலிமையான
565,stark::A,חזק,பலமான
566,schwach::A,חלש,பலவீனமான
567,fett::A,שמן,பருமனாக
568,schlank::A,רזה,ஒல்லியான
569,hübsch::A,יפה תאר,அழகிய
570,böse::A,רשע,கேடு விளைவிக்கும்
571,dumm::A,טפש,முட்டாள்தனமான
572,faul::A,עצלן,சோம்பலான
573,fleißig::A,חרוץ,ஊக்கந்தளராத
574,geizig::A,קמצן,கஞேசத்தனமான
575,klug::A,נבון,சாதுரியமான
576,klug::A,פקח,சாதுரியமான
577,geschickt::A,מימן,திறமையள்ள
578,lieb::A,יקר,அன்புக்குரிய
579,lieb::A,אהוב,அன்புக்குரிய
580,lustig::A,עליז,களிப்புமிக்க
581,sanft::A,עדין,சாதுவான
582,hungrig::A,רעב,பசியுடன்
583,krank::A,חולה,நோயுற்று
584,nackt::A,ערום,ஆடையற்ற
585,traurig::A,עצוב,சோகமான
586,lebendig::A,חי,பிழைப்பு
587,gut::A,טוב,நல்ல
588,schlecht::A,גרוע,கெட்ட
589,richtig::A,נכון,சரியான
590,schlimm::A,רע,அருவருப்பான
591,wahr::A,אמתי,உண்மையான
592,alt::A,ישן,பழைய
593,neu::A,חדש,புதிய
594,ehemalig::A,לשעבר,முன்நாள்
595,alt[Lebewesen]::A,זקן,வயதான
596,jung::A,צעיר,இளமையான
597,arm::A,עני,ஏழ்மையான
598,reich::A,עשיר,செல்வம் படைத்த
599,bekannt::A,ידוע,பழக்கப்பட்ட
600,berühmt::A,מפרסם,புகழ்பெற்ற
601,fremd::A,זר,அயல் நாட்டு
602,verschieden::A,שונה,வித்தியாசமான
603,nah::A,קרוב,பக்கத்தில் உள்ள
604,fern::A,רחוק,தொலை தூரத்தில்
605,linker::A,שמאלי,மீந்திருக்கும்
606,rechter::A,ימין,வலதுபக்கம்
607,anderer::A,אחר,மற்ற
608,erster::A,ראשון,முதனமையான
609,zweiter::A,שני,இரண்டாவது
610,dritter::A,שלישי,மூன்றாவது
611,letzter::A,אחרון,கடைசி
612,allein::ADV,לבד,தனியாக
613,auf einmal::ADV,בו-זמנית,தடீரென்று
614,zusammen::ADV,ביחד,சேர்ந்து
615,lange::ADV,הרבה זמן,அதிக நோம்
616,plötzlich::ADV,לפתע,தடீரென்று
617,plötzlich::ADV,פתאום,தடீரென்று
618,sofort::ADV,מיד,உடனடியாக
619,später::ADV,לאחר זמן,பிறகு
620,später::ADV,יותר מאחר,பிறகு
621,jetzt::ADV,עכשיו,இப்பொழது
622,heute::ADV,היום,இன்று
623,morgen::ADV,מחר,நாளைக்கு
624,bald::ADV,בקרוב,சீக்கிரம்
625,dann::ADV,אחר-כך,அப்பொழுது
626,gestern::ADV,אתמול,நேற்று
627,einst::ADV,לפנים,ஒரே முறை
628,damals::ADV,אז,அப்பொழுது
629,danach::ADV,אחר-כך,பிற்பாடு
630,vorher::ADV,לפני זה,முன்பாக
631,zuerst::ADV,קדם,முதலில்
632,einmal::ADV,פעם,ஒரே முறை
633,manchmal::ADV,לפעמים,சில நேரங்களில்
634,oft::ADV,לעתים קרובות,அடிக்கடி
635,immer::ADV,תמיד,எப்பொழுதும்
636,niemals::ADV,אף פעם,ஒருபோதும் இல்லை
637,hier::ADV,כאן,இங்கே
638,hierhin::ADV,פה,இவ்விடத்திற்கு
639,von hier::ADV,מפה,இனி
640,dort::ADV,שם,அங்கே
641,dorthin::ADV,שם,அவ்விடத்திற்கு
642,geradeaus::ADV,ישר,முன்னாலிருக்கும்
643,vorwärts::ADV,קדימה,முன்புறமாக
644,rückwärts::ADV,לאחור,பின்னோக்கி
645,zurück::ADV,בחזרה,பின்பக்கம்
646,zurück::ADV,אחורנית,பின்பக்கம்
647,unten::ADV,למטה,கீழாக
648,hinab::ADV,למטה,கீழ் நோக்கி
649,oben::ADV,מעל,மேலே
650,oben::ADV,למעלה,மேலே
651,hinauf::ADV,למעלה,மேலே
652,überall::ADV,בכל מקום,எல்லா இடத்திலும்
653,nicht::ADV,לא,இல்லை
654,ein wenig::ADV,קצת,கொஞ்சம்
655,kaum::ADV,בקשי,அரிதாக
656,sehr::ADV,מאוד,மிக்க
657,so::ADV,כך,மிகவும்
658,so::ADV,ככה,மிகவும்
659,noch::ADV,עוד,இப்பொழுதும்
660,noch::ADV,עדין,இப்பொழுதும்
661,nur::ADV,רק,மட்டும்
662,schon::ADV,כבר,ஏற்கனவே
663,wieder::ADV,שוב,மறுபடியும்
664,vergebens::ADV,לריק,வீண்
665,vergebens::ADV,לשוא,வீண்
666,vor::PRP,מול,முன்
667,hinter::PRP,מאחורי,பின்பக்கம்
668,unter::PRP,מתחת,கீழே
669,durch::PRP,דרך,ஊடே
670,neben::PRP,ליד,அடுத்து
671,neben::PRP,על-יד,அடுத்து
672,zwischen::PRP,בין,இடையில்
673,wegen::PRP,בשל,ஏனெனில்
674,wegen::PRP,בגלל,ஏனெனில்
675,dies::PRN,זה,இது
676,das::PRN,זה,அது
677,alles::PRN,הכל,ஒவ்வொன்றும்
