,Concept_ID,av,de
231,Gedanke::N,пикру,Gedanke
232,Verstand::N,лумалъи,Verstand
233,Verstand::N,цӏодорлъи,Verstand
234,Sinn::N,магӏна,Sinn
235,Grund::N,багьана,Grund
236,Wahrheit::N,ритӏухълъи,Wahrheit
237,Gespräch::N,накъит,Gespräch
238,Märchen::N,маргьа,Märchen
239,Erzählung::N,къиса,Erzählung
240,Nachricht::N,хабар,Nachricht
241,Neuigkeit::N,хабар-гӏазаб,Neuigkeit
242,Name::N,цӏар,Name
243,Rätsel::N,бицанкӏо,Rätsel
244,Rede::N,речь,Rede
245,Rede::N,калам,Rede
246,Sprache::N,мацӏ,Sprache
247,Stimme::N,гьаракь,Stimme
248,Wort::N,рагӏи,Wort
249,Zeichen::N,ишара,Zeichen
250,Zeichen::N,гӏаламат,Zeichen
251,Ruf::N,ахӏи,Ruf
252,Lärm::N,хъуй,Lärm
253,Lärm::N,хъуди,Lärm
254,Laut::N,гьаракь,Laut
255,Laut::N,сас,Laut
256,Lied::N,кечӏ,Lied
257,Ruhe::N,рахӏат,Ruhe
258,Leute::N,гӏадамал,Leute
259,Volk::N,халкъ,Volk
260,Arbeit::N,хӏалтӏи,Arbeit
261,Gast::N,гьобол,Gast
262,Geschenk::N,сайигъат,Geschenk
263,Spiel::N,хӏай,Spiel
264,Spiel::N,расанди,Spiel
265,Gesellschaft::N,жамагӏат,Gesellschaft
266,Hilfe::N,кумек,Hilfe
267,Freund::N,гьудул,Freund
268,Kamerad::N,гьалмагъ,Kamerad
269,Angelegenheit::N,къваригӏел,Angelegenheit
270,Anzahl::N,рикӏкӏен,Anzahl
271,Art::N,жинс,Art
272,Stück::N,кесек,Stück
273,Teil::N,пай,Teil
274,Hälfte::N,бащдаб,Hälfte
275,Kreis::N,гор,Kreis
276,Kreuz::N,хъанч,Kreuz
277,Linie::N,мухъ,Linie
278,Strich::N,хӏучч,Strich
279,Abstand::N,манзил,Abstand
280,Entfernung::N,манзил,Entfernung
281,Gegend::N,рахъ,Gegend
282,Platz::N,бакӏ,Platz
283,Ort::N,бакӏ,Ort
284,Seite::N,рахъ,Seite
285,Mitte::N,бакьулъбакӏ,Mitte
286,Gegenstand::N,жо,Gegenstand
287,Sache::N,жо,Sache
288,Rand::N,мицӏир,Rand
289,Kante::N,рагӏал,Kante
290,Kante::N,рагӏа-ракьан,Kante
291,Ecke::N,цили,Ecke
292,Spitze::N,тӏогь,Spitze
293,Ende::N,кӏал,Ende
294,Loch::N,каратӏ,Loch
295,Muster::N,накъиш,Muster
296,Größe::N,кӏодо́лъи,Größe
297,Länge::N,халалъи,Länge
298,Höhe::N,борхалъи,Höhe
299,Gewicht::N,бакӏлъи,Gewicht
300,Haufen::N,гъуни,Haufen
301,Reihe::N,ирга́,Reihe
302,Boot::N,раса,Boot
303,Ruder::N,раххан,Ruder
304,Schlitten::N,чанагъ,Schlitten
305,Ski::N,лыжаби,Ski
306,Lagerfeuer::N,цӏа,Lagerfeuer
307,Last::N,бакӏлъи,Last
308,Gang::N,хьвади,Gang
309,Gang::N,хьвада-чӏвади,Gang
310,Schritt::N,гали,Schritt
311,Norden::N,шимал,Norden
312,Süden::N,юг,Süden
313,Süden::N,къибла,Süden
314,Westen::N,гъарб,Westen
315,Westen::N,магъриб,Westen
316,Osten::N,шаркъ,Osten
317,Osten::N,машрикъ,Osten
318,Holz::N,цӏул,Holz
319,Brett::N,хъарщи,Brett
320,Platte::N,къоно,Platte
321,Stange::N,гӏер,Stange
322,Stock::N,тӏил,Stock
323,Stab::N,гӏер,Stab
324,Rohr::N,турба,Rohr
325,Haus::N,ригь,Haus
326,Haus::N,рукъзал,Haus
327,Heim::N,рукъ,Heim
328,Ofen::N,печь,Ofen
329,Fußboden::N,чӏабар,Fußboden
330,Tisch::N,стол,Tisch
331,Stuhl::N,бакӏу,Stuhl
332,Wiege::N,кини,Wiege
333,Bett::N,кровать,Bett
334,Regal::N,хъарщи,Regal
335,Kiste::N,ящик,Kiste
336,Kiste::N,тӏалагъуд,Kiste
337,Fenster::N,гордо,Fenster
338,Tür::N,нуцӏа,Tür
339,Tor::N,каву,Tor
340,Zaun::N,раци,Zaun
341,Dach::N,тӏох,Dach
342,Leiter::N,мали,Leiter
343,Besen::N,жул,Besen
344,Spaten::N,бел,Spaten
345,Schaufel::N,раххан,Schaufel
346,Gabel::N,гӏучӏ,Gabel
347,Löffel::N,гъуд,Löffel
348,Messer::N,нус,Messer
349,Nagel::N,магӏ,Nagel
350,Netz::N,гьин,Netz
351,Haken::N,гъанцӏа,Haken
352,Griff::N,гӏоркь,Griff
353,Schloss::N,кӏулал,Schloss
354,Bild::N,сурат,Bild
355,Puppe::N,нани,Puppe
356,Beutel::N,таргьа,Beutel
357,Bündel::N,къай,Bündel
358,Tasche::N,сумка,Tasche
359,Tasche::N,къвачӏа,Tasche
360,Eimer::N,ведро,Eimer
361,Deckel::N,тӏалъел,Deckel
362,Deckel::N,дадитӏалъел,Deckel
363,Geschirr::N,цӏарагӏ,Geschirr
364,Sack::N,хъап,Sack
365,Sack::N,къандалъо,Sack
366,Tasse::N,чашка,Tasse
367,Topf::N,хьаг,Topf
368,Kessel::N,хьаг,Kessel
369,Kessel::N,гереги,Kessel
370,Essen::N,тӏагӏам,Essen
371,Nahrung::N,квен,Nahrung
372,Speise::N,квен,Speise
373,Fleisch::N,гьан,Fleisch
374,Getreide::N,бугӏа-ролъ,Getreide
375,Getreide::N,могьолабл_культураби,Getreide
376,Brei::N,карщ,Brei
377,Brot::N,чед,Brot
378,Scheibe::N,мочӏу,Scheibe
379,Fett::N,беэнлъи,Fett
380,Butter::N,нах,Butter
381,Öl::N,нах,Öl
382,Salz::N,цӏам,Salz
383,Suppe::N,чурпа,Suppe
384,Honig::N,гьоцӏо,Honig
385,Milch::N,рахь,Milch
386,Tee::N,чай,Tee
387,Leder::N,тӏом,Leder
388,Wolle::N,квас,Wolle
389,Stoff::N,ххам,Stoff
390,Nadel::N,рокӏкӏен,Nadel
391,Faden::N,кун,Faden
392,Knopf::N,маргъал,Knopf
393,Knoten::N,гарацӏ,Knoten
394,Farbe::N,релъен,Farbe
395,Kleidung::N,ретӏел,Kleidung
396,Hemd::N,гурде,Hemd
397,Kragen::N,габур,Kragen
398,Ärmel::N,къвал,Ärmel
399,Hose::N,тӏажу,Hose
400,Gürtel::N,рачел,Gürtel
401,Mütze::N,тӏагъур,Mütze
402,Stiefel::N,этек,Stiefel
403,Stiefel::N,чакма,Stiefel
404,Ring::N,баргъич,Ring
405,Band::N,лента,Band
406,Kamm::N,гьоркьо,Kamm
407,Spiegel::N,матӏу,Spiegel
408,Riemen::N,рижу,Riemen
409,Decke::N,одея́ло,Decke
410,Kissen::N,къандалъо,Kissen
411,Tuch::N,квархьи,Tuch
412,Handtuch::N,беркӏалрацӏцӏ,Handtuch
413,Kraft::N,гуч,Kraft
414,Kraft::N,къуват,Kraft
415,Stärke::N,хӏалкӏвей,Stärke
416,Gesundheit::N,сахлъи́,Gesundheit
417,Krankheit::N,унти,Krankheit
418,Krankheit::N,щокълъи,Krankheit
419,Schmerz::N,унти,Schmerz
420,Wunde::N,ругъун,Wunde
421,Fieber::N,цӏа-кан,Fieber
422,Arznei::N,дару,Arznei
423,Brücke::N,кьо,Brücke
424,Brunnen::N,гъуй,Brunnen
425,Weide::N,рицӏцӏ,Weide
426,Weide::N,лъичӏирма,Weide
427,Weide::N,гӏурдаллъи,Weide
428,Weide::N,ри́цӏигъветӏ,Weide
429,Weide::N,рицӏцӏигъветӏ,Weide
430,Pfad::N,сухъмахъ,Pfad
431,Weg::N,нух,Weg
432,Straße::N,нух,Straße
433,Dorf::N,росу,Dorf
434,Stadt::N,шагьар,Stadt
435,Brief::N,кагъат,Brief
436,Brief::N,рисалат,Brief
437,Buch::N,тӏехь,Buch
438,Buchstabe::N,хӏарп,Buchstabe
439,Zeitung::N,газет,Zeitung
440,Leben::N,яшав,Leben
441,Tod::N,хвел,Tod
442,Grab::N,хоб,Grab
443,Kirche::N,килиса,Kirche
444,Sünde::N,хӏакъ,Sünde
445,Sünde::N,мунагь,Sünde
446,Gott::N,бичас,Gott
447,Gott::N,аллагь,Gott
448,Arbeiter::N,хӏалтӏухъан,Arbeiter
449,Chef::N,хӏаким,Chef
450,Chef::N,начальник,Chef
451,Meister::N,устар,Meister
452,Meister::N,мастер,Meister
453,Meister::N,махщалилав,Meister
454,Arzt::N,жайрахӏ,Arzt
455,Lehrer::N,мугӏалим,Lehrer
456,Geld::N,гӏарац,Geld
457,Laden::N,тукен,Laden
458,Preis::N,багьа,Preis
459,Ware::N,къайи,Ware
460,Nutzen::N,мунпагӏат,Nutzen
461,Reichtum::N,бечелъи,Reichtum
462,Welt::N,дуниял,Welt
463,Land::N,улка,Land
464,Land::N,икълим,Land
465,Staat::N,пачалихъ,Staat
466,König::N,пача,König
467,König::N,малик,König
468,König::N,къирал,König
469,König::N,падишагь,König
470,Macht::N,кверщел,Macht
471,Grenze::N,гӏорхъи,Grenze
472,Krieg::N,рагъ,Krieg
473,Feind::N,тушман,Feind
474,Gewalt::N,зулму,Gewalt
475,Kampf::N,къеркьей,Kampf
476,Bogen[Waffe]::N,газаргъо,Bogen
477,Pfeil::N,чӏор,Pfeil
478,Gewehr::N,туманкӏ,Gewehr
479,Fehler::N,гъалатӏ,Fehler
480,Lüge::N,гьереси,Lüge
481,Schaden::N,зиян,Schaden
482,Schaden::N,зарал,Schaden
483,Unglück::N,балагь,Unglück
484,Schuld::N,гӏайиб,Schuld
485,Alter::N,гӏумру,Alter
486,Schluss::N,ахир,Schluss
487,Zeit::N,заман,Zeit
488,Tag::N,къо,Tag
489,Morgen::N,радалмех,Morgen
490,Mittag::N,къадемех,Mittag
491,Abend::N,релъедамех,Abend
492,Nacht::N,сордо,Nacht
493,Woche::N,анкь,Woche
494,Monat::N,моцӏ,Monat
495,Jahr::N,сон,Jahr
496,Jahr::N,лъагӏел,Jahr
497,Frühling::N,их,Frühling
498,Sommer::N,рии,Sommer
499,Herbst::N,хасалихълъи,Herbst
500,Winter::N,кьин,Winter
501,Januar::N,январь,Januar
502,Februar::N,февра́ль,Februar
503,März::N,март,März
504,April::N,апрель,April
505,Mai::N,май,Mai
506,Juni::N,июнь,Juni
507,Juli::N,июль,Juli
508,August::N,август,August
509,September::N,сентябрь,September
510,Oktober::N,октябрь,Oktober
511,November::N,ноябрь,November
512,Dezember::N,декабрь,Dezember
513,Montag::N,итни,Montag
514,Dienstag::N,талат,Dienstag
515,Mittwoch::N,арбагӏ,Mittwoch
516,Donnerstag::N,хамиз,Donnerstag
517,Freitag::N,рузман,Freitag
518,Samstag::N,щамат,Samstag
519,Sonntag::N,гьатӏан,Sonntag
520,groß::A,кӏудияб,groß
521,klein::A,гьитӏинаб,klein
522,lang::A,халатаб,lang
523,kurz::A,къокъаб,kurz
524,breit::A,гӏебаб,breit
525,schmal::A,къваридаб,schmal
526,dicht::A,ризаб,dicht
527,dick[Gegenstand]::A,бицатаб,dick
528,dünn::A,тӏеренаб,dünn
529,fein::A,тӏеренаб,fein
530,fest::A,къвакӏараб,fest
531,flach::A,чӏепараб,flach
532,glatt::A,цӏвакараб,glatt
533,hart::A,кьварараб,hart
534,weich::A,тамахаб,weich
535,rund::A,гургинаб,rund
536,spitz::A,бегӏераб,spitz
537,scharf::A,рекӏараб,scharf
538,stumpf::A,тӏехӏараб,stumpf
539,stumpf::A,рекӏинчӏеб,stumpf
540,schwer::A,бакӏаб,schwer
541,schön::A,берцинаб,schön
542,heiß::A,лагьараб,heiß
543,warm::A,хинаб,warm
544,kalt::A,квачараб,kalt
545,kühl::A,квачараб,kühl
546,frisch::A,цӏияб,frisch
547,feucht::A,рагьараб,feucht
548,nass::A,би́ччараб,nass
549,trocken::A,бакъвараб,trocken
550,leer::A,чӏобогояб,leer
551,offen::A,рагьараб,offen
552,geschlossen::A,рахараб-къараб,geschlossen
553,sauber::A,бацӏцӏадаб,sauber
554,schmutzig::A,гъизараб,schmutzig
555,roh::A,хамаб,roh
556,roh::A,гӏатӏгояб,roh
557,reif::A,барщараб,reif
558,lecker::A,тӏагӏамаб,lecker
559,süß::A,гьуинаб,süß
560,bitter::A,кьогӏаб,bitter
561,sauer::A,цӏекӏаб,sauer
562,hell::A,канаб,hell
563,dunkel::A,бецӏаб,dunkel
564,schwarz::A,чӏегӏераб,schwarz
565,weiß::A,хъахӏаб,weiß
566,rot::A,багӏараб,rot
567,gelb::A,гӏобилаб,gelb
568,gelb::A,тӏогьилаб,gelb
569,blau::A,хъахӏилаб,blau
570,grün::A,гӏурччинаб,grün
571,grau::A,накӏкӏуяб,grau
572,bunt::A,къвекӏаб,bunt
573,bunt::A,чара-гъараб,bunt
574,billig::A,учузаб,billig
575,teuer::A,хири́яб,teuer
576,wertvoll::A,къиматаб,wertvoll
577,blind::A,беццаб,blind
578,taub::A,гъугъаб,taub
579,kräftig::A,гучаб,kräftig
580,stark::A,къуватаб,stark
581,schwach::A,гӏажизаб,schwach
582,fett::A,кьарияб,fett
583,schlank::A,чергесаб,schlank
584,hübsch::A,гьайбатаб,hübsch
585,böse::A,ракӏквешаб,böse
586,dumm::A,гьагаб,dumm
587,dumm::A,гӏантаб,dumm
588,faul::A,кӏохӏалаб,faul
589,faul::A,кӏухӏа́лаб,faul
590,fleißig::A,хӏаракатаб,fleißig
591,geizig::A,къарумаб,geizig
592,klug::A,лумияб,klug
593,geschickt::A,махщел бугев,geschickt
594,lieb::A,гӏазизаб,lieb
595,lustig::A,кепаб,lustig
596,sanft::A,хӏалимаб,sanft
597,sanft::A,хӏере́наб,sanft
598,hungrig::A,бакъараб,hungrig
599,krank::A,щокъаб,krank
600,krank::A,унтараб,krank
601,nackt::A,гӏицӏаб,nackt
602,nackt::A,чӏанкӏараб,nackt
603,traurig::A,пашманаб,traurig
604,lebendig::A,чӏагояб,lebendig
605,gut::A,лъикӏаб,gut
606,schlecht::A,къадараб,schlecht
607,richtig::A,битӏараб,richtig
608,schlimm::A,нажасаб,schlimm
609,schlimm::A,къабихӏаб,schlimm
610,wahr::A,хӏакъаб,wahr
611,wahr::A,битӏараб,wahr
612,alt::A,басрияб,alt
613,neu::A,цӏияб,neu
614,ehemalig::A,цебе́госеб,ehemalig
615,alt[Lebewesen]::A,хераб,alt
616,jung::A,тӏинчӏаб,jung
617,jung::A,гӏолохъанаб,jung
618,arm::A,пакъираб,arm
619,reich::A,бечедаб,reich
620,bekannt::A,лъалеб,bekannt
621,berühmt::A,машгьураб,berühmt
622,fremd::A,чияр,fremd
623,verschieden::A,батӏи-батӏияб,verschieden
624,nah::A,гӏагарда бугеб,nah
625,fern::A,рикӏкӏадаб,fern
626,linker::A,квегӏаб,linker
627,rechter::A,кваранаб,rechter
628,anderer::A,батӏияб,anderer
629,erster::A,тӏоцебесеб,erster
630,zweiter::A,кӏиабилеб,zweiter
631,dritter::A,лъабабилеб,dritter
632,letzter::A,ахирисеб,letzter
633,allein::ADV,ялгъузго,allein
634,auf einmal::ADV,цихӏинтӏаго,auf einmal
635,zusammen::ADV,цойида,zusammen
636,plötzlich::ADV,цойидасанго,plötzlich
637,sofort::ADV,гьебсагӏат,sofort
638,jetzt::ADV,гьанже,jetzt
639,heute::ADV,жакъа,heute
640,morgen::ADV,метер,morgen
641,bald::ADV,гьабсагӏаталъ,bald
642,dann::ADV,цинги,dann
643,gestern::ADV,сон,gestern
644,einst::ADV,цин,einst
645,damals::ADV,гьебмехалъ,damals
646,damals::ADV,гьебмехалда,damals
647,danach::ADV,цинги,danach
648,danach::ADV,хадуса,danach
649,vorher::ADV,цебе,vorher
650,zuerst::ADV,тӏоцебе,zuerst
651,einmal::ADV,цинцӏул,einmal
652,einmal::ADV,цихӏин,einmal
653,einmal::ADV,цоцӏул,einmal
654,manchmal::ADV,олоцӏул,manchmal
655,oft::ADV,гӏемерго,oft
656,immer::ADV,кидаго,immer
657,niemals::ADV,киданиги,niemals
658,hier::ADV,аниб,hier
659,hierhin::ADV,анибехун,hierhin
660,von hier::ADV,гьаниса,von hier
661,dort::ADV,гьениб,dort
662,dorthin::ADV,гьадаба,dorthin
663,geradeaus::ADV,битӏутӏа,geradeaus
664,vorwärts::ADV,цебехун,vorwärts
665,rückwärts::ADV,нахъ-нахъ,rückwärts
666,zurück::ADV,нахъе,zurück
667,unten::ADV,ахакь,unten
668,unten::ADV,гъоркь,unten
669,hinab::ADV,эхебе,hinab
670,oben::ADV,тӏад,oben
671,oben::ADV,тӏадехун,oben
672,hinauf::ADV,эхеде,hinauf
673,überall::ADV,кибго,überall
674,ein wenig::ADV,дагьабго,ein wenig
675,kaum::ADV,хӏалалъ,kaum
676,sehr::ADV,кутакалда,sehr
677,so::ADV,гьедин,so
678,noch::ADV,жеги,noch
679,nur::ADV,гӏӣцӏго,nur
680,wieder::ADV,на́хъеги,wieder
681,vergebens::ADV,чӏалгӏаде,vergebens
682,vor::PRP,цебе,vor
683,hinter::PRP,хадуса,hinter
684,unter::PRP,ахакь,unter
685,unter::PRP,гъоркь,unter
686,neben::PRP,аскӏо,neben
687,zwischen::PRP,гьоркьоб,zwischen
688,wegen::PRP,гьелда,wegen
689,dies::PRN,гьаб,dies
690,dies::PRN,гьеб,dies
691,das::PRN,доб,das
692,ich::PRN,дун,ich
693,du::PRN,дуца,du
694,er::PRN,доб,er
695,wir::PRN,ниж,wir
696,ihr::PRN,нуж,ihr
697,sie::PRN,дол,sie
698,sie::PRN,эл,sie
699,was::FPRN,щиб,was
700,wer::FPRN,щиб,wer
701,wo::FADV,киб,wo
702,wo::FADV,кибехун,wo
703,wohin::FADV,кибехун,wohin
704,wie::FADV,кин,wie
705,warum::FADV,щай,warum
706,wieviel::FNUM,кигӏан,wieviel
707,eins::NUM,цо,eins
708,zwei::NUM,кӏиго,zwei
709,drei::NUM,лъабго,drei
710,vier::NUM,ункъо,vier
711,fünf::NUM,щуго,fünf
712,sechs::NUM,анлъго,sechs
713,sieben::NUM,анкьго,sieben
714,acht::NUM,микьго,acht
715,neun::NUM,ичӏго,neun
716,zehn::NUM,анцӏго,zehn
717,elf::NUM,анцӏила цо,elf
718,zwölf::NUM,кӏиго-анцӏила,zwölf
719,zwanzig::NUM,къого,zwanzig
720,dreißig::NUM,лъеберго,dreißig
721,vierzig::NUM,кӏикъого,vierzig
722,fünfzig::NUM,кӏикъо́ялда анцӏго,fünfzig
723,sechzig::NUM,лъабкъого,sechzig
724,siebzig::NUM,лъабкъо́ялда анцӏго,siebzig
725,achtzig::NUM,ункъого,achtzig
726,neunzig::NUM,ункъоялда а́нцӏила,neunzig
727,hundert::NUM,нусго,hundert
728,tausend::NUM,азарго,tausend
729,und::CNJ,ва,und
730,und::CNJ,-ги,und
731,oder::CNJ,ялъуни,oder
732,stehen::V,бахъунчӏезе,stehen
733,sitzen::V,гӏодов чӏезе,sitzen
