,Concept_ID,is,sl
204,Mücke::N,mýfluga,komár
205,Fliege::N,fluga,múha
206,Schmetterling::N,fiðrildi,metúlj
207,Beere::N,ber,jágoda
208,Apfel::N,epli,jábolko
209,Pilz::N,sveppur,góba
210,Zwiebel::N,laukur,čebúla
211,Saat::N,fræ,séme
212,Saat::N,útsæði,séme
213,Korn::N,korn,zŕno
214,Heu::N,hey,senó
215,Schale::N,hýði,lupína
216,Grube::N,gryfja,jáma
217,Falle::N,gildra,pást
218,Schlinge::N,snara,zánka
219,Schlinge::N,snara,pêtlja
220,Spur::N,spor,sléd
221,Asche::N,aska,pepél
222,Dreck::N,óþverri,bláto
223,Eisen::N,járn,želézo
224,Gold::N,gull,zlató
225,Silber::N,silfur,srebró
226,Kohle::N,kol,ógel
227,Glas::N,gler,stêklo
228,Lehm::N,leir,ílo
229,Sand::N,sandur,pések
230,Mensch::N,maður,člôvek
231,Mensch::N,manneskja,člôvek
232,Mann::N,maður,móž
233,Mann::N,maður,môški
234,Mann::N,karlmaður,móž
235,Mann::N,karlmaður,môški
236,Frau::N,kona,gospá
237,Frau::N,kona,žénska
238,Kind::N,barn,déte
239,Kind::N,barn,otròk
240,Kind::N,krakki,déte
241,Kind::N,krakki,otròk
242,Junge::N,drengur,fànt
243,Junge::N,drengur,déček
244,Mädchen::N,stelpa,deklè
245,Mädchen::N,stelpa,déklica
246,Familie::N,fjölskylda,družína
247,Großvater::N,afi,dèd
248,Großvater::N,afi,dédek
249,Großmutter::N,amma,bábica
250,Eltern::N,foreldrar,stárši
251,Vater::N,faðir,ôče
252,Mutter::N,móðir,máma
253,Sohn::N,sonur,sín
254,Tochter::N,dóttir,hčí
255,Tochter::N,dóttir,hčérka
256,Bruder::N,bróðir,bràt
257,Schwester::N,systir,sêstra
258,Onkel::N,föðurbróðir,újec
259,Onkel::N,föðurbróðir,stríc
260,Tante::N,frænka,têta
261,Tante::N,frænka,strína
262,Tante::N,móðursystir,têta
263,Tante::N,móðursystir,strína
264,Ehemann::N,eiginmaður,móž
265,Ehemann::N,eiginmaður,sopróg
266,Ehefrau::N,eiginkona,žêna
267,Ehefrau::N,eiginkona,sopróga
268,Freude::N,gleði,rádost
269,Freude::N,gleði,vesêlje
270,Gelächter::N,hlátur,sméh
271,Gelächter::N,hlátur,grohòt
272,Glück::N,gæfa,sréča
273,Kummer::N,sorg,gorjé
274,Wunsch::N,ósk,žêlja
275,Lust::N,fýsn,poželênje
276,Lust::N,löngun,poželênje
277,Geist::N,andi,dúša
278,Gedanke::N,hugsun,mísel
279,Gedächtnis::N,minni,pámet
280,Verstand::N,vit,
281,Sinn::N,merking,pomèn
282,Sinn::N,merking,smísel
283,Grund::N,ástæða,vzròk
284,Wahrheit::N,sannleikur,resníca
285,Gespräch::N,samtal,pogóvor
286,Märchen::N,ævintýri,právljica
287,Erzählung::N,saga,povést
288,Nachricht::N,frétt,sporočílo
289,Neuigkeit::N,frétt,novóst
290,Name::N,nafn,imé
291,Rätsel::N,gáta,ugánka
292,Rede::N,ræða,góvor
293,Sprache::N,mál,jêzik
294,Sprache::N,tungumál,jêzik
295,Stimme::N,rödd,glás
296,Wort::N,orð,beséda
297,Zeichen::N,tákn,znák
298,Zeichen::N,merki,znák
299,Ruf::N,kall,klíc
300,Lärm::N,hávaði,hrúp
301,Lärm::N,hávaði,trúšč
302,Laut::N,hljóð,glás
303,Ton::N,tónn,tón
304,Lied::N,ljóð,pésem
305,Lied::N,söngur,pésem
306,Ruhe::N,ró,pokòj
307,Ruhe::N,kyrrð,pokòj
308,Leute::N,fólk,ljudjé
309,Volk::N,þjóð,národ
310,Arbeit::N,vinna,délo
311,Gast::N,gestur,gòst
312,Geschenk::N,gjöf,darílo
313,Spiel::N,leikur,ígra
314,Gesellschaft::N,selskapur,drúžba
315,Hilfe::N,hjálp,pomóč
316,Freund::N,vinur,prijátelj
317,Kamerad::N,félagi,továriš
318,Angelegenheit::N,mál,zadéva
319,Angelegenheit::N,málefni,zadéva
320,Anzahl::N,tala,števílo
321,Anzahl::N,fjöldi,števílo
322,Art::N,tegund,vŕsta
323,Stück::N,biti,kós
324,Stück::N,stykki,kós
325,Teil::N,hluti,dél
326,Teil::N,partur,dél
327,Hälfte::N,helmingur,polovíca
328,Kreis::N,hringur,króg
329,Kreis::N,hringur,kolobár
330,Kreuz::N,kross,kríž
331,Kreuz::N,krossmark,kríž
332,Linie::N,lína,próga
333,Strich::N,strik,čŕta
334,Abstand::N,millibil,preslédek
335,Entfernung::N,fjarlægð,oddáljenost
336,Gegend::N,hérað,kràj
337,Gegend::N,hérað,dežêla
338,Platz::N,pláss,prôstor
339,Ort::N,staður,mésto
340,Seite::N,hlið,bòk
341,Seite::N,hlið,strán
342,Mitte::N,miðja,sredína
343,Gegenstand::N,hlutur,prédmet
344,Sache::N,mál,réč
345,Sache::N,mál,stvár
346,Rand::N,brún,kràj
347,Kante::N,rönd,rób
348,Ecke::N,horn,vogál
349,Spitze::N,oddur,óst
350,Ende::N,endi,kônec
351,Loch::N,gat,lúknja
352,Loch::N,hola,lúknja
353,Winkel::N,skot,kót
354,Winkel::N,krókur,kót
355,Muster::N,munstur,vzórec
356,Größe::N,stærð,veličína
357,Länge::N,lengd,dolžína
358,Höhe::N,hæð,vršína
359,Gewicht::N,vigt,téža
360,Gewicht::N,þyngd,téža
361,Menge::N,magn,količína
362,Haufen::N,hrúga,kùp
363,Haufen::N,hrúga,kopíca
364,Haufen::N,haugur,kùp
365,Haufen::N,haugur,kopíca
366,Reihe::N,röð,níz
367,Reihe::N,röð,vŕsta
368,Boot::N,bátur,čóln
369,Ruder::N,ár,vêslo
370,Schlitten::N,sleði,saní
371,Ski::N,skíði,smučí
372,Lagerfeuer::N,varðeldur,táborni ôgenj
373,Last::N,byrði,tôvor
374,Last::N,farmur,tôvor
375,Gang::N,ganga,hòd
376,Schritt::N,skref,korák
377,Norden::N,norður,séver
378,Süden::N,suður,júg
379,Westen::N,vestur,zapàd
380,Osten::N,austur,vzhòd
381,Holz::N,viður,lés
382,Brett::N,fjöl,deskà
383,Platte::N,flötur,plôča
384,Stütze::N,stoð,opóra
385,Stütze::N,stoð,zaslómba
386,Stange::N,stöng,gréd
387,Stock::N,prik,pálica
388,Stock::N,stafur,pálica
389,Stab::N,prik,pálica
390,Stab::N,stafur,pálica
391,Rohr::N,rör,cév
392,Rohr::N,pípa,cév
393,Haus::N,hús,híša
394,Heim::N,heimili,dóm
395,Ofen::N,ofn,péč
396,Fußboden::N,gólf,pòd
397,Tisch::N,borð,míza
398,Stuhl::N,stóll,stòl
399,Wiege::N,vagga,zíbel
400,Bett::N,rúm,póstelja
401,Bett::N,hvíla,póstelja
402,Regal::N,hilla,políca
403,Kiste::N,kassi,zabòj
404,Fenster::N,gluggi,ôkno
405,Tür::N,dyr,vráta
406,Tür::N,hurð,vráta
407,Tor::N,hlið,velíka vráta
408,Zaun::N,girðing,ográja
409,Zaun::N,limgarður,ográja
410,Dach::N,þak,stréha
411,Leiter::N,stigi,léstev
412,Besen::N,sópur,mêtla
413,Spaten::N,spaði,lopáta
414,Schaufel::N,skófla,lopáta
415,Gabel::N,gaffall,vílice
416,Löffel::N,skeið,žlíca
417,Messer::N,hnífur,nòž
418,Nagel::N,nögl,žebèlj
419,Netz::N,net,mréža
420,Haken::N,krókur,kljúka
421,Griff::N,tak,ročáj
422,Griff::N,tak,oprijèm
423,Schloss::N,lás,ključávnica
424,Bild::N,mynd,slíka
425,Figur::N,stytta,figúra
426,Figur::N,stytta,postáva
427,Puppe::N,brúða,lútka
428,Beutel::N,poki,môšnja
429,Beutel::N,baggi,môšnja
430,Bündel::N,böggull,cúla
431,Bündel::N,böggull,svéženj
432,Tasche::N,veski,tórba
433,Tasche::N,veski,tobôlec
434,Eimer::N,fata,vêdro
435,Deckel::N,lok,pokròv
436,Deckel::N,lok,poklópec
437,Geschirr::N,leirtau,posóda
438,Sack::N,sekkur,vréča
439,Tasse::N,bolli,skodélica
440,Topf::N,pottur,lônec
441,Kessel::N,ketill,kôtel
442,Essen::N,matur,hrána
443,Nahrung::N,fæða,živílo
444,Speise::N,réttur,jéd
445,Speise::N,matarréttur,jéd
446,Fleisch::N,kjöt,mesó
447,Getreide::N,korn,žíto
448,Brei::N,grautur,káša
449,Brot::N,brauð,krùh
450,Scheibe::N,sneið,réženj
451,Fett::N,fita,mást
452,Fett::N,fita,maščôba
453,Butter::N,smjör,máslo
454,Öl::N,olía,ólje
455,Salz::N,salt,sól
456,Suppe::N,súpa,júha
457,Honig::N,hunang,méd
458,Milch::N,mjólk,mléko
459,Tee::N,te,čáj
460,Leder::N,skinn,úsnje
461,Wolle::N,ull,vólna
462,Stoff::N,dúkur,blagó
463,Nadel::N,nál,ígla
464,Faden::N,þráður,nít
465,Knopf::N,tala,gúmb
466,Knopf::N,hnappur,gúmb
467,Knoten::N,hnútur,vôzel
468,Farbe::N,málning,bárva
469,Kleidung::N,búningur,obléka
470,Kleidung::N,klæðnaður,obléka
471,Hemd::N,skyrta,srájca
472,Kragen::N,kragi,ovrátnik
473,Kragen::N,flibbi,ovrátnik
474,Ärmel::N,ermi,rokáv
475,Hose::N,buxur,hláče
476,Gürtel::N,belti,pás
477,Mütze::N,húfa,kápa
478,Mütze::N,húfa,čépica
479,Schuh::N,skór,čévelj
480,Stiefel::N,stígvél,škórenj
481,Ring::N,hringur,pŕstan
482,Band::N,band,trák
483,Kamm::N,greiða,glavník
484,Spiegel::N,spegill,zrcálo
485,Spiegel::N,spegill,ogledálo
486,Riemen::N,ól,jêrmen
487,Riemen::N,reim,jêrmen
488,Schnur::N,snúra,vŕvca
489,Leine::N,band,konôpec
490,Decke::N,teppi,odéja
491,Kissen::N,koddi,blazína
492,Tuch::N,klútur,pŕt
493,Tuch::N,klútur,rúta
494,Handtuch::N,þurrka,brisáča
495,Handtuch::N,handklæði,brisáča
496,Kraft::N,afl,síla
497,Kraft::N,kraftur,síla
498,Stärke::N,styrkur,jákost
499,Gesundheit::N,heilsa,zdrávje
500,Gesundheit::N,heilbrigði,zdrávje
501,Krankheit::N,sjúkdómur,bolézen
502,Schmerz::N,sársauki,ból
503,Schmerz::N,sársauki,bolečína
504,Wunde::N,sár,rána
505,Fieber::N,hitasótt,vročína
506,Arznei::N,lyf,lék
507,Arznei::N,lyf,zdravílo
508,Brücke::N,brú,móst
509,Brunnen::N,brunnur,vodnják
510,Weide::N,hagi,páša
511,Pfad::N,stígur,stezà
512,Weg::N,vegur,pót
513,Straße::N,gata,césta
514,Straße::N,stræti,césta
515,Dorf::N,þorp,vás
516,Stadt::N,borg,mésto
517,Brief::N,bréf,písmo
518,Buch::N,bók,knjíga
519,Buchstabe::N,bókstafur,čŕka
520,Zeitung::N,dagblað,čásnik
521,Leben::N,líf,življênje
522,Tod::N,dauði,smŕt
523,Grab::N,gröf,gròb
524,Kirche::N,kirkja,cérkev
525,Sünde::N,synd,gréh
526,Gott::N,guð,bóg
527,Arbeiter::N,verkamaður,délavec
528,Chef::N,yfirmaður,šéf
529,Meister::N,meistari,mójster
530,Arzt::N,læknir,zdravník
531,Lehrer::N,kennari,učítelj
532,Geld::N,peningar,denár
533,Geschäft::N,viðskipti,kupčíja
534,Laden::N,búð,trgovína
535,Laden::N,verslun,trgovína
536,Preis::N,verð,céna
537,Ware::N,vara,róba
538,Nutzen::N,gagn,príd
539,Reichtum::N,auður,bogástvo
540,Welt::N,veröld,svét
541,Land::N,land,dežêla
542,Staat::N,ríki,držáva
543,König::N,konungur,králj
544,Macht::N,vald,oblást
545,Grenze::N,landamæri,mêja
546,Krieg::N,stríð,vôjna
547,Feind::N,fjandmaður,sovrážnik
548,Gewalt::N,ofbeldi,nasílje
549,Kampf::N,bardagi,bòj
550,Kampf::N,bardagi,bórba
551,Bogen[Waffe]::N,bogi,lók
552,Pfeil::N,ör,puščíca
553,Gewehr::N,byssa,púška
554,Fehler::N,villa,zmóta
555,Lüge::N,lygi,láž
556,Schaden::N,skemmd,okvára
557,Unglück::N,óhamingja,nesréča
558,Schuld::N,sök,krívda
559,Alter::N,aldur,dôba
560,Schluss::N,lok,kônec
561,Schluss::N,endir,kônec
562,Zeit::N,tími,čàs
563,Tag::N,dagur,dán
564,Morgen::N,morgunn,jútro
565,Mittag::N,hádegi,póldan
566,Abend::N,kvöld,večér
567,Nacht::N,nótt,nóč
568,Woche::N,vika,téden
569,Monat::N,mánuður,mésec
570,Jahr::N,ár,léto
571,Frühling::N,vor,pomlád
572,Sommer::N,sumar,polétje
573,Herbst::N,haust,jesén
574,Winter::N,vetur,zíma
575,Januar::N,janúar,jánuar
576,Februar::N,február,fébruar
577,März::N,mars,márec
578,April::N,apríl,apríl
579,Mai::N,maí,máj
580,Juni::N,júní,júnij
581,Juli::N,júlí,júlij
582,August::N,ágúst,avgúst
583,September::N,september,septêmber
584,Oktober::N,október,október
585,November::N,nóvember,novêmber
586,Dezember::N,desember,decémber
587,Montag::N,mánudagur,ponedéljek
588,Dienstag::N,þriðjudagur,tôrek
589,Mittwoch::N,miðvikudagur,sréda
590,Donnerstag::N,fimmtudagur,četŕtek
591,Freitag::N,föstudagur,pétek
592,Samstag::N,laugardagur,sobóta
593,Sonntag::N,sunnudagur,nedélja
594,groß::A,stór,vêlik
595,klein::A,lítill,májhen
596,lang::A,langur,dólg
597,kurz::A,stuttur,krátek
598,breit::A,breiður,širòk
599,schmal::A,mjór,ózek
600,dicht::A,þéttur,góst
601,dick[Gegenstand]::A,þykkur,dêbel
602,dünn::A,þunnur,tánek
603,fein::A,fíngerður,drôben
604,fest::A,fastur,tŕden
605,flach::A,flatur,plán
606,flach::A,flatur,plòsk
607,glatt::A,háll,gládek
608,glatt::A,sléttur,gládek
609,hart::A,harður,tŕd
610,weich::A,mjúkur,mehák
611,rund::A,kringlóttur,okrógel
612,spitz::A,oddhvass,šílast
613,scharf::A,beittur,óster
614,stumpf::A,bitlaus,tóp
615,stumpf::A,bitlaus,skŕhan
616,schwer::A,þungur,têžek
617,schön::A,fagur,lép
618,schön::A,fagur,krásen
619,schön::A,fallegur,lép
620,schön::A,fallegur,krásen
621,heiß::A,heitur,vròč
622,warm::A,hlýr,tôpel
623,warm::A,heitur,tôpel
624,kalt::A,kaldur,mŕzel
625,kalt::A,kaldur,hláden
626,kühl::A,svalur,hláden
627,frisch::A,frískur,svéž
628,feucht::A,rakur,vlážen
629,feucht::A,þvalur,vlážen
630,nass::A,votur,móker
631,nass::A,blautur,móker
632,trocken::A,þurr,súh
633,voll::A,fullur,póln
634,leer::A,tómur,prázen
635,offen::A,opinn,odpŕt
636,geschlossen::A,lokaður,zapŕt
637,sauber::A,þrifinn,číst
638,sauber::A,þrifinn,líčen
639,schmutzig::A,óhreinn,umázan
640,schmutzig::A,sóðalegur,umázan
641,roh::A,hrár,suròv
642,reif::A,þroskaður,zrèl
643,lecker::A,ljúffengur,okúsen
644,süß::A,sætur,sládek
645,bitter::A,beiskur,grenák
646,sauer::A,súr,kísel
647,hell::A,bjartur,svetèl
648,dunkel::A,dimmur,temèn
649,schwarz::A,svartur,čŕn
650,weiß::A,hvítur,bél
651,rot::A,rauður,rdèč
652,gelb::A,gulur,žólt
653,gelb::A,gulur,rumèn
654,blau::A,blár,móder
655,grün::A,grænn,zelèn
656,grau::A,grár,sív
657,bunt::A,marglitur,písan
658,billig::A,ódýr,pocéni
659,teuer::A,dýr,drág
660,wertvoll::A,verðmætur,dragocén
661,blind::A,blindur,slép
662,taub::A,heyrnarlaus,glúh
663,kräftig::A,öflugur,močán
664,stark::A,sterkur,ják
665,schwach::A,veill,šíbek
666,fett::A,feitur,dêbel
667,schlank::A,grannur,vítek
668,schlank::A,spengilegur,vítek
669,hübsch::A,snotur,lép
670,hübsch::A,laglegur,lép
671,böse::A,illur,zèl
672,böse::A,illur,hudôben
673,böse::A,vondur,zèl
674,böse::A,vondur,hudôben
675,dumm::A,heimskur,glúp
676,dumm::A,heimskur,bédast
677,faul::A,latur,lén
678,fleißig::A,iðinn,marljív
679,geizig::A,nískur,škŕt
680,klug::A,hygginn,pámeten
681,geschickt::A,fimur,spréten
682,geschickt::A,laginn,spréten
683,lieb::A,kær,míl
684,lieb::A,kær,ljúb
685,lieb::A,ljúfur,míl
686,lieb::A,ljúfur,ljúb
687,lustig::A,kátur,vesél
688,sanft::A,blíður,láhek
689,hungrig::A,soltinn,láčen
690,hungrig::A,hungraður,láčen
691,krank::A,sjúkur,bolán
692,nackt::A,nakinn,nág
693,traurig::A,dapur,túžen
694,traurig::A,hryggur,túžen
695,lebendig::A,lifandi,žív
696,gut::A,góður,dóber
697,schlecht::A,slæmur,malopríden
698,schlecht::A,lélegur,malopríden
699,richtig::A,réttur,pravílen
700,schlimm::A,slæmur,húd
701,wahr::A,sannur,resníčen
702,alt::A,gamall,stàr
703,neu::A,nýr,nòv
704,ehemalig::A,fyrrverandi,nekdánji
705,alt[Lebewesen]::A,gamall,stàr
706,jung::A,ungur,mlád
707,arm::A,vesall,ubóg
708,arm::A,vesall,réven
709,arm::A,fátækur,ubóg
710,arm::A,fátækur,réven
711,reich::A,ríkur,bogàt
712,reich::A,auðugur,bogàt
713,bekannt::A,kunnugur,znán
714,berühmt::A,frægur,sláven
715,berühmt::A,frægur,znamenít
716,fremd::A,framandi,túj
717,fremd::A,ókunnugur,túj
718,verschieden::A,ýmis,razlíčen
719,nah::A,nálægur,blížnji
720,fern::A,fjarri,dáleč
721,fern::A,fjarlægur,dáleč
722,linker::A,vinstri,lévi
723,rechter::A,hægri,désni
724,anderer::A,annar,drúgi
725,erster::A,fyrsti,pŕvi
726,zweiter::A,annar,drúgi
727,dritter::A,þriðji,trétji
728,letzter::A,síðasti,poslédnji
729,allein::ADV,einn,sám
730,allein::ADV,aleinn,sám
731,auf einmal::ADV,allt í einu,obênem
732,zusammen::ADV,saman,skúpaj
733,lange::ADV,lengi,dólgo
734,plötzlich::ADV,skyndilega,náglo
735,plötzlich::ADV,skyndilega,nenádoma
736,sofort::ADV,strax,prècej
737,sofort::ADV,þegar í stað,prècej
738,später::ADV,seinna,poznêje
739,jetzt::ADV,nú,zdàj
740,jetzt::ADV,núna,zdàj
741,heute::ADV,í dag,dánes
742,morgen::ADV,á morgun,jútri
743,bald::ADV,brátt,kmálu
744,bald::ADV,bráðum,kmálu
745,dann::ADV,svo,nató
746,dann::ADV,síðan,nató
747,gestern::ADV,í gær,včéraj
748,einst::ADV,forðum,nékdaj
749,damals::ADV,þá,tedàj
750,damals::ADV,þá,takràt
751,damals::ADV,á þeim tímum,tedàj
752,damals::ADV,á þeim tímum,takràt
753,danach::ADV,á eftir því,potèm
754,vorher::ADV,áður,poprèj
755,zuerst::ADV,fyrst,spŕva
756,einmal::ADV,einu sinni,ênkrat
757,manchmal::ADV,stundum,včásih
758,oft::ADV,oft,pogósto
759,immer::ADV,alltaf,védno
760,immer::ADV,alltaf,zméraj
761,immer::ADV,sífellt,védno
762,immer::ADV,sífellt,zméraj
763,niemals::ADV,aldrei,nikdàr
764,hier::ADV,hér,tù
765,hier::ADV,hér,túkaj
766,hierhin::ADV,hingað,sèmkaj
767,von hier::ADV,héðan,od tú
768,dort::ADV,þar,tàm
769,dort::ADV,þarna,tàm
770,dorthin::ADV,þangað,tjà
771,geradeaus::ADV,beint áfram,rávno napréj
772,vorwärts::ADV,áfram,napréj
773,rückwärts::ADV,aftur á bak,zádaj
774,zurück::ADV,aftur,nazáj
775,zurück::ADV,til baka,nazáj
776,unten::ADV,niðri,dôli
777,unten::ADV,niðri,spôdaj
778,unten::ADV,fyrir neðan,dôli
779,unten::ADV,fyrir neðan,spôdaj
780,hinab::ADV,niður,dôl
781,hinab::ADV,niður eftir,dôl
782,oben::ADV,uppi,gôri
783,oben::ADV,uppi,zgôraj
784,hinauf::ADV,upp,gôr
785,hinauf::ADV,upp eftir,gôr
786,überall::ADV,alls staðar,povsód
787,nicht::ADV,ekki,ne
788,ein wenig::ADV,dálítið,málo
789,kaum::ADV,varla,kómaj
790,kaum::ADV,tæplega,kómaj
791,sehr::ADV,mjög,zeló
792,so::ADV,svo,takó
793,so::ADV,þannig,takó
794,noch::ADV,enn,še
795,noch::ADV,ennþá,še
796,nur::ADV,bara,samó
797,nur::ADV,aðeins,samó
798,schon::ADV,nú þegar,žè
799,wieder::ADV,aftur,spét
800,wieder::ADV,að nýju,spét
801,vergebens::ADV,árangurslaust,zamàn
802,vergebens::ADV,árangurslaust,zastónj
803,vor::PRP,fyrir,pred
804,hinter::PRP,bak við,za
805,hinter::PRP,aftur fyrir,za
806,unter::PRP,undir,pod
807,durch::PRP,gegnum,skózi
808,neben::PRP,hjá,kràj
809,neben::PRP,hjá,póleg
810,neben::PRP,við hliðina á,kràj
811,neben::PRP,við hliðina á,póleg
812,zwischen::PRP,milli,med
