,Concept_ID,sah,tr
772,verschieden::A,араас,farklı
773,nah::A,чугас,yakın
774,nah::A,чугас,bitişik
775,fern::A,ыраах,uzak
776,linker::A,хаҥас,sol
777,rechter::A,уҥа,sağ
778,anderer::A,атын,diğer
779,erster::A,маҥнайгы,ilk
780,erster::A,маҥнайгы,birinci
781,zweiter::A,иккис,ikinci
782,dritter::A,үһүс,üçüncü
783,letzter::A,тиһэх,son
784,letzter::A,тиһэх,sonuncu
785,allein::ADV,соҕотох,yalnız
786,allein::ADV,соҕотох,tek başına
787,auf einmal::ADV,биирдэ,birden
788,zusammen::ADV,холбуу,beraber
789,zusammen::ADV,холбуу,birlikte
790,lange::ADV,уһуннук,çok
791,lange::ADV,уһуннук,uzun
792,plötzlich::ADV,эмискэ,ansızın
793,plötzlich::ADV,эмискэ,birdenbire
794,sofort::ADV,тута,hemen
795,sofort::ADV,тута,derhal
796,später::ADV,хойут,daha sonra
797,jetzt::ADV,билигин,şimdi
798,heute::ADV,бүгүн,bugün
799,morgen::ADV,сарсын,yarın
800,bald::ADV,өтөр,yakında
801,dann::ADV,кэнна,sonra
802,gestern::ADV,бэҕэһээ,dün
803,einst::ADV,биир төгүл,eskiden
804,einst::ADV,арай биирдэ,eskiden
805,damals::ADV,оччоҕо,o zamanlar
806,danach::ADV,аары,sonradan
807,danach::ADV,аары,ondan sonra
808,danach::ADV,ол кэнниттэн,sonradan
809,danach::ADV,ол кэнниттэн,ondan sonra
810,vorher::ADV,урут,önce
811,vorher::ADV,урут,önceden
812,zuerst::ADV,маҥнай,ilk önce
813,einmal::ADV,биирдэ,bir defa
814,manchmal::ADV,арыт,bazan
815,oft::ADV,чаастатык,sık sık
816,oft::ADV,чаастатык,çok defa
817,immer::ADV,мэлдьи,daima
818,immer::ADV,мэлдьи,her zaman
819,niemals::ADV,хаһан да,asla değil
820,niemals::ADV,хаһан да,hiçbir zaman
821,hier::ADV,маныаха,burada
822,hierhin::ADV,бэттэх,buraya
823,von hier::ADV,мантан,buradan
824,dort::ADV,онно,orada
825,dort::ADV,онно,şurada
826,dorthin::ADV,онно,oraya
827,dorthin::ADV,онно,şuraya
828,geradeaus::ADV,быһа,doğru
829,geradeaus::ADV,быһаччы,doğru
830,vorwärts::ADV,инники,ileri
831,rückwärts::ADV,төттөру,geri
832,zurück::ADV,төттөрү,geriye
833,unten::ADV,аллара,aşağıda
834,hinab::ADV,аллара,aşağıya
835,oben::ADV,үөһэ,yukarıda
836,hinauf::ADV,өрө,yukarı
837,hinauf::ADV,өрө,yukarıya
838,hinauf::ADV,үөһэ,yukarı
839,hinauf::ADV,үөһэ,yukarıya
840,überall::ADV,бэйдиэ,her yerde
841,nicht::ADV,буолбатах,-mi-
842,nicht::ADV,буолбатах,değil
843,ein wenig::ADV,кыратык,biraz
844,kaum::ADV,нэһиилэ,dar
845,kaum::ADV,нэһиилэ,hemen hemen değil
846,sehr::ADV,бэрт,pek
847,sehr::ADV,бэрт,gayet
848,sehr::ADV,наһаа,pek
849,sehr::ADV,наһаа,gayet
850,so::ADV,оччо,öyle
851,so::ADV,оччо,böyle
852,so::ADV,оннук,öyle
853,so::ADV,оннук,böyle
854,noch::ADV,өссө,hâlâ
855,noch::ADV,өссө,henüz
856,nur::ADV,эрэ,ancak
857,nur::ADV,эрэ,yalnız
858,nur::ADV,сыччах,ancak
859,nur::ADV,сыччах,yalnız
860,schon::ADV,бэлиэр,çoktan
861,wieder::ADV,эмиэ,tekrar
862,wieder::ADV,эмиэ,yeniden
863,vergebens::ADV,таак,boşuna
864,vor::PRP,иннигэр,önünde
865,hinter::PRP,кэлин,arkasında
866,unter::PRP,-ҕа,altında
867,unter::PRP,оһох түгэҕэ,altında
868,durch::PRP,курдары,sayesinde
869,durch::PRP,курдары,ortasından
870,neben::PRP,аттыгар,yanında
871,zwischen::PRP,ыккардынан,arasında
872,wegen::PRP,уҥуортан,dolayı
873,dies::PRN,ити,bu
874,dies::PRN,бу,bu
875,das::PRN,били,o
876,das::PRN,били,şu
877,alles::PRN,барыта,hepsi
878,alles::PRN,барыта,her şey
879,ich::PRN,мин,ben
880,du::PRN,эн,sen
881,er::PRN,кнни,o
882,wir::PRN,биһиги,biz
883,ihr::PRN,эһиги,siz
884,sie::PRN,кинилэр,onlar
885,was::FPRN,туох,ne
886,wer::FPRN,ким,kim
887,wo::FADV,ханна,nerede
888,wohin::FADV,ханна,nereye
889,wie::FADV,хайдах,nasıl
890,warum::FADV,тоҕо,neden
891,wieviel::FNUM,төһө,kaç
892,wieviel::FNUM,төһө,ne kadar
893,eins::NUM,биир,bir
894,zwei::NUM,икки,iki
895,drei::NUM,үс,üç
896,vier::NUM,түөрт,dört
897,fünf::NUM,биэс,beş
898,sechs::NUM,алта,altı
899,sieben::NUM,сэттэ,yedi
900,acht::NUM,аҕыс,sekiz
901,neun::NUM,тоҕус,dokuz
902,zehn::NUM,уон,on
903,elf::NUM,уон биир,on bir
904,zwölf::NUM,уон икки,on iki
905,zwanzig::NUM,сүүрбэ,yirmi
906,dreißig::NUM,отут,otuz
907,vierzig::NUM,түөрт уон,kırk
908,fünfzig::NUM,биэс уон,elli
909,sechzig::NUM,алта уон,altmış
910,siebzig::NUM,сэттэ уон,yetmiş
911,achtzig::NUM,аҕыс уон,seksen
912,neunzig::NUM,тоҕус уонус,doksan
913,hundert::NUM,сүүс,yüz
914,tausend::NUM,тыһыынча,bin
915,und::CNJ,да,ve
916,und::CNJ,да,ile
917,und::CNJ,уонна,ve
918,und::CNJ,уонна,ile
919,und::CNJ,итиэннэ,ve
920,und::CNJ,итиэннэ,ile
921,oder::CNJ,эбэтэр,ya
922,oder::CNJ,эбэтэр,yahut
923,stehen::V,тур,durmak
924,sitzen::V,олор,oturmak
925,liegen::V,сыт,yatmak
926,hängen::V,санньылый,asılı olmak
927,werden::V,буол,olmak
928,werden::V,буол,olunmak
929,passieren::V,буол,olmak
930,beginnen::V,саҕалан,başlamak
931,enden::V,бүт,bitmek
932,enden::V,бүт,sona ermek
933,wechseln::V,уларый,değişmek
934,aufgehen[Sonne]::V,ой,doğmak
935,untergehen[Sonne]::V,киир,batmak
936,scheinen[Sonne]::V,сырдат,parlamak
937,donnern::V,эт,gök gürlemek
938,wehen::V,үр,esmek
939,strömen::V,кутулун,akmak
940,fließen::V,сүүр,akmak
941,sich drehen::V,эргий,dönmek
942,schwanken::V,биэтэҥнээ,sallanmak
943,schwingen::V,эйэҥнээ,titremek
944,fallen::V,оҕут,düşmek
945,brennen::V,умай,yanmak
946,rauchen::V,буруолаа,tütmek
947,regnen::V,самыырдаа,yağmak
948,gefrieren::V,тоҥ,donmak
949,tauen::V,ир,erimek
950,schmelzen::V,уулун,erimek
951,trocknen::V,куур,kurumak
952,sieden::V,оргуй,kaynamak
953,faulen::V,сытый,çürümek
954,verfaulen::V,сытыйан_хаал,çürümek
955,reißen::V,хайыт,yırtılmak
956,reißen::V,быһытталан,yırtılmak
957,versinken::V,тимир,batmak
958,versinken::V,батылын,batmak
959,vergehen::V,дьай,geçmek
960,erscheinen::V,көһүн,görünmek
961,verschwinden::V,сүт,kaybolmak
962,sinken::V,намтаа,inmek
963,abnehmen::V,аччаа,azalmak
964,zunehmen::V,элбээ,artmak
965,zunehmen::V,элбээ,çoğalmak
966,steigen::V,үрдээ,artmak
967,steigen::V,үрдээ,yükselmek
968,wachsen::V,үүн,büyümek
969,wachsen::V,үүн,gelişmek
970,glänzen::V,кылбай,parlamak
971,funkeln::V,күлүмнээ,parıldamak
972,funkeln::V,күлүмүрдээ,parıldamak
973,lärmen::V,тыаһаа,gürültü yapmak
974,läuten::V,собуоннаа,çalmak
975,klingeln::V,линкинээ,zil çalmak
976,klirren::V,айгырат,şakırdamak
977,klirren::V,айгырат,zangırdamak
978,brausen::V,сирилээ,köpürmek
979,brausen::V,сирилээ,kükremek
980,rauschen::V,суугунаа,fışırdamak
981,klingen::V,доргуй,tınlamak
982,bellen::V,үр,havlamak
983,heulen::V,улуй,ulumak
984,blasen::V,үр,üflemek
985,pfeifen::V,иһиир,düdük çalmak
986,schreien::V,кылан,bağırmak
987,schreien::V,кылан,haykırmak
988,schreien::V,хаһыытаа,bağırmak
989,schreien::V,хаһыытаа,haykırmak
990,stöhnen::V,ынчыктаа,inlemek
991,zittern::V,титирээ,titremek
992,zittern::V,дьигиһий,titremek
993,leben::V,олор,yaşamak
994,leben::V,олор,hayatta olmak
995,geboren werden::V,төрөө,doğmak
996,atmen::V,тыын,solunmak
997,atmen::V,тыын,nefes almak
998,trinken::V,ис,içmek
999,essen::V,аһаа,yemek
1000,schlucken::V,ыйыһын,yutmak
1001,müde werden::V,сылай,yorulmak
1002,einschlafen::V,утуйан хаал,uykuya dalmak
1003,schlafen::V,утуй,uyumak
1004,schlafen::V,утуйа сыт,uyumak
1005,aufwachen::V,уһугун,uyanmak
1006,aufstehen::V,тур,kalkmak
1007,aufstehen::V,тур,yataktan kalkmak
1008,sich erholen::V,сынньан,dinlenmek
1009,krank werden::V,ыарый,hastalanmak
1010,krank sein::V,ыарый,hasta olmak
1011,krank sein::V,ыарыт,hasta olmak
1012,schmerzen::V,ыарыт,ağrımak
1013,husten::V,сөтөлүн,öksürmek
1014,genesen::V,көн,şifa bulmak
1015,sterben::V,өл,ölmek
1016,sterben::V,өл,vefat etmek
1017,umkommen::V,өл,ölmek
1018,umkommen::V,оҕут,ölmek
1019,sich bewegen::V,хамсаа,hareket etmek
1020,sich rühren::V,хамсаа,kımıldanmak
1021,sich erheben::V,тур,kalkmak
1022,sich erheben::V,тур,ayağa kalkmak
1023,sich setzen::V,олор,oturmak
1024,hinfallen::V,оҕут,yere düşmek
1025,laufen::V,хаам,yürümek
1026,schreiten::V,атыллаа,yürümek
1027,schreiten::V,атыллаа,adım atmak
1028,spazierengehen::V,дьаарбай,gezmek
1029,spazierengehen::V,дьаарбай,dolaşmak
1030,eilen::V,тиэтэй,seğirtmek
1031,sich beeilen::V,ыксаа,acele etmek
1032,sausen::V,элээр,hızla gitmek
1033,rennen::V,сүүрэкэлээ,koşmak
1034,springen::V,ой,atlamak
1035,springen::V,ой,sıçramak
1036,springen::V,ыстан,atlamak
1037,springen::V,ыстан,sıçramak
1038,klettern::V,ытын,tırmanmak
1039,schaukeln::V,эйэҥнээ,sallanmak
1040,schaukeln::V,биэрэҥнээ,sallanmak
1041,kriechen::V,сыыл,sürünmek
1042,schwimmen::V,уһун,yüzmek
1043,schwimmen::V,харбаа,yüzmek
1044,tauchen::V,умус,dalmak
1045,rudern::V,эрт,kürek çekmek
1046,fahren::V,айаннаа,gitmek
1047,fliegen::V,көт,uçmak
1048,gehen::V,бар,gitmek
1049,weggehen::V,бар,gitmek
1050,abfahren::V,бар,kalkmak
1051,anhalten::V,тохтоо,durmak
1052,hineingehen::V,киир,içeri girmek
1053,eintreten::V,киир,girmek
1054,kommen::V,кэл,gelmek
1055,ankommen::V,кэл,varmak
1056,ankommen::V,тиий,varmak
1057,zurückkommen::V,төнүн,dönmek
1058,bleiben::V,хаал,kalmak
1059,warten::V,көһүт,beklemek
1060,erwarten::V,күүт,beklemek
1061,erwarten::V,көһүт,beklemek
1062,suchen::V,ирдээ,aramak
1063,suchen::V,көрдөө,aramak
1064,finden::V,бул,bulmak
1065,versuchen::V,сорун,denemek
1066,vorbereiten::V,бэлэмнээ,hazırlamak
1067,lieben::V,таптаа,sevmek
1068,mögen::V,сөбүл,beğenmek
1069,lachen::V,күл,gülmek
1070,rühren::V,долгут,dokunmak
1071,rühren::V,долгут,duygulandırmak
1072,weinen::V,ытаа,ağlamak
1073,schimpfen::V,үөҕүс,küfretmek
1074,sich ärgern::V,кыыһыр,kızmak
1075,sich ärgern::V,кыйахан,kızmak
1076,sich fürchten::V,куттан,korkmak
1077,sich fürchten::V,дьиксин,korkmak
1078,fürchten::V,дьиксин,korkmak
1079,fürchten::V,куттан,korkmak
1080,fliehen::V,күрээ,kaçmak
1081,flüchten::V,күрээ,kaçmak
1082,sehen::V,көр,görmek
1083,anschauen::V,көр,seyretmek
1084,ansehen::V,көр,bakmak
1085,hören::V,бил,duymak
1086,hören::V,бил,işitmek
1087,hören::V,иһит,duymak
1088,hören::V,иһит,işitmek
1089,zuhören::V,иһит,dinlemek
1090,probieren::V,боруобалаан көр,denemek
1091,probieren::V,боруобалаан көр,tadına bakmak
1092,probieren::V,амсайан көр,denemek
1093,probieren::V,амсайан көр,tadına bakmak
1094,riechen::V,сытырҕаа,kokusunu almak
1095,fühlen::V,бил,duymak
1096,fühlen::V,бил,hissetmek
1097,scheinen::V,көһүн,görünmek
1098,zu sehen sein::V,көһүн,görünmek
1099,vernehmen::V,иһит,haber almak
1100,frieren::V,тоҥ,üşümek
1101,frieren::V,үлүй,üşümek
1102,tun::V,гын,etmek
1103,tun::V,гын,yapmak
1104,können::V,кыай,bilmek
1105,wollen::V,баҕар,istemek
1106,anfangen::V,саҕалаа,başlamak
1107,beenden::V,бүтэр,bitirmek
1108,aufhören::V,уурай,bitmek
1109,gelingen::V,сатан,başarmak
1110,geraten::V,баар буолан биэр,düşmek
1111,geraten::V,баар буола тус,düşmek
1112,geraten::V,буолан таҕыс,düşmek
1113,öffnen::V,ас,açmak
1114,schließen::V,сап,kapamak
1115,schließen::V,хатаа,kapamak
1116,stellen::V,уур,koymak
1117,stellen::V,туруор,koymak
1118,setzen::V,туруор,koymak
1119,setzen::V,туруор,oturtmak
1120,setzen::V,уур,koymak
1121,setzen::V,уур,oturtmak
1122,legen::V,уур,koymak
1123,legen::V,уур,yatırmak
1124,berühren::V,тыыт,dokunmak
1125,berühren::V,таарый,dokunmak
1126,verbinden::V,кэлгий,bağlamak
1127,verbinden::V,кэлгий,birleştirmek
1128,bedecken::V,бүрүй,örtmek
1129,bedecken::V,бүрүй,kaplamak
1130,aufhängen::V,ыйаа,asmak
1131,anzünden::V,умат,yakmak
1132,anzünden::V,умат,ateşlemek
1133,aufheben::V,өрө тарт,kaldırmak
1134,zurücklassen::V,бырах,geride bırakmak
1135,verlieren::V,сүтэр,yitirmek
1136,verlieren::V,сүтэр,kaybetmek
1137,fallen lassen::V,түһэр,düşürmek
1138,fallen lassen::V,мүлчү тут,düşürmek
1139,machen::V,оҥор,yapmak
1140,machen::V,оҥоһун,yapmak
1141,herstellen::V,оҥор,yapmak
1142,herstellen::V,оҥор,imal etmek
1143,bauen::V,тут,kurmak
1144,bauen::V,тут,inşa etmek
1145,reparieren::V,абырахтаа,onarmak
1146,reparieren::V,абырахтаа,tamir etmek
1147,verbessern::V,тупсар,düzeltmek
1148,ändern::V,уларыт,değiştirmek
1149,graben::V,хас,kazmak
1150,beugen::V,бокут,eğmek
1151,beugen::V,токурут,eğmek
1152,beugen::V,бүк баттаа,eğmek
1153,biegen::V,иэх,bükmek
1154,biegen::V,өҕүлүннэр,bükmek
1155,drehen::V,эргит,çevirmek
1156,drehen::V,эргит,döndürmek
1157,drehen::V,эргичит,çevirmek
1158,drehen::V,эргичит,döndürmek
1159,wenden::V,эргилин,çevirmek
1160,umdrehen::V,түҥнэр,çevirmek
1161,heben::V,көтөх,kaldırmak
1162,hochheben::V,таһаар,yukarı kaldırmak
1163,ergreifen::V,тут,tutmak
1164,ergreifen::V,тут,yakalamak
1165,halten::V,тут,tutmak
1166,drücken::V,ык,sıkmak
1167,schieben::V,ас,itmek
1168,schieben::V,ас,sürmek
1169,kratzen::V,кыһыы,kaşımak
1170,lecken::V,салаа,yalamak
1171,beißen::V,ытыр,ısırmak
1172,abreißen::V,быһа тарт,koparmak
1173,abreißen::V,туура тарт,koparmak
1174,abschneiden::V,быс,keserek ayırmak
1175,abschneiden::V,быһан ыл,keserek ayırmak
1176,abschneiden::V,быһа баттаа,keserek ayırmak
1177,binden::V,кэлгий,bağlamak
1178,stecken::V,батары ас,sokmak
1179,brechen::V,тоһут,kırmak
1180,klopfen::V,тоҥсуй,çalmak
1181,hauen::V,оҕус,vurmak
1182,kleben::V,силимнээ,yapıştırmak
1183,reiben::V,аал,ovmak
1184,reiben::V,аал,sürtmek
1185,streichen::V,сыбаа,sürmek
1186,schleifen::V,чочуй,bilemek
1187,schneiden::V,быс,kesmek
1188,rütteln::V,иэҕэҥнэт,sallamak
1189,schütteln::V,сахсый,sarsmak
1190,schütteln::V,сахсый,çalkamak
1191,schwenken::V,дайбаа,sallamak
1192,schütten::V,кут,dökmek
1193,schütten::V,кут,akıtmak
1194,füllen::V,толор,doldurmak
1195,einwickeln::V,суулаа,sarmak
1196,tragen::V,ит,taşımak
1197,schleppen::V,сос,sürüklemek
1198,ziehen::V,тарт,çekmek
1199,aufbewahren::V,уур,saklamak
1200,aufbewahren::V,харай,saklamak
1201,werfen::V,бырах,atmak
1202,fangen::V,хап,tutmak
1203,fangen::V,хап,yakalamak
1204,packen::V,тут,tutmak
1205,packen::V,тут,yakalamak
1206,verstecken::V,саһыар,saklamak
1207,teilen::V,үллэр,bölmek
1208,teilen::V,үллэр,ayırmak
1209,schicken::V,ыыт,yollamak
1210,schicken::V,ыыт,göndermek
1211,bringen::V,аҕал,getirmek
1212,hinzufügen::V,эп,katmak
1213,hinzufügen::V,эп,eklemek
1214,bekommen::V,ыл,almak
1215,bekommen::V,ыл,eline geçmek
1216,bekommen::V,булун,almak
1217,bekommen::V,булун,eline geçmek
1218,erhalten::V,ыл,almak
1219,nehmen::V,ыл,almak
1220,wählen::V,быыбардаа,seçmek
1221,auswählen::V,тал,seçmek
1222,auswählen::V,тал,ayırmak
1223,bewahren::V,харай,korumak
1224,behindern::V,мэһэйдээ,engellemek
1225,verderben::V,буорту гын,bozmak
1226,beschädigen::V,алдьат,zedelemek
1227,beschädigen::V,алдьат,ziyan vermek
1228,zerbrechen::V,үлтүрүт,kırmak
1229,zerreißen::V,хайыта тарт,yırtmak
1230,zerstören::V,алдьат,yıkmak
1231,zerstören::V,алдьат,tahrip etmek
1232,verbrennen::V,уоттаа,yakmak
1233,geben::V,биэр,vermek
1234,reichen::V,аҕал,uzatmak
1235,schenken::V,бэлэхтээ,hediye etmek
1236,versprechen::V,эрэннэр,vaat etmek
1237,wünschen::V,баҕар,kutlamak
1238,loben::V,хайҕаа,övmek
1239,küssen::V,уураа,öpmek
1240,wiegen::V,бигээ,sallamak
1241,zudecken::V,сап,örtmek
1242,zudecken::V,бүрүй,örtmek
1243,wecken::V,уһугуннар,uyandırmak
1244,zeigen::V,көрдөр,göstermek
1245,führen::V,салай,gezdirmek
1246,führen::V,салай,yol göstermek
1247,lehren::V,үөрэт,okutmak
1248,lehren::V,үөрэт,öğretmek
1249,unterrichten::V,үөрэт,öğretmek
1250,aufziehen::V,иит,yetiştirmek
1251,leiten::V,салай,yönetmek
1252,leiten::V,салай,idare etmek
1253,antreiben::V,кыһай,teşvik etmek
1254,lassen::V,күһэй,-tırmak
1255,einladen::V,ыҥыр,davet etmek
1256,vereinigen::V,холбоо,birleştirmek
1257,vereinigen::V,түм,birleştirmek
1258,besuchen::V,сырыт,uğramak
1259,besuchen::V,сырыт,ziyaret etmek
1260,besuchen::V,сырыт,görmeye gitmek
1261,besuchen::V,билсэ сырыт,uğramak
1262,besuchen::V,билсэ сырыт,ziyaret etmek
1263,besuchen::V,билсэ сырыт,görmeye gitmek
1264,treffen::V,көрүс,rastlamak
1265,treffen::V,көрүс,isabet etmek
1266,sich versammeln::V,мүһүн,toplanmak
1267,sich versammeln::V,түмүс,toplanmak
1268,spielen::V,оонньоо,oynamak
1269,singen::V,ыллаа,söylemek
1270,singen::V,ыллаа,şarkı söylemek
1271,tanzen::V,үҥкүүлээ,oynamak
1272,tanzen::V,үҥкүүлээ,dans etmek
1273,sich trennen::V,араҕыс,ayrılmak
1274,verlassen::V,хааллар,bırakmak
1275,verlassen::V,хааллар,terk etmek
1276,retten::V,өрүһүй,kurtarmak
1277,bewachen::V,араҥаччылаа,gözetmek
1278,schützen::V,көмүскээ,korumak
1279,verteidigen::V,көмүскээ,savunmak
1280,sich schlagen::V,охсус,dövüşmek
1281,schießen::V,ытыалаа,ateş etmek
1282,siegen::V,хот,yenmek
1283,siegen::V,кыай,yenmek
1284,ärgern::V,кыыһырт,kızdırmak
1285,schlagen::V,оҕус,dövmek
1286,treten::V,тэп,tepmek
1287,stechen::V,кэй,sokmak
1288,stechen::V,кэй,batırmak
1289,stoßen::V,кэп,itmek
1290,stoßen::V,үтүрүй,itmek
1291,stehlen::V,уор,çalmak
1292,stören::V,мэһэйдээ,bozmak
1293,stören::V,мэһэйдээ,etkilemek
1294,belästigen::V,батар,rahatsız etmek
1295,verbergen::V,кистээ,saklamak
1296,täuschen::V,албыннаа,aldatmak
1297,betrügen::V,албыннаа,aldatmak
1298,betrügen::V,албыннаа,dolandırmak
1299,töten::V,өлөр,öldürmek
1300,wohnen::V,олор,oturmak
1301,arbeiten::V,үлэлээ,çalışmak
1302,sammeln::V,мус,toplamak
1303,sammeln::V,хомуй,toplamak
1304,pflücken::V,үргээ,koparmak
1305,jagen::V,бултаа,avlanmak
1306,fischen::V,балыктаа,balık tutmak
1307,fassen::V,тут,tutmak
1308,fassen::V,тут,yakalamak
1309,hüten::V,манаа,otlatmak
1310,treiben::V,үүр,gütmek
1311,anbinden::V,баай,bağlamak
1312,füttern::V,аһат,beslemek
1313,melken::V,ыа,sağmak
1314,hacken::V,кэрт,yarmak
1315,gießen::V,сиигирт,sulamak
1316,reifen::V,бус,olgunlaşmak
1317,zubereiten::V,бэлэмнээ,hazırlamak
1318,kochen::V,буһар,pişirmek
1319,kochen::V,буһар,kaynatmak
1320,backen::V,буһар,pişirmek
1321,backen::V,буһар,fırında pişirmek
1322,braten::V,хооруй,kızartmak
1323,braten::V,ыһаарылаа,kızartmak
1324,braten::V,соркуойдаа,kızartmak
1325,umrühren::V,былаа,karıştırmak
1326,stricken::V,өр,örmek
1327,nähen::V,иистэн,dikmek
1328,färben::V,кырааскалаа,boyamak
1329,reinigen::V,ыраастаа,temizlemek
1330,waschen::V,сууй,yıkamak
1331,abwischen::V,сот,silmek
1332,spülen::V,сайҕаа,çalkamak
1333,fegen::V,сиппий,süpürmek
1334,kehren::V,харбаа,süpürmek
1335,baden::V,сөтүөлээ,yıkanmak
1336,baden::V,сөтүөлээ,banyo yapmak
1337,sich waschen::V,суун,yıkanmak
1338,ausziehen::V,уһул,çıkarmak
1339,anziehen::V,кэтэрт,giymek
1340,sich anziehen::V,таҥын,giyinmek
1341,kämmen::V,тараа,taramak
1342,schmücken::V,симээ,süslemek
1343,sagen::V,диэ,demek
1344,sagen::V,диэ,söylemek
1345,sprechen::V,эт,konuşmak
1346,sprechen::V,саҥар,konuşmak
1347,reden::V,кэпсэт,konuşmak
1348,sich unterhalten::V,кэпсэт,sohbet etmek
1349,fragen::V,ыйыт,sormak
1350,bitten::V,көрдөс,dilemek
1351,bitten::V,көрдөс,rica etmek
1352,erzählen::V,кэпсээ,bahsetmek
1353,erzählen::V,кэпсээ,hikâye etmek
1354,erzählen::V,сэһэргээ,bahsetmek
1355,erzählen::V,сэһэргээ,hikâye etmek
1356,mitteilen::V,биллэр,bildirmek
1357,nennen::V,ааттаа,adlandırmak
1358,rufen::V,ыҥыр,çağırmak
1359,prahlen::V,чабылан,övünmek
1360,prahlen::V,киһиргээ,övünmek
1361,übersetzen::V,тылбаастаа,çevirmek
1362,übersetzen::V,тылбаастаа,tercüme etmek
1363,denken::V,санаа,düşünmek
1364,denken::V,толкуйдаа,düşünmek
1365,glauben::V,итэҕэй,inanmak
1366,glauben::V,итэҕэй,zannetmek
1367,bemerken::V,бэлиэтээ,farkına varmak
1368,erkennen::V,бил,tanımak
1369,begreifen::V,өйдөө,anlamak
1370,begreifen::V,өйдөө,kavramak
1371,verstehen::V,өйдөө,duymak
1372,verstehen::V,өйдөө,anlamak
1373,lernen::V,үөрэн,öğrenmek
1374,wissen::V,бил,bilmek
1375,sich erinnern an::V,аҕын,hatırlamak
1376,vergessen::V,умун,unutmak
1377,messen::V,кэмнээ,ölçmek
1378,messen::V,кээмэйдээ,ölçmek
1379,zählen::V,аах,saymak
1380,rechnen::V,аах,hesap etmek
1381,lesen::V,аах,okumak
1382,malen::V,уруһуйдаа,resmini yapmak
1383,zeichnen::V,уруһуйдаа,çizmek
1384,schreiben::V,суруй,yazmak
1385,besitzen::V,баһылаа,haiz olmak
1386,besitzen::V,баһылаа,sahip olmak
1387,kaufen::V,атыылас,almak
1388,verkaufen::V,атыылаа,satmak
1389,bezahlen::V,төлөө,ödemek
1390,zahlen::V,төлөө,ödemek
1391,beherrschen::V,баһылаа,hâkim olmak
1392,ertragen::V,тулуй,dayanmak
1393,ertragen::V,тулуй,katlanmak
