,Concept_ID,ko,ro
852,er::PRN,그,el
853,er::PRN,그,dânsul
854,wir::PRN,우리,noi
855,ihr::PRN,너희들,voi
856,sie::PRN,그들,ei
857,sie::PRN,그들,dânșii
858,was::FPRN,뭣,ce
859,wer::FPRN,누구,cine
860,wo::FADV,어디,unde
861,wohin::FADV,어디로,încotro
862,wie::FADV,어떻게,cum
863,warum::FADV,왜,de ce
864,warum::FADV,왜,pentru ce
865,wieviel::FNUM,얼마만큰,cât
866,eins::NUM,하나,unu
867,zwei::NUM,둘,doi
868,drei::NUM,셋,trei
869,vier::NUM,넷,patru
870,fünf::NUM,다섯,cinci
871,sechs::NUM,여섯,șase
872,sieben::NUM,일곱,șapte
873,acht::NUM,여덟,opt
874,neun::NUM,아홉,nouă
875,zehn::NUM,열,zece
876,elf::NUM,열하나,unsprezece
877,zwölf::NUM,열둘,douăsprezece
878,zwanzig::NUM,스물,douăzeci
879,dreißig::NUM,서름,treizeci
880,vierzig::NUM,마흔,patruzeci
881,fünfzig::NUM,숸,cincizeci
882,sechzig::NUM,에순,șaizeci
883,siebzig::NUM,일흔,șaptezeci
884,achtzig::NUM,여든,optzeci
885,neunzig::NUM,아흔,nouăzeci
886,hundert::NUM,백,sută
887,tausend::NUM,천,mie
888,und::CNJ,와,și
889,oder::CNJ,아니면,ori
890,stehen::V,서다,sta
891,sitzen::V,앉다,ședea
892,liegen::V,눕다,zăcea
893,liegen::V,눕다,fi culcat
894,hängen::V,달다,atârna
895,werden::V,되다,deveni
896,werden::V,되다,se face
897,passieren::V,지장옶다,se întâmpla
898,beginnen::V,시작되다,începe
899,enden::V,큳내다,se sfârși
900,enden::V,큳내다,se termina
901,wechseln::V,병경하다,se schimba
902,aufgehen[Sonne]::V,뜨다,răsări
903,untergehen[Sonne]::V,지다,apune
904,scheinen[Sonne]::V,빛나다,străluci
905,donnern::V,천둥치다,tuna
906,wehen::V,풀다,bate
907,strömen::V,흐르다,curge în șiroaie
908,fließen::V,흐르다,curge
909,sich drehen::V,돌다,se învârti
910,schwanken::V,동요하다,se clătina
911,schwingen::V,흔들다,vibra
912,schwingen::V,흔들다,flutura
913,fallen::V,떨어지다,cădea
914,brennen::V,타다,arde
915,rauchen::V,김이나다,fuma
916,regnen::V,비가오다,ploua
917,gefrieren::V,얼다,îngheța
918,tauen::V,녹다,se dezgheța
919,schmelzen::V,녹다,se topi
920,trocknen::V,홈치다,se usca
921,sieden::V,끓다,fierbe
922,sieden::V,끓다,clocoti
923,faulen::V,부패하다,se împuți
924,verfaulen::V,썩다,putrezi
925,reißen::V,지바찢다,se rupe
926,reißen::V,지바찢다,se sfâșia
927,versinken::V,가라앉다,se scufunda
928,vergehen::V,지나가다,trece
929,vergehen::V,지나가다,se scurge
930,erscheinen::V,나타나다,apărea
931,verschwinden::V,사라지다,dispărea
932,sinken::V,가라앉다,cădea
933,sinken::V,가라앉다,coborî
934,abnehmen::V,떼어내다,scădea
935,abnehmen::V,떼어내다,descrește
936,zunehmen::V,증가하다,spori
937,zunehmen::V,증가하다,crește
938,zunehmen::V,증가하다,augmenta
939,steigen::V,상승하다,urca
940,wachsen::V,생기하다,crește
941,glänzen::V,뛰오나다,luci
942,glänzen::V,뛰오나다,străluci
943,funkeln::V,불티가잍어나다,scânteia
944,lärmen::V,떠들다,face larmă
945,läuten::V,울시다,suna
946,klingeln::V,초닌총을울리다,suna
947,klirren::V,탁탁울리다,zăngăni
948,brausen::V,쏴쏴소리내다,vui
949,rauschen::V,솨솨,vâjâi
950,klingen::V,반향하다,suna
951,bellen::V,짖다,lătra
952,heulen::V,포효하다,urla
953,blasen::V,불다,sufla
954,pfeifen::V,피리를불다,fluiera
955,schreien::V,절규하다,țipa
956,stöhnen::V,신음하다,geme
957,zittern::V,저뉼하다,tremura
958,leben::V,살다,trăi
959,geboren werden::V,태어난,se naște
960,atmen::V,숨쉬다,respira
961,trinken::V,마시다,bea
962,essen::V,먹다,mânca
963,schlucken::V,들이켜다,înghiți
964,einschlafen::V,잠들다,adormi
965,schlafen::V,자다,dormi
966,aufwachen::V,눈트다,se deștepta
967,aufstehen::V,서다,fi se scula
968,sich erholen::V,회복하다,se relaxa
969,sich erholen::V,회복하다,se destinde
970,schmerzen::V,아프다,durea
971,husten::V,잔기침하다,tuși
972,genesen::V,낫다,se însănătoși
973,sterben::V,죽다,muri
974,umkommen::V,못쓰게되다,pieri
975,sich bewegen::V,움직이다,se mișca
976,sich rühren::V,움직이다,se mișca
977,sich erheben::V,이러서다,se ridica
978,sich setzen::V,앉히다,lua loc
979,sich setzen::V,앉히다,se așeza
980,hinfallen::V,넘어지다,cădea jos
981,laufen::V,걷다,merge
982,laufen::V,걷다,merge pe jos
983,schreiten::V,보행하다,păși
984,spazierengehen::V,산보하다,se plimba
985,eilen::V,서둘다,fi se grăbi
986,sich beeilen::V,서둘게하다,se grăbi
987,sausen::V,서들러 떠나다,țâșni
988,rennen::V,달리다,fugi
989,rennen::V,달리다,alerga
990,springen::V,도약하다,sări
991,klettern::V,갑겨오르다,urca
992,klettern::V,갑겨오르다,se cățăra
993,schaukeln::V,흔들리게하다,legăna
994,kriechen::V,기다,se târî
995,schwimmen::V,헤엄치다,înota
996,tauchen::V,잠기다,se scufunda
997,rudern::V,물을헤치다,vâsli
998,rudern::V,물을헤치다,lopăta
999,fahren::V,가다,merge
1000,fahren::V,나르다,merge
1001,fliegen::V,날다,zbura
1002,gehen::V,가다,merge
1003,weggehen::V,팔리다,se duce
1004,abfahren::V,출발하다,pleca
1005,anhalten::V,멈추다,se opri
1006,hineingehen::V,(그리로)가다,intra
1007,eintreten::V,들러가다,intra
1008,kommen::V,오다,veni
1009,ankommen::V,고챀하다,sosi
1010,ankommen::V,고챀하다,ajunge
1011,zurückkommen::V,보기,se întoarce
1012,bleiben::V,체류,rămâne
1013,warten::V,기다리다,aștepta
1014,erwarten::V,기대하다,aștepta
1015,suchen::V,찾다,căuta
1016,suchen::V,구하다,căuta
1017,finden::V,찾아내다,găsi
1018,versuchen::V,시험하다,încerca
1019,vorbereiten::V,재비하다,pregăti
1020,lieben::V,사랑하다,iubi
1021,mögen::V,줗아하다,plăcea a
1022,lachen::V,웃다,râde
1023,rühren::V,건드리다,mișca
1024,rühren::V,건드리다,înduioșa
1025,weinen::V,울다,plânge
1026,schimpfen::V,꾸짖다,înjura
1027,sich ärgern::V,화를내게 하다,se supăra
1028,sich fürchten::V,두려원하다,se teme
1029,sich fürchten::V,두려원하다,fi teamă a
1030,fürchten::V,두려원하다,se teme de
1031,fliehen::V,도망치다,fugi
1032,flüchten::V,도주하다,evada
1033,sehen::V,보다,vedea
1034,anschauen::V,바라보다,privi
1035,ansehen::V,바라보다,privi
1036,hören::V,듣다,auzi
1037,zuhören::V,듣다,asculta
1038,probieren::V,시식하다,gusta
1039,riechen::V,내새를맡다,mirosi
1040,fühlen::V,느끼다,simți
1041,fühlen::V,느끼다,resimți
1042,scheinen::V,...것같다,părea
1043,zu sehen sein::V,보이는,se vedea
1044,vernehmen::V,듣다,auzi
1045,vernehmen::V,들어서일다,auzi
1046,frieren::V,춥다,fi frig
1047,tun::V,하다,face
1048,können::V,할주릴다,ști
1049,können::V,할주릴다,putea
1050,wollen::V,바라다,dori
1051,anfangen::V,시작하다,începe
1052,beenden::V,다하다,sfârși
1053,beenden::V,다하다,termina
1054,aufhören::V,그만두다,înceta
1055,gelingen::V,성국하다,reuși
1056,gelingen::V,성국하다,izbuti
1057,geraten::V,잘되어가다,reuși
1058,öffnen::V,열다,deschide
1059,schließen::V,추측하다,închide
1060,stellen::V,세우다,pune
1061,stellen::V,세우다,așeza
1062,setzen::V,놓다,pune
1063,setzen::V,놓다,așeza
1064,legen::V,눕히다,pune
1065,berühren::V,대다,atinge
1066,verbinden::V,옝열하다,lega
1067,bedecken::V,덮다,acoperi
1068,aufhängen::V,매달다,atârna
1069,aufhängen::V,매달다,spânzura
1070,anzünden::V,점화하다,aprinde
1071,aufheben::V,위로올리다,ridica
1072,aufheben::V,위로올리다,lua de jos
1073,zurücklassen::V,튀에남기다,lăsa
1074,zurücklassen::V,튀에남기다,lăsa în urmă
1075,verlieren::V,잃다,pierde
1076,fallen lassen::V,떨어뜨리다,scăpa
1077,fallen lassen::V,떨어뜨리다,arunca
1078,machen::V,하다,face
1079,herstellen::V,제조하다,fabrica
1080,herstellen::V,제조하다,confecționa
1081,bauen::V,짓다,clădi
1082,bauen::V,짓다,construi
1083,reparieren::V,수셩자다,repara
1084,verbessern::V,정정하다,ameliora
1085,verbessern::V,정정하다,îmbunătăți
1086,ändern::V,바꾸다,schimba
1087,ändern::V,바꾸다,modifica
1088,graben::V,파다,săpa
1089,beugen::V,구부리다,curba
1090,biegen::V,굽히다,îndoi
1091,biegen::V,굽히다,încovoia
1092,drehen::V,회전,învârti
1093,wenden::V,회전시키다,întoarce
1094,umdrehen::V,회전시키다,învârti
1095,umdrehen::V,회전시키다,întoarce
1096,heben::V,일으아키다,ridica
1097,hochheben::V,틀어올리다,ridica
1098,ergreifen::V,잡다,lua
1099,ergreifen::V,잡다,apuca
1100,halten::V,잡다,ține
1101,drücken::V,누르다,apăsa
1102,drücken::V,누르다,strânge
1103,schieben::V,밀다,împinge
1104,kratzen::V,긁다,zgâria
1105,lecken::V,핥다,linge
1106,beißen::V,물다,mușca
1107,abschneiden::V,귾어내다,scurta
1108,binden::V,매다,lega
1109,stecken::V,찌르다,pune
1110,brechen::V,금,rupe
1111,brechen::V,금,frânge
1112,klopfen::V,치다,ciocăni
1113,hauen::V,때리다,lovi
1114,kleben::V,들러붙다,lipi
1115,reiben::V,문지르다,freca
1116,reiben::V,문지르다,fricționa
1117,streichen::V,쓰다듬다,unge
1118,schleifen::V,갈다,ascuți
1119,schneiden::V,베다,tăia
1120,rütteln::V,흔들다,zgâlțâi
1121,schütteln::V,흔들다,scutura
1122,schwenken::V,흔들다,agita
1123,schütten::V,따르다,vărsa
1124,füllen::V,담다,umple
1125,einwickeln::V,싸다,înveli
1126,einwickeln::V,싸다,înfășura
1127,tragen::V,지우다,căra
1128,schleppen::V,끌다,târî
1129,ziehen::V,당기다,trage
1130,aufbewahren::V,간직하다,păstra
1131,aufbewahren::V,간직하다,conserva
1132,werfen::V,던지다,arunca
1133,fangen::V,밥다,prinde
1134,packen::V,쥐다,apuca
1135,verstecken::V,숨기다,ascunde
1136,teilen::V,나누다,împărți
1137,schicken::V,보내다,trimite
1138,bringen::V,가겨,aduce
1139,hinzufügen::V,부가하다,adăuga
1140,bekommen::V,얻다,obține
1141,bekommen::V,얻다,dobândi
1142,erhalten::V,지니다,primi
1143,erhalten::V,지니다,căpăta
1144,nehmen::V,잡다,lua
1145,wählen::V,선거하다,opta
1146,wählen::V,선거하다,alege
1147,auswählen::V,선출하다,selecta
1148,bewahren::V,저장보종,păstra
1149,behindern::V,훼방하다,stingheri
1150,verderben::V,못쓰게 되다,strica
1151,beschädigen::V,상하게하다,strica
1152,zerbrechen::V,깨뜨리다,rupe
1153,zerbrechen::V,깨뜨리다,frânge
1154,zerreißen::V,잡아쫓다,rupe
1155,zerreißen::V,잡아쫓다,sfâșia
1156,zerstören::V,파괴하다,distruge
1157,verbrennen::V,소실하다,arde
1158,verbrennen::V,소실하다,incendia
1159,geben::V,주다,da
1160,reichen::V,내일다,întinde
1161,schenken::V,주다,dărui
1162,versprechen::V,약속하다,făgădui
1163,wünschen::V,바라다,ura
1164,loben::V,칭찬하다,lăuda
1165,küssen::V,키스하다,săruta
1166,wiegen::V,어르다,legăna
1167,zudecken::V,뚜꺼을하다,acoperi
1168,wecken::V,깨우다,trezi
1169,wecken::V,깨우다,deștepta
1170,zeigen::V,보이다,arăta
1171,führen::V,가게하다,călăuzi
1172,lehren::V,가르치다,preda
1173,lehren::V,가르치다,învăța
1174,unterrichten::V,가르지다,învăța
1175,unterrichten::V,가르지다,instrui
1176,aufziehen::V,사육하다,crește
1177,leiten::V,이끌다,duce
1178,leiten::V,이끌다,conduce
1179,antreiben::V,몰다,împinge
1180,antreiben::V,몰다,încuraja
1181,lassen::V,내버려두다,pune pe să
1182,einladen::V,초청하다,invita
1183,vereinigen::V,하나로하다,uni
1184,vereinigen::V,하나로하다,întruni
1185,besuchen::V,방문하다,vizita
1186,besuchen::V,방문하다,face o vizită
1187,treffen::V,만나다,întâlni
1188,sich versammeln::V,조립하다,se aduna
1189,spielen::V,눌다,se juca
1190,singen::V,노래하다,cânta
1191,tanzen::V,춤추하다,dansa
1192,sich trennen::V,가르다,se separa
1193,sich trennen::V,가르다,se despărți
1194,verlassen::V,버림받은,părăsi
1195,verlassen::V,버림받은,abandona
1196,retten::V,구조하다,salva
1197,bewachen::V,치키다,păzi
1198,schützen::V,보호하다,ocroti
1199,schützen::V,보호하다,proteja
1200,verteidigen::V,막다,apăra
1201,sich schlagen::V,치다,se bate
1202,schießen::V,쏘다,trage
1203,siegen::V,이기다,birui
1204,siegen::V,이기다,învinge
1205,ärgern::V,성을내게하다,supăra
1206,schlagen::V,치다,lovi
1207,treten::V,디디다,călca
1208,stechen::V,찌르다,înțepa
1209,stechen::V,찌르다,împunge
1210,stoßen::V,찌르다,împinge
1211,stehlen::V,훔치다,fura
1212,stören::V,움직이다,deranja
1213,belästigen::V,괴롭히다,importuna
1214,verbergen::V,숨기다,ascunde
1215,täuschen::V,속이다,amăgi
1216,betrügen::V,속이다,înșela
1217,töten::V,죽이다,omorî
1218,wohnen::V,실다,sta
1219,wohnen::V,실다,locui
1220,arbeiten::V,일하다,lucra
1221,sammeln::V,모으다,aduna
1222,sammeln::V,모으다,colecționa
1223,pflücken::V,꿔다,culege
1224,jagen::V,사냥하다,vâna
1225,fischen::V,고기를잡다,pescui
1226,fassen::V,움켜쥐다,prinde
1227,hüten::V,망보다,paște
1228,treiben::V,몰아세우다,mână
1229,anbinden::V,묶다,lega
1230,füttern::V,사료를주다,da de mâncare
1231,melken::V,젖을짜다,mulge
1232,hacken::V,자르다,toca
1233,hacken::V,자르다,sparge
1234,gießen::V,물을대다,uda
1235,reifen::V,성숙하다,pârgui
1236,zubereiten::V,조제하다,găti
1237,kochen::V,요리하다,găti
1238,backen::V,쿱다,coace
1239,braten::V,굽다,coace
1240,umrühren::V,교반하다,mesteca
1241,stricken::V,뜨개질하다,împleti
1242,nähen::V,꿰매다,coase
1243,färben::V,채색하다,vopsi
1244,färben::V,채색하다,colora
1245,reinigen::V,청소하다,curăți
1246,waschen::V,씻다,spăla
1247,abwischen::V,닦다,șterge
1248,spülen::V,씻다,clăti
1249,fegen::V,소체하다,mătura
1250,kehren::V,청소하다,mătura
1251,baden::V,감다,se scălda
1252,sich waschen::V,모믈 씻다,se spăla
1253,ausziehen::V,벗다,și scoate
1254,anziehen::V,끌어움직이다,îmbrăca
1255,kämmen::V,빗다,pieptăna
1256,schmücken::V,치레하다,împodobi
1257,sagen::V,말하다,zice
1258,sagen::V,말하다,spune
1259,sprechen::V,말하다,vorbi
1260,reden::V,이야기하다,vorbi
1261,reden::V,이야기하다,discuta
1262,fragen::V,질문하다,întreba
1263,bitten::V,원하다,ruga
1264,erzählen::V,이야기하다,spune
1265,erzählen::V,이야기하다,povesti
1266,mitteilen::V,이야기하다,comunica
1267,mitteilen::V,이야기하다,înștiința
1268,nennen::V,부르다,numi
1269,nennen::V,부르다,chema
1270,rufen::V,불러내다,chema
1271,prahlen::V,자랑하다,se făli
1272,übersetzen::V,번역하다,traduce
1273,denken::V,생각하다,gândi
1274,glauben::V,믿다,crede
1275,bemerken::V,인자하다,observa
1276,erkennen::V,인식하다,cunoaște
1277,erkennen::V,인식하다,recunoaște
1278,begreifen::V,파악하다,pricepe
1279,begreifen::V,파악하다,înțelege
1280,verstehen::V,이해하다,înțelege
1281,lernen::V,배우다,învăța
1282,wissen::V,알다,ști
1283,sich erinnern an::V,상기하다,a-și aminti de
1284,vergessen::V,잊다,uita
1285,messen::V,측정하다,măsura
1286,zählen::V,세다,număra
1287,rechnen::V,게산하다,calcula
1288,lesen::V,읽다,citi
1289,malen::V,그리다,picta
1290,zeichnen::V,소묘하다,desena
1291,schreiben::V,쓰다,scrie
1292,besitzen::V,소유하다,avea
1293,besitzen::V,소유하다,poseda
1294,kaufen::V,사다,cumpăra
1295,verkaufen::V,팔다,vinde
1296,bezahlen::V,지불하다,plăti
1297,bezahlen::V,지불하다,achita
1298,zahlen::V,치르다,plăti
1299,beherrschen::V,지배하다,stăpâni
1300,ertragen::V,참다,răbda
1301,ertragen::V,참다,suporta
1302,Raureif::N,,chiciură
1303,Grube::N,,groapă
1304,Lust::N,,poftă
1305,Lust::N,,înclinare
1306,Nachricht::N,,veste
1307,klug::A,,isteț
1308,klug::A,,deștept
1309,von hier::ADV,,de aici
1310,müde werden::V,,se obosi
1311,krank werden::V,,se îmbolnăvi
1312,krank sein::V,,zăcea
1313,krank sein::V,,fi bolnav
1314,abreißen::V,,rupe
1315,abreißen::V,,smulge
1316,sich anziehen::V,,se îmbrăca
1317,sich unterhalten::V,,conversa
1318,sich unterhalten::V,,sta de vorbă
