,Concept_ID,ja,mdf
821,dreißig::NUM,三十,колмогемонь
822,vierzig::NUM,四十,нильге́монь
823,fünfzig::NUM,五十,ве́дьгемонь
824,sechzig::NUM,六十,ко́дгемонь
825,siebzig::NUM,七十,сизьге́монь
826,achtzig::NUM,八十,ка́фксогемонь
827,neunzig::NUM,九十,ве́йхксогемонь
828,hundert::NUM,百,сяда
829,tausend::NUM,千,тёжянь
830,und::CNJ,-と,и
831,und::CNJ,-と,дъ
832,und::CNJ,そして,и
833,und::CNJ,そして,дъ
834,oder::CNJ,或いは,или
835,oder::CNJ,或いは,али
836,stehen::V,立っている,а́щемс стя́да
837,sitzen::V,座っている,ащемс озада
838,liegen::V,横になっている,ма́дозь а́щемс
839,hängen::V,掛かっている,нюрьгомс
840,werden::V,なる,арамс
841,werden::V,なる,тиевомс
842,passieren::V,起こる,лисэмс
843,passieren::V,起こる,эвондамс
844,beginnen::V,始まる,ушедомс
845,enden::V,終わる,лоткамс
846,wechseln::V,変わる,по́лафнемс
847,aufgehen[Sonne]::V,出る,стямс
848,aufgehen[Sonne]::V,出る,лисемс
849,untergehen[Sonne]::V,沈む,валгомс
850,scheinen[Sonne]::V,輝く,ва́лдоптомс
851,donnern::V,雷が鳴る,торамс
852,wehen::V,吹く,уфа́мс
853,strömen::V,流れる,шудемс
854,fließen::V,流れる,шудемс
855,sich drehen::V,回転する,шаромс
856,schwanken::V,揺れる,якамс
857,schwingen::V,振動する,люксемс
858,schwingen::V,振動する,нюрьсемс
859,fallen::V,落ちる,прамс
860,fallen::V,落ちる,прашендомс
861,brennen::V,燃える,паломс
862,rauchen::V,煙を出す,качадомс
863,regnen::V,雨が降る,пиземс
864,gefrieren::V,凍る,эйндамс
865,gefrieren::V,凍る,кельмомс
866,tauen::V,溶ける,соламс
867,schmelzen::V,溶ける,соламс
868,trocknen::V,乾く,коськомс
869,sieden::V,沸く,лакамс
870,faulen::V,腐る,наксадомс
871,verfaulen::V,朽ちる,наксадомс
872,reißen::V,切れる,сязевомс
873,versinken::V,沈む,ваямс
874,vergehen::V,経つ,ётамс
875,erscheinen::V,現れる,эвондамс
876,verschwinden::V,消える,юма́мс
877,sinken::V,下がる,валгомс
878,abnehmen::V,減る,киремс
879,zunehmen::V,増える,ламокстомс
880,zunehmen::V,増える,рашнемс
881,steigen::V,上がる,кеподемс
882,wachsen::V,伸びる,касомс
883,glänzen::V,輝く,цинзелдомс
884,glänzen::V,輝く,цифордомс
885,funkeln::V,ぴかぴか光る,ци́фтордомс
886,lärmen::V,騒ぐ,жалнамс
887,läuten::V,鳴る,гайфтемс
888,klingeln::V,鳴る,гайфтемс
889,klirren::V,がらんがらんと鳴る,ка́нзеркшнемс
890,brausen::V,逆巻く,жоледемс
891,rauschen::V,戦ぐ,вжнамс
892,rauschen::V,戦ぐ,гамнамс
893,klingen::V,鳴る,кайгомс
894,bellen::V,吠える,ува́мс
895,heulen::V,きゃんきゃん鳴く,сувомс
896,heulen::V,きゃんきゃん鳴く,урнамс
897,blasen::V,吹く,уфа́мс
898,pfeifen::V,口笛を吹く,вяшкомс
899,schreien::V,叫ぶ,пешкодомс
900,stöhnen::V,うめく,куфцемс
901,zittern::V,震える,таромс
902,leben::V,生きている,эрямс
903,geboren werden::V,生まれる,шачемс
904,atmen::V,呼吸する,ажнамс
905,trinken::V,飲む,симомс
906,essen::V,食べる,ярхцамс
907,schlucken::V,飲み込む,нилемс
908,müde werden::V,眠くなる,сиземс
909,einschlafen::V,寝付く,матодовомс
910,schlafen::V,眠る,удомс
911,aufwachen::V,目が覚める,съргоземс
912,aufstehen::V,起きる,стямс
913,sich erholen::V,休養する,ваймосемс
914,krank werden::V,病気になる,сярядькстомс
915,krank sein::V,病気である,сярядемс
916,schmerzen::V,痛む,сярядемс
917,husten::V,咳をする,козомс
918,genesen::V,元気になる,пъ́чкамс
919,sterben::V,死ぬ,куломс
920,sterben::V,亡くなる,куломс
921,umkommen::V,死亡する,юма́мс
922,sich bewegen::V,移動する,шаштомс
923,sich rühren::V,動く,сърхка́мс
924,sich erheben::V,立ち上がる,стямс
925,sich setzen::V,座る,озамс
926,hinfallen::V,転ぶ,прамс
927,hinfallen::V,転ぶ,сяворемс
928,laufen::V,歩く,якамс
929,schreiten::V,跨ぐ,молемс
930,schreiten::V,跨ぐ,аськолямс
931,spazierengehen::V,散歩する,якамс
932,eilen::V,急ぐ,эряскодомс
933,sich beeilen::V,焦る,эряскодомс
934,sausen::V,疾駆する,лиемс
935,rennen::V,走る,арнемс
936,springen::V,跳ぶ,комотнемс
937,klettern::V,よじ登る,ку́цемс
938,schaukeln::V,ぶらんこに乗る,нюрямс
939,kriechen::V,這う,шаштомс комада
940,schwimmen::V,泳ぐ,уемс
941,tauchen::V,潜る,юпиемс
942,tauchen::V,潜る,чёпафнемс
943,rudern::V,漕ぐ,па́немс ве́неж
944,fahren::V,行く,ардомс
945,fahren::V,乗車する,ардомс
946,fliegen::V,飛ぶ,лиемс
947,gehen::V,行く,молемс
948,weggehen::V,立ち去る,тумс
949,abfahren::V,出発する,тумс
950,anhalten::V,止まる,лоткамс
951,hineingehen::V,入る,сува́мс
952,eintreten::V,中に入る,сува́мс
953,kommen::V,来る,самс
954,ankommen::V,着く,самс
955,ankommen::V,着く,пачкодемс
956,ankommen::V,到着する,самс
957,ankommen::V,到着する,пачкодемс
958,zurückkommen::V,帰る,мърдамс
959,bleiben::V,留まる,иля́домс
960,warten::V,待つ,учемс
961,erwarten::V,期待する,учемс
962,suchen::V,探る,вешемс
963,finden::V,見つける,мумс
964,versuchen::V,試す,варчсемс
965,vorbereiten::V,準備する,анокламс
966,lieben::V,愛する,кельгомс
967,mögen::V,好きである,кельгомс
968,lachen::V,笑う,рахамс
969,lachen::V,笑う,рахсемс
970,rühren::V,感情を動かす,токамс седи
971,weinen::V,泣く,авардемс
972,schimpfen::V,叱る,сюцемс
973,sich ärgern::V,怒る,кяжиямс
974,sich ärgern::V,腹を立てる,кяжиямс
975,sich fürchten::V,怖がる,пелемс
976,fürchten::V,恐れる,пелемс
977,fliehen::V,逃げる,ворьгодемс
978,flüchten::V,逃亡する,ша́домс
979,flüchten::V,逃亡する,во́рьгодемс
980,sehen::V,見る,няемс
981,anschauen::V,眺める,ваномс
982,ansehen::V,見る,ваномс
983,hören::V,聞く,марямс
984,zuhören::V,聴く,ку́лхдоньомс
985,probieren::V,食べてみる,варжамс
986,riechen::V,気取る,никса́мс
987,fühlen::V,感じる,марямс
988,scheinen::V,ように見える,ня́евомс
989,zu sehen sein::V,見える,ня́евомс
990,vernehmen::V,承る,марямс
991,frieren::V,寒気がする,паломс
992,frieren::V,寒気がする,кельмомс
993,tun::V,する,тиемс
994,können::V,出来る,маштомс
995,wollen::V,-たい,-не-
996,anfangen::V,始める,ушедомс
997,beenden::V,終える,аде́ламс
998,aufhören::V,止める,лоткамс
999,gelingen::V,成功する,удалакшнемс
1000,geraten::V,当たる,лисемс
1001,öffnen::V,開く,панжемс
1002,öffnen::V,開ける,панжемс
1003,schließen::V,閉める,сёлгомс
1004,stellen::V,置く,путомс
1005,stellen::V,据える,путомс
1006,setzen::V,座らせる,озафнемс
1007,setzen::V,座らせる,озавтнемс
1008,legen::V,置く,путомс
1009,berühren::V,触る,токамс
1010,berühren::V,触れる,токамс
1011,verbinden::V,結びつける,сотомс
1012,bedecken::V,覆う,комачамс
1013,bedecken::V,覆う,вельхтямс
1014,aufhängen::V,掛ける,повфтамс
1015,anzünden::V,燃やす,крьвя́стемс
1016,anzünden::V,火をつける,крьвя́стемс
1017,aufheben::V,拾う,кеподемс
1018,aufheben::V,拾う,касфтомс
1019,zurücklassen::V,残す,ка́домс
1020,verlieren::V,無くす,юма́фтомс
1021,fallen lassen::V,落とす,прафтомс
1022,machen::V,作る,тиемс
1023,herstellen::V,製造する,анокламс
1024,bauen::V,建設する,путомс
1025,reparieren::V,直す,петемс
1026,reparieren::V,修理する,петемс
1027,verbessern::V,改良する,цебярьгофтомс
1028,ändern::V,変える,полафтомс
1029,graben::V,掘る,шу́вомс
1030,graben::V,掘る,та́ргамс
1031,beugen::V,折る,мяндемс
1032,biegen::V,曲げる,комафтомс
1033,drehen::V,回す,шо́вамс
1034,drehen::V,回す,ша́рфнемс
1035,wenden::V,裏返す,ша́рфтомс
1036,umdrehen::V,裏返す,шарфтомс
1037,heben::V,挙げる,ке́подемс
1038,hochheben::V,持ち上げる,ке́подемс
1039,hochheben::V,持ち上げる,ка́сфтомс
1040,ergreifen::V,取り上げる,фатямс
1041,halten::V,持つ,кирдемс
1042,drücken::V,押す,люпшта́мс
1043,schieben::V,ずらす,шашфтомс
1044,kratzen::V,引っ掻く,а́нгорямс
1045,kratzen::V,引っ掻く,киськоря́мс
1046,lecken::V,なめる,нолсемс
1047,beißen::V,噛む,сускомс
1048,abreißen::V,剝ぎ取る,сяземс
1049,abschneiden::V,切り取る,керомс
1050,binden::V,縛る,сотомс
1051,stecken::V,差し込む,сялгомс
1052,brechen::V,破る,си́ннемс
1053,brechen::V,破る,ка́лафтомс
1054,klopfen::V,とんとん叩く,чакамс
1055,klopfen::V,とんとん叩く,чакиемс
1056,hauen::V,叩く,шавомс
1057,hauen::V,叩く,пиксомс
1058,kleben::V,貼る,пе́тфнемс
1059,kleben::V,くっ付ける,пе́тфнемс
1060,reiben::V,擦る,шо́вамс
1061,streichen::V,塗る,вадемс
1062,schleifen::V,研ぐ,шо́вамс
1063,schneiden::V,切る,керомс
1064,rütteln::V,揺さぶる,та́рфтомс
1065,schütteln::V,振る,шука́демс
1066,schütteln::V,揺さぶる,шука́демс
1067,schwenken::V,振る,яфодемс
1068,schütten::V,注ぐ,каямс
1069,schütten::V,注ぐ,нюрьхтя́мс
1070,füllen::V,いっぱいにする,пяшкодемс
1071,einwickeln::V,包む,тапардамс
1072,tragen::V,運ぶ,кандомс
1073,schleppen::V,引きずる,ускомс
1074,ziehen::V,引く,ускомс
1075,aufbewahren::V,預かる,ванфтомс
1076,werfen::V,投げる,ёрямс
1077,fangen::V,受ける,кунда́мс
1078,packen::V,掴む,фатямс
1079,verstecken::V,隠す,кяшемс
1080,teilen::V,分ける,явомс
1081,schicken::V,送る,кучемс
1082,bringen::V,持って行く,кандомс
1083,bringen::V,持って行く,пачфтемс
1084,hinzufügen::V,加える,пу́томс та́га
1085,hinzufügen::V,加える,ма́ксомс та́га
1086,bekommen::V,得る,сявомс
1087,erhalten::V,受ける,сявомс
1088,nehmen::V,取る,сявомс
1089,wählen::V,選ぶ,ко́чкамс
1090,auswählen::V,選ぶ,кочкамс
1091,bewahren::V,保存する,ванфтомс
1092,behindern::V,妨害する,шорямс
1093,verderben::V,台無しにする,коламс
1094,verderben::V,台無しにする,гастямс
1095,beschädigen::V,損傷する,тиендемс зиян
1096,zerbrechen::V,割る,тапамс
1097,zerreißen::V,引き裂く,сяземс
1098,zerstören::V,破壊する,ка́лафтомс
1099,verbrennen::V,焼く,пълхта́мс
1100,geben::V,上げる,ма́ксомс
1101,reichen::V,渡す,максомс
1102,schenken::V,贈る,каземс
1103,versprechen::V,約束する,ма́ксомс вал
1104,wünschen::V,望む,арьсемс
1105,loben::V,褒める,шна́мс
1106,küssen::V,キスする,палсемс
1107,wiegen::V,揺する,нюря́фтомс
1108,zudecken::V,覆う,вельхтямс
1109,wecken::V,起こす,стя́фтомс
1110,wecken::V,起こす,съ́ргозьфтемс
1111,zeigen::V,見せる,няфтемс
1112,führen::V,案内する,вятемс
1113,lehren::V,教える,тонафтомс
1114,unterrichten::V,通知する,тонафтомс
1115,aufziehen::V,育てる,касфтомс
1116,leiten::V,導く,вятемс
1117,antreiben::V,励ます,вятемс
1118,lassen::V,～させる,кошардомс
1119,einladen::V,誘う,тердемс
1120,einladen::V,誘う,серьгядемс
1121,einladen::V,招待する,тердемс
1122,einladen::V,招待する,серьгядемс
1123,vereinigen::V,一つにする,пуроптомс
1124,vereinigen::V,一つにする,кочкамс марса
1125,besuchen::V,訪ねる,варжамс
1126,treffen::V,出会う,васьфтомс
1127,sich versammeln::V,集まる,кочкавомс
1128,spielen::V,遊ぶ,налхксемс
1129,singen::V,歌う,морамс
1130,tanzen::V,踊る,кштимс
1131,sich trennen::V,別れる,явомс
1132,verlassen::V,別れる,кадондомс
1133,retten::V,救う,идемс
1134,retten::V,救う,араламс
1135,retten::V,助ける,идемс
1136,retten::V,助ける,араламс
1137,bewachen::V,見張る,ваномс
1138,bewachen::V,軽微する,ваномс
1139,schützen::V,保護する,а́раламс
1140,verteidigen::V,守る,а́раламс
1141,sich schlagen::V,殴る,тюремс
1142,schießen::V,撃つ,ляцемс
1143,siegen::V,勝つ,сяськомс
1144,ärgern::V,怒らせる,кяжияфтомс
1145,schlagen::V,殴る,токамс
1146,treten::V,蹴る,тапамс
1147,stechen::V,突く,пупамс
1148,stechen::V,突く,сялгомс
1149,stoßen::V,突く,тостядемс
1150,stehlen::V,盗る,саламс
1151,stören::V,構う,шорсемс
1152,belästigen::V,邪魔する,токсамс
1153,belästigen::V,邪魔する,аф кадомс ваймама
1154,verbergen::V,隠す,кяшемс
1155,täuschen::V,だます,васькафтомс
1156,täuschen::V,だます,кяльготнемс
1157,betrügen::V,だます,васькафнемс
1158,töten::V,殺す,шавомс
1159,töten::V,殺す,аде́ламс
1160,wohnen::V,住む,эрямс
1161,arbeiten::V,働く,покодемс
1162,sammeln::V,集める,кочкамс
1163,sammeln::V,集める,пу́роптомс
1164,sammeln::V,収集する,кочкамс
1165,sammeln::V,収集する,пу́роптомс
1166,pflücken::V,摘む,фатнемс
1167,pflücken::V,摘む,нотфнемс
1168,jagen::V,狩りをする,кунда́мс
1169,fischen::V,釣る,калонь кунда́мс
1170,fassen::V,捕る,кунда́мс
1171,hüten::V,放牧する,ваномс
1172,treiben::V,追う,панемс
1173,anbinden::V,繋ぐ,сотомс
1174,füttern::V,餌をやる,трямс
1175,füttern::V,餌をやる,а́ндомс
1176,melken::V,搾乳する,потямс
1177,hacken::V,刻む,лазондомс
1178,gießen::V,水をやる,валомс
1179,reifen::V,熟す,кенеремс
1180,zubereiten::V,調理する,анокламс
1181,kochen::V,煮る,пидемс
1182,backen::V,焼く,пидемс
1183,braten::V,焼く,пуштомс
1184,braten::V,炒める,пуштомс
1185,umrühren::V,混ぜる,шорямс
1186,stricken::V,編む,кодамс
1187,nähen::V,縫う,стамс
1188,färben::V,染める,а́рхтомс
1189,reinigen::V,掃除する,ва́ткамс
1190,reinigen::V,掃除する,а́роптомс
1191,waschen::V,洗う,муськомс
1192,waschen::V,洗濯する,муськомс
1193,abwischen::V,拭く,нардамс
1194,spülen::V,洗う,оргалдомс
1195,spülen::V,すすぐ,оргалдомс
1196,fegen::V,掃除する,тяемс
1197,kehren::V,掃く,тяемс
1198,baden::V,入浴する,э́шелямс
1199,sich waschen::V,洗う,штамс
1200,ausziehen::V,脱ぐ,кайсефтемс
1201,anziehen::V,着る,ща́фтомс
1202,sich anziehen::V,着る,щамс
1203,kämmen::V,梳く,се́ендемс
1204,schmücken::V,飾る,на́ряжамс
1205,schmücken::V,飾る,ма́зоптомс
1206,sagen::V,言う,азомс
1207,sagen::V,言う,мярьгомс
1208,sprechen::V,話す,корхтамс
1209,reden::V,話す,корхнемс
1210,sich unterhalten::V,話をする,корхнемс
1211,fragen::V,聞く,ки́зефтемс
1212,bitten::V,頼む,а́намс
1213,bitten::V,頼む,ве́шемс
1214,bitten::V,お願いする,а́намс
1215,bitten::V,お願いする,ве́шемс
1216,erzählen::V,物語る,а́зондомс
1217,mitteilen::V,伝える,азомс
1218,nennen::V,名づける,лемдемс
1219,nennen::V,名づける,путомс лем
1220,rufen::V,呼ぶ,серьгядемс
1221,prahlen::V,自慢する,шна́фтомс пря́
1222,übersetzen::V,訳す,ётафтомс
1223,denken::V,考える,арьсемс
1224,glauben::V,信じる,кемамс
1225,bemerken::V,気が付く,ня́емс
1226,erkennen::V,認識する,содамс
1227,begreifen::V,分かる,сатомс
1228,verstehen::V,聞き取る,шарьхкодемс
1229,lernen::V,学ぶ,тонафнемс
1230,lernen::V,勉強する,тонафнемс
1231,wissen::V,知っている,со́дамс
1232,sich erinnern an::V,思い出す,лятфтамс
1233,vergessen::V,忘れる,юкстамс
1234,messen::V,計る,ункснемс
1235,messen::V,測定する,ункснемс
1236,zählen::V,数える,лу́вомс
1237,zählen::V,数える,а́рьсемс
1238,rechnen::V,計算する,лувомс
1239,lesen::V,読む,лувомс
1240,lesen::V,読む,морафтомс
1241,malen::V,描く,рисова́ндамс
1242,zeichnen::V,写生する,рисова́ндамс
1243,schreiben::V,書く,сёрмадомс
1244,besitzen::V,所持する,улемс азоркс
1245,kaufen::V,買う,рамамс
1246,verkaufen::V,売る,мимс
1247,bezahlen::V,払う,пандомс
1248,zahlen::V,支払う,па́ндомс
1249,beherrschen::V,支配する,азорондамс
1250,ertragen::V,耐える,кирдемс
