,Concept_ID,sq,lv
297,Baum::N,pemë,koks
298,Stamm::N,trung,пучер
299,Stamm::N,trung,stumbrs
300,Rinde::N,lëvore,кырсь
301,Rinde::N,lëvore,miza
302,Ast::N,degë,ув
303,Ast::N,degë,zars
304,Zweig::N,bisk,вож
305,Zweig::N,bisk,nozare
306,Blatt::N,fletë,кор
307,Blatt::N,fletë,lapa
308,Blatt::N,gjethe,кор
309,Blatt::N,gjethe,lapa
310,Birke::N,mështekën,кыдз
311,Birke::N,mështekën,bērzs
312,Kiefer[Baum]::N,pishë,пожӧм
313,Kiefer[Baum]::N,pishë,priede
314,Weide[Baum]::N,shelg,бадь
315,Weide[Baum]::N,shelg,kārkls
316,Tanne::N,bredh,коз
317,Tanne::N,bredh,egle
318,Horn::N,bri,сюр
319,Horn::N,bri,rags
320,Feder::N,pupël,гӧн
321,Feder::N,pupël,тывборд
322,Feder::N,pupël,spalva
323,Fell::N,lëkurë,ку
324,Fell::N,lëkurë,āda
325,Flügel::N,krah,борд
326,Flügel::N,krah,spārns
327,Flügel::N,fletë,борд
328,Flügel::N,fletë,spārns
329,Klaue::N,kthetër,гыж
330,Klaue::N,kthetër,nags
331,Kralle::N,thua,гыж
332,Kralle::N,thua,nags
333,Kralle::N,kthetër,гыж
334,Kralle::N,kthetër,nags
335,Schwanz::N,bisht,бӧж
336,Schwanz::N,bisht,ļipa
337,Ei::N,vezë,кольк
338,Ei::N,vezë,ola
339,Nest::N,fole,поз
340,Nest::N,fole,ligzda
341,Bau::N,strofkë,горс
342,Bau::N,strofkë,пырмӧс
343,Bau::N,strofkë,гу
344,Bau::N,strofkë,ala
345,Tier::N,kafshë,пемӧс
346,Tier::N,kafshë,dzīvnieks
347,Herde::N,kope,стада
348,Herde::N,kope,кельӧб
349,Herde::N,kope,ganāmpulks
350,Herde::N,grigjë,стада
351,Herde::N,grigjë,кельӧб
352,Herde::N,grigjë,ganāmpulks
353,Kuh::N,lopë,мӧс
354,Kuh::N,lopë,govs
355,Bulle::N,dem,ӧш
356,Bulle::N,dem,bullis
357,Pferd::N,kalë,вӧв
358,Pferd::N,kalë,zirgs
359,Schaf::N,dele,ыж
360,Schaf::N,dele,aita
361,Schwein::N,derr,порсь
362,Schwein::N,derr,cūka
363,Hund::N,qen,пон
364,Hund::N,qen,suns
365,Katze::N,mace,кань
366,Katze::N,mace,kaķis
367,Bär::N,ari,ош
368,Bär::N,ari,lācis
369,Eichhörnchen::N,ketër,ур
370,Eichhörnchen::N,ketër,vāvere
371,Elch::N,dre brilopatë,йӧра
372,Elch::N,dre brilopatë,alnis
373,Fuchs::N,dhelpër,руч
374,Fuchs::N,dhelpër,lapsa
375,Hase::N,lepur,кӧч
376,Hase::N,lepur,zaķis
377,Maus::N,mi,шыр
378,Maus::N,mi,pele
379,Wolf::N,ujk,кӧин
380,Wolf::N,ujk,vilks
381,Vogel::N,zog,кай
382,Vogel::N,zog,лэбач
383,Vogel::N,zog,putns
384,Vogel::N,shpend,кай
385,Vogel::N,shpend,лэбач
386,Vogel::N,shpend,putns
387,Schwarm::N,luzmë,чукӧр
388,Schwarm::N,luzmë,spiets
389,Huhn::N,pulë,курӧг
390,Huhn::N,pulë,vista
391,Hahn::N,gjel,петук
392,Hahn::N,gjel,gailis
393,Hahn::N,këndes,петук
394,Hahn::N,këndes,gailis
395,Gans::N,patë,дзодзӧг
396,Gans::N,patë,zoss
397,Adler::N,shqiponjë,кутш
398,Adler::N,shqiponjë,ērglis
399,Ente::N,rosë,утка
400,Ente::N,rosë,pīle
401,Eule::N,buf,сюзь
402,Eule::N,buf,pūce
403,Kranich::N,lejlek,тури
404,Kranich::N,lejlek,dzērve
405,Kranich::N,kurrillë,тури
406,Kranich::N,kurrillë,dzērve
407,Krähe::N,sorrë,рака
408,Krähe::N,sorrë,vārna
409,Kuckuck::N,qyqe,кӧк
410,Kuckuck::N,qyqe,dzeguze
411,Schwan::N,mjellmë,юсь
412,Schwan::N,mjellmë,gulbis
413,Fisch::N,peshk,чери
414,Fisch::N,peshk,zivs
415,Barsch::N,purtekë,ёкыш
416,Barsch::N,purtekë,asaris
417,Hecht::N,mlysh,сир
418,Hecht::N,mlysh,līdaka
419,Schlange[Tier]::N,gjarpër,кый
420,Schlange[Tier]::N,gjarpër,čūska
421,Wurm::N,krimb,номыр
422,Wurm::N,krimb,tārps
423,Spinne::N,marimangë,черань
424,Spinne::N,marimangë,zirneklis
425,Ameise::N,thnegël,кодзувкот
426,Ameise::N,thnegël,skudra
427,Ameise::N,milingonë,кодзувкот
428,Ameise::N,milingonë,skudra
429,Laus::N,morr,той
430,Laus::N,morr,uts
431,Mücke::N,kunup,ном
432,Mücke::N,kunup,ods
433,Mücke::N,mushkonjë,ном
434,Mücke::N,mushkonjë,ods
435,Fliege::N,mizë,гут
436,Fliege::N,mizë,muša
437,Schmetterling::N,flutur,бобув
438,Schmetterling::N,flutur,tauriņš
439,Beere::N,frutë,тусь
440,Beere::N,frutë,вотӧс
441,Beere::N,frutë,oga
442,Beere::N,manaferrë,тусь
443,Beere::N,manaferrë,вотӧс
444,Beere::N,manaferrë,oga
445,Apfel::N,mollë,яблӧг
446,Apfel::N,mollë,ābols
447,Pilz::N,kërpudhë,тшак
448,Pilz::N,kërpudhë,sēne
449,Zwiebel::N,qepë,луккок
450,Zwiebel::N,qepë,йӧнгыль
451,Zwiebel::N,qepë,sīpols
452,Saat::N,farë,тусь
453,Saat::N,farë,кӧйдыс
454,Saat::N,farë,sēkla
455,Korn::N,grurë,тусь
456,Korn::N,grurë,grauds
457,Korn::N,kokërr,тусь
458,Korn::N,kokërr,grauds
459,Heu::N,sanë,турун
460,Heu::N,sanë,siens
461,Schale::N,lëkurë,кор
462,Schale::N,lëkurë,čaula
463,Schale::N,lëkurë,čaumala
464,Grube::N,gropë,гу
465,Grube::N,gropë,bedre
466,Falle::N,kurth,лэч
467,Falle::N,kurth,slazds
468,Falle::N,kurth,lamatas
469,Falle::N,grackë,лэч
470,Falle::N,grackë,slazds
471,Falle::N,grackë,lamatas
472,Schlinge::N,nyjë,лэч
473,Schlinge::N,nyjë,cilpa
474,Spur::N,gjurmë,туй
475,Spur::N,gjurmë,pēda
476,Asche::N,hi,пӧм
477,Asche::N,hi,pelni
478,Dreck::N,baltë,няйт
479,Dreck::N,baltë,dubļi
480,Eisen::N,hekur,кӧрт
481,Eisen::N,hekur,dzelzs
482,Gold::N,ar,зарни
483,Gold::N,ar,zelts
484,Gold::N,flori,зарни
485,Gold::N,flori,zelts
486,Silber::N,argjend,эзысь
487,Silber::N,argjend,sudrabs
488,Kohle::N,qymyr,шом
489,Kohle::N,qymyr,ogle
490,Glas::N,qelq,стеклӧ
491,Glas::N,qelq,stikls
492,Lehm::N,argjilë,сёй
493,Lehm::N,argjilë,māls
494,Sand::N,rërë,лыа
495,Sand::N,rërë,smiltis
496,Mensch::N,njeri,морт
497,Mensch::N,njeri,cilvēks
498,Mann::N,burrë,аймӧрт
499,Mann::N,burrë,мужичӧй
500,Mann::N,burrë,vīrietis
501,Mann::N,mashkull,аймӧрт
502,Mann::N,mashkull,мужичӧй
503,Mann::N,mashkull,vīrietis
504,Frau::N,grua,ань
505,Frau::N,grua,нывбаба
506,Frau::N,grua,sieviete
507,Frau::N,femër,ань
508,Frau::N,femër,нывбаба
509,Frau::N,femër,sieviete
510,Kind::N,kalama,кага
511,Kind::N,kalama,bērns
512,Junge::N,djalë,пи
513,Junge::N,djalë,zēns
514,Junge::N,djalë,puika
515,Junge::N,djalë,puisis
516,Mädchen::N,gocë,ныв
517,Mädchen::N,gocë,meiča
518,Mädchen::N,gocë,skuķis
519,Mädchen::N,gocë,meitene
520,Mädchen::N,vajzë,ныв
521,Mädchen::N,vajzë,meiča
522,Mädchen::N,vajzë,skuķis
523,Mädchen::N,vajzë,meitene
524,Familie::N,familje,семья
525,Familie::N,familje,ģimene
526,Großvater::N,gjysh,пӧль
527,Großvater::N,gjysh,vecaistēvs
528,Großmutter::N,gjyshe,баб
529,Großmutter::N,gjyshe,vecāmāte
530,Eltern::N,prindër,ай-мам
531,Eltern::N,prindër,бать-мам
532,Eltern::N,prindër,vecāki
533,Vater::N,atë,бать
534,Vater::N,atë,ай
535,Vater::N,atë,tēvs
536,Mutter::N,nënë,мам
537,Mutter::N,nënë,māte
538,Sohn::N,bir,пи
539,Sohn::N,bir,dēls
540,Tochter::N,bijë,ныв
541,Tochter::N,bijë,meita
542,Bruder::N,vëlla,вок
543,Bruder::N,vëlla,brālis
544,Schwester::N,motër,чой
545,Schwester::N,motër,māsa
546,Onkel::N,dajë,дядь
547,Onkel::N,dajë,tēvocis
548,Onkel::N,xhaxha,дядь
549,Onkel::N,xhaxha,tēvocis
550,Tante::N,teze,тьӧт
551,Tante::N,teze,tante
552,Tante::N,hallë,тьӧт
553,Tante::N,hallë,tante
554,Ehemann::N,burrë,верӧс
555,Ehemann::N,burrë,vīrs
556,Ehemann::N,bashkëshort,верӧс
557,Ehemann::N,bashkëshort,vīrs
558,Ehefrau::N,grua,гӧтыр
559,Ehefrau::N,grua,sieva
560,Ehefrau::N,bashkëshorte,гӧтыр
561,Ehefrau::N,bashkëshorte,sieva
562,Freude::N,gaz,радлун
563,Freude::N,gaz,prieks
564,Freude::N,gëzim,радлун
565,Freude::N,gëzim,prieks
566,Gelächter::N,qeshje,серам
567,Gelächter::N,qeshje,smiekli
568,Glück::N,lumturi,шуд
569,Glück::N,lumturi,laime
570,Kummer::N,brengë,шог
571,Kummer::N,brengë,bēdas
572,Kummer::N,brengë,raizes
573,Kummer::N,pikëllim,шог
574,Kummer::N,pikëllim,bēdas
575,Kummer::N,pikëllim,raizes
576,Wunsch::N,dëshirë,кӧсйӧм
577,Wunsch::N,dëshirë,vēlme
578,Wunsch::N,dëshirë,vēlējums
579,Lust::N,epsh,кыскӧм
580,Lust::N,epsh,радейтӧм
581,Lust::N,epsh,kāre
582,Lust::N,dashuri,кыскӧм
583,Lust::N,dashuri,радейтӧм
584,Lust::N,dashuri,kāre
585,Geist::N,frymë,лов
586,Geist::N,frymë,gars
587,Geist::N,shpirt,лов
588,Geist::N,shpirt,gars
589,Gedanke::N,ide,мӧвп
590,Gedanke::N,ide,doma
591,Gedanke::N,mendim,мӧвп
592,Gedanke::N,mendim,doma
593,Gedächtnis::N,kujtesë,паметь
594,Gedächtnis::N,kujtesë,atmiņa
595,Verstand::N,mend,вежӧр
596,Verstand::N,mend,prāts
597,Sinn::N,kuptim,мог
598,Sinn::N,kuptim,вежӧртас
599,Sinn::N,kuptim,nozīme
600,Grund::N,arsye,помка
601,Grund::N,arsye,pamats
602,Grund::N,arsye,iemesls
603,Wahrheit::N,vërtetë,збыль
604,Wahrheit::N,vërtetë,збыльтор
605,Wahrheit::N,vërtetë,taisnība
606,Wahrheit::N,vërtetë,patiesība
607,Gespräch::N,bisedim,сёрни
608,Gespräch::N,bisedim,saruna
609,Märchen::N,përrallë,мойд
610,Märchen::N,përrallë,pasaka
611,Erzählung::N,tregim,висьт
612,Erzählung::N,tregim,stāsts
613,Erzählung::N,tregim,nostāsts
614,Nachricht::N,lajm,юӧртӧм
615,Nachricht::N,lajm,ziņa
616,Neuigkeit::N,risi,выльтор
617,Neuigkeit::N,risi,jaunums
618,Name::N,emër,ним
619,Name::N,emër,vārds
620,Rätsel::N,gjëzë,нӧдкыв
621,Rätsel::N,gjëzë,mīkla
622,Rätsel::N,gjëegjëzë,нӧдкыв
623,Rätsel::N,gjëegjëzë,mīkla
624,Rede::N,fjalim,сёрни
625,Rede::N,fjalim,runa
626,Sprache::N,gjuhë,кыв
627,Sprache::N,gjuhë,valoda
628,Stimme::N,zë,гӧлӧс
629,Stimme::N,zë,вом шы
630,Stimme::N,zë,balss
631,Wort::N,fjalë,кыв
632,Wort::N,fjalë,vārds
633,Zeichen::N,shenjë,пас
634,Zeichen::N,shenjë,zīme
635,Ruf::N,thirrmë,чукӧстчӧм
636,Ruf::N,thirrmë,корӧм
637,Ruf::N,thirrmë,sauciens
638,Lärm::N,zhurmë,шы
639,Lärm::N,zhurmë,зык
640,Lärm::N,zhurmë,зычитӧм
641,Lärm::N,zhurmë,troksnis
642,Laut::N,tingull,шы
643,Laut::N,tingull,skaņa
644,Ton::N,ton,шы
645,Ton::N,ton,tonis
646,Lied::N,këngë,сьылан
647,Lied::N,këngë,сьыланкыв
648,Lied::N,këngë,dziesma
649,Ruhe::N,qetësi,чӧв
650,Ruhe::N,qetësi,miers
651,Leute::N,botë,йӧз
652,Leute::N,botë,войтыр
653,Leute::N,botë,ļaudis
654,Leute::N,botë,cilvēki
655,Leute::N,njerëz,йӧз
656,Leute::N,njerëz,войтыр
657,Leute::N,njerëz,ļaudis
658,Leute::N,njerëz,cilvēki
659,Volk::N,popull,йӧз
660,Volk::N,popull,войтыр
661,Volk::N,popull,tauta
662,Arbeit::N,punë,удж
663,Arbeit::N,punë,darbs
664,Gast::N,mik,гӧсть
665,Gast::N,mik,viešņa
666,Gast::N,mik,ciemiņš
667,Gast::N,mysafir,гӧсть
668,Gast::N,mysafir,viešņa
669,Gast::N,mysafir,ciemiņš
670,Geschenk::N,dhuratë,козин
671,Geschenk::N,dhuratë,dāvana
672,Geschenk::N,peshqesh,козин
673,Geschenk::N,peshqesh,dāvana
674,Spiel::N,lojë,ворсан
675,Spiel::N,lojë,rotaļa
676,Gesellschaft::N,shoqëri,котыр
677,Gesellschaft::N,shoqëri,biedrība
678,Gesellschaft::N,shoqëri,kompānija
679,Hilfe::N,ndihmë,отсӧг
680,Hilfe::N,ndihmë,palīdzība
681,Freund::N,mik,ёрт
682,Freund::N,mik,draugs
683,Kamerad::N,shok,ёрт
684,Kamerad::N,shok,biedrs
685,Angelegenheit::N,punë,мог
686,Angelegenheit::N,punë,делӧ
687,Angelegenheit::N,punë,darīšana
688,Anzahl::N,sasi,лыд
689,Anzahl::N,sasi,тшӧт
690,Anzahl::N,sasi,skaits
691,Anzahl::N,sasi,daudzums
692,Art::N,lloj,сикас
693,Art::N,lloj,suga
694,Art::N,lloj,šķira
695,Stück::N,copë,тор
696,Stück::N,copë,gabals
697,Teil::N,pjesë,юкӧн
698,Teil::N,pjesë,daļa
699,Hälfte::N,gjysmë,пӧв
700,Hälfte::N,gjysmë,джын
701,Hälfte::N,gjysmë,puse
702,Kreis::N,qark,кытш
703,Kreis::N,qark,aplis
704,Kreis::N,qark,riņķis
705,Kreis::N,rreth,кытш
706,Kreis::N,rreth,aplis
707,Kreis::N,rreth,riņķis
708,Kreuz::N,kryq,перна
709,Kreuz::N,kryq,крест
710,Kreuz::N,kryq,krusts
711,Linie::N,vijë,визь
712,Linie::N,vijë,līnija
713,Strich::N,vizë,визь
714,Strich::N,vizë,svītra
715,Abstand::N,distancë,кост
716,Abstand::N,distancë,коласт
717,Abstand::N,distancë,atstarpe
718,Entfernung::N,largim,ылна
719,Entfernung::N,largim,attālums
720,Entfernung::N,largim,atstatums
721,Gegend::N,vise,му-ва
722,Gegend::N,vise,apvidus
723,Gegend::N,vise,apgabals
724,Gegend::N,krahinë,му-ва
725,Gegend::N,krahinë,apvidus
726,Gegend::N,krahinë,apgabals
727,Platz::N,shesh,ылдӧс
728,Platz::N,shesh,йир
729,Platz::N,shesh,гӧгӧртас
730,Platz::N,shesh,vieta
731,Ort::N,vend,ин
732,Ort::N,vend,места
733,Ort::N,vend,vieta
734,Seite::N,anë,бок
735,Seite::N,anë,ӧтарладор
736,Seite::N,anë,sāns
737,Mitte::N,mes,шӧр
738,Mitte::N,mes,vidus
739,Gegenstand::N,send,кӧлуй
740,Gegenstand::N,send,priekšmets
741,Sache::N,gjë,добра
742,Sache::N,gjë,lieta
743,Sache::N,send,добра
744,Sache::N,send,lieta
745,Rand::N,qoshe,дор
746,Rand::N,qoshe,mala
747,Rand::N,qoshe,apmale
748,Kante::N,teh,дор
749,Kante::N,teh,šķautne
750,Ecke::N,qoshe,пельӧс
751,Ecke::N,qoshe,kakts
752,Ecke::N,qoshe,stūris
753,Spitze::N,majë,йыв
754,Spitze::N,majë,smaile
755,Spitze::N,majë,galotne
756,Ende::N,skaj,пом
757,Ende::N,skaj,gals
758,Ende::N,skaj,uzgalis
759,Ende::N,bisht,пом
760,Ende::N,bisht,gals
761,Ende::N,bisht,uzgalis
762,Loch::N,vrimë,розь
763,Loch::N,vrimë,caurums
764,Winkel::N,kënd,пельӧс
765,Winkel::N,kënd,leņķis
766,Muster::N,mostër,сер
767,Muster::N,mostër,piemērs
768,Größe::N,madhësi,ыджда
769,Größe::N,madhësi,lielums
770,Länge::N,gjatësi,кузьта
771,Länge::N,gjatësi,garums
772,Höhe::N,lartësi,джуджда
773,Höhe::N,lartësi,augstums
774,Gewicht::N,peshë,сьӧкта
775,Gewicht::N,peshë,сьӧкталун
776,Gewicht::N,peshë,svars
777,Gewicht::N,peshë,smagums
778,Menge::N,sasi,лун
779,Menge::N,sasi,числӧ
780,Menge::N,sasi,masa
781,Menge::N,sasi,daudzums
782,Haufen::N,grumbull,чукӧр
783,Haufen::N,grumbull,čupa
784,Haufen::N,grumbull,grēda
785,Haufen::N,grumbull,kaudze
786,Reihe::N,radhë,рад
787,Reihe::N,radhë,rinda
788,Reihe::N,radhë,virkne
789,Reihe::N,rresht,рад
790,Reihe::N,rresht,rinda
791,Reihe::N,rresht,virkne
