,Concept_ID,mdf,tr
212,Schmetterling::N,ме́лав,kelebek
213,Beere::N,и́мож,tane
214,Apfel::N,марь,elma
215,Pilz::N,панга,mantar
216,Zwiebel::N,шурьхкя́,soğan
217,Saat::N,видьмот,ekin
218,Korn::N,сёра,tane
219,Heu::N,тише,kuru ot
220,Schale::N,кедь,kabuk
221,Grube::N,лотка,çukur
222,Falle::N,туфкс,tuzak
223,Falle::N,кунда́ма,tuzak
224,Schlinge::N,килькш,ilmik
225,Spur::N,пильгоки́,iz
226,Asche::N,кулу,kül
227,Dreck::N,ърда́з,pislik
228,Eisen::N,кшни,demir
229,Gold::N,ока,altın
230,Gold::N,золота,altın
231,Silber::N,сия́,gümüş
232,Kohle::N,седь,kömür
233,Kohle::N,седьвальмя,kömür
234,Glas::N,кля́нцек,cam
235,Lehm::N,сёвонь,balçık
236,Sand::N,шува́р,kum
237,Mensch::N,ломань,insan
238,Mann::N,аля,adam
239,Mann::N,аля,erkek
240,Mann::N,цёраломань,adam
241,Mann::N,цёраломань,erkek
242,Frau::N,ава,bayan
243,Kind::N,идь,çocuk
244,Kind::N,шаба,çocuk
245,Junge::N,цёраня,erkek çocuk
246,Mädchen::N,стирня́,kız
247,Familie::N,тнал,aile
248,Familie::N,семья,aile
249,Großvater::N,атя,dede
250,Großvater::N,атя,büyükbaba
251,Großvater::N,щя́тя,dede
252,Großvater::N,щя́тя,büyükbaba
253,Großmutter::N,баба,nine
254,Großmutter::N,баба,büyükanne
255,Eltern::N,тя́дят-а́лят,ebeveyn
256,Eltern::N,тя́дят-а́лят,ana baba
257,Vater::N,аля,ata
258,Vater::N,аля,baba
259,Mutter::N,ава,ana
260,Mutter::N,ава,anne
261,Mutter::N,тядя,ana
262,Mutter::N,тядя,anne
263,Sohn::N,цёра,oğul
264,Tochter::N,стирь,kız
265,Tochter::N,стирь,kız evlât
266,Bruder::N,дуган,abi
267,Bruder::N,дуган,erkek kardeş
268,Bruder::N,пяльне,abi
269,Bruder::N,пяльне,erkek kardeş
270,Schwester::N,ака,abla
271,Schwester::N,ака,kız kardeş
272,Schwester::N,сазор,abla
273,Schwester::N,сазор,kız kardeş
274,Onkel::N,оця,dayı
275,Onkel::N,патя,dayı
276,Onkel::N,щеня́,dayı
277,Tante::N,ака,hala
278,Tante::N,ака,teyze
279,Tante::N,щака,hala
280,Tante::N,щака,teyze
281,Ehemann::N,мирде,koca
282,Ehefrau::N,ърьвя́,karı
283,Freude::N,ке́нярдема,neşe
284,Freude::N,ке́нярдема,sevinç
285,Gelächter::N,рахсема,gülme
286,Gelächter::N,рахсема,kahkaha
287,Glück::N,паваз,mutluluk
288,Kummer::N,ризф,dert
289,Kummer::N,ризф,keder
290,Kummer::N,пичефкс,dert
291,Kummer::N,пичефкс,keder
292,Wunsch::N,мяль,arzu
293,Wunsch::N,мяль,istek
294,Wunsch::N,таколдома,arzu
295,Wunsch::N,таколдома,istek
296,Lust::N,таколдома,arzu
297,Lust::N,таколдома,heves
298,Geist::N,вайме,tin
299,Gedanke::N,мяль,fikir
300,Gedanke::N,мяль,düşünce
301,Gedächtnis::N,прявий,bellek
302,Verstand::N,прявий,zekâ
303,Sinn::N,ён,anlam
304,Grund::N,туфта́л,sebep
305,Wahrheit::N,ви́де,doğruluk
306,Wahrheit::N,ви́де,gerçeklik
307,Wahrheit::N,видеши́,doğruluk
308,Wahrheit::N,видеши́,gerçeklik
309,Gespräch::N,корхтама,görüşme
310,Märchen::N,ёфкс,masal
311,Erzählung::N,азкс,öykü
312,Erzählung::N,азкс,hikâye
313,Nachricht::N,куля́,haber
314,Neuigkeit::N,куля́,haber
315,Name::N,лем,ad
316,Name::N,лем,isim
317,Rätsel::N,со́дама ёфкс,bilmece
318,Rede::N,вал,söylev
319,Rede::N,вал,konuşma
320,Rede::N,корхтама,söylev
321,Rede::N,корхтама,konuşma
322,Sprache::N,кяль,dil
323,Sprache::N,кяль,lisan
324,Stimme::N,вайгяль,ses
325,Wort::N,вал,kelime
326,Zeichen::N,тя́ште,işaret
327,Zeichen::N,тя́штькс,işaret
328,Ruf::N,тердема,çağırma
329,Lärm::N,гайф,şamata
330,Lärm::N,гайф,gürültü
331,Lärm::N,жалакодома,şamata
332,Lärm::N,жалакодома,gürültü
333,Laut::N,вайгяль,ses
334,Ton::N,вайгяль,ses
335,Lied::N,мора,türkü
336,Ruhe::N,сетьме,sakinlik
337,Leute::N,ломатть,halk
338,Leute::N,ломатть,insanlar
339,Volk::N,наро́д,ulus
340,Volk::N,наро́д,millet
341,Arbeit::N,тев,iş
342,Arbeit::N,тев,çalışma
343,Gast::N,и́нжи,konuk
344,Gast::N,и́нжи,misafir
345,Gast::N,ко́нак,konuk
346,Gast::N,ко́нак,misafir
347,Geschenk::N,казне,hediye
348,Geschenk::N,казне,armağan
349,Spiel::N,налхкома,oyun
350,Spiel::N,налхксема,oyun
351,Gesellschaft::N,кружок,çevre
352,Gesellschaft::N,кружок,arkadaşlık
353,Hilfe::N,лездома,yardım
354,Freund::N,я́лга,dost
355,Freund::N,я́лга,arkadaş
356,Kamerad::N,я́лга,arkadaş
357,Angelegenheit::N,тев,iş
358,Angelegenheit::N,тев,husus
359,Anzahl::N,лувкс,sayı
360,Art::N,вид,çeşit
361,Stück::N,пакш,tane
362,Stück::N,пакш,parça
363,Teil::N,часть,kısım
364,Teil::N,пялькс,kısım
365,Hälfte::N,пяле,yarı
366,Kreis::N,шаркс,daire
367,Kreuz::N,крёз,haç
368,Linie::N,межа,hat
369,Linie::N,межа,çizgi
370,Linie::N,китькс,hat
371,Linie::N,китькс,çizgi
372,Strich::N,межа,çizgi
373,Abstand::N,ётка,aralık
374,Entfernung::N,ётка,mesafe
375,Entfernung::N,ётка,uzaklık
376,Gegend::N,ва́ста,yöre
377,Gegend::N,перьфпя́ль,yöre
378,Platz::N,ва́ста,yer
379,Ort::N,ва́ста,yer
380,Seite::N,пяле,yan
381,Seite::N,пяле,taraf
382,Mitte::N,кучка́,orta
383,Mitte::N,кучка́,merkez
384,Gegenstand::N,веща,şey
385,Sache::N,тев,iş
386,Sache::N,тев,şey
387,Sache::N,веща,iş
388,Sache::N,веща,şey
389,Rand::N,пе,kenar
390,Kante::N,и́рдез,kenar
391,Ecke::N,ужа,köşe
392,Spitze::N,пря,uç
393,Spitze::N,пря,baş
394,Ende::N,пе,uç
395,Loch::N,варя,oyuk
396,Loch::N,варя,delik
397,Winkel::N,ужа,köşe
398,Muster::N,сёрма,örnek
399,Größe::N,серь,büyüklük
400,Länge::N,кува́лма,uzunluk
401,Höhe::N,серь,yükseklik
402,Gewicht::N,сталма,ağırlık
403,Menge::N,лувкс,miktar
404,Haufen::N,мар,küme
405,Haufen::N,мар,yığın
406,Reihe::N,ряд,sıra
407,Boot::N,венеж,kayık
408,Boot::N,венеж,sandal
409,Ruder::N,миле,kürek
410,Schlitten::N,ну́рда,kızak
411,Ski::N,сокс,kayak
412,Lagerfeuer::N,то́лмар,kamp ateşi
413,Last::N,канкс,yük
414,Last::N,сталма,yük
415,Gang::N,молема,gidiş
416,Gang::N,молема,yürüyüş
417,Schritt::N,аськолкс,adım
418,Norden::N,якшама шире,kuzey
419,Süden::N,ля́мбе ши́ре,güney
420,Westen::N,ши валгома шире,batı
421,Osten::N,шинь стяма шире,doğu
422,Holz::N,вирь,ağaç
423,Holz::N,вирь,tahta
424,Holz::N,шуфта,ağaç
425,Holz::N,шуфта,tahta
426,Brett::N,лавця,tahta
427,Platte::N,плита́,levha
428,Stütze::N,неже,dayak
429,Stütze::N,неже,destek
430,Stange::N,олга,çubuk
431,Stock::N,байдек,sopa
432,Stock::N,байдек,değnek
433,Stab::N,олгоня,sırık
434,Stab::N,олгоня,baston
435,Rohr::N,турама,boru
436,Haus::N,куд,ev
437,Heim::N,куд,ev
438,Heim::N,куд,yurt
439,Ofen::N,пянакуд,soba
440,Fußboden::N,кия́кс,taban
441,Fußboden::N,кия́кс,döşeme
442,Tisch::N,шра,masa
443,Tisch::N,моркш,masa
444,Stuhl::N,стул,iskemle
445,Stuhl::N,стул,sandalye
446,Wiege::N,нюря́м,beşik
447,Bett::N,ацам,yatak
448,Regal::N,лавцяланга,raf
449,Kiste::N,парга,sandık
450,Fenster::N,валмья,pencere
451,Tür::N,кенкш,kapı
452,Tor::N,ортат,kapı
453,Zaun::N,перяфкс,çit
454,Dach::N,кудпря,dam
455,Dach::N,кудпря,çatı
456,Leiter::N,куцема,merdiven
457,Besen::N,тяльме,süpürge
458,Spaten::N,ка́йме,bel
459,Schaufel::N,ко́поня,kürek
460,Schaufel::N,ця́рдом,kürek
461,Gabel::N,ця́нгоня,çatal
462,Löffel::N,куцю,kaşık
463,Messer::N,пеель,bıçak
464,Nagel::N,эска,çivi
465,Haken::N,кя́чказ,çengel
466,Griff::N,недь,kulp
467,Griff::N,недь,tutamak
468,Griff::N,кунда́мка,kulp
469,Griff::N,кунда́мка,tutamak
470,Schloss::N,замо́к,kilit
471,Bild::N,карти́на,imaj
472,Bild::N,карти́на,resim
473,Figur::N,ронга-понда,şekil
474,Figur::N,ронга-понда,heykel
475,Puppe::N,ня́ка,kukla
476,Beutel::N,кяскав,kese
477,Beutel::N,кяскав,torba
478,Bündel::N,кярьме,deste
479,Tasche::N,кошяльня,çanta
480,Eimer::N,ве́дарка,kova
481,Deckel::N,тавадкс,kapak
482,Deckel::N,вельхкс,kapak
483,Geschirr::N,кядьге,kap kacak
484,Sack::N,кяскав,torba
485,Tasse::N,ша́ваня,fincan
486,Topf::N,кавозь,tencere
487,Kessel::N,сргавозь,kazan
488,Essen::N,ярхцама,yemek
489,Nahrung::N,ярхцампяль,gıda
490,Nahrung::N,ярхцампяль,besin
491,Speise::N,ярхцама,yemek
492,Fleisch::N,пал,et
493,Fleisch::N,сиволь,et
494,Getreide::N,сёра,tahıl
495,Getreide::N,сёра,hububat
496,Brei::N,ям,ezme
497,Brot::N,кши,ekmek
498,Scheibe::N,кочам,dilim
499,Fett::N,куя́,yağ
500,Butter::N,вай,tereyağı
501,Öl::N,вай,yağ
502,Öl::N,вай,akar yağ
503,Salz::N,сал,tuz
504,Suppe::N,шонгарям,çorba
505,Suppe::N,коршампяль,çorba
506,Honig::N,медь,bal
507,Milch::N,лофца,süt
508,Tee::N,чай,çay
509,Leder::N,кедь,deri
510,Leder::N,кедь,meşin
511,Wolle::N,пона,yün
512,Stoff::N,котф,kumaş
513,Nadel::N,салмокс,iğne
514,Faden::N,сюре,tire
515,Faden::N,сюре,iplik
516,Knopf::N,пуня,düğme
517,Knoten::N,сюлма,düğüm
518,Farbe::N,архтомбяль,boya
519,Kleidung::N,щам,giyim
520,Hemd::N,па́нар,gömlek
521,Kragen::N,сиве,yaka
522,Ärmel::N,ожа,yen
523,Ärmel::N,ожа,elbise kolu
524,Hose::N,понкст,pantolon
525,Gürtel::N,каркс,kuşak
526,Mütze::N,вазь,bere
527,Mütze::N,вазь,kasket
528,Schuh::N,башма́к,kundura
529,Schuh::N,башма́к,ayakkabı
530,Stiefel::N,кя́ме,çizme
531,Ring::N,суркс,yüzük
532,Band::N,керькс,bağ
533,Band::N,керькс,şerit
534,Band::N,лента,bağ
535,Band::N,лента,şerit
536,Kamm::N,сюрьхцем,tarak
537,Spiegel::N,ванома,ayna
538,Riemen::N,шнань каркс,kayış
539,Schnur::N,пикс,ip
540,Schnur::N,пикс,sicim
541,Schnur::N,карькскя,ip
542,Schnur::N,карькскя,sicim
543,Leine::N,вядьме,kayış
544,Decke::N,вельхкс,örtü
545,Decke::N,вельхкс,yorgan
546,Kissen::N,тоду,yastık
547,Tuch::N,руця́,bez
548,Handtuch::N,на́рдама,havlu
549,Kraft::N,вий,güç
550,Kraft::N,вий,kuvvet
551,Stärke::N,вииши,kuvvet
552,Gesundheit::N,шумбраши́,sağlık
553,Krankheit::N,урма́,hastalık
554,Krankheit::N,сярядема,hastalık
555,Schmerz::N,маряма,ağrı
556,Schmerz::N,маряма,sancı
557,Wunde::N,керф,yara
558,Fieber::N,маштыкс,ateş
559,Arznei::N,надо́бья,ilâç
560,Arznei::N,пъчка́фтома,ilâç
561,Brücke::N,седь,köprü
562,Brunnen::N,эши,kuyu
563,Brunnen::N,эши,çeşme
564,Weide::N,ванома васта,otlak
565,Pfad::N,ян,patika
566,Pfad::N,ян,keçiyolu
567,Pfad::N,киня́,patika
568,Pfad::N,киня́,keçiyolu
569,Weg::N,ки,yol
570,Straße::N,ки,yol
571,Straße::N,ки,cadde
572,Dorf::N,веле,köy
573,Stadt::N,ош,kent
574,Stadt::N,ош,şehir
575,Brief::N,сёрма,mektup
576,Buch::N,книга,kitap
577,Buchstabe::N,бу́ква,harf
578,Zeitung::N,газе́та,gazete
579,Leben::N,эряф,hayat
580,Leben::N,эряма,hayat
581,Tod::N,кулома́,ölüm
582,Grab::N,калма,kabir
583,Kirche::N,це́рькав,kilise
584,Sünde::N,пежеть,günah
585,Sünde::N,муворкс,günah
586,Gott::N,шкай,tanrı
587,Arbeiter::N,трудендай,işçi
588,Arbeiter::N,работник,işçi
589,Chef::N,азор,şef
590,Chef::N,азор,müdür
591,Chef::N,оцюня,şef
592,Chef::N,оцюня,müdür
593,Meister::N,мастяр,usta
594,Arzt::N,врач,hekim
595,Arzt::N,врач,doktor
596,Arzt::N,доктор,hekim
597,Arzt::N,доктор,doktor
598,Lehrer::N,учи́тель,hoca
599,Lehrer::N,учи́тель,öğretmen
600,Geld::N,ярмакт,para
601,Geschäft::N,ладяфкс,ticaret
602,Geschäft::N,ладяф тев,ticaret
603,Laden::N,ла́вка,dükkân
604,Preis::N,питне,fiyat
605,Ware::N,миф,mal
606,Ware::N,ра́маф,mal
607,Nutzen::N,пара,fayda
608,Nutzen::N,лезкс,fayda
609,Reichtum::N,ко́зяши,servet
610,Reichtum::N,ко́зяши,zenginlik
611,Welt::N,свет,dünya
612,Land::N,мастор,ülke
613,Staat::N,государства,devlet
614,König::N,король,kral
615,Macht::N,азорондама,kudret
616,Macht::N,азорондама,iktidar
617,Macht::N,азорксши,kudret
618,Macht::N,азорксши,iktidar
619,Grenze::N,ёткаян,had
620,Grenze::N,ёткаян,sınır
621,Krieg::N,война́,savaş
622,Feind::N,душман,düşman
623,Feind::N,каршек тюри,düşman
624,Gewalt::N,наругама,zor
625,Gewalt::N,наругама,cebir
626,Kampf::N,тюрема́,savaş
627,Bogen[Waffe]::N,нал,yay
628,Pfeil::N,нал,ok
629,Gewehr::N,винто́вка,tüfek
630,Fehler::N,эльбядькс,hata
631,Fehler::N,эльбядькс,yanlış
632,Lüge::N,васькафнема,yalan
633,Schaden::N,зия́н,zarar
634,Unglück::N,зия́н,felâket
635,Unglück::N,зия́н,talihsizlik
636,Schuld::N,муворши,suç
637,Schuld::N,муворши,kabahat
638,Alter::N,эряф кизот,yaş
639,Alter::N,эряфонь пинге,yaş
640,Schluss::N,пе,son
641,Zeit::N,пинге,zaman
642,Tag::N,ши,gün
643,Morgen::N,шобдава,sabah
644,Mittag::N,шикучка,öğle
645,Abend::N,иля́дь,akşam
646,Nacht::N,ве,gece
647,Woche::N,недя́ля,hafta
648,Monat::N,ков,ay
649,Jahr::N,киза,yıl
650,Jahr::N,киза,sene
651,Frühling::N,тунда́,ilkbahar
652,Sommer::N,киза,yaz
653,Herbst::N,сёксе,güz
654,Herbst::N,сёксе,sonbahar
655,Winter::N,тяла,kış
656,Januar::N,кельмеков,ocak
657,Februar::N,уфайков,şubat
658,März::N,марайков,mart
659,April::N,шудиков,nisan
660,Mai::N,панжиков,mayıs
661,Juni::N,лямбеков,haziran
662,Juli::N,псиков,temmuz
663,August::N,сёроньков,ağustos
664,September::N,тюжягов,eylül
665,Oktober::N,кельмазаков,ekim
666,November::N,эйндамков,kasım
667,Dezember::N,кучкаков,aralık
668,Montag::N,одговши,pazartesi
669,Dienstag::N,ша́вши,salı
670,Mittwoch::N,вержи,çarşamba
671,Donnerstag::N,шува́ланя,perşembe
672,Freitag::N,пя́денця,cuma
673,Samstag::N,ёткши,cumartesi
674,Sonntag::N,таргоши,pazar
675,groß::A,оцю,büyük
676,klein::A,ёмла,ufak
677,klein::A,ёмла,küçük
678,lang::A,кува́ка,uzun
679,kurz::A,нюрьхкя́ня,kısa
680,breit::A,кели,enli
681,breit::A,кели,geniş
682,schmal::A,тяйня,dar
683,dicht::A,сиде,sık
684,dicht::A,сиде,yoğun
685,dicht::A,туста,sık
686,dicht::A,туста,yoğun
687,dick[Gegenstand]::A,эчке,kalın
688,dick[Gegenstand]::A,эчке,iri
689,dünn::A,шува́ня,ince
690,fein::A,шува́ня,ince
691,fein::A,шува́ня,narin
692,fest::A,кеме,sabit
693,fest::A,кеме,sağlam
694,flach::A,лапш,düz
695,flach::A,лапш,yassı
696,glatt::A,вадяв,düz
697,glatt::A,такор,düz
698,hart::A,калгода,katı
699,weich::A,ляпе,yumuşak
700,rund::A,кру́глай,yuvarlak
701,spitz::A,ботаз,sivri
702,spitz::A,оржа,sivri
703,scharf::A,оржа,keskin
704,stumpf::A,ношка,kör
705,schwer::A,стака,ağır
706,schön::A,мазы,güzel
707,heiß::A,пси,kızgın
708,warm::A,лямбе,sıcak
709,kalt::A,кельме,soğuk
710,kühl::A,эше,serin
711,frisch::A,свежай,taze
712,feucht::A,летьке,nemli
713,feucht::A,летьке,rutubetli
714,nass::A,начка,yaş
715,nass::A,начка,ıslak
716,trocken::A,коське,kuru
717,voll::A,пяшксе,dolu
718,voll::A,пяшксе,dolmuş
719,leer::A,шава,boş
720,offen::A,панжада,açık
721,offen::A,виде,açık
722,geschlossen::A,пякстаф,kapalı
723,geschlossen::A,сёлгф,kapalı
724,sauber::A,ару,pak
725,sauber::A,ару,temiz
726,schmutzig::A,рда́зу,pis
727,schmutzig::A,рда́зу,kirli
728,schmutzig::A,пя́ндра,pis
729,schmutzig::A,пя́ндра,kirli
730,roh::A,верок,çiğ
731,reif::A,ке́нерьф,olgun
732,lecker::A,танцти,lezzetli
733,süß::A,ламбама,tatlı
734,süß::A,ламбама,şekerli
735,bitter::A,сяпи,acı
736,sauer::A,шапама,ekşi
737,hell::A,валда,aydınlık
738,dunkel::A,шобда,karanlık
739,schwarz::A,равжа,kara
740,schwarz::A,равжа,siyah
741,weiß::A,акша,ak
742,weiß::A,акша,beyaz
743,rot::A,якстерь,kırmızı
744,gelb::A,тюжя́,sarı
745,blau::A,сенем,mavi
746,grün::A,пиже,yeşil
747,grün::A,сянгяря,yeşil
748,grau::A,уле,boz
749,bunt::A,сёрмав,renkli
750,billig::A,у́цез,ucuz
751,billig::A,аф пи́тни,ucuz
752,teuer::A,пи́тни,pahalı
753,wertvoll::A,питни,değerli
754,blind::A,сокор,kör
755,taub::A,пярав,sağır
756,kräftig::A,пяк вии,dinç
757,kräftig::A,пяк вии,kuvvetli
758,stark::A,вии,güçlü
759,stark::A,вии,kuvvetli
760,schwach::A,лафча,zayıf
761,schwach::A,лафча,güçsüz
762,fett::A,куя́,şişman
763,schlank::A,виде ронга,narin
764,hübsch::A,мазы,güzel
765,hübsch::A,мазы,sevimli
766,böse::A,кяжи,kötü
767,dumm::A,аф ёню,aptal
768,dumm::A,шава пря,aptal
769,faul::A,нола,tembel
770,fleißig::A,ку́лхцонды,çalışkan
771,geizig::A,кирьжя,cimri
772,geizig::A,жаднай,cimri
773,klug::A,ёню,zekî
774,klug::A,ёню,akıllı
775,klug::A,пря́ви,zekî
776,klug::A,пря́ви,akıllı
777,geschickt::A,маштозь тиф,becerikli
778,lieb::A,цебярь,sevimli
779,lustig::A,ра́хси,neşeli
780,sanft::A,сетьме,nazik
781,hungrig::A,вача,aç
782,hungrig::A,вачеда,aç
783,krank::A,сяряди,hasta
784,krank::A,сяряди,rahatsız
785,nackt::A,штада,çıplak
786,nackt::A,кърхтапа,çıplak
787,traurig::A,ла́жнай,kederli
788,traurig::A,ла́жнай,üzüntülü
789,lebendig::A,эряй,canlı
790,gut::A,пара,iyi
791,gut::A,цебярь,iyi
792,schlecht::A,кальдяв,kötü
793,richtig::A,виде,doğru
794,schlimm::A,кальдяв,kötü
795,wahr::A,афкуксонь,doğru
796,wahr::A,афкуксонь,gerçek
797,alt::A,ташта,eski
798,neu::A,од,yeni
799,ehemalig::A,и́нгольдень,önceki
800,alt[Lebewesen]::A,сире,yaşlı
801,jung::A,од,genç
802,arm::A,а́шу,fakir
803,reich::A,козя,zengin
804,bekannt::A,содаф,bilinen
