,Concept_ID,hi,ku
190,Fluss::N,सरिता,rûbar
191,Ufer::N,तट,kevî
192,Ufer::N,किनारा,kevî
193,Küste::N,समुद्र-तट,berav
194,Festland::N,महाद्वीप,bejahî
195,Meer::N,सागर,behr
196,Meer::N,समुद्र,behr
197,Bucht::N,खाड़ी,derav
198,Insel::N,टापू,girav
199,Insel::N,द्वीप,girav
200,Blume::N,फूल,kulînk
201,Blume::N,पुष्प,kulînk
202,Gras::N,घास,giha
203,Wurzel::N,मूल,reh
204,Baum::N,पेड़,dar
205,Baum::N,वृक्ष,dar
206,Stamm::N,धड़,bavik
207,Rinde::N,छाल,qaqil
208,Rinde::N,वल्कल,qaqil
209,Ast::N,डाल,gulî
210,Ast::N,शाखा,gulî
211,Zweig::N,टहनी,şax
212,Blatt::N,पत्र,pel
213,Blatt::N,पत्ता,pel
214,Birke::N,भूर्ज,dara sipî
215,Kiefer[Baum]::N,पाइन-वृक्ष,dara bî
216,Weide[Baum]::N,बेंत,dara belalûk
217,Tanne::N,फ़र,merx
218,Horn::N,सींग,strô
219,Horn::N,विषाण,strô
220,Feder::N,पर,pîrtîk
221,Feder::N,पंख,pîrtîk
222,Fell::N,खाल,heyar
223,Fell::N,पशु-चर्म,heyar
224,Flügel::N,पंख,per
225,Flügel::N,डैना,per
226,Klaue::N,पंजा,napîk
227,Kralle::N,पंजा,dinik
228,Kralle::N,पंजा,dirnax
229,Kralle::N,नाख़ून,dinik
230,Kralle::N,नाख़ून,dirnax
231,Schwanz::N,पूँछ,dûv
232,Ei::N,अंडा,hêk
233,Nest::N,नीड़,hêlîn
234,Nest::N,घोंसला,hêlîn
235,Bau::N,बिल,avahî
236,Bau::N,माँद,avahî
237,Tier::N,पशु,heywan
238,Tier::N,जानवर,heywan
239,Herde::N,गल्ला,hoz
240,Kuh::N,गौ,çêlek
241,Kuh::N,गाय,çêlek
242,Bulle::N,साँड़,ga
243,Pferd::N,अश्व,hesp
244,Pferd::N,घोड़ा,hesp
245,Schaf::N,भेड़,mîh
246,Schwein::N,शूकर,beraz
247,Hund::N,श्वान,seh
248,Hund::N,कुत्ता,seh
249,Katze::N,बिल्ली,pişîk
250,Bär::N,रीछ,hirç
251,Bär::N,भालू,hirç
252,Eichhörnchen::N,गिलहरी,pilûr
253,Elch::N,एल्क,pazkovî
254,Fuchs::N,लोमड़ी,rovî
255,Hase::N,खरहा,kîroşk
256,Hase::N,ख़रगोश,kîroşk
257,Maus::N,मूष,mişk
258,Maus::N,चूहा,mişk
259,Wolf::N,वृक,gur
260,Wolf::N,भेड़िया,gur
261,Vogel::N,पक्षी,çûk
262,Vogel::N,चिड़िया,çûk
263,Schwarm::N,झुंड,lufik
264,Huhn::N,मुर्ग़ी,mirîşk
265,Hahn::N,मुर्ग़ा,dîk
266,Gans::N,हंस,qaz
267,Gans::N,हंसिनी,qaz
268,Adler::N,उक़ाब,eylo
269,Ente::N,बतख़,werdek
270,Ente::N,बत्तक,werdek
271,Eule::N,उल्लू,bûm
272,Eule::N,उल्लू,kund
273,Kranich::N,सारस,quling
274,Kranich::N,क्रौंंच,quling
275,Krähe::N,काक,qijik
276,Kuckuck::N,कोयल,pepûk
277,Kuckuck::N,कोकिल,pepûk
278,Schwan::N,हंस,qû
279,Schwan::N,मराल,qû
280,Fisch::N,मछली,masî
281,Fisch::N,मत्स्य,masî
282,Barsch::N,पर्च,okûn
283,Hecht::N,पाइक,mesîyê lûf
284,Schlange[Tier]::N,सर्प,mar
285,Wurm::N,कृमि,kurm
286,Wurm::N,कीड़ा,kurm
287,Spinne::N,लूता,pîrê
288,Spinne::N,मकड़ी,pîrê
289,Ameise::N,चींटी,mîro
290,Ameise::N,चींटी,gêrîk
291,Laus::N,जूँ,spi
292,Mücke::N,डाँस,mêş
293,Fliege::N,मक्खी,mêş
294,Fliege::N,मक्षिका,mêş
295,Schmetterling::N,तितली,perperîk
296,Beere::N,बेरी,hirç
297,Apfel::N,सेब,sêv
298,Pilz::N,खुंबी,bîrov
299,Zwiebel::N,प्याज़,pîvaz
300,Saat::N,बीज,tov
301,Korn::N,दाना,dexl
302,Heu::N,मूखी घास,sap
303,Schale::N,बकला,qaşik
304,Schale::N,छिलका,qaşik
305,Grube::N,गड्ढा,çahl
306,Falle::N,जाल,dafik
307,Falle::N,फँदा,dafik
308,Schlinge::N,फँदा,dahf
309,Spur::N,सुराग़,rêç
310,Spur::N,पद-चिह्न,rêç
311,Asche::N,राख,xweli
312,Dreck::N,मैल,gemarî
313,Dreck::N,गंदगी,gemarî
314,Eisen::N,लोहा,hesing
315,Gold::N,सोना,zêr
316,Gold::N,स्वर्ण,zêr
317,Silber::N,रजत,zîv
318,Silber::N,चाँदी,zîv
319,Kohle::N,कोयला,komir
320,Glas::N,काँच,qedeh
321,Lehm::N,चिकनी मिट्टी,kelpîç
322,Sand::N,रेत,qûm
323,Sand::N,बालू,qûm
324,Mensch::N,मानव,mirov
325,Mensch::N,इनसान,mirov
326,Mensch::N,मनुष्य,mirov
327,Mann::N,आदमी,mêr
328,Mann::N,पुरुष,mêr
329,Frau::N,औरत,jin
330,Frau::N,महिला,jin
331,Frau::N,स्त्री,jin
332,Kind::N,बाल,zarok
333,Kind::N,बच्चा,zarok
334,Junge::N,लड़का,kur
335,Mädchen::N,लड़की,keç
336,Mädchen::N,लड़की,keçik
337,Mädchen::N,कुमारी,keç
338,Mädchen::N,कुमारी,keçik
339,Familie::N,परिवार,malbat
340,Großvater::N,दादा,bapîr
341,Großmutter::N,नानी,pîrik
342,Eltern::N,माँ-बाप,bavudê
343,Eltern::N,माता-पिता,bavudê
344,Vater::N,बाप,bav
345,Vater::N,पिता,bav
346,Mutter::N,माँ,dê
347,Mutter::N,माँ,dayik
348,Mutter::N,माता,dê
349,Mutter::N,माता,dayik
350,Sohn::N,बेटा,kur
351,Sohn::N,पुत्र,kur
352,Tochter::N,बेटी,keç
353,Tochter::N,पुत्री,keç
354,Bruder::N,भाई,bira
355,Bruder::N,भ्राता,bira
356,Schwester::N,बहन,xweh
357,Schwester::N,भगिनी,xweh
358,Onkel::N,ताऊ,am
359,Onkel::N,ताऊ,xal
360,Onkel::N,काका,am
361,Onkel::N,काका,xal
362,Tante::N,बूआ,metik
363,Tante::N,बूआ,xaltîk
364,Tante::N,फूफी,metik
365,Tante::N,फूफी,xaltîk
366,Tante::N,ख़ाला,metik
367,Tante::N,ख़ाला,xaltîk
368,Ehemann::N,पति,mêr
369,Ehemann::N,शौहर,mêr
370,Ehefrau::N,बीवी,kulfet
371,Freude::N,आनंद,kêfxweşî
372,Freude::N,प्रसन्नता,kêfxweşî
373,Gelächter::N,हँसी,pîrqînî
374,Gelächter::N,क़हक़हा,pîrqînî
375,Glück::N,आनंद,bext
376,Glück::N,ख़ुशी,bext
377,Kummer::N,शोक,derd
378,Kummer::N,दुःख,derd
379,Wunsch::N,इच्छा,daxwaz
380,Wunsch::N,इच्छा,xwestek
381,Wunsch::N,अभिलाषा,daxwaz
382,Wunsch::N,अभिलाषा,xwestek
383,Lust::N,चाह,şewq
384,Lust::N,कामना,şewq
385,Geist::N,जान,aqil
386,Geist::N,प्राण,aqil
387,Gedanke::N,विचार,fikir
388,Gedächtnis::N,याददाश्त,aqil
389,Gedächtnis::N,स्मरण-शक्ति,aqil
390,Verstand::N,समझ,fêm
391,Verstand::N,अक़्ल,fêm
392,Verstand::N,बुद्धि,fêm
393,Sinn::N,अर्थ,aqil
394,Grund::N,वजह,asas
395,Grund::N,कारण,asas
396,Wahrheit::N,सत्य,rastî
397,Wahrheit::N,सच्चाई,rastî
398,Gespräch::N,चर्चा,guftûgo
399,Gespräch::N,वार्ता,guftûgo
400,Gespräch::N,बात-चीत,guftûgo
401,Märchen::N,क़िस्सा,çirok
402,Erzählung::N,कथा,çirok
403,Erzählung::N,कथा,vegotin
404,Erzählung::N,कहानी,çirok
405,Erzählung::N,कहानी,vegotin
406,Nachricht::N,सूचना,nûçe
407,Nachricht::N,समाचार,nûçe
408,Neuigkeit::N,ख़बर,hewal
409,Neuigkeit::N,समाचार,hewal
410,Name::N,नाम,nav
411,Name::N,नाम,paşnav
412,Rätsel::N,पहेली,tiştonek
413,Rede::N,वचन,gotar
414,Rede::N,वचन,axavtin
415,Rede::N,भाषण,gotar
416,Rede::N,भाषण,axavtin
417,Sprache::N,भाषा,ziman
418,Sprache::N,ज़बान,ziman
419,Stimme::N,स्वर,pejn
420,Stimme::N,आवाज़,pejn
421,Wort::N,शब्द,gotin
422,Wort::N,लफ़्ज़,gotin
423,Zeichen::N,निशान,şanek
424,Ruf::N,पुकार,hawar
425,Ruf::N,आह्वान,hawar
426,Lärm::N,शोर,xarbalix
427,Lärm::N,हुल्लड़,xarbalix
428,Laut::N,स्वर,deng
429,Laut::N,स्वर,hês
430,Laut::N,ध्वनि,deng
431,Laut::N,ध्वनि,hês
432,Ton::N,सुर,awaz
433,Ton::N,स्वर,awaz
434,Lied::N,गीत,sitran
435,Ruhe::N,आराम,rihetî
436,Ruhe::N,ख़ामोशी,rihetî
437,Leute::N,लोग,xelk
438,Volk::N,क़ौम,xelk
439,Volk::N,प्रजा,xelk
440,Arbeit::N,काम,xebat
441,Gast::N,अतिथि,mêvan
442,Gast::N,मेहमान,mêvan
443,Geschenk::N,उपहार,diyarî
444,Geschenk::N,तोहफ़ा,diyarî
445,Spiel::N,खेल,lîstik
446,Spiel::N,क्रीड़ा,lîstik
447,Gesellschaft::N,साथ,komal
448,Hilfe::N,मदद,alîkarî
449,Hilfe::N,सहायता,alîkarî
450,Freund::N,मित्र,heval
451,Kamerad::N,साथी,heval
452,Kamerad::N,कामरेड,heval
453,Angelegenheit::N,बात,pirsgirêk
454,Angelegenheit::N,मामला,pirsgirêk
455,Anzahl::N,तादाद,çend
456,Anzahl::N,संख्या,çend
457,Art::N,तरह,çeh
458,Art::N,क़िस्म,çeh
459,Stück::N,फाँक,lib
460,Stück::N,फाँक,parçe
461,Stück::N,टुकड़ा,lib
462,Stück::N,टुकड़ा,parçe
463,Teil::N,भाग,parçe
464,Teil::N,हिस्सा,parçe
465,Hälfte::N,अर्धभाग,nîvî
466,Kreis::N,चक्कर,çemil
467,Kreuz::N,सलीब,xaç
468,Kreuz::N,क्रूस,xaç
469,Linie::N,लाइन,xezik
470,Strich::N,लकीर,xezik
471,Abstand::N,अंतर,dûrahî
472,Abstand::N,फ़ासला,dûrahî
473,Entfernung::N,दूरी,dûrahî
474,Entfernung::N,फ़ासला,dûrahî
475,Gegend::N,इलाक़ा,dever
476,Platz::N,जगह,çih
477,Platz::N,स्थान,çih
478,Ort::N,स्थल,dever
479,Ort::N,स्थान,dever
480,Seite::N,ओर,rûpel
481,Seite::N,तरफ़,rûpel
482,Mitte::N,बीच,nav
483,Mitte::N,बीच,nabênê
484,Mitte::N,मध्य,nav
485,Mitte::N,मध्य,nabênê
486,Gegenstand::N,चीज़,tişt
487,Gegenstand::N,पदार्थ,tişt
488,Sache::N,चीज़,tişt
489,Sache::N,वस्तु,tişt
490,Rand::N,छोर,kevî
491,Rand::N,उपांत,kevî
492,Kante::N,कोर,kevî
493,Kante::N,किनारा,kevî
494,Ecke::N,कोना,qunç
495,Ecke::N,नुक्कड़,qunç
496,Spitze::N,नोक,derzî
497,Ende::N,छोर,talî
498,Ende::N,सिरा,talî
499,Loch::N,छेद,qul
500,Loch::N,सूराख़,qul
501,Winkel::N,कोण,kurnîşk
502,Winkel::N,कोना,kurnîşk
503,Muster::N,नमूना,desen
504,Muster::N,डिज़ाइन,desen
505,Größe::N,परिमाण,mezinî
506,Größe::N,विस्तार,mezinî
507,Länge::N,लंबाई,dirêjahî
508,Höhe::N,ऊँचाई,bilindayî
509,Höhe::N,उच्चता,bilindayî
510,Gewicht::N,भार,giranî
511,Gewicht::N,वज़न,giranî
512,Menge::N,मात्रा,qas
513,Haufen::N,ढेर,lod
514,Haufen::N,अंबार,lod
515,Reihe::N,क़तार,rêz
516,Reihe::N,पंक्ति,rêz
517,Boot::N,नाव,kelek
518,Boot::N,नौका,kelek
519,Ruder::N,चप्पू,bêrik
520,Schlitten::N,बर्फ़-गाड़ी,xîjik
521,Ski::N,स्की,lakan
522,Lagerfeuer::N,अलाव,agir
523,Lagerfeuer::N,कैंप-फ़ायर,agir
524,Last::N,भार,bar
525,Gang::N,चाल,fîtêz
526,Schritt::N,डग,gav
527,Schritt::N,क़दम,gav
528,Norden::N,उत्तर,bakur
529,Süden::N,दक्खिन,başur
530,Westen::N,पश्चिम,rojava
531,Osten::N,पूरब,rojhilat
532,Holz::N,काठ,dep
533,Holz::N,काष्ठ,dep
534,Brett::N,पटरा,dep
535,Brett::N,तख़्ता,dep
536,Platte::N,फलक,dep
537,Platte::N,तख़्ता,dep
538,Stütze::N,टेक,destek
539,Stütze::N,थूनी,destek
540,Stange::N,छड़,sing
541,Stange::N,बाँस,sing
542,Stock::N,लाठी,çam
543,Stab::N,लग्गा,qat
544,Rohr::N,नल,borî
545,Haus::N,घर,mal
546,Haus::N,घर,xanî
547,Haus::N,मकान,mal
548,Haus::N,मकान,xanî
549,Heim::N,घर,mal
550,Heim::N,गृह,mal
551,Ofen::N,चूल्हा,sobe
552,Fußboden::N,फ़र्श,binpê
553,Tisch::N,मेज़,mase
554,Stuhl::N,कुरसी,kursî
555,Wiege::N,पालना,derguş
556,Wiege::N,हिंडोला,derguş
557,Bett::N,खाट,qerewêle
558,Bett::N,पलंग,qerewêle
559,Regal::N,शेल्फ़,rêbaz
560,Kiste::N,पेटी,sindoq
561,Kiste::N,डिब्बा,sindoq
562,Fenster::N,खिड़की,çam
563,Fenster::N,खिड़की,şibeke
564,Tür::N,द्वार,derî
565,Tür::N,दरवाज़ा,derî
566,Tor::N,फाटक,derge
567,Zaun::N,बाड़ा,hejik
568,Dach::N,छत,sere xanî
569,Dach::N,छप्पर,sere xanî
570,Leiter::N,सीढ़ी,pêling
571,Besen::N,झाड़ू,melkes
572,Besen::N,बुहारी,melkes
573,Spaten::N,कुदाल,mer
574,Schaufel::N,बेलचा,bêr
575,Schaufel::N,फावड़ा,bêr
576,Gabel::N,काँटा,çetel
577,Löffel::N,चम्मच,kevçî
578,Messer::N,छुरा,kêr
579,Messer::N,चाक़ू,kêr
580,Nagel::N,कील,bizmar
581,Nagel::N,मेख़,bizmar
582,Netz::N,जाल,tor
583,Haken::N,अंकुश,çenqel
584,Griff::N,मूठ,destî
585,Griff::N,हत्था,destî
586,Schloss::N,ताला,qonax
587,Bild::N,चित्र,dimen
588,Figur::N,मूर्ति,figûr
589,Puppe::N,पुतली,bûk
590,Puppe::N,गुड़िया,bûk
591,Beutel::N,झोला,kîsik
592,Bündel::N,पुलिंदा,pêçek
593,Tasche::N,बेग,bêrîk
594,Tasche::N,बस्ता,bêrîk
595,Eimer::N,बाल्टी,dewl
596,Deckel::N,ढक्कन,devik
597,Geschirr::N,बरतन-भाँड़े,ferax
598,Sack::N,बोरा,tûr
599,Tasse::N,प्याला,kada
600,Topf::N,देग़चा,beroş
601,Kessel::N,देग़,şîril
602,Kessel::N,बटलोई,şîril
603,Essen::N,खाना,xwarin
604,Nahrung::N,भोजन,xwarin
605,Speise::N,खाना,xwarin
606,Speise::N,व्यंजन,xwarin
607,Fleisch::N,मांस,goşt
608,Fleisch::N,गोश्त,goşt
609,Getreide::N,अनाज,zad
610,Brei::N,भरता,hewdêl
611,Brei::N,दलिया,hewdêl
612,Brot::N,रोटी,
613,Scheibe::N,कतला,parçe
614,Fett::N,वसा,rûn
615,Fett::N,चरबी,rûn
616,Butter::N,मक्खन,rûn
617,Öl::N,तेल,rûn
618,Salz::N,नमक,xwe
619,Suppe::N,सूप,şorbe
620,Suppe::N,शोरबा,şorbe
621,Honig::N,शहद,hingiv
622,Milch::N,दूध,şîr
623,Tee::N,चाय,çay
624,Leder::N,चमड़ा,çerm
625,Wolle::N,ऊन,herî
626,Stoff::N,कपड़ा,paç
627,Nadel::N,सूई,derzî
628,Faden::N,डोरा,ta
629,Knopf::N,बटन,bişkok
630,Knopf::N,घुंडी,bişkok
631,Knoten::N,गाँठ,girêk
632,Knoten::N,गुत्थी,girêk
633,Farbe::N,रंग,boyax
634,Farbe::N,वर्ण,boyax
635,Kleidung::N,पहनावा,çil
636,Hemd::N,कुरता,qutik
637,Hemd::N,कुरता,miltan
638,Hemd::N,क़मीज़,qutik
639,Hemd::N,क़मीज़,miltan
640,Kragen::N,गरदनी,stûvang
641,Kragen::N,गरेबान,stûvang
642,Ärmel::N,आस्तीन,hûçik
643,Hose::N,पैंट,şewel
644,Hose::N,पतलून,şewel
645,Gürtel::N,पेटी,qayiş
646,Gürtel::N,मेखला,qayiş
647,Mütze::N,टोपी,fîno
648,Schuh::N,जूता,şêkal
649,Stiefel::N,बूट,gizme
650,Stiefel::N,बूट,çizme
651,Ring::N,अँगूठी,xelek
652,Band::N,पट्टी,band
653,Kamm::N,कंघी,şeh
654,Spiegel::N,आईना,eynik
655,Spiegel::N,दर्पण,eynik
656,Riemen::N,तसमा,qayiş
657,Riemen::N,पट्टा,qayiş
658,Schnur::N,डोरी,doxin
659,Schnur::N,सुतली,doxin
660,Leine::N,रस्सी,şirît
661,Decke::N,रज़ाई,bataniye
662,Kissen::N,तकिया,balgî
663,Kissen::N,गाद्दा,balgî
664,Tuch::N,रूमाल,şar
665,Tuch::N,वस्त्र,şar
666,Handtuch::N,अँगोछा,dezmal
667,Kraft::N,ज़ोर,hêz
668,Kraft::N,ज़ोर,qewet
669,Kraft::N,शक्ति,hêz
670,Kraft::N,शक्ति,qewet
671,Stärke::N,बल,xurtî
672,Stärke::N,ताक़त,xurtî
673,Gesundheit::N,स्वास्थ्य,nojdarî
674,Gesundheit::N,तंदुरुस्ती,nojdarî
675,Krankheit::N,रोग,nexweşî
676,Krankheit::N,बीमारी,nexweşî
677,Schmerz::N,दर्द,êş
678,Schmerz::N,पीड़ा,êş
679,Wunde::N,घाव,kul
680,Wunde::N,ज़ख़्म,kul
681,Fieber::N,ज्वर,ta
682,Fieber::N,बुख़ार,ta
683,Arznei::N,दवा,derman
684,Arznei::N,औषाधि,derman
685,Brücke::N,पुल,kopî
686,Brücke::N,सेतु,kopî
687,Brunnen::N,कुआँ,çal
688,Brunnen::N,कुआँ,kani
689,Weide::N,चरागाह,beyar
690,Pfad::N,पथ,xaçirek
691,Pfad::N,पगडंडी,xaçirek
692,Weg::N,मार्ग,rê
693,Straße::N,राह,rê
694,Straße::N,रास्ता,rê
695,Dorf::N,गाँव,gund
696,Dorf::N,ग्राम,gund
697,Stadt::N,शहर,baçar
698,Brief::N,ख़त,name
699,Brief::N,पत्र,name
700,Brief::N,चिट्ठी,name
701,Buch::N,किताब,kitêb
702,Buch::N,किताब,pirtûk
703,Buch::N,पुस्तक,kitêb
704,Buch::N,पुस्तक,pirtûk
705,Buchstabe::N,अक्षर,herf
706,Zeitung::N,अख़बार,rojname
707,Zeitung::N,समाचार-पत्र,rojname
708,Leben::N,जीवन,jiyan
709,Leben::N,ज़िंदगी,jiyan
710,Tod::N,मौत,mirin
711,Tod::N,मृत्यु,mirin
712,Grab::N,क़ब्र,mezel
713,Kirche::N,चर्च,gilyas
714,Kirche::N,गिरजा,gilyas
715,Sünde::N,पाप,guneh
716,Sünde::N,गुनाह,guneh
717,Gott::N,देव,xwedê
718,Gott::N,ईश्वर,xwedê
719,Arbeiter::N,मज़दूर,hîşçî
720,Chef::N,अध्यक्ष,bêg
721,Meister::N,शिल्पज्ञ,hoste
722,Arzt::N,वैद्य,doktor
723,Arzt::N,डॉक्टर,doktor
724,Arzt::N,चिकित्सक,doktor
725,Lehrer::N,शिक्षक,mamoste
726,Lehrer::N,अध्यापक,mamoste
727,Geld::N,धन,pere
728,Geld::N,पैसा,pere
729,Geschäft::N,सौदा,firoşgeh
730,Geschäft::N,व्यापार,firoşgeh
731,Laden::N,दुकान,dikan
732,Preis::N,दाम,buha
733,Preis::N,मूल्य,buha
734,Ware::N,माल,tişt
735,Ware::N,पण्य,tişt
736,Nutzen::N,लाभ,fêde
737,Nutzen::N,फ़ायदा,fêde
738,Reichtum::N,धन,serwet
739,Reichtum::N,दौलत,serwet
740,Welt::N,विश्व,dinya
741,Welt::N,दुनिया,dinya
742,Land::N,देश,welat
743,Land::N,मुल्क,welat
744,Staat::N,राज्य,dewlet
745,Staat::N,राष्ट्र,dewlet
746,König::N,राजा,şah
747,König::N,राजा,qral
748,König::N,बादशाह,şah
749,König::N,बादशाह,qral
750,Macht::N,शासन,qewet
751,Macht::N,शासन,destihilat
752,Macht::N,सत्ता,qewet
753,Macht::N,सत्ता,destihilat
754,Grenze::N,सरहद,kevî
755,Krieg::N,जंग,çeng
756,Krieg::N,जंग,sêwaş
757,Krieg::N,युद्ध,çeng
758,Krieg::N,युद्ध,sêwaş
759,Feind::N,शत्रु,dijmin
760,Feind::N,दुश्मन,dijmin
761,Gewalt::N,हिंसा,zor
762,Kampf::N,लड़ाई,şer
