,Concept_ID,be,da
838,aufwachen::V,рассыпацца,vågne
839,aufstehen::V,устаць,stå op
840,sich erholen::V,адпачываць,komme sig
841,krank werden::V,захварэць,blive syg
842,krank sein::V,хварэць,være syg
843,schmerzen::V,балець,smerte
844,husten::V,кашляць,hoste
845,genesen::V,паправіцца,komme sig
846,genesen::V,паздаравець,komme sig
847,sterben::V,памерці,dø
848,umkommen::V,загінуць,omkomme
849,sich bewegen::V,рухацца,bevæge sig
850,sich rühren::V,варушыцца,røre på sig
851,sich erheben::V,устаць,rejse sig
852,sich setzen::V,сесці,sætte sig
853,hinfallen::V,упасці,
854,laufen::V,хадзіць,løbe
855,schreiten::V,шагаць,skride
856,schreiten::V,крочыць,skride
857,spazierengehen::V,гуляць,gå en tur
858,eilen::V,спяшацца,ile
859,sich beeilen::V,спяшацца,skynde sig
860,sausen::V,імчацца,suse
861,rennen::V,бегаць,løbe
862,rennen::V,бегаць,rende
863,springen::V,скакаць,hoppe
864,springen::V,скакаць,springe
865,klettern::V,лазіць,klatre
866,schaukeln::V,гайдацца,gynge
867,kriechen::V,поўзаць,krybe
868,schwimmen::V,плаваць,svømme
869,tauchen::V,ныраць,dykke
870,rudern::V,веславаць,ro
871,fahren::V,ехаць,køre
872,fliegen::V,лятаць,flyve
873,gehen::V,ісці,gå
874,weggehen::V,пайсці,gå bort
875,abfahren::V,адʼяжджаць,køre bort
876,anhalten::V,спыніцца,standse
877,anhalten::V,затрымацца,standse
878,hineingehen::V,уваходзіць,gå ind
879,eintreten::V,увайсці,træde ind
880,kommen::V,прыйсці,komme
881,ankommen::V,прыбыць,ankomme
882,zurückkommen::V,вярнуцца,komme tilbage
883,bleiben::V,застацца,blive
884,bleiben::V,застацца,forblive
885,warten::V,чакаць,vente
886,erwarten::V,чакаць,vente
887,erwarten::V,чакаць,afvente
888,suchen::V,шукаць,søge
889,finden::V,знайсці,finde
890,versuchen::V,прабаваць,forsøge
891,vorbereiten::V,падрыхтаваць,forberede
892,lieben::V,кахаць,elske
893,mögen::V,любіць,holde af
894,mögen::V,любіць,kunne lide
895,lachen::V,смяяцца,le
896,rühren::V,расчуліць,røre
897,weinen::V,плакаць,græde
898,schimpfen::V,лаяцца,skænde
899,sich ärgern::V,сердаваць,ærgre sig
900,sich fürchten::V,баяцца,være bange
901,fürchten::V,баяцца,være bange for
902,fliehen::V,уцякаць,flygte
903,flüchten::V,уцячы,flygte
904,sehen::V,бачыць,se
905,anschauen::V,паглядзець,se på
906,anschauen::V,паглядзець,betragte
907,ansehen::V,глядзець,anse
908,hören::V,чуць,høre
909,zuhören::V,слухаць,høre til
910,probieren::V,каштаваць,smage
911,probieren::V,каштаваць,smage på
912,riechen::V,нюхаць,lugte
913,fühlen::V,адчуваць,føle
914,scheinen::V,здавацца,synes
915,zu sehen sein::V,віднецца,synes
916,vernehmen::V,пачуць,erfare
917,frieren::V,мёрзнуць,fryse
918,tun::V,рабіць,gøre
919,können::V,умець,kunne
920,wollen::V,хацець,ville
921,anfangen::V,пачаць,begynde
922,beenden::V,закончыць,afslutte
923,aufhören::V,перастаць,ophøre
924,aufhören::V,перастаць,holde op
925,gelingen::V,удацца,lykkes
926,geraten::V,аказацца,blive
927,öffnen::V,адчыніць,åbne
928,schließen::V,зачыніць,lukke
929,stellen::V,паставіць,stille
930,setzen::V,пасадзіць,sætte
931,legen::V,класці,lægge
932,berühren::V,чапаць,berøre
933,verbinden::V,звязаць,forbinde
934,bedecken::V,накрыць,dække
935,bedecken::V,накрыць,bedække
936,aufhängen::V,павесіць,hænge
937,aufhängen::V,павесіць,hænge op
938,anzünden::V,запаліць,tænde
939,anzünden::V,запаліць,antænde
940,aufheben::V,падняць,løfte
941,aufheben::V,падняць,tage op
942,zurücklassen::V,пакінуць,lade tilbage
943,verlieren::V,згубіць,miste
944,fallen lassen::V,упусціць,tabe
945,fallen lassen::V,упусціць,droppe
946,machen::V,зрабіць,gøre
947,herstellen::V,вырабіць,fremstille
948,bauen::V,будаваць,bygge
949,reparieren::V,правіць,reparere
950,verbessern::V,палепшыць,rette
951,verbessern::V,палепшыць,forbedre
952,ändern::V,змяніць,ændre
953,graben::V,капаць,grave
954,beugen::V,сагнуць,bøje
955,biegen::V,пагнуць,bøje
956,drehen::V,вярцець,dreje
957,wenden::V,павярнуць,vende
958,umdrehen::V,перавярнуць,dreje om
959,heben::V,падымаць,hæve
960,hochheben::V,падняць,løfte
961,ergreifen::V,схапіць,gribe fat i
962,ergreifen::V,схваціць,gribe fat i
963,halten::V,трымаць,holde
964,drücken::V,націскаць,trykke
965,schieben::V,пхаць,skyde
966,schieben::V,пхаць,skubbe
967,schieben::V,штурхаць,skyde
968,schieben::V,штурхаць,skubbe
969,kratzen::V,скрэбці,klø
970,kratzen::V,скрэбці,kradse
971,lecken::V,лізаць,slikke
972,beißen::V,кусаць,bide
973,abreißen::V,адарваць,rive af
974,abschneiden::V,адрэзаць,skære af
975,binden::V,вязаць,binde
976,stecken::V,уваткнуць,stikke
977,brechen::V,зламаць,brække
978,klopfen::V,стукаць,banke
979,hauen::V,біць,hugge
980,kleben::V,клеіць,klistre
981,reiben::V,церці,gnide
982,streichen::V,намазаць,smøre
983,schleifen::V,тачыць,slibe
984,schneiden::V,рэзаць,skære
985,schneiden::V,рэзаць,klippe
986,rütteln::V,хістаць,ruske
987,schütteln::V,трэсці,ryste
988,schwenken::V,махаць,svinge
989,schütten::V,наліць,hælde
990,füllen::V,напоўніць,fylde
991,einwickeln::V,загарнуць,pakke ind
992,tragen::V,несці,bære
993,schleppen::V,цягнуць,slæbe
994,ziehen::V,цягнуць,trække
995,aufbewahren::V,захоўваць,opbevare
996,werfen::V,кідаць,kaste
997,fangen::V,лавіць,fange
998,packen::V,схапіць,gribe
999,packen::V,схваціць,gribe
1000,verstecken::V,схаваць,gemme
1001,teilen::V,раздзяліць,dele
1002,schicken::V,пасылаць,sende
1003,bringen::V,прынесці,bringe
1004,hinzufügen::V,дабавіць,tilføje
1005,bekommen::V,дастаць,få
1006,erhalten::V,атрымаць,få
1007,nehmen::V,ўзяць,tage
1008,wählen::V,выбраць,vælge
1009,auswählen::V,адабраць,udvælge
1010,bewahren::V,захаваць,bevare
1011,behindern::V,перашкаджаць,hindre
1012,behindern::V,перашкаджаць,forhindre
1013,verderben::V,сапсаваць,ødelægge
1014,beschädigen::V,пашкодзіць,beskadige
1015,zerbrechen::V,разбіць,brække itu
1016,zerreißen::V,разадраць,rive itu
1017,zerstören::V,разбурыць,ødelægge
1018,verbrennen::V,спаліць,brænde
1019,geben::V,даць,give
1020,reichen::V,перадаць,række
1021,schenken::V,дарыць,forære
1022,versprechen::V,абяцаць,love
1023,wünschen::V,жадаць,ønske
1024,loben::V,хваліць,rose
1025,küssen::V,цалаваць,kysse
1026,wiegen::V,гушкаць,vugge
1027,wiegen::V,калыхаць,vugge
1028,zudecken::V,накрыць,dække til
1029,wecken::V,пабудзіць,vække
1030,zeigen::V,паказаць,vise
1031,führen::V,весці,føre
1032,lehren::V,вучыць,lære
1033,unterrichten::V,выкладаць,undervise
1034,aufziehen::V,выхаваць,opdrage
1035,leiten::V,кіраваць,lede
1036,antreiben::V,падганяць,skynde på
1037,lassen::V,прымусіць,få til at
1038,einladen::V,запрасіць,indbyde
1039,einladen::V,запрасіць,invitere
1040,vereinigen::V,абʼяднаць,forene
1041,besuchen::V,наведаць,besøge
1042,treffen::V,сустрэць,møde
1043,sich versammeln::V,сабрацца,forsamles
1044,spielen::V,гуляць,lege
1045,spielen::V,гуляць,spille
1046,singen::V,пець,synge
1047,singen::V,спяваць,synge
1048,tanzen::V,танцаваць,danse
1049,sich trennen::V,расстацца,skilles
1050,verlassen::V,пакінуць,forlade
1051,retten::V,выратаваць,redde
1052,bewachen::V,ахоўваць,bevogte
1053,schützen::V,уберагаць,skærme
1054,schützen::V,уберагаць,beskytte
1055,verteidigen::V,абараніць,forsvare
1056,sich schlagen::V,біцца,slås
1057,sich schlagen::V,драцца,slås
1058,schießen::V,страляць,skyde
1059,siegen::V,перамагчы,sejre
1060,ärgern::V,злаваць,ærgre
1061,schlagen::V,ударыць,slå
1062,treten::V,штурхаць,sparke
1063,stechen::V,укалоць,stikke
1064,stoßen::V,папхнуць,støde
1065,stehlen::V,украсці,stjæle
1066,stören::V,перашкодзіць,forstyrre
1067,belästigen::V,дакучаць,genere
1068,belästigen::V,дакучаць,ulejlige
1069,verbergen::V,скрыць,skjule
1070,verbergen::V,схаваць,skjule
1071,täuschen::V,падмануць,villede
1072,betrügen::V,змахляваць,bedrage
1073,töten::V,забіць,dræbe
1074,wohnen::V,жыць,bo
1075,arbeiten::V,працаваць,arbejde
1076,sammeln::V,сабраць,samle
1077,pflücken::V,зрываць,plukke
1078,jagen::V,паляваць,jage
1079,fischen::V,рыбачыць,fiske
1080,fassen::V,злавіць,fange
1081,hüten::V,пасвіць,vogte
1082,treiben::V,гнаць,drive
1083,anbinden::V,прывязаць,binde fast
1084,füttern::V,карміць,fodre
1085,melken::V,даіць,malke
1086,hacken::V,сячы,hakke
1087,gießen::V,паліць,hælde
1088,reifen::V,паспець,modne
1089,zubereiten::V,зварыць,tilberede
1090,zubereiten::V,згатаваць,tilberede
1091,kochen::V,варыць,koge
1092,backen::V,пячы,bage
1093,braten::V,смажыць,stege
1094,umrühren::V,перамяшаць,røre om
1095,stricken::V,вязаць,strikke
1096,nähen::V,шыць,sy
1097,färben::V,пафарбаваць,farve
1098,reinigen::V,ачысціць,rense
1099,reinigen::V,ачысціць,gøre ren
1100,waschen::V,мыць,vaske
1101,abwischen::V,выцерці,tørre af
1102,spülen::V,паласкаць,skylle
1103,fegen::V,падмятаць,feje
1104,kehren::V,месці,feje
1105,baden::V,купацца,bade
1106,sich waschen::V,мыцца,vaske sig
1107,ausziehen::V,зняць,tage af
1108,anziehen::V,надзець,tage på
1109,sich anziehen::V,адзецца,klæde sig på
1110,kämmen::V,прычасаць,rede
1111,kämmen::V,прычасаць,frisere
1112,schmücken::V,аздобіць,pynte
1113,schmücken::V,аздобіць,smykke
1114,sagen::V,сказаць,sige
1115,sprechen::V,гаварыць,snakke
1116,reden::V,размаўляць,tale
1117,reden::V,размаўляць,snakke
1118,sich unterhalten::V,гутарыць,snakke sammen
1119,fragen::V,спытаць,spørge
1120,bitten::V,прасіць,bede
1121,erzählen::V,расказаць,berette
1122,erzählen::V,расказаць,fortælle
1123,mitteilen::V,паведаміць,meddele
1124,nennen::V,назваць,nævne
1125,rufen::V,зваць,råbe
1126,prahlen::V,хваліцца,prale
1127,übersetzen::V,перакласці,oversætte
1128,denken::V,думаць,tænke
1129,glauben::V,верыць,tro
1130,bemerken::V,заўважыць,bemærke
1131,bemerken::V,заўважыць,lægge mærke til
1132,erkennen::V,пазнаць,genkende
1133,begreifen::V,спасцігнуць,begribe
1134,verstehen::V,пачуць,forstå
1135,lernen::V,вучыцца,lære
1136,wissen::V,знаць,vide
1137,sich erinnern an::V,памятаць,mindes
1138,sich erinnern an::V,памятаць,huske på
1139,vergessen::V,забыць,glemme
1140,messen::V,мераць,måle
1141,zählen::V,лічыць,tælle
1142,rechnen::V,лічыць,regne
1143,lesen::V,чытаць,læse
1144,malen::V,маляваць,male
1145,zeichnen::V,рысаваць,tegne
1146,schreiben::V,пісаць,skrive
1147,besitzen::V,мець,eje
1148,besitzen::V,мець,besidde
1149,kaufen::V,купіць,købe
1150,verkaufen::V,прадаць,sælge
1151,bezahlen::V,заплаціць,betale
1152,zahlen::V,плаціць,betale
1153,beherrschen::V,уладаць,beherske
1154,beherrschen::V,валодаць,beherske
1155,ertragen::V,выцерпець,tåle
1156,ertragen::V,выцерпець,udholde
