,Concept_ID,sk,lt
117,Abhang::N,úbočie,šlaitas
118,Abhang::N,úbočie,nuokalnė
119,Quelle::N,prameň,versmė
120,Quelle::N,prameň,šaltinis
121,Bach::N,potok,upelis
122,Fluss::N,rieka,upė
123,Ufer::N,breh,krantas
124,Küste::N,pobrežie,pajūris
125,Festland::N,pevnina,sausuma
126,Meer::N,more,jūra
127,Bucht::N,záliv,įlanka
128,Bucht::N,záliv,užutekis
129,Bucht::N,zátoka,įlanka
130,Bucht::N,zátoka,užutekis
131,Insel::N,ostrov,sala
132,Blume::N,kvet,gėlė
133,Blume::N,kvetina,gėlė
134,Gras::N,tráva,žolė
135,Wurzel::N,koreň,šaknis
136,Baum::N,strom,medis
137,Stamm::N,kmeň,kamienas
138,Rinde::N,kôra,žievė
139,Ast::N,konár,šaka
140,Zweig::N,vetva,šakelė
141,Blatt::N,list,lapas
142,Birke::N,breza,beržas
143,Kiefer[Baum]::N,sosna,pušis
144,Kiefer[Baum]::N,borovica,pušis
145,Weide[Baum]::N,vŕba,karklas
146,Tanne::N,jedľa,eglė
147,Tanne::N,jedľa,kėnis
148,Horn::N,roh,ragas
149,Feder::N,pero,plunksna
150,Fell::N,koža,kailis
151,Fell::N,kožušina,kailis
152,Flügel::N,krídlo,sparnas
153,Klaue::N,paznecht,kanopa
154,Kralle::N,pazúr,nagas
155,Schwanz::N,chvost,uodega
156,Ei::N,vajce,kiaušinis
157,Ei::N,vajíčko,kiaušinis
158,Nest::N,hniezdo,gūžta
159,Nest::N,hniezdo,lizdas
160,Bau::N,nora,ola
161,Tier::N,zviera,gyvūnas
162,Herde::N,stádo,banda
163,Herde::N,stádo,kaimenė
164,Kuh::N,krava,karvė
165,Bulle::N,býk,bulius
166,Pferd::N,kôň,arklys
167,Schaf::N,ovca,avis
168,Schwein::N,sviňa,kiaulė
169,Hund::N,pes,šuo
170,Katze::N,mačka,katė
171,Bär::N,medveď,lokys
172,Eichhörnchen::N,veverička,voveraitė
173,Elch::N,los,briedis
174,Fuchs::N,líška,lapė
175,Hase::N,zajac,kiškas
176,Maus::N,myš,pelė
177,Wolf::N,vlk,vilkas
178,Vogel::N,vták,paukštis
179,Schwarm::N,roj,spiečius
180,Huhn::N,kurča,višta
181,Huhn::N,sliepka,višta
182,Hahn::N,kohút,gaidys
183,Gans::N,hus,žąsis
184,Adler::N,orol,erelis
185,Ente::N,kačka,antis
186,Ente::N,kačica,antis
187,Eule::N,sova,pelėda
188,Kranich::N,žeriav,gervė
189,Krähe::N,vrana,varna
190,Kuckuck::N,kukučka,gegužė
191,Schwan::N,labuť,gulbė
192,Fisch::N,ryba,žuvis
193,Barsch::N,ostriež,ešerys
194,Hecht::N,šťuka,lydeka
195,Schlange[Tier]::N,had,gyvatė
196,Wurm::N,červ,kirmėlė
197,Spinne::N,pavúk,voras
198,Ameise::N,mravec,skruzdė
199,Laus::N,voš,utėlė
200,Mücke::N,komár,uodas
201,Fliege::N,mucha,musė
202,Schmetterling::N,motýľ,drugys
203,Schmetterling::N,motýľ,peteliškė
204,Beere::N,bobuľa,uoga
205,Apfel::N,jablko,obuolys
206,Pilz::N,hríb,grybas
207,Zwiebel::N,cibuľa,svogūnas
208,Saat::N,osivo,sėkla
209,Korn::N,zrno,grūdai
210,Heu::N,seno,šienas
211,Schale::N,šupa,žievelė
212,Schale::N,škrupina,žievelė
213,Grube::N,jama,duobė
214,Falle::N,pasca,pinklės
215,Falle::N,pasca,žabangai
216,Falle::N,klepec,pinklės
217,Falle::N,klepec,žabangai
218,Schlinge::N,slučka,kilpa
219,Spur::N,stopa,vėžė
220,Spur::N,stopa,pėdos
221,Spur::N,stopa,pėdsakas
222,Asche::N,popol,pelenai
223,Dreck::N,kal,purvas
224,Dreck::N,blato,purvas
225,Eisen::N,železo,geležis
226,Gold::N,zlato,auksas
227,Silber::N,striebro,sidabras
228,Kohle::N,uhlie,anglis
229,Glas::N,sklo,stiklas
230,Lehm::N,íl,molis
231,Lehm::N,hlina,molis
232,Sand::N,piesok,smėlis
233,Mensch::N,človek,žmogus
234,Mann::N,muž,vyras
235,Mann::N,muž,vyriškis
236,Mann::N,chlap,vyras
237,Mann::N,chlap,vyriškis
238,Frau::N,žena,moteris
239,Kind::N,dieťa,vaikas
240,Junge::N,chlapec,vaikinas
241,Junge::N,chlapec,berniukas
242,Mädchen::N,dievka,mergytė
243,Mädchen::N,dievka,mergaitė
244,Familie::N,rodina,šeima
245,Großvater::N,dedo,senelis
246,Großvater::N,starý otec,senelis
247,Großmutter::N,babička,senelė
248,Großmutter::N,stará mať,senelė
249,Eltern::N,rodičia,tėvai
250,Vater::N,otec,tėvas
251,Mutter::N,mať,motina
252,Mutter::N,matka,motina
253,Sohn::N,syn,sūnus
254,Tochter::N,dcéra,duktė
255,Bruder::N,brat,brolis
256,Schwester::N,sestra,sesuo
257,Onkel::N,ujo,dėdė
258,Onkel::N,strýko,dėdė
259,Tante::N,teta,teta
260,Tante::N,tetka,teta
261,Ehemann::N,muž,vyras
262,Ehemann::N,manžel,vyras
263,Ehefrau::N,žena,žmona
264,Ehefrau::N,manželka,žmona
265,Freude::N,radosť,džiaugsmas
266,Gelächter::N,smiech,juokas
267,Glück::N,šťastie,laimė
268,Kummer::N,žiaľ,vargas
269,Kummer::N,žiaľ,rūpestis
270,Kummer::N,zármutok,vargas
271,Kummer::N,zármutok,rūpestis
272,Wunsch::N,prianie,troškimas
273,Wunsch::N,prianie,pageidavimas
274,Lust::N,chuť,noras
275,Lust::N,chuť,geidulys
276,Geist::N,duch,dvasia
277,Gedanke::N,myšlienka,mintis
278,Gedächtnis::N,pamäť,atmintis
279,Verstand::N,rozum,protas
280,Sinn::N,zmysel,prasmė
281,Grund::N,dôvod,priežastis
282,Grund::N,príčina,priežastis
283,Wahrheit::N,pravda,tiesa
284,Wahrheit::N,pravda,teisybė
285,Gespräch::N,reč,pokalbis
286,Gespräch::N,rozhovor,pokalbis
287,Märchen::N,rozprávka,pasaka
288,Erzählung::N,poviedka,apsakymas
289,Erzählung::N,poviedka,pasakojimas
290,Nachricht::N,správa,žinia
291,Neuigkeit::N,novinka,naujiena
292,Name::N,meno,vardas
293,Rätsel::N,záhada,mįslė
294,Rätsel::N,hádanka,mįslė
295,Rede::N,reč,kalba
296,Sprache::N,reč,kalba
297,Sprache::N,jazyk,kalba
298,Stimme::N,hlas,balsas
299,Wort::N,slovo,žodis
300,Zeichen::N,znak,žymė
301,Zeichen::N,znak,ženklas
302,Ruf::N,volanie,šauksmas
303,Ruf::N,zavolanie,šauksmas
304,Lärm::N,hluk,triukšmas
305,Lärm::N,hurhaj,triukšmas
306,Laut::N,zvuk,garsas
307,Ton::N,tón,tonas
308,Ton::N,tón,garsas
309,Ton::N,zvuk,tonas
310,Ton::N,zvuk,garsas
311,Lied::N,pieseň,daina
312,Lied::N,pieseň,giesmė
313,Ruhe::N,pokoj,ramybė
314,Ruhe::N,pokoj,ramumas
315,Leute::N,ľudia,žmonės
316,Volk::N,ľud,tauta
317,Volk::N,národ,tauta
318,Arbeit::N,práca,darbas
319,Arbeit::N,práca,triūsas
320,Arbeit::N,robota,darbas
321,Arbeit::N,robota,triūsas
322,Gast::N,hosť,svečias
323,Geschenk::N,dar,dovana
324,Spiel::N,hra,žaismas
325,Spiel::N,hra,žaidimas
326,Gesellschaft::N,spoločnosť,draugija
327,Gesellschaft::N,spoločnosť,kompanija
328,Hilfe::N,pomoc,pagalba
329,Freund::N,priateľ,draugas
330,Freund::N,priateľ,bičiulis
331,Kamerad::N,kamarát,draugas
332,Angelegenheit::N,vec,dalykas
333,Angelegenheit::N,vec,reikalas
334,Angelegenheit::N,záležitosť,dalykas
335,Angelegenheit::N,záležitosť,reikalas
336,Anzahl::N,počet,kiekis
337,Anzahl::N,počet,skaičius
338,Anzahl::N,množstvo,kiekis
339,Anzahl::N,množstvo,skaičius
340,Art::N,druh,rūšis
341,Stück::N,kus,gabalas
342,Stück::N,kúsok,gabalas
343,Teil::N,časť,dalis
344,Hälfte::N,polka,pusė
345,Hälfte::N,polovica,pusė
346,Kreis::N,kruh,ratas
347,Kreis::N,kruh,apskritis
348,Kreis::N,kruh,apskritimas
349,Kreuz::N,kríž,kryžius
350,Linie::N,línia,linija
351,Strich::N,čiara,brėžis
352,Strich::N,čiara,brūkšnys
353,Abstand::N,vzdialenosť,atstumas
354,Entfernung::N,vzdialenosť,atstumas
355,Gegend::N,kraj,vietovė
356,Gegend::N,krajina,vietovė
357,Platz::N,miesto,vieta
358,Ort::N,miesto,vieta
359,Ort::N,miesto,vietovė
360,Seite::N,bok,pusė
361,Seite::N,bok,šonas
362,Seite::N,strana,pusė
363,Seite::N,strana,šonas
364,Mitte::N,stred,vidurys
365,Gegenstand::N,predmet,dalykas
366,Sache::N,vec,daiktas
367,Rand::N,kraj,kraštas
368,Rand::N,kraj,pakraštys
369,Rand::N,okraj,kraštas
370,Rand::N,okraj,pakraštys
371,Kante::N,hrana,kraštas
372,Ecke::N,roh,kertė
373,Ecke::N,roh,kampas
374,Spitze::N,hrot,priekis
375,Spitze::N,hrot,priešakys
376,Spitze::N,špička,priekis
377,Spitze::N,špička,priešakys
378,Ende::N,koniec,galas
379,Loch::N,diera,skylė
380,Winkel::N,kút,kampas
381,Winkel::N,kút,kampelis
382,Muster::N,vzor,raštas
383,Muster::N,vzorka,raštas
384,Größe::N,veľkosť,dydis
385,Größe::N,veľkosť,didumas
386,Länge::N,dĺžka,ilgis
387,Länge::N,dĺžka,ilgumas
388,Höhe::N,výška,aukštis
389,Höhe::N,výška,aukštuma
390,Gewicht::N,váha,svoris
391,Gewicht::N,váha,svarstis
392,Menge::N,množstvo,kiekis
393,Menge::N,množstvo,daugybė
394,Haufen::N,hŕba,krūva
395,Haufen::N,hŕba,šūsnis
396,Reihe::N,rad,greta
397,Boot::N,čln,valtis
398,Boot::N,čln,laivelis
399,Ruder::N,veslo,irklas
400,Schlitten::N,sane,rogės
401,Schlitten::N,sane,rogutės
402,Ski::N,lyža,slidė
403,Lagerfeuer::N,táborák,laužas
404,Last::N,ťarcha,našta
405,Last::N,ťarcha,nešulys
406,Last::N,bremeno,našta
407,Last::N,bremeno,nešulys
408,Gang::N,chôdza,eisena
409,Schritt::N,krok,žingsnis
410,Norden::N,sever,šiaurė
411,Norden::N,sever,žiemiai
412,Süden::N,juh,pietūs
413,Westen::N,západ,vakarai
414,Osten::N,východ,rytai
415,Holz::N,drevo,mediena
416,Brett::N,doska,lenta
417,Platte::N,doska,plokštė
418,Platte::N,platňa,plokštė
419,Stütze::N,opora,atrama
420,Stütze::N,opora,atspara
421,Stange::N,tyč,lazda
422,Stange::N,tyč,kartis
423,Stock::N,palica,lazda
424,Stab::N,palica,kartis
425,Rohr::N,rúra,vamzdis
426,Haus::N,dom,namas
427,Heim::N,domov,namai
428,Ofen::N,pec,krosnis
429,Ofen::N,kachle,krosnis
430,Fußboden::N,dlážka,grindys
431,Fußboden::N,podlaha,grindys
432,Tisch::N,stôl,stalas
433,Stuhl::N,stolička,kėdė
434,Wiege::N,kolíska,lopšys
435,Bett::N,lôžko,lova
436,Bett::N,lôžko,patalai
437,Bett::N,posteľ,lova
438,Bett::N,posteľ,patalai
439,Regal::N,regál,lentyna
440,Regal::N,polica,lentyna
441,Kiste::N,debna,dėžė
442,Fenster::N,okno,langas
443,Fenster::N,oblok,langas
444,Tür::N,dvere,durys
445,Tor::N,vráta,vartai
446,Zaun::N,plot,tvora
447,Zaun::N,ohrada,tvora
448,Dach::N,krov,stogas
449,Dach::N,strecha,stogas
450,Leiter::N,rebrík,kopėčios
451,Leiter::N,rebrina,kopėčios
452,Besen::N,metla,šluota
453,Spaten::N,rýľ,lopeta
454,Spaten::N,rýľ,kastuvas
455,Schaufel::N,lopata,semtuvas
456,Gabel::N,vidlička,šakutė
457,Löffel::N,lyžica,šaukštas
458,Messer::N,nôž,peilis
459,Nagel::N,klinec,vinis
460,Netz::N,sieť,tinklas
461,Haken::N,hák,vagis
462,Haken::N,hák,kablys
463,Haken::N,háčik,vagis
464,Haken::N,háčik,kablys
465,Griff::N,rukoväť,kotas
466,Griff::N,rukoväť,rankena
467,Schloss::N,zámka,spyna
468,Schloss::N,zámka,užraktas
469,Bild::N,obraz,paveikslas
470,Figur::N,figúra,figūra
471,Puppe::N,bábka,lėlė
472,Puppe::N,bábika,lėlė
473,Beutel::N,vrece,krepšys
474,Beutel::N,vrece,maišelis
475,Beutel::N,vrecko,krepšys
476,Beutel::N,vrecko,maišelis
477,Bündel::N,uzlík,ryšulys
478,Bündel::N,zväzok,ryšulys
479,Tasche::N,taška,krepšelis
480,Tasche::N,kabelka,krepšelis
481,Eimer::N,vedro,kibiras
482,Deckel::N,vrchnák,dangtis
483,Deckel::N,pokrývka,dangtis
484,Geschirr::N,nádoba,indai
485,Sack::N,mech,maišas
486,Sack::N,vrece,maišas
487,Tasse::N,šálka,puodukas
488,Topf::N,hrniec,puodas
489,Kessel::N,kotol,katilas
490,Essen::N,jedlo,valgis
491,Nahrung::N,strava,penas
492,Nahrung::N,strava,maistas
493,Nahrung::N,potrava,penas
494,Nahrung::N,potrava,maistas
495,Speise::N,jedlo,patiekalas
496,Fleisch::N,mäso,mėsa
497,Getreide::N,obilie,javai
498,Brei::N,kaša,košė
499,Brot::N,chlieb,duona
500,Scheibe::N,kotúč,riekė
501,Scheibe::N,krajec,riekė
502,Fett::N,tuk,taukai
503,Fett::N,tuk,riebalai
504,Fett::N,masť,taukai
505,Fett::N,masť,riebalai
506,Butter::N,maslo,sviestas
507,Öl::N,olej,aliejus
508,Salz::N,soľ,druska
509,Suppe::N,polievka,sriuba
510,Honig::N,med,medus
511,Milch::N,mlieko,pienas
512,Tee::N,čaj,arbata
513,Leder::N,koža,oda
514,Wolle::N,vlna,vilna
515,Stoff::N,súkno,audeklas
516,Nadel::N,ihla,adata
517,Faden::N,niť,gija
518,Faden::N,niť,siūlas
519,Faden::N,vlákno,gija
520,Faden::N,vlákno,siūlas
521,Knopf::N,gombík,saga
522,Knoten::N,uzol,mazgas
523,Farbe::N,farba,dažai
524,Kleidung::N,šaty,rūbai
525,Kleidung::N,šaty,drabužiai
526,Kleidung::N,šatstvo,rūbai
527,Kleidung::N,šatstvo,drabužiai
528,Hemd::N,košeľa,marškiniai
529,Kragen::N,golier,apykaklė
530,Ärmel::N,rukáv,rankovė
531,Hose::N,nohavice,kelnės
532,Gürtel::N,pás,juosta
533,Gürtel::N,pás,diržas
534,Gürtel::N,opasok,juosta
535,Gürtel::N,opasok,diržas
536,Mütze::N,čiapka,kepurė
537,Schuh::N,obuv,batas
538,Schuh::N,topánka,batas
539,Stiefel::N,čižma,auliniai batai
540,Ring::N,prsteň,žiedas
541,Band::N,stuha,kaspinas
542,Kamm::N,hrebeň,šukos
543,Spiegel::N,zrkadlo,veidrodis
544,Riemen::N,remeň,diržas
545,Schnur::N,šnúra,virvė
546,Leine::N,vodidlo,pavadėlis
547,Decke::N,deka,antklodė
548,Decke::N,prikrývka,antklodė
549,Kissen::N,poduška,pagalvė
550,Kissen::N,poduška,priegalvis
551,Tuch::N,šatka,skarelė
552,Handtuch::N,uterák,rankšluostis
553,Kraft::N,moc,jėga
554,Stärke::N,sila,stiprumas
555,Gesundheit::N,zdravie,sveikata
556,Krankheit::N,nemoc,liga
557,Krankheit::N,choroba,liga
558,Schmerz::N,bolesť,skausmas
559,Wunde::N,rana,žaizda
560,Fieber::N,horúčka,karštis
561,Arznei::N,liek,vaistas
562,Brücke::N,most,tiltas
563,Brunnen::N,studňa,šulinys
564,Weide::N,pastva,ganykla
565,Weide::N,pastva,gluosnis
566,Pfad::N,chodník,takas
567,Weg::N,cesta,kelias
568,Straße::N,hradská,gatvė
569,Dorf::N,dedina,kaimas
570,Dorf::N,dedina,sodžius
571,Stadt::N,mesto,miestas
572,Brief::N,list,laiškas
573,Buch::N,kniha,knyga
574,Buchstabe::N,litera,raidė
575,Buchstabe::N,písmeno,raidė
576,Zeitung::N,noviny,laikraštis
577,Leben::N,život,gyvybė
578,Leben::N,život,gyvenimas
579,Tod::N,smrť,mirtis
580,Grab::N,hrob,kapas
581,Kirche::N,kostol,bažnyčia
582,Sünde::N,hriech,nuodėmė
583,Sünde::N,hriech,nusidėjimas
584,Gott::N,boh,dievas
585,Arbeiter::N,robotník,darbininkas
586,Arbeiter::N,pracnovík,darbininkas
587,Chef::N,šéf,šefas
588,Chef::N,šéf,vadovas
589,Chef::N,šéf,viršininkas
590,Chef::N,riaditeľ,šefas
591,Chef::N,riaditeľ,vadovas
592,Chef::N,riaditeľ,viršininkas
593,Meister::N,majster,meistras
594,Arzt::N,lekár,gydytojas
595,Lehrer::N,učiteľ,mokytojas
596,Geld::N,peniaze,pinigai
597,Geschäft::N,obchod,biznis
598,Laden::N,obchod,krautuvė
599,Laden::N,obchod,parduotuvė
600,Preis::N,cena,kaina
601,Ware::N,tovar,prekė
602,Nutzen::N,osoh,nauda
603,Nutzen::N,osoh,pelnas
604,Nutzen::N,úžitok,nauda
605,Nutzen::N,úžitok,pelnas
606,Reichtum::N,bohatstvo,turtas
607,Welt::N,svet,pasaulis
608,Land::N,územie,žemė
609,Land::N,územie,šalis
610,Land::N,krajina,žemė
611,Land::N,krajina,šalis
612,Staat::N,štát,valstija
613,König::N,kráľ,karalius
614,Macht::N,moc,galia
615,Macht::N,moc,valdžia
616,Macht::N,mocnosť,galia
617,Macht::N,mocnosť,valdžia
618,Grenze::N,hranica,riba
619,Grenze::N,hranica,siena
620,Krieg::N,vojna,karas
621,Feind::N,nepriateľ,priešas
622,Gewalt::N,násilie,jėga
623,Gewalt::N,násilie,smurtas
624,Gewalt::N,násilie,prievarta
625,Kampf::N,boj,kova
626,Bogen[Waffe]::N,luk,lankas
627,Pfeil::N,šíp,strėlė
628,Pfeil::N,strela,strėlė
629,Gewehr::N,puška,šautuvas
630,Fehler::N,omyl,klaida
631,Fehler::N,chyba,klaida
632,Lüge::N,lož,melas
633,Schaden::N,ujma,nuostolis
634,Schaden::N,ujma,apgadinimas
635,Schaden::N,škoda,nuostolis
636,Schaden::N,škoda,apgadinimas
637,Unglück::N,nešťastie,nelaimė
638,Schuld::N,vina,kaltė
639,Schuld::N,previnenie,kaltė
640,Alter::N,vek,amžius
641,Schluss::N,záver,pabaiga
642,Schluss::N,koniec,pabaiga
643,Zeit::N,čas,laikas
644,Tag::N,deň,diena
645,Morgen::N,ráno,rytas
646,Mittag::N,poludnie,vidurdienis
647,Abend::N,večer,vakaras
648,Nacht::N,noc,naktis
649,Woche::N,týždeň,savaitė
650,Monat::N,mesiac,mėnuo
651,Jahr::N,rok,metai
652,Frühling::N,jar,pavasaris
653,Sommer::N,leto,vasara
654,Herbst::N,jeseň,ruduo
655,Winter::N,zima,žiema
656,Januar::N,január,sausis
657,Februar::N,február,vasaris
658,März::N,marec,kovas
659,April::N,apríl,balandis
660,Mai::N,máj,gegužė
661,Juni::N,jún,birželis
662,Juli::N,júl,liepa
663,August::N,august,rugpjūtis
664,September::N,september,rugsėjis
665,Oktober::N,október,spalis
666,November::N,november,lapkritis
667,Dezember::N,december,gruodis
668,Montag::N,pondelok,pirmadienis
669,Dienstag::N,utorok,antradienis
670,Mittwoch::N,streda,trečiadienis
671,Donnerstag::N,štvrtok,ketvirtadienis
672,Freitag::N,piatok,penktadienis
673,Samstag::N,sobota,šeštadienis
674,Sonntag::N,nedeľa,sekmadienis
675,groß::A,veľký,didis
676,groß::A,veľký,didelis
677,klein::A,malý,mažas
678,lang::A,dlhý,ilgas
679,kurz::A,krátky,trumpas
680,breit::A,široký,platus
681,schmal::A,úzky,smulkus
682,dicht::A,hustý,tankus
683,dick[Gegenstand]::A,tlstý,storas
684,dünn::A,tenký,plonas
685,fein::A,jemný,smulkus
686,fest::A,pevný,kietas
687,fest::A,pevný,tvirtas
688,flach::A,rovný,lėkštas
689,flach::A,rovný,plokščias
690,flach::A,plochý,lėkštas
691,flach::A,plochý,plokščias
692,glatt::A,hladký,slidus
693,hart::A,tvrdý,kietas
694,weich::A,mäkký,minkštas
695,rund::A,guľatý,apvalus
696,rund::A,guľatý,apskritas
697,rund::A,okrúhly,apvalus
698,rund::A,okrúhly,apskritas
699,spitz::A,končitý,aštrus
700,spitz::A,končitý,smailus
701,scharf::A,ostrý,aštrus
702,stumpf::A,tupý,bukas
703,stumpf::A,tupý,atšipęs
704,schwer::A,ťažký,sunkus
705,schön::A,pekný,gražus
706,schön::A,krásny,gražus
707,heiß::A,horúci,karštas
708,warm::A,teplý,šiltas
709,kalt::A,studený,šaltas
710,kühl::A,chladný,vėsus
711,kühl::A,chladný,bejausmis
712,frisch::A,svieži,šviežias
713,feucht::A,vlhký,drėgnas
714,feucht::A,zvlhnutý,drėgnas
715,nass::A,mokrý,šlapias
716,trocken::A,suchý,sausas
717,voll::A,plný,pilnas
718,leer::A,prázdny,tuščias
719,offen::A,otvorený,atviras
720,geschlossen::A,zavretý,uždaras
721,geschlossen::A,zavretý,uždarytas
722,sauber::A,čistý,švarus
723,schmutzig::A,špinavý,nešvarus
724,schmutzig::A,špinavý,purvinas
725,roh::A,surový,žalias
726,reif::A,zrelý,prinokęs
727,reif::A,zrelý,pribrendęs
728,lecker::A,chutný,gardus
729,süß::A,sladký,saldus
730,bitter::A,horký,kartus
731,sauer::A,kyslý,gižus
732,sauer::A,kyslý,rūgštus
733,hell::A,jasný,šviesus
734,hell::A,jasný,skaistus
735,hell::A,svetlý,šviesus
736,hell::A,svetlý,skaistus
737,dunkel::A,temný,tamsus
738,schwarz::A,čierny,juodas
739,weiß::A,biely,baltas
740,rot::A,červený,raudonas
741,gelb::A,žltý,geltonas
742,blau::A,modrý,mėlynas
743,blau::A,belasý,mėlynas
744,grün::A,zelený,žalias
745,grau::A,šedý,pilkas
746,bunt::A,pestrý,margas
747,bunt::A,pestrý,spalvotas
748,billig::A,lacný,pigus
749,teuer::A,drahý,brangus
750,wertvoll::A,cenný,vertingas
751,blind::A,slepý,aklas
752,taub::A,hluchý,kurčias
753,kräftig::A,silný,stiprus
754,stark::A,silný,stiprus
755,schwach::A,slabý,silpnas
756,schwach::A,bezvládny,silpnas
757,fett::A,tučný,riebus
758,schlank::A,štíhly,laibas
759,schlank::A,štíhly,lieknas
760,hübsch::A,šumný,gražus
761,hübsch::A,švárny,gražus
762,böse::A,zlý,blogas
763,dumm::A,hlúpy,paikas
764,dumm::A,hlúpy,kvailas
765,faul::A,lenivý,tingus
766,fleißig::A,snaživý,stropus
767,fleißig::A,snaživý,kruopštus
768,fleißig::A,usilovný,stropus
769,fleißig::A,usilovný,kruopštus
770,geizig::A,skupý,šykštus
771,geizig::A,lakomý,šykštus
772,klug::A,múdry,sumanus
773,klug::A,múdry,protingas
774,klug::A,bystrý,sumanus
775,klug::A,bystrý,protingas
776,geschickt::A,zručný,apsukrus
777,geschickt::A,šikovný,apsukrus
778,lieb::A,milý,mielas
779,lustig::A,veselý,smagus
780,lustig::A,veselý,linksmas
781,sanft::A,nežný,švelnus
782,sanft::A,nežný,minkštas
783,hungrig::A,lačný,alkanas
784,hungrig::A,hladný,alkanas
785,krank::A,chorý,ligotas
786,krank::A,chorý,sergantis
787,krank::A,nemocný,ligotas
788,krank::A,nemocný,sergantis
789,nackt::A,nahý,nuogas
790,traurig::A,smutný,liūdnas
791,lebendig::A,živý,gyvas
792,gut::A,dobrý,geras
793,schlecht::A,zlý,blogas
794,schlecht::A,zlý,prastas
795,richtig::A,správny,tikras
796,richtig::A,správny,teisingas
797,schlimm::A,zlý,blogas
798,schlimm::A,zlý,prastas
