,Concept_ID,ce,ko
806,sich beeilen::V,сихдала,서둘게하다
807,rennen::V,дада,달리다
808,springen::V,ирхкхийсадала,도약하다
809,klettern::V,тӏедийла,갑겨오르다
810,schaukeln::V,техко,흔들리게하다
811,kriechen::V,такха,기다
812,schwimmen::V,некадан,헤엄치다
813,tauchen::V,чулелха,잠기다
814,rudern::V,дига лело,물을헤치다
815,rudern::V,кема лело,물을헤치다
816,fahren::V,хахка,가다
817,fahren::V,хахка,나르다
818,fliegen::V,тӏемадала,날다
819,gehen::V,лeла,가다
820,weggehen::V,дӏадаха,팔리다
821,abfahren::V,дӏадаха,출발하다
822,anhalten::V,саца,멈추다
823,hineingehen::V,чудала,(그리로)가다
824,eintreten::V,чудала,들러가다
825,kommen::V,кхача,오다
826,kommen::V,дӏакхача,오다
827,kommen::V,схьакхача,오다
828,ankommen::V,кхача,고챀하다
829,ankommen::V,схьакхача,고챀하다
830,zurückkommen::V,юхада,보기
831,bleiben::V,диса,체류
832,warten::V,хьежа,기다리다
833,warten::V,cобар дан,기다리다
834,erwarten::V,хьоьжуш ӏан,기대하다
835,suchen::V,леха,찾다
836,suchen::V,леха,구하다
837,finden::V,каро,찾아내다
838,versuchen::V,дан хьажа,시험하다
839,vorbereiten::V,кечъян,재비하다
840,lieben::V,деза,사랑하다
841,mögen::V,безамхила,줗아하다
842,lachen::V,дела,웃다
843,rühren::V,хьедан,건드리다
844,weinen::V,делха,울다
845,schimpfen::V,чехо,꾸짖다
846,sich ärgern::V,оьгӏазъэха,화를내게 하다
847,sich fürchten::V,кхера,두려원하다
848,fürchten::V,кхера,두려원하다
849,fliehen::V,дӏадада,도망치다
850,flüchten::V,дӏадада,도주하다
851,sehen::V,ган,보다
852,anschauen::V,хьажа,바라보다
853,anschauen::V,хьежа,바라보다
854,ansehen::V,хьовса,바라보다
855,hören::V,хаза,듣다
856,zuhören::V,ладогӏа,듣다
857,probieren::V,хьажа,시식하다
858,riechen::V,хьожа яха,내새를맡다
859,fühlen::V,хаадала,느끼다
860,scheinen::V,мотта,...것같다
861,zu sehen sein::V,гуш хила,보이는
862,vernehmen::V,бартхатта,듣다
863,vernehmen::V,бартхатта,들어서일다
864,frieren::V,гӏоро,춥다
865,tun::V,дан,하다
866,können::V,дадала,할주릴다
867,wollen::V,тӏергӏа,바라다
868,anfangen::V,доло,시작하다
869,beenden::V,довла,다하다
870,aufhören::V,саца,그만두다
871,gelingen::V,кадала,성국하다
872,geraten::V,хила,잘되어가다
873,öffnen::V,дӏаделла,열다
874,öffnen::V,схьаделла,열다
875,schließen::V,къовла,추측하다
876,schließen::V,дӏачӏагӏа,추측하다
877,stellen::V,хlотто,세우다
878,setzen::V,дийгӏа,놓다
879,legen::V,охьадилла,눕히다
880,berühren::V,хьедан,대다
881,verbinden::V,вовшахтаса,옝열하다
882,bedecken::V,тилла,덮다
883,bedecken::V,тӏетаса,덮다
884,aufhängen::V,хьалаолла,매달다
885,anzünden::V,лато,점화하다
886,aufheben::V,айа,위로올리다
887,zurücklassen::V,дита,튀에남기다
888,verlieren::V,дайа,잃다
889,fallen lassen::V,охьадожо,떨어뜨리다
890,machen::V,дан,하다
891,herstellen::V,дан,제조하다
892,bauen::V,гӏишлоян,짓다
893,reparieren::V,тадан,수셩자다
894,verbessern::V,нисдан,정정하다
895,ändern::V,хийца,바꾸다
896,graben::V,ахка,파다
897,beugen::V,сатто,구부리다
898,biegen::V,сатто,굽히다
899,drehen::V,хьовзо,회전
900,umdrehen::V,хьовзo,회전시키다
901,heben::V,айа,일으아키다
902,heben::V,хьалаайа,일으아키다
903,hochheben::V,хьалаайа,틀어올리다
904,ergreifen::V,дӏалаца,잡다
905,halten::V,латто,잡다
906,drücken::V,тӏетаӏо,누르다
907,schieben::V,татта,밀다
908,kratzen::V,мӏараш тийса,긁다
909,lecken::V,мотт хьекха,핥다
910,beißen::V,катoха,물다
911,abreißen::V,схьадаккха,
912,abschneiden::V,кхада,귾어내다
913,binden::V,дӏадехка,매다
914,binden::V,вовшахтаса,매다
915,stecken::V,чудахийта,찌르다
916,brechen::V,кагдан,금
917,klopfen::V,детта,치다
918,hauen::V,етта,때리다
919,kleben::V,тӏелато,들러붙다
920,reiben::V,хьекхо,문지르다
921,streichen::V,тlехьакха,쓰다듬다
922,schleifen::V,ирдан,갈다
923,schneiden::V,ларга,베다
924,rütteln::V,лесто,흔들다
925,schütteln::V,лесто,흔들다
926,schwenken::V,лесто,흔들다
927,schütten::V,дотта,따르다
928,füllen::V,дуза,담다
929,einwickeln::V,хьарчо,싸다
930,tragen::V,дахьа,지우다
931,schleppen::V,ийзо,끌다
932,ziehen::V,озо,당기다
933,aufbewahren::V,ӏалашдан,간직하다
934,werfen::V,кхосса,던지다
935,fangen::V,леца,밥다
936,packen::V,леца,쥐다
937,verstecken::V,къайладаккха,숨기다
938,teilen::V,декъа,나누다
939,schicken::V,дӏадахьийта,보내다
940,bringen::V,дан,가겨
941,hinzufügen::V,тӏетоха,부가하다
942,bekommen::V,даккха,얻다
943,erhalten::V,даккха,지니다
944,nehmen::V,схьаэца,잡다
945,wählen::V,харжа,선거하다
946,auswählen::V,харжа,선출하다
947,bewahren::V,lалашдан,저장보종
948,behindern::V,новкъарло ян,훼방하다
949,verderben::V,талхо,못쓰게 되다
950,beschädigen::V,дохо,상하게하다
951,zerbrechen::V,дохо,깨뜨리다
952,zerbrechen::V,кагдан,깨뜨리다
953,zerreißen::V,хадо,잡아쫓다
954,zerstören::V,дохо,파괴하다
955,zerstören::V,кагдан,파괴하다
956,verbrennen::V,даго,소실하다
957,geben::V,яла,주다
958,reichen::V,дӏадала,내일다
959,reichen::V,дӏакховдо,내일다
960,schenken::V,совгӏат дан,주다
961,versprechen::V,ваӏда дан,약속하다
962,wünschen::V,лаа,바라다
963,loben::V,хасто,칭찬하다
964,küssen::V,оба яккха,키스하다
965,wiegen::V,тахка,어르다
966,zudecken::V,тӏетаса,뚜꺼을하다
967,wecken::V,самадаккха,깨우다
968,zeigen::V,гайта,보이다
969,führen::V,дига,가게하다
970,lehren::V,ӏамо,가르치다
971,unterrichten::V,хьеха,가르지다
972,aufziehen::V,кхио,사육하다
973,leiten::V,урхалла дан,이끌다
974,antreiben::V,сихдан,몰다
975,lassen::V,-йта,내버려두다
976,einladen::V,кхайкха,초청하다
977,vereinigen::V,цхьаьнатоха,하나로하다
978,besuchen::V,хьажахIотта,방문하다
979,treffen::V,дуьхьалкхета,만나다
980,sich versammeln::V,гулдан,조립하다
981,spielen::V,ловза,눌다
982,singen::V,лакха,노래하다
983,tanzen::V,хелхадала,춤추하다
984,sich trennen::V,къаста,가르다
985,verlassen::V,дита,버림받은
986,retten::V,кӏелхьардаккха,구조하다
987,bewachen::V,ха дан,치키다
988,schützen::V,лардан,보호하다
989,verteidigen::V,лардан,막다
990,sich schlagen::V,етта,치다
991,schießen::V,детта,쏘다
992,siegen::V,тола,이기다
993,ärgern::V,оьгӏаздахийта,성을내게하다
994,schlagen::V,тоха,치다
995,treten::V,мийра тоха,디디다
996,stechen::V,ӏотта,찌르다
997,stechen::V,къовзо,찌르다
998,stoßen::V,татта,찌르다
999,stehlen::V,лачкъо,훔치다
1000,stören::V,новкъарло ян,움직이다
1001,belästigen::V,сагатдан,괴롭히다
1002,verbergen::V,къайладаккха,숨기다
1003,täuschen::V,ӏexo,속이다
1004,betrügen::V,ледан,속이다
1005,töten::V,ден,죽이다
1006,wohnen::V,даха,실다
1007,arbeiten::V,къахьега,일하다
1008,sammeln::V,гулдан,모으다
1009,pflücken::V,даха,꿔다
1010,jagen::V,талла,사냥하다
1011,fischen::V,чӏерий леца,고기를잡다
1012,fassen::V,лаца,움켜쥐다
1013,fassen::V,схьалаца,움켜쥐다
1014,hüten::V,лардан,망보다
1015,treiben::V,лахка,몰아세우다
1016,anbinden::V,дӏадехка,묶다
1017,füttern::V,хӏума яла,사료를주다
1018,melken::V,оза,젖을짜다
1019,gießen::V,хи тоха,물을대다
1020,reifen::V,хьекъа,성숙하다
1021,zubereiten::V,кечъян,조제하다
1022,zubereiten::V,кхача бан,조제하다
1023,kochen::V,кхача бан,요리하다
1024,backen::V,датта,쿱다
1025,braten::V,кхарза,굽다
1026,umrühren::V,кего,교반하다
1027,nähen::V,тега,꿰매다
1028,färben::V,басардан,채색하다
1029,reinigen::V,цӏандан,청소하다
1030,waschen::V,йила,씻다
1031,waschen::V,йитта,씻다
1032,waschen::V,дӏадайа,씻다
1033,abwischen::V,дӏадайа,닦다
1034,spülen::V,хи кхарза,씻다
1035,fegen::V,нуй хьакха,소체하다
1036,kehren::V,нуй хьакха,청소하다
1037,baden::V,лийча,감다
1038,sich waschen::V,юьхь йила,모믈 씻다
1039,ausziehen::V,духар дӏадаккха,벗다
1040,sich anziehen::V,духа,
1041,kämmen::V,ехк хьакха,빗다
1042,schmücken::V,хаздан,치레하다
1043,sagen::V,ала,말하다
1044,sprechen::V,баха,말하다
1045,sprechen::V,мотт бийца,말하다
1046,reden::V,къамел дан,이야기하다
1047,sich unterhalten::V,къамел дан,
1048,fragen::V,хатта,질문하다
1049,bitten::V,деха,원하다
1050,erzählen::V,дийца,이야기하다
1051,mitteilen::V,хаам бан,이야기하다
1052,nennen::V,цӏе яккха,부르다
1053,rufen::V,кхайкха,불러내다
1054,prahlen::V,куралла ян,자랑하다
1055,prahlen::V,дозалла дан,자랑하다
1056,übersetzen::V,гоч дан,번역하다
1057,denken::V,ойла ян,생각하다
1058,glauben::V,теша,믿다
1059,bemerken::V,ган,인자하다
1060,erkennen::V,довза,인식하다
1061,begreifen::V,кхета,파악하다
1062,verstehen::V,кхета,이해하다
1063,lernen::V,деша,배우다
1064,wissen::V,хаа,알다
1065,sich erinnern an::V,дагадан,상기하다
1066,vergessen::V,дицдала,잊다
1067,messen::V,дуста,측정하다
1068,zählen::V,дагардан,세다
1069,rechnen::V,лара,게산하다
1070,lesen::V,еша,읽다
1071,malen::V,сурт дилла,그리다
1072,zeichnen::V,сурт дилла,소묘하다
1073,schreiben::V,яздан,쓰다
1074,besitzen::V,доладан,소유하다
1075,kaufen::V,эца,사다
1076,verkaufen::V,дохка,팔다
1077,bezahlen::V,мах бала,지불하다
1078,zahlen::V,мах бала,치르다
1079,beherrschen::V,собаре хила,지배하다
1080,ertragen::V,лан,참다
1081,ertragen::V,сатоха,참다
1082,ertragen::V,садетта,참다
1083,Schwarm::N,,뗴
1084,Schlinge::N,,올가미
1085,Schlinge::N,,멜빵붕대
1086,Art::N,,정류
1087,Entfernung::N,,거리
1088,Griff::N,,움켜쥠
1089,Figur::N,,몸메
1090,Bogen[Waffe]::N,,활
1091,so::ADV,,그와같이
1092,abnehmen::V,,떼어내다
1093,sausen::V,,서들러 떠나다
1094,wenden::V,,회전시키다
1095,hacken::V,,자르다
1096,stricken::V,,뜨개질하다
1097,anziehen::V,,끌어움직이다
