,Concept_ID,cv,lv
704,Gegend::N,вырӑн,му-ва
705,Gegend::N,вырӑн,apvidus
706,Gegend::N,вырӑн,apgabals
707,Platz::N,хутлӑх,ылдӧс
708,Platz::N,хутлӑх,йир
709,Platz::N,хутлӑх,гӧгӧртас
710,Platz::N,хутлӑх,vieta
711,Ort::N,вырӑн,ин
712,Ort::N,вырӑн,места
713,Ort::N,вырӑн,vieta
714,Seite::N,ен,бок
715,Seite::N,ен,ӧтарладор
716,Seite::N,ен,sāns
717,Seite::N,аяк,бок
718,Seite::N,аяк,ӧтарладор
719,Seite::N,аяк,sāns
720,Seite::N,айӑк,бок
721,Seite::N,айӑк,ӧтарладор
722,Seite::N,айӑк,sāns
723,Mitte::N,варӑ,шӧр
724,Mitte::N,варӑ,vidus
725,Gegenstand::N,япала,кӧлуй
726,Gegenstand::N,япала,priekšmets
727,Sache::N,япала,добра
728,Sache::N,япала,lieta
729,Rand::N,вӗҫ,дор
730,Rand::N,вӗҫ,mala
731,Rand::N,вӗҫ,apmale
732,Rand::N,хӗрӗ,дор
733,Rand::N,хӗрӗ,mala
734,Rand::N,хӗрӗ,apmale
735,Rand::N,хӗрри,дор
736,Rand::N,хӗрри,mala
737,Rand::N,хӗрри,apmale
738,Kante::N,хайкача,дор
739,Kante::N,хайкача,šķautne
740,Kante::N,хысак,дор
741,Kante::N,хысак,šķautne
742,Ecke::N,кӗтес,пельӧс
743,Ecke::N,кӗтес,kakts
744,Ecke::N,кӗтес,stūris
745,Spitze::N,вӗҫ,йыв
746,Spitze::N,вӗҫ,smaile
747,Spitze::N,вӗҫ,galotne
748,Ende::N,вӗҫ,пом
749,Ende::N,вӗҫ,gals
750,Ende::N,вӗҫ,uzgalis
751,Loch::N,шӑтӑк,розь
752,Loch::N,шӑтӑк,caurums
753,Winkel::N,кӗтес,пельӧс
754,Winkel::N,кӗтес,leņķis
755,Muster::N,эреш,сер
756,Muster::N,эреш,piemērs
757,Größe::N,пысӑкӑш,ыджда
758,Größe::N,пысӑкӑш,lielums
759,Länge::N,вӑрӑмӑш,кузьта
760,Länge::N,вӑрӑмӑш,garums
761,Höhe::N,ҫӳллӗш,джуджда
762,Höhe::N,ҫӳллӗш,augstums
763,Gewicht::N,виҫе,сьӧкта
764,Gewicht::N,виҫе,сьӧкталун
765,Gewicht::N,виҫе,svars
766,Gewicht::N,виҫе,smagums
767,Gewicht::N,йывӑрӑш,сьӧкта
768,Gewicht::N,йывӑрӑш,сьӧкталун
769,Gewicht::N,йывӑрӑш,svars
770,Gewicht::N,йывӑрӑш,smagums
771,Menge::N,йыш,лун
772,Menge::N,йыш,числӧ
773,Menge::N,йыш,masa
774,Menge::N,йыш,daudzums
775,Haufen::N,купа,чукӧр
776,Haufen::N,купа,čupa
777,Haufen::N,купа,grēda
778,Haufen::N,купа,kaudze
779,Reihe::N,рет,рад
780,Reihe::N,рет,rinda
781,Reihe::N,рет,virkne
782,Boot::N,кимӗ,пыж
783,Boot::N,кимӗ,laiva
784,Ruder::N,кӗсмен,пелыс
785,Ruder::N,кӗсмен,ӧпаснӧй
786,Ruder::N,кӗсмен,airis
787,Ruder::N,кӗсмен,irklis
788,Schlitten::N,ҫуна,дадь
789,Schlitten::N,ҫуна,ragavas
790,Ski::N,йӗлтӗр,лызь
791,Ski::N,йӗлтӗр,slēpe
792,Lagerfeuer::N,вут,бипур
793,Lagerfeuer::N,вут,ugunskurs
794,Lagerfeuer::N,кӑвайт,бипур
795,Lagerfeuer::N,кӑвайт,ugunskurs
796,Last::N,сулмаклӑх,сьӧкыдтор
797,Last::N,сулмаклӑх,krava
798,Last::N,йывӑр япала,сьӧкыдтор
799,Last::N,йывӑр япала,krava
800,Gang::N,куҫӑм,мунӧм
801,Gang::N,куҫӑм,ветлӧм
802,Gang::N,куҫӑм,eja
803,Gang::N,куҫӑм,gājums
804,Schritt::N,утӑм,воськов
805,Schritt::N,утӑм,воськовтӧм
806,Schritt::N,утӑм,solis
807,Schritt::N,пусӑм,воськов
808,Schritt::N,пусӑм,воськовтӧм
809,Schritt::N,пусӑм,solis
810,Norden::N,ҫурҫӗр,войвыв
811,Norden::N,ҫурҫӗр,ziemeļi
812,Süden::N,кӑнтӑр,лунвыв
813,Süden::N,кӑнтӑр,dienvidi
814,Westen::N,анӑҫ,рытыв
815,Westen::N,анӑҫ,rietumi
816,Westen::N,хӗвел анӑҫ,рытыв
817,Westen::N,хӗвел анӑҫ,rietumi
818,Osten::N,хӗвел тухӑҫ,асыв
819,Osten::N,хӗвел тухӑҫ,austrumi
820,Holz::N,йывӑҫ,пу
821,Holz::N,йывӑҫ,koks
822,Holz::N,йывӑҫ,koksne
823,Brett::N,хӑма,пӧв
824,Brett::N,хӑма,dēlis
825,Platte::N,плита,плита
826,Platte::N,плита,plate
827,Platte::N,плита,plāksne
828,Stütze::N,ура,пыкӧд
829,Stütze::N,ура,мыджӧд
830,Stütze::N,ура,balsts
831,Stütze::N,ура,atspaids
832,Stange::N,шерте,потш
833,Stange::N,шерте,maikste
834,Stock::N,патак,бедь
835,Stock::N,патак,boze
836,Stock::N,патак,spieķis
837,Stab::N,шӑчӑ,зир
838,Stab::N,шӑчӑ,zizlis
839,Rohr::N,пӑрӑх,труба
840,Rohr::N,пӑрӑх,caurule
841,Haus::N,ҫурт,керка
842,Haus::N,ҫурт,māja
843,Heim::N,кил,горт
844,Heim::N,кил,mājas
845,Ofen::N,кӑмака,пач
846,Ofen::N,кӑмака,krāsns
847,Fußboden::N,урай,джодж
848,Fußboden::N,урай,grīda
849,Tisch::N,сӗтел,пызан
850,Tisch::N,сӗтел,galds
851,Stuhl::N,пукан,улӧс
852,Stuhl::N,пукан,krēsls
853,Wiege::N,сӑпка,зыбка
854,Wiege::N,сӑпка,šūpulis
855,Bett::N,кравать,вольпась
856,Bett::N,кравать,gulta
857,Regal::N,ҫӳлӗк,джадж
858,Regal::N,ҫӳлӗк,plaukts
859,Regal::N,сентре,джадж
860,Regal::N,сентре,plaukts
861,Kiste::N,ещӗк,куд
862,Kiste::N,ещӗк,ящик
863,Kiste::N,ещӗк,kaste
864,Kiste::N,ещӗк,šķirsts
865,Kiste::N,сунтӑх,куд
866,Kiste::N,сунтӑх,ящик
867,Kiste::N,сунтӑх,kaste
868,Kiste::N,сунтӑх,šķirsts
869,Fenster::N,чӳрече,ӧшинь
870,Fenster::N,чӳрече,logs
871,Tür::N,алӑк,ӧдзӧс
872,Tür::N,алӑк,durvis
873,Tor::N,хапха,дзиръя
874,Tor::N,хапха,vārti
875,Zaun::N,хӳме,потшӧс
876,Zaun::N,хӳме,žogs
877,Dach::N,тӑрӑ,вевт
878,Dach::N,тӑрӑ,jumts
879,Leiter::N,пусма,пос
880,Leiter::N,пусма,kāpnes
881,Leiter::N,пусма,redeles
882,Besen::N,шӑпӑр,рос
883,Besen::N,шӑпӑр,slota
884,Spaten::N,кӗреҫе,зыр
885,Spaten::N,кӗреҫе,lāpsta
886,Schaufel::N,кӗреҫе,тэльӧб
887,Schaufel::N,кӗреҫе,liekšķere
888,Gabel::N,вилка,вилки
889,Gabel::N,вилка,dakšiņa
890,Löffel::N,кашӑк,пань
891,Löffel::N,кашӑк,karote
892,Messer::N,ҫӗҫӗ,пурт
893,Messer::N,ҫӗҫӗ,nazis
894,Nagel::N,пӑта,тув
895,Nagel::N,пӑта,кӧрт тув
896,Nagel::N,пӑта,nagla
897,Netz::N,тетел,тыв
898,Netz::N,тетел,tīkls
899,Haken::N,йӑрхах,крук
900,Haken::N,йӑрхах,āķis
901,Haken::N,йӑрхах,kāsis
902,Haken::N,йӑрхах,krampis
903,Haken::N,ҫекӗл,крук
904,Haken::N,ҫекӗл,āķis
905,Haken::N,ҫекӗл,kāsis
906,Haken::N,ҫекӗл,krampis
907,Griff::N,хӑлӑп,нуд
908,Griff::N,хӑлӑп,kāts
909,Griff::N,хӑлӑп,rokturis
910,Schloss::N,ҫӑра,томан
911,Schloss::N,ҫӑра,aizslēgs
912,Bild::N,сӑн,серпас
913,Bild::N,сӑн,glezna
914,Bild::N,сӑнлӑх,серпас
915,Bild::N,сӑнлӑх,glezna
916,Bild::N,картина,серпас
917,Bild::N,картина,glezna
918,Figur::N,кӗлетке,пертас
919,Figur::N,кӗлетке,вежньӧг
920,Figur::N,кӗлетке,figūra
921,Puppe::N,пукане,акань
922,Puppe::N,пукане,lelle
923,Beutel::N,михӗ,мешӧк
924,Beutel::N,михӗ,kule
925,Beutel::N,михӗ,maisiņš
926,Bündel::N,ҫыхӑ,кӧртӧд
927,Bündel::N,ҫыхӑ,sainis
928,Bündel::N,тӗрке,кӧртӧд
929,Bündel::N,тӗрке,sainis
930,Tasche::N,сумка,сумка
931,Tasche::N,сумка,soma
932,Eimer::N,витре,ведра
933,Eimer::N,витре,spainis
934,Deckel::N,хупӑ,пӧдан
935,Deckel::N,хупӑ,тупкӧд
936,Deckel::N,хупӑ,vāks
937,Geschirr::N,савӑт-сапа,дозмук
938,Geschirr::N,савӑт-сапа,тасьті-пань
939,Geschirr::N,савӑт-сапа,trauki
940,Sack::N,михӗ,мешӧк
941,Sack::N,михӗ,maiss
942,Tasse::N,курка,бекар
943,Tasse::N,курка,тасьті
944,Tasse::N,курка,tase
945,Topf::N,кастрюль,гырнич
946,Topf::N,кастрюль,pods
947,Kessel::N,хуран,пӧрт
948,Kessel::N,хуран,katls
949,Essen::N,апат,сёйӧм
950,Essen::N,апат,ēdiens
951,Nahrung::N,апат-ҫимӗс,сёян
952,Nahrung::N,апат-ҫимӗс,barība
953,Speise::N,апат,сёян
954,Speise::N,апат,сёянтор
955,Speise::N,апат,ēdiens
956,Speise::N,ҫимӗҫ,сёян
957,Speise::N,ҫимӗҫ,сёянтор
958,Speise::N,ҫимӗҫ,ēdiens
959,Fleisch::N,аш,яй
960,Fleisch::N,аш,gaļa
961,Fleisch::N,какай,яй
962,Fleisch::N,какай,gaļa
963,Getreide::N,тырӑ,нянь
964,Getreide::N,тырӑ,labība
965,Brei::N,пӑтӑ,рок
966,Brei::N,пӑтӑ,putra
967,Brei::N,пӑтӑ,biezenis
968,Brot::N,ҫӑкӑр,нянь
969,Brot::N,ҫӑкӑр,maize
970,Scheibe::N,чӗлӗ,шӧрӧм
971,Scheibe::N,чӗлӗ,чӧлан
972,Scheibe::N,чӗлӗ,šķēle
973,Scheibe::N,чӗлӗ,rieciens
974,Scheibe::N,касӑк,шӧрӧм
975,Scheibe::N,касӑк,чӧлан
976,Scheibe::N,касӑк,šķēle
977,Scheibe::N,касӑк,rieciens
978,Fett::N,ҫу,гос
979,Fett::N,ҫу,тшог
980,Fett::N,ҫу,tauki
981,Butter::N,ҫу,вый
982,Butter::N,ҫу,sviests
983,Öl::N,ҫу,вый
984,Öl::N,ҫу,eļļa
985,Salz::N,тӑвар,сов
986,Salz::N,тӑвар,sāls
987,Suppe::N,яшка,шыд
988,Suppe::N,яшка,zupa
989,Honig::N,пыл,ма
990,Honig::N,пыл,medus
991,Milch::N,сӗт,йӧв
992,Milch::N,сӗт,piens
993,Tee::N,чей,чай
994,Tee::N,чей,tēja
995,Leder::N,сӑран,ку
996,Leder::N,сӑран,āda
997,Wolle::N,ҫӑм,вурун
998,Wolle::N,ҫӑм,vilna
999,Stoff::N,тӗртӗм,дӧра
1000,Stoff::N,тӗртӗм,drāna
1001,Stoff::N,тӗртӗм,audums
1002,Nadel::N,йӗп,ем
1003,Nadel::N,йӗп,adata
1004,Faden::N,ҫип,сунис
1005,Faden::N,ҫип,diegs
1006,Faden::N,ҫип,pavediens
1007,Knopf::N,тӳме,кизь
1008,Knopf::N,тӳме,poga
1009,Knoten::N,йӑлӑ,гӧрӧд
1010,Knoten::N,йӑлӑ,mezgls
1011,Farbe::N,сӑрӑ,краска
1012,Farbe::N,сӑрӑ,вап
1013,Farbe::N,сӑрӑ,krāsa
1014,Kleidung::N,тум,паськӧм
1015,Kleidung::N,тум,tērps
1016,Kleidung::N,тум,drēbes
1017,Kleidung::N,ҫипуҫ,паськӧм
1018,Kleidung::N,ҫипуҫ,tērps
1019,Kleidung::N,ҫипуҫ,drēbes
1020,Kleidung::N,тум-тир,паськӧм
1021,Kleidung::N,тум-тир,tērps
1022,Kleidung::N,тум-тир,drēbes
1023,Hemd::N,кӗпе,дӧрӧм
1024,Hemd::N,кӗпе,krekls
1025,Kragen::N,ҫуха,воротник
1026,Kragen::N,ҫуха,apkakle
1027,Ärmel::N,ҫанӑ,сос
1028,Ärmel::N,ҫанӑ,piedurkne
1029,Hose::N,шӑлавар,гач
1030,Hose::N,шӑлавар,bikses
1031,Gürtel::N,пиҫиххи,вӧнь
1032,Gürtel::N,пиҫиххи,josta
1033,Mütze::N,ҫӗлӗк,шапка
1034,Mütze::N,ҫӗлӗк,cepure
1035,Schuh::N,пушмак,башмак
1036,Schuh::N,пушмак,ботинки
1037,Schuh::N,пушмак,kurpe
1038,Schuh::N,ботинок,башмак
1039,Schuh::N,ботинок,ботинки
1040,Schuh::N,ботинок,kurpe
1041,Stiefel::N,атӑ,сапӧг
1042,Stiefel::N,атӑ,zābaks
1043,Ring::N,ҫӗрӗ,кытш
1044,Ring::N,ҫӗрӗ,gredzens
1045,Band::N,хаю,лента
1046,Band::N,хаю,вундас
1047,Band::N,хаю,lente
1048,Band::N,йӗсме,лента
1049,Band::N,йӗсме,вундас
1050,Band::N,йӗсме,lente
1051,Kamm::N,тура,сынан
1052,Kamm::N,тура,ķemme
1053,Spiegel::N,тӗкӗр,рӧмпӧштан
1054,Spiegel::N,тӗкӗр,spogulis
1055,Spiegel::N,куҫ кӗски,рӧмпӧштан
1056,Spiegel::N,куҫ кӗски,spogulis
1057,Riemen::N,чӗн,тасма
1058,Riemen::N,чӗн,siksna
1059,Schnur::N,кантра,гез
1060,Schnur::N,кантра,aukla
1061,Leine::N,касмӑк,юргез
1062,Leine::N,касмӑк,saite
1063,Decke::N,утиял,эшкын
1064,Decke::N,утиял,шебрас
1065,Decke::N,утиял,sega
1066,Kissen::N,ҫытар,юрлӧс
1067,Kissen::N,ҫытар,spilvens
1068,Kissen::N,минтер,юрлӧс
1069,Kissen::N,минтер,spilvens
1070,Tuch::N,тутӑр,чышъян
1071,Tuch::N,тутӑр,vadmala
1072,Handtuch::N,ал шӑлли,ки чышкӧд
1073,Handtuch::N,ал шӑлли,кизьчышъян
1074,Handtuch::N,ал шӑлли,dvielis
1075,Kraft::N,вӑй,этш
1076,Kraft::N,вӑй,эбӧс
1077,Kraft::N,вӑй,spēks
1078,Kraft::N,хӑват,этш
1079,Kraft::N,хӑват,эбӧс
1080,Kraft::N,хӑват,spēks
1081,Stärke::N,хал,ёнлун
1082,Stärke::N,хал,чорыдлун
1083,Stärke::N,хал,stiprums
1084,Stärke::N,хӑват,ёнлун
1085,Stärke::N,хӑват,чорыдлун
1086,Stärke::N,хӑват,stiprums
1087,Gesundheit::N,хал,дзоньвидзалун
1088,Gesundheit::N,хал,veselība
1089,Gesundheit::N,сывлӑх,дзоньвидзалун
1090,Gesundheit::N,сывлӑх,veselība
1091,Krankheit::N,чир,висьӧм
1092,Krankheit::N,чир,slimība
1093,Schmerz::N,ырату,висьӧм
1094,Schmerz::N,ырату,sāpes
1095,Wunde::N,суран,дой
1096,Wunde::N,суран,brūce
1097,Wunde::N,суран,jēlums
1098,Fieber::N,сив чир,жар
1099,Fieber::N,сив чир,drudzis
1100,Fieber::N,сив чир,karstums
1101,Arznei::N,эмел,лекарство
1102,Arznei::N,эмел,зелля
1103,Arznei::N,эмел,zāles
1104,Arznei::N,эмел,medikaments
1105,Brücke::N,кӗпер,пос
1106,Brücke::N,кӗпер,tilts
1107,Brunnen::N,ҫӑл,юкмӧс
1108,Brunnen::N,ҫӑл,aka
1109,Brunnen::N,пусӑ,юкмӧс
1110,Brunnen::N,пусӑ,aka
1111,Weide::N,ҫаран,пӧскӧтина
1112,Weide::N,ҫаран,ganības
1113,Pfad::N,йӗр,туй
1114,Pfad::N,йӗр,кыснан
1115,Pfad::N,йӗр,taka
1116,Pfad::N,сукмак,туй
1117,Pfad::N,сукмак,кыснан
1118,Pfad::N,сукмак,taka
1119,Weg::N,ҫул,туй
1120,Weg::N,ҫул,ceļš
1121,Weg::N,ҫул-йӗр,туй
1122,Weg::N,ҫул-йӗр,ceļš
1123,Straße::N,ҫӳрев,туй
1124,Straße::N,ҫӳрев,iela
1125,Straße::N,ҫул ҫӳрени,туй
1126,Straße::N,ҫул ҫӳрени,iela
1127,Dorf::N,ял,сикт
1128,Dorf::N,ял,ciems
1129,Stadt::N,хула,кар
1130,Stadt::N,хула,pilsēta
1131,Brief::N,ҫыру,письмӧ
1132,Brief::N,ҫыру,vēstule
1133,Buch::N,кӗнеке,небӧг
1134,Buch::N,кӗнеке,grāmata
1135,Buchstabe::N,сас палли,шыпас
1136,Buchstabe::N,сас палли,burts
1137,Zeitung::N,хаҫат,газет
1138,Zeitung::N,хаҫат,avīze
1139,Zeitung::N,хаҫат,laikraksts
1140,Leben::N,пурнӑҫ,лов
1141,Leben::N,пурнӑҫ,олӧм
1142,Leben::N,пурнӑҫ,dzīve
1143,Tod::N,вилӗм,кулӧм
1144,Tod::N,вилӗм,nāve
1145,Grab::N,масар шӑтӑкӗ,гу
1146,Grab::N,масар шӑтӑкӗ,kaps
1147,Kirche::N,чиркӳ,вичко
1148,Kirche::N,чиркӳ,baznīca
1149,Sünde::N,ҫылӑх,мыж
1150,Sünde::N,ҫылӑх,grēks
1151,Gott::N,турӑ,ен
1152,Gott::N,турӑ,dievs
1153,Arbeiter::N,рабочи,уджалысь
1154,Arbeiter::N,рабочи,strādnieks
1155,Chef::N,пуҫлӑх,юралысь
1156,Chef::N,пуҫлӑх,веськӧдлысь
1157,Chef::N,пуҫлӑх,šefs
1158,Chef::N,пуҫлӑх,vadītajs
1159,Chef::N,пуҫлӑх,priekšnieks
1160,Meister::N,ӑста,вӧчысь
1161,Meister::N,ӑста,meistars
1162,Meister::N,мастер,вӧчысь
1163,Meister::N,мастер,meistars
1164,Arzt::N,врач,врач
1165,Arzt::N,врач,бурдӧдысь
1166,Arzt::N,врач,ārsts
1167,Arzt::N,тухтӑр,врач
1168,Arzt::N,тухтӑр,бурдӧдысь
1169,Arzt::N,тухтӑр,ārsts
1170,Lehrer::N,учитель,велӧдысь
1171,Lehrer::N,учитель,skolotājs
1172,Lehrer::N,вӗрентекен,велӧдысь
1173,Lehrer::N,вӗрентекен,skolotājs
1174,Geld::N,укҫа,сьӧм
1175,Geld::N,укҫа,nauda
1176,Geschäft::N,бизнес,удж
1177,Geschäft::N,бизнес,bizness
1178,Geschäft::N,бизнес,darījums
1179,Laden::N,магазин,вузасянін
1180,Laden::N,магазин,bode
1181,Laden::N,магазин,veikals
1182,Preis::N,хак,дон
1183,Preis::N,хак,cena
1184,Ware::N,тавар,тӧвар
1185,Ware::N,тавар,prece
1186,Nutzen::N,пайта,воӧм
1187,Nutzen::N,пайта,выгӧда
1188,Nutzen::N,пайта,labums
1189,Reichtum::N,мул,озырлун
1190,Reichtum::N,мул,bagātība
1191,Welt::N,тӗнче,енкӧла
1192,Welt::N,тӗнче,pasaule
1193,Land::N,ҫӗр-шыв,му
1194,Land::N,ҫӗр-шыв,zeme
1195,Staat::N,патшàлӑх,канму
1196,Staat::N,патшàлӑх,государство
1197,Staat::N,патшàлӑх,valsts
1198,König::N,король,кан
1199,König::N,король,ķēniņš
1200,König::N,король,karalis
1201,Macht::N,власть,каналӧм
1202,Macht::N,власть,vara
1203,Grenze::N,чикӗ,су
1204,Grenze::N,чикӗ,суйӧр
1205,Grenze::N,чикӗ,robeža
1206,Krieg::N,вӑрҫӑ,ожман
1207,Krieg::N,вӑрҫӑ,karš
1208,Feind::N,тӑшман,враг
1209,Feind::N,тӑшман,вӧрӧг
1210,Feind::N,тӑшман,ienaidnieks
1211,Gewalt::N,ирӗксӗрлӳ,мырдöналöм
1212,Gewalt::N,ирӗксӗрлӳ,vara
1213,Gewalt::N,ирӗксӗрлӳ,vardarbība
1214,Kampf::N,кӗрешӳ,вермасьӧм
1215,Kampf::N,кӗрешӳ,cīņa
1216,Bogen[Waffe]::N,ухӑ,ньӧввуж
1217,Bogen[Waffe]::N,ухӑ,loks
1218,Pfeil::N,ҫӗмрен,ньӧв
1219,Pfeil::N,ҫӗмрен,bulta
1220,Pfeil::N,ухӑ йӗппи,ньӧв
1221,Pfeil::N,ухӑ йӗппи,bulta
1222,Gewehr::N,пӑшал,пишшаль
1223,Gewehr::N,пӑшал,šautene
1224,Fehler::N,йӑнӑш,сорсьӧм
1225,Fehler::N,йӑнӑш,дзугсьӧм
1226,Fehler::N,йӑнӑш,kļūda
1227,Lüge::N,суя,пӧръясьӧм
1228,Lüge::N,суя,ылӧдлӧм
1229,Lüge::N,суя,meli
1230,Lüge::N,ултав,пӧръясьӧм
1231,Lüge::N,ултав,ылӧдлӧм
1232,Lüge::N,ултав,meli
1233,Schaden::N,сиен,лёк
1234,Schaden::N,сиен,изъян
1235,Schaden::N,сиен,пакӧсьт
1236,Schaden::N,сиен,bojājums
1237,Schaden::N,сиен,kaitējums
1238,Unglück::N,шар,шог
1239,Unglück::N,шар,kļūme
1240,Unglück::N,шар,klizma
1241,Unglück::N,шар,nelaime
1242,Unglück::N,инкек,шог
1243,Unglück::N,инкек,kļūme
1244,Unglück::N,инкек,klizma
1245,Unglück::N,инкек,nelaime
1246,Schuld::N,айӑп,мыж
1247,Schuld::N,айӑп,vaina
1248,Alter::N,ҫул шучӗ,арлыд
1249,Alter::N,ҫул шучӗ,vecums
1250,Schluss::N,пӗтни,пом
1251,Schluss::N,пӗтни,beigas
1252,Schluss::N,пӗтмӗш,пом
1253,Schluss::N,пӗтмӗш,beigas
1254,Zeit::N,вӑхӑт,кад
1255,Zeit::N,вӑхӑт,laiks
1256,Tag::N,кун,лун
1257,Tag::N,кун,diena
1258,Morgen::N,ир,асыв
1259,Morgen::N,ир,rīts
1260,Mittag::N,кӑнтӑрла,лун шӧр
1261,Mittag::N,кӑнтӑрла,pusdiena
1262,Abend::N,каҫ,рыт
1263,Abend::N,каҫ,vakars
1264,Nacht::N,каҫ,вой
1265,Nacht::N,каҫ,nakts
1266,Woche::N,эрне,вежон
1267,Woche::N,эрне,nedēļa
1268,Monat::N,уйӑх,тӧлысь
1269,Monat::N,уйӑх,mēnesis
1270,Jahr::N,ҫулталӑк,во
1271,Jahr::N,ҫулталӑк,gads
1272,Frühling::N,ҫур,тулыс
1273,Frühling::N,ҫур,pavasaris
1274,Frühling::N,ҫуркунне,тулыс
1275,Frühling::N,ҫуркунне,pavasaris
1276,Sommer::N,ҫу,гожӧм
1277,Sommer::N,ҫу,vasara
1278,Sommer::N,ҫулла,гожӧм
1279,Sommer::N,ҫулла,vasara
1280,Herbst::N,кӗр,ар
1281,Herbst::N,кӗр,rudens
1282,Herbst::N,кӗркунне,ар
1283,Herbst::N,кӗркунне,rudens
1284,Winter::N,хӗл,тӧв
1285,Winter::N,хӗл,ziema
1286,Winter::N,хӗлле,тӧв
1287,Winter::N,хӗлле,ziema
1288,Januar::N,январь,тӧв шӧр
1289,Januar::N,январь,janvāris
1290,Februar::N,февраль,урасьӧм
1291,Februar::N,февраль,februāris
1292,Februar::N,кӗҫӗн кӑрлач,урасьӧм
1293,Februar::N,кӗҫӗн кӑрлач,februāris
1294,März::N,март,рака
1295,März::N,март,marts
1296,März::N,пуш уйӑхӗ,рака
1297,März::N,пуш уйӑхӗ,marts
1298,April::N,апрель,кос му
1299,April::N,апрель,aprīlis
1300,Mai::N,май,ода-кора
1301,Mai::N,май,maijs
1302,Juni::N,июнь,лӧддза-номъя
1303,Juni::N,июнь,jūnijs
1304,Juli::N,июль,сора
1305,Juli::N,июль,jūlijs
1306,August::N,август,моз
1307,August::N,август,augusts
1308,September::N,сентябрь,кӧч
1309,September::N,сентябрь,septembris
1310,September::N,авӑн уйӑхӗ,кӧч
1311,September::N,авӑн уйӑхӗ,septembris
1312,Oktober::N,октябрь,йирым
1313,Oktober::N,октябрь,oktobris
1314,November::N,ноябрь,вӧльгым
1315,November::N,ноябрь,novembris
1316,Dezember::N,раштав,ӧшым
1317,Dezember::N,раштав,decembris
1318,Dezember::N,декабрь,ӧшым
1319,Dezember::N,декабрь,decembris
1320,Montag::N,тунти кун,выльлун
1321,Montag::N,тунти кун,pirmdiena
1322,Dienstag::N,ытлари кун,воторник
1323,Dienstag::N,ытлари кун,otrdiena
1324,Mittwoch::N,юн кун,середа
1325,Mittwoch::N,юн кун,trešdiena
1326,Donnerstag::N,кӗҫнерни кун,четверг
1327,Donnerstag::N,кӗҫнерни кун,ceturtdiena
1328,Freitag::N,эрне кун,пекнича
1329,Freitag::N,эрне кун,piektdiena
1330,Samstag::N,шӑмат кун,субӧта
1331,Samstag::N,шӑмат кун,sestdiena
1332,Sonntag::N,вырсарни кун,вӧскресенньӧ
1333,Sonntag::N,вырсарни кун,svētdiena
1334,groß::A,пысӑк,ыджыд
1335,groß::A,пысӑк,dižs
1336,groß::A,пысӑк,liels
1337,klein::A,пӗчӗк,ичӧт
1338,klein::A,пӗчӗк,mazs
1339,lang::A,вӑрӑм,кузь
1340,lang::A,вӑрӑм,garš
1341,kurz::A,кӗске,дженьыд
1342,kurz::A,кӗске,īss
1343,breit::A,сарлака,ота
1344,breit::A,сарлака,паськыд
1345,breit::A,сарлака,plats
1346,schmal::A,ансӑр,оттӧм
1347,schmal::A,ансӑр,tievs
1348,dicht::A,йӑвӑ,сук
1349,dicht::A,йӑвӑ,blīvs
1350,dick[Gegenstand]::A,хулӑн,кыз
1351,dick[Gegenstand]::A,хулӑн,biezs
1352,dünn::A,ҫинҫе,вӧсни
1353,dünn::A,ҫинҫе,вӧсньыд
1354,dünn::A,ҫинҫе,plāns
1355,dünn::A,ҫӳхе,вӧсни
1356,dünn::A,ҫӳхе,вӧсньыд
1357,dünn::A,ҫӳхе,plāns
1358,fein::A,тарай,посни
1359,fein::A,тарай,smalks
1360,fein::A,вӗлтӗрти,посни
1361,fein::A,вӗлтӗрти,smalks
1362,fest::A,тӗреклӗ,зумыд
1363,fest::A,тӗреклӗ,tvirts
1364,fest::A,тӗреклӗ,noturīgs
1365,flach::A,лаптак,плавкӧс
1366,flach::A,лаптак,тшӧтшкӧс
1367,flach::A,лаптак,lēzens
1368,flach::A,лаптак,līdzens
1369,glatt::A,такӑр,вольк
1370,glatt::A,такӑр,мольыд
1371,glatt::A,такӑр,gluds
1372,glatt::A,такӑр,slidens
1373,hart::A,хытӑ,зумыд
1374,hart::A,хытӑ,ciets
1375,weich::A,ҫемҫе,небыд
1376,weich::A,ҫемҫе,mīksts
1377,rund::A,ҫавра,гӧгрӧс
1378,rund::A,ҫавра,apaļš
1379,spitz::A,шӗвӗр,ёсь йыла
1380,spitz::A,шӗвӗр,smails
1381,scharf::A,ҫивӗч,ёсь
1382,scharf::A,ҫивӗч,ass
1383,stumpf::A,мӑка,ныж
1384,stumpf::A,мӑка,truls
1385,stumpf::A,мӑка,strups
1386,stumpf::A,пуклак,ныж
1387,stumpf::A,пуклак,truls
1388,stumpf::A,пуклак,strups
1389,stumpf::A,тӗрӗнчӗк,ныж
1390,stumpf::A,тӗрӗнчӗк,truls
1391,stumpf::A,тӗрӗнчӗк,strups
1392,stumpf::A,ӑнкарусӑр,ныж
1393,stumpf::A,ӑнкарусӑр,truls
1394,stumpf::A,ӑнкарусӑр,strups
1395,schwer::A,йывӑр,сьӧкыд
1396,schwer::A,йывӑр,smags
1397,schön::A,илемлӗ,мича
1398,schön::A,илемлӗ,лӧсьыд
1399,schön::A,илемлӗ,daiļš
1400,schön::A,илемлӗ,skaists
1401,heiß::A,вӗри,пӧсь
1402,heiß::A,вӗри,karsts
