,Concept_ID,bn,ja
738,und::CNJ,আর,そして
739,und::CNJ,এবং,-と
740,und::CNJ,এবং,そして
741,oder::CNJ,বা,或いは
742,stehen::V,দাঁড়ানো,立っている
743,sitzen::V,বসা,座っている
744,liegen::V,শোয়া,横になっている
745,hängen::V,ঝোলা,掛かっている
746,werden::V,হইয়া উঠা,なる
747,passieren::V,ঘটা,起こる
748,beginnen::V,আরম্ভ হওয়া,始まる
749,enden::V,শেষ হওয়া,終わる
750,wechseln::V,রূপাস্তর করা,変わる
751,aufgehen[Sonne]::V,উদিত হওয়া,出る
752,untergehen[Sonne]::V,অস্ত যাওয়া,沈む
753,scheinen[Sonne]::V,আলো দেওয়া,輝く
754,donnern::V,বজ্রধ্বনি করা,雷が鳴る
755,wehen::V,প্রবাহিত হওয়া,吹く
756,strömen::V,প্রবাহিত হওয়া,流れる
757,fließen::V,ছুটা,流れる
758,sich drehen::V,পাক খাওয়া,回転する
759,schwanken::V,দোলা,揺れる
760,schwingen::V,দোলা,振動する
761,fallen::V,পড়া,落ちる
762,brennen::V,সেঁকা,燃える
763,rauchen::V,ধোঁয়া ছড়ান,煙を出す
764,regnen::V,বর্ষণ_করা,雨が降る
765,gefrieren::V,হিমায়িত হওয়া,凍る
766,tauen::V,গলা,溶ける
767,schmelzen::V,গলা,溶ける
768,trocknen::V,শুষ্ক করা,乾く
769,sieden::V,ফোঁড়া,沸く
770,faulen::V,ক্ষয় হওয়া,腐る
771,verfaulen::V,ক্ষয় হওয়া ,朽ちる
772,reißen::V,ছিঁড়া,切れる
773,versinken::V,ডুবা,沈む
774,vergehen::V,যাওয়া,経つ
775,erscheinen::V,আসা,現れる
776,verschwinden::V,অদৃশ্য হওয়া,消える
777,sinken::V,হ্রাস হওয়া,下がる
778,abnehmen::V,হ্রাস হওয়া,減る
779,zunehmen::V,বৃদ্ধি পাওয়া,増える
780,steigen::V,ওঠা,上がる
781,wachsen::V,বড় হওয়া,伸びる
782,glänzen::V,জ্বলা,輝く
783,funkeln::V,জ্বল্জ্বল করা,ぴかぴか光る
784,läuten::V,রুসুঝুসু করা,鳴る
785,klingeln::V,বাজা,鳴る
786,klirren::V,টুংটাং-শব্দ করা,がらんがらんと鳴る
787,brausen::V,গর্জন করা,逆巻く
788,rauschen::V,মর্মরধ্বনি করা,戦ぐ
789,klingen::V,শব্দ করা,鳴る
790,bellen::V,ঘেউ ঘেউ করা,吠える
791,heulen::V,গর্জন করা,きゃんきゃん鳴く
792,blasen::V,ফুঁ দেওয়া,吹く
793,pfeifen::V,শিস্ দেওয়া,口笛を吹く
794,schreien::V,চিৎকার করা,叫ぶ
795,stöhnen::V,গোঁ-গো করা,うめく
796,zittern::V,কাঁপা,震える
797,leben::V,বাঁচা,生きている
798,geboren werden::V,জন্মানো,生まれる
799,atmen::V,শ্বাস ফেলা,呼吸する
800,trinken::V,পান করা,飲む
801,essen::V,ভক্ষণ করা,食べる
802,schlucken::V,গেলা,飲み込む
803,müde werden::V,পরিশ্রান্ত হওয়া,眠くなる
804,einschlafen::V,নিদ্রামগ্ন হওয়া,寝付く
805,schlafen::V,নিদ্রা যাওয়া,眠る
806,aufwachen::V,জাগা,目が覚める
807,aufstehen::V,জাগা,起きる
808,sich erholen::V,আরাম করা,休養する
809,krank werden::V,অসুস্থ হত্তয়া,病気になる
810,krank sein::V,রূগ্ণ হত্তয়া,病気である
811,schmerzen::V,কন্কন করা,痛む
812,husten::V,কাশা,咳をする
813,genesen::V,আরোগ্য হওয়া,元気になる
814,sterben::V,মারা যাওয়া,死ぬ
815,sterben::V,মারা যাওয়া,亡くなる
816,umkommen::V,মারা যাওয়া,死亡する
817,sich bewegen::V,চলা,移動する
818,sich rühren::V,নড়া,動く
819,sich erheben::V,উদিত হওয়া,立ち上がる
820,sich setzen::V,বসা,座る
821,hinfallen::V,পড়া,転ぶ
822,laufen::V,হাঁটা,歩く
823,schreiten::V,হাঁটা,跨ぐ
824,spazierengehen::V,পায়চারি করা,散歩する
825,eilen::V,ত্বরাম্বিত করা,急ぐ
826,sich beeilen::V,ত্বরাম্বিত করা,焦る
827,sausen::V,ধেয়ে যাওয়া,疾駆する
828,rennen::V,চলা,走る
829,springen::V,লাফানো,跳ぶ
830,klettern::V,আরোহণ করা,よじ登る
831,schaukeln::V,দোলা,ぶらんこに乗る
832,kriechen::V,হামাগুড়ি দেওয়া,這う
833,schwimmen::V,সাঁতার কাটা,泳ぐ
834,tauchen::V,ডোবা,潜る
835,rudern::V,দাঁড় টানা,漕ぐ
836,fahren::V,চালান,行く
837,fahren::V,চালান,乗車する
838,fliegen::V,ওড়া,飛ぶ
839,gehen::V,যাওয়া,行く
840,weggehen::V,প্রস্থান করা,立ち去る
841,abfahren::V,প্রস্থান করা,出発する
842,anhalten::V,থামা,止まる
843,hineingehen::V,ঢোকা,入る
844,eintreten::V,ঢোকা,中に入る
845,kommen::V,আসা,来る
846,ankommen::V,আসা,着く
847,ankommen::V,আসা,到着する
848,zurückkommen::V,ফিরা,帰る
849,bleiben::V,থাকা,留まる
850,warten::V,অপেক্ষা করা,待つ
851,erwarten::V,অপেক্ষা করা,期待する
852,suchen::V,খোঁজ করা,探る
853,finden::V,পাওয়া,見つける
854,versuchen::V,পরখ করা,試す
855,vorbereiten::V,প্রস্তুত করা,準備する
856,lieben::V,ভালবাসা,愛する
857,mögen::V,পছন্দ করা,好きである
858,lachen::V,হাসা,笑う
859,rühren::V,হৃদয়ম্পর্শ করা,感情を動かす
860,weinen::V,কাঁদা,泣く
861,schimpfen::V,নালিশ করা,叱る
862,sich ärgern::V,রাগ হত্তয়া,怒る
863,sich ärgern::V,রাগ হত্তয়া,腹を立てる
864,sich fürchten::V,ভয় করা,怖がる
865,fürchten::V,ডরা,恐れる
866,fliehen::V,পালানো,逃げる
867,flüchten::V,পালানো,逃亡する
868,sehen::V,দেখা,見る
869,anschauen::V,দেখা,眺める
870,ansehen::V,দেখা,見る
871,hören::V,শোনা,聞く
872,zuhören::V,শোনা,聴く
873,probieren::V,পরখ করা,食べてみる
874,riechen::V,শুঁকা,気取る
875,fühlen::V,অনুভব করা,感じる
876,scheinen::V,মনে হত্তয়া,ように見える
877,zu sehen sein::V,দেখা দেত্তয়া,見える
878,vernehmen::V,শোনা,承る
879,frieren::V,শীত লাগা,寒気がする
880,tun::V,করা,する
881,können::V,পারা,出来る
882,wollen::V,ইচ্ছা করা,-たい
883,anfangen::V,আরম্ভ করা,始める
884,beenden::V,শেষ করা,終える
885,aufhören::V,থামা,止める
886,gelingen::V,সিদ্ধিলাভ করা,成功する
887,geraten::V,পরিণত হত্তয়া,当たる
888,öffnen::V,খোলা,開く
889,öffnen::V,খোলা,開ける
890,schließen::V,বন্ধ করা,閉める
891,stellen::V,স্থাপন করা,置く
892,stellen::V,স্থাপন করা,据える
893,setzen::V,স্থাপন করা,座らせる
894,legen::V,স্থাপন করা,置く
895,berühren::V,স্পর্শ করা,触る
896,berühren::V,স্পর্শ করা,触れる
897,verbinden::V,সংযুক্ত করা,結びつける
898,bedecken::V,ঢাকা,覆う
899,aufhängen::V,ঝুলানো,掛ける
900,anzünden::V,জ্বালান,燃やす
901,anzünden::V,জ্বালান,火をつける
902,aufheben::V,কুড়াইয়া তোলা,拾う
903,zurücklassen::V,পরিত্যাগ করা,残す
904,verlieren::V,হারান,無くす
905,fallen lassen::V,ফেলা,落とす
906,machen::V,গঠন করা,作る
907,herstellen::V,সৃষ্টি করা,製造する
908,bauen::V,নির্মাণ করা,建設する
909,reparieren::V,মেরামত করা,直す
910,reparieren::V,মেরামত করা,修理する
911,verbessern::V,উন্নতিলাভ করা,改良する
912,ändern::V,পরিবর্তিত করা,変える
913,graben::V,খনন করা,掘る
914,beugen::V,নোয়া,折る
915,biegen::V,নোয়া,曲げる
916,drehen::V,ঘোরান,回す
917,wenden::V,উলটাইয়া দেত্তয়া,裏返す
918,umdrehen::V,উলটানো,裏返す
919,heben::V,উত্তোলন করা,挙げる
920,hochheben::V,উঁচু করা,持ち上げる
921,ergreifen::V,দখল করা,取り上げる
922,halten::V,ধরা,持つ
923,drücken::V,টেপা,押す
924,schieben::V,ঠেলা,ずらす
925,kratzen::V,চাঁচা,引っ掻く
926,lecken::V,চাটা,なめる
927,beißen::V,দংশন করা,噛む
928,abreißen::V,বিচ্ছিন্ন করা,剝ぎ取る
929,abschneiden::V,বিচ্ছিন্ন করা,切り取る
930,binden::V,বন্ধন করা,縛る
931,stecken::V,বিদ্ধ করা,差し込む
932,brechen::V,ভাঙা,破る
933,klopfen::V,আঘাত করা,とんとん叩く
934,hauen::V,আঘাত করা,叩く
935,kleben::V,সাঁটা,貼る
936,kleben::V,সাঁটা,くっ付ける
937,reiben::V,ঘষা,擦る
938,streichen::V,ছড়াইয়া,塗る
939,schleifen::V,ধার দেওয়া,研ぐ
940,schneiden::V,কাটা,切る
941,rütteln::V,নাড়ান,揺さぶる
942,schütteln::V,নড়া,振る
943,schütteln::V,নড়া,揺さぶる
944,schwenken::V,দোলা,振る
945,schütten::V,বর্ষণ করা,注ぐ
946,füllen::V,পরিপূর্ণ করা,いっぱいにする
947,einwickeln::V,মুড়া,包む
948,tragen::V,বহন করা,運ぶ
949,schleppen::V,টানা,引きずる
950,ziehen::V,টানা,引く
951,aufbewahren::V,রাখা,預かる
952,werfen::V,ছুড়া,投げる
953,fangen::V,লোফা,受ける
954,packen::V,ধরা,掴む
955,verstecken::V,গোপন করা,隠す
956,teilen::V,বিভক্ত করা,分ける
957,schicken::V,প্রেরণ করা,送る
958,bringen::V,আনা,持って行く
959,hinzufügen::V,একত্র করা,加える
960,bekommen::V,পাওয়া,得る
961,erhalten::V,পাওয়া,受ける
962,nehmen::V,নেওয়া,取る
963,wählen::V,বাছা,選ぶ
964,auswählen::V,বাছা,選ぶ
965,bewahren::V,বাঁচাইয়া রাখা,保存する
966,behindern::V,বাধা দেওয়া,妨害する
967,verderben::V,নষ্ট করা,台無しにする
968,beschädigen::V,ক্ষতি করা,損傷する
969,zerbrechen::V,ভাঙ্গিয়া যাওয়া,割る
970,zerreißen::V,ছিঁড়া,引き裂く
971,zerstören::V,বিনাশ করা,破壊する
972,verbrennen::V,দহন করা,焼く
973,geben::V,দেওয়া,上げる
974,reichen::V,দেওয়া,渡す
975,schenken::V,উপহার দেত্তয়া,贈る
976,versprechen::V,প্রতিশ্রুতি দেওয়া,約束する
977,wünschen::V,আকাঙ্ক্ষা করা,望む
978,loben::V,প্রশংসা করা,褒める
979,küssen::V,চুম্বন করা,キスする
980,wiegen::V,দুলানো,揺する
981,zudecken::V,ঢাকা,覆う
982,wecken::V,জাগানো,起こす
983,zeigen::V,দেখানো,見せる
984,führen::V,পথ দেখানো,案内する
985,lehren::V,শেখানো,教える
986,unterrichten::V,শিক্ষা দেওয়া,通知する
987,aufziehen::V,পালন করা,育てる
988,leiten::V,পরিচালনা করা,導く
989,antreiben::V,চালনা করা,励ます
990,lassen::V,অনুমতি দেওয়া,～させる
991,einladen::V,নিমন্ত্রণ করা,誘う
992,einladen::V,নিমন্ত্রণ করা,招待する
993,vereinigen::V,এক করা,一つにする
994,besuchen::V,দেখিতে যাওয়া,訪ねる
995,treffen::V,সন্মুখীন হওয়া,出会う
996,sich versammeln::V,জড়ো হওয়া,集まる
997,spielen::V,খেলা,遊ぶ
998,singen::V,গাওয়া,歌う
999,tanzen::V,নাচা,踊る
1000,sich trennen::V,পৃথক করা,別れる
1001,verlassen::V,পরিত্যাগ করা,別れる
1002,retten::V,উদ্ধার করা,救う
1003,retten::V,উদ্ধার করা,助ける
1004,bewachen::V,পাহারা দেওয়া,見張る
1005,bewachen::V,পাহারা দেওয়া,軽微する
1006,schützen::V,রক্ষা করা,保護する
1007,verteidigen::V,রক্ষা করা,守る
1008,sich schlagen::V,লড়াই করা,殴る
1009,schießen::V,তীরবেগে ছোটা,撃つ
1010,siegen::V,জেতা,勝つ
1011,ärgern::V,বিরক্ত করা,怒らせる
1012,schlagen::V,আঘাত করা,殴る
1013,treten::V,লাথি মারা,蹴る
1014,stechen::V,দংশন করা,突く
1015,stoßen::V,ঠেলা,突く
1016,stehlen::V,অপহরণ করা,盗る
1017,stören::V,ঘাঁটান,構う
1018,belästigen::V,বিরক্ত করা,邪魔する
1019,verbergen::V,গোপন করা,隠す
1020,täuschen::V,প্রবঞ্চনা করা,だます
1021,betrügen::V,প্রতারণা করা,だます
1022,töten::V,হত্যা করা,殺す
1023,wohnen::V,বাস করা,住む
1024,arbeiten::V,কাজ করা,働く
1025,sammeln::V,সংগ্রহ করা,集める
1026,sammeln::V,সংগ্রহ করা,収集する
1027,pflücken::V,চয়ন করা,摘む
1028,jagen::V,শিকার করা,狩りをする
1029,fischen::V,মাছ ধরা,釣る
1030,fassen::V,ধরা,捕る
1031,hüten::V,যুথভুক্ত করা,放牧する
1032,treiben::V,চালনা করা,追う
1033,anbinden::V,বন্ধন করা,繋ぐ
1034,füttern::V,ভোজন করানো,餌をやる
1035,melken::V,দুগ্ধ দোহন করা,搾乳する
1036,hacken::V,কাটা,刻む
1037,gießen::V,বর্ষণ করা,水をやる
1038,reifen::V,পাকা,熟す
1039,zubereiten::V,রন্ধন করা,調理する
1040,kochen::V,রন্ধন করা,煮る
1041,backen::V,সেকা,焼く
1042,braten::V,ভাজা,焼く
1043,braten::V,ভাজা,炒める
1044,umrühren::V,নড়ানো,混ぜる
1045,stricken::V,বোনা,編む
1046,nähen::V,সেলাই করা,縫う
1047,färben::V,রঞ্জিত করা,染める
1048,reinigen::V,পরিষ্কার করা,掃除する
1049,waschen::V,পরিষ্কার করা,洗う
1050,waschen::V,পরিষ্কার করা,洗濯する
1051,abwischen::V,মুছা,拭く
1052,spülen::V,পরিষ্কার করা,洗う
1053,spülen::V,পরিষ্কার করা,すすぐ
1054,fegen::V,ঝাঁট দেওয়া,掃除する
1055,kehren::V,ঝাঁট দেওয়া,掃く
1056,baden::V,অবগাহন করা,入浴する
1057,sich waschen::V,ধোয়া,洗う
1058,ausziehen::V,খুলা,脱ぐ
1059,anziehen::V,গায়ে দেত্তয়া,着る
1060,sich anziehen::V,পোশাক পরা,着る
1061,kämmen::V,আঁচড়ানো,梳く
1062,schmücken::V,সাজান করা,飾る
1063,sagen::V,উচ্চারণ করা,言う
1064,sprechen::V,বলা,話す
1065,reden::V,আলাপ করা,話す
1066,sich unterhalten::V,আড্ডা দেওয়া,話をする
1067,fragen::V,জিজ্ঞাসা করা,聞く
1068,bitten::V,প্রার্থনা করা,頼む
1069,bitten::V,প্রার্থনা করা,お願いする
1070,erzählen::V,বর্ণনা করা,物語る
1071,mitteilen::V,বলা,伝える
1072,nennen::V,নাম দেওয়া,名づける
1073,rufen::V,আমন্ত্রণ করা,呼ぶ
1074,prahlen::V,বড়াই করা,自慢する
1075,übersetzen::V,ভাষাস্তরিত করা,訳す
1076,denken::V,ভাবা,考える
1077,glauben::V,বিশ্বাস করা,信じる
1078,bemerken::V,লক্ষ্য করা,気が付く
1079,erkennen::V,চিনিতে পারা,認識する
1080,begreifen::V,উপলব্ধি করা,分かる
1081,verstehen::V,উপলব্ধি করা,聞き取る
1082,lernen::V,শেখা,学ぶ
1083,lernen::V,শেখা,勉強する
1084,wissen::V,জানা,知っている
1085,sich erinnern an::V,মনে করা,思い出す
1086,vergessen::V,বিস্মৃত হওয়া,忘れる
1087,messen::V,মাপা,計る
1088,messen::V,মাপা,測定する
1089,zählen::V,গণনা করা,数える
1090,rechnen::V,হিসাব করা,計算する
1091,lesen::V,পাঠ করা,読む
1092,malen::V,আঁকা,描く
1093,zeichnen::V,ছকা,写生する
1094,schreiben::V,লেখা,書く
1095,besitzen::V,অধিকার করা,所持する
1096,kaufen::V,ক্রয় করা,買う
1097,verkaufen::V,বেচা,売る
1098,bezahlen::V,প্রদান করা,払う
1099,zahlen::V,প্রদান করা,支払う
1100,beherrschen::V,শাসন করা,支配する
1101,ertragen::V,বহন করা,耐える
1102,lärmen::V,,騒ぐ
