,Concept_ID,bg,et
444,Geschirr::N,съдове,nõud
445,Sack::N,чувал,kott
446,Tasse::N,чаша,tass
447,Topf::N,гърне,pada
448,Topf::N,тенджера,pada
449,Kessel::N,котел,pada
450,Essen::N,ядене,söök
451,Nahrung::N,храна,toit
452,Speise::N,ястие,roog
453,Fleisch::N,месо,liha
454,Getreide::N,зърнено храни,teravili
455,Brei::N,каша,puder
456,Brot::N,хляб,sai
457,Brot::N,хляб,leib
458,Scheibe::N,резен,viil
459,Scheibe::N,резен,viilukas
460,Fett::N,мазнина,rasv
461,Butter::N,масло,või
462,Öl::N,олио,õli
463,Öl::N,оливия,õli
464,Salz::N,сол,sool
465,Suppe::N,супа,supp
466,Honig::N,мед,mesi
467,Milch::N,мляко,piim
468,Tee::N,чай,tee
469,Leder::N,кожа,nahk
470,Wolle::N,вълна,vill
471,Stoff::N,плат,kangas
472,Stoff::N,материал,kangas
473,Nadel::N,игла,nõel
474,Faden::N,конец,niit
475,Knopf::N,копче,nööp
476,Knoten::N,възел,sõlm
477,Farbe::N,боя,värv
478,Kleidung::N,дрехи,riided
479,Kleidung::N,дрехи,riietus
480,Kleidung::N,облекло,riided
481,Kleidung::N,облекло,riietus
482,Hemd::N,риза,särk
483,Kragen::N,яка,krae
484,Ärmel::N,ръкав,varrukas
485,Hose::N,панталони,püksid
486,Gürtel::N,пояс,vöö
487,Gürtel::N,колан,vöö
488,Mütze::N,каскет,müts
489,Mütze::N,фуражка,müts
490,Schuh::N,обувка,king
491,Stiefel::N,ботуш,saabas
492,Ring::N,пръстен,sõrmus
493,Band::N,лента,lint
494,Band::N,връзка,lint
495,Kamm::N,гребен,kamm
496,Spiegel::N,огледало,peegel
497,Riemen::N,каиш,rihm
498,Riemen::N,ремък,rihm
499,Schnur::N,връв,nöör
500,Leine::N,връв,jalutusrihm
501,Leine::N,въже,jalutusrihm
502,Decke::N,покривка,tekk
503,Kissen::N,възглавница,padi
504,Tuch::N,сукно,kalev
505,Handtuch::N,пешкир,käterätik
506,Handtuch::N,кърпа за лице,käterätik
507,Kraft::N,мощ,jõud
508,Kraft::N,сила,jõud
509,Stärke::N,сила,tugevus
510,Gesundheit::N,здраве,tervis
511,Krankheit::N,болест,haigus
512,Schmerz::N,болка,valu
513,Wunde::N,рана,haav
514,Fieber::N,треска,palavik
515,Fieber::N,температура,palavik
516,Arznei::N,лек,ravim
517,Arznei::N,лекарство,ravim
518,Brücke::N,мост,sild
519,Brunnen::N,чешма,kaev
520,Brunnen::N,кладенец,kaev
521,Weide::N,паша,karjamaa
522,Weide::N,пасище,karjamaa
523,Pfad::N,пътека,rada
524,Weg::N,път,tee
525,Straße::N,шосе,tee
526,Dorf::N,село,küla
527,Stadt::N,град,linn
528,Brief::N,писмо,kiri
529,Buch::N,книга,raamat
530,Buchstabe::N,буква,täht
531,Zeitung::N,вестник,ajaleht
532,Leben::N,живот,elu
533,Tod::N,смърт,surm
534,Grab::N,гроб,haud
535,Kirche::N,църква,kirik
536,Sünde::N,грях,patt
537,Gott::N,бог,jumal
538,Arbeiter::N,работник,tööline
539,Chef::N,шеф,ülemus
540,Chef::N,шеф,juhataja
541,Chef::N,началник,ülemus
542,Chef::N,началник,juhataja
543,Meister::N,майстор,meister
544,Arzt::N,лекар,arst
545,Lehrer::N,учител,õpetaja
546,Geld::N,пари,raha
547,Geschäft::N,сделка,äri
548,Laden::N,дюкян,pood
549,Laden::N,дюкян,kauplus
550,Laden::N,магазин,pood
551,Laden::N,магазин,kauplus
552,Preis::N,цена,hind
553,Ware::N,стока,kaup
554,Nutzen::N,полза,tulu
555,Nutzen::N,полза,kasulikkus
556,Nutzen::N,облага,tulu
557,Nutzen::N,облага,kasulikkus
558,Reichtum::N,богатство,rikkus
559,Welt::N,свят,maailm
560,Land::N,страна,maa
561,Staat::N,щат,riik
562,Staat::N,държава,riik
563,König::N,крал,kuningas
564,Macht::N,мощ,võim
565,Macht::N,власт,võim
566,Grenze::N,граница,piir
567,Krieg::N,война,sõda
568,Feind::N,враг,vaenlane
569,Feind::N,неприятел,vaenlane
570,Gewalt::N,сила,väevõim
571,Gewalt::N,насилие,väevõim
572,Kampf::N,борба,võitlus
573,Kampf::N,сражение,võitlus
574,Bogen[Waffe]::N,лък,vibu
575,Pfeil::N,стрела,nool
576,Gewehr::N,пушка,püss
577,Fehler::N,грешка,viga
578,Lüge::N,лъжа,vale
579,Schaden::N,повреда,kahju
580,Unglück::N,нещастие,häda
581,Unglück::N,нещастие,õnnetus
582,Schuld::N,вина,süü
583,Alter::N,възраст,iga
584,Schluss::N,край,lõpp
585,Zeit::N,време,aeg
586,Tag::N,ден,päev
587,Morgen::N,утро,hommik
588,Morgen::N,сутрин,hommik
589,Mittag::N,обед,lõuna
590,Mittag::N,обед,keskpäev
591,Mittag::N,пладне,lõuna
592,Mittag::N,пладне,keskpäev
593,Abend::N,вечер,õhtu
594,Nacht::N,нощ,öö
595,Woche::N,седмица,nädal
596,Monat::N,месец,kuu
597,Jahr::N,година,aasta
598,Frühling::N,пролет,kevad
599,Sommer::N,лято,suvi
600,Herbst::N,есен,sügis
601,Winter::N,зима,talv
602,Januar::N,януари,jaanuar
603,Februar::N,февруари,veebruar
604,März::N,март,märts
605,April::N,април,aprill
606,Mai::N,май,mai
607,Juni::N,юни,juuni
608,Juli::N,юли,juuli
609,August::N,август,august
610,September::N,септември,september
611,Oktober::N,октомври,oktoober
612,November::N,ноември,november
613,Dezember::N,декември,detsember
614,Montag::N,понеделник,esmaspäev
615,Dienstag::N,вторник,teisipäev
616,Mittwoch::N,сряда,kesknädal
617,Donnerstag::N,четвъртък,neljapäev
618,Freitag::N,петък,reede
619,Samstag::N,събота,laupäev
620,Sonntag::N,неделя,pühapäev
621,groß::A,едър,suur
622,groß::A,голям,suur
623,klein::A,малък,väike
624,klein::A,малък,pisike
625,klein::A,дребен,väike
626,klein::A,дребен,pisike
627,lang::A,дълъг,pikk
628,kurz::A,къс,lühike
629,breit::A,широк,lai
630,schmal::A,тесен,kitsas
631,dicht::A,гъст,tihe
632,dick[Gegenstand]::A,дебел,jäme
633,dünn::A,тънък,õhuke
634,dünn::A,тънък,peenike
635,fein::A,фин,peen
636,fein::A,фин,õhuke
637,fein::A,тънък,peen
638,fein::A,тънък,õhuke
639,fest::A,твърд,püsiv
640,fest::A,твърд,kindel
641,fest::A,плътен,püsiv
642,fest::A,плътен,kindel
643,flach::A,равен,lame
644,flach::A,равен,tasane
645,flach::A,плосък,lame
646,flach::A,плосък,tasane
647,glatt::A,гладък,sile
648,hart::A,твърд,kõva
649,hart::A,корав,kõva
650,weich::A,мек,pehme
651,rund::A,кръгъл,ümar
652,spitz::A,островръх,torkav
653,scharf::A,остър,terav
654,stumpf::A,тъп,nüri
655,schwer::A,тежък,raske
656,schön::A,хубав,kena
657,schön::A,красив,kena
658,heiß::A,жарък,kuum
659,heiß::A,жарък,palav
660,warm::A,топъл,soe
661,kalt::A,студен,külm
662,kühl::A,хладен,jahe
663,frisch::A,свеж,värske
664,feucht::A,влажен,niiske
665,nass::A,мокър,märg
666,trocken::A,сух,kuiv
667,voll::A,пълен,täis
668,leer::A,празен,tühi
669,offen::A,откровен,avatud
670,offen::A,откровен,lahtine
671,geschlossen::A,закрит,suletud
672,geschlossen::A,затворен,suletud
673,sauber::A,чист,puhas
674,schmutzig::A,мръсен,räpane
675,schmutzig::A,мръсен,määrdunud
676,roh::A,суров,toores
677,reif::A,зрял,küps
678,lecker::A,вкусен,hõrk
679,lecker::A,вкусен,maitsev
680,süß::A,сладък,magus
681,bitter::A,горчив,mõru
682,sauer::A,кисел,hapu
683,hell::A,ясен,hele
684,hell::A,светъл,hele
685,dunkel::A,тъмен,pime
686,schwarz::A,черен,must
687,weiß::A,бял,valge
688,rot::A,червен,punane
689,gelb::A,жълт,kollane
690,blau::A,син,sinine
691,grün::A,зелен,roheline
692,grau::A,сив,hall
693,bunt::A,шарен,kirju
694,bunt::A,шарен,värviline
695,bunt::A,пъстър,kirju
696,bunt::A,пъстър,värviline
697,billig::A,евтин,odav
698,teuer::A,скъп,kallis
699,wertvoll::A,ценен,väärtuslik
700,blind::A,сляп,pime
701,taub::A,глух,kurt
702,kräftig::A,силен,jõuline
703,stark::A,здрав,tugev
704,stark::A,силен,tugev
705,schwach::A,слаб,nõrk
706,schwach::A,слаб,jõuetu
707,fett::A,тлъст,rasvane
708,schlank::A,тънък,sale
709,schlank::A,строен,sale
710,hübsch::A,хубав,kena
711,böse::A,зъл,tige
712,dumm::A,глупав,juhm
713,dumm::A,глупав,rumal
714,faul::A,ленив,laisk
715,faul::A,мързелив,laisk
716,fleißig::A,прилежен,virk
717,fleißig::A,прилежен,hoolas
718,geizig::A,скъпернически,ihne
719,klug::A,умен,tark
720,klug::A,умен,arukas
721,klug::A,умен,mõistlik
722,klug::A,разумен,tark
723,klug::A,разумен,arukas
724,klug::A,разумен,mõistlik
725,geschickt::A,умел,osav
726,geschickt::A,сръчен,osav
727,lieb::A,мил,armas
728,lieb::A,драг,armas
729,lustig::A,весел,lõbus
730,sanft::A,нежен,õrn
731,sanft::A,кротък,õrn
732,hungrig::A,гладен,näljane
733,krank::A,болен,haige
734,nackt::A,гол,alasti
735,traurig::A,тъжен,kurb
736,traurig::A,печален,kurb
737,lebendig::A,жив,elus
738,gut::A,добър,hea
739,schlecht::A,лош,halb
740,richtig::A,правилен,õige
741,schlimm::A,лош,paha
742,wahr::A,верен,tõene
743,wahr::A,истински,tõene
744,alt::A,стар,vana
745,alt::A,древен,vana
746,neu::A,нов,uus
747,ehemalig::A,бивш,endine
748,alt[Lebewesen]::A,стар,vana
749,jung::A,млад,noor
750,arm::A,беден,vaene
751,reich::A,богат,rikas
752,bekannt::A,познат,teada
753,bekannt::A,познат,tuttav
754,bekannt::A,известен,teada
755,bekannt::A,известен,tuttav
756,berühmt::A,почут,tuntud
757,berühmt::A,известен,tuntud
758,fremd::A,чужд,võõras
759,verschieden::A,разен,erinev
760,verschieden::A,различен,erinev
761,nah::A,близък,lähedane
762,fern::A,далечен,kauge
763,linker::A,ляв,vasak
764,rechter::A,прав,parem
765,anderer::A,друг,muu
766,anderer::A,друг,teine
767,erster::A,пръв,esimene
768,erster::A,първи,esimene
769,zweiter::A,втори,teine
770,dritter::A,трети,kolmas
771,letzter::A,последен,viimane
772,allein::ADV,само,üksi
773,auf einmal::ADV,същевременно,korraga
774,auf einmal::ADV,същевременно,ühekorraga
775,zusammen::ADV,заедно,koos
776,zusammen::ADV,заедно,üheskoos
777,lange::ADV,дълго,kaua
778,plötzlich::ADV,изведнъж,äkki
779,plötzlich::ADV,изведнъж,järsku
780,sofort::ADV,веднага,kohe
781,später::ADV,по-късно,hiljem
782,jetzt::ADV,сега,nüüd
783,heute::ADV,днес,täna
784,morgen::ADV,утре,homme
785,bald::ADV,скоро,pea
786,bald::ADV,скоро,varsti
787,dann::ADV,после,siis
788,dann::ADV,тогава,siis
789,gestern::ADV,вчера,eile
790,einst::ADV,някога,vanasti
791,damals::ADV,тогава,tookord
792,danach::ADV,после,seejärel
793,danach::ADV,след това,seejärel
794,vorher::ADV,преди,enne
795,vorher::ADV,преди това,enne
796,zuerst::ADV,най-напред,enne
797,zuerst::ADV,най-напред,esmalt
798,einmal::ADV,веднъж,kord
799,einmal::ADV,веднъж,üks kord
800,einmal::ADV,един път,kord
801,einmal::ADV,един път,üks kord
802,manchmal::ADV,понякога,mõnikord
803,oft::ADV,често,tihti
804,oft::ADV,често,sageli
805,immer::ADV,винаги,ikka
806,immer::ADV,винаги,alati
807,niemals::ADV,никога,mitte kunagi
808,hier::ADV,тук,siin
809,hier::ADV,тука,siin
810,hierhin::ADV,насам,siia
811,von hier::ADV,оттук,siit
812,von hier::ADV,оттука,siit
813,dort::ADV,там,seal
814,dorthin::ADV,натам,sinna
815,dorthin::ADV,нататък,sinna
816,geradeaus::ADV,направо,otse edasi
817,vorwärts::ADV,напред,edasi
818,rückwärts::ADV,назад,tagurpidi
819,zurück::ADV,обратно,tagasi
820,unten::ADV,долу,all
821,unten::ADV,долу,allpool
822,hinab::ADV,надолу,alla
823,oben::ADV,горе,ülal
824,hinauf::ADV,нагоре,üles
825,überall::ADV,навсякъде,kõikjal
826,nicht::ADV,не,ei
827,nicht::ADV,не,mitte
828,ein wenig::ADV,малко,veidi
829,ein wenig::ADV,малко,natuke
830,kaum::ADV,едва,vaevalt
831,kaum::ADV,едвам,vaevalt
832,sehr::ADV,много,väga
833,sehr::ADV,твърде,väga
834,so::ADV,тъй,nii
835,so::ADV,така,nii
836,noch::ADV,още,veel
837,nur::ADV,само,ainult
838,schon::ADV,вече,juba
839,wieder::ADV,пак,jälle
840,wieder::ADV,отново,jälle
841,vergebens::ADV,напразно,asjata
842,vor::PRP,пред,ees
843,hinter::PRP,зад,taha
844,unter::PRP,под,all
845,durch::PRP,през,läbi
846,durch::PRP,през,kaudu
847,neben::PRP,до,kõrval
848,neben::PRP,при,kõrval
849,zwischen::PRP,между,vahel
850,zwischen::PRP,помежду,vahel
851,wegen::PRP,заради,tõttu
852,wegen::PRP,заради,pärast
853,dies::PRN,този,see
854,das::PRN,туй,see
855,das::PRN,това,see
856,alles::PRN,всичко,kõik
857,ich::PRN,аз,mina
858,du::PRN,ти,sina
859,er::PRN,той,tema
860,wir::PRN,ние,me
861,ihr::PRN,вие,te
