,Concept_ID,ps,mdf
775,fremd::A,پردی,лия
776,fremd::A,پردی,аф содаф
777,fremd::A,بېګانه,лия
778,fremd::A,بېګانه,аф содаф
779,verschieden::A,مختلف,аф фкя ла́цонь
780,nah::A,نژدې,мала
781,nah::A,نژدې,аф ичкоздень
782,fern::A,لیری,и́чкоздень
783,fern::A,لیری,куна́рдонь
784,linker::A,چپ,кержи
785,linker::A,کیڼ,кержи
786,rechter::A,ښی,види
787,anderer::A,بل,лия
788,erster::A,لومړی,васенце
789,zweiter::A,دوهم,омбоце
790,dritter::A,درېم,колмоце
791,letzter::A,آخرنی,ме́кольце
792,letzter::A,وروستی,ме́кольце
793,allein::ADV,یوازې,ськамонза
794,auf einmal::ADV,په یوه وخت کی,вихцок
795,zusammen::ADV,یو ځای,марс
796,zusammen::ADV,یو ځای,ма́рса
797,lange::ADV,ډېر وخت,кува́тьс
798,lange::ADV,ډېره موده,кува́тьс
799,plötzlich::ADV,ناببره,а́пак учт
800,plötzlich::ADV,یوناڅاپه,а́пак учт
801,sofort::ADV,فوراً,тяникиге
802,sofort::ADV,سمدلاسه,тяникиге
803,später::ADV,وروسته,ме́ле
804,jetzt::ADV,اوس,тяни
805,heute::ADV,نن,тячи
806,morgen::ADV,سبا,ва́нды
807,bald::ADV,ژر,курок
808,dann::ADV,پس,меле
809,dann::ADV,پس,сяда меле
810,dann::ADV,وروسته,меле
811,dann::ADV,وروسته,сяда меле
812,gestern::ADV,پرون,ися́к
813,einst::ADV,پخوا,весть
814,einst::ADV,پخوا,мзя́рда-бди
815,damals::ADV,هغه وخت,эста
816,danach::ADV,بیا,меле
817,vorher::ADV,دمخه,инголи
818,zuerst::ADV,لومړی,ва́сенда
819,einmal::ADV,یو ځل,весть
820,manchmal::ADV,ګاهی ګاهی,лия́ста
821,manchmal::ADV,ګاهی ګاهی,ко́ста-ко́ста
822,oft::ADV,ډېر ځله,си́деста
823,immer::ADV,تل,фалу
824,immer::ADV,تل,най
825,immer::ADV,همېشه,фалу
826,immer::ADV,همېشه,най
827,niemals::ADV,هیڅکله نه,аф мзя́рдонга
828,hier::ADV,دلته,тяса
829,hierhin::ADV,دلته,сей
830,hierhin::ADV,دلته,тяза
831,hierhin::ADV,دې ځای ته,сей
832,hierhin::ADV,دې ځای ته,тяза
833,von hier::ADV,د دې ځای نه,тя́ста
834,dort::ADV,هلته,тоса
835,dorthin::ADV,هلته,тов
836,dorthin::ADV,هلته,тоза
837,dorthin::ADV,هغه ځای ته,тов
838,dorthin::ADV,هغه ځای ته,тоза
839,geradeaus::ADV,مخامخ,ви́деста
840,vorwärts::ADV,مخ پهٔ وړاندې,и́нголи
841,rückwärts::ADV,بېرته,ме́ки
842,zurück::ADV,بېرته,ме́ки
843,unten::ADV,لاندي,ала
844,hinab::ADV,ښکته,алу
845,oben::ADV,پورته,вяре
846,hinauf::ADV,پاس,вяри
847,überall::ADV,هره خوا,се́мбе ва́стова
848,nicht::ADV,نه,аф
849,ein wenig::ADV,یو څه,аф лама
850,kaum::ADV,ایله,а́ньцек
851,sehr::ADV,ډېر,пяк
852,sehr::ADV,زيات,пяк
853,so::ADV,داسې,ста́не
854,so::ADV,دومره,ста́не
855,noch::ADV,نور,нинге
856,nur::ADV,تش,аньцек
857,nur::ADV,صرف,аньцек
858,schon::ADV,دمخه,ни
859,wieder::ADV,بیا,та́га
860,vergebens::ADV,عبث,стак
861,vor::PRP,دمخه,инголе
862,hinter::PRP,شاته,фтала
863,hinter::PRP,شاته,мельге
864,unter::PRP,لاندي,ала
865,durch::PRP,د مینځ نه,пачк
866,neben::PRP,نژدې,ваксса
867,zwischen::PRP,ترمینځ,ёткса
868,wegen::PRP,د ... له لاسه,сюнеда
869,dies::PRN,دا,тя
870,das::PRN,دا,ся
871,das::PRN,دا,тона
872,alles::PRN,هرڅهٔ,сембе
873,ich::PRN,زه,мон
874,du::PRN,ته,тон
875,er::PRN,دی,сон
876,wir::PRN,مونږ,минь
877,ihr::PRN,تاسې,тинь
878,sie::PRN,هغوی,синь
879,was::FPRN,څهٔ,мезе
880,wer::FPRN,چا,кие
881,wer::FPRN,څوک,кие
882,wo::FADV,چيری,коса
883,wo::FADV,چېرته,коса
884,wohin::FADV,چېرته,ков
885,wohin::FADV,چېرته,коза
886,wie::FADV,څنګه,ко́да
887,warum::FADV,ولې,мес
888,wieviel::FNUM,څو,мзя́ра
889,wieviel::FNUM,څومره,мзя́ра
890,eins::NUM,یو,фкя
891,zwei::NUM,دوه,кафта
892,drei::NUM,درې,колма
893,vier::NUM,څلور,ниле
894,fünf::NUM,پنځه,вете
895,sechs::NUM,شپږ,кота
896,sieben::NUM,اوه,сисем
897,acht::NUM,اته,кафкса
898,neun::NUM,نهه,ве́йхкса
899,zehn::NUM,لس,кемонь
900,elf::NUM,یوولس,кефкие
901,zwölf::NUM,دولس,кемгафтува
902,zwanzig::NUM,شل,комсь
903,dreißig::NUM,دېرش,колмогемонь
904,vierzig::NUM,څلوېښت,нильге́монь
905,fünfzig::NUM,پنځوس,ве́дьгемонь
906,sechzig::NUM,شپېته,ко́дгемонь
907,siebzig::NUM,اویا,сизьге́монь
908,achtzig::NUM,اتیا,ка́фксогемонь
909,neunzig::NUM,نوي,ве́йхксогемонь
910,hundert::NUM,سل,сяда
911,tausend::NUM,زر,тёжянь
912,und::CNJ,او,и
913,und::CNJ,او,дъ
914,oder::CNJ,ېا,или
915,oder::CNJ,ېا,али
916,stehen::V,درېدل,а́щемс стя́да
917,sitzen::V,کښېنستل,ащемс озада
918,liegen::V,ملاستل,ма́дозь а́щемс
919,hängen::V,ځړېدل,нюрьгомс
920,werden::V,کېدل,арамс
921,werden::V,کېدل,тиевомс
922,passieren::V,پېښېدل,лисэмс
923,passieren::V,پېښېدل,эвондамс
924,beginnen::V,شروع کېدل,ушедомс
925,enden::V,خلاصدل,лоткамс
926,enden::V,تمامېدل,лоткамс
927,wechseln::V,تغییر موندل,по́лафнемс
928,aufgehen[Sonne]::V,ختل,стямс
929,aufgehen[Sonne]::V,ختل,лисемс
930,untergehen[Sonne]::V,لوېدل,валгомс
931,untergehen[Sonne]::V,پرېوتل,валгомс
932,scheinen[Sonne]::V,رڼا کول,ва́лдоптомс
933,donnern::V,تنېدل,торамс
934,donnern::V,غړمبېدل,торамс
935,wehen::V,چلېدل,уфа́мс
936,strömen::V,بهېدل,шудемс
937,fließen::V,بهېدل,шудемс
938,fließen::V,تویېدل,шудемс
939,sich drehen::V,ګرځېدل,шаромс
940,sich drehen::V,چورلېدل,шаромс
941,schwanken::V,زنګېدل,якамс
942,schwingen::V,زنګېدل,люксемс
943,schwingen::V,زنګېدل,нюрьсемс
944,fallen::V,ولېدل,прамс
945,fallen::V,ولېدل,прашендомс
946,brennen::V,سوځېدل,паломс
947,rauchen::V,لوګی کول,качадомс
948,regnen::V,باران اورېدل,пиземс
949,gefrieren::V,کنګل نيول,эйндамс
950,gefrieren::V,کنګل نيول,кельмомс
951,tauen::V,وېلې کېدل,соламс
952,schmelzen::V,وېلې کېدل,соламс
953,trocknen::V,وچېدل,коськомс
954,sieden::V,اېشېدل,лакамс
955,faulen::V,خرابېدل,наксадомс
956,verfaulen::V,ورستېدل,наксадомс
957,reißen::V,شلېدل,сязевомс
958,versinken::V,ډوېېدل,ваямс
959,vergehen::V,تېرېدل,ётамс
960,erscheinen::V,ښکارېدل,эвондамс
961,verschwinden::V,ورکېدل,юма́мс
962,sinken::V,ښکته کېدل,валгомс
963,abnehmen::V,کمېدل,киремс
964,zunehmen::V,زیاتېدل,ламокстомс
965,zunehmen::V,زیاتېدل,рашнемс
966,steigen::V,جګېدل,кеподемс
967,steigen::V,پورته کېدل,кеподемс
968,wachsen::V,وده کول,касомс
969,glänzen::V,ځلېدل,цинзелдомс
970,glänzen::V,ځلېدل,цифордомс
971,funkeln::V,پړکېدل,ци́фтордомс
972,lärmen::V,غال و غول کول,жалнамс
973,läuten::V,زنګ وهل,гайфтемс
974,klingeln::V,زنګ وهل,гайфтемс
975,klirren::V,کړنګېدل,ка́нзеркшнемс
976,brausen::V,تلاطم کول,жоледемс
977,rauschen::V,شڼهار کول,вжнамс
978,rauschen::V,شڼهار کول,гамнамс
979,klingen::V,آواز کول,кайгомс
980,bellen::V,غپېدل,ува́мс
981,heulen::V,انګلل,сувомс
982,heulen::V,انګلل,урнамс
983,blasen::V,پو کول,уфа́мс
984,pfeifen::V,شپېلک وهل,вяшкомс
985,schreien::V,ناره کول,пешкодомс
986,stöhnen::V,زګېروی کول,куфцемс
987,zittern::V,لړزېدل,таромс
988,leben::V,ژوند کول,эрямс
989,geboren werden::V,زېږېدل,шачемс
990,atmen::V,ساه کښل,ажнамс
991,atmen::V,تنفس کول,ажнамс
992,trinken::V,څښل,симомс
993,essen::V,خوړل,ярхцамс
994,schlucken::V,غړپول,нилемс
995,müde werden::V,ستړی کېدل,сиземс
996,einschlafen::V,ویده کېدل,матодовомс
997,schlafen::V,خوب کول,удомс
998,aufwachen::V,ویښېدل,съргоземс
999,aufstehen::V,پاڅېدل,стямс
1000,sich erholen::V,استراحت کول,ваймосемс
1001,krank werden::V,رنځورېدل,сярядькстомс
1002,krank sein::V,ناجوړېدل,сярядемс
1003,schmerzen::V,خوږېدل,сярядемс
1004,schmerzen::V,درد کول,сярядемс
1005,husten::V,ټوخېدل,козомс
1006,genesen::V,رغېدل,пъ́чкамс
1007,sterben::V,مړل,куломс
1008,umkommen::V,تلفېدل,юма́мс
1009,sich bewegen::V,چلېدل,шаштомс
1010,sich bewegen::V,حرکت کول,шаштомс
1011,sich rühren::V,ښورېدل,сърхка́мс
1012,sich erheben::V,درېدل,стямс
1013,sich setzen::V,کښېنستل,озамс
1014,hinfallen::V,لوېدل,прамс
1015,hinfallen::V,لوېدل,сяворемс
1016,laufen::V,منډې وهل,якамс
1017,schreiten::V,قدم ایښودل,молемс
1018,schreiten::V,قدم ایښودل,аськолямс
1019,spazierengehen::V,چکر وهل,якамс
1020,eilen::V,بېړه کول,эряскодомс
1021,sich beeilen::V,عجله کول,эряскодомс
1022,sausen::V,ځغستل,лиемс
1023,rennen::V,زغلېدل,арнемс
1024,springen::V,ټوپ وهل,комотнемс
1025,klettern::V,ختل,ку́цемс
1026,schaukeln::V,زنګېدل,нюрямс
1027,kriechen::V,خاپوړی وهل,шаштомс комада
1028,schwimmen::V,لامبو وهل,уемс
1029,tauchen::V,غوټه وهل,юпиемс
1030,tauchen::V,غوټه وهل,чёпафнемс
1031,rudern::V,پارو وهل,па́немс ве́неж
1032,fahren::V,تلل,ардомс
1033,fliegen::V,الوتل,лиемс
1034,gehen::V,تلل,молемс
1035,weggehen::V,بهر وتل,тумс
1036,abfahren::V,تلل,тумс
1037,anhalten::V,ودرېدل,лоткамс
1038,hineingehen::V,داخلېدل,сува́мс
1039,eintreten::V,ننوتل,сува́мс
1040,kommen::V,راتلل,самс
1041,ankommen::V,رسېدل,самс
1042,ankommen::V,رسېدل,пачкодемс
1043,zurückkommen::V,بېرته راتلل,мърдамс
1044,bleiben::V,پاتې کېدل,иля́домс
1045,warten::V,انتظار وېستل,учемс
1046,erwarten::V,انتظار کول,учемс
1047,suchen::V,لټول,вешемс
1048,finden::V,میندل,мумс
1049,finden::V,پیدا کول,мумс
1050,versuchen::V,هڅه کول,варчсемс
1051,vorbereiten::V,چمتوکول,анокламс
1052,lieben::V,مینه لرل,кельгомс
1053,mögen::V,خوښول,кельгомс
1054,mögen::V,علاقه لرل,кельгомс
1055,lachen::V,خندېدل,рахамс
1056,lachen::V,خندېدل,рахсемс
1057,rühren::V,اغېزه کول,токамс седи
1058,weinen::V,ژړل,авардемс
1059,schimpfen::V,ښکنځا کول,сюцемс
1060,sich ärgern::V,قهر راتلل,кяжиямс
1061,sich fürchten::V,ډارېدل,пелемс
1062,fürchten::V,ډارېدل,пелемс
1063,fliehen::V,تښتېدل,ворьгодемс
1064,flüchten::V,تښتېدل,ша́домс
1065,flüchten::V,تښتېدل,во́рьгодемс
1066,sehen::V,لیدل,няемс
1067,anschauen::V,کتل,ваномс
1068,ansehen::V,ننداره کول,ваномс
1069,hören::V,اورېدل,марямс
1070,zuhören::V,غوږ نیول,ку́лхдоньомс
1071,probieren::V,څکه کول,варжамс
1072,probieren::V,چاشنی کول,варжамс
1073,riechen::V,بويول,никса́мс
1074,fühlen::V,حسول,марямс
1075,scheinen::V,ښکارېدل,ня́евомс
1076,zu sehen sein::V,ښکارېدل,ня́евомс
1077,vernehmen::V,خبرېدل,марямс
1078,frieren::V,ساړه کېتل,паломс
1079,frieren::V,ساړه کېتل,кельмомс
1080,tun::V,کول,тиемс
1081,können::V,کولای شول,маштомс
1082,können::V,د لاسه کېدل,маштомс
1083,wollen::V,غوښتل,-не-
1084,anfangen::V,شروع کول,ушедомс
1085,beenden::V,ختمول,аде́ламс
1086,beenden::V,پای ته رسول,аде́ламс
1087,aufhören::V,بس کول,лоткамс
1088,gelingen::V,موفق کېدل,удалакшнемс
1089,gelingen::V,بریالی کېدل,удалакшнемс
1090,geraten::V,کېدل,лисемс
1091,öffnen::V,خلاصول,панжемс
1092,öffnen::V,پرانیستل,панжемс
1093,schließen::V,تړل,сёлгомс
1094,stellen::V,ایښودل,путомс
1095,setzen::V,کښېنول,озафнемс
1096,setzen::V,کښېنول,озавтнемс
1097,legen::V,ایښودل,путомс
1098,berühren::V,لاس وهل,токамс
1099,verbinden::V,تړل,сотомс
1100,bedecken::V,پوښول,комачамс
1101,bedecken::V,پوښول,вельхтямс
1102,aufhängen::V,ځوړندول,повфтамс
1103,anzünden::V,بلول,крьвя́стемс
1104,aufheben::V,پورته کول,кеподемс
1105,aufheben::V,پورته کول,касфтомс
1106,zurücklassen::V,پرېښودل,ка́домс
1107,verlieren::V,ورکول,юма́фтомс
1108,fallen lassen::V,له لاسه لوېدل,прафтомс
1109,machen::V,کول,тиемс
1110,herstellen::V,جوړول,анокламс
1111,herstellen::V,توليدول,анокламс
1112,bauen::V,جوړول,путомс
1113,reparieren::V,ترمیمول,петемс
1114,verbessern::V,اصلاح کول,цебярьгофтомс
1115,ändern::V,تغیر ورکول,полафтомс
1116,graben::V,کيندل,шу́вомс
1117,graben::V,کيندل,та́ргамс
1118,beugen::V,ټیټول,мяндемс
1119,biegen::V,کږول,комафтомс
1120,drehen::V,ګرځول,шо́вамс
1121,drehen::V,ګرځول,ша́рфнемс
1122,wenden::V,اړول,ша́рфтомс
1123,umdrehen::V,اړول,шарфтомс
1124,heben::V,جګول,ке́подемс
1125,heben::V,پورته کول,ке́подемс
1126,hochheben::V,جګول,ке́подемс
1127,hochheben::V,جګول,ка́сфтомс
1128,ergreifen::V,نیول,фатямс
1129,halten::V,نیول,кирдемс
1130,drücken::V,کښېکښل,люпшта́мс
1131,schieben::V,پوری وهل,шашфтомс
1132,kratzen::V,ګرول,а́нгорямс
1133,kratzen::V,ګرول,киськоря́мс
1134,lecken::V,څټل,нолсемс
1135,beißen::V,چیچل,сускомс
1136,abreißen::V,شکول,сяземс
1137,abschneiden::V,پرېکول,керомс
1138,binden::V,تړل,сотомс
1139,stecken::V,ټومبل,сялгомс
1140,brechen::V,ماتول,си́ннемс
1141,brechen::V,ماتول,ка́лафтомс
1142,klopfen::V,ټکول,чакамс
1143,klopfen::V,ټکول,чакиемс
1144,hauen::V,ټکول,шавомс
1145,hauen::V,ټکول,пиксомс
1146,kleben::V,نښلول,пе́тфнемс
1147,kleben::V,سرېښول,пе́тфнемс
1148,reiben::V,مږل,шо́вамс
1149,streichen::V,مښل,вадемс
1150,schleifen::V,تېره کول,шо́вамс
1151,schneiden::V,غوڅول,керомс
1152,schneiden::V,پرېکول,керомс
1153,rütteln::V,خوڅول,та́рфтомс
1154,schütteln::V,ښورول,шука́демс
1155,schwenken::V,خوڅول,яфодемс
1156,schütten::V,اچول,каямс
1157,schütten::V,اچول,нюрьхтя́мс
1158,schütten::V,تویول,каямс
1159,schütten::V,تویول,нюрьхтя́мс
1160,füllen::V,ډکول,пяшкодемс
1161,einwickeln::V,پېچل,тапардамс
1162,einwickeln::V,نغښتل,тапардамс
1163,tragen::V,وړل,кандомс
1164,schleppen::V,وړل,ускомс
1165,ziehen::V,کښل,ускомс
1166,aufbewahren::V,ساتل,ванфтомс
1167,werfen::V,اچول,ёрямс
1168,werfen::V,غورځول,ёрямс
1169,fangen::V,نیول,кунда́мс
1170,fangen::V,ګیرول,кунда́мс
1171,packen::V,نیول,фатямс
1172,verstecken::V,پټول,кяшемс
1173,teilen::V,وېشل,явомс
1174,teilen::V,تقسیمول,явомс
1175,schicken::V,لېږل,кучемс
1176,schicken::V,استول,кучемс
1177,bringen::V,راوړل,кандомс
1178,bringen::V,راوړل,пачфтемс
1179,hinzufügen::V,زیاتول,пу́томс та́га
1180,hinzufügen::V,زیاتول,ма́ксомс та́га
1181,bekommen::V,حاصلول,сявомс
1182,erhalten::V,اخیستل,сявомс
1183,nehmen::V,نیول,сявомс
1184,nehmen::V,اخيستل,сявомс
1185,wählen::V,خوښول,ко́чкамс
1186,auswählen::V,چنده کول,кочкамс
1187,bewahren::V,ساتل,ванфтомс
1188,behindern::V,مانع کېدل,шорямс
1189,behindern::V,ممانعت کول,шорямс
1190,verderben::V,خرابېدل,коламс
1191,verderben::V,خرابېدل,гастямс
1192,beschädigen::V,ورانول,тиендемс зиян
1193,zerbrechen::V,ماتول,тапамс
1194,zerreißen::V,څیرې کول,сяземс
1195,zerstören::V,ړنګول,ка́лафтомс
1196,zerstören::V,ورانول,ка́лафтомс
1197,verbrennen::V,سوځول,пълхта́мс
1198,geben::V,ورکول,ма́ксомс
1199,reichen::V,ورکول,максомс
1200,schenken::V,بښل,каземс
1201,versprechen::V,لوز کول,ма́ксомс вал
1202,wünschen::V,غوښتل,арьсемс
1203,loben::V,ستایل,шна́мс
1204,loben::V,تمجید کول,шна́мс
1205,küssen::V,ښکلول,палсемс
1206,wiegen::V,زنګول,нюря́фтомс
1207,zudecken::V,پوښول,вельхтямс
1208,wecken::V,ويښول,стя́фтомс
1209,wecken::V,ويښول,съ́ргозьфтемс
1210,zeigen::V,ښودل,няфтемс
1211,führen::V,بیول,вятемс
1212,lehren::V,درس ورکول,тонафтомс
1213,lehren::V,تعلیم ورکول,тонафтомс
1214,unterrichten::V,درس ورکول,тонафтомс
1215,aufziehen::V,روزل,касфтомс
1216,leiten::V,رهبری کول,вятемс
1217,leiten::V,لارښوونه کول,вятемс
1218,antreiben::V,چټک کول,вятемс
1219,lassen::V,اړکول,кошардомс
1220,einladen::V,بلل,тердемс
1221,einladen::V,بلل,серьгядемс
1222,vereinigen::V,متحد کول,пуроптомс
1223,vereinigen::V,متحد کول,кочкамс марса
1224,vereinigen::V,یوځای کول,пуроптомс
1225,vereinigen::V,یوځای کول,кочкамс марса
1226,besuchen::V,کتنه کول,варжамс
1227,treffen::V,ليدل,васьфтомс
1228,treffen::V,تلقی کول,васьфтомс
1229,sich versammeln::V,راغونډېدل,кочкавомс
1230,spielen::V,لوبه کول,налхксемс
1231,singen::V,سندرې وېل,морамс
1232,tanzen::V,ګډېدل,кштимс
1233,sich trennen::V,بېلېدل,явомс
1234,verlassen::V,ترک کول,кадондомс
1235,retten::V,نجات ورکول,идемс
1236,retten::V,نجات ورکول,араламс
1237,bewachen::V,ساتل,ваномс
1238,bewachen::V,حفاظت کول,ваномс
1239,schützen::V,ژغورل,а́раламс
1240,verteidigen::V,دفاع کول,а́раламс
1241,sich schlagen::V,جنګېدل,тюремс
1242,schießen::V,ویشتل,ляцемс
1243,siegen::V,غالبېدل,сяськомс
1244,ärgern::V,خپه کول,кяжияфтомс
1245,schlagen::V,وهل,токамс
1246,treten::V,په لغته وهل,тапамс
1247,stechen::V,ټومبل,пупамс
1248,stechen::V,ټومبل,сялгомс
1249,stoßen::V,ټېل وهل,тостядемс
1250,stoßen::V,پوری وهل,тостядемс
1251,stehlen::V,تښتول,саламс
1252,stehlen::V,غلا کول,саламс
1253,stören::V,ماتول,шорсемс
1254,belästigen::V,ځورول,токсамс
1255,belästigen::V,ځورول,аф кадомс ваймама
1256,belästigen::V,تکلیف ورکول,токсамс
1257,belästigen::V,تکلیف ورکول,аф кадомс ваймама
1258,verbergen::V,پټول,кяшемс
1259,täuschen::V,تېرایستل,васькафтомс
1260,täuschen::V,تېرایستل,кяльготнемс
1261,täuschen::V,خطا ایستل,васькафтомс
1262,täuschen::V,خطا ایستل,кяльготнемс
1263,betrügen::V,غولول,васькафнемс
1264,töten::V,وژل,шавомс
1265,töten::V,وژل,аде́ламс
1266,töten::V,مړ کول,шавомс
1267,töten::V,مړ کول,аде́ламс
1268,wohnen::V,اوسېدل,эрямс
1269,arbeiten::V,کار کول,покодемс
1270,sammeln::V,راټولول,кочкамс
1271,sammeln::V,راټولول,пу́роптомс
1272,sammeln::V,راغونډول,кочкамс
1273,sammeln::V,راغونډول,пу́роптомс
1274,pflücken::V,شکول,фатнемс
1275,pflücken::V,شکول,нотфнемс
1276,jagen::V,ښکار کول,кунда́мс
1277,fischen::V,کب نيول,калонь кунда́мс
1278,fassen::V,نیول,кунда́мс
1279,fassen::V,ګیرول,кунда́мс
1280,hüten::V,پوول,ваномс
1281,treiben::V,بیول,панемс
1282,anbinden::V,تړل,сотомс
1283,füttern::V,خوراک ورکول,трямс
1284,füttern::V,خوراک ورکول,а́ндомс
1285,melken::V,لوشل,потямс
1286,hacken::V,پی کول,лазондомс
1287,gießen::V,اوبه کول,валомс
1288,reifen::V,رسېدل,кенеремс
1289,zubereiten::V,تیارول,анокламс
1290,kochen::V,پخول,пидемс
1291,backen::V,پخول,пидемс
1292,braten::V,وريتول,пуштомс
1293,umrühren::V,لړل,шорямс
1294,stricken::V,اوبدل,кодамс
1295,nähen::V,ګنډل,стамс
1296,färben::V,رنګول,а́рхтомс
1297,reinigen::V,صافول,ва́ткамс
1298,reinigen::V,صافول,а́роптомс
1299,waschen::V,مینځل,муськомс
1300,abwischen::V,وچول,нардамс
1301,spülen::V,کنګالول,оргалдомс
1302,fegen::V,جارو کول,тяемс
1303,kehren::V,جارو کول,тяемс
1304,baden::V,لمبېدل,э́шелямс
1305,sich waschen::V,ځان مينځل,штамс
1306,ausziehen::V,کښل,кайсефтемс
1307,ausziehen::V,ایستل,кайсефтемс
1308,anziehen::V,اغوستل,ща́фтомс
1309,sich anziehen::V,کالی اغوستل,щамс
1310,kämmen::V,ګمنځول,се́ендемс
1311,schmücken::V,ښکلی کول,на́ряжамс
1312,schmücken::V,ښکلی کول,ма́зоптомс
1313,sagen::V,وېل,азомс
1314,sagen::V,وېل,мярьгомс
1315,sprechen::V,وېل,корхтамс
1316,sprechen::V,غږېدل,корхтамс
1317,reden::V,ګړېدل,корхнемс
1318,reden::V,خبرې کول,корхнемс
1319,sich unterhalten::V,خبری کول,корхнемс
1320,fragen::V,پوښتنه کول,ки́зефтемс
1321,bitten::V,غوښتل,а́намс
1322,bitten::V,غوښتل,ве́шемс
1323,erzählen::V,کيسه کول,а́зондомс
1324,erzählen::V,حکايت کول,а́зондомс
1325,mitteilen::V,خبرول,азомс
1326,mitteilen::V,خبر ورکول,азомс
1327,nennen::V,نوم ايښودل,лемдемс
1328,nennen::V,نوم ايښودل,путомс лем
1329,rufen::V,بلل,серьгядемс
1330,prahlen::V,لاپې وهل,шна́фтомс пря́
1331,übersetzen::V,ژباړل,ётафтомс
1332,übersetzen::V,ترجمه کول,ётафтомс
1333,denken::V,فکر کول,арьсемс
1334,glauben::V,باور کول,кемамс
1335,bemerken::V,لیدل,ня́емс
1336,erkennen::V,پېژندل,содамс
1337,begreifen::V,رسېدل,сатомс
1338,begreifen::V,پوهېدل,сатомс
1339,verstehen::V,پوهېدل,шарьхкодемс
1340,lernen::V,زده کول,тонафнемс
1341,lernen::V,درس لوستل,тонафнемс
1342,wissen::V,پوهېدل,со́дамс
1343,sich erinnern an::V,یادول,лятфтамс
1344,sich erinnern an::V,په یاد راوړل,лятфтамс
1345,vergessen::V,هېرول,юкстамс
1346,messen::V,اندازه کول,ункснемс
1347,zählen::V,شمارل,лу́вомс
1348,zählen::V,شمارل,а́рьсемс
1349,rechnen::V,حسابول,лувомс
1350,lesen::V,لوستل,лувомс
1351,lesen::V,لوستل,морафтомс
1352,malen::V,رسمول,рисова́ндамс
1353,zeichnen::V,رسمول,рисова́ндамс
1354,schreiben::V,لیکل,сёрмадомс
1355,besitzen::V,لرل,улемс азоркс
1356,kaufen::V,رانیول,рамамс
1357,verkaufen::V,خرڅول,мимс
1358,bezahlen::V,تأدیه کول,пандомс
1359,zahlen::V,کسات اخيستل,па́ндомс
1360,beherrschen::V,تسلط لرل,азорондамс
1361,ertragen::V,زغمل,кирдемс
1362,Barsch::N,,о́кунь
1363,Hecht::N,,щу́ка
