,Concept_ID,uz,kl
744,einmal::ADV,bir marta,ilaanni
745,einmal::ADV,bir marta,ataatsimik
746,manchmal::ADV,onda-sonda,qaqutigu
747,manchmal::ADV,onda-sonda,qaqutigut
748,oft::ADV,tez-tez,akulikitsumik
749,immer::ADV,har vaqt,tamatigut
750,niemals::ADV,hargiz,
751,hier::ADV,shu erda,maani
752,hierhin::ADV,beri,maani
753,von hier::ADV,shu erdan,
754,dort::ADV,ana,
755,dorthin::ADV,u yerga,ikuuna
756,geradeaus::ADV,to'g'ri,narlumut
757,vorwärts::ADV,ilgari,pilangavoc
758,rückwärts::ADV,qoloq,kingumut
759,rückwärts::ADV,qoloq,tunumut or tunummut
760,zurück::ADV,orqada,kingumut
761,zurück::ADV,orqada,tunumut or tunummut
762,unten::ADV,pastda,kana
763,hinab::ADV,tubanga,qiviu
764,oben::ADV,ustida,
765,hinauf::ADV,yuqorida,
766,überall::ADV,har erda,tamaginni
767,überall::ADV,har erda,tamani tamaani
768,nicht::ADV,ämas,
769,ein wenig::ADV,biroz,
770,kaum::ADV,arang,qaqutigorsuaq
771,sehr::ADV,ancha,assut
772,so::ADV,shunday,
773,noch::ADV,hali,qeratavoq
774,nur::ADV,yolg'iz,
775,schon::ADV,endi,taava-una
776,wieder::ADV,yana,kingumut
777,vergebens::ADV,bekorga,angiluk
778,vor::PRP,burun,
779,hinter::PRP,ketida,
780,unter::PRP,ostida,
781,durch::PRP,bo'ylab,
782,neben::PRP,yonida,
783,zwischen::PRP,orada,
784,wegen::PRP,sababli,
785,dies::PRN,o'sha,manna
786,dies::PRN,o'sha,matuma
787,das::PRN,narigi,ua
788,alles::PRN,har nima,
789,ich::PRN,men,uanga
790,du::PRN,sen,illit
791,er::PRN,u,una
792,wir::PRN,biz,uagut
793,ihr::PRN,siz,ilissi
794,sie::PRN,ular,uku
795,was::FPRN,nima,aat?
796,wer::FPRN,kim,kikkut
797,wo::FADV,qaerda,sumi
798,wohin::FADV,qayerga,sumut
799,wie::FADV,qanday,qanoq
800,warum::FADV,nega,sooq
801,wieviel::FNUM,qancha,qassit
802,wieviel::FNUM,qancha,qanoq atsigisumik?
803,eins::NUM,bir,ataaseq
804,zwei::NUM,ikki,marluk
805,drei::NUM,uch,pingasut
806,vier::NUM,to'rt,sisamat
807,vier::NUM,to'rt,qajuusat
808,fünf::NUM,besh,tallimat
809,sechs::NUM,olti,arfineq
810,sechs::NUM,olti,arfinillit
811,sieben::NUM,etti,arfineq-marluk
812,acht::NUM,sakkiz,arfineq pingasut
813,neun::NUM,to'qqiz,qulingiluat
814,neun::NUM,to'qqiz,arfineq sisamat
815,zehn::NUM,o'n,qulit
816,elf::NUM,o'n bir,aqqaneq
817,zwölf::NUM,o'n ikki,aqqaneq-marluk
818,zwanzig::NUM,yigirma,tyve
819,dreißig::NUM,o'ttiz,tredive
820,dreißig::NUM,o'ttiz,pingasunik qulillit
821,vierzig::NUM,qirq,fyrre
822,fünfzig::NUM,ällik,halvtreds
823,fünfzig::NUM,ällik,tallimanik qulillit
824,sechzig::NUM,oltmish,tres
825,siebzig::NUM,etmish,halvfjerds
826,achtzig::NUM,sakson,firs
827,neunzig::NUM,to'qson,halvfems
828,hundert::NUM,yuz,et hundrede
829,tausend::NUM,ming,et tusinde
830,und::CNJ,va,aamma
831,oder::CNJ,yo,imalluunnit
832,stehen::V,turmoq,sikingavoq
833,sitzen::V,o'tirmoq,ingippoq
834,liegen::V,yotmoq,nalavoq
835,liegen::V,yotmoq,aqupivoq
836,hängen::V,osilmoq,nivinngarpaa
837,werden::V,bo'lmoq,pinngorpoq
838,passieren::V,bo'lib o'tmoq,pivoq
839,beginnen::V,boshlanmoq,aallarnerpaa
840,enden::V,bitmoq,naggaserpaa
841,wechseln::V,o'zgarmoq,immikkut ilivoq
842,aufgehen[Sonne]::V,chiqmoq,
843,untergehen[Sonne]::V,botmoq,ilioqqaasoq
844,scheinen[Sonne]::V,yaraqlamoq,qinnorpoq
845,scheinen[Sonne]::V,yaraqlamoq,qinngorpoq
846,donnern::V,gulduramoq,kalleq
847,wehen::V,elpimoq,timmivoq
848,strömen::V,oqmoq,
849,fließen::V,oqmoq,
850,sich drehen::V,aylanmoq,ipippaa
851,schwanken::V,qoqilmoq,aalavoq
852,schwingen::V,lopillamoq,issakajaat or issakatsiaarut
853,fallen::V,tushmoq,quasivaa
854,brennen::V,yonmoq,seerpoq
855,brennen::V,yonmoq,uuppaa
856,rauchen::V,tutamoq,pujoorpoq
857,regnen::V,yomg'ir yog'moq,siallerpoq
858,gefrieren::V,muzlamoq,qiulerpoq
859,tauen::V,ärimoq,aappoq
860,schmelzen::V,ärimoq,aappoq
861,schmelzen::V,ärimoq,aatsippaa
862,trocknen::V,qurimoq,panerserpaa
863,sieden::V,qaynamoq,qalappoq
864,faulen::V,chirimoq,
865,verfaulen::V,chirimoq,
866,reißen::V,qayt qilmoq,qulli
867,reißen::V,qayt qilmoq,alittorpaa
868,reißen::V,qayt qilmoq,kimillanneq
869,versinken::V,g'arq bo'lmoq,kivivaa
870,versinken::V,g'arq bo'lmoq,apparpoq
871,vergehen::V,o'tmoq,qaangerpaa
872,vergehen::V,o'tmoq,sarsuppoq
873,erscheinen::V,zuhur ätmoq,takutippoq
874,verschwinden::V,yo'qolmoq,
875,sinken::V,pasaymoq,kivivaa
876,sinken::V,pasaymoq,apparpoq
877,abnehmen::V,kamaymoq,ikillipput
878,zunehmen::V,urchimoq,allisippaa
879,steigen::V,oshmoq,allisippaa
880,wachsen::V,o'smoq,allivoq
881,glänzen::V,porlamoq,qinngorpoq
882,glänzen::V,porlamoq,qinnorpoq
883,funkeln::V,yalt ätmoq,uisorilavoq
884,lärmen::V,taraq ätmoq,
885,läuten::V,jiringlamoq,avilualaarpoq
886,klingeln::V,jiringlamoq,aviluarpoq
887,klingeln::V,jiringlamoq,aviluarpaluppoq
888,klirren::V,sharaqlamoq,
889,brausen::V,vag'illamoq,ittuk
890,brausen::V,vag'illamoq,ittuppoq
891,brausen::V,vag'illamoq,ittuppaluppoq
892,rauschen::V,shitirlamoq,
893,klingen::V,yangramoq,
894,bellen::V,hurmoq,qiluppoq
895,heulen::V,uvlamoq,maarpoq
896,heulen::V,uvlamoq,maalavoq
897,heulen::V,uvlamoq,miaggoorpoq
898,blasen::V,puflamoq,aporneq
899,pfeifen::V,xushtak chalmoq ,siggartartitsivoq
900,pfeifen::V,xushtak chalmoq ,siorsulavoq
901,schreien::V,qiyqirmoq,suaarpoq
902,stöhnen::V,nola qilmoq,nipiliorpoq
903,stöhnen::V,nola qilmoq,nipilliorpoq
904,zittern::V,titramoq,qarsulivik
905,leben::V,yashamoq,inuuvoq
906,geboren werden::V,tug'ilmoq,inuuvoq
907,geboren werden::V,tug'ilmoq,inunngorpoq
908,atmen::V,nafas chiqarmoq,anersaarpoq
909,trinken::V,ichmoq,imerpoq
910,essen::V,emoq,tamorpoq
911,schlucken::V,yutmoq,tuluarnaq
912,müde werden::V,horimoq,
913,einschlafen::V,uxlab qolmoq,sinippoq
914,schlafen::V,uxlamoq,sinik
915,aufwachen::V,uyg'onmoq,iterpoq
916,aufwachen::V,uyg'onmoq,eqqumavoq
917,aufstehen::V,qo'pmoq,makippoq
918,sich erholen::V,dam olmoq,qasuerserpoq
919,krank werden::V,kasallanmoq,
920,krank sein::V,betob yotmoq,
921,schmerzen::V,og'rimoq,anneraa
922,schmerzen::V,og'rimoq,annernarpoq
923,husten::V,yo'talmoq,quersorpoq
924,genesen::V,tuzalmoq,ajunngissivoq
925,genesen::V,tuzalmoq,ilisimmarpoq
926,genesen::V,tuzalmoq,ilorrippoq
927,sterben::V,o'lmoq,toquvoq
928,umkommen::V,halok bo'lmoq,
929,sich bewegen::V,harakat qilmoq,ingerlavoq
930,sich rühren::V,qimirlamoq,
931,sich erheben::V,qo'pmoq,
932,sich setzen::V,o'tirmoq,ingippoq
933,hinfallen::V,yiqilmoq,
934,laufen::V,yurmoq,arpappoq
935,schreiten::V,yurmoq,ingerlavoq
936,spazierengehen::V,sayr ätmoq,utertakajaarpoq
937,spazierengehen::V,sayr ätmoq,utertakattajaarpoq
938,eilen::V,tezlamoq,qaa qaa
939,eilen::V,tezlamoq,qiilasaarpoq
940,eilen::V,tezlamoq,ingerlasaarpaa
941,sich beeilen::V,shoshmoq,tuaviorpoq
942,sausen::V,chopqillamoq,uiguut
943,rennen::V,yugurmoq,igivoq
944,springen::V,sakramoq,upernassaq
945,klettern::V,yuqorilamoq,pilaakkeerpoq
946,schaukeln::V,irg'amoq,aalavoq
947,kriechen::V,ämaklamoq,
948,schwimmen::V,suzmoq,naluppoq
949,tauchen::V,chu'mmoq,allorpoq
950,rudern::V,eshkak eshmoq,ipuppaa
951,fahren::V,haydamoq,qimusserpoq
952,fliegen::V,uchmoq,timmivoq
953,gehen::V,bormoq,
954,weggehen::V,ketoq,piiarpoq
955,abfahren::V,jo'namoq,
956,anhalten::V,to'xtamoq,unitsippaa
957,hineingehen::V,kirmoq,timaappaa
958,eintreten::V,kirmoq,allattorpaa
959,kommen::V,kelmoq,qaa-
960,kommen::V,kelmoq,pivaa
961,ankommen::V,etib kelmoq,tikippoq
962,zurückkommen::V,qaytib kelmoq,angerlarpoq
963,bleiben::V,qolmoq,uninngavoq
964,warten::V,poylamoq,paavoq
965,warten::V,poylamoq,utaqqivoq
966,erwarten::V,kutmoq,
967,suchen::V,izlamoq,nivivaa
968,finden::V,topmoq,nanivaa
969,versuchen::V,chalishmoq,uuppaa
970,versuchen::V,chalishmoq,ussersarpaa
971,vorbereiten::V,hozirlamoq,piareersarpaa
972,lieben::V,sevmoq,asavaa
973,mögen::V,ardoqlamoq,akaaraa
974,lachen::V,kulmoq,
975,rühren::V,ta'sirlantirmoq,qeerlerpaa
976,weinen::V,yig'lamoq,qiavoq
977,schimpfen::V,koyinmoq,qatimaarpoq
978,sich ärgern::V,g'azab qilmoq,ugguutigaa
979,sich fürchten::V,hurkmoq,eqqanaarpoq
980,fürchten::V,qo'rqmoq,ersigaa
981,fliehen::V,qochmoq,qimaavoq
982,flüchten::V,qochmoq,allikarfigaa
983,sehen::V,ko'rmoq,isigaa
984,anschauen::V,razm solmoq,
985,ansehen::V,razm qilmoq,alaatsinaappaa
986,hören::V,äshitmoq,tusarpaa
987,zuhören::V,tinglamoq,naalappoq
988,probieren::V,tatib ko'rmoq,
989,riechen::V,iskamoq,tipippoq
990,fühlen::V,sezmoq,misigaa
991,scheinen::V,tuyilmoq,takutippoq
992,zu sehen sein::V,ko'rinmoq,
993,vernehmen::V,äshitmoq,
994,frieren::V,sovuq qotmoq,qiiavoq
995,tun::V,ätmoq,iliorpoq
996,können::V,-a olmoq,
997,können::V,-y olmoq,
998,wollen::V,istamoq,piumavaa
999,anfangen::V,boshlamoq,pilerpoq
1000,beenden::V,bitirmoq,naggaserpaa
1001,aufhören::V,tinmoq,naammatsippaa
1002,gelingen::V,muvaffaqiyat qozonmoq,
1003,geraten::V,bo'lmoq,
1004,öffnen::V,ochmoq,ammarpaa
1005,schließen::V,yopmoq,matuaa
1006,stellen::V,qo'ymoq,ilivaa
1007,stellen::V,qo'ymoq,iliorarpai
1008,stellen::V,qo'ymoq,ilioqqarpai
1009,setzen::V,o'tqazmoq,iliorarpai
1010,setzen::V,o'tqazmoq,ilioqqarpai
1011,legen::V,yotqizmoq,ilivaa
1012,berühren::V,tegmoq,attorpaa
1013,verbinden::V,ulamoq,taperserpaa
1014,bedecken::V,bekitmoq,iikkerpaa
1015,bedecken::V,bekitmoq,iikkersorpaa
1016,aufhängen::V,ildirmoq,inivaa
1017,aufhängen::V,ildirmoq,iniorarpai
1018,anzünden::V,yondirmoq,saggaavoq
1019,aufheben::V,ko'tarmoq,allisippaa
1020,zurücklassen::V,ayrilmoq,aallarpoq
1021,verlieren::V,yo'qotmoq,annaavaa
1022,fallen lassen::V,tushirmoq,nakkaavaa
1023,machen::V,qilmoq,iliorpoq
1024,herstellen::V,chiqarmoq,anillatsippaa
1025,bauen::V,solmoq,marrarterpaa
1026,reparieren::V,tuzatmoq,iluarsaappaa
1027,verbessern::V,isloh qilmoq,naqqippaa
1028,ändern::V,o'zgartirmoq,
1029,graben::V,qazimoq,assappaa
1030,beugen::V,bukmoq,qappappoq
1031,biegen::V,bukmoq,qappappoq
1032,drehen::V,aylantirmoq,
1033,wenden::V,burmoq,assappaa
1034,wenden::V,burmoq,assakarpoq
1035,umdrehen::V,ag'darmoq,assakartippaa
1036,heben::V,yuksaltirmoq,kivippaa
1037,hochheben::V,ko'tarmoq,kissumiarpaa
1038,ergreifen::V,tutamlamoq,isaappaa
1039,ergreifen::V,tutamlamoq,isaguppaa
1040,halten::V,tutmoq,minarpaa
1041,drücken::V,bosmoq,naqittaat
1042,schieben::V,surmoq,
1043,kratzen::V,qashimoq,qitsuppaa
1044,lecken::V,mijimoq,aluppaa
1045,beißen::V,tishlamoq,kiivaa
1046,abreißen::V,emirmoq,aqqarpaa
1047,abreißen::V,emirmoq,isaterpaa
1048,abschneiden::V,cho'rt kesmoq,kipivaa
1049,binden::V,bog'lamoq,kakkersarpaa
1050,stecken::V,suqmoq,kussunneq
1051,brechen::V,sindirmoq,nallorpaa
1052,klopfen::V,dukurlamoq,pattappaa
1053,hauen::V,urmoq,aqivaa
1054,kleben::V,yopishtirmoq,qaappoq
1055,reiben::V,surkamoq,tagiarpaa
1056,reiben::V,surkamoq,tangiarpaa
1057,streichen::V,surkamoq,erlerpoq
1058,schleifen::V,qayramoq,sequppaa
1059,schneiden::V,kesmoq,uullivoq
1060,rütteln::V,chayqamoq,
1061,schütteln::V,chayqamoq,aalavoq
1062,schwenken::V,chayqatmoq,issarpoq
1063,schütten::V,quymoq,
1064,füllen::V,to'ldirmoq,immerpaa
1065,einwickeln::V,chulg'amoq,immoqquserpaa
1066,tragen::V,tashimoq,maqippaa
1067,tragen::V,tashimoq,assartorpoq
1068,schleppen::V,sudramoq,assartorpoq
1069,ziehen::V,tortmoq,kalippaa
1070,ziehen::V,tortmoq,kalissarpoq
1071,aufbewahren::V,tutmoq,toqqorpaa
1072,werfen::V,tashlamoq,kuivaa
1073,fangen::V,tutmoq,anguaa
1074,packen::V,opqochmoq,
1075,verstecken::V,yashirmoq,anngigaa
1076,teilen::V,bo'lmoq,agguut
1077,teilen::V,bo'lmoq,agguusersorpaa
1078,schicken::V,yubormoq,nassiuppaa
1079,bringen::V,keltirmoq,aggiuppaa
1080,bringen::V,keltirmoq,nassataraa
1081,hinzufügen::V,tirkamoq,
1082,bekommen::V,olmoq,tiguaa
1083,erhalten::V,olmoq,tiguaa
1084,nehmen::V,olmoq,pivoq
1085,nehmen::V,olmoq,tiguaa
1086,wählen::V,saylamoq,
1087,auswählen::V,saylamoq,
1088,bewahren::V,saqlamoq,sukkunik simerserpaa
1089,behindern::V,xalal bermoq,
1090,verderben::V,xazon qilmoq,asiutippaa
1091,verderben::V,xazon qilmoq,piuneerunnerit
1092,beschädigen::V,buzmoq,
1093,zerbrechen::V,sindirmoq,ukuvoq
1094,zerreißen::V,yirtmoq,tisavaa
1095,zerreißen::V,yirtmoq,alittorpaa
1096,zerstören::V,vayron qilmoq,aserorpaa
1097,verbrennen::V,kuydirmoq,seerpoq
1098,geben::V,bermoq,pivoq
1099,reichen::V,bermoq,
1100,schenken::V,sovg'a qilmoq,
1101,versprechen::V,va'da bermoq,neriorsorpaa
1102,wünschen::V,orziqmoq,kissaat
1103,loben::V,maqtamoq,nersorpaa
1104,loben::V,maqtamoq,nersornaat
1105,küssen::V,o'pmoq,kunippaa
1106,küssen::V,o'pmoq,kunissorpaa
1107,wiegen::V,tebratmoq,
1108,zudecken::V,yopmoq,majorpaa
1109,wecken::V,uyg'otmoq,itersarpaa
1110,zeigen::V,ko'rsatmoq,tikkuuppaa
1111,führen::V,boshlik bo'lmoq,tasissiuppaa
1112,führen::V,boshlik bo'lmoq,ilitsersorpaa
1113,führen::V,boshlik bo'lmoq,tasissersuuppaa
1114,lehren::V,o'rgatmoq,ilinniartippaa
1115,unterrichten::V,dars bermoq,ajoqerpaa
1116,unterrichten::V,dars bermoq,ajoqersorpaa
1117,unterrichten::V,dars bermoq,ilinniartitsivoq
1118,aufziehen::V,o'stirmoq,inororsarpaa
1119,leiten::V,boshqarmoq,iluatsippaa
1120,antreiben::V,shoshiltirmoq,ikusimmippaa
1121,lassen::V,ruxsat bermoq,
1122,einladen::V,taklif kilmoq,qaaqquaa
1123,einladen::V,taklif kilmoq,qaasarpaa
1124,vereinigen::V,qo'shmoq,taperserpaa
1125,besuchen::V,mehmonga bormoq,tikeraarpaa
1126,treffen::V,duchor bo'lmoq,aporappaa
1127,sich versammeln::V,to'planmoq,majorpoq
1128,spielen::V,o'ynamoq,pinnguarpoq
1129,singen::V,yalla qilmoq,erinarsorpoq
1130,tanzen::V,raqs qilmoq,qitippoq
1131,sich trennen::V,yakkalanmoq,immikkoortippaa
1132,verlassen::V,qoldirmoq,
1133,retten::V,qutqazmoq,annaappaa
1134,bewachen::V,qo'rimoq,
1135,schützen::V,yoniga olmoq,eriagaa
1136,schützen::V,yoniga olmoq,pineqartaalivaa
1137,verteidigen::V,yoqlamoq,
1138,sich schlagen::V,yoqalashmoq,
1139,schießen::V,otmoq,aallaavaa
1140,schießen::V,otmoq,piseriuppaa
1141,siegen::V,engmoq,
1142,ärgern::V,jahl chiqarmoq,ninngassarpaa
1143,ärgern::V,jahl chiqarmoq,ninngassaarpaa
1144,schlagen::V,urmoq,unatarpaa
1145,treten::V,tepmoq,tukerpoq
1146,stechen::V,qadamoq,iguppaa
1147,stechen::V,qadamoq,qasilippoq
1148,stoßen::V,turtmoq,ikuserpaa
1149,stoßen::V,turtmoq,ikusimmippaa
1150,stehlen::V,o'g'rilamoq,tillippaa
1151,stören::V,tebratmoq,akornuserpaa
1152,belästigen::V,g'ashini keltirmoq,
1153,verbergen::V,berkitmoq,anngigaa
1154,täuschen::V,aldamoq,
1155,betrügen::V,tirriq qilmoq,peqquserluttuliorfigaa
1156,töten::V,o'ldirmoq,maappaa
1157,töten::V,o'ldirmoq,toquppaa
1158,wohnen::V,istiqomat qilmoq,najugaqarpoq
1159,arbeiten::V,ishlamoq,sulivoq
1160,sammeln::V,yig'moq,katersorpai
1161,pflücken::V,termoq,
1162,jagen::V,ov qilmoq,piniarpoq
1163,fischen::V,baliq ovlamoq,aalisarpoq
1164,fassen::V,ilinmoq,
1165,hüten::V,boqtirmoq,
1166,treiben::V,haydamoq,
1167,anbinden::V,bog'lamoq,qilerut
1168,anbinden::V,bog'lamoq,qilersorpaa
1169,anbinden::V,bog'lamoq,ungerlatserpaa
1170,füttern::V,edirmoq,nerlerpaa
1171,melken::V,sog'moq,
1172,hacken::V,chopmoq,
1173,gießen::V,oqizmoq,imerterpaa
1174,reifen::V,qizarmoq,
1175,zubereiten::V,pishirmoq,
1176,kochen::V,qaynatmoq,igavoq
1177,backen::V,yopmoq,
1178,braten::V,qovurmoq,siappaa
1179,umrühren::V,atalamoq,qeerlerpaa
1180,stricken::V,to'qimoq,
1181,nähen::V,tikmoq,
1182,färben::V,bo'yoqlamoq,misuppaa
1183,reinigen::V,tozalamoq,sanniarpaa
1184,waschen::V,yuvmoq,asappaa
1185,abwischen::V,surkamoq,saligarpaa
1186,abwischen::V,surkamoq,saligartorpaa
1187,spülen::V,chaymoq,
1188,fegen::V,cho'tkalamoq,sanngiarpaa
1189,kehren::V,supurmoq,
1190,baden::V,cho'milmoq,uffarpoq
1191,sich waschen::V,yuvinmoq,uffarpoq
1192,ausziehen::V,echintirmoq,annoraajarpaa
1193,anziehen::V,kiymoq,ativaa
1194,anziehen::V,kiymoq,atitippaa
1195,sich anziehen::V,kiyinmoq,atisalersorpoq
1196,kämmen::V,taramoq,
1197,schmücken::V,yasatmoq,
1198,sagen::V,aytmoq,oqarpoq
1199,sprechen::V,so'zlamoq,oqaluttarpoq
1200,reden::V,gapirmoq,oqaluppoq
1201,sich unterhalten::V,suhbatlashmoq,
1202,fragen::V,so'ramoq,aperaa
1203,bitten::V,iltimos qilmoq,aperaa
1204,bitten::V,iltimos qilmoq,qinnuigaa
1205,erzählen::V,aytib bermoq,oqaluttuaraa
1206,mitteilen::V,bildirmoq,oqalualaarpoq
1207,nennen::V,atamoq,
1208,rufen::V,chaqirmoq,qaaqquaa
1209,prahlen::V,gerdaymoq,oqqartuvoq
1210,prahlen::V,gerdaymoq,oqallortuvoq
1211,übersetzen::V,tarjima qilmoq,ikaarpoq
1212,übersetzen::V,tarjima qilmoq,nutserpaa
1213,denken::V,o'ylamoq,isumaqarpoq
1214,glauben::V,ishonmoq,upperaa
1215,glauben::V,ishonmoq,isumaqarpoq
1216,bemerken::V,payqamoq,
1217,erkennen::V,tanimoq,ilisaraa
1218,begreifen::V,tushunmoq,
1219,verstehen::V,anglamoq,paasivaa
1220,lernen::V,o'qimoq,ilinniarpoq
1221,wissen::V,bilmoq,nalunngilaa
1222,sich erinnern an::V,äsni tanimoq,eqqaavaa
1223,vergessen::V,unutmoq,puiorpaa
1224,messen::V,o'lchamoq,ussersarpaa
1225,zählen::V,raqamlamoq,kisitsivoq
1226,rechnen::V,cho'tlamoq,kisitsivoq
1227,lesen::V,o'qimoq,atuarpoq
1228,malen::V,rasm solmoq,qalipappaa
1229,zeichnen::V,chizmoq,
1230,schreiben::V,yozmoq,allappoq
1231,besitzen::V,ägalamoq,
1232,kaufen::V,olmoq,pisiaraa
1233,verkaufen::V,sotmoq,akigaa
1234,bezahlen::V,to'lamoq,akilerpaa
1235,zahlen::V,to'lamoq,
1236,beherrschen::V,ägalamoq,inappaa
1237,ertragen::V,chidamoq,ernertaaraa
