,Concept_ID,be,uk
826,sinken::V,спадаць,спадати
827,abnehmen::V,паменшыцца,поменшитися
828,zunehmen::V,павялічвацца,збільшуватися
829,steigen::V,паднімацца,підніматися
830,wachsen::V,расці,рости
831,glänzen::V,блішчаць,блищати
832,funkeln::V,бліскаць,блискати
833,lärmen::V,шумець,шуміти
834,läuten::V,званіць,дзвонити
835,klingeln::V,званіць,дзвонити
836,klirren::V,бразгаць,дзвякати
837,brausen::V,бушаваць,бушувати
838,rauschen::V,шастаць,шелестіти
839,klingen::V,гучаць,лунати
840,klingen::V,гучаць,звучати
841,bellen::V,брахаць,гавкати
842,heulen::V,выць,вити
843,blasen::V,дзьмухнуць,дунути
844,pfeifen::V,свістаць,свистіти
845,schreien::V,крычаць,кричати
846,stöhnen::V,стагнаць,стогнати
847,zittern::V,дрыжаць,тремтіти
848,leben::V,жыць,жити
849,geboren werden::V,нарадзіцца,народитися
850,atmen::V,дыхаць,дихати
851,trinken::V,піць,пити
852,essen::V,есці,їсти
853,schlucken::V,глытаць,ковтати
854,müde werden::V,стаміцца,втомитися
855,einschlafen::V,заснуць,заснути
856,schlafen::V,спаць,спати
857,aufwachen::V,рассыпацца,прокинутися
858,aufstehen::V,устаць,встати
859,sich erholen::V,адпачываць,відпочивати
860,krank werden::V,захварэць,захворіти
861,krank sein::V,хварэць,хворіти
862,schmerzen::V,балець,боліти
863,husten::V,кашляць,кашляти
864,genesen::V,паправіцца,одужати
865,genesen::V,паправіцца,видужати
866,genesen::V,паздаравець,одужати
867,genesen::V,паздаравець,видужати
868,sterben::V,памерці,померти
869,umkommen::V,загінуць,згинути
870,sich bewegen::V,рухацца,рухатися
871,sich rühren::V,варушыцца,ворушитися
872,sich erheben::V,устаць,встати
873,sich setzen::V,сесці,сісти
874,hinfallen::V,упасці,упасти
875,laufen::V,хадзіць,ходити
876,schreiten::V,шагаць,крокувати
877,schreiten::V,крочыць,крокувати
878,spazierengehen::V,гуляць,гуляти
879,eilen::V,спяшацца,спішити
880,sich beeilen::V,спяшацца,поспішати
881,sausen::V,імчацца,мчатися
882,rennen::V,бегаць,бігати
883,springen::V,скакаць,скакати
884,springen::V,скакаць,стрибати
885,klettern::V,лазіць,лазити
886,schaukeln::V,гайдацца,гойдатися
887,kriechen::V,поўзаць,повзати
888,schwimmen::V,плаваць,пливти
889,schwimmen::V,плаваць,плавати
890,tauchen::V,ныраць,пірнати
891,rudern::V,веславаць,гребти
892,rudern::V,веславаць,веслувати
893,fahren::V,ехаць,їхати
894,fliegen::V,лятаць,літати
895,gehen::V,ісці,іти
896,weggehen::V,пайсці,піти
897,abfahren::V,адʼяжджаць,від’їхати
898,abfahren::V,адʼяжджаць,відправитися
899,anhalten::V,спыніцца,зупинитися
900,anhalten::V,затрымацца,зупинитися
901,hineingehen::V,уваходзіць,входити
902,eintreten::V,увайсці,увійти
903,kommen::V,прыйсці,прийти
904,ankommen::V,прыбыць,прибути
905,zurückkommen::V,вярнуцца,повернутися
906,bleiben::V,застацца,залишитися
907,warten::V,чакаць,чекати
908,erwarten::V,чакаць,чекати
909,suchen::V,шукаць,шукати
910,finden::V,знайсці,знайти
911,versuchen::V,прабаваць,випробовувати
912,vorbereiten::V,падрыхтаваць,підготувати
913,lieben::V,кахаць,любити
914,mögen::V,любіць,любити
915,mögen::V,любіць,подобатися
916,lachen::V,смяяцца,сміятися
917,rühren::V,расчуліць,розчулити
918,weinen::V,плакаць,плакати
919,schimpfen::V,лаяцца,лаятися
920,sich ärgern::V,сердаваць,сердитися
921,sich fürchten::V,баяцца,боятися
922,fürchten::V,баяцца,боятися
923,fliehen::V,уцякаць,тікати
924,flüchten::V,уцячы,утекти
925,sehen::V,бачыць,бачити
926,anschauen::V,паглядзець,поглянути
927,ansehen::V,глядзець,дивитися на
928,hören::V,чуць,чути
929,zuhören::V,слухаць,слухати
930,probieren::V,каштаваць,покуштувати
931,riechen::V,нюхаць,нюхати
932,fühlen::V,адчуваць,відчувати
933,scheinen::V,здавацца,здаватися
934,zu sehen sein::V,віднецца,виднітися
935,vernehmen::V,пачуць,почути
936,frieren::V,мёрзнуць,мерзнути
937,tun::V,рабіць,робити
938,können::V,умець,могти
939,wollen::V,хацець,хотіти
940,anfangen::V,пачаць,почати
941,beenden::V,закончыць,закінчити
942,aufhören::V,перастаць,перестати
943,gelingen::V,удацца,вдатися
944,geraten::V,аказацца,опинитися
945,öffnen::V,адчыніць,відкрити
946,schließen::V,зачыніць,закрити
947,stellen::V,паставіць,поставити
948,setzen::V,пасадзіць,посадити
949,legen::V,класці,класти
950,berühren::V,чапаць,чіпати
951,verbinden::V,звязаць,зв’язати
952,bedecken::V,накрыць,покрити
953,aufhängen::V,павесіць,повісити
954,anzünden::V,запаліць,запалити
955,aufheben::V,падняць,підняти
956,zurücklassen::V,пакінуць,залишити
957,verlieren::V,згубіць,загубити
958,fallen lassen::V,упусціць,упустити
959,machen::V,зрабіць,зробити
960,herstellen::V,вырабіць,виготовити
961,bauen::V,будаваць,будувати
962,reparieren::V,правіць,лагодити
963,verbessern::V,палепшыць,поліпшити
964,ändern::V,змяніць,змінити
965,graben::V,капаць,копати
966,beugen::V,сагнуць,зігнути
967,biegen::V,пагнуць,погнути
968,drehen::V,вярцець,вертіти
969,wenden::V,павярнуць,повернути
970,umdrehen::V,перавярнуць,перевернути
971,heben::V,падымаць,піднімати
972,hochheben::V,падняць,підняти
973,ergreifen::V,схапіць,схопити
974,ergreifen::V,схваціць,схопити
975,halten::V,трымаць,тримати
976,drücken::V,націскаць,натискати
977,schieben::V,пхаць,пхати
978,schieben::V,пхаць,штовхати
979,schieben::V,штурхаць,пхати
980,schieben::V,штурхаць,штовхати
981,kratzen::V,скрэбці,шкребти
982,lecken::V,лізаць,лизати
983,beißen::V,кусаць,кусати
984,abreißen::V,адарваць,відірвати
985,abschneiden::V,адрэзаць,відрізати
986,binden::V,вязаць,в’язати
987,stecken::V,уваткнуць,увіткнути
988,brechen::V,зламаць,зламати
989,klopfen::V,стукаць,стукати
990,hauen::V,біць,бити
991,kleben::V,клеіць,клеїти
992,reiben::V,церці,терти
993,streichen::V,намазаць,намазати
994,schleifen::V,тачыць,точити
995,schneiden::V,рэзаць,різати
996,rütteln::V,хістаць,хитати
997,schütteln::V,трэсці,трясти
998,schwenken::V,махаць,махати
999,schütten::V,наліць,налити
1000,füllen::V,напоўніць,наповнити
1001,einwickeln::V,загарнуць,загорнути
1002,tragen::V,несці,нести
1003,schleppen::V,цягнуць,тягти
1004,ziehen::V,цягнуць,тягнути
1005,aufbewahren::V,захоўваць,зберігати
1006,werfen::V,кідаць,кидати
1007,fangen::V,лавіць,ловити
1008,packen::V,схапіць,схопити
1009,packen::V,схваціць,схопити
1010,verstecken::V,схаваць,сховати
1011,teilen::V,раздзяліць,розділити
1012,schicken::V,пасылаць,посилати
1013,bringen::V,прынесці,принести
1014,hinzufügen::V,дабавіць,додати
1015,bekommen::V,дастаць,дістати
1016,erhalten::V,атрымаць,одержати
1017,nehmen::V,ўзяць,взяти
1018,wählen::V,выбраць,вибрати
1019,auswählen::V,адабраць,відібрати
1020,bewahren::V,захаваць,зберегти
1021,behindern::V,перашкаджаць,перешкоджати
1022,verderben::V,сапсаваць,зіпсувати
1023,beschädigen::V,пашкодзіць,зашкодити
1024,zerbrechen::V,разбіць,розбити
1025,zerreißen::V,разадраць,розірвати
1026,zerstören::V,разбурыць,зруйнувати
1027,verbrennen::V,спаліць,спалити
1028,geben::V,даць,дати
1029,reichen::V,перадаць,передати
1030,schenken::V,дарыць,дарувати
1031,versprechen::V,абяцаць,обіцяти
1032,wünschen::V,жадаць,бажати
1033,loben::V,хваліць,хвалити
1034,küssen::V,цалаваць,цілувати
1035,wiegen::V,гушкаць,качати
1036,wiegen::V,калыхаць,качати
1037,zudecken::V,накрыць,накрити
1038,wecken::V,пабудзіць,розбудити
1039,zeigen::V,паказаць,показати
1040,führen::V,весці,вести
1041,lehren::V,вучыць,вчити
1042,unterrichten::V,выкладаць,викладати
1043,aufziehen::V,выхаваць,виховати
1044,leiten::V,кіраваць,керувати
1045,antreiben::V,падганяць,підганяти
1046,lassen::V,прымусіць,змусити
1047,einladen::V,запрасіць,запросити
1048,vereinigen::V,абʼяднаць,об’єднати
1049,besuchen::V,наведаць,завітати
1050,besuchen::V,наведаць,відвідати
1051,treffen::V,сустрэць,зустріти
1052,sich versammeln::V,сабрацца,зібратися
1053,spielen::V,гуляць,грати
1054,singen::V,пець,співати
1055,singen::V,спяваць,співати
1056,tanzen::V,танцаваць,танцювати
1057,sich trennen::V,расстацца,розлучитися
1058,verlassen::V,пакінуць,покинути
1059,retten::V,выратаваць,врятувати
1060,bewachen::V,ахоўваць,охороняти
1061,schützen::V,уберагаць,уберігати
1062,verteidigen::V,абараніць,захистити
1063,sich schlagen::V,біцца,битися
1064,sich schlagen::V,біцца,дратися
1065,sich schlagen::V,драцца,битися
1066,sich schlagen::V,драцца,дратися
1067,schießen::V,страляць,стріляти
1068,siegen::V,перамагчы,перемогти
1069,ärgern::V,злаваць,сердити
1070,schlagen::V,ударыць,ударити
1071,treten::V,штурхаць,штовхати
1072,stechen::V,укалоць,вколоти
1073,stoßen::V,папхнуць,штовхнути
1074,stehlen::V,украсці,украсти
1075,stören::V,перашкодзіць,перешкодити
1076,belästigen::V,дакучаць,докучати
1077,verbergen::V,скрыць,сховати
1078,verbergen::V,схаваць,сховати
1079,täuschen::V,падмануць,обдурити
1080,betrügen::V,змахляваць,зшахраювати
1081,töten::V,забіць,убити
1082,wohnen::V,жыць,жити
1083,wohnen::V,жыць,мешкати
1084,arbeiten::V,працаваць,працювати
1085,sammeln::V,сабраць,зібрати
1086,pflücken::V,зрываць,зривати
1087,jagen::V,паляваць,полювати
1088,fischen::V,рыбачыць,рибалити
1089,fassen::V,злавіць,піймати
1090,hüten::V,пасвіць,пасти
1091,treiben::V,гнаць,гнати
1092,anbinden::V,прывязаць,прив’язати
1093,füttern::V,карміць,годувати
1094,füttern::V,карміць,харчувати
1095,melken::V,даіць,доїти
1096,hacken::V,сячы,рубати
1097,gießen::V,паліць,полити
1098,reifen::V,паспець,дозріти
1099,zubereiten::V,зварыць,зготовити
1100,zubereiten::V,зварыць,приготувати
1101,zubereiten::V,згатаваць,зготовити
1102,zubereiten::V,згатаваць,приготувати
1103,kochen::V,варыць,варити
1104,kochen::V,варыць,готувати
1105,backen::V,пячы,пекти
1106,braten::V,смажыць,смажити
1107,umrühren::V,перамяшаць,переміщати
1108,stricken::V,вязаць,в’язати
1109,nähen::V,шыць,шити
1110,färben::V,пафарбаваць,пофарбувати
1111,reinigen::V,ачысціць,очистити
1112,waschen::V,мыць,мити
1113,abwischen::V,выцерці,витерти
1114,spülen::V,паласкаць,полоскати
1115,fegen::V,падмятаць,підмітати
1116,kehren::V,месці,мести
1117,baden::V,купацца,купатися
1118,sich waschen::V,мыцца,митися
1119,ausziehen::V,зняць,зняти
1120,anziehen::V,надзець,надіти
1121,sich anziehen::V,адзецца,одягтися
1122,sich anziehen::V,адзецца,одягнутися
1123,kämmen::V,прычасаць,зачесати
1124,schmücken::V,аздобіць,оздобити
1125,sagen::V,сказаць,сказати
1126,sprechen::V,гаварыць,говорити
1127,reden::V,размаўляць,розмовляти
1128,sich unterhalten::V,гутарыць,бесідувати
1129,fragen::V,спытаць,запитати
1130,bitten::V,прасіць,просити
1131,erzählen::V,расказаць,розповісти
1132,mitteilen::V,паведаміць,повідомити
1133,nennen::V,назваць,назвати
1134,rufen::V,зваць,кликати
1135,prahlen::V,хваліцца,хвалитися
1136,übersetzen::V,перакласці,перекласти
1137,denken::V,думаць,думати
1138,denken::V,думаць,мислити
1139,glauben::V,верыць,вірити
1140,bemerken::V,заўважыць,помітити
1141,erkennen::V,пазнаць,пізнати
1142,begreifen::V,спасцігнуць,осягнути
1143,verstehen::V,пачуць,почути
1144,lernen::V,вучыцца,навчатися
1145,wissen::V,знаць,знати
1146,sich erinnern an::V,памятаць,пам’ятати
1147,vergessen::V,забыць,забути
1148,messen::V,мераць,міряти
1149,zählen::V,лічыць,лічити
1150,rechnen::V,лічыць,рахувати
1151,lesen::V,чытаць,читати
1152,malen::V,маляваць,малювати
1153,zeichnen::V,рысаваць,рисувати
1154,schreiben::V,пісаць,писати
1155,besitzen::V,мець,мати
1156,kaufen::V,купіць,купити
1157,verkaufen::V,прадаць,продати
1158,bezahlen::V,заплаціць,заплатити
1159,zahlen::V,плаціць,платити
1160,beherrschen::V,уладаць,володіти
1161,beherrschen::V,валодаць,володіти
1162,ertragen::V,выцерпець,витерпіти
