,Concept_ID,zh,nl
864,genesen::V,痊愈,genezen
865,sterben::V,死,sterven
866,sterben::V,死,overlijden
867,umkommen::V,丧命,omkomen
868,sich bewegen::V,移动,zich bewegen
869,sich rühren::V,动弹,zich verroeren
870,sich erheben::V,站起,oprijzen
871,sich erheben::V,站起,verrijzen
872,sich setzen::V,坐,gaan zitten
873,hinfallen::V,跌倒,vallen
874,hinfallen::V,跌倒,neervallen
875,laufen::V,步行,lopen
876,schreiten::V,迈步,stappen
877,schreiten::V,迈步,schrijden
878,spazierengehen::V,散步,gaan wandelen
879,eilen::V,急忙,ijlen
880,eilen::V,急忙,haasten
881,sich beeilen::V,赶快,zich haasten
882,sausen::V,疾驰,stuiven
883,rennen::V,奔跑,rennen
884,springen::V,跳,springen
885,klettern::V,攀缘,klimmen
886,klettern::V,攀缘,klauteren
887,schaukeln::V,荡秋千,schommelen
888,kriechen::V,爬行,kruipen
889,schwimmen::V,游泳,zwemmen
890,tauchen::V,潜水,duiken
891,rudern::V,划船,roeien
892,fahren::V,行驶,rijden
893,fliegen::V,飞,vliegen
894,gehen::V,走,gaan
895,weggehen::V,离去,weggaan
896,abfahren::V,出发,vertrekken
897,anhalten::V,停住,stoppen
898,anhalten::V,停住,stilhouden
899,hineingehen::V,进去,ingaan
900,hineingehen::V,进去,binnengaan
901,eintreten::V,进入,binnenkomen
902,kommen::V,来,komen
903,ankommen::V,到达,aankomen
904,zurückkommen::V,回来,terugkomen
905,bleiben::V,停留,blijven
906,warten::V,等,wachten
907,erwarten::V,等候,verwachten
908,suchen::V,找,zoeken
909,finden::V,找到,vinden
910,versuchen::V,尝试,proberen
911,versuchen::V,尝试,beproeven
912,vorbereiten::V,预备,voorbereiden
913,lieben::V,爱,houden van
914,mögen::V,喜欢,lusten
915,mögen::V,喜欢,houden van
916,lachen::V,笑,lachen
917,weinen::V,哭,huilen
918,weinen::V,哭,schreien
919,schimpfen::V,骂,kijven
920,schimpfen::V,骂,schelden
921,sich ärgern::V,生气,zich ergeren
922,sich fürchten::V,害怕,bang zijn
923,fürchten::V,害怕,vrezen
924,fliehen::V,逃走,vluchten
925,flüchten::V,逃跑,ontsnappen
926,flüchten::V,逃跑,ontkomen
927,sehen::V,看,zien
928,anschauen::V,注视,aankijken
929,ansehen::V,注视,aanzien
930,ansehen::V,注视,bekijken
931,hören::V,听,horen
932,zuhören::V,倾听,luisteren
933,probieren::V,尝,proeven
934,riechen::V,闻,ruiken
935,fühlen::V,感到,voelen
936,scheinen::V,照耀,lijken
937,zu sehen sein::V,可以看到,te zien zijn
938,vernehmen::V,审讯,vernemen
939,frieren::V,觉得冷,het koud hebben
940,tun::V,作,doen
941,können::V,能,kunnen
942,wollen::V,要,willen
943,anfangen::V,开始,beginnen
944,anfangen::V,开始,aanvangen
945,beenden::V,结束,beëindigen
946,aufhören::V,停止,ophouden
947,gelingen::V,成功,lukken
948,gelingen::V,成功,gelukken
949,geraten::V,陷于,uitvallen
950,öffnen::V,打开,openen
951,öffnen::V,打开,opendoen
952,schließen::V,关,sluiten
953,schließen::V,关,dichtdoen
954,stellen::V,放,stellen
955,stellen::V,放,plaatsen
956,setzen::V,放,zetten
957,setzen::V,放,plaatsen
958,legen::V,摆,leggen
959,berühren::V,触,aanraken
960,verbinden::V,联结,verbinden
961,bedecken::V,覆盖,bedekken
962,aufhängen::V,挂,ophangen
963,anzünden::V,点,aansteken
964,aufheben::V,拾起,oprapen
965,zurücklassen::V,遗留,achterlaten
966,verlieren::V,丧失,verliezen
967,fallen lassen::V,让掉下,laten vallen
968,machen::V,做,maken
969,herstellen::V,生产,produceren
970,herstellen::V,生产,voortbrengen
971,bauen::V,建造,bouwen
972,reparieren::V,修理,repareren
973,reparieren::V,修理,herstellen
974,verbessern::V,改进,verbeteren
975,ändern::V,改变,wijzigen
976,ändern::V,改变,veranderen
977,graben::V,挖,graven
978,beugen::V,弯下,buigen
979,biegen::V,弯,buigen
980,drehen::V,转动,draaien
981,wenden::V,转动,keren
982,wenden::V,转动,wenden
983,umdrehen::V,转动,omdraaien
984,heben::V,举起,heffen
985,heben::V,举起,optillen
986,hochheben::V,抬高,tillen
987,ergreifen::V,抓住,pakken
988,ergreifen::V,抓住,grijpen
989,halten::V,拿着,houden
990,drücken::V,压,drukken
991,schieben::V,推,duwen
992,schieben::V,推,schuiven
993,kratzen::V,搔,krassen
994,lecken::V,舔,likken
995,beißen::V,咬,bijten
996,abreißen::V,撕下,afrukken
997,abreißen::V,撕下,afscheuren
998,abschneiden::V,切断,afsnijden
999,binden::V,捆,binden
1000,stecken::V,插,steken
1001,brechen::V,断裂,breken
1002,klopfen::V,敲,kloppen
1003,hauen::V,揍,houwen
1004,kleben::V,粘,plakken
1005,reiben::V,摩擦,wrijven
1006,streichen::V,涂,smeren
1007,schleifen::V,拖曳,slijpen
1008,schneiden::V,切,snijden
1009,rütteln::V,颠簸,schudden
1010,schütteln::V,摇动,schudden
1011,schwenken::V,摇动,wuiven
1012,schwenken::V,摇动,zwaaien
1013,schütten::V,倒,gieten
1014,schütten::V,倒,storten
1015,füllen::V,填满,vullen
1016,einwickeln::V,包,inwikkelen
1017,tragen::V,提,dragen
1018,schleppen::V,扛,slepen
1019,ziehen::V,拉,trekken
1020,aufbewahren::V,保存,bewaren
1021,werfen::V,扔,gooien
1022,fangen::V,捕捉,vangen
1023,packen::V,抓住,pakken
1024,packen::V,抓住,vastpakken
1025,verstecken::V,藏,verstoppen
1026,teilen::V,分,delen
1027,schicken::V,派遣,sturen
1028,bringen::V,带来,brengen
1029,hinzufügen::V,添加,toevoegen
1030,bekommen::V,得到,verkrijgen
1031,erhalten::V,接到,krijgen
1032,nehmen::V,拿,nemen
1033,wählen::V,挑选,kiezen
1034,wählen::V,挑选,verkiezen
1035,auswählen::V,选择,uitkiezen
1036,bewahren::V,保持,bewaren
1037,behindern::V,防碍,hinderen
1038,verderben::V,败坏,bederven
1039,beschädigen::V,损坏,beschadigen
1040,zerbrechen::V,破碎,breken
1041,zerbrechen::V,破碎,stukbreken
1042,zerreißen::V,撕碎,scheuren
1043,zerreißen::V,撕碎,verscheuren
1044,zerstören::V,毁坏,vernielen
1045,verbrennen::V,燃烧,branden
1046,verbrennen::V,燃烧,verbranden
1047,geben::V,给,geven
1048,reichen::V,递给,reiken
1049,reichen::V,递给,aanreiken
1050,schenken::V,赠送,schenken
1051,versprechen::V,许诺,beloven
1052,wünschen::V,祝,wensen
1053,loben::V,表扬,loven
1054,loben::V,表扬,prijzen
1055,küssen::V,亲,kussen
1056,wiegen::V,轻摇,wiegen
1057,zudecken::V,盖上,toedekken
1058,wecken::V,唤起,wekken
1059,zeigen::V,指,tonen
1060,zeigen::V,指,wijzen
1061,führen::V,带领,voeren
1062,lehren::V,教,leren
1063,unterrichten::V,讲课,onderwijzen
1064,aufziehen::V,抚养,grootbrengen
1065,leiten::V,领导,leiden
1066,antreiben::V,催促,aandrijven
1067,lassen::V,让,laten
1068,einladen::V,邀请,uitnodigen
1069,vereinigen::V,统一,verenigen
1070,besuchen::V,参观,bezoeken
1071,treffen::V,会面,treffen
1072,treffen::V,会面,ontmoeten
1073,sich versammeln::V,聚集,zich verzamelen
1074,spielen::V,玩,spelen
1075,singen::V,唱歌,zingen
1076,tanzen::V,跳舞,dansen
1077,sich trennen::V,分别,van elkaar gaan
1078,verlassen::V,离开,verlaten
1079,retten::V,救,redden
1080,bewachen::V,守卫,bewaken
1081,schützen::V,保护,beschermen
1082,verteidigen::V,保卫,verdedigen
1083,sich schlagen::V,打架,knokken
1084,schießen::V,射击,schieten
1085,siegen::V,获胜,overwinnen
1086,ärgern::V,激怒,ergeren
1087,schlagen::V,打,slaan
1088,treten::V,踢,trappen
1089,treten::V,踢,schoppen
1090,stechen::V,刺,steken
1091,stechen::V,刺,prikken
1092,stoßen::V,撞,stoten
1093,stehlen::V,盗窃,stelen
1094,stören::V,干扰,storen
1095,stören::V,干扰,verstoren
1096,belästigen::V,打搅,lastig vallen
1097,verbergen::V,隐藏,verbergen
1098,täuschen::V,欺骗,misleiden
1099,betrügen::V,欺骗,bedriegen
1100,töten::V,杀,doden
1101,wohnen::V,居住,wonen
1102,arbeiten::V,工作,werken
1103,sammeln::V,收集,inzamelen
1104,sammeln::V,收集,verzamelen
1105,pflücken::V,采,plukken
1106,jagen::V,打猎,jagen
1107,fischen::V,捕鱼,vissen
1108,fassen::V,捉住,vangen
1109,hüten::V,守护,hoeden
1110,treiben::V,漂,drijven
1111,anbinden::V,拴,vastbinden
1112,füttern::V,喂,voeren
1113,melken::V,挤奶,melken
1114,hacken::V,剁细,hakken
1115,gießen::V,浇,gieten
1116,reifen::V,成熟,rijpen
1117,kochen::V,煮,koken
1118,backen::V,烤,bakken
1119,braten::V,煎,braden
1120,umrühren::V,搅拌,omroeren
1121,stricken::V,织,breien
1122,nähen::V,缝,naaien
1123,färben::V,染色,verven
1124,färben::V,染色,kleuren
1125,reinigen::V,清洁,reinigen
1126,waschen::V,洗,wassen
1127,abwischen::V,擦掉,afvegen
1128,spülen::V,清洗,spoelen
1129,spülen::V,清洗,afwassen
1130,fegen::V,扫,vegen
1131,kehren::V,打扫,vegen
1132,baden::V,给...洗澡,baden
1133,sich waschen::V,洗澡,zich wassen
1134,ausziehen::V,脱,uittrekken
1135,anziehen::V,穿,aantrekken
1136,sich anziehen::V,穿衣,zich aankleden
1137,kämmen::V,梳,kammen
1138,schmücken::V,装饰,tooien
1139,sagen::V,说,zeggen
1140,sprechen::V,说,spreken
1141,reden::V,讲,praten
1142,sich unterhalten::V,聊天,zich onderhouden
1143,fragen::V,问,vragen
1144,bitten::V,请,vragen
1145,bitten::V,请,verzoeken
1146,erzählen::V,叙述,vertellen
1147,mitteilen::V,通知,meedelen
1148,nennen::V,叫做,noemen
1149,rufen::V,叫,roepen
1150,prahlen::V,吹牛,pralen
1151,übersetzen::V,翻译,vertalen
1152,denken::V,想,denken
1153,glauben::V,以为,geloven
1154,bemerken::V,发觉,bemerken
1155,erkennen::V,识别,herkennen
1156,begreifen::V,理解,begrijpen
1157,verstehen::V,明白,verstaan
1158,lernen::V,学,leren
1159,wissen::V,知道,weten
1160,sich erinnern an::V,回忆,zich herinneren aan
1161,vergessen::V,忘记,vergeten
1162,messen::V,测量,meten
1163,zählen::V,数,tellen
1164,rechnen::V,计算,rekenen
1165,lesen::V,读,lezen
1166,malen::V,画,schilderen
1167,zeichnen::V,绘制,tekenen
1168,schreiben::V,写,schrijven
1169,besitzen::V,占有,bezitten
1170,kaufen::V,买,kopen
1171,verkaufen::V,卖,verkopen
1172,bezahlen::V,付钱,betalen
1173,zahlen::V,支付,betalen
1174,beherrschen::V,统治,beheersen
1175,ertragen::V,忍耐,verdragen
1176,vergebens::ADV,,vergeefs
1177,vergebens::ADV,,tevergeefs
1178,klirren::V,,rinkelen
1179,rauschen::V,,ruisen
1180,rühren::V,,roeren
1181,zubereiten::V,,klaarmaken
1182,zubereiten::V,,toebereiden
