,Concept_ID,kv,myv
258,Kummer::N,шог,мелявкс
259,Wunsch::N,мӧдӧм,мель
260,Wunsch::N,мӧдӧм,бажамо
261,Wunsch::N,охотитӧм,мель
262,Wunsch::N,охотитӧм,бажамо
263,Lust::N,охота,бажамо
264,Geist::N,лов,ойме
265,Gedanke::N,дума,мель
266,Gedächtnis::N,тӧдвыв,мель
267,Verstand::N,вежӧр,прев
268,Sinn::N,ылӧс,толк
269,Sinn::N,ылӧс,смысла
270,Grund::N,мог,тувтал
271,Wahrheit::N,правда,видечи
272,Gespräch::N,сёрни,кортнема
273,Märchen::N,сказка,ёвкс
274,Erzählung::N,висьт,ёвтнема
275,Nachricht::N,юӧр,куля
276,Nachricht::N,висьталӧм,куля
277,Neuigkeit::N,новость,куля
278,Name::N,ним,лем
279,Rätsel::N,загадка,содамоёвкс
280,Rede::N,сёрни,кортамо
281,Sprache::N,кыв,кель
282,Stimme::N,голос,ваигель
283,Wort::N,кыв,вал
284,Zeichen::N,пас,теште
285,Ruf::N,чуксӧм,тердема
286,Ruf::N,чукӧстӧм,тердема
287,Lärm::N,шум,шалнома
288,Laut::N,шы,вайгель
289,Ton::N,гор,гайнема
290,Lied::N,сьыланкыв,моро
291,Ruhe::N,спокой,оймамо
292,Leute::N,йӧз,ломанть
293,Volk::N,йӧз,народ
294,Volk::N,народ,народ
295,Arbeit::N,удж,тев
296,Gast::N,гӧсь,инже
297,Geschenk::N,гӧснеч,казне
298,Geschenk::N,подарок,казне
299,Spiel::N,орсӧм,налксема
300,Gesellschaft::N,компания,община
301,Hilfe::N,отсӧт,лездамо
302,Freund::N,модз,оя
303,Freund::N,модз,ялга
304,Freund::N,дружок,оя
305,Freund::N,дружок,ялга
306,Kamerad::N,тӧдса,оя
307,Kamerad::N,тӧдса,ялга
308,Angelegenheit::N,дело,тев
309,Anzahl::N,лыд,ламоксчи
310,Art::N,пӧлӧс,вид
311,Stück::N,тор,пакш
312,Stück::N,тор,пелькс
313,Teil::N,юкӧм,часть
314,Teil::N,юкӧм,пелькс
315,Hälfte::N,джын,пель
316,Hälfte::N,джын,пелькс
317,Kreis::N,круг,кирькс
318,Kreuz::N,перна,крёст
319,Linie::N,визь,кикс
320,Strich::N,кырӧв,межа
321,Abstand::N,колас,ютко
322,Entfernung::N,ылына,ютко
323,Gegend::N,места,тарка
324,Gegend::N,места,пертьпелькс
325,Platz::N,места,васолкс
326,Ort::N,места,тарка
327,Seite::N,ладор,ён
328,Seite::N,ладор,чире
329,Mitte::N,шӧр,куншка
330,Gegenstand::N,тор,предмет
331,Sache::N,тор,тев
332,Sache::N,тор,веща
333,Rand::N,дор,пе
334,Rand::N,дор,чире
335,Kante::N,ордлы,ирдез
336,Ecke::N,пельӧс,ужо
337,Spitze::N,йыв,пряне
338,Spitze::N,йыв,пе
339,Ende::N,йыв,пе
340,Loch::N,осьта,варя
341,Winkel::N,пельӧс,ужо
342,Muster::N,сер,сёрма
343,Größe::N,ыжда,сэрь
344,Größe::N,ыжда,покшолма
345,Länge::N,кузя,кувалмо
346,Höhe::N,сувда,сэрь
347,Höhe::N,сувда,пандо
348,Höhe::N,вылына,сэрь
349,Höhe::N,вылына,пандо
350,Gewicht::N,сьӧкта,сталмо
351,Haufen::N,куча,мар
352,Haufen::N,куча,валявкс
353,Reihe::N,лёдз,ряд
354,Boot::N,пыж,венч
355,Ruder::N,пелыс,милё
356,Schlitten::N,додь,нурдт
357,Ski::N,лямпа,сокс
358,Lagerfeuer::N,бипур,толбандя
359,Last::N,тягота,сталмо
360,Last::N,тягота,кандома
361,Gang::N,мунӧм,молема
362,Gang::N,мунӧм,якамо
363,Schritt::N,вожмӧв,эскелькс
364,Norden::N,ой,якшамо ёнкс
365,Süden::N,лун,лембе ёнкс
366,Westen::N,рытвыв,чивалгома
367,Osten::N,асыв,чилисема
368,Holz::N,пу,чувто
369,Brett::N,пӧв,лаз
370,Platte::N,плита,плита
371,Stütze::N,пика,неже
372,Stange::N,зор,олга
373,Stange::N,потш,олга
374,Stock::N,бедь,мандо
375,Stab::N,шест,олога
376,Rohr::N,труба,турба
377,Haus::N,керку,кудо
378,Heim::N,керку,кудо
379,Ofen::N,пӧжавны,каштомо
380,Fußboden::N,джодж,киякс
381,Tisch::N,пызан,столь
382,Stuhl::N,стул,стул
383,Wiege::N,зыбка,лавсь
384,Wiege::N,зыбка,нурямот
385,Bett::N,кровать,ацамо
386,Regal::N,джадж,лався
387,Regal::N,джадж,лавсяланго
388,Kiste::N,ящик,горобия
389,Kiste::N,ящик,сундук
390,Fenster::N,ӧшын,вальма
391,Tür::N,ыбӧс,кенкш
392,Tor::N,ворота,ортат
393,Zaun::N,забор,пирявт
394,Zaun::N,забор,пирвякс
395,Dach::N,крыша,кудопря
396,Leiter::N,лиснич,кузтема
397,Besen::N,рос,тенсть
398,Spaten::N,зыр,койме
399,Schaufel::N,зыр,кече
400,Schaufel::N,зыр,келей койме
401,Gabel::N,вила,сянгине
402,Löffel::N,пань,пенч
403,Messer::N,пурт,пеель
404,Nagel::N,кӧрттув,эске
405,Netz::N,кыйӧт,алтыма
406,Haken::N,ем,кечказ
407,Griff::N,пу,кедне
408,Schloss::N,замок,замок
409,Schloss::N,замок,панжома
410,Bild::N,картина,картина
411,Figur::N,мыгӧр,рунго
412,Puppe::N,акань,няка
413,Beutel::N,мешӧк,кескав
414,Bündel::N,нин,керькс
415,Tasche::N,сумка,юдма
416,Eimer::N,ведра,ведра
417,Deckel::N,вевт,велькс
418,Geschirr::N,доз,кедьге
419,Geschirr::N,бекӧрпань,кедьге
420,Sack::N,мешӧк,кескав
421,Tasse::N,бекӧр,чакш
422,Topf::N,кастрюля,кастрюля
423,Kessel::N,пӧрт,котёл
424,Essen::N,сёйӧм,ярсамо
425,Nahrung::N,вердан,ярсамопель
426,Speise::N,сёян,ярсамопель
427,Fleisch::N,яй,сывель
428,Getreide::N,сю,сюро
429,Brei::N,каша,каша
430,Brot::N,нянь,кши
431,Scheibe::N,шӧрӧм,кочом
432,Scheibe::N,шӧрӧм,сускомо
433,Fett::N,гос,куя
434,Butter::N,ви,ой
435,Öl::N,ви,ой
436,Salz::N,сов,сал
437,Suppe::N,шыд,ям
438,Honig::N,ма,медь
439,Milch::N,йӧв,ловсо
440,Tee::N,чай,чай
441,Leder::N,кучик,киське
442,Wolle::N,гӧн,пона
443,Stoff::N,дӧра,коцт
444,Nadel::N,ем,салмукс
445,Faden::N,сунис,суре
446,Knopf::N,кизь,пов
447,Knoten::N,узӧв,сюлмо
448,Knoten::N,гӧрӧд,сюлмо
449,Farbe::N,краска,артомапель
450,Kleidung::N,паськӧм,оршамот
451,Hemd::N,йӧрнӧс,панар
452,Kragen::N,воротник,сиве
453,Ärmel::N,сос,ожа
454,Hose::N,вешьян,понкст
455,Gürtel::N,йи,каркс
456,Mütze::N,шапка,чапка
457,Schuh::N,ботинки,туфля
458,Stiefel::N,сапог,кем
459,Ring::N,чунькытш,суркс
460,Band::N,ленточка,лента
461,Kamm::N,сынан,сурсеме
462,Spiegel::N,зеркало,чавачамо
463,Riemen::N,ремень,кшнань каркс
464,Schnur::N,гез,пикс
465,Leine::N,повод,ведьме
466,Decke::N,одеяло,вельтямо
467,Kissen::N,подушка,тодов
468,Tuch::N,чышьян,паця
469,Handtuch::N,чышкӧт,нардамо
470,Kraft::N,прак,вий
471,Stärke::N,вын,виевчи
472,Gesundheit::N,здоровье,шумбрачи
473,Krankheit::N,шог,орма
474,Krankheit::N,шог,сэредема
475,Schmerz::N,зубыт,сэредькс
476,Wunde::N,рана,керявкс
477,Fieber::N,лёк тресся,маштыкс
478,Fieber::N,кынтан шогӧт,маштыкс
479,Arznei::N,лекарство,ормаменькс
480,Brücke::N,пос,сэдь
481,Brücke::N,пос,мадамо
482,Brunnen::N,колодец ,лисьма
483,Weide::N,пода йирсян,ракшань ванома тарка
484,Pfad::N,туй,ян
485,Weg::N,туй,ки
486,Straße::N,туй,ки
487,Dorf::N,деревня,веле
488,Stadt::N,город,ош
489,Brief::N,гижӧт,сёрма
490,Buch::N,книга,книга
491,Buchstabe::N,буква,буква
492,Zeitung::N,газета,газета
493,Leben::N,олан,эрямо
494,Tod::N,кулӧм,кулома
495,Grab::N,гу,калмо
496,Kirche::N,вичку,церькова
497,Sünde::N,грек,чумочи
498,Gott::N,ен,паз
499,Arbeiter::N,уджалiсь,робочей
500,Chef::N,начальник,прявт
501,Meister::N,мастер,кол тевень тенця
502,Arzt::N,врач,врач
503,Lehrer::N,велӧтісь,учитель
504,Lehrer::N,велӧтісь,тонавтыця
505,Geld::N,деньга,ярмак
506,Geschäft::N,удж,ладязь тев
507,Laden::N,магазин,лавка
508,Preis::N,дон,питне
509,Ware::N,товар,миевкс
510,Ware::N,товар,рамавкс
511,Nutzen::N,путь,паро
512,Nutzen::N,путь,лезэ
513,Reichtum::N,богатство,сюпавчи
514,Welt::N,му,мир
515,Welt::N,му,мастор ланго
516,Land::N,страна,мастор
517,Staat::N,государство,государства
518,König::N,кан,король
519,Macht::N,власть,азорксчи
520,Grenze::N,граница,буен тешкс
521,Krieg::N,война,война
522,Feind::N,враг,душман
523,Kampf::N,нярасьӧм,тюрема
524,Kampf::N,вермасьӧм,тюрема
525,Bogen[Waffe]::N,лук,нал
526,Pfeil::N,ньӧв,нал
527,Gewehr::N,ружьё,ружия
528,Gewehr::N,ружьё,винтовка
529,Fehler::N,ошибка,ильведькс
530,Fehler::N,ошибка,ильведевкс
531,Lüge::N,ылӧтӧм,манчема
532,Lüge::N,ылӧтӧм,кенгелема
533,Lüge::N,пӧрьялӧм,манчема
534,Lüge::N,пӧрьялӧм,кенгелема
535,Schaden::N,лёк,зыян
536,Unglück::N,пик,зыян
537,Unglück::N,оказзё,зыян
538,Schuld::N,вина,чумочи
539,Schluss::N,ком,пе
540,Zeit::N,кад,шка
541,Zeit::N,кад,пинге
542,Tag::N,лун,чи
543,Morgen::N,асыв,валске
544,Mittag::N,луншӧр кад,чикуншка
545,Abend::N,рыт,чокшнэ
546,Nacht::N,ой,ве
547,Woche::N,неделя,недля
548,Monat::N,тӧлicь,ков
549,Jahr::N,год,ие
550,Frühling::N,тулыс,тундо
551,Sommer::N,гожум,кизэ
552,Herbst::N,ар,сёксь
553,Winter::N,тӧв,теле
554,Januar::N,январ,якшамков
555,Februar::N,февраль,февраль
556,März::N,март,март
557,April::N,апрель,апрель
558,Mai::N,май,май
559,Juni::N,юнь,июнь
560,Juli::N,юль,июль
561,August::N,август,август
562,September::N,сентяб,сентября
563,Oktober::N,октяб,октября
564,November::N,нояб,ноября
565,Dezember::N,декаб,декабря
566,Montag::N,вильлун,пондельник
567,Dienstag::N,мӧдӧдзлун,овторник
568,Mittwoch::N,шӧрлун,серёда
569,Donnerstag::N,нёльӧдзлун,цетьверьг
570,Freitag::N,витӧдзлун,пеця
571,Samstag::N,пывсянлун,субута
572,Samstag::N,пывсянлун,шлямочи
573,Sonntag::N,кресення,недлячи
574,groß::A,ыджыт,ине
575,groß::A,ыджыт,покш
576,klein::A,учӧтик,вишка
577,lang::A,кузь,кувака
578,kurz::A,дженыт,нурькине
579,breit::A,ота,келей
580,schmal::A,векнит,теине
581,dicht::A,тшӧк,тусто
582,dick[Gegenstand]::A,кыз,эчке
583,dünn::A,вӧснит,човине
584,fein::A,вӧснит,човине
585,fest::A,крепыт,кеме
586,flach::A,лапкӧса,лапужа
587,glatt::A,волькыт,валаня
588,hart::A,чӧрыт,калгодо
589,weich::A,небыт,чевте
590,rund::A,гӧгрӧса,кеверь
591,spitz::A,ёся,пшти
592,scharf::A,лэчыт,пшти
593,stumpf::A,ныж,ношка
594,schwer::A,сьӧкыт,стака
595,schön::A,басӧк,мазый
596,heiß::A,жар,пси
597,warm::A,шоныт,лембе
598,kalt::A,кӧдзыт,якшамо
599,kühl::A,сайкыт,экше
600,frisch::A,виль,свежа
601,feucht::A,вакодь,летьке
602,nass::A,ва,начко
603,trocken::A,кӧс,коське
604,voll::A,тыра,пешксе
605,leer::A,тыртӧм,чаво
606,offen::A,оссьӧм,панжадо
607,offen::A,оссьӧм,виде
608,geschlossen::A,игана,пекстазь
609,geschlossen::A,игана,сёлгозь
610,geschlossen::A,пӧдана,пекстазь
611,geschlossen::A,пӧдана,сёлгозь
612,sauber::A,сӧдз,ванькс
613,sauber::A,сӧстӧм,ванькс
614,schmutzig::A,нятьӧсь,ливезев
615,roh::A,путӧм,верек
616,reif::A,кисьмалӧм,кенерезь
617,lecker::A,кӧра ,тантей
618,süß::A,чӧскыт,ламбамо
619,bitter::A,курыт,сэпей
620,sauer::A,шӧма ,чапамо
621,hell::A,югыт,валдо
622,dunkel::A,пемыт,чопода
623,schwarz::A,сьӧд,раужо
624,weiß::A,чочком,ашо
625,rot::A,гӧрд,якстере
626,gelb::A,веж,ожо
627,blau::A,лӧз,сэнь
628,grün::A,веж,пиже
629,grau::A,руд,шержев
630,grau::A,бусӧй,шержев
631,bunt::A,быдрӧма,сёрмав
632,billig::A,донтӧм,аволь питней
633,teuer::A,дона,питней
634,wertvoll::A,дона,питней
635,blind::A,синтӧм,сокор
636,taub::A,пельтӧм,амариця
637,kräftig::A,вына,пек виев
638,stark::A,вына,виев
639,schwach::A,некодя,лавшо
640,fett::A,госа,куя
641,schlank::A,статя,виде ронга
642,hübsch::A,басӧк,мазый
643,böse::A,лёк,кежей
644,dumm::A,бӧбӧв,чавола
645,dumm::A,бӧбӧв,превтеме
646,dumm::A,вежӧртӧм,чавола
647,dumm::A,вежӧртӧм,превтеме
648,faul::A,дыш,нузякс
649,fleißig::A,уджалicь,мелень путыця
650,geizig::A,жикмӧра,скупой
651,geizig::A,горшаліcь,скупой
652,klug::A,авья,превей
653,klug::A,вежӧра,превей
654,geschickt::A,кипода,маштозь теезь
655,lieb::A,муса,вадря
656,lieb::A,дзулиньӧй,вадря
657,lustig::A,гажа,весёла
658,sanft::A,лебезнӧй,сэтьме
659,hungrig::A,тшыг,вачо
660,krank::A,шогалiсь,сэредиця
661,nackt::A,куш,штапо
662,traurig::A,жугыль,нусманя
663,lebendig::A,ловья,эриця
664,gut::A,бур,паро
665,schlecht::A,умӧль,берянь
666,schlimm::A,нештӧм,берянь
667,alt::A,важ,ташто
668,neu::A,виль,од
669,ehemalig::A,вӧвлӧм,икелень
670,alt[Lebewesen]::A,года,сыре
671,alt[Lebewesen]::A,годдэза,сыре
672,jung::A,том,од
673,arm::A,гов,кажов
674,arm::A,беднӧй,кажов
675,reich::A,эма,сюпав
676,bekannt::A,тӧдса,содавикс
677,fremd::A,чужӧй,лия
678,fremd::A,чужӧй,асодавикс
679,verschieden::A,быдкодь,эрьва
680,nah::A,матiсь,а васолонь
681,fern::A,ылicь,умонь
682,fern::A,ылicь,кезэрень
683,linker::A,шульга,керш
684,rechter::A,веськытланись,вить
685,anderer::A,мукӧд,лия
686,erster::A,медодзза,васень
687,erster::A,медодзза,васенце
688,zweiter::A,кыкӧт,омбоце
689,dritter::A,куимӧт,колмоце
690,dritter::A,куимӧдз,колмоце
691,letzter::A,бӧрья,меельце
692,letzter::A,мёдбӧрья,меельце
693,auf einmal::ADV,тшӧтш,вейсэ
694,zusammen::ADV,ӧтлаын,вейс
695,zusammen::ADV,ӧтлаын,вейсэ
696,lange::ADV,дыр,кувать
697,plötzlich::ADV,друг,апак учо
698,sofort::ADV,тшӧтш,курок
699,sofort::ADV,тшӧтш,нейке
700,später::ADV,медбӧрын,мейле
701,jetzt::ADV,ӧні,ней
702,heute::ADV,талун,течи
703,morgen::ADV,ашын,ванды
704,bald::ADV,чожа,курок
705,dann::ADV,сыбӧрын,мейле
706,dann::ADV,сыбӧрын,седе мейле
707,gestern::ADV,тӧн,исяк
708,einst::ADV,ӧтпыр,весть
709,einst::ADV,ӧтпыр,зярдо-бути
710,damals::ADV,сэк,сестэ
711,damals::ADV,сэки,сестэ
712,danach::ADV,сэсся,мейле
713,danach::ADV,сэсся,седе мейле
714,vorher::ADV,одзжык,васняяк
715,zuerst::ADV,наперво,васня
716,einmal::ADV,ӧтпыр,весть
717,manchmal::ADV,мукӧдпыр,лиясто
718,oft::ADV,-лы-,сеетьстэ
719,immer::ADV,быдпыр,свал
720,immer::ADV,быдпырся,свал
721,niemals::ADV,некӧр,а зярдояк
722,hier::ADV,татӧн,тесэ
723,hierhin::ADV,татчӧ,тей
724,von hier::ADV,тасянь,тестэ
725,dort::ADV,сэтӧн,тосо
726,dorthin::ADV,сэтчин,тов
727,geradeaus::ADV,веськыта,витьстэ
728,vorwärts::ADV,одзӧ,икелев
729,rückwärts::ADV,бӧр,мекев
730,zurück::ADV,бӧр,мекев
731,unten::ADV,увтын,ало
732,hinab::ADV,увтас,алов
733,oben::ADV,вевдӧрас,вере
734,hinauf::ADV,вывлань,верев
735,hinauf::ADV,вывланьӧ,верев
736,überall::ADV,быдлан,эрьва косо
737,nicht::ADV,ог,а
738,ein wenig::ADV,-ышт,аламошка
739,ein wenig::ADV,невна,аламошка
740,kaum::ADV,ӧдва,ансяк
741,sehr::ADV,вывтi,пек
742,sehr::ADV,вывтi,вельть
743,so::ADV,сiдз,истя
744,noch::ADV,эшӧ,таго
745,nur::ADV,только,ансяк
746,schon::ADV,ни,уш
747,wieder::ADV,бӧра,таго
748,vergebens::ADV,весись,стяко
749,vor::PRP,одзас,икеле
750,hinter::PRP,бӧрӧ,вельде
751,unter::PRP,увтын,ало
752,durch::PRP,пыр,пачк
753,neben::PRP,бокам,вакссо
754,neben::PRP,боксиным,вакссо
755,zwischen::PRP,коласас,ютксо
756,wegen::PRP,понда,кис
757,wegen::PRP,понда,коряс
758,wegen::PRP,понда,кувалт
759,dies::PRN,эта,те
760,das::PRN,сiя,те
761,das::PRN,сiя,тона
762,alles::PRN,быдӧс,весе
763,alles::PRN,быдӧс,весемесь
764,ich::PRN,ме,мон
765,du::PRN,тэ,тон
766,er::PRN,сiя,сон
767,wir::PRN,мийӧ,минь
768,ihr::PRN,ті,тынь
769,sie::PRN,нія,сынь
770,was::FPRN,мый,мезе
771,wer::FPRN,кин,ки
772,wo::FADV,кытӧн,косо
773,wohin::FADV,кытчӧ,ков
774,wohin::FADV,кытчӧ,козо
775,wie::FADV,дзик,кода
776,warum::FADV,мыля,мекс
777,warum::FADV,мыйсянь,мекс
778,wieviel::FNUM,мымда,зяро
779,eins::NUM,ӧт,вейке
780,zwei::NUM,кык,кавто
781,drei::NUM,куим,колмо
782,vier::NUM,нёль,ниле
783,fünf::NUM,вит,вете
784,sechs::NUM,квать,кото
785,sieben::NUM,сизим,сисем
786,acht::NUM,кыкьямыс,кавксо
787,neun::NUM,ӧкмыс,вейксэ
788,zehn::NUM,дас,кемень
789,elf::NUM,дасотік,кевейкее
790,zwölf::NUM,даскык,кемгавтово
791,zwanzig::NUM,кыкдас,комсь
792,dreißig::NUM,куимдас,колоньгемень
