,Concept_ID,lbe,ar
268,Rede::N,гъалгъа,خطبة
269,Sprache::N,маз,لغة
270,Stimme::N,чӏу,صوت
271,Stimme::N,чӏукӏа,صوت
272,Wort::N,махъ,كلمة
273,Zeichen::N,лишан,رمز
274,Zeichen::N,лишан,إشارة
275,Lärm::N,чӏу,صخب
276,Lärm::N,чӏу,ضجة
277,Laut::N,чӏу,صوت
278,Ton::N,чӏу,نغمة
279,Lied::N,балай,أغنية
280,Ruhe::N,дигьалагру,هدوء
281,Leute::N,инсантал,ناس
282,Volk::N,ил,شعب
283,Volk::N,халкь,شعب
284,Arbeit::N,заву,عمل
285,Gast::N,хъамаличу,ضيف
286,Geschenk::N,бухчакарши,هدية
287,Geschenk::N,лажинккакку,هدية
288,Spiel::N,тӏуркӏу,لعب
289,Gesellschaft::N,жямат,صحبة
290,Gesellschaft::N,ккуран,صحبة
291,Hilfe::N,кумаг,عون
292,Hilfe::N,кумаг,مساعدة
293,Freund::N,дус,صديق
294,Kamerad::N,хӏаласу,زميل
295,Angelegenheit::N,иш,أمر
296,Angelegenheit::N,иш,شأن
297,Anzahl::N,аьдад,عدد
298,Art::N,жинс,نوع
299,Stück::N,касак,قطعة
300,Teil::N,бутӏа,قسم
301,Hälfte::N,дачӏи,نصف
302,Kreis::N,кюрщан,دائرة
303,Kreuz::N,ххач,صليب
304,Linie::N,щва,خط
305,Strich::N,щва,شرطة
306,Abstand::N,манзил,مسافة
307,Entfernung::N,манзил,بعد
308,Gegend::N,кӏану,ناحية
309,Ort::N,кӏану,مكان
310,Seite::N,чул,جانب
311,Seite::N,чулухалу,جانب
312,Mitte::N,дя,وسط
313,Gegenstand::N,зат,موضوع
314,Sache::N,зат,شيء
315,Rand::N,зума,حافة
316,Ecke::N,мурцӏу,ركن
317,Spitze::N,мицӏ,سن
318,Ende::N,зума,طرف
319,Loch::N,ккутӏ,ثقب
320,Winkel::N,мурцӏу,زاوية
321,Muster::N,накьич,عينة
322,Länge::N,лахъишиву,طول
323,Höhe::N,лахъшиву,علو
324,Höhe::N,лахъшиву,ارتفاع
325,Gewicht::N,дуццин,وزن
326,Gewicht::N,кӏушиву,وزن
327,Haufen::N,бакӏу,كوم
328,Reihe::N,кьюкьа,صف
329,Boot::N,луткка,قارب
330,Boot::N,луткка,زورق
331,Ruder::N,весло,مجذاف
332,Ruder::N,чӏатӏа,مجذاف
333,Schlitten::N,чана,مزلقة
334,Schlitten::N,санкка,مزلقة
335,Ski::N,лижарду,زلاجة
336,Lagerfeuer::N,къавтӏн,نار المخيم
337,Last::N,гьиву,حمل
338,Gang::N,нанаву,مشية
339,Schritt::N,ша,خطوة
340,Norden::N,ухссав,شمال
341,Norden::N,ухссавнил чулухалу,شمال
342,Süden::N,кьилва,جنوب
343,Westen::N,баргълагавал,غرب
344,Westen::N,баргълагавал чул,غرب
345,Osten::N,баргъбуккай чулухалу,شرق
346,Holz::N,тӏама,خشب
347,Brett::N,тахта,لوح
348,Platte::N,гъуни,صفيحة
349,Stütze::N,гьалакӏу,سند
350,Stütze::N,гьалакӏу,دعامة
351,Stange::N,къазихъ,عود
352,Stock::N,ттархь,عصا
353,Stab::N,ччантӏакъу,قضيب
354,Rohr::N,бургъу,أنبوبة
355,Haus::N,къатта,دار
356,Haus::N,къатта,بيت
357,Heim::N,къатта,بيت
358,Heim::N,къатта,مسكن
359,Ofen::N,пач,مدفأة
360,Fußboden::N,чӏанкъатта,أرضية
361,Tisch::N,усттул,مائدة
362,Stuhl::N,кӏану,كرسي
363,Wiege::N,оьрчӏал кӏану,مهد
364,Bett::N,тах,سرير
365,Regal::N,чӏаму,رف
366,Kiste::N,яшикӏ,صندوق
367,Kiste::N,къурши,صندوق
368,Fenster::N,чӏавахьулу,شباك
369,Fenster::N,чӏавахьулу,نافذة
370,Tür::N,нуз,باب
371,Tür::N,нузкьун,باب
372,Tor::N,къапу,بوابة
373,Tor::N,дарваза,بوابة
374,Zaun::N,дайгьузанну,سياج
375,Dach::N,магъи,سطح
376,Dach::N,цӏиялу,سطح
377,Leiter::N,чуртту,سلم
378,Besen::N,чӏатлу,مكنسة
379,Spaten::N,бил,مسحاة
380,Schaufel::N,чӏатӏа,مجرفة
381,Gabel::N,гьиссилу,شوكة
382,Löffel::N,къуса,ملعقة
383,Messer::N,чӏила,سكين
384,Nagel::N,мяр,مسمار
385,Netz::N,къери,شبكة
386,Haken::N,къича,خطاف
387,Haken::N,къича,صنارة
388,Griff::N,куяму,قبضة
389,Schloss::N,кьункьула,قفل
390,Bild::N,сурат,صورة
391,Puppe::N,ссихьу,دمية
392,Beutel::N,чантай,كيس
393,Bündel::N,гьи,ربطة
394,Bündel::N,къар,ربطة
395,Eimer::N,бадра,سطل
396,Eimer::N,бадра,جردل
397,Deckel::N,къапаза,سداد
398,Geschirr::N,пюрунчӏул,أوان
399,Geschirr::N,тӏахӏникӏичӏу,أوان
400,Sack::N,къап,زكيبة
401,Sack::N,дарваг,زكيبة
402,Tasse::N,пижан,فنجان
403,Tasse::N,пинжан,فنجان
404,Tasse::N,инкираччатӏи,فنجان
405,Tasse::N,цинцилттал бушкъап,فنجان
406,Topf::N,кӏункӏур,قدر
407,Topf::N,кӏункӏур,طنجرة
408,Kessel::N,чаг,قدر
409,Kessel::N,чаг,غلاية
410,Kessel::N,кӏункӏур,قدر
411,Kessel::N,кӏункӏур,غلاية
412,Essen::N,дукия,طعام
413,Essen::N,дукин,طعام
414,Nahrung::N,дукра,غذاء
415,Speise::N,дукра,أكل
416,Fleisch::N,дикӏ,لحم
417,Getreide::N,къама,حبوب
418,Brei::N,ккурч,عصيدة
419,Brot::N,ччатӏ,خبز
420,Scheibe::N,парча,شريحة
421,Fett::N,аьгъушиву,سمن
422,Butter::N,нагь,زبدة
423,Butter::N,лагаву,زبدة
424,Salz::N,цӏву,ملح
425,Suppe::N,накь,حساء
426,Suppe::N,накь,شربة
427,Honig::N,ницӏ,عسل
428,Milch::N,накӏ,حليب
429,Tee::N,чяй,شاي
430,Leder::N,бурчу,جلد
431,Wolle::N,ппал,صوف
432,Stoff::N,янна,قماش
433,Nadel::N,ххалаххи,إبرة
434,Faden::N,ххал,خيط
435,Knopf::N,банд,زر
436,Knoten::N,къурхъ,عقدة
437,Farbe::N,сир,صبغة
438,Kleidung::N,янна,ملابس
439,Kleidung::N,лаххия,ملابس
440,Hemd::N,гьухъа,قميص
441,Kragen::N,дарвач,ياقة
442,Ärmel::N,кахха,كم
443,Hose::N,хӏажак,سروال
444,Hose::N,хӏажак,بنطلون
445,Gürtel::N,мухӏлу,حزام
446,Mütze::N,кьяпа,طاقية
447,Stiefel::N,чакма,جزمة
448,Stiefel::N,чакма,حذاء طويل
449,Ring::N,кӏисса,حلقة
450,Band::N,линт,شريط
451,Kamm::N,ттарал,مشط
452,Spiegel::N,дагьани,مرآة
453,Riemen::N,эн,سير
454,Schnur::N,хьхьа,حبل
455,Schnur::N,хьхьа,دوبارة
456,Decke::N,виргъан,بطانية
457,Kissen::N,кӏаралу,وسادة
458,Tuch::N,карщи,منديل
459,Handtuch::N,калихьу,فوطة
460,Handtuch::N,калихьу,منشفة
461,Handtuch::N,лажинлихьу,فوطة
462,Handtuch::N,лажинлихьу,منشفة
463,Kraft::N,эллаж,قدرة
464,Stärke::N,гуж,قوة
465,Gesundheit::N,цӏуллу-сагъшиву,صحة
466,Krankheit::N,къашайшиву,مرض
467,Schmerz::N,къюву,ألم
468,Schmerz::N,къюву,وجع
469,Wunde::N,щаву,جرح
470,Fieber::N,кӏиришиву,حمى
471,Arznei::N,дару,دواء
472,Brücke::N,ламу,جسر
473,Brunnen::N,къуй,بئر
474,Weide::N,бизантту,مرعى
475,Pfad::N,жегъир ххуллу,درب
476,Weg::N,ххуллу,سكة
477,Straße::N,ххуллу,طريق
478,Dorf::N,щар,قرية
479,Dorf::N,шяравалу,قرية
480,Stadt::N,шагьру,مدينة
481,Brief::N,чагъар,خطاب
482,Brief::N,чагъар,مكتوب
483,Buch::N,лу,كتاب
484,Buchstabe::N,хӏарп,حرف
485,Zeitung::N,кказит,جريدة
486,Leben::N,оьрму,عيش
487,Leben::N,оьрму,حياة
488,Tod::N,ажал,موت
489,Tod::N,ажал,وفاة
490,Tod::N,бивкӏу,موت
491,Tod::N,бивкӏу,وفاة
492,Tod::N,ивчӏаву,موت
493,Tod::N,ивчӏаву,وفاة
494,Grab::N,гьав,قبر
495,Kirche::N,килиса,كنيسة
496,Sünde::N,бунагъ,خطيئة
497,Gott::N,зал,إله
498,Arbeiter::N,зузала,عامل
499,Chef::N,ялувма,رئيس
500,Meister::N,усттар,أسطى
501,Arzt::N,хӏакин,طبيب
502,Lehrer::N,учитель,مدرس
503,Geld::N,арцу,نقود
504,Geschäft::N,даву,صفقة
505,Laden::N,ттучан,دكان
506,Preis::N,багъа,سعر
507,Ware::N,хъус,بضاعة
508,Nutzen::N,хайр,فائدة
509,Nutzen::N,мюнпат,فائدة
510,Reichtum::N,давлат,غنى
511,Reichtum::N,давлат,ثروة
512,Reichtum::N,аваданшиву,غنى
513,Reichtum::N,аваданшиву,ثروة
514,Welt::N,дуниял,عالم
515,Welt::N,дуниял,دنيا
516,Land::N,билаят,بلد
517,Staat::N,паччахӏлугъ,دولة
518,Macht::N,власть,سلطة
519,Grenze::N,дазу,حدود
520,Krieg::N,дяъви,حرب
521,Feind::N,душман,عدو
522,Gewalt::N,къия,عنف
523,Kampf::N,лачӏуи уккаву,قتال
524,Bogen[Waffe]::N,ккуртта,قوس
525,Pfeil::N,чӏатӏаракӏ,سهم
526,Gewehr::N,ттупанг,بندقية
527,Fehler::N,гъалатӏ,خطأ
528,Lüge::N,щялмахъ,كذب
529,Schaden::N,зарал,تلف
530,Unglück::N,бала,نحس
531,Schuld::N,тахсир,ذنب
532,Alter::N,оьрму,سن
533,Alter::N,оьрму,عمر
534,Schluss::N,ахир,ختام
535,Schluss::N,ахир,نهاية
536,Zeit::N,чӏун,وقت
537,Tag::N,кьини,يوم
538,Morgen::N,кӏюрх,صباح
539,Mittag::N,ахттайн,ظهر
540,Mittag::N,дяахттайн,ظهر
541,Mittag::N,ахттайн чӏун,ظهر
542,Abend::N,маркӏачӏан,مساء
543,Nacht::N,хьхьу,ليلة
544,Woche::N,нюжмар,أسبوع
545,Monat::N,барз,شهر
546,Jahr::N,шин,عام
547,Jahr::N,шин,سنة
548,Frühling::N,инт,ربيع
549,Sommer::N,гъи,صيف
550,Herbst::N,ссут,خريف
551,Winter::N,кӏи,شتاء
552,Januar::N,цалчинмур барз,يناير
553,Januar::N,цалчинмур барз,كانون الثاني
554,Februar::N,кӏилчинмур барз,شباط
555,Februar::N,кӏилчинмур барз,فبراير
556,März::N,шамилчинмур барз,آذار
557,März::N,шамилчинмур барз,مارس
558,April::N,апрель,نيسان
559,April::N,мукьилчинмур барз,نيسان
560,Mai::N,май,مايو
561,Mai::N,ххюлчинмур барз,مايو
562,Juni::N,июнь,يونيو
563,Juni::N,июнь,حزيران
564,Juni::N,ряххилчинмур барз,يونيو
565,Juni::N,ряххилчинмур барз,حزيران
566,Juli::N,июль,تموز
567,Juli::N,июль,يوليو
568,Juli::N,Арулчинмур барз,تموز
569,Juli::N,Арулчинмур барз,يوليو
570,August::N,мяйлчинмур барз,آب
571,August::N,мяйлчинмур барз,أغسطس
572,September::N,урчӏилчинмур барз,أيلول
573,September::N,урчӏилчинмур барз,سبتمبر
574,Oktober::N,ацӏилчинмур барз,أكتوبر
575,Oktober::N,ацӏилчинмур барз,تشرين الأول
576,November::N,ацӏния цалчинмур барз,نوفمبر
577,November::N,ацӏния цалчинмур барз,تشرين الثاني
578,Dezember::N,ацӏния кӏилчинмур барз,ديسمبر
579,Dezember::N,ацӏния кӏилчинмур барз,كانون الأول
580,Montag::N,итин,يوم الاثنين
581,Montag::N,итин кьини,يوم الاثنين
582,Dienstag::N,тталат,يوم الثلاثاء
583,Dienstag::N,тталат кьини,يوم الثلاثاء
584,Mittwoch::N,арвахӏ,يوم الأربعاء
585,Donnerstag::N,хамис,يوم الخميس
586,Freitag::N,нюжмар,يوم الجمعة
587,Freitag::N,нюжмар кьини,يوم الجمعة
588,Samstag::N,ххуллун,يوم السبت
589,Samstag::N,ххуллун кьини,يوم السبت
590,Sonntag::N,алхӏат,يوم الأحد
591,Sonntag::N,алхӏат кьини,يوم الأحد
592,groß::A,бугъарасса,كبير
593,klein::A,чӏивисса,صغير
594,lang::A,лахъисса,طويل
595,kurz::A,кутӏасса,قصير
596,breit::A,уттасса,واسع
597,schmal::A,уттакӏюласса,ضيق
598,dicht::A,ццунсса,كث
599,dicht::A,ццунсса,كثيف
600,dick[Gegenstand]::A,ганзсса,غليظ
601,dünn::A,кӏюласса,رفيع
602,fest::A,цӏакьсса,متين
603,fest::A,кьянкьасса,متين
604,flach::A,баягъисса,سهل
605,flach::A,баягъисса,منبسط
606,flach::A,цӏубакъасса,سهل
607,flach::A,цӏубакъасса,منبسط
608,flach::A,куртӏ дакъасса,سهل
609,flach::A,куртӏ дакъасса,منبسط
610,glatt::A,дюрчӏусса,ناعم
611,hart::A,кьянкьасса,صلب
612,hart::A,кьянкьасса,جامد
613,weich::A,кӏукӏлусса,لين
614,rund::A,ккурккисса,مستدير
615,spitz::A,ярксса,مدبب
616,spitz::A,дайлсса,مدبب
617,spitz::A,мицӏ бусса,مدبب
618,scharf::A,ярксса,حاد
619,scharf::A,дайлсса,حاد
620,scharf::A,мицӏ бусса,حاد
621,stumpf::A,къуркъасса,ثالم
622,schwer::A,кӏусса,ثقيل
623,schön::A,аьнтӏикӏасса,جميل
624,heiß::A,кӏирисса,حار
625,heiß::A,кӏирисса,ساخن
626,warm::A,гъелисса,دافئ
627,kalt::A,дяркъусса,بارد
628,kühl::A,дюхлулсса,قر
629,frisch::A,цӏусса,طازج
630,feucht::A,атилсса,رطب
631,feucht::A,хъавтусса,رطب
632,nass::A,атилсса,مبلول
633,nass::A,хъавтусса,مبلول
634,trocken::A,кьавкьсса,جاف
635,trocken::A,кьакьан бувсса,جاف
636,voll::A,бувцӏусса,ملء
637,leer::A,бачӏвасса,خال
638,leer::A,бачӏвасса,فارغ
639,offen::A,тӏивтӏусса,مفتوح
640,geschlossen::A,лавкьусса,مغلق
641,sauber::A,марцӏсса,نظيف
642,schmutzig::A,чапалсса,قذر
643,roh::A,шакъавхьсса,نيء
644,reif::A,дирсса,ناضج
645,lecker::A,нахӏусса,لذيذ
646,lecker::A,тӏааьнсса,لذيذ
647,süß::A,нацӏусса,حلو
648,bitter::A,кьурчӏисса,مر
649,sauer::A,туршсса,حامض
650,hell::A,чаннасса,نير
651,dunkel::A,цӏансса,مظلم
652,schwarz::A,лухӏисса,أسود
653,weiß::A,кӏяласса,أبيض
654,rot::A,ятӏулсса,أحمر
655,gelb::A,хъахъисса,أصفر
656,blau::A,някӏсса,أزرق
657,grün::A,щюлисса,أخضر
658,grau::A,оьрусса,رمادي
659,bunt::A,оьрчӏикӏурисса,ملوب
660,billig::A,кьювкьусса,رخيص
661,teuer::A,ххирасса,غال
662,wertvoll::A,багьасса,ثمين
663,blind::A,мурчӏисса,أعمى
664,taub::A,къюкӏсса,أصم
665,taub::A,къюкӏсса,أطرش
666,kräftig::A,гужсса,قوي
667,stark::A,кьянкьасса,قوي
668,schwach::A,заэвсса,ضعيف
669,fett::A,бучсса,سمين
670,schlank::A,бювхъусса,أهيف
671,hübsch::A,янусса,جميل
672,böse::A,оьсса,رديء
673,dumm::A,ахӏмакьсса,أبله
674,dumm::A,ахӏмакьсса,أحمق
675,faul::A,танмалсса,كسلان
676,faul::A,курчӏилсса,كسلان
677,fleißig::A,хӏарачат бусса,مجتهد
678,geizig::A,янттарцӏансса,بخيل
679,klug::A,аькьлу бусса,ذكي
680,klug::A,аькьлу бусса,عاقل
681,geschickt::A,паргалсса,ماهر
682,lieb::A,аьзизсса,عزيز
683,lustig::A,тяхъасса,مرح
684,sanft::A,иминсса,حليم
685,hungrig::A,ккашилсса,جائع
686,krank::A,къашавайсса,مريض
687,nackt::A,кӏачӏасса,عار
688,traurig::A,пашмансса,حزين
689,lebendig::A,уттавасса,حي
690,gut::A,ххуйсса,جيد
691,schlecht::A,оьккисса,سيء
692,richtig::A,саргъунсса,صحيح
693,schlimm::A,оьккисса,خبيث
694,wahr::A,хӏакьсса,حق
695,alt::A,кугьнасса,قديم
696,neu::A,цӏусса,جديد
697,ehemalig::A,хъхъичӏвасса,سابق
698,alt[Lebewesen]::A,агьилсса,مسن
699,jung::A,чӏавасса,شاب
700,jung::A,чӏавасса,صغير
701,jung::A,жагьилсса,شاب
702,jung::A,жагьилсса,صغير
703,arm::A,мискинсса,فقير
704,reich::A,авадансса,غني
705,bekannt::A,дусъсса,معلوم
706,berühmt::A,машгьурсса,مشهور
707,fremd::A,чил,أجنبي
708,verschieden::A,личӏи-личӏисса,مختلف
709,nah::A,гъансса,قريب
710,fern::A,архсса,بعيد
711,linker::A,кияхсса,يسار
712,linker::A,кюччахсса,يسار
713,rechter::A,урчӏахсса,يمين
714,anderer::A,цамур,آخر
715,erster::A,цалчинмур,أول
716,erster::A,цалчиннсса,أول
717,zweiter::A,кӏилчиимур,ثان
718,dritter::A,шамулчинмур,ثالث
719,letzter::A,махъва-махъмур,أخير
720,allein::ADV,ялгъузну,وحده
721,zusammen::ADV,цачӏу,معا
722,zusammen::ADV,архӏал,معا
723,lange::ADV,батӏи къабуклай,مدة طويلة
724,lange::ADV,хъунмасса хӏаллай,مدة طويلة
725,plötzlich::ADV,цакуну,فجأة
726,sofort::ADV,мугьлат бакъа,حالا
