,Concept_ID,xal,ja
815,aufgehen[Sonne]::V,һарх,出る
816,untergehen[Sonne]::V,орх,沈む
817,untergehen[Sonne]::V,сүүрлх,沈む
818,scheinen[Sonne]::V,герлтх,輝く
819,donnern::V,күрҗңнх,雷が鳴る
820,wehen::V,сальклх,吹く
821,strömen::V,һооҗх,流れる
822,fließen::V,урсх,流れる
823,sich drehen::V,эргх,回転する
824,schwanken::V,дәәвлх,揺れる
825,schwingen::V,нәәхлх,振動する
826,fallen::V,унх,落ちる
827,fallen::V,киисх,落ちる
828,brennen::V,шатх,燃える
829,rauchen::V,ута һарһх,煙を出す
830,regnen::V,орх,雨が降る
831,gefrieren::V,мөстх,凍る
832,tauen::V,хәәлх,溶ける
833,schmelzen::V,хәәлх,溶ける
834,schmelzen::V,хәәлгдх,溶ける
835,trocknen::V,эврх,乾く
836,sieden::V,буслх,沸く
837,faulen::V,үмкәрх,腐る
838,verfaulen::V,илҗрх,朽ちる
839,reißen::V,тасрх,切れる
840,versinken::V,чивх,沈む
841,vergehen::V,болх,経つ
842,erscheinen::V,һарх,現れる
843,verschwinden::V,уга болх,消える
844,sinken::V,татгдх,下がる
845,abnehmen::V,хасгдх,減る
846,zunehmen::V,өсх,増える
847,steigen::V,немх,上がる
848,wachsen::V,өсх,伸びる
849,wachsen::V,урһх,伸びる
850,glänzen::V,гилвкх,輝く
851,funkeln::V,цәклх,ぴかぴか光る
852,lärmen::V,шууглдх,騒ぐ
853,läuten::V,хоңх,鳴る
854,klingeln::V,җиңнулх,鳴る
855,klirren::V,җиңнх,がらんがらんと鳴る
856,brausen::V,догшрхх,逆巻く
857,rauschen::V,сарҗңнх,戦ぐ
858,klingen::V,ә һарх,鳴る
859,bellen::V,хуцх,吠える
860,heulen::V,уульх,きゃんきゃん鳴く
861,blasen::V,үләх,吹く
862,pfeifen::V,ишкрх,口笛を吹く
863,schreien::V,хәәкрх,叫ぶ
864,stöhnen::V,түңшх,うめく
865,zittern::V,дагҗннх,震える
866,leben::V,бәәх,生きている
867,geboren werden::V,төрх,生まれる
868,atmen::V,әмсхлх,呼吸する
869,trinken::V,уух,飲む
870,essen::V,идх,食べる
871,schlucken::V,зальгх,飲み込む
872,müde werden::V,көшх,眠くなる
873,einschlafen::V,унтх,寝付く
874,schlafen::V,нөөрсх,眠る
875,aufwachen::V,серх,目が覚める
876,aufstehen::V,босх,起きる
877,sich erholen::V,амрх,休養する
878,krank werden::V,гемтх,病気になる
879,krank sein::V,шалтглх,病気である
880,schmerzen::V,өвдх,痛む
881,husten::V,ханях,咳をする
882,genesen::V,эдгх,元気になる
883,sterben::V,үкх,死ぬ
884,sterben::V,үкх,亡くなる
885,sterben::V,өңгрх,死ぬ
886,sterben::V,өңгрх,亡くなる
887,umkommen::V,үкх,死亡する
888,sich bewegen::V,көдлх,移動する
889,sich bewegen::V,көндрх,移動する
890,sich rühren::V,көндрх,動く
891,sich erheben::V,босх,立ち上がる
892,sich setzen::V,суух,座る
893,hinfallen::V,унх,転ぶ
894,hinfallen::V,киисх,転ぶ
895,laufen::V,йовх,歩く
896,schreiten::V,алхх,跨ぐ
897,spazierengehen::V,сергҗ йовх,散歩する
898,eilen::V,шулудх,急ぐ
899,sich beeilen::V,адһх,焦る
900,sich beeilen::V,шамдх,焦る
901,sausen::V,хурдлх,疾駆する
902,sausen::V,йир_хурдар_гүүх,疾駆する
903,sausen::V,йир_хурдар_йовх,疾駆する
904,rennen::V,гүүх,走る
905,springen::V,һәрәдх,跳ぶ
906,klettern::V,давшх,よじ登る
907,schaukeln::V,дүүдңндх,ぶらんこに乗る
908,kriechen::V,мөлкх,這う
909,schwimmen::V,усчх,泳ぐ
910,tauchen::V,булхх,潜る
911,rudern::V,хәәвдх,漕ぐ
912,fahren::V,йовх,行く
913,fahren::V,йовх,乗車する
914,fliegen::V,нисх,飛ぶ
915,gehen::V,йовх,行く
916,weggehen::V,йовх,立ち去る
917,weggehen::V,одх,立ち去る
918,weggehen::V,һарх,立ち去る
919,weggehen::V,мөрлх,立ち去る
920,abfahren::V,мордх,出発する
921,anhalten::V,зогсх,止まる
922,hineingehen::V,орх,入る
923,eintreten::V,орх,中に入る
924,kommen::V,ирх,来る
925,ankommen::V,ирх,着く
926,ankommen::V,ирх,到着する
927,zurückkommen::V,орх,帰る
928,bleiben::V,бәәх,留まる
929,warten::V,күләх,待つ
930,erwarten::V,күләх,期待する
931,suchen::V,хәәх,探る
932,finden::V,олх,見つける
933,versuchen::V,седх,試す
934,vorbereiten::V,белдх,準備する
935,lieben::V,дурлх,愛する
936,mögen::V,таассгдх,好きである
937,lachen::V,инәх,笑う
938,rühren::V,уйрах,感情を動かす
939,weinen::V,уульх,泣く
940,schimpfen::V,харах,叱る
941,sich ärgern::V,уурлх,怒る
942,sich ärgern::V,уурлх,腹を立てる
943,sich fürchten::V,әәх,怖がる
944,fürchten::V,әәх,恐れる
945,fürchten::V,сүрдх,恐れる
946,fliehen::V,зулх,逃げる
947,flüchten::V,орһх,逃亡する
948,flüchten::V,зулх,逃亡する
949,sehen::V,үзх,見る
950,anschauen::V,харх,眺める
951,ansehen::V,хәләх,見る
952,ansehen::V,үзх,見る
953,hören::V,соңсх,聞く
954,zuhören::V,соңсх,聴く
955,probieren::V,амсх,食べてみる
956,riechen::V,үнрчлх,気取る
957,fühlen::V,медх,感じる
958,scheinen::V,болҗ медгдх,ように見える
959,scheinen::V,миниһәр болхла,ように見える
960,scheinen::V,болад бәәх,ように見える
961,zu sehen sein::V,үзгдх,見える
962,vernehmen::V,соңсх,承る
963,frieren::V,даарх,寒気がする
964,tun::V,кех,する
965,können::V,чадх,出来る
966,wollen::V,дурлх,-たい
967,anfangen::V,эклх,始める
968,beenden::V,дуусх,終える
969,aufhören::V,уурх,止める
970,gelingen::V,бүтх,成功する
971,gelingen::V,күцәх,成功する
972,geraten::V,болх,当たる
973,öffnen::V,секх,開く
974,öffnen::V,секх,開ける
975,schließen::V,хаах,閉める
976,stellen::V,тәвх,置く
977,stellen::V,тәвх,据える
978,setzen::V,суулһх,座らせる
979,legen::V,тәвх,置く
980,berühren::V,көндәх,触る
981,berühren::V,көндәх,触れる
982,verbinden::V,боох,結びつける
983,bedecken::V,хучх,覆う
984,bedecken::V,бүркх,覆う
985,aufhängen::V,өлгх,掛ける
986,anzünden::V,асах,燃やす
987,anzünden::V,асах,火をつける
988,anzünden::V,шатах,燃やす
989,anzünden::V,шатах,火をつける
990,aufheben::V,өөдән өргх,拾う
991,zurücklassen::V,үлдәх,残す
992,verlieren::V,геех,無くす
993,fallen lassen::V,алдх,落とす
994,machen::V,кех,作る
995,herstellen::V,кех,製造する
996,bauen::V,тосхх,建設する
997,reparieren::V,ясх,直す
998,reparieren::V,ясх,修理する
999,verbessern::V,сәәрүлх,改良する
1000,ändern::V,хүврәх,変える
1001,graben::V,малтх,掘る
1002,beugen::V,нуһлх,折る
1003,biegen::V,матилһх,曲げる
1004,drehen::V,эргүлх,回す
1005,wenden::V,көмрх,裏返す
1006,wenden::V,эргүлх,裏返す
1007,umdrehen::V,эргүлх,裏返す
1008,heben::V,өргх,挙げる
1009,heben::V,деер өргх,挙げる
1010,hochheben::V,өргх,持ち上げる
1011,ergreifen::V,бәрх,取り上げる
1012,halten::V,бәрх,持つ
1013,drücken::V,шахх,押す
1014,schieben::V,түлкх,ずらす
1015,kratzen::V,мааҗх,引っ掻く
1016,lecken::V,долах,なめる
1017,beißen::V,хазх,噛む
1018,abreißen::V,таслх,剝ぎ取る
1019,abschneiden::V,тәәрх,切り取る
1020,binden::V,боох,縛る
1021,stecken::V,шаах,差し込む
1022,stecken::V,хатхх,差し込む
1023,brechen::V,хамхлх,破る
1024,klopfen::V,цокх,とんとん叩く
1025,hauen::V,цокх,叩く
1026,kleben::V,наах,貼る
1027,kleben::V,наах,くっ付ける
1028,reiben::V,зүлгх,擦る
1029,streichen::V,наах,塗る
1030,streichen::V,лашх,塗る
1031,streichen::V,түркх,塗る
1032,schleifen::V,хурцлх,研ぐ
1033,schneiden::V,хәәчлх,切る
1034,rütteln::V,дәәвлүлх,揺さぶる
1035,schütteln::V,сегсрх,振る
1036,schütteln::V,сегсрх,揺さぶる
1037,schwenken::V,дайлх,振る
1038,schütten::V,кех,注ぐ
1039,füllen::V,дүүргх,いっぱいにする
1040,einwickeln::V,орах,包む
1041,tragen::V,зөөх,運ぶ
1042,schleppen::V,чирх,引きずる
1043,ziehen::V,татх,引く
1044,aufbewahren::V,хадһлх,預かる
1045,werfen::V,хайх,投げる
1046,fangen::V,бәрх,受ける
1047,fangen::V,хавлх,受ける
1048,packen::V,бәрх,掴む
1049,verstecken::V,дүрх,隠す
1050,verstecken::V,бултулх,隠す
1051,teilen::V,хувах,分ける
1052,schicken::V,илгәх,送る
1053,bringen::V,авч ирх,持って行く
1054,hinzufügen::V,немх,加える
1055,bekommen::V,авх,得る
1056,erhalten::V,авх ,受ける
1057,nehmen::V,авх,取る
1058,wählen::V,шүүх,選ぶ
1059,auswählen::V,шүүх,選ぶ
1060,bewahren::V,хадһлх,保存する
1061,bewahren::V,кевтнь үлдәх,保存する
1062,bewahren::V,кевтнь бәәлһх,保存する
1063,behindern::V,харшлх,妨害する
1064,verderben::V,үрәх,台無しにする
1065,beschädigen::V,эвдх,損傷する
1066,zerbrechen::V,күүлх,割る
1067,zerbrechen::V,хамхлх,割る
1068,zerreißen::V,шуучх,引き裂く
1069,zerstören::V,эвдх,破壊する
1070,verbrennen::V,шатах,焼く
1071,geben::V,өгх,上げる
1072,reichen::V,өгх,渡す
1073,schenken::V,белглх,贈る
1074,versprechen::V,амлх,約束する
1075,wünschen::V,сә хәәх,望む
1076,loben::V,магтх,褒める
1077,küssen::V,үмсх,キスする
1078,wiegen::V,саатулх,揺する
1079,zudecken::V,бүркх,覆う
1080,wecken::V,серүлх,起こす
1081,zeigen::V,үзүлх,見せる
1082,führen::V,көтлх,案内する
1083,lehren::V,заах,教える
1084,lehren::V,сурһх,教える
1085,unterrichten::V,сурһх,通知する
1086,unterrichten::V,багшлх,通知する
1087,aufziehen::V,өскәх,育てる
1088,leiten::V,һардх,導く
1089,leiten::V,толһалх,導く
1090,antreiben::V,шамдах,励ます
1091,lassen::V,күч үзүлх,～させる
1092,einladen::V,үрх,誘う
1093,einladen::V,үрх,招待する
1094,vereinigen::V,хамцулх,一つにする
1095,besuchen::V,одх,訪ねる
1096,treffen::V,харһх,出会う
1097,sich versammeln::V,цуглрх,集まる
1098,sich versammeln::V,хурх,集まる
1099,spielen::V,наадх,遊ぶ
1100,singen::V,дуулх,歌う
1101,tanzen::V,биилх,踊る
1102,sich trennen::V,хаһцх,別れる
1103,verlassen::V,хайх,別れる
1104,retten::V,әм аврх,救う
1105,retten::V,әм аврх,助ける
1106,retten::V,әәмшгәс харсх,救う
1107,retten::V,әәмшгәс харсх,助ける
1108,bewachen::V,харх,見張る
1109,bewachen::V,харх,軽微する
1110,bewachen::V,манх,見張る
1111,bewachen::V,манх,軽微する
1112,schützen::V,харсх,保護する
1113,verteidigen::V,харсх,守る
1114,sich schlagen::V,гүвдлдх,殴る
1115,schießen::V,хах,撃つ
1116,siegen::V,диилх,勝つ
1117,ärgern::V,уурлулх,怒らせる
1118,schlagen::V,цокх,殴る
1119,schlagen::V,гүвдх,殴る
1120,stechen::V,хатхх,突く
1121,stoßen::V,түлкчкх,突く
1122,stehlen::V,хулхалх,盗る
1123,stören::V,һә болх,構う
1124,belästigen::V,амр эс өгх,邪魔する
1125,verbergen::V,нуух,隠す
1126,verbergen::V,бултулх,隠す
1127,täuschen::V,меклх,だます
1128,betrügen::V,меклх,だます
1129,betrügen::V,мек һарһх,だます
1130,töten::V,алх,殺す
1131,wohnen::V,бәәх,住む
1132,arbeiten::V,көдлх,働く
1133,sammeln::V,түүх,集める
1134,sammeln::V,түүх,収集する
1135,pflücken::V,түүх,摘む
1136,pflücken::V,хурах,摘む
1137,jagen::V,аңнх,狩りをする
1138,jagen::V,аңһучлх,狩りをする
1139,fischen::V,заһс аңнх,釣る
1140,fassen::V,бәрх,捕る
1141,hüten::V,хәрүлх,放牧する
1142,treiben::V,туух,追う
1143,anbinden::V,уйх,繋ぐ
1144,füttern::V,теҗәх,餌をやる
1145,melken::V,саах,搾乳する
1146,hacken::V,чавчх,刻む
1147,gießen::V,услх,水をやる
1148,reifen::V,болх,熟す
1149,reifen::V,болвсрх,熟す
1150,zubereiten::V,белдх,調理する
1151,kochen::V,чанх,煮る
1152,kochen::V,болһх,煮る
1153,backen::V,болһх,焼く
1154,braten::V,хуурх,焼く
1155,braten::V,хуурх,炒める
1156,umrühren::V,самрх,混ぜる
1157,stricken::V,өлгх,編む
1158,nähen::V,уйх,縫う
1159,färben::V,будх,染める
1160,reinigen::V,цеврлх,掃除する
1161,waschen::V,уһах,洗う
1162,waschen::V,уһах,洗濯する
1163,abwischen::V,арчх,拭く
1164,spülen::V,зәәлх,洗う
1165,spülen::V,зәәлх,すすぐ
1166,fegen::V,сәвүрдх,掃除する
1167,kehren::V,сәвүрдх,掃く
1168,baden::V,өөмх,入浴する
1169,sich waschen::V,уһах,洗う
1170,sich waschen::V,бийән уһаҗ,洗う
1171,ausziehen::V,тәәлх,脱ぐ
1172,anziehen::V,өмсх,着る
1173,sich anziehen::V,хувцлх,着る
1174,kämmen::V,самлх,梳く
1175,schmücken::V,чимх,飾る
1176,schmücken::V,кеерүлх,飾る
1177,sagen::V,келх,言う
1178,sprechen::V,келх,話す
1179,reden::V,күүндх,話す
1180,reden::V,күр_кех,話す
1181,sich unterhalten::V,күүндх,話をする
1182,fragen::V,сурх,聞く
1183,bitten::V,эрх,頼む
1184,bitten::V,эрх,お願いする
1185,erzählen::V,келх,物語る
1186,erzählen::V,келҗ өгх,物語る
1187,mitteilen::V,медүлх,伝える
1188,nennen::V,нерәдх,名づける
1189,nennen::V,нер өгх,名づける
1190,rufen::V,дуудх,呼ぶ
1191,prahlen::V,көөрх,自慢する
1192,übersetzen::V,орчулх,訳す
1193,denken::V,санх,考える
1194,glauben::V,шүтх,信じる
1195,glauben::V,нәәлх,信じる
1196,bemerken::V,темдглх,気が付く
1197,erkennen::V,таньх,認識する
1198,erkennen::V,медх,認識する
1199,begreifen::V,медх,分かる
1200,verstehen::V,соңсх,聞き取る
1201,lernen::V,сурх,学ぶ
1202,lernen::V,сурх,勉強する
1203,wissen::V,медх,知っている
1204,sich erinnern an::V,санх,思い出す
1205,vergessen::V,мартх,忘れる
1206,messen::V,кемҗәлх,計る
1207,messen::V,кемҗәлх,測定する
1208,zählen::V,тоолх,数える
1209,rechnen::V,тоолх,計算する
1210,lesen::V,умшх,読む
1211,malen::V,зурх,描く
1212,zeichnen::V,зурх,写生する
1213,schreiben::V,бичх,書く
1214,besitzen::V,эзлх,所持する
1215,kaufen::V,хулдҗ авх,買う
1216,verkaufen::V,хулдх,売る
1217,verkaufen::V,гүүлгх,売る
1218,bezahlen::V,өгх,払う
1219,zahlen::V,өгх,支払う
1220,beherrschen::V,эзлх,支配する
1221,ertragen::V,даах,耐える
1222,treten::V,,蹴る
