,Concept_ID,lv,kv
87,Bein::N,кок,кок
88,Bein::N,kāja,кок
89,Körper::N,туша,вывтыр
90,Körper::N,вывтыр,вывтыр
91,Körper::N,miesa,вывтыр
92,Körper::N,ķermenis,вывтыр
93,Haut::N,ку,кучик
94,Haut::N,āda,кучик
95,Blut::N,вир,вир
96,Blut::N,asins,вир
97,Ader::N,сӧн,сӧн
98,Ader::N,asinsvads,сӧн
99,Sehne::N,вез,жила
100,Sehne::N,dzīsla,жила
101,Knochen::N,лы,коска
102,Knochen::N,kauls,коска
103,Gehirn::N,вем,вем
104,Gehirn::N,smadzenes,вем
105,Herz::N,сьӧлӧм,сьӧлӧм
106,Herz::N,sirds,сьӧлӧм
107,Magen::N,кынӧм,жӧвдӧк
108,Magen::N,kuņģis,жӧвдӧк
109,Leber::N,мус,мус
110,Leber::N,aknas,мус
111,Atem::N,лов,лолалӧм
112,Atem::N,elpa,лолалӧм
113,Hunger::N,тшыг,тшыг
114,Hunger::N,bads,тшыг
115,Hunger::N,izsalkums,тшыг
116,Träne::N,синва,синва
117,Träne::N,asara,синва
118,Geschmack::N,кӧр,кӧр
119,Geschmack::N,чӧсмӧс,кӧр
120,Geschmack::N,garša,кӧр
121,Geruch::N,зын,дук
122,Geruch::N,дук,дук
123,Geruch::N,smaka,дук
124,Schlaf::N,узьӧм,он
125,Schlaf::N,miegs,он
126,Traum::N,вӧт,вӧт
127,Traum::N,вӧтасьӧм,вӧт
128,Traum::N,sapnis,вӧт
129,Himmel::N,енэж,небо
130,Himmel::N,debess,небо
131,Sonne::N,шонді,шондi
132,Sonne::N,saule,шондi
133,Mond::N,тӧлысь,тӧлiсь
134,Mond::N,mēness,тӧлiсь
135,Stern::N,кодзув,кӧдзыв
136,Stern::N,zvaigzne,кӧдзыв
137,Luft::N,сынӧд,ру
138,Luft::N,gaiss,ру
139,Wind::N,тӧв,тӧв
140,Wind::N,vējš,тӧв
141,Welle::N,гы,гы
142,Welle::N,vilnis,гы
143,Wasser::N,ва,ва
144,Wasser::N,ūdens,ва
145,Stein::N,из,из
146,Stein::N,akmens,из
147,Boden::N,му,му
148,Boden::N,augsne,му
149,Erde::N,му,му
150,Erde::N,му-ва,му
151,Erde::N,zeme,му
152,Staub::N,бус,бус
153,Staub::N,putekļi,бус
154,Rauch::N,тшын,тшын
155,Rauch::N,dūmi,тшын
156,Funke::N,кинь,бичир
157,Funke::N,би кинь,бичир
158,Funke::N,dzirkstele,бичир
159,Feuer::N,би,би
160,Feuer::N,uguns,би
161,Licht::N,югӧр,би
162,Licht::N,gaisma,би
163,Schatten::N,вуджӧр,вуджӧр
164,Schatten::N,ēna,вуджӧр
165,Wetter::N,поводдя,погоддя
166,Wetter::N,laiks,погоддя
167,Nebel::N,ру,туман
168,Nebel::N,онь,туман
169,Nebel::N,migla,туман
170,Wolke::N,кымӧр,кымӧр
171,Wolke::N,mākonis,кымӧр
172,Regen::N,зэр,зэр
173,Regen::N,lietus,зэр
174,Schnee::N,лым,лым
175,Schnee::N,sniegs,лым
176,Eis::N,йи,йы
177,Eis::N,ledus,йы
178,Frost::N,кӧдзыд,мороз
179,Frost::N,sals,мороз
180,Kälte::N,кӧдзыд,кӧдзыт
181,Kälte::N,saltums,кӧдзыт
182,Kälte::N,aukstums,кӧдзыт
183,Hitze::N,пӧсь,ӧд
184,Hitze::N,гожӧд,ӧд
185,Hitze::N,karstums,ӧд
186,Raureif::N,пуж,кижа
187,Raureif::N,гыӧр,кижа
188,Raureif::N,sarma,кижа
189,Regenbogen::N,ӧшкамӧшка,енӧшка
190,Regenbogen::N,varavīksne,енӧшка
191,Donner::N,гым,гым
192,Donner::N,pērkons,гым
193,Strömung::N,ва ныр,визывтӧм
194,Strömung::N,визувтӧм,визывтӧм
195,Strömung::N,straume,визывтӧм
196,Strömung::N,strāvojums,визывтӧм
197,Tropfen::N,войт,тёп
198,Tropfen::N,lāse,тёп
199,Schaum::N,быг,быг
200,Schaum::N,быгзьӧм,быг
201,Schaum::N,putas,быг
202,Schmutz::N,няйт,нять
203,Schmutz::N,dubļi,нять
204,See::N,ты,ты
205,See::N,ezers,ты
206,Sumpf::N,гыбад,арай
207,Sumpf::N,кад,арай
208,Sumpf::N,dumbrājs,арай
209,Sumpf::N,staignājs,арай
210,Moor::N,нюр,нюр
211,Moor::N,purvs,нюр
212,Moor::N,muklājs,нюр
213,Wiese::N,видз,видз
214,Wiese::N,pļava,видз
215,Wald::N,вӧр,вӧр
216,Wald::N,mežs,вӧр
217,Hügel::N,дзиб,мыльк
218,Hügel::N,мыльк,мыльк
219,Hügel::N,нӧрыс,мыльк
220,Hügel::N,paugurs,мыльк
221,Anhöhe::N,мыльк,вывтас
222,Anhöhe::N,мыльк,вылынін
223,Anhöhe::N,нӧрыс,вывтас
224,Anhöhe::N,нӧрыс,вылынін
225,Anhöhe::N,paugurs,вывтас
226,Anhöhe::N,paugurs,вылынін
227,Berg::N,чой,керӧс
228,Berg::N,керӧс,керӧс
229,Berg::N,kalns,керӧс
230,Gipfel::N,чук,йыв
231,Gipfel::N,virsotne,йыв
232,Höhle::N,рудӧг,нора
233,Höhle::N,ala,нора
234,Abhang::N,ньывк,покат
235,Abhang::N,бокша,покат
236,Abhang::N,nogāze,покат
237,Quelle::N,ӧшмӧс,больган
238,Quelle::N,avots,больган
239,Bach::N,шор,шор
240,Bach::N,urga,шор
241,Bach::N,strauts,шор
242,Fluss::N,ю,ю
243,Fluss::N,upe,ю
244,Ufer::N,вадор,берег
245,Ufer::N,krasts,берег
246,Küste::N,вадор,берег
247,Küste::N,piekraste,берег
248,Festland::N,му,му
249,Festland::N,sauszeme,му
250,Meer::N,саридз,море
251,Meer::N,jūra,море
252,Bucht::N,куръя,курья
253,Bucht::N,līcis,курья
254,Insel::N,ді,
255,Insel::N,sala,
256,Blume::N,дзоридз,цветок
257,Blume::N,puķe,цветок
258,Blume::N,zieds,цветок
259,Gras::N,турун,турун
260,Gras::N,zāle,турун
261,Wurzel::N,вуж,вуж
262,Wurzel::N,sakne,вуж
263,Baum::N,пу,пу
264,Baum::N,koks,пу
265,Stamm::N,пучер,мыр
266,Stamm::N,пучер,кер
267,Stamm::N,stumbrs,мыр
268,Stamm::N,stumbrs,кер
269,Rinde::N,кырсь,кач
270,Rinde::N,miza,кач
271,Ast::N,ув,ув
272,Ast::N,zars,ув
273,Zweig::N,вож,ув
274,Zweig::N,nozare,ув
275,Blatt::N,кор,лист
276,Blatt::N,lapa,лист
277,Birke::N,кыдз,кыдз
278,Birke::N,bērzs,кыдз
279,Kiefer[Baum]::N,пожӧм,пожум
280,Kiefer[Baum]::N,priede,пожум
281,Weide[Baum]::N,бадь,бадь
282,Weide[Baum]::N,kārkls,бадь
283,Tanne::N,коз,кӧз
284,Tanne::N,egle,кӧз
285,Horn::N,сюр,сюр
286,Horn::N,rags,сюр
287,Feder::N,гӧн,гӧн
288,Feder::N,тывборд,гӧн
289,Feder::N,spalva,гӧн
290,Fell::N,ку,кучик
291,Fell::N,āda,кучик
292,Flügel::N,борд,борд
293,Flügel::N,spārns,борд
294,Klaue::N,гыж,гыж
295,Klaue::N,nags,гыж
296,Kralle::N,гыж,кабыр
297,Kralle::N,nags,кабыр
298,Schwanz::N,бӧж,бӧж
299,Schwanz::N,ļipa,бӧж
300,Ei::N,кольк,кольть
301,Ei::N,ola,кольть
302,Nest::N,поз,поз
303,Nest::N,ligzda,поз
304,Bau::N,горс,осьта
305,Bau::N,горс,нора
306,Bau::N,пырмӧс,осьта
307,Bau::N,пырмӧс,нора
308,Bau::N,гу,осьта
309,Bau::N,гу,нора
310,Bau::N,ala,осьта
311,Bau::N,ala,нора
312,Tier::N,пемӧс,зверь
313,Tier::N,dzīvnieks,зверь
314,Herde::N,стада,гурт
315,Herde::N,кельӧб,гурт
316,Herde::N,ganāmpulks,гурт
317,Kuh::N,мӧс,мӧс
318,Kuh::N,govs,мӧс
319,Bulle::N,ӧш,ӧшка
320,Bulle::N,bullis,ӧшка
321,Pferd::N,вӧв,вӧв
322,Pferd::N,zirgs,вӧв
323,Schaf::N,ыж,баля
324,Schaf::N,aita,баля
325,Schwein::N,порсь,порсь
326,Schwein::N,cūka,порсь
327,Hund::N,пон,пон
328,Hund::N,suns,пон
329,Katze::N,кань,кань
330,Katze::N,kaķis,кань
331,Bär::N,ош,ош
332,Bär::N,lācis,ош
333,Eichhörnchen::N,ур,ур
334,Eichhörnchen::N,vāvere,ур
335,Elch::N,йӧра,вӧр мӧс
336,Elch::N,alnis,вӧр мӧс
337,Fuchs::N,руч,руч
338,Fuchs::N,lapsa,руч
339,Hase::N,кӧч,кӧч
340,Hase::N,zaķis,кӧч
341,Maus::N,шыр,шыр
342,Maus::N,pele,шыр
343,Wolf::N,кӧин,кӧин
344,Wolf::N,vilks,кӧин
345,Vogel::N,кай,кай
346,Vogel::N,лэбач,кай
347,Vogel::N,putns,кай
348,Schwarm::N,чукӧр,стая
349,Schwarm::N,чукӧр,чукӧр
350,Schwarm::N,spiets,стая
351,Schwarm::N,spiets,чукӧр
352,Huhn::N,курӧг,курӧг
353,Huhn::N,vista,курӧг
354,Hahn::N,петук,петух
355,Hahn::N,петук,ай курӧг
356,Hahn::N,gailis,петух
357,Hahn::N,gailis,ай курӧг
358,Gans::N,дзодзӧг,дзодзог
359,Gans::N,zoss,дзодзог
360,Adler::N,кутш,куч
361,Adler::N,кутш,кутш
362,Adler::N,ērglis,куч
363,Adler::N,ērglis,кутш
364,Ente::N,утка,утка
365,Ente::N,pīle,утка
366,Eule::N,сюзь,тупка
367,Eule::N,pūce,тупка
368,Kranich::N,тури,тури
369,Kranich::N,dzērve,тури
370,Krähe::N,рака,рака
371,Krähe::N,vārna,рака
372,Kuckuck::N,кӧк,кӧк
373,Kuckuck::N,dzeguze,кӧк
374,Schwan::N,юсь,юсь
375,Schwan::N,gulbis,юсь
376,Fisch::N,чери,чери
377,Fisch::N,zivs,чери
378,Barsch::N,ёкыш,ёкыш
379,Barsch::N,asaris,ёкыш
380,Hecht::N,сир,сирпинь
381,Hecht::N,līdaka,сирпинь
382,Schlange[Tier]::N,кый,змей
383,Schlange[Tier]::N,čūska,змей
384,Wurm::N,номыр,номыр
385,Wurm::N,tārps,номыр
386,Spinne::N,черань,черань
387,Spinne::N,zirneklis,черань
388,Ameise::N,кодзувкот,кӧдзывкар
389,Ameise::N,skudra,кӧдзывкар
390,Laus::N,той,ляпа той
391,Laus::N,uts,ляпа той
392,Mücke::N,ном,ном
393,Mücke::N,ods,ном
394,Fliege::N,гут,гут
395,Fliege::N,muša,гут
396,Schmetterling::N,бобув,бабыв
397,Schmetterling::N,tauriņš,бабыв
398,Beere::N,тусь,ягӧд
399,Beere::N,вотӧс,ягӧд
400,Beere::N,oga,ягӧд
401,Apfel::N,яблӧг,яблоко
402,Apfel::N,ābols,яблоко
403,Pilz::N,тшак,тшак
404,Pilz::N,sēne,тшак
405,Zwiebel::N,луккок,грез
406,Zwiebel::N,йӧнгыль,грез
407,Zwiebel::N,sīpols,грез
408,Saat::N,тусь,кӧдзыс
409,Saat::N,кӧйдыс,кӧдзыс
410,Saat::N,sēkla,кӧдзыс
411,Korn::N,тусь,сю
412,Korn::N,grauds,сю
413,Heu::N,турун,турун
414,Heu::N,siens,турун
415,Schale::N,кор,кыш
416,Schale::N,кор,киль
417,Schale::N,čaula,кыш
418,Schale::N,čaula,киль
419,Schale::N,čaumala,кыш
420,Schale::N,čaumala,киль
421,Grube::N,гу,яма
422,Grube::N,bedre,яма
423,Falle::N,лэч,нальк
424,Falle::N,лэч,кляпча
425,Falle::N,slazds,нальк
426,Falle::N,slazds,кляпча
427,Falle::N,lamatas,нальк
428,Falle::N,lamatas,кляпча
429,Schlinge::N,лэч,лӧч
430,Schlinge::N,cilpa,лӧч
431,Spur::N,туй,туй
432,Spur::N,pēda,туй
433,Asche::N,пӧм,пӧим
434,Asche::N,pelni,пӧим
435,Dreck::N,няйт,нять
436,Dreck::N,dubļi,нять
437,Eisen::N,кӧрт,кӧрт
438,Eisen::N,dzelzs,кӧрт
439,Gold::N,зарни,зарни
440,Gold::N,zelts,зарни
441,Silber::N,эзысь,язісь
442,Silber::N,sudrabs,язісь
443,Kohle::N,шом,шом
444,Kohle::N,шом,уголь
445,Kohle::N,ogle,шом
446,Kohle::N,ogle,уголь
447,Glas::N,стеклӧ,стекло
448,Glas::N,stikls,стекло
449,Lehm::N,сёй,сёй
450,Lehm::N,māls,сёй
451,Sand::N,лыа,лыа
452,Sand::N,smiltis,лыа
453,Mensch::N,морт,морт
454,Mensch::N,cilvēks,морт
455,Mann::N,аймӧрт,мужик
456,Mann::N,мужичӧй,мужик
457,Mann::N,vīrietis,мужик
458,Frau::N,ань,инька
459,Frau::N,нывбаба,инька
460,Frau::N,sieviete,инька
461,Kind::N,кага,кага
462,Kind::N,bērns,кага
463,Junge::N,пи,зонка
464,Junge::N,zēns,зонка
465,Junge::N,puika,зонка
466,Junge::N,puisis,зонка
467,Mädchen::N,ныв,нывкаок
468,Mädchen::N,meiča,нывкаок
469,Mädchen::N,skuķis,нывкаок
470,Mädchen::N,meitene,нывкаок
471,Familie::N,семья,семья
472,Familie::N,ģimene,семья
473,Großvater::N,пӧль,дед
474,Großvater::N,vecaistēvs,дед
475,Großmutter::N,баб,баб
476,Großmutter::N,vecāmāte,баб
477,Eltern::N,ай-мам,ай-мам
478,Eltern::N,бать-мам,ай-мам
479,Eltern::N,vecāki,ай-мам
480,Vater::N,бать,ай
481,Vater::N,ай,ай
482,Vater::N,tēvs,ай
483,Mutter::N,мам,мам
484,Mutter::N,māte,мам
485,Sohn::N,пи,зон
486,Sohn::N,dēls,зон
487,Tochter::N,ныв,ныв
488,Tochter::N,meita,ныв
489,Bruder::N,вок,вон
490,Bruder::N,brālis,вон
491,Schwester::N,чой,сой
492,Schwester::N,māsa,сой
493,Onkel::N,дядь,дядь
494,Onkel::N,tēvocis,дядь
495,Tante::N,тьӧт,айӧлӧн сой
496,Tante::N,тьӧт,ичинь
497,Tante::N,tante,айӧлӧн сой
498,Tante::N,tante,ичинь
499,Ehemann::N,верӧс,жӧник
500,Ehemann::N,vīrs,жӧник
501,Ehefrau::N,гӧтыр,инь
502,Ehefrau::N,sieva,инь
503,Freude::N,радлун,гаж
504,Freude::N,радлун,радъялӧм
505,Freude::N,prieks,гаж
506,Freude::N,prieks,радъялӧм
507,Gelächter::N,серам,сералӧм
508,Gelächter::N,smiekli,сералӧм
509,Glück::N,шуд,мичлун
510,Glück::N,laime,мичлун
511,Kummer::N,шог,шог
512,Kummer::N,bēdas,шог
513,Kummer::N,raizes,шог
514,Wunsch::N,кӧсйӧм,мӧдӧм
515,Wunsch::N,кӧсйӧм,охотитӧм
516,Wunsch::N,vēlme,мӧдӧм
517,Wunsch::N,vēlme,охотитӧм
518,Wunsch::N,vēlējums,мӧдӧм
519,Wunsch::N,vēlējums,охотитӧм
520,Lust::N,кыскӧм,охота
521,Lust::N,радейтӧм,охота
522,Lust::N,kāre,охота
523,Geist::N,лов,лов
524,Geist::N,gars,лов
525,Gedanke::N,мӧвп,дума
526,Gedanke::N,doma,дума
527,Gedächtnis::N,паметь,тӧдвыв
528,Gedächtnis::N,atmiņa,тӧдвыв
529,Verstand::N,вежӧр,вежӧр
530,Verstand::N,prāts,вежӧр
531,Sinn::N,мог,ылӧс
532,Sinn::N,вежӧртас,ылӧс
533,Sinn::N,nozīme,ылӧс
534,Grund::N,помка,мог
535,Grund::N,pamats,мог
536,Grund::N,iemesls,мог
537,Wahrheit::N,збыль,правда
538,Wahrheit::N,збыльтор,правда
539,Wahrheit::N,taisnība,правда
540,Wahrheit::N,patiesība,правда
541,Gespräch::N,сёрни,сёрни
542,Gespräch::N,saruna,сёрни
543,Märchen::N,мойд,сказка
544,Märchen::N,pasaka,сказка
545,Erzählung::N,висьт,висьт
546,Erzählung::N,stāsts,висьт
547,Erzählung::N,nostāsts,висьт
548,Nachricht::N,юӧртӧм,юӧр
549,Nachricht::N,юӧртӧм,висьталӧм
550,Nachricht::N,ziņa,юӧр
551,Nachricht::N,ziņa,висьталӧм
552,Neuigkeit::N,выльтор,новость
553,Neuigkeit::N,jaunums,новость
554,Name::N,ним,ним
555,Name::N,vārds,ним
556,Rätsel::N,нӧдкыв,загадка
557,Rätsel::N,mīkla,загадка
558,Rede::N,сёрни,сёрни
559,Rede::N,runa,сёрни
560,Sprache::N,кыв,кыв
561,Sprache::N,valoda,кыв
562,Stimme::N,гӧлӧс,голос
563,Stimme::N,вом шы,голос
564,Stimme::N,balss,голос
565,Wort::N,кыв,кыв
566,Wort::N,vārds,кыв
567,Zeichen::N,пас,пас
568,Zeichen::N,zīme,пас
569,Ruf::N,чукӧстчӧм,чуксӧм
570,Ruf::N,чукӧстчӧм,чукӧстӧм
571,Ruf::N,корӧм,чуксӧм
572,Ruf::N,корӧм,чукӧстӧм
573,Ruf::N,sauciens,чуксӧм
574,Ruf::N,sauciens,чукӧстӧм
575,Lärm::N,шы,шум
576,Lärm::N,зык,шум
577,Lärm::N,зычитӧм,шум
578,Lärm::N,troksnis,шум
579,Laut::N,шы,шы
580,Laut::N,skaņa,шы
581,Ton::N,шы,гор
582,Ton::N,tonis,гор
583,Lied::N,сьылан,сьыланкыв
584,Lied::N,сьыланкыв,сьыланкыв
585,Lied::N,dziesma,сьыланкыв
586,Ruhe::N,чӧв,спокой
587,Ruhe::N,miers,спокой
588,Leute::N,йӧз,йӧз
589,Leute::N,войтыр,йӧз
590,Leute::N,ļaudis,йӧз
591,Leute::N,cilvēki,йӧз
592,Volk::N,йӧз,йӧз
593,Volk::N,йӧз,народ
594,Volk::N,войтыр,йӧз
595,Volk::N,войтыр,народ
596,Volk::N,tauta,йӧз
597,Volk::N,tauta,народ
598,Arbeit::N,удж,удж
599,Arbeit::N,darbs,удж
600,Gast::N,гӧсть,гӧсь
601,Gast::N,viešņa,гӧсь
602,Gast::N,ciemiņš,гӧсь
603,Geschenk::N,козин,гӧснеч
604,Geschenk::N,козин,подарок
605,Geschenk::N,dāvana,гӧснеч
606,Geschenk::N,dāvana,подарок
607,Spiel::N,ворсан,орсӧм
608,Spiel::N,rotaļa,орсӧм
609,Gesellschaft::N,котыр,компания
610,Gesellschaft::N,biedrība,компания
611,Gesellschaft::N,kompānija,компания
612,Hilfe::N,отсӧг,отсӧт
613,Hilfe::N,palīdzība,отсӧт
614,Freund::N,ёрт,модз
615,Freund::N,ёрт,дружок
616,Freund::N,draugs,модз
617,Freund::N,draugs,дружок
618,Kamerad::N,ёрт,тӧдса
619,Kamerad::N,biedrs,тӧдса
620,Angelegenheit::N,мог,дело
621,Angelegenheit::N,делӧ,дело
622,Angelegenheit::N,darīšana,дело
623,Anzahl::N,лыд,лыд
624,Anzahl::N,тшӧт,лыд
625,Anzahl::N,skaits,лыд
626,Anzahl::N,daudzums,лыд
627,Art::N,сикас,пӧлӧс
628,Art::N,suga,пӧлӧс
629,Art::N,šķira,пӧлӧс
630,Stück::N,тор,тор
631,Stück::N,gabals,тор
632,Teil::N,юкӧн,юкӧм
633,Teil::N,daļa,юкӧм
634,Hälfte::N,пӧв,джын
635,Hälfte::N,джын,джын
636,Hälfte::N,puse,джын
637,Kreis::N,кытш,круг
638,Kreis::N,aplis,круг
639,Kreis::N,riņķis,круг
640,Kreuz::N,перна,перна
641,Kreuz::N,крест,перна
642,Kreuz::N,krusts,перна
643,Linie::N,визь,визь
644,Linie::N,līnija,визь
645,Strich::N,визь,кырӧв
646,Strich::N,svītra,кырӧв
647,Abstand::N,кост,колас
648,Abstand::N,коласт,колас
649,Abstand::N,atstarpe,колас
650,Entfernung::N,ылна,ылына
651,Entfernung::N,attālums,ылына
652,Entfernung::N,atstatums,ылына
653,Gegend::N,му-ва,места
654,Gegend::N,apvidus,места
655,Gegend::N,apgabals,места
656,Platz::N,ылдӧс,места
657,Platz::N,йир,места
658,Platz::N,гӧгӧртас,места
659,Platz::N,vieta,места
660,Ort::N,ин,места
661,Ort::N,места,места
662,Ort::N,vieta,места
663,Seite::N,бок,ладор
664,Seite::N,ӧтарладор,ладор
665,Seite::N,sāns,ладор
666,Mitte::N,шӧр,шӧр
667,Mitte::N,vidus,шӧр
668,Gegenstand::N,кӧлуй,тор
669,Gegenstand::N,priekšmets,тор
670,Sache::N,добра,тор
671,Sache::N,lieta,тор
672,Rand::N,дор,дор
673,Rand::N,mala,дор
674,Rand::N,apmale,дор
675,Kante::N,дор,ордлы
676,Kante::N,šķautne,ордлы
677,Ecke::N,пельӧс,пельӧс
678,Ecke::N,kakts,пельӧс
679,Ecke::N,stūris,пельӧс
680,Spitze::N,йыв,йыв
681,Spitze::N,smaile,йыв
682,Spitze::N,galotne,йыв
683,Ende::N,пом,йыв
684,Ende::N,gals,йыв
685,Ende::N,uzgalis,йыв
686,Loch::N,розь,осьта
687,Loch::N,caurums,осьта
688,Winkel::N,пельӧс,пельӧс
689,Winkel::N,leņķis,пельӧс
690,Muster::N,сер,сер
691,Muster::N,piemērs,сер
692,Größe::N,ыджда,ыжда
693,Größe::N,lielums,ыжда
694,Länge::N,кузьта,кузя
695,Länge::N,garums,кузя
696,Höhe::N,джуджда,сувда
697,Höhe::N,джуджда,вылына
698,Höhe::N,augstums,сувда
699,Höhe::N,augstums,вылына
700,Gewicht::N,сьӧкта,сьӧкта
701,Gewicht::N,сьӧкталун,сьӧкта
702,Gewicht::N,svars,сьӧкта
703,Gewicht::N,smagums,сьӧкта
704,Menge::N,лун,
705,Menge::N,числӧ,
706,Menge::N,masa,
707,Menge::N,daudzums,
708,Haufen::N,чукӧр,куча
709,Haufen::N,čupa,куча
710,Haufen::N,grēda,куча
711,Haufen::N,kaudze,куча
712,Reihe::N,рад,лёдз
713,Reihe::N,rinda,лёдз
714,Reihe::N,virkne,лёдз
715,Boot::N,пыж,пыж
716,Boot::N,laiva,пыж
717,Ruder::N,пелыс,пелыс
718,Ruder::N,ӧпаснӧй,пелыс
719,Ruder::N,airis,пелыс
720,Ruder::N,irklis,пелыс
721,Schlitten::N,дадь,додь
722,Schlitten::N,ragavas,додь
723,Ski::N,лызь,лямпа
724,Ski::N,slēpe,лямпа
725,Lagerfeuer::N,бипур,бипур
726,Lagerfeuer::N,ugunskurs,бипур
727,Last::N,сьӧкыдтор,тягота
728,Last::N,krava,тягота
729,Gang::N,мунӧм,мунӧм
730,Gang::N,ветлӧм,мунӧм
731,Gang::N,eja,мунӧм
732,Gang::N,gājums,мунӧм
733,Schritt::N,воськов,вожмӧв
734,Schritt::N,воськовтӧм,вожмӧв
735,Schritt::N,solis,вожмӧв
736,Norden::N,войвыв,ой
737,Norden::N,ziemeļi,ой
738,Süden::N,лунвыв,лун
739,Süden::N,dienvidi,лун
740,Westen::N,рытыв,рытвыв
741,Westen::N,rietumi,рытвыв
742,Osten::N,асыв,асыв
743,Osten::N,austrumi,асыв
744,Holz::N,пу,пу
745,Holz::N,koks,пу
746,Holz::N,koksne,пу
747,Brett::N,пӧв,пӧв
748,Brett::N,dēlis,пӧв
749,Platte::N,плита,плита
750,Platte::N,plate,плита
751,Platte::N,plāksne,плита
752,Stütze::N,пыкӧд,пика
753,Stütze::N,мыджӧд,пика
754,Stütze::N,balsts,пика
755,Stütze::N,atspaids,пика
756,Stange::N,потш,зор
757,Stange::N,потш,потш
758,Stange::N,maikste,зор
759,Stange::N,maikste,потш
760,Stock::N,бедь,бедь
761,Stock::N,boze,бедь
762,Stock::N,spieķis,бедь
763,Stab::N,зир,шест
764,Stab::N,zizlis,шест
765,Rohr::N,труба,труба
766,Rohr::N,caurule,труба
767,Haus::N,керка,керку
768,Haus::N,māja,керку
769,Heim::N,горт,керку
770,Heim::N,mājas,керку
771,Ofen::N,пач,пӧжавны
772,Ofen::N,krāsns,пӧжавны
773,Fußboden::N,джодж,джодж
774,Fußboden::N,grīda,джодж
775,Tisch::N,пызан,пызан
776,Tisch::N,galds,пызан
777,Stuhl::N,улӧс,стул
778,Stuhl::N,krēsls,стул
779,Wiege::N,зыбка,зыбка
780,Wiege::N,šūpulis,зыбка
781,Bett::N,вольпась,кровать
782,Bett::N,gulta,кровать
783,Regal::N,джадж,джадж
784,Regal::N,plaukts,джадж
785,Kiste::N,куд,ящик
786,Kiste::N,ящик,ящик
787,Kiste::N,kaste,ящик
788,Kiste::N,šķirsts,ящик
789,Fenster::N,ӧшинь,ӧшын
790,Fenster::N,logs,ӧшын
791,Tür::N,ӧдзӧс,ыбӧс
792,Tür::N,durvis,ыбӧс
