,Concept_ID,hr,no
859,ein wenig::ADV,malo,litt
860,kaum::ADV,tek,neppe
861,kaum::ADV,jedva,neppe
862,sehr::ADV,jako,svært
863,sehr::ADV,veoma,svært
864,so::ADV,tako,så
865,so::ADV,ovako,så
866,noch::ADV,još,enda
867,nur::ADV,samo,bare
868,schon::ADV,već,alt
869,schon::ADV,već,allerede
870,wieder::ADV,opet,igjen
871,wieder::ADV,ponovo,igjen
872,vergebens::ADV,uzalud,forgjeves
873,vergebens::ADV,zabadava,forgjeves
874,vor::PRP,pred,foran
875,vor::PRP,pred,utenfor
876,vor::PRP,ispred,foran
877,vor::PRP,ispred,utenfor
878,hinter::PRP,za,bak
879,hinter::PRP,za,bakom
880,hinter::PRP,iza,bak
881,hinter::PRP,iza,bakom
882,unter::PRP,pod,under
883,unter::PRP,ispod,under
884,durch::PRP,po,gjennom
885,durch::PRP,po,igjennom
886,durch::PRP,kroz,gjennom
887,durch::PRP,kroz,igjennom
888,neben::PRP,kraj,ved siden av
889,neben::PRP,pored,ved siden av
890,neben::PRP,pokraj,ved siden av
891,zwischen::PRP,među,mellom
892,zwischen::PRP,između,mellom
893,wegen::PRP,radi,på grunn av
894,wegen::PRP,zbog,på grunn av
895,dies::PRN,ovo,dette
896,das::PRN,to,det
897,das::PRN,ono,det
898,alles::PRN,sve,alt
899,ich::PRN,ja,jeg
900,du::PRN,ti,du
901,er::PRN,on,han
902,wir::PRN,mi,vi
903,ihr::PRN,vi,dere
904,sie::PRN,oni,de
905,was::FPRN,što,hva
906,wer::FPRN,tko,hvem
907,wo::FADV,gdje,hvor
908,wohin::FADV,kuda,hvor ... hen
909,wohin::FADV,kamo,hvor ... hen
910,wie::FADV,kako,hvordan
911,warum::FADV,zašto,hvorfor
912,wieviel::FNUM,koliko,hvor mye
913,eins::NUM,jedan,en
914,eins::NUM,jedan,ett
915,zwei::NUM,dva,to
916,drei::NUM,tri,tre
917,vier::NUM,četiri,fire
918,fünf::NUM,pet,fem
919,sechs::NUM,šest,seks
920,sieben::NUM,sedam,sju
921,acht::NUM,osam,åtte
922,neun::NUM,devet,ni
923,zehn::NUM,deset,ti
924,elf::NUM,jedanaest,elleve
925,zwölf::NUM,dvanaest,tolv
926,zwanzig::NUM,dvadeset,tjue
927,dreißig::NUM,trideset,tretti
928,vierzig::NUM,četrdeset,førti
929,fünfzig::NUM,pedeset,femti
930,sechzig::NUM,šezdeset,seksti
931,siebzig::NUM,sedamdeset,sytti
932,achtzig::NUM,osamdeset,åtti
933,neunzig::NUM,devetdeset,nitti
934,hundert::NUM,sto,hundre
935,tausend::NUM,tisuća,tusen
936,und::CNJ,i,og
937,und::CNJ,te,og
938,oder::CNJ,ili,eller
939,stehen::V,stajati,stå
940,sitzen::V,sjediti,sitte
941,liegen::V,ležati,ligge
942,hängen::V,visiti,henge
943,werden::V,postati,bli
944,werden::V,činiti se,bli
945,passieren::V,desiti se,skje
946,passieren::V,desiti se,hende
947,passieren::V,dogoditi se,skje
948,passieren::V,dogoditi se,hende
949,beginnen::V,početi,begynne
950,enden::V,prestati,ende
951,enden::V,prestati,slutte
952,enden::V,svršiti se,ende
953,enden::V,svršiti se,slutte
954,wechseln::V,mijenjati se,veksle
955,aufgehen[Sonne]::V,izići,stå opp
956,untergehen[Sonne]::V,zaći,gå ned
957,scheinen[Sonne]::V,sijati,skinne
958,donnern::V,grmjeti,tordne
959,wehen::V,duhati,blåse
960,strömen::V,strujati,strømme
961,fließen::V,teći,flyte
962,sich drehen::V,obrtati se,dreie seg
963,sich drehen::V,vrtjeti se,dreie seg
964,schwanken::V,teturati,svaie
965,schwanken::V,kolebati se,svaie
966,schwingen::V,njihati,svinge
967,schwingen::V,titrati,svinge
968,fallen::V,padati,falle
969,brennen::V,gorjeti,brenne
970,rauchen::V,dimiti se,ryke
971,regnen::V,kišiti,regne
972,regnen::V,daždjeti,regne
973,gefrieren::V,smrznuti se,fryse
974,tauen::V,kopnjeti,tine
975,tauen::V,kraviti se,tine
976,schmelzen::V,topiti se,smelte
977,trocknen::V,sušiti se,tørre
978,sieden::V,kipjeti,koke
979,sieden::V,ključati,koke
980,faulen::V,gnjiti,råtne
981,verfaulen::V,sagnjiti,råtne
982,reißen::V,otrgnuti se,briste
983,versinken::V,tonuti,synke
984,versinken::V,tonuti,synke ned
985,versinken::V,propasti,synke
986,versinken::V,propasti,synke ned
987,vergehen::V,prolaziti,forløpe
988,erscheinen::V,pojaviti se,synes
989,verschwinden::V,nestati,forsvinne
990,verschwinden::V,izgubiti se,forsvinne
991,sinken::V,trgnuti,synke
992,sinken::V,spustiti se,synke
993,abnehmen::V,opasti,avta
994,abnehmen::V,opasti,minske
995,zunehmen::V,povećati se,tilta
996,steigen::V,uzići,stige
997,steigen::V,nadoći,stige
998,wachsen::V,rasti,gro
999,wachsen::V,rasti,vokse
1000,glänzen::V,blistati,skinne
1001,glänzen::V,sjati se,skinne
1002,funkeln::V,svjetlucati,tindre
1003,lärmen::V,bučati,bråke
1004,lärmen::V,galamiti,bråke
1005,läuten::V,zvoniti,ringe
1006,klingeln::V,zvoniti,ringe
1007,klirren::V,zvečati,klirre
1008,brausen::V,hujati,bruse
1009,rauschen::V,šumiti,suse
1010,rauschen::V,šuškati,suse
1011,klingen::V,zvučati,lyde
1012,klingen::V,zvučati,klinge
1013,bellen::V,lajati,gjø
1014,bellen::V,lajati,bjeffe
1015,heulen::V,zavijati,ule
1016,blasen::V,puhati,blåse
1017,pfeifen::V,fućkati,plystre
1018,schreien::V,vikati,skrike
1019,schreien::V,kričati,skrike
1020,stöhnen::V,stenjati,stønne
1021,zittern::V,drhtati,dirre
1022,zittern::V,drhtati,skjelve
1023,zittern::V,trepetati,dirre
1024,zittern::V,trepetati,skjelve
1025,leben::V,živjeti,leve
1026,geboren werden::V,roditi se,fødes
1027,atmen::V,disati,ånde
1028,atmen::V,disati,puste
1029,trinken::V,piti,drikke
1030,essen::V,jesti,spise
1031,schlucken::V,gutati,svelge
1032,müde werden::V,umoriti se,bli trett
1033,einschlafen::V,usnuti,sovne
1034,einschlafen::V,zaspati,sovne
1035,schlafen::V,spati,sove
1036,aufwachen::V,probuditi se,våkne
1037,aufstehen::V,ustati,stå opp
1038,sich erholen::V,odmoriti se,bli bra
1039,sich erholen::V,odmoriti se,komme seg
1040,krank werden::V,oboljeti se,bli syk
1041,krank werden::V,razboljeti se,bli syk
1042,krank sein::V,bolovati,være syk
1043,schmerzen::V,boljeti,gjøre vondt
1044,husten::V,kašljati,hoste
1045,genesen::V,ozdraviti,komme seg
1046,genesen::V,oporaviti se,komme seg
1047,sterben::V,umrijeti,dø
1048,umkommen::V,skapati,omkomme
1049,sich bewegen::V,gibati se,bevege seg
1050,sich bewegen::V,kretati se,bevege seg
1051,sich rühren::V,maknuti se,røre på seg
1052,sich erheben::V,dići se,reise seg
1053,sich setzen::V,sjesti,sette sig
1054,hinfallen::V,pasti,falle over ende
1055,laufen::V,hodati,løpe
1056,schreiten::V,stupati,skride
1057,spazierengehen::V,šetati se,spasere
1058,spazierengehen::V,šetati se,gå en tur
1059,eilen::V,hitati,ile
1060,sich beeilen::V,požuriti se,skynde seg
1061,sausen::V,juriti,suse
1062,rennen::V,trčati,løpe
1063,springen::V,skakati,hoppe
1064,springen::V,skakati,springe
1065,klettern::V,popeti se,klatre
1066,klettern::V,penjati se,klatre
1067,schaukeln::V,ljuljati se,huske
1068,kriechen::V,puzati,krype
1069,kriechen::V,gmizati,krype
1070,schwimmen::V,plivati,svømme
1071,tauchen::V,roniti,dykke
1072,tauchen::V,gnjuriti,dykke
1073,rudern::V,veslati,ro
1074,fahren::V,voziti se,kjøre
1075,fliegen::V,letjeti,fly
1076,fliegen::V,lijetati,fly
1077,gehen::V,ići,gå
1078,weggehen::V,otići,gå bort
1079,abfahren::V,krenuti,reise
1080,abfahren::V,otputovati,reise
1081,anhalten::V,stati,stanse
1082,anhalten::V,zaustaviti,stanse
1083,hineingehen::V,ulaziti,gå inn
1084,eintreten::V,ući,tre inn
1085,kommen::V,doći,komme
1086,ankommen::V,stići,ankomme
1087,ankommen::V,stići,komme til
1088,zurückkommen::V,vratiti se,komme tilbake
1089,zurückkommen::V,povratiti se,komme tilbake
1090,bleiben::V,ostati,bli
1091,bleiben::V,ostati,forbli
1092,warten::V,čekati,vente
1093,erwarten::V,očekivati,vente
1094,suchen::V,tražiti,søke
1095,finden::V,naći,finne
1096,versuchen::V,pokušati,prøve
1097,versuchen::V,pokušati,forsøke
1098,vorbereiten::V,spremiti,forberede
1099,vorbereiten::V,pripremiti,forberede
1100,lieben::V,voljeti,elske
1101,mögen::V,voljeti,like
1102,lachen::V,smijati se,le
1103,rühren::V,taknuti,røre
1104,weinen::V,plakati,gråte
1105,schimpfen::V,psovati,skjelle
1106,sich ärgern::V,ljutiti se,ergre seg
1107,sich fürchten::V,bojati se,være redd
1108,fürchten::V,bojati se,være redd for
1109,fliehen::V,pobjeći,rømme
1110,fliehen::V,pobjeći,flykte
1111,flüchten::V,utjeći,flykte
1112,sehen::V,vidjeti,se
1113,anschauen::V,ogledati,se på
1114,anschauen::V,ogledati,betrakte
1115,ansehen::V,gledati,anse
1116,hören::V,čuti,høre
1117,zuhören::V,slušati,tilhøre
1118,probieren::V,probati,smake
1119,probieren::V,probati,smake på
1120,riechen::V,osjećati miris,lukte
1121,fühlen::V,osjećati,føle
1122,scheinen::V,činiti se,se ut
1123,zu sehen sein::V,biti vidljiv,synes
1124,vernehmen::V,saznati,få vite
1125,frieren::V,zima je,fryse
1126,tun::V,raditi,gjøre
1127,können::V,moći,kunne
1128,wollen::V,htjeti,ville
1129,anfangen::V,početi,begynne
1130,beenden::V,svršiti,avslutte
1131,beenden::V,dovršiti,avslutte
1132,aufhören::V,prestati,slutte
1133,aufhören::V,prestati,holde opp
1134,gelingen::V,uspjeti,lykkes
1135,geraten::V,desiti se,bli
1136,öffnen::V,otvoriti,åpne
1137,schließen::V,zatvoriti,lukke
1138,schließen::V,zatvoriti,stenge
1139,stellen::V,metnuti,stille
1140,stellen::V,postaviti,stille
1141,setzen::V,posaditi,sette
1142,legen::V,polagati,legge
1143,berühren::V,doticati,berøre
1144,berühren::V,dodirivati,berøre
1145,verbinden::V,spojiti,forbinde
1146,verbinden::V,zavezati,forbinde
1147,bedecken::V,pokriti,dekke
1148,aufhängen::V,objesiti,henge
1149,aufhängen::V,objesiti,henge opp
1150,anzünden::V,upaliti,tenne
1151,anzünden::V,upaliti,antenne
1152,anzünden::V,upaliti,tenne på
1153,anzünden::V,zapaliti,tenne
1154,anzünden::V,zapaliti,antenne
1155,anzünden::V,zapaliti,tenne på
1156,aufheben::V,podići,løfte
1157,aufheben::V,podići,ta opp
1158,aufheben::V,podignuti,løfte
1159,aufheben::V,podignuti,ta opp
1160,zurücklassen::V,ostaviti,slippe tilbake
1161,zurücklassen::V,pustiti natrag,slippe tilbake
1162,verlieren::V,izgubiti,miste
1163,fallen lassen::V,ispustiti,droppe
1164,fallen lassen::V,ispustiti,la falle
1165,machen::V,uraditi,lage
1166,machen::V,uraditi,gjøre
1167,machen::V,načiniti,lage
1168,machen::V,načiniti,gjøre
1169,machen::V,napraviti,lage
1170,machen::V,napraviti,gjøre
1171,herstellen::V,proizvesti,fremstille
1172,bauen::V,graditi,bygge
1173,reparieren::V,popraviti,reparere
1174,verbessern::V,poboljšati,rette
1175,verbessern::V,poboljšati,forbedre
1176,ändern::V,promijeniti,forandre
1177,graben::V,kopati,grave
1178,graben::V,kopkati,grave
1179,beugen::V,saviti,bøye
1180,biegen::V,saviti,bøye
1181,biegen::V,sagnuti,bøye
1182,drehen::V,vrtjeti,dreie
1183,wenden::V,obrnuti,vende
1184,umdrehen::V,okrenuti,snu
1185,umdrehen::V,prevŕnuti,snu
1186,heben::V,dizati,heve
1187,hochheben::V,dignuti,løfte
1188,ergreifen::V,uhvatiti,gripe
1189,ergreifen::V,uhvatiti,få tak i
1190,ergreifen::V,prihvatiti,gripe
1191,ergreifen::V,prihvatiti,få tak i
1192,halten::V,držati,holde
1193,drücken::V,pritiskivati,trykke
1194,schieben::V,gurati,skyve
1195,kratzen::V,česati,klø
1196,kratzen::V,česati,klore
1197,kratzen::V,grepsti,klø
1198,kratzen::V,grepsti,klore
1199,lecken::V,lizati,slikke
1200,beißen::V,ujesti,bite
1201,beißen::V,gristi,bite
1202,abreißen::V,otkinuti,rive av
1203,abschneiden::V,odrezati,skjære av
1204,binden::V,vezati,binde
1205,stecken::V,turiti,stikke
1206,brechen::V,slomiti,bryte
1207,brechen::V,slomiti,briste
1208,klopfen::V,lupati,banke
1209,klopfen::V,kucati,banke
1210,hauen::V,tući,hogge
1211,hauen::V,udarati,hogge
1212,kleben::V,lijepiti,klistre
1213,reiben::V,trti,gni
1214,streichen::V,namazati,stryke
1215,schleifen::V,brusiti,slipe
1216,schneiden::V,rezati,klippe
1217,rütteln::V,drmati,ruske
1218,schütteln::V,tresti,riste
1219,schwenken::V,mahati,svinge
1220,schütten::V,sipati,helle
1221,schütten::V,lijevati,helle
1222,füllen::V,napuniti,fylle
1223,einwickeln::V,umotati,vikle inn
1224,einwickeln::V,zamotati,vikle inn
1225,tragen::V,nositi,bære
1226,schleppen::V,tegliti,slepe
1227,ziehen::V,vući,dra
1228,ziehen::V,vući,trekke
1229,aufbewahren::V,čuvati,oppbevare
1230,aufbewahren::V,čuvati,ta vare på
1231,werfen::V,bacati,kaste
1232,fangen::V,loviti,fange
1233,fangen::V,hvatati,fange
1234,packen::V,ščepati,gripe
1235,packen::V,ščepati,gripe tak i
1236,packen::V,zgrabiti,gripe
1237,packen::V,zgrabiti,gripe tak i
1238,verstecken::V,sakriti,gjemme
1239,teilen::V,podijeliti,dele
1240,schicken::V,slati,sende
1241,bringen::V,donijeti,bringe
1242,hinzufügen::V,dodati,tilføye
1243,hinzufügen::V,pridati,tilføye
1244,bekommen::V,dobiti,få
1245,erhalten::V,primiti,få
1246,nehmen::V,uzeti,ta
1247,wählen::V,izabrati,velge
1248,auswählen::V,odabrati,velge ut
1249,bewahren::V,sačuvati,bevare
1250,behindern::V,smetati,hindre
1251,behindern::V,smetati,forhindre
1252,verderben::V,pokvariti,ødelegge
1253,beschädigen::V,oštetiti,skade
1254,zerbrechen::V,razbiti,brekke i stykker
1255,zerbrechen::V,prelomiti,brekke i stykker
1256,zerreißen::V,poderati,rive i stykker
1257,zerreißen::V,rastrgnuti,rive i stykker
1258,zerstören::V,razoriti,ødelegge
1259,zerstören::V,razrušiti,ødelegge
1260,verbrennen::V,spaliti,brenne
1261,verbrennen::V,spaliti,brenne opp
1262,verbrennen::V,sagorjeti,brenne
1263,verbrennen::V,sagorjeti,brenne opp
1264,geben::V,dati,gi
1265,reichen::V,pružiti,rekke
1266,schenken::V,darivati,forære
1267,schenken::V,darivati,skjenke
1268,versprechen::V,obećati,love
1269,wünschen::V,željeti,ønske
1270,loben::V,hvaliti,rose
1271,küssen::V,ljubiti,kysse
1272,wiegen::V,njihati,vogge
1273,wiegen::V,ljuljati,vogge
1274,zudecken::V,pokriti,dekke til
1275,wecken::V,probuditi,vekke
1276,zeigen::V,pokazati,vise
1277,führen::V,voditi,føre
1278,lehren::V,učiti,lære
1279,unterrichten::V,poučiti,undervise
1280,aufziehen::V,uzgajati,oppdra
1281,leiten::V,upravljati,lede
1282,antreiben::V,natjeravati,drive på
1283,lassen::V,dati,få til å
1284,einladen::V,pozvati,be
1285,einladen::V,pozvati,invitere
1286,vereinigen::V,ujediniti,forene
1287,besuchen::V,posjetiti,besøke
1288,treffen::V,sresti,møte
1289,treffen::V,sresti,treffe
1290,sich versammeln::V,okupiti se,forsamles
1291,spielen::V,igrati se,leke
1292,spielen::V,igrati se,spille
1293,singen::V,pjevati,synge
1294,tanzen::V,plesati,danse
1295,sich trennen::V,razići se,skilles
1296,verlassen::V,ostaviti,forlate
1297,verlassen::V,napustiti,forlate
1298,retten::V,spasiti,redde
1299,bewachen::V,čuvati,bevokte
1300,bewachen::V,stražariti,bevokte
1301,schützen::V,čuvati,verne
1302,schützen::V,čuvati,beskytte
1303,verteidigen::V,obraniti,forsvare
1304,sich schlagen::V,biti se,slåss
1305,sich schlagen::V,udariti se,slåss
1306,schießen::V,pucati,skyte
1307,schießen::V,strijeljati,skyte
1308,siegen::V,pobijediti,seire
1309,ärgern::V,ljutiti,ergre
1310,schlagen::V,biti,
1311,schlagen::V,udariti,
1312,treten::V,šutnuti,sparke
1313,stechen::V,ubosti,stikke
1314,stoßen::V,gurnuti,støte
1315,stehlen::V,ukrasti,stjele
1316,stören::V,smetati,forstyrre
1317,belästigen::V,smetati,plage
1318,belästigen::V,smetati,sjenere
1319,belästigen::V,dosaditi,plage
1320,belästigen::V,dosaditi,sjenere
1321,verbergen::V,skriti,gjemme
1322,täuschen::V,obmanuti,villede
1323,betrügen::V,prevarati,bedra
1324,töten::V,ubiti,drepe
1325,wohnen::V,stanovati,bo
1326,arbeiten::V,raditi,arbeide
1327,sammeln::V,sabrati,samle
1328,pflücken::V,ubrati,plukke
1329,jagen::V,loviti,jage
1330,fischen::V,ribati,fiske
1331,fischen::V,loviti ribu,fiske
1332,fassen::V,uloviti,fange
1333,hüten::V,pasti,vokte
1334,treiben::V,goniti,drive
1335,anbinden::V,privezati,feste
1336,füttern::V,hraniti,fore
1337,melken::V,musti,melke
1338,hacken::V,sjeckati,hakke
1339,gießen::V,politi,helle
1340,reifen::V,sazreti,modne
1341,zubereiten::V,prigotoviti,lage
1342,zubereiten::V,prigotoviti,tilberede
1343,kochen::V,kuhati,koke
1344,backen::V,peći,bake
1345,braten::V,peći,steke
1346,braten::V,pržiti,steke
1347,umrühren::V,promiješati,røre om
1348,stricken::V,plesti,strikke
1349,nähen::V,šiti,sy
1350,färben::V,obojiti,farge
1351,reinigen::V,očistiti,rense
1352,reinigen::V,očistiti,gjøre ren
1353,reinigen::V,počistiti,rense
1354,reinigen::V,počistiti,gjøre ren
1355,waschen::V,prati,vaske
1356,abwischen::V,otrti,tørke av
1357,spülen::V,isprati,spyle
1358,spülen::V,isprati,skylle
1359,spülen::V,oplakati,spyle
1360,spülen::V,oplakati,skylle
1361,fegen::V,mesti,feie
1362,fegen::V,pomesti,feie
1363,kehren::V,mesti,koste
1364,baden::V,kupati se,bade
1365,sich waschen::V,umiti se,vaske seg
1366,sich waschen::V,prati se,vaske seg
1367,ausziehen::V,svući,ta av
1368,anziehen::V,obući,ta på
1369,sich anziehen::V,obući se,kle på seg
1370,kämmen::V,češljati,gre
1371,kämmen::V,češljati,kjemme
1372,schmücken::V,uresiti,pynte
1373,schmücken::V,uresiti,smykke
1374,schmücken::V,nakititi,pynte
1375,schmücken::V,nakititi,smykke
1376,sagen::V,reći,si
1377,sagen::V,kazati,si
1378,sprechen::V,govoriti,snakke
1379,reden::V,govoriti,tale
1380,reden::V,govoriti,snakke
1381,reden::V,besjediti,tale
1382,reden::V,besjediti,snakke
1383,sich unterhalten::V,razgovarati se,samtale
1384,fragen::V,pitati,spørre
1385,bitten::V,moliti,be
1386,erzählen::V,ispričati,fortelle
1387,erzählen::V,pripovjediti,fortelle
1388,mitteilen::V,saopćiti,meddele
1389,nennen::V,nazvati,kalle
1390,rufen::V,zvati,rope
1391,rufen::V,dozvati,rope
1392,prahlen::V,hvalisati se,skryte
1393,übersetzen::V,prevesti,oversette
1394,denken::V,misliti,tenke
1395,glauben::V,vjerovati,tro
1396,bemerken::V,zapaziti,bemerke
1397,bemerken::V,zapaziti,legge merke til
1398,bemerken::V,primijetiti,bemerke
1399,bemerken::V,primijetiti,legge merke til
1400,erkennen::V,prepoznati,gjenkjenne
1401,begreifen::V,pojmiti,begripe
1402,begreifen::V,shvatiti,begripe
1403,verstehen::V,razabrati,forstå
1404,verstehen::V,razabrati,skjønne
1405,lernen::V,učiti se,lære
1406,wissen::V,znati,vite
1407,sich erinnern an::V,sjetiti se,huske på
1408,vergessen::V,zaboraviti,glemme
1409,messen::V,mjeriti,måle
1410,zählen::V,brojiti,telle
1411,rechnen::V,računati,regne
1412,lesen::V,čitati,lese
1413,malen::V,slikati,male
1414,zeichnen::V,crtati,tegne
1415,schreiben::V,pisati,skrive
1416,besitzen::V,imati,eie
1417,besitzen::V,imati,inneha
1418,besitzen::V,posjedovati,eie
1419,besitzen::V,posjedovati,inneha
1420,kaufen::V,kupiti,kjøpe
1421,verkaufen::V,prodati,selge
1422,verkaufen::V,raspačati,selge
1423,bezahlen::V,platiti,betale
1424,zahlen::V,plaćati,betale
1425,beherrschen::V,vladati,beherske
1426,beherrschen::V,gospodariti,beherske
1427,ertragen::V,trpjeti,orke
1428,ertragen::V,podnijeti,orke
1429,Gehirn::N,,hjerne
