,Concept_ID,lbe,sk
75,Licht::N,чани,svetlo
76,Schatten::N,ххют,tieň
77,Wetter::N,гьава,počasie
78,Nebel::N,шархь ттурлу,hmla
79,Wolke::N,ттурлу,oblak
80,Wolke::N,ттурлу,mračno
81,Regen::N,гъарал,dážď
82,Schnee::N,марххала,sneh
83,Eis::N,микӏ,ľad
84,Frost::N,дяркъу,mráz
85,Frost::N,замгьар,mráz
86,Kälte::N,дяркъу,zima
87,Kälte::N,дяркъу,chlad
88,Hitze::N,кӏиришиву,horúčava
89,Raureif::N,сил,srieň
90,Raureif::N,сил,inovať
91,Raureif::N,бурса,srieň
92,Raureif::N,бурса,inovať
93,Regenbogen::N,ссурул ккуртта,dúha
94,Donner::N,къув,hrom
95,Strömung::N,экьинанаву,prúdenie
96,Tropfen::N,кӏунтӏ,kvapka
97,Schaum::N,хьама,pena
98,Schmutz::N,кьяркьи,špina
99,Schmutz::N,кьяркьи,nečistota
100,See::N,бяр,jazero
101,Sumpf::N,кунцӏа,bahno
102,Wiese::N,кьан,lúka
103,Wald::N,вацӏа,les
104,Wald::N,вацӏа,hora
105,Hügel::N,бакӏу,vŕšok
106,Berg::N,зунтту,hora
107,Gipfel::N,мицӏ,vrchol
108,Höhle::N,нух,jaskyňa
109,Abhang::N,сун,úbočie
110,Quelle::N,дайдихьу,prameň
111,Quelle::N,бакӏ,prameň
112,Bach::N,чӏрир нех,potok
113,Fluss::N,нех,rieka
114,Ufer::N,зума,breh
115,Küste::N,зумаинхалу,pobrežie
116,Küste::N,зуманицӏалу,pobrežie
117,Festland::N,кьири,pevnina
118,Meer::N,хьхьири,more
119,Insel::N,жазира,ostrov
120,Blume::N,тӏутӏи,kvet
121,Blume::N,тӏутӏи,kvetina
122,Gras::N,уртту,tráva
123,Wurzel::N,мархха,koreň
124,Baum::N,мурхь,strom
125,Stamm::N,ттарцӏ,kmeň
126,Rinde::N,ккамара,kôra
127,Ast::N,матӏи,konár
128,Zweig::N,къяртта,vetva
129,Blatt::N,чӏапӏи,list
130,Birke::N,кӏялахӏи,breza
131,Birke::N,кӏялахӏилул мурхь,breza
132,Kiefer[Baum]::N,ттар,sosna
133,Kiefer[Baum]::N,ттар,borovica
134,Kiefer[Baum]::N,ттарлил мурхь,sosna
135,Kiefer[Baum]::N,ттарлил мурхь,borovica
136,Weide[Baum]::N,щавщи,vŕba
137,Tanne::N,ттарлил мурхь,jedľa
138,Horn::N,хъи,roh
139,Feder::N,лелуххул тӏиму,pero
140,Fell::N,бурчу,koža
141,Fell::N,бурчу,kožušina
142,Flügel::N,хъа,krídlo
143,Flügel::N,ххурупӏайрал тӏиму,krídlo
144,Klaue::N,михь,paznecht
145,Kralle::N,ххяппа,pazúr
146,Schwanz::N,магъ,chvost
147,Ei::N,ккунук,vajce
148,Ei::N,ккунук,vajíčko
149,Nest::N,кюру,hniezdo
150,Bau::N,цукъуккутӏ,nora
151,Tier::N,хӏайван,zviera
152,Herde::N,газу,stádo
153,Kuh::N,оьл,krava
154,Bulle::N,ниц,býk
155,Pferd::N,чу,kôň
156,Schaf::N,тта,ovca
157,Schwein::N,дунгъуз,sviňa
158,Hund::N,ккаччи,pes
159,Katze::N,ччиту,mačka
160,Bär::N,цуша,medveď
161,Eichhörnchen::N,бюрхттукку,veverička
162,Elch::N,ниц-бюрин,los
163,Fuchs::N,цулчӏа,líška
164,Fuchs::N,куча цулчӏа,líška
165,Hase::N,бюрх,zajac
166,Maus::N,кӏулу,myš
167,Wolf::N,барцӏ,vlk
168,Vogel::N,лелуххи,vták
169,Schwarm::N,гьухъала,roj
170,Huhn::N,аьнакӏи,kurča
171,Huhn::N,аьнакӏи,sliepka
172,Hahn::N,ажари,kohút
173,Gans::N,къаз,hus
174,Adler::N,барзу,orol
175,Ente::N,урдак,kačka
176,Ente::N,урдак,kačica
177,Eule::N,ису,sova
178,Eule::N,ччиккумяв,sova
179,Kranich::N,кьурукь,žeriav
180,Krähe::N,хъатӏу,vrana
181,Kuckuck::N,ччикку,kukučka
182,Schwan::N,урттил къаз,labuť
183,Fisch::N,чавахъ,ryba
184,Schlange[Tier]::N,шатта,had
185,Wurm::N,кьюнукьай шатта,červ
186,Spinne::N,ххялцу,pavúk
187,Ameise::N,митӏикьукьу,mravec
188,Mücke::N,мичӏак,komár
189,Fliege::N,зимиз,mucha
190,Schmetterling::N,чӏимучӏали,motýľ
191,Beere::N,хӏаллил ахъулсса,bobuľa
192,Apfel::N,гьивч,jablko
193,Pilz::N,ттуккул иис,hríb
194,Zwiebel::N,лаччул чсмусул бакӏ,cibuľa
195,Saat::N,гьанна,osivo
196,Korn::N,къама,zrno
197,Heu::N,ххулув,seno
198,Schale::N,ккиртту,šupa
199,Schale::N,ккиртту,škrupina
200,Grube::N,кӏаланг,jama
201,Falle::N,къатӏа,pasca
202,Falle::N,къатӏа,klepec
203,Schlinge::N,хӏатӏ,slučka
204,Spur::N,ша,stopa
205,Asche::N,лах,popol
206,Dreck::N,кьяркьи,kal
207,Dreck::N,кьяркьи,blato
208,Dreck::N,венп,kal
209,Dreck::N,венп,blato
210,Eisen::N,мах,železo
211,Gold::N,муси,zlato
212,Silber::N,арцу,striebro
213,Kohle::N,кӏалаш,uhlie
214,Kohle::N,хъуручӏ,uhlie
215,Glas::N,пюрун,sklo
216,Lehm::N,сина аьрщи,íl
217,Lehm::N,сина аьрщи,hlina
218,Sand::N,къун,piesok
219,Mensch::N,инсан,človek
220,Mann::N,чув,muž
221,Mann::N,чув,chlap
222,Mann::N,адимина,muž
223,Mann::N,адимина,chlap
224,Frau::N,щарсса,žena
225,Frau::N,хъамитайпа,žena
226,Kind::N,чӏиви оьрчӏ,dieťa
227,Junge::N,оьрчӏ,chlapec
228,Junge::N,бурхьин оьрчӏ,chlapec
229,Mädchen::N,душ,dievka
230,Familie::N,кулпат,rodina
231,Großvater::N,ттатта,dedo
232,Großvater::N,ттатта,starý otec
233,Großvater::N,ниттил ппу,dedo
234,Großvater::N,ниттил ппу,starý otec
235,Großmutter::N,буттал нину,babička
236,Großmutter::N,буттал нину,stará mať
237,Eltern::N,нину-ппу,rodičia
238,Vater::N,ппу,otec
239,Mutter::N,нину,mať
240,Mutter::N,нину,matka
241,Sohn::N,арс,syn
242,Tochter::N,душ,dcéra
243,Bruder::N,уссу,brat
244,Schwester::N,ссу,sestra
245,Onkel::N,буттауссу,ujo
246,Onkel::N,буттауссу,strýko
247,Tante::N,буттал ссу,teta
248,Tante::N,буттал ссу,tetka
249,Ehemann::N,лас,muž
250,Ehemann::N,лас,manžel
251,Ehefrau::N,щар,žena
252,Ehefrau::N,щар,manželka
253,Ehefrau::N,щарсса,žena
254,Ehefrau::N,щарсса,manželka
255,Freude::N,шадшиву,radosť
256,Freude::N,ххаришиву,radosť
257,Gelächter::N,хъяхъаву,smiech
258,Glück::N,талихӏ,šťastie
259,Kummer::N,дард,žiaľ
260,Kummer::N,дард,zármutok
261,Wunsch::N,мурад,prianie
262,Lust::N,гьавас,chuť
263,Lust::N,ччаву,chuť
264,Geist::N,рухӏ,duch
265,Gedanke::N,пикри,myšlienka
266,Gedächtnis::N,дакӏний личӏаву,pamäť
267,Verstand::N,аькьлу,rozum
268,Sinn::N,мяъна,zmysel
269,Grund::N,багьана,dôvod
270,Grund::N,багьана,príčina
271,Wahrheit::N,тӏайламур,pravda
272,Wahrheit::N,хӏакьмур,pravda
273,Gespräch::N,ихтилат,reč
274,Gespräch::N,ихтилат,rozhovor
275,Märchen::N,магьа,rozprávka
276,Erzählung::N,хавар,poviedka
277,Nachricht::N,хавар,správa
278,Neuigkeit::N,хавар,novinka
279,Name::N,цӏа,meno
280,Rätsel::N,ссигьа,záhada
281,Rätsel::N,ссигьа,hádanka
282,Rede::N,гъалгъа,reč
283,Sprache::N,маз,reč
284,Sprache::N,маз,jazyk
285,Stimme::N,чӏу,hlas
286,Stimme::N,чӏукӏа,hlas
287,Wort::N,махъ,slovo
288,Zeichen::N,лишан,znak
289,Lärm::N,чӏу,hluk
290,Lärm::N,чӏу,hurhaj
291,Laut::N,чӏу,zvuk
292,Ton::N,чӏу,tón
293,Ton::N,чӏу,zvuk
294,Lied::N,балай,pieseň
295,Ruhe::N,дигьалагру,pokoj
296,Leute::N,инсантал,ľudia
297,Volk::N,ил,ľud
298,Volk::N,ил,národ
299,Volk::N,халкь,ľud
300,Volk::N,халкь,národ
301,Arbeit::N,заву,práca
302,Arbeit::N,заву,robota
303,Gast::N,хъамаличу,hosť
304,Geschenk::N,бухчакарши,dar
305,Geschenk::N,лажинккакку,dar
306,Spiel::N,тӏуркӏу,hra
307,Gesellschaft::N,жямат,spoločnosť
308,Gesellschaft::N,ккуран,spoločnosť
309,Hilfe::N,кумаг,pomoc
310,Freund::N,дус,priateľ
311,Kamerad::N,хӏаласу,kamarát
312,Angelegenheit::N,иш,vec
313,Angelegenheit::N,иш,záležitosť
314,Anzahl::N,аьдад,počet
315,Anzahl::N,аьдад,množstvo
316,Art::N,жинс,druh
317,Stück::N,касак,kus
318,Stück::N,касак,kúsok
319,Teil::N,бутӏа,časť
320,Hälfte::N,дачӏи,polka
321,Hälfte::N,дачӏи,polovica
322,Kreis::N,кюрщан,kruh
323,Kreuz::N,ххач,kríž
324,Linie::N,щва,línia
325,Strich::N,щва,čiara
326,Abstand::N,манзил,vzdialenosť
327,Entfernung::N,манзил,vzdialenosť
328,Gegend::N,кӏану,kraj
329,Gegend::N,кӏану,krajina
330,Ort::N,кӏану,miesto
331,Seite::N,чул,bok
332,Seite::N,чул,strana
333,Seite::N,чулухалу,bok
334,Seite::N,чулухалу,strana
335,Mitte::N,дя,stred
336,Gegenstand::N,зат,predmet
337,Sache::N,зат,vec
338,Rand::N,зума,kraj
339,Rand::N,зума,okraj
340,Ecke::N,мурцӏу,roh
341,Spitze::N,мицӏ,hrot
342,Spitze::N,мицӏ,špička
343,Ende::N,зума,koniec
344,Loch::N,ккутӏ,diera
345,Winkel::N,мурцӏу,kút
346,Muster::N,накьич,vzor
347,Muster::N,накьич,vzorka
348,Länge::N,лахъишиву,dĺžka
349,Höhe::N,лахъшиву,výška
350,Gewicht::N,дуццин,váha
351,Gewicht::N,кӏушиву,váha
352,Haufen::N,бакӏу,hŕba
353,Reihe::N,кьюкьа,rad
354,Boot::N,луткка,čln
355,Ruder::N,весло,veslo
356,Ruder::N,чӏатӏа,veslo
357,Schlitten::N,чана,sane
358,Schlitten::N,санкка,sane
359,Ski::N,лижарду,lyža
360,Lagerfeuer::N,къавтӏн,táborák
361,Last::N,гьиву,ťarcha
362,Last::N,гьиву,bremeno
363,Gang::N,нанаву,chôdza
364,Schritt::N,ша,krok
365,Norden::N,ухссав,sever
366,Norden::N,ухссавнил чулухалу,sever
367,Süden::N,кьилва,juh
368,Westen::N,баргълагавал,západ
369,Westen::N,баргълагавал чул,západ
370,Osten::N,баргъбуккай чулухалу,východ
371,Holz::N,тӏама,drevo
372,Brett::N,тахта,doska
373,Platte::N,гъуни,doska
374,Platte::N,гъуни,platňa
375,Stütze::N,гьалакӏу,opora
376,Stange::N,къазихъ,tyč
377,Stock::N,ттархь,palica
378,Stab::N,ччантӏакъу,palica
379,Rohr::N,бургъу,rúra
380,Haus::N,къатта,dom
381,Heim::N,къатта,domov
382,Ofen::N,пач,pec
383,Ofen::N,пач,kachle
384,Fußboden::N,чӏанкъатта,dlážka
385,Fußboden::N,чӏанкъатта,podlaha
386,Tisch::N,усттул,stôl
387,Stuhl::N,кӏану,stolička
388,Wiege::N,оьрчӏал кӏану,kolíska
389,Bett::N,тах,lôžko
390,Bett::N,тах,posteľ
391,Regal::N,чӏаму,regál
392,Regal::N,чӏаму,polica
393,Kiste::N,яшикӏ,debna
394,Kiste::N,къурши,debna
395,Fenster::N,чӏавахьулу,okno
396,Fenster::N,чӏавахьулу,oblok
397,Tür::N,нуз,dvere
398,Tür::N,нузкьун,dvere
399,Tor::N,къапу,vráta
400,Tor::N,дарваза,vráta
401,Zaun::N,дайгьузанну,plot
402,Zaun::N,дайгьузанну,ohrada
403,Dach::N,магъи,krov
404,Dach::N,магъи,strecha
405,Dach::N,цӏиялу,krov
406,Dach::N,цӏиялу,strecha
407,Leiter::N,чуртту,rebrík
408,Leiter::N,чуртту,rebrina
409,Besen::N,чӏатлу,metla
410,Spaten::N,бил,rýľ
411,Schaufel::N,чӏатӏа,lopata
412,Gabel::N,гьиссилу,vidlička
413,Löffel::N,къуса,lyžica
414,Messer::N,чӏила,nôž
415,Nagel::N,мяр,klinec
416,Netz::N,къери,sieť
417,Haken::N,къича,hák
418,Haken::N,къича,háčik
419,Griff::N,куяму,rukoväť
420,Schloss::N,кьункьула,zámka
421,Bild::N,сурат,obraz
422,Puppe::N,ссихьу,bábka
423,Puppe::N,ссихьу,bábika
424,Beutel::N,чантай,vrece
425,Beutel::N,чантай,vrecko
426,Bündel::N,гьи,uzlík
427,Bündel::N,гьи,zväzok
428,Bündel::N,къар,uzlík
429,Bündel::N,къар,zväzok
430,Eimer::N,бадра,vedro
431,Deckel::N,къапаза,vrchnák
432,Deckel::N,къапаза,pokrývka
433,Geschirr::N,пюрунчӏул,nádoba
434,Geschirr::N,тӏахӏникӏичӏу,nádoba
435,Sack::N,къап,mech
436,Sack::N,къап,vrece
437,Sack::N,дарваг,mech
438,Sack::N,дарваг,vrece
439,Tasse::N,пижан,šálka
440,Tasse::N,пинжан,šálka
441,Tasse::N,инкираччатӏи,šálka
442,Tasse::N,цинцилттал бушкъап,šálka
443,Topf::N,кӏункӏур,hrniec
444,Kessel::N,чаг,kotol
445,Kessel::N,кӏункӏур,kotol
446,Essen::N,дукия,jedlo
447,Essen::N,дукин,jedlo
448,Nahrung::N,дукра,strava
449,Nahrung::N,дукра,potrava
450,Speise::N,дукра,jedlo
451,Fleisch::N,дикӏ,mäso
452,Getreide::N,къама,obilie
453,Brei::N,ккурч,kaša
454,Brot::N,ччатӏ,chlieb
455,Scheibe::N,парча,kotúč
456,Scheibe::N,парча,krajec
457,Fett::N,аьгъушиву,tuk
458,Fett::N,аьгъушиву,masť
459,Butter::N,нагь,maslo
460,Butter::N,лагаву,maslo
461,Salz::N,цӏву,soľ
462,Suppe::N,накь,polievka
463,Honig::N,ницӏ,med
464,Milch::N,накӏ,mlieko
465,Tee::N,чяй,čaj
466,Leder::N,бурчу,koža
467,Wolle::N,ппал,vlna
468,Stoff::N,янна,súkno
469,Nadel::N,ххалаххи,ihla
470,Faden::N,ххал,niť
471,Faden::N,ххал,vlákno
472,Knopf::N,банд,gombík
473,Knoten::N,къурхъ,uzol
474,Farbe::N,сир,farba
475,Kleidung::N,янна,šaty
476,Kleidung::N,янна,šatstvo
477,Kleidung::N,лаххия,šaty
478,Kleidung::N,лаххия,šatstvo
479,Hemd::N,гьухъа,košeľa
480,Kragen::N,дарвач,golier
481,Ärmel::N,кахха,rukáv
482,Hose::N,хӏажак,nohavice
483,Gürtel::N,мухӏлу,pás
484,Gürtel::N,мухӏлу,opasok
485,Mütze::N,кьяпа,čiapka
486,Stiefel::N,чакма,čižma
487,Ring::N,кӏисса,prsteň
488,Band::N,линт,stuha
489,Kamm::N,ттарал,hrebeň
490,Spiegel::N,дагьани,zrkadlo
491,Riemen::N,эн,remeň
492,Schnur::N,хьхьа,šnúra
493,Decke::N,виргъан,deka
494,Decke::N,виргъан,prikrývka
495,Kissen::N,кӏаралу,poduška
496,Tuch::N,карщи,šatka
497,Handtuch::N,калихьу,uterák
498,Handtuch::N,лажинлихьу,uterák
499,Kraft::N,эллаж,moc
500,Stärke::N,гуж,sila
501,Gesundheit::N,цӏуллу-сагъшиву,zdravie
502,Krankheit::N,къашайшиву,nemoc
503,Krankheit::N,къашайшиву,choroba
504,Schmerz::N,къюву,bolesť
505,Wunde::N,щаву,rana
506,Fieber::N,кӏиришиву,horúčka
507,Arznei::N,дару,liek
508,Brücke::N,ламу,most
509,Brunnen::N,къуй,studňa
510,Weide::N,бизантту,pastva
511,Pfad::N,жегъир ххуллу,chodník
512,Weg::N,ххуллу,cesta
513,Straße::N,ххуллу,hradská
514,Dorf::N,щар,dedina
515,Dorf::N,шяравалу,dedina
516,Stadt::N,шагьру,mesto
517,Brief::N,чагъар,list
518,Buch::N,лу,kniha
519,Buchstabe::N,хӏарп,litera
520,Buchstabe::N,хӏарп,písmeno
521,Zeitung::N,кказит,noviny
522,Leben::N,оьрму,život
523,Tod::N,ажал,smrť
524,Tod::N,бивкӏу,smrť
525,Tod::N,ивчӏаву,smrť
526,Grab::N,гьав,hrob
527,Kirche::N,килиса,kostol
528,Sünde::N,бунагъ,hriech
529,Gott::N,зал,boh
530,Arbeiter::N,зузала,robotník
531,Arbeiter::N,зузала,pracnovík
532,Chef::N,ялувма,šéf
533,Chef::N,ялувма,riaditeľ
534,Meister::N,усттар,majster
535,Arzt::N,хӏакин,lekár
536,Lehrer::N,учитель,učiteľ
537,Geld::N,арцу,peniaze
538,Geschäft::N,даву,obchod
539,Laden::N,ттучан,obchod
540,Preis::N,багъа,cena
541,Ware::N,хъус,tovar
542,Nutzen::N,хайр,osoh
543,Nutzen::N,хайр,úžitok
544,Nutzen::N,мюнпат,osoh
545,Nutzen::N,мюнпат,úžitok
546,Reichtum::N,давлат,bohatstvo
547,Reichtum::N,аваданшиву,bohatstvo
548,Welt::N,дуниял,svet
549,Land::N,билаят,územie
550,Land::N,билаят,krajina
551,Staat::N,паччахӏлугъ,štát
552,Macht::N,власть,moc
553,Macht::N,власть,mocnosť
554,Grenze::N,дазу,hranica
555,Krieg::N,дяъви,vojna
556,Feind::N,душман,nepriateľ
557,Gewalt::N,къия,násilie
558,Kampf::N,лачӏуи уккаву,boj
559,Bogen[Waffe]::N,ккуртта,luk
560,Pfeil::N,чӏатӏаракӏ,šíp
561,Pfeil::N,чӏатӏаракӏ,strela
562,Gewehr::N,ттупанг,puška
563,Fehler::N,гъалатӏ,omyl
564,Fehler::N,гъалатӏ,chyba
565,Lüge::N,щялмахъ,lož
566,Schaden::N,зарал,ujma
567,Schaden::N,зарал,škoda
568,Unglück::N,бала,nešťastie
569,Schuld::N,тахсир,vina
570,Schuld::N,тахсир,previnenie
571,Alter::N,оьрму,vek
572,Schluss::N,ахир,záver
573,Schluss::N,ахир,koniec
574,Zeit::N,чӏун,čas
575,Tag::N,кьини,deň
576,Morgen::N,кӏюрх,ráno
577,Mittag::N,ахттайн,poludnie
578,Mittag::N,дяахттайн,poludnie
579,Mittag::N,ахттайн чӏун,poludnie
580,Abend::N,маркӏачӏан,večer
581,Nacht::N,хьхьу,noc
582,Woche::N,нюжмар,týždeň
583,Monat::N,барз,mesiac
584,Jahr::N,шин,rok
585,Frühling::N,инт,jar
586,Sommer::N,гъи,leto
587,Herbst::N,ссут,jeseň
588,Winter::N,кӏи,zima
589,Januar::N,цалчинмур барз,január
590,Februar::N,кӏилчинмур барз,február
591,März::N,шамилчинмур барз,marec
592,April::N,апрель,apríl
593,April::N,мукьилчинмур барз,apríl
594,Mai::N,май,máj
595,Mai::N,ххюлчинмур барз,máj
596,Juni::N,июнь,jún
597,Juni::N,ряххилчинмур барз,jún
598,Juli::N,июль,júl
599,Juli::N,Арулчинмур барз,júl
600,August::N,мяйлчинмур барз,august
601,September::N,урчӏилчинмур барз,september
602,Oktober::N,ацӏилчинмур барз,október
603,November::N,ацӏния цалчинмур барз,november
604,Dezember::N,ацӏния кӏилчинмур барз,december
605,Montag::N,итин,pondelok
606,Montag::N,итин кьини,pondelok
607,Dienstag::N,тталат,utorok
608,Dienstag::N,тталат кьини,utorok
609,Mittwoch::N,арвахӏ,streda
610,Donnerstag::N,хамис,štvrtok
611,Freitag::N,нюжмар,piatok
612,Freitag::N,нюжмар кьини,piatok
613,Samstag::N,ххуллун,sobota
614,Samstag::N,ххуллун кьини,sobota
615,Sonntag::N,алхӏат,nedeľa
616,Sonntag::N,алхӏат кьини,nedeľa
617,groß::A,бугъарасса,veľký
618,klein::A,чӏивисса,malý
619,lang::A,лахъисса,dlhý
620,kurz::A,кутӏасса,krátky
621,breit::A,уттасса,široký
622,schmal::A,уттакӏюласса,úzky
623,dicht::A,ццунсса,hustý
624,dick[Gegenstand]::A,ганзсса,tlstý
625,dünn::A,кӏюласса,tenký
626,fest::A,цӏакьсса,pevný
627,fest::A,кьянкьасса,pevný
628,flach::A,баягъисса,rovný
629,flach::A,баягъисса,plochý
630,flach::A,цӏубакъасса,rovný
631,flach::A,цӏубакъасса,plochý
632,flach::A,куртӏ дакъасса,rovný
633,flach::A,куртӏ дакъасса,plochý
634,glatt::A,дюрчӏусса,hladký
635,hart::A,кьянкьасса,tvrdý
636,weich::A,кӏукӏлусса,mäkký
637,rund::A,ккурккисса,guľatý
638,rund::A,ккурккисса,okrúhly
639,spitz::A,ярксса,končitý
640,spitz::A,дайлсса,končitý
641,spitz::A,мицӏ бусса,končitý
642,scharf::A,ярксса,ostrý
643,scharf::A,дайлсса,ostrý
644,scharf::A,мицӏ бусса,ostrý
645,stumpf::A,къуркъасса,tupý
646,schwer::A,кӏусса,ťažký
647,schön::A,аьнтӏикӏасса,pekný
648,schön::A,аьнтӏикӏасса,krásny
649,heiß::A,кӏирисса,horúci
650,warm::A,гъелисса,teplý
651,kalt::A,дяркъусса,studený
652,kühl::A,дюхлулсса,chladný
653,frisch::A,цӏусса,svieži
654,feucht::A,атилсса,vlhký
655,feucht::A,атилсса,zvlhnutý
656,feucht::A,хъавтусса,vlhký
657,feucht::A,хъавтусса,zvlhnutý
658,nass::A,атилсса,mokrý
659,nass::A,хъавтусса,mokrý
660,trocken::A,кьавкьсса,suchý
661,trocken::A,кьакьан бувсса,suchý
662,voll::A,бувцӏусса,plný
663,leer::A,бачӏвасса,prázdny
664,offen::A,тӏивтӏусса,otvorený
665,geschlossen::A,лавкьусса,zavretý
666,sauber::A,марцӏсса,čistý
667,schmutzig::A,чапалсса,špinavý
668,roh::A,шакъавхьсса,surový
669,reif::A,дирсса,zrelý
670,lecker::A,нахӏусса,chutný
671,lecker::A,тӏааьнсса,chutný
672,süß::A,нацӏусса,sladký
673,bitter::A,кьурчӏисса,horký
674,sauer::A,туршсса,kyslý
675,hell::A,чаннасса,jasný
676,hell::A,чаннасса,svetlý
677,dunkel::A,цӏансса,temný
678,schwarz::A,лухӏисса,čierny
679,weiß::A,кӏяласса,biely
680,rot::A,ятӏулсса,červený
681,gelb::A,хъахъисса,žltý
682,blau::A,някӏсса,modrý
683,blau::A,някӏсса,belasý
684,grün::A,щюлисса,zelený
685,grau::A,оьрусса,šedý
686,bunt::A,оьрчӏикӏурисса,pestrý
687,billig::A,кьювкьусса,lacný
688,teuer::A,ххирасса,drahý
689,wertvoll::A,багьасса,cenný
690,blind::A,мурчӏисса,slepý
691,taub::A,къюкӏсса,hluchý
692,kräftig::A,гужсса,silný
693,stark::A,кьянкьасса,silný
694,schwach::A,заэвсса,slabý
695,schwach::A,заэвсса,bezvládny
696,fett::A,бучсса,tučný
697,schlank::A,бювхъусса,štíhly
698,hübsch::A,янусса,šumný
699,hübsch::A,янусса,švárny
700,böse::A,оьсса,zlý
701,dumm::A,ахӏмакьсса,hlúpy
702,faul::A,танмалсса,lenivý
703,faul::A,курчӏилсса,lenivý
704,fleißig::A,хӏарачат бусса,snaživý
705,fleißig::A,хӏарачат бусса,usilovný
706,geizig::A,янттарцӏансса,skupý
707,geizig::A,янттарцӏансса,lakomý
708,klug::A,аькьлу бусса,múdry
709,klug::A,аькьлу бусса,bystrý
710,geschickt::A,паргалсса,zručný
711,geschickt::A,паргалсса,šikovný
712,lieb::A,аьзизсса,milý
713,lustig::A,тяхъасса,veselý
714,sanft::A,иминсса,nežný
715,hungrig::A,ккашилсса,lačný
716,hungrig::A,ккашилсса,hladný
717,krank::A,къашавайсса,chorý
718,krank::A,къашавайсса,nemocný
719,nackt::A,кӏачӏасса,nahý
720,traurig::A,пашмансса,smutný
721,lebendig::A,уттавасса,živý
722,gut::A,ххуйсса,dobrý
723,schlecht::A,оьккисса,zlý
724,richtig::A,саргъунсса,správny
725,schlimm::A,оьккисса,zlý
726,schlimm::A,оьккисса,nepríjemný
727,wahr::A,хӏакьсса,pravý
728,wahr::A,хӏакьсса,pravdivý
729,alt::A,кугьнасса,starý
730,neu::A,цӏусса,nový
731,ehemalig::A,хъхъичӏвасса,bývalý
732,alt[Lebewesen]::A,агьилсса,starý
733,jung::A,чӏавасса,mladý
734,jung::A,жагьилсса,mladý
735,arm::A,мискинсса,chudobný
736,reich::A,авадансса,bohatý
737,bekannt::A,дусъсса,známy
738,berühmt::A,машгьурсса,slávny
739,berühmt::A,машгьурсса,povestný
740,fremd::A,чил,cudzí
741,verschieden::A,личӏи-личӏисса,rôzny
742,verschieden::A,личӏи-личӏисса,rozličný
743,nah::A,гъансса,blízky
744,fern::A,архсса,ďaleký
745,linker::A,кияхсса,ľavý
746,linker::A,кюччахсса,ľavý
747,rechter::A,урчӏахсса,pravý
748,anderer::A,цамур,iný
749,anderer::A,цамур,druhý
