,Concept_ID,ko,sah
246,Verstand::N,분별,өй
247,Verstand::N,지능,өй
248,Sinn::N,센스,суолта
249,Grund::N,까닭,төрүөт
250,Wahrheit::N,참,кырдьык
251,Wahrheit::N,진실,кырдьык
252,Gespräch::N,대화,бэсиэдэ
253,Gespräch::N,대화,кэпсэтии
254,Märchen::N,동화,остуоруйа
255,Erzählung::N,이야기,кэпсээн
256,Neuigkeit::N,뉴스,сонун
257,Name::N,이름,аат
258,Rätsel::N,수수께끼,таабырын
259,Rede::N,연설,этии
260,Sprache::N,말,тыл
261,Stimme::N,목소리,куолас
262,Wort::N,낱말,тыл
263,Zeichen::N,신호,бэлиэ
264,Ruf::N,부름,ыҥырыы
265,Lärm::N,소동,айдаан
266,Laut::N,음성,тыас
267,Ton::N,목소리,дорҕоон
268,Lied::N,노래,ырыа
269,Ruhe::N,쉼,уу чуумпу
270,Leute::N,사람들,дьон
271,Volk::N,국중,дьон
272,Volk::N,국중,норуот
273,Arbeit::N,근로,үлэ
274,Arbeit::N,너무,үлэ
275,Gast::N,손님,ыалдьыт
276,Geschenk::N,행하,бэлэх
277,Spiel::N,무리,оонньуу
278,Gesellschaft::N,교제,общество
279,Hilfe::N,거들음,көмө
280,Hilfe::N,보좌,көмө
281,Freund::N,친구,доҕор
282,Kamerad::N,동실자,атас
283,Angelegenheit::N,용무,дьыала
284,Anzahl::N,어떤,ахсаан
285,Anzahl::N,수,ахсаан
286,Art::N,정류,биис
287,Stück::N,일부분,кырбас
288,Teil::N,몱,ирээт
289,Teil::N,구훠,ирээт
290,Hälfte::N,2분의,аҥар
291,Kreis::N,고리,төгүрүк
292,Kreis::N,고리,төгүрүмтэ
293,Kreuz::N,열십자,кириэс
294,Linie::N,선,сурааһын
295,Strich::N,스침,сурааһын
296,Abstand::N,거리,арыт
297,Entfernung::N,거리,ыраах
298,Gegend::N,곳,сир
299,Gegend::N,부금,сир
300,Platz::N,장소,арыт
301,Ort::N,장소,сир
302,Seite::N,옆면,өрүт
303,Seite::N,옆면,сирэй
304,Mitte::N,궁간,орто
305,Gegenstand::N,항목,предмет
306,Sache::N,뭉에,мал
307,Rand::N,가,кытыы
308,Rand::N,가,ойоҕос
309,Kante::N,귀퉁,кырыы
310,Ecke::N,구석,муннук
311,Spitze::N,끝,чыпчаал
312,Spitze::N,참단,чыпчаал
313,Ende::N,말당,төбө
314,Loch::N,빙옷,тэһэҕэс
315,Loch::N,빙옷,дьөлөҕөс
316,Winkel::N,각도,муннук
317,Muster::N,본,оһуор
318,Muster::N,견복,оһуор
319,Größe::N,신장,кээмэй
320,Länge::N,길이긺,уста
321,Höhe::N,높이,үрдүк
322,Gewicht::N,추,ыйааһын
323,Menge::N,수양,ахсаан
324,Haufen::N,퇴적,чөмчөх
325,Reihe::N,열,кэккэ
326,Boot::N,보트,оҥочо
327,Ruder::N,노,эрдии
328,Schlitten::N,썰매,сыарҕа
329,Ski::N,스키,хайыһар
330,Lagerfeuer::N,캠프의 모닥불,кутаа
331,Last::N,무거운짐,ыарахан
332,Gang::N,걸음,хаамыы
333,Schritt::N,보조,хардыы
334,Norden::N,북쪽 ,хоту
335,Süden::N,남쪽,соҕуруу
336,Westen::N,서쪽,арҕаа
337,Osten::N,동쪽,илин
338,Holz::N,목재,мас
339,Brett::N,마루널,дуоска
340,Brett::N,마루널,хаптаһын
341,Platte::N,탤,билиитэ
342,Platte::N,금속판,билиитэ
343,Stütze::N,버팀목,тулааһын
344,Stange::N,장대,ураҕас
345,Stock::N,막대기,мас
346,Stock::N,막대기,баалкы
347,Stab::N,작대기,ураҕас
348,Rohr::N,갈대,турба
349,Haus::N,집,дьиэ
350,Heim::N,집,дьиэ
351,Ofen::N,아궁이,оһох
352,Fußboden::N,마루,муоста
353,Tisch::N,탁자,остуол
354,Stuhl::N,의자,устуул
355,Wiege::N,발상지,биһик
356,Bett::N,침대,кырабаат
357,Regal::N,서가,долбуур
358,Kiste::N,짐궤,дьааһык
359,Fenster::N,눔,түннүк
360,Tür::N,문,аан
361,Tor::N,대문,аан
362,Zaun::N,담장,соппулуот
363,Dach::N,지붕,кырыыса
364,Leiter::N,사닥다리,кирилиэс
365,Besen::N,비,миинньик
366,Spaten::N,가래,күрдьэх
367,Schaufel::N,삽,күрдьэх
368,Gabel::N,갈래,биилкэ
369,Löffel::N,숟가락,луоска
370,Messer::N,나이프,быһах
371,Nagel::N,발툽,тоһоҕо
372,Netz::N,그물,илим
373,Haken::N,갈고리,көхө
374,Griff::N,움켜쥠,ук
375,Griff::N,움켜쥠,тутаах
376,Schloss::N,자물쇠,күлүүс
377,Bild::N,그림,хартыына
378,Figur::N,몸메,фигура
379,Puppe::N,인형,куукула
380,Beutel::N,클,мөһөөччук
381,Bündel::N,자근다발,баайыы
382,Tasche::N,가방,суумка
383,Eimer::N,동이,биэдэрэ
384,Deckel::N,뚜껑,хаппах
385,Geschirr::N,식시,иһит
386,Sack::N,조갑,куул
387,Tasse::N,차잔,сэлиэнэй
388,Topf::N,단지,көстүрүүҥкэ
389,Kessel::N,주전자,хочуол
390,Essen::N,먹기,аһылык
391,Nahrung::N,식료,ас
392,Speise::N,음식물,аһылык
393,Fleisch::N,고기,эт
394,Getreide::N,곡물,злактар
395,Brei::N,젤리,хааһы
396,Brot::N,빵,килиэп
397,Scheibe::N,원반,куһуок
398,Fett::N,기름,сыа
399,Butter::N,버터,арыы
400,Öl::N,올리브유,арыы
401,Salz::N,소금,туус
402,Suppe::N,국,мин
403,Suppe::N,수프,мин
404,Honig::N,감미,мүөт
405,Milch::N,유즙,үүт
406,Tee::N,차,чэй
407,Leder::N,가죽,тирии
408,Wolle::N,양털,түү
409,Stoff::N,패료,таҥас
410,Nadel::N,바늘,иннэ
411,Faden::N,콘실,сап
412,Knopf::N,단추,тимэх
413,Knoten::N,곁절,түмүк
414,Farbe::N,색,кырааска
415,Kleidung::N,옷입기,таҥас
416,Hemd::N,속옷,ырбаахы
417,Kragen::N,깃,саҕа
418,Ärmel::N,소매,сиэх
419,Hose::N,바지,ыстаан
420,Hose::N,바지,бүрүүкэ
421,Gürtel::N,밴드,кур
422,Mütze::N,모자,бэргэһэ
423,Schuh::N,구두,бачыыҥка
424,Stiefel::N,장화,саппыкы
425,Ring::N,고리,биһилэх
426,Band::N,리본,лиэнтэ
427,Kamm::N,빗,тараах
428,Spiegel::N,거울,сиэркилэ
429,Riemen::N,가죽끈,кур
430,Schnur::N,밧줄,быа
431,Leine::N,고삐줄,тэһиин
432,Decke::N,이부자리,суорҕан
433,Kissen::N,깔개,сыттык
434,Tuch::N,천,былаат
435,Handtuch::N,수건,соттор
436,Kraft::N,세력,сыра
437,Stärke::N,힘,күүс
438,Gesundheit::N,위생,доруобуйа
439,Krankheit::N,병,ыарыы
440,Schmerz::N,아픔고통,ыарыы
441,Wunde::N,상처,баас
442,Fieber::N,열별,түрүлгэн
443,Fieber::N,열별,лихорадка
444,Fieber::N,열별,температура
445,Arznei::N,약,эмп
446,Brücke::N,교량,күргэ
447,Brunnen::N,원천,холуодьас
448,Weide::N,목장,мэччирэҥ
449,Pfad::N,좁은길,ыллык
450,Weg::N,길,суол
451,Straße::N,길,суол
452,Dorf::N,촌,дэриэбинэ
453,Dorf::N,촌락,дэриэбинэ
454,Stadt::N,도시,куорат
455,Brief::N,서한,сурук
456,Buch::N,책,кинигэ
457,Buchstabe::N,문자,буква
458,Zeitung::N,신문,хаһыат
459,Leben::N,삶,тыын
460,Tod::N,죽음,өлүү
461,Grab::N,무덤,иин
462,Kirche::N,교회,таҥара дьиэтэ
463,Sünde::N,부정,айыы
464,Gott::N,하느님,тангара
465,Arbeiter::N,일하는사람,үлэһит
466,Chef::N,사장,баһылык
467,Chef::N,사장,начальник
468,Meister::N,명인,уус
469,Meister::N,명인,маастар
470,Meister::N,대가,уус
471,Meister::N,대가,маастар
472,Arzt::N,의사,врач
473,Lehrer::N,교사,учуутал
474,Geld::N,돈,харчы
475,Geschäft::N,일,идэ
476,Laden::N,가게,маҕаһыын
477,Preis::N,가격,сыана
478,Ware::N,상품,табаар
479,Nutzen::N,이익,туһа
480,Reichtum::N,많음,баай
481,Welt::N,세상,аан дойду
482,Land::N,지방,дойду
483,Staat::N,국가,государство
484,König::N,국왕,король
485,Macht::N,힘,былаас
486,Grenze::N,국경,кыраныысса
487,Krieg::N,전쟁,сэрии
488,Feind::N,적,өстөөх
489,Gewalt::N,권력,күүһүлээһин
490,Kampf::N,전투,охсуһуу
491,Bogen[Waffe]::N,활,ох
492,Pfeil::N,화살,ох
493,Gewehr::N,무기,саа
494,Fehler::N,오류,сыыһа
495,Lüge::N,거짓말,сымыйа
496,Schaden::N,손상,хоромньу
497,Unglück::N,불행,алдьархай
498,Schuld::N,부채,буруй
499,Alter::N,연령,саас
500,Schluss::N,마감,тиһэх
501,Zeit::N,때,бириэмэ
502,Zeit::N,시간,бириэмэ
503,Tag::N,하루,күн
504,Morgen::N,이침,сарсыарда
505,Mittag::N,대낮,күн ортото
506,Abend::N,저녁,киэһэ
507,Nacht::N,밤,түүн
508,Woche::N,근무일,нэдиэлэ
509,Monat::N,달,ый
510,Jahr::N,해,сыл
511,Jahr::N,해,дьыл
512,Frühling::N,봄,саас
513,Sommer::N,여름,сайын
514,Herbst::N,가을,күһүн
515,Winter::N,겨울,кыһын
516,Januar::N,일월,тохсунньу
517,Februar::N,이월,олунньу
518,März::N,삼월,кулун тутар
519,April::N,사월,муус устар ый
520,Mai::N,오월,ыам ыйа
521,Juni::N,유월,бэс ыйа
522,Juli::N,칠월,от ыйа
523,August::N,팔월,атырдьах ыйа
524,September::N,구월,балаҕан ыйа
525,Oktober::N,시월,алтынньы
526,November::N,십일월,сэтинньи
527,Dezember::N,십이월,ахсынньы
528,Montag::N,월요일,бэнидиэнньик
529,Dienstag::N,화요일,оптуорунньук
530,Mittwoch::N,수요일,сэрэдэ
531,Donnerstag::N,모교일,чэппиэр
532,Freitag::N,그묘일,бээтинсэ
533,Samstag::N,토요일,субуота
534,Sonntag::N,일요일,баскыһыанньа
535,groß::A,큰,бөдөҥ
536,groß::A,큰,улахан
537,klein::A,자근,кыр
538,lang::A,긴,уһун
539,kurz::A,짧은,кылгас
540,breit::A,넓은,кэтит
541,schmal::A,좁은,кыараҕас
542,dicht::A,농밀한,хойуу
543,dick[Gegenstand]::A,두꺼운,суон
544,dick[Gegenstand]::A,두꺼운,хойуу
545,dünn::A,얇은,чараас
546,fein::A,미세한,бытархай
547,fein::A,미세한,синньигес
548,fest::A,굳은,бөҕө
549,fest::A,굳은,кытаанах
550,flach::A,얕은,хаптаҕай
551,glatt::A,반들반들한,кылааккай
552,hart::A,굳은,хатан
553,hart::A,굳은,кытаанах
554,weich::A,연한,сымнаҕас
555,rund::A,둥근,төгүрүк
556,spitz::A,뾰족한,сытыы
557,spitz::A,뾰족한,уһуктаах
558,scharf::A,날카로운,сытыы
559,stumpf::A,무딘,сыппах
560,schwer::A,무거운,ыарахан
561,schön::A,멋진,кыраһыабай
562,heiß::A,뜨거운,итии
563,warm::A,따뜻한,ичигэс
564,kalt::A,찬,тымныы
565,kühl::A,서늘한,сөрүүн
566,frisch::A,신선한,ыраас
567,frisch::A,신선한,сөрүүн
568,frisch::A,신선한,тымныы
569,feucht::A,축축한,сииктээх
570,nass::A,젖은,инчэҕэй
571,trocken::A,마른,кураан
572,voll::A,완전한,толору
573,leer::A,빈,иччитэх
574,offen::A,열린,аһаҕас
575,geschlossen::A,닫힌,бүтэй
576,sauber::A,깨끗한,сэбэр
577,schmutzig::A,더러운,кирдээх
578,roh::A,날게잇의,сиикэй
579,reif::A,이근,буспут
580,reif::A,이근,сиппит-хоппут
581,lecker::A,맛있는,минньигэс
582,süß::A,단,минньигэс
583,bitter::A,찌르는듯한,аһыы
584,sauer::A,산성의,аһыы
585,hell::A,밝은,сырдык
586,dunkel::A,어두운,хараҥа
587,schwarz::A,검은,хара
588,weiß::A,하얀,үрүҥ
589,weiß::A,하얀,маҥан
590,rot::A,붉은,кыһыл
591,gelb::A,황색,саһархай
592,blau::A,푸른,күөх
593,grün::A,녹색의,күөх
594,grün::A,녹색의,от күөҕэ
595,grau::A,회색의,сиэрэй
596,bunt::A,알록달록한,эриэн
597,billig::A,싼,чэпчэки
598,teuer::A,값비산,сыаналаах
599,wertvoll::A,가치가많은,сыаналаах
600,blind::A,눈먼,хараҕа суох
601,taub::A,무감간한,дьүлэй
602,kräftig::A,강장한,модун
603,stark::A,강한,күүстээх
604,schwach::A,약한,мөлтөх
605,fett::A,실찐,эмис
606,schlank::A,호리호리한,дьылҕан
607,schlank::A,호리호리한,дьыпсаҕай
608,hübsch::A,예쁜,олус кэрэ
609,hübsch::A,예쁜,көрүөхтэн үчүгэй
610,böse::A,나쁜,өһүөннээх
611,dumm::A,어리석은,акаары
612,faul::A,너덜너덜한,нэс
613,fleißig::A,근면한,кыһамньылаах
614,geizig::A,인색한,иҥсэлээх
615,geschickt::A,교묘한,наһаа дьоҕурдаах
616,lieb::A,친애하는,тапталлаах
617,lustig::A,유쾌한,көрдөөх
618,sanft::A,온화한,намчы
619,sanft::A,온화한,сымнаҕас
620,hungrig::A,배고픈,аччык
621,krank::A,병든,ыалдьар
622,nackt::A,벌거벗은,сыгынньах
623,traurig::A,슬픈,санаарҕабыллаах
624,lebendig::A,살아있는,тыыннаах
625,gut::A,좋은,үтүө
626,gut::A,좋은,үчүгэй
627,schlecht::A,나쁜,куһаҕан
628,richtig::A,바른,сөп
629,schlimm::A,못된,сидьиҥ
630,schlimm::A,못된,быдьар
631,wahr::A,참된,кырдьык
632,alt::A,늙은,былыргы
633,neu::A,새,саҥа
634,ehemalig::A,전의,урукку
635,alt[Lebewesen]::A,낡은,кырдьаҕас
636,jung::A,젊은,эдэр
637,arm::A,가난한,дьадаҥы
638,reich::A,풍부한,баай
639,bekannt::A,저명한,билэр
640,berühmt::A,유명한,аатырбыт
641,fremd::A,타처이,атын
642,verschieden::A,따른,араас
643,nah::A,가까운,чугас
644,fern::A,먼,ыраах
645,linker::A,왼쭉의,хаҥас
646,rechter::A,오른쪽의,уҥа
647,anderer::A,다른,атын
648,erster::A,첫째,маҥнайгы
649,zweiter::A,둘째,иккис
650,dritter::A,셋째,үһүс
651,letzter::A,의후자의,тиһэх
652,allein::ADV,훌로,соҕотох
653,auf einmal::ADV,갑자기,биирдэ
654,zusammen::ADV,모아서,холбуу
655,lange::ADV,오래,уһуннук
656,plötzlich::ADV,둘연한,эмискэ
657,sofort::ADV,즉시,тута
658,später::ADV,보다늦은,хойут
659,jetzt::ADV,목하,билигин
660,heute::ADV,오늘,бүгүн
661,morgen::ADV,내일,сарсын
662,bald::ADV,곱,өтөр
663,dann::ADV,그경우에,кэнна
664,gestern::ADV,어제,бэҕэһээ
665,einst::ADV,옛날에,биир төгүл
666,einst::ADV,옛날에,арай биирдэ
667,damals::ADV,그때에,оччоҕо
668,danach::ADV,그 뒤에,аары
669,danach::ADV,그 뒤에,ол кэнниттэн
670,vorher::ADV,미리,урут
671,zuerst::ADV,최초로,маҥнай
672,einmal::ADV,한번,биирдэ
673,manchmal::ADV,땓대로,арыт
674,oft::ADV,땓대로,чаастатык
675,immer::ADV,늘,мэлдьи
676,niemals::ADV,결코...(하지)않다,хаһан да
677,hier::ADV,여기,маныаха
678,hierhin::ADV,여기로,бэттэх
679,dort::ADV,거기,онно
680,dorthin::ADV,저기예,онно
681,geradeaus::ADV,곧장,быһа
682,geradeaus::ADV,곧장,быһаччы
683,vorwärts::ADV,앞으로,инники
684,rückwärts::ADV,뒤로,төттөру
685,zurück::ADV,제자리로,төттөрү
686,unten::ADV,아래에,аллара
687,hinab::ADV,아래쪽으로,аллара
688,oben::ADV,위에,үөһэ
689,hinauf::ADV,위쪽으로,өрө
690,hinauf::ADV,위쪽으로,үөһэ
691,überall::ADV,도처에,бэйдиэ
692,nicht::ADV,안,буолбатах
693,ein wenig::ADV,적음,кыратык
694,kaum::ADV,가의,нэһиилэ
695,sehr::ADV,자주,бэрт
696,sehr::ADV,자주,наһаа
697,so::ADV,그와같이,оччо
698,so::ADV,그와같이,оннук
699,noch::ADV,아직,өссө
700,nur::ADV,다만,эрэ
701,nur::ADV,다만,сыччах
702,schon::ADV,이미,бэлиэр
703,wieder::ADV,다시,эмиэ
704,vergebens::ADV,헛되이,таак
705,vor::PRP,앞에,иннигэр
706,hinter::PRP,뒤에,кэлин
707,unter::PRP,잍에,-ҕа
708,unter::PRP,잍에,оһох түгэҕэ
709,durch::PRP,통고하여,курдары
710,neben::PRP,와나란히,аттыгар
711,zwischen::PRP,의사이로,ыккардынан
712,wegen::PRP,때문에,уҥуортан
713,dies::PRN,이,ити
714,dies::PRN,이,бу
715,das::PRN,저,били
716,alles::PRN,모든것,барыта
717,ich::PRN,나,мин
718,du::PRN,너,эн
719,er::PRN,그,кнни
720,wir::PRN,우리,биһиги
721,ihr::PRN,너희들,эһиги
722,sie::PRN,그들,кинилэр
723,was::FPRN,뭣,туох
724,wer::FPRN,누구,ким
725,wo::FADV,어디,ханна
726,wohin::FADV,어디로,ханна
727,wie::FADV,어떻게,хайдах
728,warum::FADV,왜,тоҕо
729,wieviel::FNUM,얼마만큰,төһө
730,eins::NUM,하나,биир
731,zwei::NUM,둘,икки
732,drei::NUM,셋,үс
733,vier::NUM,넷,түөрт
734,fünf::NUM,다섯,биэс
735,sechs::NUM,여섯,алта
736,sieben::NUM,일곱,сэттэ
737,acht::NUM,여덟,аҕыс
738,neun::NUM,아홉,тоҕус
739,zehn::NUM,열,уон
740,elf::NUM,열하나,уон биир
741,zwölf::NUM,열둘,уон икки
742,zwanzig::NUM,스물,сүүрбэ
743,dreißig::NUM,서름,отут
744,vierzig::NUM,마흔,түөрт уон
745,fünfzig::NUM,숸,биэс уон
746,sechzig::NUM,에순,алта уон
747,siebzig::NUM,일흔,сэттэ уон
748,achtzig::NUM,여든,аҕыс уон
749,neunzig::NUM,아흔,тоҕус уонус
750,hundert::NUM,백,сүүс
751,tausend::NUM,천,тыһыынча
752,und::CNJ,와,да
753,und::CNJ,와,уонна
754,und::CNJ,와,итиэннэ
755,oder::CNJ,아니면,эбэтэр
756,stehen::V,서다,тур
757,sitzen::V,앉다,олор
758,liegen::V,눕다,сыт
759,hängen::V,달다,санньылый
760,werden::V,되다,буол
761,passieren::V,지장옶다,буол
762,beginnen::V,시작되다,саҕалан
763,enden::V,큳내다,бүт
764,wechseln::V,병경하다,уларый
765,aufgehen[Sonne]::V,뜨다,ой
766,untergehen[Sonne]::V,지다,киир
767,scheinen[Sonne]::V,빛나다,сырдат
768,donnern::V,천둥치다,эт
769,wehen::V,풀다,үр
770,strömen::V,흐르다,кутулун
771,fließen::V,흐르다,сүүр
772,sich drehen::V,돌다,эргий
773,schwanken::V,동요하다,биэтэҥнээ
774,schwingen::V,흔들다,эйэҥнээ
775,fallen::V,떨어지다,оҕут
776,brennen::V,타다,умай
777,rauchen::V,김이나다,буруолаа
778,regnen::V,비가오다,самыырдаа
779,gefrieren::V,얼다,тоҥ
780,tauen::V,녹다,ир
781,schmelzen::V,녹다,уулун
782,trocknen::V,홈치다,куур
783,sieden::V,끓다,оргуй
