,Concept_ID,vep,de
402,Suppe::N,keitoz,Suppe
403,Honig::N,mezi,Honig
404,Milch::N,maid,Milch
405,Tee::N,čai,Tee
406,Leder::N,nahk,Leder
407,Wolle::N,vill,Wolle
408,Stoff::N,kangaz,Stoff
409,Nadel::N,negl,Nadel
410,Faden::N,nit',Faden
411,Knopf::N,nübl',Knopf
412,Knoten::N,sol'm,Knoten
413,Farbe::N,muju,Farbe
414,Kleidung::N,sobad,Kleidung
415,Hemd::N,paid,Hemd
416,Kragen::N,kagluz,Kragen
417,Ärmel::N,hijam,Ärmel
418,Hose::N,štanad,Hose
419,Gürtel::N,vö,Gürtel
420,Mütze::N,šapuk,Mütze
421,Schuh::N,keng',Schuh
422,Stiefel::N,sapug,Stiefel
423,Ring::N,rengaz,Ring
424,Band::N,lentaine,Band
425,Kamm::N,suga,Kamm
426,Spiegel::N,zerkol,Spiegel
427,Riemen::N,vö,Riemen
428,Schnur::N,nor,Schnur
429,Leine::N,talutimnor,Leine
430,Decke::N,sijakatuz,Decke
431,Kissen::N,pöluz,Kissen
432,Tuch::N,paik,Tuch
433,Handtuch::N,käzipaik,Handtuch
434,Kraft::N,vägi,Kraft
435,Stärke::N,vahvuz',Stärke
436,Gesundheit::N,tervhuz,Gesundheit
437,Krankheit::N,läžund,Krankheit
438,Schmerz::N,kibu,Schmerz
439,Wunde::N,čapatez,Wunde
440,Fieber::N,säru,Fieber
441,Arznei::N,zel'l',Arznei
442,Brücke::N,sild,Brücke
443,Brunnen::N,kaiv,Brunnen
444,Weide::N,omaluine,Weide
445,Pfad::N,tehut,Pfad
446,Weg::N,te,Weg
447,Straße::N,te,Straße
448,Dorf::N,külä,Dorf
449,Stadt::N,lidn,Stadt
450,Brief::N,kirjeine,Brief
451,Buch::N,kirj,Buch
452,Buchstabe::N,kirjam,Buchstabe
453,Zeitung::N,lehtez,Zeitung
454,Leben::N,elo,Leben
455,Tod::N,surm,Tod
456,Grab::N,kaum,Grab
457,Kirche::N,jumalanpert',Kirche
458,Sünde::N,grähk,Sünde
459,Gott::N,jumal,Gott
460,Arbeiter::N,radnik,Arbeiter
461,Chef::N,pämez',Chef
462,Meister::N,mastar,Meister
463,Arzt::N,lekar',Arzt
464,Lehrer::N,opendai,Lehrer
465,Geld::N,rahad,Geld
466,Geschäft::N,biznes,Geschäft
467,Laden::N,lauk,Laden
468,Preis::N,arv,Preis
469,Ware::N,tavar,Ware
470,Nutzen::N,liža,Nutzen
471,Reichtum::N,kodielo,Reichtum
472,Reichtum::N,kal'huz',Reichtum
473,Welt::N,mail'm,Welt
474,Land::N,ma,Land
475,Staat::N,valdkund,Staat
476,König::N,kunigaz,König
477,Macht::N,vald,Macht
478,Grenze::N,röun,Grenze
479,Krieg::N,soda,Krieg
480,Feind::N,vihanik,Feind
481,Feind::N,vastustai,Feind
482,Gewalt::N,vägivald,Gewalt
483,Kampf::N,tora,Kampf
484,Bogen[Waffe]::N,taug,Bogen
485,Pfeil::N,nol,Pfeil
486,Gewehr::N,oružj,Gewehr
487,Fehler::N,viga,Fehler
488,Lüge::N,kelastuz,Lüge
489,Schaden::N,pahuz',Schaden
490,Unglück::N,bed,Unglück
491,Unglück::N,gor'a,Unglück
492,Schuld::N,värhuz',Schuld
493,Alter::N,igä,Alter
494,Schluss::N,lop,Schluss
495,Zeit::N,aig,Zeit
496,Tag::N,päiv,Tag
497,Morgen::N,homendez,Morgen
498,Mittag::N,keskpäiv,Mittag
499,Abend::N,eht,Abend
500,Nacht::N,ö,Nacht
501,Woche::N,nedal',Woche
502,Monat::N,ku,Monat
503,Jahr::N,voz',Jahr
504,Frühling::N,keväz',Frühling
505,Sommer::N,keza,Sommer
506,Herbst::N,sügüz',Herbst
507,Winter::N,tal'v,Winter
508,Januar::N,viluku,Januar
509,Februar::N,uhoku,Februar
510,März::N,keväz'ku,März
511,April::N,sulaku,April
512,Mai::N,semendku,Mai
513,Juni::N,kezaku,Juni
514,Juli::N,heinku,Juli
515,August::N,eloku,August
516,September::N,sügüz'ku,September
517,Oktober::N,reduku,Oktober
518,November::N,kül'mku,November
519,Dezember::N,tal'vku,Dezember
520,Montag::N,ezmärg,Montag
521,Dienstag::N,tožnarg,Dienstag
522,Mittwoch::N,koumanz'päiv,Mittwoch
523,Donnerstag::N,nellänz'päiv,Donnerstag
524,Freitag::N,pätnič,Freitag
525,Freitag::N,videnz'päiv,Freitag
526,Samstag::N,sobat,Samstag
527,Sonntag::N,pühäpäiv,Sonntag
528,groß::A,sur',groß
529,groß::A,järed,groß
530,klein::A,pen',klein
531,klein::A,pičuine,klein
532,lang::A,pit'k,lang
533,kurz::A,lühüd,kurz
534,breit::A,leved,breit
535,schmal::A,kaid,schmal
536,dicht::A,tihed,dicht
537,dick[Gegenstand]::A,paks,dick
538,dünn::A,hoik,dünn
539,fein::A,hen,fein
540,fest::A,luja,fest
541,fest::A,ninev,fest
542,flach::A,lapak,flach
543,glatt::A,siled,glatt
544,hart::A,kova,hart
545,weich::A,pehmed,weich
546,rund::A,kehker,rund
547,spitz::A,nügu,spitz
548,spitz::A,terav,spitz
549,scharf::A,terav,scharf
550,stumpf::A,tül'c,stumpf
551,schwer::A,jüged,schwer
552,schön::A,čoma,schön
553,heiß::A,räk,heiß
554,warm::A,läm',warm
555,kalt::A,vilu,kalt
556,kühl::A,raibak,kühl
557,kühl::A,viluhk,kühl
558,frisch::A,lahed,frisch
559,feucht::A,neps,feucht
560,feucht::A,toreh,feucht
561,nass::A,märg,nass
562,trocken::A,kuiv,trocken
563,voll::A,täuz',voll
564,leer::A,joudai,leer
565,offen::A,avoin,offen
566,offen::A,avol'jaine,offen
567,geschlossen::A,saubaline,geschlossen
568,sauber::A,puhtaz,sauber
569,schmutzig::A,redukaz,schmutzig
570,roh::A,rohk,roh
571,roh::A,toreh,roh
572,reif::A,küps,reif
573,lecker::A,magukaz,lecker
574,süß::A,maged,süß
575,bitter::A,karged,bitter
576,sauer::A,muiged,sauer
577,hell::A,kirkas,hell
578,hell::A,valgei,hell
579,dunkel::A,pimed,dunkel
580,schwarz::A,must,schwarz
581,weiß::A,vauged,weiß
582,rot::A,rusked,rot
583,gelb::A,pakuine,gelb
584,blau::A,sinine,blau
585,grün::A,vihand,grün
586,grau::A,hahk,grau
587,bunt::A,kirjav,bunt
588,billig::A,odav,billig
589,teuer::A,kalliž,teuer
590,wertvoll::A,arvokas,wertvoll
591,blind::A,soged,blind
592,taub::A,kurdiž,taub
593,kräftig::A,vägev,kräftig
594,stark::A,vahv,stark
595,stark::A,vägekaz,stark
596,schwach::A,väll',schwach
597,fett::A,razvakaz,fett
598,schlank::A,kapos,schlank
599,hübsch::A,čoma,hübsch
600,böse::A,äred,böse
601,böse::A,käred,böse
602,dumm::A,el'getoi,dumm
603,faul::A,lašk,faul
604,fleißig::A,radonnavedii,fleißig
605,geizig::A,ažlak,geizig
606,klug::A,melev,klug
607,klug::A,melekaz,klug
608,geschickt::A,mahtokaz,geschickt
609,lieb::A,izo,lieb
610,lieb::A,sula,lieb
611,lustig::A,ilokaz,lustig
612,sanft::A,laskav,sanft
613,hungrig::A,näl'ghine,hungrig
614,krank::A,läžui,krank
615,nackt::A,alastoi,nackt
616,traurig::A,opalahine,traurig
617,lebendig::A,eläb,lebendig
618,gut::A,hüvä,gut
619,schlecht::A,huba,schlecht
620,richtig::A,oiged,richtig
621,schlimm::A,paha,schlimm
622,wahr::A,todesine,wahr
623,alt::A,vanh,alt
624,neu::A,uz',neu
625,ehemalig::A,edeline,ehemalig
626,alt[Lebewesen]::A,ravaz,alt
627,jung::A,nor',jung
628,arm::A,gol'l',arm
629,reich::A,elokaz,reich
630,bekannt::A,tutab,bekannt
631,berühmt::A,tetab,berühmt
632,fremd::A,veraz,fremd
633,verschieden::A,erazvuitte,verschieden
634,nah::A,läheline,nah
635,fern::A,edahaine,fern
636,linker::A,hura,linker
637,rechter::A,oiged,rechter
638,anderer::A,toine,anderer
639,erster::A,ezmäine,erster
640,zweiter::A,toine,zweiter
641,dritter::A,koumanz',dritter
642,letzter::A,jäl'gmäine,letzter
643,allein::ADV,üksnäze,allein
644,auf einmal::ADV,ühten aigan,auf einmal
645,zusammen::ADV,ühtes,zusammen
646,lange::ADV,hätken,lange
647,plötzlich::ADV,äkkid,plötzlich
648,sofort::ADV,kerdalaz,sofort
649,später::ADV,möhemba,später
650,jetzt::ADV,nügüd',jetzt
651,heute::ADV,tämbei,heute
652,morgen::ADV,homen,morgen
653,bald::ADV,pigai,bald
654,dann::ADV,sid',dann
655,gestern::ADV,eglai,gestern
656,einst::ADV,ende,einst
657,einst::ADV,kerdan,einst
658,damals::ADV,siloi,damals
659,danach::ADV,sid',danach
660,vorher::ADV,ende,vorher
661,zuerst::ADV,ezmäi,zuerst
662,einmal::ADV,kerdan,einmal
663,manchmal::ADV,erašti,manchmal
664,oft::ADV,paksus,oft
665,immer::ADV,kaiken,immer
666,niemals::ADV,ei nikonz,niemals
667,hier::ADV,täs,hier
668,hier::ADV,tägä,hier
669,hierhin::ADV,tänna,hierhin
670,von hier::ADV,täspäi,von hier
671,von hier::ADV,sid'päi,von hier
672,dort::ADV,sigä,dort
673,dorthin::ADV,sinna,dorthin
674,dorthin::ADV,nakkale,dorthin
675,geradeaus::ADV,kohtha,geradeaus
676,vorwärts::ADV,edehe,vorwärts
677,rückwärts::ADV,sel'gin,rückwärts
678,zurück::ADV,tagaze,zurück
679,unten::ADV,alahan,unten
680,hinab::ADV,alaz,hinab
681,hinab::ADV,alahaks,hinab
682,oben::ADV,ülähän,oben
683,hinauf::ADV,ülez,hinauf
684,hinauf::ADV,ülähäks,hinauf
685,überall::ADV,kaikjal,überall
686,nicht::ADV,ei,nicht
687,ein wenig::ADV,vähän,ein wenig
688,kaum::ADV,habi,kaum
689,sehr::ADV,lujas,sehr
690,so::ADV,muga,so
691,so::ADV,ninga,so
692,noch::ADV,völ,noch
693,nur::ADV,järg,nur
694,nur::ADV,vaiše,nur
695,schon::ADV,jo,schon
696,wieder::ADV,möst,wieder
697,vergebens::ADV,uhtei,vergebens
698,vor::PRP,edes,vor
699,hinter::PRP,taga,hinter
700,unter::PRP,al,unter
701,durch::PRP,läbi,durch
702,durch::PRP,kal't,durch
703,neben::PRP,rindal,neben
704,zwischen::PRP,keskes,zwischen
705,wegen::PRP,tagut,wegen
706,dies::PRN,nece,dies
707,das::PRN,se,das
708,alles::PRN,kaik,alles
709,ich::PRN,minä,ich
710,du::PRN,sinä,du
711,er::PRN,hän,er
712,wir::PRN,mö,wir
713,ihr::PRN,tö,ihr
714,sie::PRN,hö,sie
715,was::FPRN,mi,was
716,wer::FPRN,ken,wer
717,wo::FADV,kus,wo
718,wohin::FADV,kuna,wohin
719,wie::FADV,kut,wie
720,wie::FADV,mit',wie
721,warum::FADV,mikš,warum
722,wieviel::FNUM,äjak,wieviel
723,wieviel::FNUM,kuverz',wieviel
724,eins::NUM,üks',eins
725,zwei::NUM,kaks',zwei
726,drei::NUM,koume,drei
727,vier::NUM,nel'l',vier
728,fünf::NUM,viž,fünf
729,sechs::NUM,kuz',sechs
730,sieben::NUM,seičeme,sieben
731,acht::NUM,kahesa,acht
732,neun::NUM,ühesa,neun
733,zehn::NUM,kümne,zehn
734,elf::NUM,üks'toštkümne,elf
735,zwölf::NUM,kaks'toštkümne,zwölf
736,zwanzig::NUM,kaks'kümne,zwanzig
737,dreißig::NUM,koumekümne,dreißig
738,vierzig::NUM,nel'l'kümne,vierzig
739,fünfzig::NUM,vižkümne,fünfzig
740,sechzig::NUM,kuz'kümne,sechzig
741,siebzig::NUM,seičemekümne,siebzig
742,achtzig::NUM,kahesakümne,achtzig
743,neunzig::NUM,ühesakümne,neunzig
744,hundert::NUM,sada,hundert
745,tausend::NUM,tuha,tausend
746,und::CNJ,i,und
747,und::CNJ,da,und
748,oder::CNJ,vai,oder
749,stehen::V,seišta,stehen
750,sitzen::V,ištta,sitzen
751,liegen::V,venuda,liegen
752,hängen::V,ripta,hängen
753,werden::V,lindä,werden
754,werden::V,tehtas,werden
755,passieren::V,ozaitas,passieren
756,beginnen::V,augotadas,beginnen
757,enden::V,loptas,enden
758,wechseln::V,vajehtadas,wechseln
759,aufgehen[Sonne]::V,nousta,aufgehen
760,untergehen[Sonne]::V,lasktas,untergehen
761,scheinen[Sonne]::V,paštta,scheinen
762,donnern::V,juraita,donnern
763,wehen::V,dölta,wehen
764,wehen::V,puhuda,wehen
765,strömen::V,valadas,strömen
766,fließen::V,valuda,fließen
767,sich drehen::V,punotas,sich drehen
768,schwanken::V,čibuda,schwanken
769,schwingen::V,čibuda,schwingen
770,fallen::V,langeta,fallen
771,brennen::V,pallada,brennen
772,rauchen::V,savustada,rauchen
773,regnen::V,vihmda,regnen
774,gefrieren::V,jäduda,gefrieren
775,gefrieren::V,kül'mdä,gefrieren
776,tauen::V,sulada,tauen
777,schmelzen::V,sulada,schmelzen
778,trocknen::V,kuida,trocknen
779,trocknen::V,kuivehtuda,trocknen
780,sieden::V,kehuda,sieden
781,faulen::V,hapata,faulen
782,faulen::V,traudäs,faulen
783,verfaulen::V,hapata,verfaulen
784,reißen::V,rebita,reißen
785,versinken::V,upota,versinken
786,vergehen::V,mända,vergehen
787,erscheinen::V,ozutadas,erscheinen
788,verschwinden::V,hajeta,verschwinden
789,sinken::V,väheta,sinken
790,sinken::V,lasktas,sinken
791,abnehmen::V,peneta,abnehmen
792,zunehmen::V,ližaduda,zunehmen
793,steigen::V,nousta,steigen
794,wachsen::V,kazda,wachsen
795,glänzen::V,loštta,glänzen
796,funkeln::V,hoštta,funkeln
797,lärmen::V,robaita,lärmen
798,läuten::V,judaita,läuten
799,klingeln::V,kelotada,klingeln
800,klirren::V,biraita,klirren
