,Concept_ID,udm,ab
125,Wurzel::N,выжы,адац
126,Baum::N,пу,аҵла
127,Stamm::N,модос,ашьапы
128,Rinde::N,сул,ацəа
129,Ast::N,ул,амахə
130,Ast::N,ул,амахəҭа
131,Zweig::N,вай,амахə
132,Zweig::N,вай,амахəҭа
133,Blatt::N,куар,абҕьы
134,Birke::N,кызьпу,аҵааҵла
135,Kiefer[Baum]::N,пужым,амза
136,Weide[Baum]::N,бадьпу,аҧслыш
137,Tanne::N,кыз,аҧсаӡ
138,Horn::N,сюр,атəыҩа
139,Feder::N,тылы,ахӡы
140,Fell::N,ку,ацəа
141,Flügel::N,бурд,амҵəыжəа
142,Klaue::N,гижы,ашьапхыц
143,Kralle::N,пыд,
144,Schwanz::N,быж,аҵыхəа
145,Ei::N,пуз,акəтаӷь
146,Ei::N,кукей,акəтаӷь
147,Nest::N,кар,аҭра
148,Nest::N,кар,аҵысҭра
149,Nest::N,пузкар,аҭра
150,Nest::N,пузкар,аҵысҭра
151,Bau::N,кар,аҭыҩра
152,Bau::N,гу,аҭыҩра
153,Tier::N,пӧйшур,аҧстəы
154,Tier::N,пӧйшур,агыгшəыг
155,Herde::N,уллё,агəарҭа
156,Kuh::N,скал,ажə
157,Bulle::N,ош,ацə
158,Bulle::N,пороз,ацə
159,Pferd::N,вал,аҽы
160,Schaf::N,ыж,ауаса
161,Schwein::N,парсь,аҳəа
162,Hund::N,пуны,ала
163,Katze::N,коӵыш,ацгəы
164,Bär::N,гондыр,амшə
165,Eichhörnchen::N,коньы,аеш
166,Elch::N,койык,аҽаҩа
167,Fuchs::N,ӟичы,абгахəыҷы
168,Hase::N,кеч,ажьа
169,Maus::N,шыр,аҳəынаҧ
170,Wolf::N,кион,абгаду
171,Vogel::N,тылобурдо,аҧсаатə
172,Schwarm::N,уллё,
173,Huhn::N,курег,акəты
174,Hahn::N,атас,арбаҕь
175,Gans::N,ӟазег,аҟыз
176,Adler::N,ӧрзи,ауарба
177,Ente::N,ӵӧж,акəата
178,Eule::N,кучыран,аты
179,Kranich::N,тури,апҟа
180,Krähe::N,куака,аҟəараан
181,Kuckuck::N,кикы,акəыкəу
182,Schwan::N,юсь,агьад
183,Fisch::N,чорыг,аҧсыӡ
184,Barsch::N,юш,ацəыбла
185,Hecht::N,чипей,ахиаала
186,Schlange[Tier]::N,кый,амаҭ
187,Wurm::N,нумыр,ахəа
188,Wurm::N,нумыр,ахəац
189,Spinne::N,чонари,абызкаҭаҳа
190,Ameise::N,кузьыли,ашышкамс
191,Laus::N,тэй,аҵа
192,Mücke::N,нымы,акəыбры
193,Mücke::N,чибинь,акəыбры
194,Fliege::N,кут,амҵ
195,Schmetterling::N,бубыли,аҧарҧалыкь
196,Beere::N,узы-боры,аргуц
197,Apfel::N,яблок,аҵəа
198,Pilz::N,губи,акəкəбаа
199,Zwiebel::N,сугон,аџьымшьы
200,Zwiebel::N,сугон,аџьымшьхы
201,Saat::N,кидыс,ажəла
202,Korn::N,тысь,арыц
203,Heu::N,турын,аҭəа
204,Schale::N,кыд,ацəа
205,Grube::N,гу,ажра
206,Grube::N,гу,атыша
207,Grube::N,гоп,ажра
208,Grube::N,гоп,атыша
209,Falle::N,налик,арыҧҟьа
210,Schlinge::N,гиӟ,аҟəараҟəантə
211,Schlinge::N,герд,аҟəараҟəантə
212,Spur::N,пытьы,ашьҭа
213,Spur::N,бервыл,ашьҭа
214,Asche::N,пень,ахəа
215,Dreck::N,дэри,аҳəынҵəа
216,Dreck::N,дэри,аҟьамсар
217,Eisen::N,корт,аиха
218,Gold::N,зарни,ахьы
219,Silber::N,азвесь,аразны
220,Kohle::N,эгыр,арацəа
221,Glas::N,стекло,асаркьа
222,Glas::N,пияла,асаркьа
223,Lehm::N,сюй,анышəаҧшь
224,Sand::N,луо,аҧслымӡ
225,Mensch::N,мурт,ауаҩы
226,Mensch::N,адями,ауаҩы
227,Mann::N,воргорон,ахаҵа
228,Frau::N,кышномурт,аҧҳəыс
229,Kind::N,нуны,ахəыҷы
230,Kind::N,пинал,ахəыҷы
231,Junge::N,пи,аҷкəын
232,Junge::N,пи,ахаҵарҧыс
233,Mädchen::N,ныл,аӡӷаб
234,Familie::N,семья,аҭаацəа
235,Großvater::N,песятай,абду
236,Großvater::N,пересь атай,абду
237,Großmutter::N,песянай,анду
238,Großmutter::N,пересь анай,анду
239,Eltern::N,атай-анай,ани аби
240,Eltern::N,бубы-мумы,ани аби
241,Vater::N,айы,аб
242,Vater::N,атай,аб
243,Mutter::N,мумы,ан
244,Sohn::N,пи,аҧа
245,Tochter::N,ныл,аҧҳа
246,Bruder::N,агай,аиашьа
247,Schwester::N,апа,Аҳəшьа
248,Schwester::N,сузэр,Аҳəшьа
249,Onkel::N,агай,абиашьа
250,Onkel::N,агай,аншьа
251,Tante::N,апа,абиаҳəшьа
252,Tante::N,кенак,абиаҳəшьа
253,Ehemann::N,карт,ахаҵа
254,Ehemann::N,карт,аҧшəма
255,Ehefrau::N,кышно,аҧҳəыс
256,Freude::N,шумпотон,агəырӷьара
257,Gelächter::N,горем,ачча
258,Gelächter::N,горем,аччара
259,Glück::N,шуд,аразҟы
260,Kummer::N,кайгу,агəырҩа
261,Kummer::N,куректон,агəырҩа
262,Wunsch::N,мылпотон,агəхəтəы
263,Wunsch::N,мылпотон,аҭахра
264,Lust::N,потон,агəазыҳəара
265,Geist::N,лул,аҧсы
266,Gedanke::N,малпан,ахəыцырҭа
267,Gedächtnis::N,йырсазь,агəынкылара
268,Gedächtnis::N,тодэваён,агəынкылара
269,Verstand::N,йырвизь,ахшыҩ
270,Sinn::N,смысл,аҵакы
271,Grund::N,муг,амзыз
272,Grund::N,ньӧм,амзыз
273,Wahrheit::N,зэм,аиаша
274,Wahrheit::N,шонер,аиаша
275,Gespräch::N,вераськон,аиҿцәажәара
276,Märchen::N,выжыкыл,алакə
277,Erzählung::N,верос,ажәабжь
278,Nachricht::N,ивор,адырраҭара
279,Neuigkeit::N,выльивор,ажәабжь ҿыц
280,Name::N,ним,ахьӡ
281,Rätsel::N,мадькыл,ацуфара
282,Rede::N,верам,ажәа
283,Sprache::N,кыл,абызшəа
284,Stimme::N,куара,абжьы
285,Wort::N,кыл,ажәа
286,Zeichen::N,пус,адырга
287,Zeichen::N,тодмет,адырга
288,Ruf::N,ӧтён,аҿҭы
289,Ruf::N,чортон,аҿҭы
290,Lärm::N,ӵашетон,ашьҭыбжь
291,Laut::N,куара,ашьҭыбжь
292,Ton::N,куара,атон
293,Lied::N,кырӟан,ашəа
294,Ruhe::N,чалмыт улон,аҭынчра
295,Leute::N,адямиос,ауаа
296,Volk::N,калык,ажəлар
297,Arbeit::N,уж,аусура
298,Gast::N,куно,асас
299,Geschenk::N,салам,аҳамҭа
300,Geschenk::N,салам,аҿанҵа
301,Geschenk::N,кузьым,аҳамҭа
302,Geschenk::N,кузьым,аҿанҵа
303,Spiel::N,шудон,ахəмарра
304,Gesellschaft::N,калык,агəыҧ
305,Hilfe::N,юрттон,ацхыраара
306,Freund::N,эш,аҩыза
307,Freund::N,юлтош,аҩыза
308,Kamerad::N,тодмо,Аҧхнагьла
309,Angelegenheit::N,уж,аус
310,Anzahl::N,лыд,ахыҧхьаӡара
311,Art::N,тус,ахкы
312,Stück::N,юдэс,аҽыҭ
313,Teil::N,люкет,ахəҭа
314,Hälfte::N,ӝыны,абжа
315,Kreis::N,котырес,агьагьа
316,Kreuz::N,крест,аџьар
317,Linie::N,гож,аицтәар
318,Strich::N,гож,ацəаҳəа
319,Abstand::N,вис,абжьара
320,Abstand::N,кусып,абжьара
321,Entfernung::N,кусып,абжьара
322,Gegend::N,инты,аҭыҧ
323,Platz::N,инты,аҭыҧ
324,Ort::N,инты,аҭыҧ
325,Ort::N,места,аҭыҧ
326,Seite::N,пал,аган
327,Mitte::N,шор,агəҭа
328,Gegenstand::N,арбери,амаҭəар
329,Sache::N,котыр,
330,Rand::N,дур,аҵкар
331,Rand::N,шаер,аҵкар
332,Kante::N,дур,авардым
333,Ecke::N,сэрег,акəакь
334,Spitze::N,йыл,аҧынҵа
335,Ende::N,пум,анаӡара
336,Loch::N,пась,акылҵəара
337,Winkel::N,сэрег,агҿаҩра
338,Winkel::N,сэрег,акəындхə
339,Winkel::N,сэрег,акəакь
340,Muster::N,пужы,аҟҟа
341,Größe::N,быдӟала,изаҟароу
342,Länge::N,кузьдала,аура
343,Höhe::N,ӝуждала,агылара
344,Gewicht::N,сектала,акапан
345,Gewicht::N,секытлык,акапан
346,Menge::N,лыд,
347,Menge::N,лыдпус,
348,Haufen::N,люк,ачаҟəа
349,Reihe::N,чур,ацəаҳəа
350,Boot::N,пыж,анышь
351,Boot::N,лодка,анышь
352,Ruder::N,полыс,ажəҩа
353,Schlitten::N,додьы,ашəаҩауардын
354,Ski::N,куас,ашəаҩа
355,Ski::N,куас,ашьахаха
356,Lagerfeuer::N,тылскем,еиқуу амца
357,Last::N,секыт,ахьанҭара
358,Gang::N,ветлон,аныҟəара
359,Schritt::N,вамыш,ашьаҿа
360,Norden::N,уйпал,аҩада
361,Süden::N,лымшор,алада
362,Westen::N,шунды пуксён,амраҭашəара
363,Osten::N,шунды ӝужан,амрагылара
364,Holz::N,пу,амҿымаҭəахə
365,Brett::N,пул,аӷəы
366,Platte::N,плита,ахаҳәцәы
367,Stütze::N,пыкет,аҵаргəа
368,Stütze::N,пыкет,агəышьаҟа
369,Stange::N,пуӵ,акьат
370,Stock::N,боды,алаба
371,Stab::N,пуӵ,акьат
372,Stab::N,боды,акьат
373,Rohr::N,труба,абыкь
374,Haus::N,юрт,аҩны
375,Heim::N,корка,аҭаацəа
376,Ofen::N,гур,аҳақə
377,Ofen::N,гур,ауаџьаҟ
378,Ofen::N,гур,афрына
379,Fußboden::N,выж,адашьма
380,Tisch::N,ӝӧк,аишәа
381,Stuhl::N,пукон,аҟəардə
382,Wiege::N,кӧкы,агара
383,Wiege::N,зыбка,агара
384,Bett::N,валес,акаруаҭ
385,Regal::N,ӝажы,акыӷəра
386,Kiste::N,ящик,аидчаҧала
387,Fenster::N,укно,аҧенџьыр
388,Fenster::N,косяк,аҧенџьыр
389,Tür::N,ӧс,ашə
390,Tor::N,ӟезьы,агəашə
391,Zaun::N,забор,аанда
392,Dach::N,липет,ахыб
393,Leiter::N,падӟа,амардуан
394,Besen::N,ӵужон,аҧссага
395,Besen::N,исьнер,аҧссага
396,Spaten::N,лопатка,ажыга
397,Schaufel::N,ютырон,аҭəарӷəы
398,Gabel::N,тэчы,ачқьыҧ
399,Gabel::N,вилка,ачқьыҧ
400,Löffel::N,пуньы,амҳаҵə
401,Messer::N,пурт,аҳəызба
402,Nagel::N,кортӵог,аҵəымӷ
403,Netz::N,сеть,акаҭа
404,Haken::N,курик,аҵəаҳə
405,Griff::N,ныд,амаа
406,Schloss::N,тунгон,асаҧаҭ
407,Bild::N,суред,асахьа
408,Figur::N,фигура,афигура
409,Puppe::N,мунё,акьанџьа
410,Beutel::N,пуйы,асакь
411,Bündel::N,керттэт,аҿаҳəара
412,Tasche::N,пуйы,арҭмаҟ
413,Tasche::N,сумка,арҭмаҟ
414,Eimer::N,ведра,аведра
415,Deckel::N,ӵоксэт,ахҩа
416,Geschirr::N,тусьты-пуньы,ачысмаҭəа
417,Sack::N,пуйы,асакь
418,Tasse::N,ӵаша,аҵəца
419,Topf::N,миска,акаструлиа
420,Kessel::N,пурты,ачуан
421,Essen::N,сиськон,
422,Nahrung::N,сион,афатə
423,Speise::N,сиён,афатə
424,Fleisch::N,сӥль,акəац
425,Getreide::N,ю тысь,ачакуа
426,Brei::N,ӝук,ақашь
427,Brot::N,нянь,ача
428,Scheibe::N,шорем,аҽыҭ
429,Scheibe::N,шорем,аҿаҵа
430,Fett::N,кӧй,ашша
431,Butter::N,вӧй,ахəша
432,Öl::N,вӧй,азеҭ
433,Salz::N,сылал,аџьыка
434,Suppe::N,шыд,асуҧ
435,Honig::N,чечы,ацха
436,Milch::N,йӧл,ахш
437,Tee::N,чай,ачаи
438,Leder::N,сурон,ацəа
439,Wolle::N,гон,аласа
440,Wolle::N,ыжгон,аласа
441,Stoff::N,куэм,Аба
442,Nadel::N,вень,агəыр
443,Faden::N,сӥньыс,арахəыц
444,Knopf::N,бирды,аҳəынҵəра
445,Knoten::N,герд,аиқəҳəала
446,Farbe::N,буёл,ашəыга
447,Kleidung::N,дӥсь,амаҭəа
448,Hemd::N,дэрем,акьаҿ
449,Kragen::N,сирес,ахəда
450,Ärmel::N,саес,амаӷра
451,Hose::N,брюки,аиқəа
452,Hose::N,штань,аиқəа
453,Gürtel::N,кускерттон,амаҟа
454,Mütze::N,ызьы,ахылҧа
455,Schuh::N,ботинка,аимаа
456,Stiefel::N,сапег,амагə
457,Ring::N,зундэс,амацəаз
458,Band::N,лента,алента
459,Kamm::N,сын,ахҳəа
460,Spiegel::N,синучкон,асаркьа
461,Riemen::N,е,аа
462,Schnur::N,гозы,ашаха
463,Leine::N,думет,аҕура
464,Decke::N,шобрет,ахыза
465,Kissen::N,миндэр,ахчы
466,Tuch::N,кышет,акасы
467,Handtuch::N,ӵушкон,ампахьшьы
468,Kraft::N,кать,амч
469,Kraft::N,ӟигар,амч
470,Stärke::N,юнлык,амч
471,Gesundheit::N,тазалык,агəабзиара
472,Krankheit::N,висён,ачымазара
473,Schmerz::N,висён,ахьаа
474,Wunde::N,яра,ахəра
475,Fieber::N,кезег,ашоура
476,Arznei::N,эмъюм,ахəшə
477,Brücke::N,выж,ацҳа
478,Brunnen::N,колдэч,аҵыџь
479,Weide::N,возь,аҳəырҭа
480,Pfad::N,сюрес,амхəасҭа
481,Weg::N,сюрес,амҩа
482,Straße::N,сюрес,амҩа
483,Dorf::N,гурт,ақыҭа
484,Stadt::N,кар,ақалақь
485,Stadt::N,город,ақалақь
486,Brief::N,гожтэт,ашəҟəы
487,Buch::N,книга,ашəҟəы
488,Buchstabe::N,буква,анбан
489,Zeitung::N,газет,агазеҭ
490,Leben::N,улон,аҧсҭазаара
491,Tod::N,кулон,аҧсра
492,Grab::N,шайгу,анышəынҭра
493,Kirche::N,черк,ауахəама
494,Sünde::N,сьӧлык,агəнаҳа
495,Gott::N,ӥнмар,анцəа
496,Arbeiter::N,рабочий,аусуҩ
497,Chef::N,начальник,Аиҳабы
498,Meister::N,кибашлы,аҟаза
499,Arzt::N,врач,аҳақьым
500,Lehrer::N,дышетӥсь,арҵаҩы
501,Geld::N,уксё,аҧара
502,Geld::N,коньдон,аҧара
503,Geschäft::N,уж,
504,Laden::N,магазин,амагазин
505,Preis::N,дун,ахə
506,Ware::N,вуз,атауар
507,Nutzen::N,пайда,ақьар
508,Reichtum::N,узырлык,абеиара
509,Welt::N,дунне,адунеи
510,Land::N,шаер,атəыла
511,Staat::N,кун,аҳəынҭқарра
512,König::N,эксэй,акрал
513,Macht::N,власть,амчра
514,Grenze::N,кунгож,аҳəаа
515,Krieg::N,ож,аибашьра
516,Feind::N,тушмон,Аҕа
517,Gewalt::N,эриктэман,ақəымчра
518,Kampf::N,нюръяськон,ақəҧара
519,Bogen[Waffe]::N,пукыӵ,ахыц
520,Pfeil::N,пукыӵ вень,ахəымпал
521,Gewehr::N,пыӵал,ашəақь
522,Fehler::N,янгыш,агха
523,Lüge::N,пӧян,амц
524,Lüge::N,алдан,амц
525,Lüge::N,ӧрекчан,амц
526,Schaden::N,изъян,аҧырхага
527,Unglück::N,куректон,арыцҳара
528,Unglück::N,шудтэме усён,арыцҳара
529,Schuld::N,янгыш,ахара
530,Alter::N,арлыд,ақəра
531,Schluss::N,пум,анҵəамҭа
532,Zeit::N,дыр,аамта
533,Tag::N,нунал,амш
534,Morgen::N,ӵукна,ашара
535,Morgen::N,ӵукна,ашьыбжь
536,Mittag::N,лымшор,шьыбжьон
537,Abend::N,ӝыт,ахəылҧаз
538,Abend::N,ӝыт,ахəлбыҽха
539,Abend::N,акшан,ахəылҧаз
540,Abend::N,акшан,ахəлбыҽха
541,Nacht::N,уй,аҵх
542,Woche::N,арня,амчыбжь
543,Monat::N,толэзь,
544,Jahr::N,ар,
545,Frühling::N,тулыс,ааҕын
546,Sommer::N,гужем,аҧхын
547,Herbst::N,сӥзьыл,ҭагалан
548,Herbst::N,сӥзьыл,хкаарачан
549,Winter::N,тол,аӡын
550,Januar::N,выльартолэзь,ианвар
551,Februar::N,тулыспал,февраль
552,März::N,южтолэзь,март
553,April::N,оштолэзь,апрель
554,Mai::N,куартолэзь,маи
555,Juni::N,вожотолэзь,иуун
556,Juli::N,пӧсьтолэзь,иууль
557,August::N,гудырикошкон,август
558,September::N,куарусён,сентиабр
559,Oktober::N,выльӝуктолэзь,октиабр
560,November::N,шуркынмон,ноиабр
561,Dezember::N,толсур,декабр
562,Montag::N,вордӥськон,ашəахьа
563,Dienstag::N,вторник,аҩаша
564,Mittwoch::N,вирнунал,ахаша
565,Donnerstag::N,покчиарня,аҧшьаша
566,Freitag::N,удмуртарня,ахəаша
567,Samstag::N,кӧснунал,асабша
568,Sonntag::N,арня,амҽыша
569,groß::A,бадӟым,аду
570,klein::A,пичи,амаҷ
571,lang::A,кузь,ахəхəа
572,kurz::A,вакчи,акьаҿ
573,breit::A,паськыт,аиужь
574,breit::A,паськыт,аиҵых
575,schmal::A,сюлэг,аҭшəа
576,dicht::A,ӵем,аилач
577,dick[Gegenstand]::A,зӧк,ажəпа
578,dünn::A,векчи,
579,fein::A,векчи,апа
580,fein::A,векчи,аҵаӷа
581,fein::A,векчи,аӡа
582,fest::A,юн,аҟаца
583,fest::A,юн,аӷəӷəаҟаца
584,fest::A,чурыт,аҟаца
585,fest::A,чурыт,аӷəӷəаҟаца
586,flach::A,ӵошкыт,ақəаҟьа
587,flach::A,ӵошкыт,аҧаҟьа
588,glatt::A,гылыт,аимаҩзы
589,glatt::A,вольыт,аимаҩзы
590,hart::A,чурыт,акьакьа
591,weich::A,небыт,атата
592,rund::A,котырес,акəмпыл
593,spitz::A,йылсо,аҵар
594,scharf::A,лэчыт,аҵар
595,stumpf::A,ныж,ацагə
596,schwer::A,секыт,ахьанҭа
597,schön::A,чебер,аҧшӡа
598,heiß::A,пӧсь,ашы
599,warm::A,шуныт,аҧха
600,kalt::A,кезьыт,ахьшəашəа
601,kühl::A,юзмыт,ахьшəашəа
602,kühl::A,юзмыт,ицәыхьшәашәоу
603,kühl::A,салкым,ахьшəашəа
604,kühl::A,салкым,ицәыхьшәашәоу
605,frisch::A,выль,цқьа
606,feucht::A,мускыт,ацəаак
607,nass::A,котмем,абааӡа
608,trocken::A,кӧс,Аба
609,trocken::A,кӧс,аҩа
610,voll::A,тыр,азна
611,leer::A,буш,аҭацəы
612,leer::A,тырттэм,аҭацəы
613,offen::A,усьтэм,аарта
614,geschlossen::A,ӵогам,ихҩоу
615,geschlossen::A,ӵогам,иаркыу
616,geschlossen::A,пунням,ихҩоу
617,geschlossen::A,пунням,иаркыу
618,sauber::A,ӝикыт,ацқьа
619,sauber::A,чылкыт,ацқьа
620,schmutzig::A,нӧд,аҟьашь
621,roh::A,ыль,
622,reif::A,вуэм,Арҭ
623,reif::A,вуэм,аҟала
624,reif::A,вуэм,иҟалахьоу
625,lecker::A,ческыт,ахаа
626,süß::A,ческыт,азла
627,bitter::A,курыт,аша
628,sauer::A,чырс,аҵəҵəы
629,hell::A,югыт,алаша
630,dunkel::A,пеймыт,алашьца
631,schwarz::A,сьӧд,аиқуаҵәа
632,weiß::A,тӧдьы,ашкəакəа
633,rot::A,горд,аҟаҧшь
634,gelb::A,ӵуж,аҩеижь
635,blau::A,лыз,аҽҵәа
636,grün::A,вож,ашьацҧшҭəала
637,grün::A,вож,аеҵəа
638,grau::A,пурысь,ацəыш
639,bunt::A,куӵо,Аилыҕраа
640,bunt::A,куӵо,аҕраҷкəын
641,billig::A,дунтэм,амариа
642,teuer::A,дуно,амҩан
643,wertvoll::A,дуно,кыр иаҕсоу
644,wertvoll::A,дуно,акыр иаҕсоу
645,blind::A,сукыр,алашə
646,blind::A,синтэм,алашə
647,taub::A,пельтэм,адагəа
648,kräftig::A,кужмо,аӷəӷəа
649,stark::A,юн,абаҟа
650,stark::A,кужмо,абаҟа
651,schwach::A,ляб,акəада
652,schwach::A,начар,акəада
653,fett::A,кӧй,аҧсыла
654,schlank::A,веськыт,акала
655,schlank::A,веськыт,акьалантар
656,schlank::A,веськыт,аиҿартə
657,schlank::A,веськрес,акала
658,schlank::A,веськрес,акьалантар
659,schlank::A,веськрес,аиҿартə
660,hübsch::A,чебер,аҧшӡа
661,hübsch::A,синмаськымон,аҧшӡа
662,böse::A,лек,абааҧсы
663,dumm::A,шузи,агаӡа
664,dumm::A,визьтэм,агаӡа
665,faul::A,азьтэм,аашьа
666,fleißig::A,сюлмо,иҟубҷоу
667,geizig::A,сук,акы
668,geizig::A,сук,акаҷбеи
669,geizig::A,сук,аҟəџьыр
670,klug::A,визьмо,аҟəыш
671,klug::A,визьмо,аҟəыӷа
672,geschickt::A,усто,напҟазала
673,geschickt::A,быгатӥсь,напҟазала
674,lieb::A,мусо,алашара
675,lustig::A,шулдыр,алах-ҿых
676,lustig::A,шулдыр,игурҕьаччо
677,lustig::A,шулдыр,агурҕьа
678,lustig::A,шулдыр,агурҿыхага
679,sanft::A,мусо,атата
680,sanft::A,мусо,аҟəымшəышə
681,sanft::A,мусо,ақьыҧш
682,sanft::A,эрке,атата
683,sanft::A,эрке,аҟəымшəышə
684,sanft::A,эрке,ақьыҧш
685,hungrig::A,сютэм,амлашь
686,krank::A,висись,ачымазаҩ
687,nackt::A,гольык,аҟьантаз
688,traurig::A,мӧзмыт,алахьеиқəҵага
689,lebendig::A,улэп,абза
690,gut::A,ӟеч,абзиа
691,gut::A,умой,абзиа
692,schlecht::A,урод,-хəарҭам
693,schlecht::A,алама,-хəарҭам
694,richtig::A,шонер,иашоу
695,schlimm::A,алама,абааҧсы
696,wahr::A,зэмос,агəҭылса
697,wahr::A,зэмос,абзиаҵəҟьа
698,alt::A,вуж,Ажə
699,neu::A,выль,аҿыц
700,ehemalig::A,азьвылэз,анкьатәи
701,alt[Lebewesen]::A,пересь,абырг
702,alt[Lebewesen]::A,пересь,ақабада
703,alt[Lebewesen]::A,пересь,Ажə
704,jung::A,егит,аҟата
705,jung::A,пинал,аҟата
706,arm::A,начар,ананамга
707,arm::A,куанер,ананамга
708,reich::A,узыр,абеиа
709,bekannt::A,тодмо,адыр
710,berühmt::A,дано,адыр
711,fremd::A,ят,атəым
712,verschieden::A,пӧртэм,Еиуа-еиҧшым
713,nah::A,матысь,ааигəа
714,fern::A,кыдёкысь,ахара
715,linker::A,паллян,арма
716,rechter::A,бур,арҕьа
717,rechter::A,бурпал,арҕьа
718,anderer::A,мукет,даҽа
719,anderer::A,мукет,даҽакы
720,erster::A,нырысетӥез,актәи
