,Concept_ID,da,se
55,Stirn::N,pande,gaalloe
56,Stirn::N,pande,gállo
57,Stirn::N,pande,gállu
58,Stirn::N,pande,kállu
59,Stirn::N,pande,käll
60,Stirn::N,pande,вуэххьц
61,Haar::N,hår,voepte
62,Haar::N,hår,vuoppta
63,Haar::N,hår,vuokta
64,Haar::N,hår,vuop'tâ
65,Haar::N,hår,vuõpt
66,Haar::N,hår,вӯппт
67,Schnurrbart::N,overskæg,bijjie-skaavtjoe
68,Schnurrbart::N,overskæg,njunjevuolskávttjá
69,Schnurrbart::N,overskæg,seamu
70,Schnurrbart::N,overskæg,siämu
71,Schnurrbart::N,overskæg,ää´bben
72,Schnurrbart::N,overskæg,о̄а̄бпан
73,Bart::N,skæg,skaavtja
74,Bart::N,skæg,skaavtjoe
75,Bart::N,skæg,skávttjá
76,Bart::N,skæg,seamu
77,Bart::N,skæg,siämu
78,Bart::N,skæg,seäm
79,Bart::N,skæg,ся̄м
80,Kinn::N,hage,gaejpie
81,Kinn::N,hage,gájbbe
82,Kinn::N,hage,gáibi
83,Kinn::N,hage,käibi
84,Kinn::N,hage,käi´bb
85,Kinn::N,hage,ка̄ййп
86,Kiefer[Anatomie]::N,kæbe,gaejpie
87,Kiefer[Anatomie]::N,kæbe,oalol
88,Kiefer[Anatomie]::N,kæbe,oaloldákte
89,Kiefer[Anatomie]::N,kæbe,gáibi
90,Kiefer[Anatomie]::N,kæbe,uá'lultähti
91,Kiefer[Anatomie]::N,kæbe,vuâl'lõš
92,Kiefer[Anatomie]::N,kæbe,вуаллнешш
93,Kehle::N,strube,gealoe
94,Kehle::N,strube,tjåttå
95,Kehle::N,strube,njiello
96,Kehle::N,strube,čotta
97,Kehle::N,strube,čuudâ
98,Kehle::N,strube,čoodd
99,Kehle::N,strube,чонт
100,Kehle::N,strube,кэ̄ҏс
101,Hals::N,hals,tjeapohke
102,Hals::N,hals,tjiebet
103,Hals::N,hals,čeabet
104,Hals::N,hals,čiäppát
105,Hals::N,hals,čeäppat
106,Hals::N,hals,ча̄пэх
107,Genick::N,nakke,tjovrese
108,Genick::N,nakke,nisske
109,Genick::N,nakke,niehkki
110,Genick::N,nakke,niski
111,Genick::N,nakke,niek'ki
112,Genick::N,nakke,nji´šǩǩmaadd
113,Genick::N,nakke,нышшькмоант
114,Kopf::N,hoved,åejjie
115,Kopf::N,hoved,oajvve
116,Kopf::N,hoved,oaivi
117,Kopf::N,hoved,uái'vi
118,Kopf::N,hoved,vuei´vv
119,Kopf::N,hoved,вуэййв
120,Rücken::N,ryg,rudtje
121,Rücken::N,ryg,hárddo
122,Rücken::N,ryg,tjavelk
123,Rücken::N,ryg,sealgi
124,Rücken::N,ryg,selgi
125,Rücken::N,ryg,čielgi
126,Rücken::N,ryg,seä´lǧǧ
127,Rücken::N,ryg,се̄лльк
128,Bauch::N,mave,tjåejjie
129,Bauch::N,mave,tjoajvve
130,Bauch::N,mave,čoavji
131,Bauch::N,mave,čuáv'ji
132,Bauch::N,mave,čåu´jj
133,Bauch::N,mave,чо̄ввьй
134,Nabel::N,navle,naepie
135,Nabel::N,navle,náhpe
136,Nabel::N,navle,náhpi
137,Nabel::N,navle,nääpi
138,Nabel::N,navle,nää´pp
139,Nabel::N,navle,на̄бпь
140,Busen::N,barm,boenge
141,Busen::N,barm,bållå
142,Busen::N,barm,čižži
143,Busen::N,barm,njamma
144,Busen::N,barm,njižže
145,Busen::N,barm,nje´ǯǯ
146,Busen::N,barm,раннҍт
147,Brust::N,bryst,mïelke
148,Brust::N,bryst,radde
149,Brust::N,bryst,mielgga
150,Brust::N,bryst,raddi
151,Brust::N,bryst,radde
152,Brust::N,bryst,râ´dd
153,Brust::N,bryst,раннҍт
154,Schulter::N,skulder,åelkie
155,Schulter::N,skulder,oalgge
156,Schulter::N,skulder,hárdu
157,Schulter::N,skulder,ärdee
158,Schulter::N,skulder,uál'gi
159,Schulter::N,skulder,a´rddi
160,Schulter::N,skulder,vuä´lǧǧ
161,Schulter::N,skulder,вуэллык
162,Arm::N,arm,gïete
163,Arm::N,arm,giehta
164,Arm::N,arm,giehta
165,Arm::N,arm,kietâ
166,Arm::N,arm,kie'tâkaaṿâ
167,Arm::N,arm,ǩiõtt
168,Arm::N,arm,кӣдт
169,Ellenbogen::N,albue,gernjere
170,Ellenbogen::N,albue,garŋŋel
171,Ellenbogen::N,albue,gargŋil
172,Ellenbogen::N,albue,käŋŋir
173,Ellenbogen::N,albue,kõõnjâr
174,Ellenbogen::N,albue,карьнэль
175,Hand::N,hånd,gïete
176,Hand::N,hånd,giehta
177,Hand::N,hånd,giehta
178,Hand::N,hånd,kietâ
179,Hand::N,hånd,ǩiõtt
180,Hand::N,hånd,кӣдт
181,Handfläche::N,håndflade,gïeten-låapoe
182,Handfläche::N,håndflade,giehtavuodo
183,Handfläche::N,håndflade,tjårmmåvuodo
184,Handfläche::N,håndflade,giehtaloahpu
185,Handfläche::N,håndflade,kiämád
186,Handfläche::N,håndflade,kuámmir
187,Handfläche::N,håndflade,kuä´m'mer
188,Handfläche::N,håndflade,ǩiõttǩeä´m'men
189,Handfläche::N,håndflade,ко̄а̄ллдэгк
190,Handfläche::N,håndflade,кӣдткоалдэгк
191,Finger::N,finger,soerme
192,Finger::N,finger,tjuvdde
193,Finger::N,finger,suorbma
194,Finger::N,finger,čuvde
195,Finger::N,finger,suor'mâ
196,Finger::N,finger,suõrmm
197,Finger::N,finger,це̄ххп
198,Fingernagel::N,fingernegl,gadtse
199,Fingernagel::N,fingernegl,guehpere
200,Fingernagel::N,fingernegl,gadtsa
201,Fingernagel::N,fingernegl,gazza
202,Fingernagel::N,fingernegl,kozzâ
203,Fingernagel::N,fingernegl,kõʒʒ
204,Fingernagel::N,fingernegl,кэ̄ннц
205,Nagel[Anatomie]::N,negl,gadtse
206,Nagel[Anatomie]::N,negl,guehpere
207,Nagel[Anatomie]::N,negl,gadtsa
208,Nagel[Anatomie]::N,negl,gazza
209,Nagel[Anatomie]::N,negl,kozzâ
210,Nagel[Anatomie]::N,negl,kõʒʒ
211,Nagel[Anatomie]::N,negl,кэ̄ннц
212,Zeh::N,tå,tjiehtjere
213,Zeh::N,tå,juolggetjuvdde
214,Zeh::N,tå,juolgesuorbma
215,Zeh::N,tå,jyel'gisuor'mâ
216,Zeh::N,tå,jue´lǧǧsuõrmm
217,Zeh::N,tå,ю̄лльк-це̄һп
218,Fuß::N,fod,juelkie
219,Fuß::N,fod,juolgge
220,Fuß::N,fod,juolgi
221,Fuß::N,fod,jyel'gi
222,Fuß::N,fod,jue´lǧǧ
223,Fuß::N,fod,ла̄бпь
224,Ferse::N,hæl,båetskie
225,Ferse::N,hæl,boasske
226,Ferse::N,hæl,šušmi
227,Ferse::N,hæl,šušme
228,Ferse::N,hæl,jue´lǧǧkädd
229,Ferse::N,hæl,ка̄ннт
230,Knie::N,knæ,boelve
231,Knie::N,knæ,buolvva
232,Knie::N,knæ,čibbi
233,Knie::N,knæ,veaŋki
234,Knie::N,knæ,iidâ
235,Knie::N,knæ,puõlvv
236,Knie::N,knæ,пуллв
237,Oberschenkel::N,lår,ruaksja
238,Oberschenkel::N,lår,tjibbe
239,Oberschenkel::N,lår,gassaváhkká
240,Oberschenkel::N,lår,badjeváhkáa
241,Oberschenkel::N,lår,čuár'bpeeḷi
242,Oberschenkel::N,lår,če´bb
243,Oberschenkel::N,lår,чуаррбе̄лль
244,Bein::N,ben,juelkie
245,Bein::N,ben,juolgge
246,Bein::N,ben,juolgi
247,Bein::N,ben,jyel'gi
248,Bein::N,ben,jue´lǧǧ
249,Bein::N,ben,ю̄лльк
250,Körper::N,krop,kråahpe
251,Körper::N,krop,rumáj
252,Körper::N,krop,rumaš
253,Körper::N,krop,ruumâš
254,Körper::N,krop,rå´pp
255,Körper::N,krop,лышшьк
256,Körper::N,krop,роаӈӈьк
257,Körper::N,legeme,kråahpe
258,Körper::N,legeme,rumáj
259,Körper::N,legeme,rumaš
260,Körper::N,legeme,ruumâš
261,Körper::N,legeme,rå´pp
262,Körper::N,legeme,лышшьк
263,Körper::N,legeme,роаӈӈьк
264,Haut::N,hud,njaltja
265,Haut::N,hud,lijkke
266,Haut::N,hud,tjuobma
267,Haut::N,hud,liiki
268,Haut::N,hud,liške
269,Haut::N,hud,le´šǩǩ
270,Haut::N,hud,лышшьк
271,Blut::N,blod,vïrre
272,Blut::N,blod,maelie
273,Blut::N,blod,varra
274,Blut::N,blod,varra
275,Blut::N,blod,vorrâ
276,Blut::N,blod,võrr
277,Blut::N,blod,вэ̄рр
278,Ader::N,åre,åerie
279,Ader::N,åre,aajroe
280,Ader::N,åre,suodna
281,Ader::N,åre,varrasuotna
282,Ader::N,åre,suoṇâ
283,Ader::N,åre,suõnn
284,Ader::N,åre,сӯнн
285,Sehne::N,sene,soene
286,Sehne::N,sene,gåårtenje
287,Sehne::N,sene,suodna
288,Sehne::N,sene,suotna
289,Sehne::N,sene,suoṇâ
290,Sehne::N,sene,suõnn
291,Sehne::N,sene,сӯнн
292,Knochen::N,ben,måara
293,Knochen::N,ben,måaroe
294,Knochen::N,ben,dákte
295,Knochen::N,ben,dákti
296,Knochen::N,ben,tähti
297,Knochen::N,ben,tä´htt
298,Knochen::N,ben,та̄ххт
299,Knochen::N,ben,та̄ффьт
300,Gehirn::N,hjerne,aajla
301,Gehirn::N,hjerne,vuojŋam
302,Gehirn::N,hjerne,vuoigŋašat
303,Gehirn::N,hjerne,vuoi'ŋâšeh
304,Gehirn::N,hjerne,vuo'ivâšneh
305,Gehirn::N,hjerne,vuõivâšn
306,Gehirn::N,hjerne,вуэййвэшна
307,Herz::N,hjerte,vaajmoe
308,Herz::N,hjerte,tsåhke
309,Herz::N,hjerte,váibmu
310,Herz::N,hjerte,váimu
311,Herz::N,hjerte,čââ´đ
312,Herz::N,hjerte,кӯттҌк
313,Magen::N,mave,tjåejjie
314,Magen::N,mave,tjoajvve
315,Magen::N,mave,čoavji
316,Magen::N,mave,čuáv'ji
317,Magen::N,mave,čåu´jj
318,Magen::N,mave,чо̄ввьй
319,Leber::N,lever,mueksie
320,Leber::N,lever,librre
321,Leber::N,lever,vuoivvas
322,Leber::N,lever,vuoivâs
323,Leber::N,lever,vuõivâs
324,Leber::N,lever,вуйвас
325,Atem::N,ånde,voejngehtasse
326,Atem::N,ånde,båssånis
327,Atem::N,ånde,vuojŋadahka
328,Atem::N,ånde,vuoiŋŋahat
329,Atem::N,ånde,vuo'iŋâstim
330,Atem::N,ånde,jiõg'g
331,Atem::N,ånde,вӯйнас
332,Atem::N,ånde,вӯййнмушш
333,Hunger::N,sult,nielkie
334,Hunger::N,sult,nielgge
335,Hunger::N,sult,nealgi
336,Hunger::N,sult,nelgi
337,Hunger::N,sult,neä´lǧǧ
338,Hunger::N,sult,не̄лльк
339,Träne::N,tåre,gïknjele
340,Träne::N,tåre,ganjál
341,Träne::N,tåre,ganjal
342,Träne::N,tåre,koonjâl
343,Träne::N,tåre,kõõnjâl
344,Träne::N,tåre,кэ̄нял
345,Geschmack::N,smag,aelmie
346,Geschmack::N,smag,muosse
347,Geschmack::N,smag,smáhkka
348,Geschmack::N,smag,máhku
349,Geschmack::N,smag,smáhkka
350,Geschmack::N,smag,mááhu
351,Geschmack::N,smag,smakkâ
352,Geschmack::N,smag,njõõd
353,Geschmack::N,smag,smääkk
354,Geschmack::N,smag,ня̄лльк
355,Geruch::N,lugt,haaje
356,Geruch::N,lugt,habjja
357,Geruch::N,lugt,hádja
358,Geruch::N,lugt,opsâ
359,Geruch::N,lugt,haajâ
360,Geruch::N,lugt,õpss
361,Geruch::N,lugt,haajj
362,Geruch::N,lugt,апс
363,Geruch::N,lugt,лэ̄гк
364,Schlaf::N,søvn,nahkerh
365,Schlaf::N,søvn,nager
366,Schlaf::N,søvn,oados
367,Schlaf::N,søvn,nagir
368,Schlaf::N,søvn,naṿer
369,Schlaf::N,søvn,nââ´er
370,Schlaf::N,søvn,нагерь
371,Traum::N,drøm,nahkere
372,Traum::N,drøm,niehko
373,Traum::N,drøm,niehku
374,Traum::N,drøm,naṿer
375,Traum::N,drøm,nââ´er
376,Traum::N,drøm,нагерь
377,Himmel::N,himmel,elmie
378,Himmel::N,himmel,almme
379,Himmel::N,himmel,albmi
380,Himmel::N,himmel,alme
381,Himmel::N,himmel,â´lmm
382,Himmel::N,himmel,алльм
383,Sonne::N,sol,biejjie
384,Sonne::N,sol,bæjvásj
385,Sonne::N,sol,beaivváš
386,Sonne::N,sol,peivi
387,Sonne::N,sol,piäiváš
388,Sonne::N,sol,pei´vv
389,Sonne::N,sol,пе̄ййв
390,Mond::N,måne,aske
391,Mond::N,måne,mánno
392,Mond::N,måne,mánnu
393,Mond::N,måne,máánu
394,Mond::N,måne,mään
395,Mond::N,måne,ма̄нн
396,Stern::N,stjerne,daasta
397,Stern::N,stjerne,naestie
398,Stern::N,stjerne,násste
399,Stern::N,stjerne,násti
400,Stern::N,stjerne,täsni
401,Stern::N,stjerne,tä´snn
402,Stern::N,stjerne,та̄ссьт
403,Luft::N,luft,elmie
404,Luft::N,luft,ájmmo
405,Luft::N,luft,áibmu
406,Luft::N,luft,áimu
407,Luft::N,luft,šõŋŋ
408,Luft::N,luft,вӯйнас
409,Wind::N,vind,bïegke
410,Wind::N,vind,biegga
411,Wind::N,vind,biegga
412,Wind::N,vind,pieg'gâ
413,Wind::N,vind,piõg'g
414,Wind::N,vind,пӣӈӈк
415,Welle::N,bølge,baaroe
416,Welle::N,bølge,bárro
417,Welle::N,bølge,bárru
418,Welle::N,bølge,pááṛu
419,Welle::N,bølge,päärr
420,Welle::N,bølge,нэ̄ммп
421,Wasser::N,vand,tjaetsie
422,Wasser::N,vand,tjáhtje
423,Wasser::N,vand,čáhci
424,Wasser::N,vand,čääci
425,Wasser::N,vand,čää´cc
426,Wasser::N,vand,ча̄дзь
427,Stein::N,sten,gierkie
428,Stein::N,sten,giergge
429,Stein::N,sten,geađgi
430,Stein::N,sten,keđgi
431,Stein::N,sten,ǩeä´dǧǧ
432,Stein::N,sten,ке̄ддҌк
433,Boden::N,jord,betnie
434,Boden::N,jord,ednam
435,Boden::N,jord,bodni
436,Boden::N,jord,vuođđu
437,Boden::N,jord,ponne
438,Boden::N,jord,vuáđ̣u
439,Boden::N,jord,vuâđđ
440,Boden::N,jord,лаввьн
441,Boden::N,jord,е̄ммьне
442,Erde::N,jord,jåarta
443,Erde::N,jord,mueltie
444,Erde::N,jord,ednam
445,Erde::N,jord,mållde
446,Erde::N,jord,eana
447,Erde::N,jord,eennâm
448,Erde::N,jord,mädd
449,Erde::N,jord,jânnam
450,Erde::N,jord,е̄ммьне
451,Staub::N,støv,heblie
452,Staub::N,støv,tsumhtsie
453,Staub::N,støv,dubme
454,Staub::N,støv,dopmu
455,Staub::N,støv,kovjâ
456,Staub::N,støv,põõ´l
457,Staub::N,støv,кэ̄ббьй
458,Rauch::N,røg,soeve
459,Rauch::N,røg,suovva
460,Rauch::N,røg,suovva
461,Rauch::N,røg,suoṿâ
462,Rauch::N,røg,suõvv
463,Rauch::N,røg,сӯвв
464,Funke::N,gnist,naestie
465,Funke::N,gnist,tjuonam
466,Funke::N,gnist,čuotnan
467,Funke::N,gnist,čuođâlm
468,Funke::N,gnist,iiskâr
469,Funke::N,gnist,čuõzzâm
470,Funke::N,gnist,чӯссэм
471,Feuer::N,ild,dålle
472,Feuer::N,ild,dållå
473,Feuer::N,ild,dolla
474,Feuer::N,ild,tullâ
475,Feuer::N,ild,toll
476,Feuer::N,ild,то̄лл
477,Licht::N,lys,tjoevke
478,Licht::N,lys,tjuovgga
479,Licht::N,lys,čuovga
480,Licht::N,lys,čuovggas
481,Licht::N,lys,čuoṿâ
482,Licht::N,lys,toll
483,Licht::N,lys,čuõvv
484,Licht::N,lys,то̄лл
485,Schatten::N,skygge,skugkie
486,Schatten::N,skygge,soejvene
487,Schatten::N,skygge,irkes
488,Schatten::N,skygge,sieges
489,Schatten::N,skygge,itku
490,Schatten::N,skygge,suoivâ
491,Schatten::N,skygge,õõtt
492,Schatten::N,skygge,ǩeeu´niǩ
493,Schatten::N,skygge,кывьнэхь
494,Wetter::N,vejr,vïerhtse
495,Wetter::N,vejr,dálkke
496,Wetter::N,vejr,dálki
497,Wetter::N,vejr,šoŋŋâ
498,Wetter::N,vejr,šõŋŋ
499,Wetter::N,vejr,шэ̄ӈӈ
500,Nebel::N,tåge,såavla
501,Nebel::N,tåge,mearhka
502,Nebel::N,tåge,murkko
503,Nebel::N,tåge,mierkká
504,Nebel::N,tåge,mierká
505,Nebel::N,tåge,miär'kká
506,Nebel::N,tåge,oṃo
507,Nebel::N,tåge,sue´lnn
508,Nebel::N,tåge,цӣгк
509,Nebel::N,tåge,сулльн
510,Wolke::N,sky,balve
511,Wolke::N,sky,balvva
512,Wolke::N,sky,balva
513,Wolke::N,sky,polvâ
514,Wolke::N,sky,põlvv
515,Wolke::N,sky,пэллв
516,Regen::N,regn,ebrie
517,Regen::N,regn,harvve
518,Regen::N,regn,arvi
519,Regen::N,regn,arve
520,Regen::N,regn,â´brr
521,Regen::N,regn,аббьр
522,Schnee::N,sne,lopme
523,Schnee::N,sne,moehtege
524,Schnee::N,sne,muohta
525,Schnee::N,sne,muohta
526,Schnee::N,sne,muotâ
527,Schnee::N,sne,muõtt
528,Schnee::N,sne,вэ̄дз
529,Schnee::N,sne,куэллт
530,Eis::N,is,jïenge
531,Eis::N,is,jiegŋa
532,Eis::N,is,jiekŋa
533,Eis::N,is,jieŋ̣â
534,Eis::N,is,jiõŋŋ
535,Eis::N,is,ӣӈӈ
536,Frost::N,frost,baajkoe
537,Frost::N,frost,tjoasskem
538,Frost::N,frost,buolaš
539,Frost::N,frost,puolâš
540,Frost::N,frost,puõlâš
541,Frost::N,frost,мӯнь
542,Kälte::N,kulde,jueskie
543,Kälte::N,kulde,tjåetskeme
544,Kälte::N,kulde,tjoasskem
545,Kälte::N,kulde,čoaskin
546,Kälte::N,kulde,ko'lmâsvuotâ
547,Kälte::N,kulde,ijss
548,Kälte::N,kulde,čuä´cǩǩem
549,Kälte::N,kulde,tuârggnjõs
550,Kälte::N,kulde,кэ̄лмас
551,Hitze::N,hede,baahke
552,Hitze::N,hede,báhkka
553,Hitze::N,hede,báhkka
554,Hitze::N,hede,pakkâ
555,Hitze::N,hede,kuṃe
556,Hitze::N,hede,paašt
557,Hitze::N,hede,жоарр
558,Raureif::N,rimfrost,jyjse
559,Raureif::N,rimfrost,ridne
560,Raureif::N,rimfrost,goarre
561,Raureif::N,rimfrost,ritni
562,Raureif::N,rimfrost,suhči
563,Raureif::N,rimfrost,riṇe
564,Raureif::N,rimfrost,ай
565,Regenbogen::N,regnbue,aatjan goengere
566,Regenbogen::N,regnbue,aatjan joekse
567,Regenbogen::N,regnbue,ádjájuoksa
568,Regenbogen::N,regnbue,arvedávgi
569,Regenbogen::N,regnbue,bajándávgi
570,Regenbogen::N,regnbue,äijihtävgi
571,Regenbogen::N,regnbue,teârmmazjohss
572,Regenbogen::N,regnbue,тӣрмесью̄ккс
573,Donner::N,torden,raejrie
574,Donner::N,torden,átjek
575,Donner::N,torden,átjárájdde
576,Donner::N,torden,áddjá
577,Donner::N,torden,baján
578,Donner::N,torden,juuṛâ
579,Donner::N,torden,tie´rmes
580,Donner::N,torden,тӣрмесь
581,Donner::N,torden,ча̄ркнэгк
582,Strömung::N,strømning,njuvvie
583,Strömung::N,strømning,ájggedáhpe
584,Strömung::N,strømning,rávdnji
585,Strömung::N,strømning,virde
586,Strömung::N,strømning,ve´rdd
587,Strömung::N,strømning,выррьт
588,Tropfen::N,dråbe,gåajhkohts
589,Tropfen::N,dråbe,gåjkudis
590,Tropfen::N,dråbe,goaikkanas
591,Tropfen::N,dråbe,čalme
592,Tropfen::N,dråbe,čâ´lmm
593,Tropfen::N,dråbe,ча̄лльм
594,Schaum::N,skum,sapte
595,Schaum::N,skum,såpptå
596,Schaum::N,skum,sokta
597,Schaum::N,skum,suptâ
598,Schaum::N,skum,soptt
599,Schaum::N,skum,со̄ппт
600,Schmutz::N,snavs,haaskoe
601,Schmutz::N,snavs,duolvva
602,Schmutz::N,snavs,duolva
603,Schmutz::N,snavs,durdi
604,Schmutz::N,snavs,stänži
605,Schmutz::N,snavs,sähss
606,Schmutz::N,snavs,са̄ккьс
607,Schmutz::N,snavs,не̄шшь
608,See::N,sø,jaevrie
609,See::N,sø,jávrre
610,See::N,sø,jávri
611,See::N,sø,jävri
612,See::N,sø,jâu´rr
613,See::N,sø,я̄ввьр
614,Sumpf::N,sump,pluevie
615,Sumpf::N,sump,áhpe
616,Sumpf::N,sump,sæmssa
617,Sumpf::N,sump,jeaggi
618,Sumpf::N,sump,jeggi
619,Sumpf::N,sump,jeä´ǧ'ǧ
620,Sumpf::N,sump,ла̄ммьп
621,Moor::N,mose,pluevie
622,Moor::N,mose,jiegge
623,Moor::N,mose,suotnju
624,Moor::N,mose,karrii
625,Moor::N,mose,kä´rev
626,Moor::N,mose,veättaǩ
627,Moor::N,mose,ла̄ммьп
628,Wiese::N,eng,ïentje
629,Wiese::N,eng,giedde
630,Wiese::N,eng,gieddi
631,Wiese::N,eng,nijtto
632,Wiese::N,eng,пуэшенҍ
633,Wald::N,skov,skåake
634,Wald::N,skov,skåajje
635,Wald::N,skov,miehtsie
636,Wald::N,skov,vuovdde
637,Wald::N,skov,miehttse
638,Wald::N,skov,vuovdi
639,Wald::N,skov,meahcci
640,Wald::N,skov,mecci
641,Wald::N,skov,vyemi
642,Wald::N,skov,vue´mm
643,Wald::N,skov,meä´c'c
644,Wald::N,skov,ля̄ммт
645,Hügel::N,høj,deava
646,Hügel::N,høj,dievvá
647,Hügel::N,høj,dievvá
648,Hügel::N,høj,čummâ
649,Hügel::N,høj,pä´rcc
650,Hügel::N,høj,teä´rmm
651,Hügel::N,høj,ка̄ннҌт
652,Hügel::N,bakke,deava
653,Hügel::N,bakke,dievvá
654,Hügel::N,bakke,dievvá
655,Hügel::N,bakke,čummâ
656,Hügel::N,bakke,pä´rcc
657,Hügel::N,bakke,teä´rmm
658,Hügel::N,bakke,ка̄ннҌт
659,Anhöhe::N,høj,deava
660,Anhöhe::N,høj,jalladahke
661,Anhöhe::N,høj,dievásj
662,Anhöhe::N,høj,aláš
663,Anhöhe::N,høj,luohkká
664,Anhöhe::N,høj,tiävá
665,Anhöhe::N,høj,poorááš
666,Anhöhe::N,høj,ču´lpp
667,Anhöhe::N,høj,škâu´ŋŋ
668,Anhöhe::N,høj,ка̄ннҌт
669,Anhöhe::N,bakke,deava
670,Anhöhe::N,bakke,jalladahke
671,Anhöhe::N,bakke,dievásj
672,Anhöhe::N,bakke,aláš
673,Anhöhe::N,bakke,luohkká
674,Anhöhe::N,bakke,tiävá
675,Anhöhe::N,bakke,poorááš
676,Anhöhe::N,bakke,ču´lpp
677,Anhöhe::N,bakke,škâu´ŋŋ
678,Anhöhe::N,bakke,ка̄ннҌт
679,Berg::N,bjerg,bïerje
680,Berg::N,bjerg,várre
681,Berg::N,bjerg,várri
682,Berg::N,bjerg,vääṛi
683,Berg::N,bjerg,vää´rr
684,Berg::N,bjerg,те̄ррьм
685,Gipfel::N,top,dalvese
686,Gipfel::N,top,tjåhkkå
687,Gipfel::N,top,čohkka
688,Gipfel::N,top,čokke
689,Gipfel::N,top,čå´ǩǩ
690,Gipfel::N,top,ла̄ддҍв
691,Höhle::N,hule,beajoe
692,Höhle::N,hule,rájgge
693,Höhle::N,hule,sluoggo
694,Höhle::N,hule,biedju
695,Höhle::N,hule,kuovđâšm
696,Höhle::N,hule,skuõrr
697,Höhle::N,hule,вуэӈӈк
698,Abhang::N,skrænt,boelte
699,Abhang::N,skrænt,brijrie
700,Abhang::N,skrænt,bállte
701,Abhang::N,skrænt,vielti
702,Abhang::N,skrænt,luohkká
703,Abhang::N,skrænt,viel'tti
704,Abhang::N,skrænt,vie´ltt
705,Abhang::N,skrænt,луэххк
706,Abhang::N,skråning,boelte
707,Abhang::N,skråning,brijrie
708,Abhang::N,skråning,bállte
709,Abhang::N,skråning,vielti
710,Abhang::N,skråning,luohkká
711,Abhang::N,skråning,viel'tti
712,Abhang::N,skråning,vie´ltt
713,Abhang::N,skråning,луэххк
714,Quelle::N,kilde,aajege
715,Quelle::N,kilde,gaaltije
716,Quelle::N,kilde,ája
717,Quelle::N,kilde,ája
718,Quelle::N,kilde,gáldu
719,Quelle::N,kilde,aajâ
720,Quelle::N,kilde,käldee
721,Quelle::N,kilde,lädd
722,Quelle::N,kilde,käivv
723,Quelle::N,kilde,ка̄ййв
724,Bach::N,bæk,johketje
725,Bach::N,bæk,jåhkå
726,Bach::N,bæk,jågåsj
727,Bach::N,bæk,jogaš
728,Bach::N,bæk,aajâ
729,Bach::N,bæk,vuäjj
730,Bach::N,bæk,вуэйй
731,Fluss::N,flod,johke
732,Fluss::N,flod,ædno
733,Fluss::N,flod,jåhkå
734,Fluss::N,flod,johka
735,Fluss::N,flod,juuhâ
736,Fluss::N,flod,jokk
737,Fluss::N,flod,jeänn
738,Fluss::N,flod,ё̄гк
739,Ufer::N,bred,beala
740,Ufer::N,bred,gádde
741,Ufer::N,bred,gáddi
742,Ufer::N,bred,riddo
743,Ufer::N,bred,redd
744,Ufer::N,bred,рыннт
745,Küste::N,kyst,mïere
746,Küste::N,kyst,gaedtie
747,Küste::N,kyst,merragádde
748,Küste::N,kyst,merraguovllo
749,Küste::N,kyst,gáddi
750,Küste::N,kyst,riddo
751,Küste::N,kyst,miârr'redd
752,Küste::N,kyst,рыннт
753,Festland::N,fastland,gaedtie
754,Festland::N,fastland,gádde
755,Festland::N,fastland,nannán
756,Festland::N,fastland,kušknjâs
757,Festland::N,fastland,eennâm
