,Concept_ID,ku,de
793,essen::V,xwarin,essen
794,schlucken::V,daqulbandin,schlucken
795,müde werden::V,betilîln,müde werden
796,müde werden::V,qerimîn,müde werden
797,einschlafen::V,razan,einschlafen
798,schlafen::V,razan,schlafen
799,schlafen::V,razandin,schlafen
800,aufwachen::V,şiyarbûn,aufwachen
801,aufstehen::V,rabûn,aufstehen
802,sich erholen::V,baş bûn,sich erholen
803,krank werden::V,nexweş kêt,krank werden
804,krank sein::V,nexweş bû,krank sein
805,schmerzen::V,êşandin,schmerzen
806,husten::V,kuxin,husten
807,genesen::V,baş bûn,genesen
808,sterben::V,mirin,sterben
809,umkommen::V,mirin,umkommen
810,sich bewegen::V,leqîn,sich bewegen
811,sich rühren::V,leqîn,sich rühren
812,sich erheben::V,rabûn,sich erheben
813,sich setzen::V,runiştin,sich setzen
814,hinfallen::V,kêtin,hinfallen
815,laufen::V,meşîn,laufen
816,schreiten::V,meşkirin,schreiten
817,spazierengehen::V,gerandin,spazierengehen
818,eilen::V,lezandin,eilen
819,sich beeilen::V,zûkirin,sich beeilen
820,sausen::V,fîzîn,sausen
821,rennen::V,baz dan,rennen
822,springen::V,hilpekîn,springen
823,klettern::V,hilperikîn,klettern
824,schaukeln::V,lorandin,schaukeln
825,kriechen::V,xuşandin,kriechen
826,schwimmen::V,avjenîn,schwimmen
827,tauchen::V,qutxuyardin,tauchen
828,tauchen::V,noqîn,tauchen
829,rudern::V,qaîq ajotin,rudern
830,fahren::V,ajotin,fahren
831,fliegen::V,firîn,fliegen
832,gehen::V,çûn,gehen
833,weggehen::V,çûn,weggehen
834,abfahren::V,çûyin,abfahren
835,anhalten::V,rawestîn,anhalten
836,hineingehen::V,ketin hundir,hineingehen
837,eintreten::V,têketin,eintreten
838,kommen::V,hatin,kommen
839,ankommen::V,gihan,ankommen
840,ankommen::V,gihîştin,ankommen
841,zurückkommen::V,vegerandin,zurückkommen
842,bleiben::V,sekinîn,bleiben
843,warten::V,payîn,warten
844,erwarten::V,payîn,erwarten
845,suchen::V,lêgerîn,suchen
846,finden::V,peyda kirin,finden
847,versuchen::V,çeribandin,versuchen
848,vorbereiten::V,amade kirin,vorbereiten
849,lieben::V,hez kirin,lieben
850,mögen::V,dil kirin,mögen
851,lachen::V,kenîn,lachen
852,rühren::V,hêjan,rühren
853,weinen::V,girîn,weinen
854,schimpfen::V,pevçûn,schimpfen
855,sich ärgern::V,enirîn,sich ärgern
856,sich fürchten::V,tirsîn,sich fürchten
857,fürchten::V,tirsin,fürchten
858,fliehen::V,bazdan,fliehen
859,flüchten::V,revîn,flüchten
860,sehen::V,dîtin,sehen
861,anschauen::V,sêr kirin,anschauen
862,ansehen::V,hesibandin,ansehen
863,hören::V,guhdar jirin,hören
864,zuhören::V,guhdarî kirin,zuhören
865,probieren::V,tehm kirin,probieren
866,riechen::V,bihn kirin,riechen
867,fühlen::V,hîs kirin,fühlen
868,scheinen::V,xoyer kir,scheinen
869,zu sehen sein::V,diyar bûn,zu sehen sein
870,vernehmen::V,bihîstin,vernehmen
871,frieren::V,qerişîn,frieren
872,tun::V,kirin,tun
873,können::V,karin,können
874,wollen::V,xwestîn,wollen
875,anfangen::V,dest pêkirin,anfangen
876,beenden::V,xelas kirin,beenden
877,aufhören::V,xelas kirin,aufhören
878,gelingen::V,çe bûn,gelingen
879,geraten::V,qewîmîn,geraten
880,öffnen::V,vekirin,öffnen
881,schließen::V,girtin,schließen
882,stellen::V,danîn,stellen
883,setzen::V,rûniştin,setzen
884,legen::V,danîn,legen
885,legen::V,razandin,legen
886,berühren::V,lêketin,berühren
887,verbinden::V,anîn pê,verbinden
888,bedecken::V,sergirtin,bedecken
889,aufhängen::V,aliqandin,aufhängen
890,anzünden::V,pêxistin,anzünden
891,aufheben::V,hildan,aufheben
892,zurücklassen::V,hiştin,zurücklassen
893,zurücklassen::V,vehiştin,zurücklassen
894,verlieren::V,wendakirin,verlieren
895,fallen lassen::V,xistin bixe,fallen lassen
896,fallen lassen::V,xistin,fallen lassen
897,machen::V,kirin,machen
898,machen::V,çêkirin,machen
899,herstellen::V,çê kirin,herstellen
900,herstellen::V,peyda kirin,herstellen
901,bauen::V,lêkirin,bauen
902,reparieren::V,veherînerîn,reparieren
903,verbessern::V,sererastkirin,verbessern
904,ändern::V,degiş kirin,ändern
905,graben::V,kolandin,graben
906,beugen::V,tewîn,beugen
907,beugen::V,xwar kirin,beugen
908,biegen::V,tewandin,biegen
909,biegen::V,xwarkirin,biegen
910,drehen::V,fitilandin,drehen
911,wenden::V,zivîrin,wenden
912,umdrehen::V,vegerandin,umdrehen
913,heben::V,hildan,heben
914,hochheben::V,hildan,hochheben
915,ergreifen::V,dest avêtin,ergreifen
916,halten::V,hîştin,halten
917,halten::V,sekinîn,halten
918,drücken::V,pêl kirin,drücken
919,schieben::V,damdan,schieben
920,kratzen::V,xurandin,kratzen
921,lecken::V,alastin,lecken
922,beißen::V,gez kirin,beißen
923,abreißen::V,hilşandin,abreißen
924,abschneiden::V,jêkirin,abschneiden
925,binden::V,girêdan,binden
926,stecken::V,têxistin,stecken
927,brechen::V,şikandin,brechen
928,klopfen::V,kutandin,klopfen
929,hauen::V,li dan,hauen
930,kleben::V,zeliqîn,kleben
931,kleben::V,şirêz kirin,kleben
932,reiben::V,firikandin,reiben
933,streichen::V,bax dan,streichen
934,schleifen::V,çarkirin,schleifen
935,schneiden::V,jêkirin,schneiden
936,rütteln::V,hejandin,rütteln
937,schütteln::V,daweşîn,schütteln
938,schwenken::V,têwdan,schwenken
939,schütten::V,rijandin,schütten
940,füllen::V,dagirtin,füllen
941,einwickeln::V,pêçandin,einwickeln
942,tragen::V,kişandin,tragen
943,tragen::V,rajtin,tragen
944,schleppen::V,kişandin,schleppen
945,ziehen::V,kişandin,ziehen
946,aufbewahren::V,hilandin,aufbewahren
947,werfen::V,avêtin,werfen
948,fangen::V,sem kirin,fangen
949,fangen::V,girtin,fangen
950,packen::V,pê girtin,packen
951,verstecken::V,hîlanin,verstecken
952,teilen::V,parvekirin,teilen
953,schicken::V,şandin,schicken
954,bringen::V,anîn,bringen
955,bringen::V,birin,bringen
956,hinzufügen::V,dan ser,hinzufügen
957,hinzufügen::V,li tiştekî zêde kirin,hinzufügen
958,bekommen::V,standin,bekommen
959,erhalten::V,standin,erhalten
960,nehmen::V,girtin,nehmen
961,wählen::V,ray dan,wählen
962,auswählen::V,bijartin,auswählen
963,bewahren::V,rê li ber girtin,bewahren
964,bewahren::V,lê xwedî derketin,bewahren
965,behindern::V,bara wi,behindern
966,verderben::V,heram bûn,verderben
967,beschädigen::V,xerab kirin,beschädigen
968,zerbrechen::V,şikênandin,zerbrechen
969,zerbrechen::V,perçe kirin,zerbrechen
970,zerreißen::V,qelişandin,zerreißen
971,zerstören::V,hilşandin,zerstören
972,verbrennen::V,şewitandin,verbrennen
973,geben::V,dan,geben
974,geben::V,dayin,geben
975,reichen::V,besbûn,reichen
976,reichen::V,têrkirin,reichen
977,schenken::V,diyarî kirin,schenken
978,versprechen::V,soz dan,versprechen
979,wünschen::V,dil kirin,wünschen
980,loben::V,pesinandin,loben
981,küssen::V,maçkirin,küssen
982,wiegen::V,lorandin,wiegen
983,wiegen::V,wezinandin,wiegen
984,zudecken::V,nixumandin,zudecken
985,wecken::V,bixwe hesandin,wecken
986,zeigen::V,şanîdan,zeigen
987,führen::V,raber kirin,führen
988,lehren::V,hîn kirin,lehren
989,unterrichten::V,ders dan,unterrichten
990,aufziehen::V,mesinkirin,aufziehen
991,leiten::V,rêberî kirin,leiten
992,antreiben::V,bezandin,antreiben
993,lassen::V,berdan,lassen
994,lassen::V,hiştin,lassen
995,einladen::V,dawet kirin,einladen
996,vereinigen::V,bi yek kirin,vereinigen
997,besuchen::V,mêvan bûn,besuchen
998,treffen::V,rast hatin,treffen
999,sich versammeln::V,li hev çivîn,sich versammeln
1000,spielen::V,listin,spielen
1001,singen::V,stran,singen
1002,tanzen::V,reqisîn,tanzen
1003,sich trennen::V,hew berdan,sich trennen
1004,verlassen::V,tanê hişt,verlassen
1005,verlassen::V,bêkes,verlassen
1006,retten::V,rihakirin,retten
1007,bewachen::V,raçavkirin,bewachen
1008,schützen::V,hemet kirin,schützen
1009,verteidigen::V,paraztin,verteidigen
1010,sich schlagen::V,li hev bezîn,sich schlagen
1011,schießen::V,agir kirin,schießen
1012,siegen::V,biser ketin,siegen
1013,ärgern::V,xeyirandin,ärgern
1014,schlagen::V,lêdan,schlagen
1015,schlagen::V,lêxistin,schlagen
1016,treten::V,têlekirin,treten
1017,stechen::V,têrekirin,stechen
1018,stoßen::V,lêketin,stoßen
1019,stehlen::V,dizîn,stehlen
1020,stehlen::V,dizî birin,stehlen
1021,stören::V,aciz kirin,stören
1022,belästigen::V,li tela yeki ketin,belästigen
1023,verbergen::V,veşartin,verbergen
1024,verbergen::V,kemîndanîn,verbergen
1025,täuschen::V,xapandin,täuschen
1026,täuschen::V,lê zexeli kirin,täuschen
1027,betrügen::V,xapandin,betrügen
1028,töten::V,kûştin,töten
1029,wohnen::V,rûniştin,wohnen
1030,arbeiten::V,kar kirin,arbeiten
1031,arbeiten::V,şêxulin,arbeiten
1032,sammeln::V,komkirin,sammeln
1033,pflücken::V,çinîn,pflücken
1034,jagen::V,nêçîr kirin,jagen
1035,fischen::V,masî girtin,fischen
1036,fassen::V,pê girtin,fassen
1037,fassen::V,sêm kirin,fassen
1038,hüten::V,hei jê man,hüten
1039,treiben::V,bêherandin,treiben
1040,anbinden::V,tewilandin,anbinden
1041,füttern::V,xwarine dan lê,füttern
1042,melken::V,dotin,melken
1043,hacken::V,kolandin,hacken
1044,gießen::V,av dan,gießen
1045,reifen::V,kemilîn,reifen
1046,zubereiten::V,çe kirin,zubereiten
1047,kochen::V,xwarin çe kirin,kochen
1048,kochen::V,kelandin,kochen
1049,backen::V,pijandin,backen
1050,braten::V,qelandin,braten
1051,braten::V,sor kirin,braten
1052,umrühren::V,têvdan,umrühren
1053,stricken::V,hûnan,stricken
1054,nähen::V,kêl kirin,nähen
1055,färben::V,boyax kirin,färben
1056,reinigen::V,paqijkirin,reinigen
1057,waschen::V,şuştin,waschen
1058,abwischen::V,pakîj kirin,abwischen
1059,spülen::V,şuştin,spülen
1060,fegen::V,maliştin,fegen
1061,kehren::V,maliştin,kehren
1062,baden::V,serîşûştin,baden
1063,sich waschen::V,serîşûştin,sich waschen
1064,ausziehen::V,jê kirin,ausziehen
1065,anziehen::V,pê kirin,anziehen
1066,sich anziehen::V,xwe kirin,sich anziehen
1067,kämmen::V,şeh kirin,kämmen
1068,schmücken::V,xemilandin,schmücken
1069,sagen::V,gotin,sagen
1070,sagen::V,peyivîn,sagen
1071,sprechen::V,peyivîn,sprechen
1072,reden::V,axaftin,reden
1073,sich unterhalten::V,hev biştaxilin,sich unterhalten
1074,fragen::V,pirsîn,fragen
1075,fragen::V,pirs kirin,fragen
1076,bitten::V,tika kirin,bitten
1077,erzählen::V,behs kirin,erzählen
1078,mitteilen::V,vegotin,mitteilen
1079,nennen::V,bi nav kirin,nennen
1080,rufen::V,bakirin,rufen
1081,prahlen::V,pesnê xwe dan,prahlen
1082,übersetzen::V,qulibandin,übersetzen
1083,übersetzen::V,derbas kirin,übersetzen
1084,denken::V,fikirîn,denken
1085,glauben::V,bawer bûn,glauben
1086,bemerken::V,bala xwe dan,bemerken
1087,bemerken::V,çac lê ketin,bemerken
1088,erkennen::V,pêhesîn,erkennen
1089,begreifen::V,fêmkirin,begreifen
1090,verstehen::V,fêmkirin,verstehen
1091,lernen::V,halmandin,lernen
1092,lernen::V,fêrbun,lernen
1093,wissen::V,zanîn,wissen
1094,sich erinnern an::V,bir bûn,sich erinnern an
1095,vergessen::V,ji bir kirin,vergessen
1096,messen::V,pê kanîn,messen
1097,zählen::V,hejmardin,zählen
1098,rechnen::V,hesibandin,rechnen
1099,lesen::V,xwendin,lesen
1100,malen::V,rengandin,malen
1101,malen::V,boyax kirin,malen
1102,zeichnen::V,işaret kirin,zeichnen
1103,schreiben::V,nivîsandin,schreiben
1104,besitzen::V,hebûn,besitzen
1105,kaufen::V,kirîn,kaufen
1106,verkaufen::V,firotin,verkaufen
1107,bezahlen::V,pere dan,bezahlen
1108,zahlen::V,pere dan,zahlen
1109,zahlen::V,dayin,zahlen
1110,beherrschen::V,zebt kirin,beherrschen
1111,beherrschen::V,hukim kirin,beherrschen
1112,ertragen::V,bihêzkirin,ertragen
