,Concept_ID,ro,el
745,weiß::A,alb,άσπρος
746,rot::A,roșu,κόκκινος
747,gelb::A,galben,κίτρινος
748,blau::A,albastru,μπλε
749,blau::A,albastru,γαλανός
750,grün::A,verde,πράσινος
751,grau::A,gri,γκρίζος
752,grau::A,cenușiu,γκρίζος
753,bunt::A,colorat,ποικιλόχρωπος
754,billig::A,ieftin,φτηνός
755,teuer::A,scump,ακριβός
756,wertvoll::A,prețios,πολύτιμος
757,blind::A,orb,τυφλός
758,taub::A,surd,κουφός
759,kräftig::A,tare,δυνατός
760,kräftig::A,forte,δυνατός
761,kräftig::A,robust,δυνατός
762,stark::A,viguros,γερός
763,stark::A,puternic,γερός
764,schwach::A,slab,αδύνατος
765,schwach::A,debil,αδύνατος
766,fett::A,gras,παχύς
767,schlank::A,zvelt,λεπτός
768,schlank::A,zvelt,λυγερός
769,hübsch::A,drăguț,όμορφος
770,hübsch::A,drăguț,χαριτωμένος
771,böse::A,rău,κακός
772,böse::A,răutăcios,κακός
773,dumm::A,nerod,κουτός
774,dumm::A,nerod,ανόητος
775,dumm::A,tâmpit,κουτός
776,dumm::A,tâmpit,ανόητος
777,faul::A,leneș,τεμπέλης
778,fleißig::A,harnic,εργατικός
779,fleißig::A,sârguincios,εργατικός
780,geizig::A,calic,τσιγγούνης
781,geizig::A,zgârcit,τσιγγούνης
782,klug::A,isteț,έξυπνος
783,klug::A,deștept,έξυπνος
784,geschickt::A,dibaci,επιδέξιος
785,lieb::A,drag,φίλος
786,lieb::A,drag,αγαπητός
787,lieb::A,iubit,φίλος
788,lieb::A,iubit,αγαπητός
789,lustig::A,vesel,εύθυμος
790,lustig::A,vesel,χαρούμενος
791,sanft::A,blând,ήπιος
792,sanft::A,blajin,ήπιος
793,hungrig::A,flămând,πεινασμένος
794,krank::A,bolnav,άρρωστος
795,nackt::A,gol,γυμνός
796,traurig::A,trist,λυπημένος
797,traurig::A,mâhnit,λυπημένος
798,lebendig::A,viu,ζωντανός
799,gut::A,bun,καλός
800,schlecht::A,rău,κακός
801,schlecht::A,prost,κακός
802,richtig::A,drept,σωστός
803,richtig::A,corect,σωστός
804,schlimm::A,rău,άσχημος
805,wahr::A,adevărat,αληθής
806,wahr::A,adevărat,αληθινός
807,alt::A,uzat,παλιός
808,alt::A,vechi,παλιός
809,neu::A,nou,νέος
810,neu::A,nou,καινούργιος
811,ehemalig::A,fost,παλιός
812,ehemalig::A,anterior,παλιός
813,alt[Lebewesen]::A,bătrîn,γέρος
814,jung::A,tânăr,νέος
815,arm::A,sărac,φτωχός
816,arm::A,sărman,φτωχός
817,reich::A,avut,πλούσιος
818,reich::A,bogat,πλούσιος
819,bekannt::A,cunoscut,γνωστός
820,berühmt::A,renumit,περίφημος
821,berühmt::A,renumit,ξακουσμένος
822,fremd::A,străin,ξένος
823,verschieden::A,diferit,διαφορετικός
824,verschieden::A,deosebit,διαφορετικός
825,nah::A,apropiat,κοντινός
826,fern::A,departe,μακριά
827,linker::A,stâng,αριστερός
828,rechter::A,drept,δεξιός
829,anderer::A,alt,άλλος
830,erster::A,prim,πρώτος
831,zweiter::A,al doilea,δεύτερος
832,dritter::A,treilea,τρίτος
833,letzter::A,final,τελευταίος
834,allein::ADV,singur,μόνος
835,auf einmal::ADV,dintrodată,εφάπαξ
836,zusammen::ADV,împreună,μαζί
837,lange::ADV,îndelung,πολύν καιρό
838,lange::ADV,mult timp,πολύν καιρό
839,plötzlich::ADV,deodată,έξαφνα
840,plötzlich::ADV,pe neașteptate,έξαφνα
841,sofort::ADV,imediat,αμέσως
842,sofort::ADV,numaidecît,αμέσως
843,später::ADV,mai apoi,αργότερα
844,später::ADV,mai târziu,αργότερα
845,jetzt::ADV,acum,τώρα
846,heute::ADV,azi,σήμερα
847,heute::ADV,astăzi,σήμερα
848,morgen::ADV,mâine,αύριο
849,bald::ADV,curând,σε λίγο
850,bald::ADV,curând,εντός ολίγου
851,dann::ADV,apoi,ύστερα
852,gestern::ADV,ieri,χτες
853,einst::ADV,odată,ποτέ
854,einst::ADV,odată,άλλοτε
855,einst::ADV,odinioară,ποτέ
856,einst::ADV,odinioară,άλλοτε
857,damals::ADV,atunci,τότε
858,damals::ADV,pe atunci,τότε
859,danach::ADV,după aceasta,μετά
860,danach::ADV,după aceasta,ύστερα
861,vorher::ADV,mai întâi,πριν
862,vorher::ADV,mai întâi,προηγουμένως
863,vorher::ADV,în prealabil,πριν
864,vorher::ADV,în prealabil,προηγουμένως
865,zuerst::ADV,întâi,πρώτα
866,zuerst::ADV,în primul rând,πρώτα
867,einmal::ADV,odată,μία φορά
868,manchmal::ADV,uneori,κάποτε
869,manchmal::ADV,câteodată,κάποτε
870,oft::ADV,des,συχνά
871,oft::ADV,des,πολλές φορές
872,oft::ADV,deseori,συχνά
873,oft::ADV,deseori,πολλές φορές
874,immer::ADV,mereu,πάντα
875,immer::ADV,mereu,πάντοτε
876,immer::ADV,întotdeauna,πάντα
877,immer::ADV,întotdeauna,πάντοτε
878,niemals::ADV,niciodată,ποτέ
879,hier::ADV,aci,εδώ
880,hier::ADV,aici,εδώ
881,hierhin::ADV,încoace,εδώ
882,von hier::ADV,de aici,από δω
883,dort::ADV,acolo,εκεί
884,dorthin::ADV,dincolo,προς τα κει
885,geradeaus::ADV,drept înainte,κατευθείαν
886,vorwärts::ADV,înainte,εμπρός
887,rückwärts::ADV,îndărăt,πίσω
888,zurück::ADV,înapoi,πίσω
889,unten::ADV,jos,κάτω
890,unten::ADV,dedesubt,κάτω
891,hinab::ADV,în jos,προς τα κάτω
892,hinab::ADV,de vale,προς τα κάτω
893,oben::ADV,sus,πάνω
894,oben::ADV,sus,επάνω
895,oben::ADV,deasupra,πάνω
896,oben::ADV,deasupra,επάνω
897,hinauf::ADV,în sus,προς τα πάνω
898,überall::ADV,peste tot,παντού
899,überall::ADV,pretutindeni,παντού
900,nicht::ADV,nu,δεν
901,ein wenig::ADV,puțin,λιγάκι
902,kaum::ADV,cu greu,μόλις
903,kaum::ADV,cu anevoie,μόλις
904,sehr::ADV,mult,πολύ
905,sehr::ADV,foarte,πολύ
906,so::ADV,așa,έτσι
907,so::ADV,atât,έτσι
908,noch::ADV,încă,ακόμα
909,nur::ADV,doar,μόνο
910,schon::ADV,și,ήδη
911,schon::ADV,și,κιόλας
912,schon::ADV,deja,ήδη
913,schon::ADV,deja,κιόλας
914,wieder::ADV,iar,ξανά
915,wieder::ADV,iarăși,ξανά
916,vergebens::ADV,în zadar,μάταια
917,vor::PRP,înainte de,μπροστά σε
918,vor::PRP,înainte de,μπροστά από
919,hinter::PRP,după,πίσω από 
920,hinter::PRP,în spatele,πίσω από 
921,unter::PRP,sub,υπό
922,unter::PRP,sub,κάτω από
923,durch::PRP,prin,διά
924,durch::PRP,prin,διά μέσου
925,neben::PRP,lângă,δίπλα σε
926,neben::PRP,alături de,δίπλα σε
927,zwischen::PRP,între,μεταξύ
928,zwischen::PRP,între,ανάμεσα σε
929,zwischen::PRP,dintre,μεταξύ
930,zwischen::PRP,dintre,ανάμεσα σε
931,wegen::PRP,pentru,για
932,wegen::PRP,pentru,λόγω
933,dies::PRN,acesta,αυτό
934,das::PRN,asta,το
935,alles::PRN,tot,όλα
936,ich::PRN,eu,εγώ
937,du::PRN,tu,σύ
938,du::PRN,tu,εσύ
939,er::PRN,el,αυτός
940,er::PRN,dânsul,αυτός
941,wir::PRN,noi,εμείς
942,ihr::PRN,voi,εσείς
943,sie::PRN,ei,αυτοί
944,sie::PRN,dânșii,αυτοί
945,was::FPRN,ce,τι
946,wer::FPRN,cine,ποιος
947,wo::FADV,unde,πού
948,wohin::FADV,încotro,πού
949,wohin::FADV,încotro,για πού
950,wie::FADV,cum,πώς
951,warum::FADV,de ce,γιατί
952,warum::FADV,pentru ce,γιατί
953,wieviel::FNUM,cât,πόσος
954,eins::NUM,unu,ένα
955,zwei::NUM,doi,δύο
956,drei::NUM,trei,τρία
957,drei::NUM,trei,τρεις
958,vier::NUM,patru,τέσσερα
959,vier::NUM,patru,τέσσερις
960,fünf::NUM,cinci,πέντε
961,sechs::NUM,șase,έξι
962,sieben::NUM,șapte,εφτά
963,acht::NUM,opt,οχτώ
964,neun::NUM,nouă,εννιά
965,zehn::NUM,zece,δέκα
966,elf::NUM,unsprezece,έντεκα
967,zwölf::NUM,douăsprezece,δώδεκα
968,zwanzig::NUM,douăzeci,είκοσι
969,dreißig::NUM,treizeci,τριάντα
970,vierzig::NUM,patruzeci,σαράντα
971,fünfzig::NUM,cincizeci,πενήντα
972,sechzig::NUM,șaizeci,εξήντα
973,siebzig::NUM,șaptezeci,εβδομήντα
974,achtzig::NUM,optzeci,ογδόντα
975,neunzig::NUM,nouăzeci,ενενήντα
976,hundert::NUM,sută,εκατό
977,tausend::NUM,mie,χίλιοι
978,und::CNJ,și,και
979,oder::CNJ,ori,ή
980,stehen::V,sta,στέκομαι
981,stehen::V,sta,είμαι όρθιος
982,sitzen::V,ședea,κάθομαι
983,liegen::V,zăcea,είμαι ξαπλωμένος
984,liegen::V,fi culcat,είμαι ξαπλωμένος
985,hängen::V,atârna,κρέμομαι
986,werden::V,deveni,γίνομαι
987,werden::V,se face,γίνομαι
988,passieren::V,se întâmpla,συμβαίνω
989,beginnen::V,începe,αρχίζω
990,enden::V,se sfârși,τελειώνω
991,enden::V,se termina,τελειώνω
992,wechseln::V,se schimba,αλλάζω
993,aufgehen[Sonne]::V,răsări,βγαίνω
994,aufgehen[Sonne]::V,răsări,ανατέλλω
995,untergehen[Sonne]::V,apune,δύω
996,untergehen[Sonne]::V,apune,βασιλεύω
997,scheinen[Sonne]::V,străluci,λάμπω
998,donnern::V,tuna,βροντώ
999,wehen::V,bate,φυσώ
1000,strömen::V,curge în șiroaie,ρέω
1001,strömen::V,curge în șiroaie,τρέχω
1002,fließen::V,curge,ρέω
1003,sich drehen::V,se învârti,γυρίζω
1004,sich drehen::V,se învârti,στρέφομαι
1005,schwanken::V,se clătina,ταλαντεύομαι
1006,schwingen::V,vibra,αιωρούμαι
1007,schwingen::V,vibra,ταλαντεύομαι
1008,schwingen::V,flutura,αιωρούμαι
1009,schwingen::V,flutura,ταλαντεύομαι
1010,fallen::V,cădea,πέφτω
1011,brennen::V,arde,καίω
1012,rauchen::V,fuma,καπνίζω
1013,regnen::V,ploua,βρέχω
1014,gefrieren::V,îngheța,παγώνω
1015,tauen::V,se dezgheța,λειώνω
1016,schmelzen::V,se topi,λειώνω
1017,trocknen::V,se usca,στεγνώνω
1018,sieden::V,fierbe,βράζω
1019,sieden::V,clocoti,βράζω
1020,faulen::V,se împuți,σαπίζω
1021,verfaulen::V,putrezi,σαπίζω
1022,reißen::V,se rupe,σχίζω
1023,reißen::V,se sfâșia,σχίζω
1024,versinken::V,se scufunda,βουλιάζω
1025,versinken::V,se scufunda,βυθίζομαι
1026,vergehen::V,trece,περνώ
1027,vergehen::V,se scurge,περνώ
1028,erscheinen::V,apărea,εμφανίζομαι
1029,verschwinden::V,dispărea,χάνομαι
1030,verschwinden::V,dispărea,εξαφανίζομαι
1031,sinken::V,cădea,κατεβαίνω
1032,sinken::V,coborî,κατεβαίνω
1033,abnehmen::V,scădea,μειώνομαι 
1034,abnehmen::V,descrește,μειώνομαι 
1035,zunehmen::V,spori,αυξάνω
1036,zunehmen::V,spori,μεγαλώνω
1037,zunehmen::V,crește,αυξάνω
1038,zunehmen::V,crește,μεγαλώνω
1039,zunehmen::V,augmenta,αυξάνω
1040,zunehmen::V,augmenta,μεγαλώνω
1041,steigen::V,urca,ανεβαίνω
1042,wachsen::V,crește,μεγαλώνω
1043,glänzen::V,luci,γυαλίζω
1044,glänzen::V,străluci,γυαλίζω
1045,funkeln::V,scânteia,αστράφτω
1046,funkeln::V,scânteia,σπιθοβολώ
1047,lärmen::V,face larmă,θορυβώ
1048,läuten::V,suna,χτυπώ 
1049,klingeln::V,suna,κουδουνίζω
1050,klirren::V,zăngăni,κουδουνίζω
1051,brausen::V,vui,βουΐζω
1052,rauschen::V,vâjâi,βουΐζω
1053,klingen::V,suna,ηχώ
1054,bellen::V,lătra,γαυγίζω
1055,heulen::V,urla,ουρλιάζω
1056,blasen::V,sufla,φυσώ
1057,pfeifen::V,fluiera,σφυρίζω
1058,schreien::V,țipa,κραυγάζω
1059,stöhnen::V,geme,βογγώ
1060,zittern::V,tremura,τρέμω
1061,leben::V,trăi,ζω
1062,geboren werden::V,se naște,γεννιέμαι
1063,atmen::V,respira,αναπνέω
1064,trinken::V,bea,πίνω
1065,essen::V,mânca,τρώω
1066,schlucken::V,înghiți,καταπίνω
1067,müde werden::V,se obosi,κουράζομαι
1068,einschlafen::V,adormi,αποκοιμιέμαι
1069,schlafen::V,dormi,κοιμάμαι
1070,aufwachen::V,se deștepta,ξυπνώ
1071,aufstehen::V,fi se scula,σηκώνομαι
1072,sich erholen::V,se relaxa,ξεκουράζομαι
1073,sich erholen::V,se destinde,ξεκουράζομαι
1074,krank werden::V,se îmbolnăvi,αρρωσταίνω
1075,krank sein::V,zăcea,ασθενώ
1076,krank sein::V,fi bolnav,ασθενώ
1077,schmerzen::V,durea,πονώ
1078,husten::V,tuși,βήχω
1079,genesen::V,se însănătoși,θεραπεύομαι
1080,sterben::V,muri,πεθαίνω
1081,umkommen::V,pieri,πεθαίνω
1082,sich bewegen::V,se mișca,κουνιέμαι
1083,sich rühren::V,se mișca,σαλεύω
1084,sich erheben::V,se ridica,επαναστατώ
1085,sich setzen::V,lua loc,κάθομαι
1086,sich setzen::V,se așeza,κάθομαι
1087,hinfallen::V,cădea jos,πέφτω κάτω
1088,laufen::V,merge,τρέχω
1089,laufen::V,merge pe jos,τρέχω
1090,schreiten::V,păși,βαδίζω
1091,spazierengehen::V,se plimba,κάνω βόλτα
1092,spazierengehen::V,se plimba,πηγαίνω περίπατο
1093,eilen::V,fi se grăbi,σπεύδω
1094,sich beeilen::V,se grăbi,βιάζομαι
1095,sausen::V,țâșni,τρέχω γρήγορα
1096,rennen::V,fugi,τρέχω
1097,rennen::V,alerga,τρέχω
1098,springen::V,sări,πηδώ
1099,klettern::V,urca,σκαρφαλώνω
1100,klettern::V,se cățăra,σκαρφαλώνω
1101,schaukeln::V,legăna,κουνιέμαι
1102,kriechen::V,se târî,έρπω
1103,kriechen::V,se târî,σέρνομαι
1104,schwimmen::V,înota,κολυμπώ
1105,tauchen::V,se scufunda,βουτώ
1106,rudern::V,vâsli,κωπηλατώ
1107,rudern::V,lopăta,κωπηλατώ
1108,fahren::V,merge,πηγαίνω
1109,fliegen::V,zbura,πετώ
1110,gehen::V,merge,βαδίζω
1111,gehen::V,merge,πηγαίνω
1112,weggehen::V,se duce,φεύγω
1113,abfahren::V,pleca,ξεκινώ
1114,abfahren::V,pleca,αναχωρώ
1115,anhalten::V,se opri,σταματώ
1116,hineingehen::V,intra,μπαίνω
1117,eintreten::V,intra,μπαίνω
1118,eintreten::V,intra,εισέρχομαι
1119,kommen::V,veni,έρχομαι
1120,ankommen::V,sosi,φτάνω
1121,ankommen::V,ajunge,φτάνω
1122,zurückkommen::V,se întoarce,επιστρέφω
1123,bleiben::V,rămâne,μένω
1124,warten::V,aștepta,περιμένω
1125,erwarten::V,aștepta,αναμένω
1126,erwarten::V,aștepta,περιμένω
1127,suchen::V,căuta,ψάχνω
1128,finden::V,găsi,βρίσκω
1129,versuchen::V,încerca,προσπαθώ
1130,vorbereiten::V,pregăti,προετοιμάζω
1131,lieben::V,iubi,αγαπώ
1132,mögen::V,plăcea a,μου αρέσει
1133,lachen::V,râde,γελώ
1134,rühren::V,mișca,συγκινώ
1135,rühren::V,înduioșa,συγκινώ
1136,weinen::V,plânge,κλαίω
1137,schimpfen::V,înjura,βρίζω
1138,sich ärgern::V,se supăra,θυμώνω
1139,sich fürchten::V,se teme,φοβάμαι
1140,sich fürchten::V,fi teamă a,φοβάμαι
1141,fürchten::V,se teme de,φοβάμαι
1142,fliehen::V,fugi,φεύγω
1143,flüchten::V,evada,δραπετεύω
1144,sehen::V,vedea,βλέπω
1145,anschauen::V,privi,κοιτάζω
1146,ansehen::V,privi,βλέπω
1147,hören::V,auzi,ακούω
1148,zuhören::V,asculta,ακούω
1149,probieren::V,gusta,δοκιμάζω
1150,riechen::V,mirosi,μυρίζω
1151,riechen::V,mirosi,οσφραίνομαι
1152,fühlen::V,simți,αισθάνομαι
1153,fühlen::V,resimți,αισθάνομαι
1154,scheinen::V,părea,φαίνομαι
1155,zu sehen sein::V,se vedea,φαίνομαι
1156,vernehmen::V,auzi,ακούω
1157,vernehmen::V,auzi,μαθαίνω
1158,frieren::V,fi frig,κρυώνω
1159,tun::V,face,κάνω
1160,können::V,ști,ξέρω
1161,können::V,ști,μπορώ
1162,können::V,putea,ξέρω
1163,können::V,putea,μπορώ
1164,wollen::V,dori,θέλω
1165,anfangen::V,începe,αρχίζω
1166,beenden::V,sfârși,τελειώνω
1167,beenden::V,termina,τελειώνω
1168,aufhören::V,înceta,παύω
1169,gelingen::V,reuși,πετυχαίνω
1170,gelingen::V,izbuti,πετυχαίνω
1171,geraten::V,reuși,γίνομαι
1172,öffnen::V,deschide,ανοίγω
1173,schließen::V,închide,κλείνω
1174,stellen::V,pune,θέτω
1175,stellen::V,așeza,θέτω
1176,setzen::V,pune,θέτω
1177,setzen::V,așeza,θέτω
1178,legen::V,pune,θέτω
1179,berühren::V,atinge,εγγίζω
1180,verbinden::V,lega,συνδέω
1181,bedecken::V,acoperi,σκεπάζω
1182,aufhängen::V,atârna,κρεμώ
1183,aufhängen::V,spânzura,κρεμώ
1184,anzünden::V,aprinde,ανάβω
1185,aufheben::V,ridica,σηκώνω
1186,aufheben::V,lua de jos,σηκώνω
1187,zurücklassen::V,lăsa,εγκαταλείπω
1188,zurücklassen::V,lăsa în urmă,εγκαταλείπω
1189,verlieren::V,pierde,χάνω
1190,fallen lassen::V,scăpa,αφήνω να πέσει
1191,fallen lassen::V,arunca,αφήνω να πέσει
1192,machen::V,face,κάνω
1193,machen::V,face,φτιάχνω
1194,herstellen::V,fabrica,κατασκευάζω
1195,herstellen::V,confecționa,κατασκευάζω
1196,bauen::V,clădi,χτίζω
1197,bauen::V,clădi,οικοδομώ
1198,bauen::V,construi,χτίζω
1199,bauen::V,construi,οικοδομώ
1200,reparieren::V,repara,επισκευάζω
1201,reparieren::V,repara,επιδιορθώνω
1202,verbessern::V,ameliora,βελτιώνω
1203,verbessern::V,ameliora,καλυτερεύω
1204,verbessern::V,îmbunătăți,βελτιώνω
1205,verbessern::V,îmbunătăți,καλυτερεύω
1206,ändern::V,schimba,αλλάζω
1207,ändern::V,modifica,αλλάζω
1208,graben::V,săpa,σκάβω
1209,beugen::V,curba,λυγίζω
1210,biegen::V,îndoi,κάμπτω
1211,biegen::V,încovoia,κάμπτω
1212,drehen::V,învârti,στρέφω
1213,wenden::V,întoarce,γυρίζω
1214,umdrehen::V,învârti,γυρίζω
1215,umdrehen::V,întoarce,γυρίζω
1216,heben::V,ridica,υψώνω
1217,heben::V,ridica,σηκώνω
1218,hochheben::V,ridica,υψώνω
1219,hochheben::V,ridica,σηκώνω
1220,ergreifen::V,lua,πιάνω
1221,ergreifen::V,lua,αρπάζω
1222,ergreifen::V,apuca,πιάνω
1223,ergreifen::V,apuca,αρπάζω
1224,halten::V,ține,βαστώ
1225,drücken::V,apăsa,πιέζω
1226,drücken::V,strânge,πιέζω
1227,schieben::V,împinge,σπρώχνω
1228,kratzen::V,zgâria,γρατσουνίζω
1229,lecken::V,linge,γλείφω
1230,beißen::V,mușca,δαγκάνω
1231,abreißen::V,rupe,κόβω
1232,abreißen::V,rupe,σχίζω
1233,abreißen::V,smulge,κόβω
1234,abreißen::V,smulge,σχίζω
1235,abschneiden::V,scurta,αποκόπτω
1236,binden::V,lega,δένω
1237,stecken::V,pune,χώνω
1238,brechen::V,rupe,σπάζω
1239,brechen::V,frânge,σπάζω
1240,klopfen::V,ciocăni,χτυπώ
1241,klopfen::V,ciocăni,τινάζω
1242,hauen::V,lovi,χτυπώ
1243,kleben::V,lipi,κολλώ
1244,reiben::V,freca,τρίβω
1245,reiben::V,fricționa,τρίβω
1246,streichen::V,unge,αλείφω
1247,schleifen::V,ascuți,ακονίζω
1248,schneiden::V,tăia,κόβω
1249,rütteln::V,zgâlțâi,σείω
1250,rütteln::V,zgâlțâi,τινάζω
1251,schütteln::V,scutura,σείω
1252,schütteln::V,scutura,κουνώ
1253,schwenken::V,agita,κουνώ
1254,schütten::V,vărsa,χύνω
1255,füllen::V,umple,γεμίζω
1256,einwickeln::V,înveli,τυλίγω
1257,einwickeln::V,înfășura,τυλίγω
1258,tragen::V,căra,φέρνω
1259,schleppen::V,târî,κουβαλώ
1260,ziehen::V,trage,τραβώ
1261,aufbewahren::V,păstra,φυλάω
1262,aufbewahren::V,conserva,φυλάω
1263,werfen::V,arunca,ρίχνω
1264,fangen::V,prinde,πιάνω
1265,packen::V,apuca,τσακώνω
1266,verstecken::V,ascunde,κρύβω
1267,teilen::V,împărți,μερίζω
1268,schicken::V,trimite,στέλνω
1269,bringen::V,aduce,φέρνω
1270,hinzufügen::V,adăuga,προσθέτω
1271,bekommen::V,obține,προσκομίζω
1272,bekommen::V,dobândi,προσκομίζω
1273,erhalten::V,primi,παίρνω
1274,erhalten::V,primi,λαμβάνω
1275,erhalten::V,căpăta,παίρνω
1276,erhalten::V,căpăta,λαμβάνω
1277,nehmen::V,lua,πιάνω
1278,nehmen::V,lua,παίρνω
1279,wählen::V,opta,εκλέγω
1280,wählen::V,alege,εκλέγω
1281,auswählen::V,selecta,διαλέγω
1282,bewahren::V,păstra,διατηρώ
1283,behindern::V,stingheri,εμποδίζω
1284,verderben::V,strica,χαλώ
1285,beschädigen::V,strica,ζημιώνω
1286,zerbrechen::V,rupe,σπάζω
1287,zerbrechen::V,frânge,σπάζω
1288,zerreißen::V,rupe,σχίζω
1289,zerreißen::V,sfâșia,σχίζω
1290,zerstören::V,distruge,καταστρέφω
1291,verbrennen::V,arde,καίω
1292,verbrennen::V,incendia,καίω
1293,geben::V,da,δίνω
1294,reichen::V,întinde,δίνω
1295,schenken::V,dărui,χαρίζω
1296,versprechen::V,făgădui,υπόσχομαι
1297,wünschen::V,ura,εύχομαι
1298,loben::V,lăuda,επαινώ
1299,küssen::V,săruta,φιλώ
1300,wiegen::V,legăna,κουνώ
1301,wiegen::V,legăna,νανουρίζω
1302,zudecken::V,acoperi,σκεπάζω
1303,wecken::V,trezi,ξυπνώ
1304,wecken::V,deștepta,ξυπνώ
1305,zeigen::V,arăta,δείχνω
1306,führen::V,călăuzi,οδηγώ
1307,lehren::V,preda,διδάσκω
1308,lehren::V,învăța,διδάσκω
1309,unterrichten::V,învăța,διδάσκω
1310,unterrichten::V,instrui,διδάσκω
1311,aufziehen::V,crește,ανατρέφω
1312,leiten::V,duce,ηγούμαι
1313,leiten::V,duce,διευθύνω
1314,leiten::V,conduce,ηγούμαι
1315,leiten::V,conduce,διευθύνω
1316,antreiben::V,împinge,σπρώχνω
1317,antreiben::V,împinge,παρακινώ
1318,antreiben::V,încuraja,σπρώχνω
1319,antreiben::V,încuraja,παρακινώ
1320,lassen::V,pune pe să,αφήνω
1321,einladen::V,invita,προσκαλώ
1322,vereinigen::V,uni,ενώνω
1323,vereinigen::V,întruni,ενώνω
1324,besuchen::V,vizita,επισκέπτομαι
1325,besuchen::V,face o vizită,επισκέπτομαι
1326,treffen::V,întâlni,συναντώ
1327,sich versammeln::V,se aduna,μαζεύομαι
1328,spielen::V,se juca,παίζω
1329,singen::V,cânta,τραγουδώ
1330,tanzen::V,dansa,χορεύω
1331,sich trennen::V,se separa,αποχωρίζομαι
1332,sich trennen::V,se despărți,αποχωρίζομαι
1333,verlassen::V,părăsi,εγκαταλείπω
1334,verlassen::V,abandona,εγκαταλείπω
1335,retten::V,salva,σώζω
1336,bewachen::V,păzi,φρουρώ
1337,schützen::V,ocroti,προστατεύω
1338,schützen::V,proteja,προστατεύω
1339,verteidigen::V,apăra,υπερασπίζω
1340,sich schlagen::V,se bate,χτυπιέμαι
1341,schießen::V,trage,πυροβολώ
1342,siegen::V,birui,νικώ
1343,siegen::V,învinge,νικώ
1344,ärgern::V,supăra,τσαντίζω
1345,schlagen::V,lovi,χτυπώ
1346,treten::V,călca,κλοτσώ
1347,stechen::V,înțepa,τρυπώ
1348,stechen::V,împunge,τρυπώ
1349,stoßen::V,împinge,ωθώ
1350,stoßen::V,împinge,σπρώχνω
1351,stehlen::V,fura,κλέβω
1352,stören::V,deranja,διαταράσσω
1353,belästigen::V,importuna,ενοχλώ
1354,verbergen::V,ascunde,κρύβω
1355,täuschen::V,amăgi,παραπλανώ
1356,betrügen::V,înșela,απατώ
1357,töten::V,omorî,σκοτώνω
1358,töten::V,omorî,θανατώνω
1359,wohnen::V,sta,μένω
1360,wohnen::V,sta,κατοικώ
1361,wohnen::V,locui,μένω
1362,wohnen::V,locui,κατοικώ
1363,arbeiten::V,lucra,δουλεύω
1364,arbeiten::V,lucra,εργάζομαι
1365,sammeln::V,aduna,μαζεύω
1366,sammeln::V,aduna,συλλέγω
1367,sammeln::V,colecționa,μαζεύω
1368,sammeln::V,colecționa,συλλέγω
1369,pflücken::V,culege,κόβω
1370,jagen::V,vâna,κυνηγώ
1371,fischen::V,pescui,ψαρεύω
1372,fassen::V,prinde,πιάνω
1373,hüten::V,paște,φυλάγω
1374,hüten::V,paște,προσέχω
1375,treiben::V,mână,οδηγώ
1376,anbinden::V,lega,δένω
1377,füttern::V,da de mâncare,ταΐζω
1378,melken::V,mulge,αρμέγω
1379,hacken::V,toca,κόβω
1380,hacken::V,sparge,κόβω
1381,gießen::V,uda,ποτίζω
1382,reifen::V,pârgui,ωριμάζω
1383,zubereiten::V,găti,ετοιμάζω
1384,kochen::V,găti,βράζω
1385,backen::V,coace,ψήνω
1386,braten::V,coace,τηγανίζω
1387,umrühren::V,mesteca,ανακατεύω
1388,stricken::V,împleti,πλέκω
1389,nähen::V,coase,ράβω
1390,färben::V,vopsi,βάφω
1391,färben::V,vopsi,χρωματίζω
1392,färben::V,colora,βάφω
1393,färben::V,colora,χρωματίζω
1394,reinigen::V,curăți,καθαρίζω
1395,waschen::V,spăla,πλένω
1396,abwischen::V,șterge,σφουγγίζω
1397,spülen::V,clăti,ξεπλένω
1398,fegen::V,mătura,σκουπίζω
1399,kehren::V,mătura,σκουπίζω
1400,baden::V,se scălda,κάνω μπάνιο
1401,sich waschen::V,se spăla,πλένομαι
1402,ausziehen::V,și scoate,βγάζω
1403,anziehen::V,îmbrăca,φορώ
1404,sich anziehen::V,se îmbrăca,ντύνομαι
1405,kämmen::V,pieptăna,χτενίζω
1406,schmücken::V,împodobi,στολίζω
1407,sagen::V,zice,λέω
1408,sagen::V,spune,λέω
1409,sprechen::V,vorbi,μιλώ
1410,reden::V,vorbi,μιλώ
1411,reden::V,vorbi,κουβεντιάζω
1412,reden::V,discuta,μιλώ
1413,reden::V,discuta,κουβεντιάζω
1414,sich unterhalten::V,conversa,συνομιλώ
1415,sich unterhalten::V,conversa,κουβεντιάζω
1416,sich unterhalten::V,sta de vorbă,συνομιλώ
1417,sich unterhalten::V,sta de vorbă,κουβεντιάζω
1418,fragen::V,întreba,ρωτώ
1419,bitten::V,ruga,ζητώ
1420,bitten::V,ruga,παρακαλώ
1421,erzählen::V,spune,διηγούμαι
1422,erzählen::V,povesti,διηγούμαι
1423,mitteilen::V,comunica,πληροφορώ
1424,mitteilen::V,înștiința,πληροφορώ
1425,nennen::V,numi,ονομάζω
1426,nennen::V,chema,ονομάζω
1427,rufen::V,chema,φωνάζω
1428,prahlen::V,se făli,καυχιέμαι
1429,übersetzen::V,traduce,μεταφράζω
1430,denken::V,gândi,σκέφτομαι
