,Concept_ID,kl,ce
719,kaum::ADV,qaqutigorsuaq,халла
720,sehr::ADV,assut,вуно
721,noch::ADV,qeratavoq,кхин
722,schon::ADV,taava-una,хӏинцале
723,wieder::ADV,kingumut,юха а
724,vergebens::ADV,angiluk,эрна
725,dies::PRN,manna,и
726,dies::PRN,manna,иза
727,dies::PRN,matuma,и
728,dies::PRN,matuma,иза
729,das::PRN,ua,и
730,das::PRN,ua,иза
731,ich::PRN,uanga,cо
732,du::PRN,illit,хьо
733,er::PRN,una,и
734,er::PRN,una,иза
735,wir::PRN,uagut,тхо
736,wir::PRN,uagut,вай
737,ihr::PRN,ilissi,шу
738,sie::PRN,uku,уьш
739,was::FPRN,aat?,хӏун
740,wer::FPRN,kikkut,мила
741,wo::FADV,sumi,мичaхь
742,wohin::FADV,sumut,мича
743,wie::FADV,qanoq,муха
744,warum::FADV,sooq,хӏунда
745,wieviel::FNUM,qassit,мел
746,wieviel::FNUM,qassit,маса
747,wieviel::FNUM,qanoq atsigisumik?,мел
748,wieviel::FNUM,qanoq atsigisumik?,маса
749,eins::NUM,ataaseq,цхьаъ
750,zwei::NUM,marluk,шиъ
751,drei::NUM,pingasut,кхоъ
752,vier::NUM,sisamat,диъ
753,vier::NUM,qajuusat,диъ
754,fünf::NUM,tallimat,пхиъ
755,sechs::NUM,arfineq,ялх
756,sechs::NUM,arfinillit,ялх
757,sieben::NUM,arfineq-marluk,ворхӏ
758,acht::NUM,arfineq pingasut,бархӏ
759,neun::NUM,qulingiluat,исс
760,neun::NUM,arfineq sisamat,исс
761,zehn::NUM,qulit,итт
762,elf::NUM,aqqaneq,цхьайтта
763,zwölf::NUM,aqqaneq-marluk,шийтта
764,zwanzig::NUM,tyve,ткъа
765,dreißig::NUM,tredive,ткъе итт
766,dreißig::NUM,pingasunik qulillit,ткъе итт
767,vierzig::NUM,fyrre,шовзткъа
768,fünfzig::NUM,halvtreds,шовзткъе итт
769,fünfzig::NUM,tallimanik qulillit,шовзткъе итт
770,sechzig::NUM,tres,кхузткъа
771,siebzig::NUM,halvfjerds,кхузткъе итт
772,achtzig::NUM,firs,дезткъа
773,neunzig::NUM,halvfems,дезткъе итт
774,hundert::NUM,et hundrede,бӏе
775,tausend::NUM,et tusinde,эзар
776,und::CNJ,aamma,a
777,oder::CNJ,imalluunnit,я
778,stehen::V,sikingavoq,латта
779,sitzen::V,ingippoq,хиъна ӏан
780,liegen::V,nalavoq,ӏилла
781,liegen::V,aqupivoq,ӏилла
782,hängen::V,nivinngarpaa,кхаза
783,werden::V,pinngorpoq,хила
784,passieren::V,pivoq,хила
785,beginnen::V,aallarnerpaa,доло
786,enden::V,naggaserpaa,дӏадерза
787,wechseln::V,immikkut ilivoq,хийца
788,untergehen[Sonne]::V,ilioqqaasoq,чубуза
789,scheinen[Sonne]::V,qinnorpoq,серло яла
790,scheinen[Sonne]::V,qinngorpoq,серло яла
791,donnern::V,kalleq,къекъа
792,wehen::V,timmivoq,хьекха
793,sich drehen::V,ipippaa,хьийза
794,schwanken::V,aalavoq,леста
795,schwingen::V,issakajaat or issakatsiaarut,лесто
796,fallen::V,quasivaa,охьакхета
797,brennen::V,seerpoq,дага
798,brennen::V,uuppaa,дага
799,rauchen::V,pujoorpoq,оза
800,regnen::V,siallerpoq,догlа догlу
801,gefrieren::V,qiulerpoq,гӏоро
802,tauen::V,aappoq,даша
803,schmelzen::V,aappoq,лала
804,schmelzen::V,aatsippaa,лала
805,trocknen::V,panerserpaa,дакъо
806,sieden::V,qalappoq,кхехка
807,reißen::V,qulli,хеда
808,reißen::V,alittorpaa,хеда
809,reißen::V,kimillanneq,хеда
810,versinken::V,kivivaa,хичудаха
811,versinken::V,apparpoq,хичудаха
812,vergehen::V,qaangerpaa,дlаэха
813,vergehen::V,sarsuppoq,дlаэха
814,erscheinen::V,takutippoq,схьадала
815,erscheinen::V,takutippoq,ӏоттадала
816,sinken::V,kivivaa,лахдала
817,sinken::V,apparpoq,лахдала
818,abnehmen::V,ikillipput,
819,zunehmen::V,allisippaa,лакхадала
820,steigen::V,allisippaa,хьаладала
821,wachsen::V,allivoq,кхиа
822,glänzen::V,qinngorpoq,лепа
823,glänzen::V,qinnorpoq,лепа
824,funkeln::V,uisorilavoq,къега
825,läuten::V,avilualaarpoq,детта
826,klingeln::V,aviluarpoq,дека
827,klingeln::V,aviluarpaluppoq,дека
828,brausen::V,ittuk,хьаьдда даха
829,brausen::V,ittuppoq,хьаьдда даха
830,brausen::V,ittuppaluppoq,хьаьдда даха
831,bellen::V,qiluppoq,лета
832,heulen::V,maarpoq,угӏа
833,heulen::V,maalavoq,угӏа
834,heulen::V,miaggoorpoq,угӏа
835,blasen::V,aporneq,хӏуп баха
836,pfeifen::V,siggartartitsivoq,шок етта
837,pfeifen::V,siorsulavoq,шок етта
838,schreien::V,suaarpoq,мохь бетта
839,stöhnen::V,nipiliorpoq,узарш дан
840,stöhnen::V,nipilliorpoq,узарш дан
841,zittern::V,qarsulivik,дега
842,leben::V,inuuvoq,даха
843,geboren werden::V,inuuvoq,хила
844,geboren werden::V,inunngorpoq,хила
845,atmen::V,anersaarpoq,садеӏа
846,trinken::V,imerpoq,мала
847,essen::V,tamorpoq,кхалла
848,schlucken::V,tuluarnaq,къурдбан
849,einschlafen::V,sinippoq,наб кхета
850,schlafen::V,sinik,вижа
851,schlafen::V,sinik,наб ян
852,schlafen::V,sinik,дижина хила
853,aufwachen::V,iterpoq,самадала
854,aufwachen::V,eqqumavoq,самадала
855,aufstehen::V,makippoq,гӏатта
856,sich erholen::V,qasuerserpoq,садаӏа
857,schmerzen::V,anneraa,лаза
858,schmerzen::V,anneraa,ӏийжа
859,schmerzen::V,annernarpoq,лаза
860,schmerzen::V,annernarpoq,ӏийжа
861,husten::V,quersorpoq,йовхарш етта
862,genesen::V,ajunngissivoq,тадала
863,genesen::V,ilisimmarpoq,тадала
864,genesen::V,ilorrippoq,тадала
865,sterben::V,toquvoq,дала
866,sich bewegen::V,ingerlavoq,лела
867,sich setzen::V,ingippoq,хаа
868,laufen::V,arpappoq,вада
869,laufen::V,arpappoq,хьада
870,schreiten::V,ingerlavoq,болар дан
871,schreiten::V,ingerlavoq,ког баккха
872,spazierengehen::V,utertakajaarpoq,доладала
873,spazierengehen::V,utertakattajaarpoq,доладала
874,eilen::V,qaa qaa,сихдала
875,eilen::V,qiilasaarpoq,сихдала
876,eilen::V,ingerlasaarpaa,сихдала
877,sich beeilen::V,tuaviorpoq,сихдала
878,sausen::V,uiguut,
879,rennen::V,igivoq,дада
880,springen::V,upernassaq,ирхкхийсадала
881,klettern::V,pilaakkeerpoq,тӏедийла
882,schaukeln::V,aalavoq,техко
883,schwimmen::V,naluppoq,некадан
884,tauchen::V,allorpoq,чулелха
885,rudern::V,ipuppaa,дига лело
886,rudern::V,ipuppaa,кема лело
887,fahren::V,qimusserpoq,хахка
888,fliegen::V,timmivoq,тӏемадала
889,weggehen::V,piiarpoq,дӏадаха
890,anhalten::V,unitsippaa,саца
891,hineingehen::V,timaappaa,чудала
892,eintreten::V,allattorpaa,чудала
893,kommen::V,qaa-,кхача
894,kommen::V,qaa-,дӏакхача
895,kommen::V,qaa-,схьакхача
896,kommen::V,pivaa,кхача
897,kommen::V,pivaa,дӏакхача
898,kommen::V,pivaa,схьакхача
899,ankommen::V,tikippoq,кхача
900,ankommen::V,tikippoq,схьакхача
901,zurückkommen::V,angerlarpoq,юхада
902,bleiben::V,uninngavoq,диса
903,warten::V,paavoq,хьежа
904,warten::V,paavoq,cобар дан
905,warten::V,utaqqivoq,хьежа
906,warten::V,utaqqivoq,cобар дан
907,suchen::V,nivivaa,леха
908,finden::V,nanivaa,каро
909,versuchen::V,uuppaa,дан хьажа
910,versuchen::V,ussersarpaa,дан хьажа
911,vorbereiten::V,piareersarpaa,кечъян
912,lieben::V,asavaa,деза
913,mögen::V,akaaraa,безамхила
914,rühren::V,qeerlerpaa,хьедан
915,weinen::V,qiavoq,делха
916,schimpfen::V,qatimaarpoq,чехо
917,sich ärgern::V,ugguutigaa,оьгӏазъэха
918,sich fürchten::V,eqqanaarpoq,кхера
919,fürchten::V,ersigaa,кхера
920,fliehen::V,qimaavoq,дӏадада
921,flüchten::V,allikarfigaa,дӏадада
922,sehen::V,isigaa,ган
923,ansehen::V,alaatsinaappaa,хьовса
924,hören::V,tusarpaa,хаза
925,zuhören::V,naalappoq,ладогӏа
926,riechen::V,tipippoq,хьожа яха
927,fühlen::V,misigaa,хаадала
928,scheinen::V,takutippoq,мотта
929,frieren::V,qiiavoq,гӏоро
930,tun::V,iliorpoq,дан
931,wollen::V,piumavaa,тӏергӏа
932,anfangen::V,pilerpoq,доло
933,beenden::V,naggaserpaa,довла
934,aufhören::V,naammatsippaa,саца
935,öffnen::V,ammarpaa,дӏаделла
936,öffnen::V,ammarpaa,схьаделла
937,schließen::V,matuaa,къовла
938,schließen::V,matuaa,дӏачӏагӏа
939,stellen::V,ilivaa,хlотто
940,stellen::V,iliorarpai,хlотто
941,stellen::V,ilioqqarpai,хlотто
942,setzen::V,iliorarpai,дийгӏа
943,setzen::V,ilioqqarpai,дийгӏа
944,legen::V,ilivaa,охьадилла
945,berühren::V,attorpaa,хьедан
946,verbinden::V,taperserpaa,вовшахтаса
947,bedecken::V,iikkerpaa,тилла
948,bedecken::V,iikkerpaa,тӏетаса
949,bedecken::V,iikkersorpaa,тилла
950,bedecken::V,iikkersorpaa,тӏетаса
951,aufhängen::V,inivaa,хьалаолла
952,aufhängen::V,iniorarpai,хьалаолла
953,anzünden::V,saggaavoq,лато
954,aufheben::V,allisippaa,айа
955,zurücklassen::V,aallarpoq,дита
956,verlieren::V,annaavaa,дайа
957,fallen lassen::V,nakkaavaa,охьадожо
958,machen::V,iliorpoq,дан
959,herstellen::V,anillatsippaa,дан
960,bauen::V,marrarterpaa,гӏишлоян
961,reparieren::V,iluarsaappaa,тадан
962,verbessern::V,naqqippaa,нисдан
963,graben::V,assappaa,ахка
964,beugen::V,qappappoq,сатто
965,biegen::V,qappappoq,сатто
966,wenden::V,assappaa,
967,wenden::V,assakarpoq,
968,umdrehen::V,assakartippaa,хьовзo
969,heben::V,kivippaa,айа
970,heben::V,kivippaa,хьалаайа
971,hochheben::V,kissumiarpaa,хьалаайа
972,ergreifen::V,isaappaa,дӏалаца
973,ergreifen::V,isaguppaa,дӏалаца
974,halten::V,minarpaa,латто
975,drücken::V,naqittaat,тӏетаӏо
976,kratzen::V,qitsuppaa,мӏараш тийса
977,lecken::V,aluppaa,мотт хьекха
978,beißen::V,kiivaa,катoха
979,abreißen::V,aqqarpaa,схьадаккха
980,abreißen::V,isaterpaa,схьадаккха
981,abschneiden::V,kipivaa,кхада
982,binden::V,kakkersarpaa,дӏадехка
983,binden::V,kakkersarpaa,вовшахтаса
984,stecken::V,kussunneq,чудахийта
985,brechen::V,nallorpaa,кагдан
986,klopfen::V,pattappaa,детта
987,hauen::V,aqivaa,етта
988,kleben::V,qaappoq,тӏелато
989,reiben::V,tagiarpaa,хьекхо
990,reiben::V,tangiarpaa,хьекхо
991,streichen::V,erlerpoq,тlехьакха
992,schleifen::V,sequppaa,ирдан
993,schneiden::V,uullivoq,ларга
994,schütteln::V,aalavoq,лесто
995,schwenken::V,issarpoq,лесто
996,füllen::V,immerpaa,дуза
997,einwickeln::V,immoqquserpaa,хьарчо
998,tragen::V,maqippaa,дахьа
999,tragen::V,assartorpoq,дахьа
1000,schleppen::V,assartorpoq,ийзо
1001,ziehen::V,kalippaa,озо
1002,ziehen::V,kalissarpoq,озо
1003,aufbewahren::V,toqqorpaa,ӏалашдан
1004,werfen::V,kuivaa,кхосса
1005,fangen::V,anguaa,леца
1006,verstecken::V,anngigaa,къайладаккха
1007,teilen::V,agguut,декъа
1008,teilen::V,agguusersorpaa,декъа
1009,schicken::V,nassiuppaa,дӏадахьийта
1010,bringen::V,aggiuppaa,дан
1011,bringen::V,nassataraa,дан
1012,bekommen::V,tiguaa,даккха
1013,erhalten::V,tiguaa,даккха
1014,nehmen::V,pivoq,схьаэца
1015,nehmen::V,tiguaa,схьаэца
1016,bewahren::V,sukkunik simerserpaa,lалашдан
1017,verderben::V,asiutippaa,талхо
1018,verderben::V,piuneerunnerit,талхо
1019,zerbrechen::V,ukuvoq,дохо
1020,zerbrechen::V,ukuvoq,кагдан
1021,zerreißen::V,tisavaa,хадо
1022,zerreißen::V,alittorpaa,хадо
1023,zerstören::V,aserorpaa,дохо
1024,zerstören::V,aserorpaa,кагдан
1025,verbrennen::V,seerpoq,даго
1026,geben::V,pivoq,яла
1027,versprechen::V,neriorsorpaa,ваӏда дан
1028,wünschen::V,kissaat,лаа
1029,loben::V,nersorpaa,хасто
1030,loben::V,nersornaat,хасто
1031,küssen::V,kunippaa,оба яккха
1032,küssen::V,kunissorpaa,оба яккха
1033,zudecken::V,majorpaa,тӏетаса
1034,wecken::V,itersarpaa,самадаккха
1035,zeigen::V,tikkuuppaa,гайта
1036,führen::V,tasissiuppaa,дига
1037,führen::V,ilitsersorpaa,дига
1038,führen::V,tasissersuuppaa,дига
1039,lehren::V,ilinniartippaa,ӏамо
1040,unterrichten::V,ajoqerpaa,хьеха
1041,unterrichten::V,ajoqersorpaa,хьеха
1042,unterrichten::V,ilinniartitsivoq,хьеха
1043,aufziehen::V,inororsarpaa,кхио
1044,leiten::V,iluatsippaa,урхалла дан
1045,antreiben::V,ikusimmippaa,сихдан
1046,einladen::V,qaaqquaa,кхайкха
1047,einladen::V,qaasarpaa,кхайкха
1048,vereinigen::V,taperserpaa,цхьаьнатоха
1049,besuchen::V,tikeraarpaa,хьажахIотта
1050,treffen::V,aporappaa,дуьхьалкхета
1051,sich versammeln::V,majorpoq,гулдан
1052,spielen::V,pinnguarpoq,ловза
1053,singen::V,erinarsorpoq,лакха
1054,tanzen::V,qitippoq,хелхадала
1055,sich trennen::V,immikkoortippaa,къаста
1056,retten::V,annaappaa,кӏелхьардаккха
1057,schützen::V,eriagaa,лардан
1058,schützen::V,pineqartaalivaa,лардан
1059,schießen::V,aallaavaa,детта
1060,schießen::V,piseriuppaa,детта
1061,ärgern::V,ninngassarpaa,оьгӏаздахийта
1062,ärgern::V,ninngassaarpaa,оьгӏаздахийта
1063,schlagen::V,unatarpaa,тоха
1064,treten::V,tukerpoq,мийра тоха
1065,stechen::V,iguppaa,ӏотта
1066,stechen::V,iguppaa,къовзо
1067,stechen::V,qasilippoq,ӏотта
1068,stechen::V,qasilippoq,къовзо
1069,stoßen::V,ikuserpaa,татта
1070,stoßen::V,ikusimmippaa,татта
1071,stehlen::V,tillippaa,лачкъо
1072,stören::V,akornuserpaa,новкъарло ян
1073,verbergen::V,anngigaa,къайладаккха
1074,betrügen::V,peqquserluttuliorfigaa,ледан
1075,töten::V,maappaa,ден
1076,töten::V,toquppaa,ден
1077,wohnen::V,najugaqarpoq,даха
1078,arbeiten::V,sulivoq,къахьега
1079,sammeln::V,katersorpai,гулдан
1080,jagen::V,piniarpoq,талла
1081,fischen::V,aalisarpoq,чӏерий леца
1082,anbinden::V,qilerut,дӏадехка
1083,anbinden::V,qilersorpaa,дӏадехка
1084,anbinden::V,ungerlatserpaa,дӏадехка
1085,füttern::V,nerlerpaa,хӏума яла
1086,gießen::V,imerterpaa,хи тоха
1087,kochen::V,igavoq,кхача бан
1088,braten::V,siappaa,кхарза
1089,umrühren::V,qeerlerpaa,кего
1090,färben::V,misuppaa,басардан
1091,reinigen::V,sanniarpaa,цӏандан
1092,waschen::V,asappaa,йила
1093,waschen::V,asappaa,йитта
1094,waschen::V,asappaa,дӏадайа
1095,abwischen::V,saligarpaa,дӏадайа
1096,abwischen::V,saligartorpaa,дӏадайа
1097,fegen::V,sanngiarpaa,нуй хьакха
1098,baden::V,uffarpoq,лийча
1099,sich waschen::V,uffarpoq,юьхь йила
1100,ausziehen::V,annoraajarpaa,духар дӏадаккха
1101,anziehen::V,ativaa,
1102,anziehen::V,atitippaa,
1103,sich anziehen::V,atisalersorpoq,духа
1104,sagen::V,oqarpoq,ала
1105,sprechen::V,oqaluttarpoq,баха
1106,sprechen::V,oqaluttarpoq,мотт бийца
1107,reden::V,oqaluppoq,къамел дан
1108,fragen::V,aperaa,хатта
1109,bitten::V,aperaa,деха
1110,bitten::V,qinnuigaa,деха
1111,erzählen::V,oqaluttuaraa,дийца
1112,mitteilen::V,oqalualaarpoq,хаам бан
1113,rufen::V,qaaqquaa,кхайкха
1114,prahlen::V,oqqartuvoq,куралла ян
1115,prahlen::V,oqqartuvoq,дозалла дан
1116,prahlen::V,oqallortuvoq,куралла ян
1117,prahlen::V,oqallortuvoq,дозалла дан
1118,übersetzen::V,ikaarpoq,гоч дан
1119,übersetzen::V,nutserpaa,гоч дан
1120,denken::V,isumaqarpoq,ойла ян
1121,glauben::V,upperaa,теша
1122,glauben::V,isumaqarpoq,теша
1123,erkennen::V,ilisaraa,довза
1124,verstehen::V,paasivaa,кхета
1125,lernen::V,ilinniarpoq,деша
1126,wissen::V,nalunngilaa,хаа
1127,sich erinnern an::V,eqqaavaa,дагадан
1128,vergessen::V,puiorpaa,дицдала
1129,messen::V,ussersarpaa,дуста
1130,zählen::V,kisitsivoq,дагардан
1131,rechnen::V,kisitsivoq,лара
1132,lesen::V,atuarpoq,еша
1133,malen::V,qalipappaa,сурт дилла
1134,schreiben::V,allappoq,яздан
1135,kaufen::V,pisiaraa,эца
1136,verkaufen::V,akigaa,дохка
1137,bezahlen::V,akilerpaa,мах бала
1138,beherrschen::V,inappaa,собаре хила
1139,ertragen::V,ernertaaraa,лан
1140,ertragen::V,ernertaaraa,сатоха
1141,ertragen::V,ernertaaraa,садетта
1142,Nase::N,,мара
1143,Schnurrbart::N,,мекх
1144,Fuß::N,,ког
1145,Schlaf::N,,наб
1146,Strömung::N,,дӏаэхар
1147,Strömung::N,,дӏасалелар
1148,Moor::N,,уьшал
1149,Wald::N,,хьун
1150,Anhöhe::N,,акъари
1151,Gipfel::N,,бохь
1152,Quelle::N,,шовда
1153,Festland::N,,латта
1154,Kiefer[Baum]::N,,бага
1155,Pferd::N,,говр
1156,Elch::N,,сай
1157,Ente::N,,бад
1158,Barsch::N,,окунь
1159,Hecht::N,,гӏазкхийн чӏара
1160,Wurm::N,,нӏаьна
1161,Heu::N,,йол
1162,Kummer::N,,бала
1163,Gespräch::N,,къамел
1164,Spiel::N,,ловзар
1165,Gesellschaft::N,,юкъаралла
1166,Angelegenheit::N,,гӏуллакх
1167,Anzahl::N,,терахь
1168,Strich::N,,сиз
1169,Gegenstand::N,,хӏума
1170,Höhe::N,,локхалла
1171,Lagerfeuer::N,,цӏе
1172,Gang::N,,лелар
1173,Heim::N,,кхерч
1174,Beutel::N,,гали
1175,Eimer::N,,чийлик
1176,Sack::N,,гали
1177,Brei::N,,xудар
1178,Leder::N,,цӏока
1179,Gott::N,,дела
1180,Reichtum::N,,хьал
1181,Staat::N,,пачхьалкх
1182,Gewalt::N,,гӏело
1183,Lüge::N,,аьшпаш
1184,Schaden::N,,зен
1185,April::N,,апрель
1186,frisch::A,,керла
1187,lecker::A,,чоме
1188,sauer::A,,муьста
1189,bunt::A,,къорза
1190,teuer::A,,деза
1191,geschickt::A,,тӏахъаьлла
1192,nackt::A,,дерзана
1193,ehemalig::A,,хилла
1194,bekannt::A,,девзаш долу
1195,anderer::A,,кхин
1196,zuerst::ADV,,хьалха
1197,niemals::ADV,,цкъа а
1198,von hier::ADV,,кхузара
1199,dort::ADV,,цигахь
1200,oben::ADV,,лакхахь
1201,hinauf::ADV,,хьала
1202,nicht::ADV,,ца
1203,ein wenig::ADV,,кӏеззиг
1204,nur::ADV,,бен ...ца
1205,vor::PRP,,хьалха
1206,hinter::PRP,,тӏехьа
1207,unter::PRP,,кIелахь
1208,durch::PRP,,чекх
1209,neben::PRP,,юххе
1210,zwischen::PRP,,юккъехь
1211,wegen::PRP,,дуьхьа
1212,alles::PRN,,дерриг
1213,aufgehen[Sonne]::V,,кхета
1214,strömen::V,,эха
1215,fließen::V,,охьаэха
1216,faulen::V,,дахкадала
1217,verfaulen::V,,дахкадала
1218,verschwinden::V,,къайладала
1219,lärmen::V,,гӏовгӏаян
1220,klirren::V,,дека
1221,rauschen::V,,леста
1222,klingen::V,,дека
1223,müde werden::V,,кӏаддала
1224,krank werden::V,,цомгуш хила
1225,krank sein::V,,цомгуш хила
1226,umkommen::V,,хӏаллакхила
1227,sich rühren::V,,меттахъхьен
1228,sich erheben::V,,хьалагlатта
1229,hinfallen::V,,дожа
1230,hinfallen::V,,охьакхета
1231,kriechen::V,,такха
1232,gehen::V,,лeла
1233,abfahren::V,,дӏадаха
1234,erwarten::V,,хьоьжуш ӏан
1235,lachen::V,,дела
1236,anschauen::V,,хьажа
1237,anschauen::V,,хьежа
1238,probieren::V,,хьажа
1239,zu sehen sein::V,,гуш хила
1240,vernehmen::V,,бартхатта
1241,können::V,,дадала
1242,gelingen::V,,кадала
1243,geraten::V,,хила
1244,ändern::V,,хийца
1245,drehen::V,,хьовзо
1246,schieben::V,,татта
1247,rütteln::V,,лесто
1248,schütten::V,,дотта
1249,packen::V,,леца
1250,hinzufügen::V,,тӏетоха
1251,wählen::V,,харжа
1252,auswählen::V,,харжа
1253,behindern::V,,новкъарло ян
1254,beschädigen::V,,дохо
1255,reichen::V,,дӏадала
1256,reichen::V,,дӏакховдо
1257,schenken::V,,совгӏат дан
1258,wiegen::V,,тахка
1259,lassen::V,,-йта
1260,verlassen::V,,дита
1261,bewachen::V,,ха дан
1262,verteidigen::V,,лардан
1263,sich schlagen::V,,етта
1264,siegen::V,,тола
1265,belästigen::V,,сагатдан
1266,täuschen::V,,ӏexo
1267,pflücken::V,,даха
1268,fassen::V,,лаца
1269,fassen::V,,схьалаца
1270,hüten::V,,лардан
1271,treiben::V,,лахка
1272,melken::V,,оза
1273,reifen::V,,хьекъа
1274,zubereiten::V,,кечъян
1275,zubereiten::V,,кхача бан
1276,backen::V,,датта
1277,nähen::V,,тега
1278,spülen::V,,хи кхарза
1279,kehren::V,,нуй хьакха
1280,kämmen::V,,ехк хьакха
1281,schmücken::V,,хаздан
1282,sich unterhalten::V,,къамел дан
1283,nennen::V,,цӏе яккха
1284,bemerken::V,,ган
1285,begreifen::V,,кхета
1286,zeichnen::V,,сурт дилла
1287,besitzen::V,,доладан
1288,zahlen::V,,мах бала
