,Concept_ID,he,es
820,vierzig::NUM,ארבעים,cuarenta
821,fünfzig::NUM,חמשים,cincuenta
822,sechzig::NUM,ששים,sesenta
823,siebzig::NUM,שבעים,setenta
824,achtzig::NUM,שמונים,ochenta
825,neunzig::NUM,תשעים,noventa
826,hundert::NUM,מאה,cien
827,hundert::NUM,מאה,ciento
828,tausend::NUM,אלף,mil
829,und::CNJ,ו,y
830,oder::CNJ,או,o
831,stehen::V,עמד,estar de pie
832,sitzen::V,ישב,estar sentado
833,liegen::V,שכב,yacer
834,liegen::V,שכב,estar acostado
835,hängen::V,היה תלוי,pender
836,werden::V,הפך ל,hacerse
837,passieren::V,קרה,suceder
838,beginnen::V,התחיל,iniciarse
839,beginnen::V,התחיל,principiar
840,enden::V,הסתים,acabar
841,enden::V,הסתים,terminar
842,wechseln::V,השתנה,variar
843,wechseln::V,השתנה,alternar
844,aufgehen[Sonne]::V,זרח,salir
845,untergehen[Sonne]::V,שקע,ponerse
846,untergehen[Sonne]::V,שקע,descender
847,scheinen[Sonne]::V,בהק,brillar
848,donnern::V,רעם,tronar
849,wehen::V,נשב,soplar
850,strömen::V,זרם,afluir
851,fließen::V,זרם,fluir
852,fließen::V,זרם,correr
853,sich drehen::V,הסתובב,girar
854,schwanken::V,התנודד,vacilar
855,schwingen::V,התנענע,oscilar
856,fallen::V,נפל,caer
857,brennen::V,בער,arder
858,brennen::V,בער,quemar
859,rauchen::V,עשן,humear
860,rauchen::V,עשן,echar humo
861,regnen::V,ירד גשם,llover
862,gefrieren::V,קפא,helarse
863,tauen::V,נמס,deshelarse
864,schmelzen::V,התיך,fundirse
865,schmelzen::V,התיך,derretirse
866,trocknen::V,התיבש,secarse
867,sieden::V,רתח,hervir
868,faulen::V,רקב,pudrirse
869,verfaulen::V,רקב,pudrirse
870,reißen::V,נקרע,romperse
871,versinken::V,טבע,hundirse
872,vergehen::V,עבר,pasar
873,erscheinen::V,נגלה,aparecer
874,erscheinen::V,הופיע,aparecer
875,verschwinden::V,נעלם,desaparecer
876,sinken::V,ירד,bajar
877,abnehmen::V,הפחית,decrecer
878,abnehmen::V,הפחית,disminuir
879,zunehmen::V,רבה,crecer
880,zunehmen::V,רבה,aumentar
881,steigen::V,עלה,subir
882,steigen::V,עלה,ascender
883,wachsen::V,גדל,crecer
884,glänzen::V,נצץ,brillar
885,glänzen::V,נצץ,resplandecer
886,glänzen::V,בהק,brillar
887,glänzen::V,בהק,resplandecer
888,funkeln::V,נצנץ,chispear
889,lärmen::V,רעש,hacer ruido
890,läuten::V,צלצל,sonar
891,läuten::V,צלצל,repicar
892,klingeln::V,צלצל,tocar el timbre
893,klirren::V,קרקש,tintinear
894,brausen::V,געש,zumbar
895,rauschen::V,רשרש,murmurar
896,klingen::V,נשמע,sonar
897,bellen::V,נבח,ladrar
898,heulen::V,ילל,ulular
899,blasen::V,נשף,soplar
900,pfeifen::V,שרק,silbar
901,schreien::V,צעק,gritar
902,stöhnen::V,נאנק,gemir
903,zittern::V,רעד,temblar
904,leben::V,חי,vivir
905,geboren werden::V,נולד,nacer
906,atmen::V,נשם,respirar
907,trinken::V,שתה,beber
908,essen::V,אכל,comer
909,schlucken::V,בלע,tragar
910,müde werden::V,התעיף,cansarse
911,müde werden::V,התעיף,fatigarse
912,einschlafen::V,נרדם,dormirse
913,schlafen::V,ישן,dormir
914,aufwachen::V,התעורר,despertarse
915,aufstehen::V,קם,levantarse
916,sich erholen::V,נפש,reposar
917,sich erholen::V,נפש,descansar
918,krank werden::V,חלה,caer enfermo
919,krank sein::V,היה חולה,estar enfermo
920,schmerzen::V,כאב,doler
921,husten::V,השתעל,toser
922,genesen::V,הבריא,convalecer
923,genesen::V,הבריא,restablecerse
924,sterben::V,מת,morir
925,umkommen::V,נספה,perecer
926,sich bewegen::V,נע,moverse
927,sich rühren::V,זז,rebullir
928,sich erheben::V,קם,levantarse
929,sich setzen::V,התישב,sentarse
930,hinfallen::V,נפל,caerse
931,laufen::V,הלך ברגל,andar
932,schreiten::V,פסע,proceder
933,spazierengehen::V,טיל,pasear
934,spazierengehen::V,טיל,pasearse
935,eilen::V,אץ,correr prisa
936,eilen::V,מהר,correr prisa
937,sich beeilen::V,מהר,darse prisa
938,sausen::V,אץ,correr
939,rennen::V,רץ,correr
940,springen::V,קפץ,saltar
941,klettern::V,טפס,trepar
942,klettern::V,טפס,escalar
943,schaukeln::V,התנדנד,bambolearse
944,kriechen::V,זחל,reptar
945,kriechen::V,זחל,arrastrarse
946,schwimmen::V,שחה,nadar
947,tauchen::V,צלל,bucear
948,tauchen::V,צלל,sumergirse
949,rudern::V,חתר,remar
950,fahren::V,נסע,ir
951,fliegen::V,עף,volar
952,gehen::V,הלך,ir
953,gehen::V,הלך,andar
954,weggehen::V,עזב,irse
955,weggehen::V,עזב,marcharse
956,abfahren::V,יצא,salir
957,abfahren::V,יצא,partir
958,anhalten::V,עצר,parar
959,anhalten::V,עצר,pararse
960,hineingehen::V,נכנס,entrar
961,eintreten::V,נכנס,entrar
962,kommen::V,בא,venir
963,ankommen::V,הגיע,llegar
964,zurückkommen::V,שב,volver
965,zurückkommen::V,שב,regresar
966,zurückkommen::V,חזר,volver
967,zurückkommen::V,חזר,regresar
968,bleiben::V,נשאר,quedarse
969,warten::V,חכה,esperar
970,warten::V,המתין,esperar
971,erwarten::V,צפה,esperar
972,suchen::V,חפש,buscar
973,finden::V,מצא,hallar
974,finden::V,מצא,encontrar
975,versuchen::V,נסה,intentar
976,vorbereiten::V,הכין,preparar
977,lieben::V,אהב,amar
978,lieben::V,אהב,querer
979,mögen::V,אהב,querer
980,lachen::V,צחק,reír
981,rühren::V,נגע ללב,conmover
982,weinen::V,בכה,llorar
983,schimpfen::V,גער,regañar
984,sich ärgern::V,זעם,enfadarse
985,sich ärgern::V,כעס,enfadarse
986,sich fürchten::V,פחד,tener miedo
987,sich fürchten::V,חשש,tener miedo
988,fürchten::V,פחד מ,temer
989,fürchten::V,פחד מ,tener miedo a
990,fürchten::V,חשש מ,temer
991,fürchten::V,חשש מ,tener miedo a
992,fliehen::V,ברח,huir
993,flüchten::V,נמלט,escaparse
994,sehen::V,ראה,ver
995,anschauen::V,הביט,mirar
996,ansehen::V,התבונן,mirar
997,hören::V,שמע,oír
998,zuhören::V,הקשיב,escuchar
999,probieren::V,נסה,probar
1000,probieren::V,נסה,degustar
1001,riechen::V,הריח,oler
1002,fühlen::V,חש,sentir
1003,scheinen::V,נדמה,parecer
1004,zu sehen sein::V,נראה,poder verse
1005,vernehmen::V,נודע ל,oír
1006,vernehmen::V,נודע ל,percibir
1007,frieren::V,קר ל,tener frío
1008,tun::V,פעל,hacer
1009,können::V,יכל,poder
1010,wollen::V,רצה,querer
1011,anfangen::V,התחיל,iniciar
1012,beenden::V,גמר,acabar
1013,beenden::V,גמר,terminar
1014,aufhören::V,סים,cesar
1015,gelingen::V,הצליח,salir bien
1016,geraten::V,עלה,salir
1017,geraten::V,עלה,dar resultado
1018,öffnen::V,פתח,abrir
1019,schließen::V,סגר,cerrar
1020,stellen::V,העמיד,poner
1021,stellen::V,העמיד,colocar
1022,setzen::V,הושיב,poner
1023,setzen::V,הושיב,colocar
1024,legen::V,שם,poner
1025,berühren::V,נגע,tocar
1026,verbinden::V,קשר,unir
1027,verbinden::V,קשר,juntar
1028,bedecken::V,כסה,tapar
1029,bedecken::V,כסה,cubrir
1030,aufhängen::V,תלה,colgar
1031,anzünden::V,הצית,encender
1032,aufheben::V,אסף,recoger
1033,zurücklassen::V,השאיר,dejar
1034,verlieren::V,אבד,perder
1035,fallen lassen::V,שמט,dejar caer
1036,fallen lassen::V,הפיל,dejar caer
1037,machen::V,עשה,hacer
1038,herstellen::V,יצר,fabricar
1039,bauen::V,בנה,construir
1040,reparieren::V,תקן,reparar
1041,verbessern::V,שפר,mejorar
1042,ändern::V,שנה,mudar
1043,ändern::V,שנה,modificar
1044,graben::V,חפר,cavar
1045,beugen::V,כפף,doblar
1046,beugen::V,כפף,inclinar
1047,biegen::V,כופף,doblar
1048,drehen::V,סובב,volver
1049,drehen::V,סובב,hacer girar
1050,wenden::V,הפך,volver
1051,umdrehen::V,סובב,revolver
1052,heben::V,הרים,levantar
1053,hochheben::V,הרים,alzar
1054,ergreifen::V,אחז,coger
1055,halten::V,החזיק,tener
1056,drücken::V,לחץ,apretar
1057,schieben::V,הזיז,empujar
1058,kratzen::V,שרט,rascar
1059,kratzen::V,שפשף,rascar
1060,lecken::V,לקק,lamer
1061,beißen::V,נשך,morder
1062,abreißen::V,קרע,arrancar
1063,abschneiden::V,חתך,cortar
1064,binden::V,קשר,atar
1065,stecken::V,תקע,meter
1066,brechen::V,שבר,romper
1067,brechen::V,שבר,quebrar
1068,klopfen::V,נקש,golpear
1069,hauen::V,הכה,pegar
1070,kleben::V,הדביק,pegar
1071,kleben::V,הדביק,encolar
1072,reiben::V,שפשף,frotar
1073,streichen::V,מרח,untar
1074,streichen::V,מרח,recubrir
1075,schleifen::V,השחיז,afilar
1076,schneiden::V,גזר,cortar
1077,rütteln::V,נענע,agitar
1078,schütteln::V,נער,agitar
1079,schütteln::V,נער,sacudir
1080,schwenken::V,נופף,menear
1081,schwenken::V,טלטל,menear
1082,schütten::V,שפך,verter
1083,füllen::V,מלא,llenar
1084,einwickeln::V,עטף,envolver
1085,tragen::V,נשא,llevar
1086,schleppen::V,סחב,arrastrar
1087,ziehen::V,משך,tirar
1088,aufbewahren::V,שמר,conservar
1089,werfen::V,זרק,echar
1090,werfen::V,זרק,lanzar
1091,fangen::V,תפס,coger
1092,packen::V,אחז,agarrar
1093,verstecken::V,החביא,esconder
1094,teilen::V,חלק,partir
1095,teilen::V,חלק,dividir
1096,schicken::V,שלח,enviar
1097,bringen::V,הביא,traer
1098,hinzufügen::V,הוסיף,añadir
1099,bekommen::V,תפס,obtener
1100,bekommen::V,תפס,conseguir
1101,erhalten::V,קבל,recibir
1102,nehmen::V,אחז,tomar
1103,wählen::V,בחר,elegir
1104,auswählen::V,בחר ב,escoger
1105,auswählen::V,בחר ב,seleccionar
1106,bewahren::V,קים,guardar
1107,bewahren::V,קים,preservar
1108,behindern::V,מנע,estorbar
1109,behindern::V,מנע,obstaculizar
1110,verderben::V,מנע,estropear
1111,beschädigen::V,הזיק,deteriorar
1112,zerbrechen::V,נשבר,romper
1113,zerbrechen::V,נשבר,quebrar
1114,zerreißen::V,קרע,desgarrar
1115,zerreißen::V,קרע,despedazar
1116,zerstören::V,הרס,destruir
1117,zerstören::V,הרס,destrozar
1118,zerstören::V,השמיד,destruir
1119,zerstören::V,השמיד,destrozar
1120,verbrennen::V,שרף,quemar
1121,geben::V,נתן,dar
1122,reichen::V,העביר,pasar
1123,schenken::V,נתן במתנה,regalar
1124,versprechen::V,הבטיח,prometer
1125,wünschen::V,אחל,desear
1126,loben::V,שבח,alabar
1127,küssen::V,נשק,besar
1128,wiegen::V,נדנד,mecer
1129,zudecken::V,כסה,tapar
1130,zudecken::V,כסה,cubrir
1131,wecken::V,עורר,despertar
1132,zeigen::V,הראה,mostrar
1133,führen::V,הביא,guiar
1134,führen::V,הביא,conducir
1135,führen::V,הוביל,guiar
1136,führen::V,הוביל,conducir
1137,lehren::V,למד,enseñar
1138,lehren::V,למד,instruir
1139,unterrichten::V,למד,enseñar
1140,aufziehen::V,רומם,criar
1141,leiten::V,נהל,guiar
1142,leiten::V,נהל,dirigir
1143,antreiben::V,המרץ,impeler
1144,antreiben::V,המרץ,impulsar
1145,lassen::V,נתן,hacer
1146,einladen::V,הזמין,invitar
1147,vereinigen::V,אחד,unir
1148,vereinigen::V,לכד,unir
1149,besuchen::V,בקר,visitar
1150,besuchen::V,בקר,ir a ver
1151,treffen::V,פגש,encontrar
1152,sich versammeln::V,התאסף,reunirse
1153,sich versammeln::V,התאסף,congregarse
1154,spielen::V,שחק,jugar
1155,singen::V,שר,cantar
1156,tanzen::V,רקד,bailar
1157,sich trennen::V,נפרד,separarse
1158,verlassen::V,עזב,dejar
1159,verlassen::V,עזב,abandonar
1160,retten::V,הציל,salvar
1161,bewachen::V,שמר,vigilar
1162,schützen::V,אבטח,proteger
1163,verteidigen::V,הגן,defender
1164,sich schlagen::V,התכתש,batirse
1165,schießen::V,ירה,tirar
1166,schießen::V,ירה,disparar
1167,siegen::V,גבר,vencer
1168,siegen::V,נצח,vencer
1169,ärgern::V,עצבן,enojar
1170,ärgern::V,עצבן,enfadar
1171,schlagen::V,הכה,pegar
1172,schlagen::V,הכה,golpear
1173,schlagen::V,הלקה,pegar
1174,schlagen::V,הלקה,golpear
1175,treten::V,בעט,dar una patada a
1176,stechen::V,דקר,pinchar
1177,stoßen::V,דחק,empujar
1178,stehlen::V,גנב,robar
1179,stehlen::V,גנב,hurtar
1180,stören::V,קטע,molestar
1181,stören::V,הפריע,molestar
1182,belästigen::V,הציק,molestar
1183,belästigen::V,הציק,importunar
1184,belästigen::V,הטריד,molestar
1185,belästigen::V,הטריד,importunar
1186,verbergen::V,הצניע,ocultar
1187,verbergen::V,הצניע,esconder
1188,täuschen::V,שגע,engañar
1189,betrügen::V,הונה,engañar
1190,töten::V,הרג,matar
1191,wohnen::V,גר,vivir
1192,wohnen::V,גר,habitar
1193,arbeiten::V,עבד,trabajar
1194,sammeln::V,אסף,recoger
1195,sammeln::V,אסף,coleccionar
1196,pflücken::V,קטף,coger
1197,jagen::V,צד,cazar
1198,fischen::V,דג,pescar
1199,fassen::V,תפס,atrapar
1200,fassen::V,תפס,capturar
1201,hüten::V,רעה,guardar
1202,treiben::V,הוציא,aballar
1203,anbinden::V,קשר,atar
1204,füttern::V,הלעיט,echar de comer
1205,melken::V,חלב,ordeñar
1206,hacken::V,קצץ,picar
1207,hacken::V,קצץ,cortar
1208,gießen::V,השקה,regar
1209,reifen::V,בשל,madurar
1210,zubereiten::V,הכין,preparar
1211,kochen::V,בשל,cocer
1212,kochen::V,בשל,guisar
1213,backen::V,אפה,hornear
1214,backen::V,אפה,cocer al horno
1215,braten::V,צלה,asar
1216,braten::V,צלה,freír
1217,braten::V,טגן,asar
1218,braten::V,טגן,freír
1219,umrühren::V,ערבב,remover
1220,stricken::V,סרג,hacer punto
1221,stricken::V,סרג,hacer calceta
1222,nähen::V,תפר,coser
1223,färben::V,צבע,teñir
1224,färben::V,צבע,colorear
1225,reinigen::V,נקה,limpiar
1226,waschen::V,רחץ,lavar
1227,waschen::V,כבס,lavar
1228,abwischen::V,נגב,fregar
1229,abwischen::V,נגב,limpiar
1230,spülen::V,שטף,aclarar
1231,spülen::V,שטף,enjuagar
1232,fegen::V,טאטא,barrer
1233,fegen::V,טאטא,pasar la escoba
1234,kehren::V,טאטא,barrer
1235,baden::V,טבל,bañarse
1236,baden::V,שחה,bañarse
1237,sich waschen::V,התרחץ,lavarse
1238,ausziehen::V,הוריד,quitar
1239,ausziehen::V,הוריד,quitarse
1240,anziehen::V,לבש,ponerse
1241,sich anziehen::V,התלבש,vestirse
1242,kämmen::V,סרק,peinar
1243,schmücken::V,קשט,adornar
1244,sagen::V,אמר,decir
1245,sprechen::V,דבר,hablar
1246,reden::V,דבר,hablar
1247,reden::V,דבר,conversar
1248,sich unterhalten::V,שוחח,charlar
1249,sich unterhalten::V,שוחח,conversar
1250,fragen::V,שאל,preguntar
1251,bitten::V,בקש,rogar
1252,erzählen::V,ספר,contar
1253,mitteilen::V,מסר,comunicar
1254,mitteilen::V,מסר,participar
1255,mitteilen::V,הודיע,comunicar
1256,mitteilen::V,הודיע,participar
1257,nennen::V,קרא בשם,llamar
1258,nennen::V,קרא בשם,nombrar
1259,rufen::V,גיס,llamar
1260,rufen::V,הזמין לבוא,llamar
1261,prahlen::V,התרברב,jactarse
1262,übersetzen::V,תרגם,traducir
1263,denken::V,חשב,pensar
1264,glauben::V,האמין,creer
1265,bemerken::V,הבחין,notar
1266,erkennen::V,זהה,reconocer
1267,begreifen::V,קלט,concebir
1268,begreifen::V,הבין,concebir
1269,verstehen::V,הבין,entender
1270,verstehen::V,הבין,comprender
1271,lernen::V,למד,aprender
1272,wissen::V,ידע,saber
1273,sich erinnern an::V,זכר,recordar
1274,sich erinnern an::V,זכר,acordarse de
1275,vergessen::V,שכח,olvidar
1276,messen::V,מדד,medir
1277,zählen::V,ספר,contar
1278,rechnen::V,חשב,contar
1279,rechnen::V,חשב,calcular
1280,lesen::V,קרא,leer
1281,malen::V,ציר,pintar
1282,zeichnen::V,שרטט,dibujar
1283,schreiben::V,כתב,escribir
1284,besitzen::V,היה בעל של,poseer
1285,kaufen::V,קנה,comprar
1286,kaufen::V,רכש,comprar
1287,verkaufen::V,מכר,vender
1288,bezahlen::V,שלם,pagar
1289,zahlen::V,שלם,pagar
1290,beherrschen::V,שלט,dominar
1291,ertragen::V,סבל,soportar
