,Concept_ID,bn,ps
695,nah::A,নিকটবতী,نژدې
696,fern::A,দুরবতী,لیری
697,linker::A,বাম,چپ
698,linker::A,বাম,کیڼ
699,rechter::A,ডান,ښی
700,rechter::A,ডাইন,ښی
701,anderer::A,অন্যতর,بل
702,erster::A,প্রথম,لومړی
703,zweiter::A,দ্বিতীয়,دوهم
704,dritter::A,তৃতীয়,درېم
705,letzter::A,সর্বশেষ,آخرنی
706,letzter::A,সর্বশেষ,وروستی
707,allein::ADV,একক,یوازې
708,auf einmal::ADV,জলদি,په یوه وخت کی
709,zusammen::ADV,একসঙ্গে,یو ځای
710,lange::ADV,লম্বা,ډېر وخت
711,lange::ADV,লম্বা,ډېره موده
712,plötzlich::ADV,হঠাৎ,ناببره
713,plötzlich::ADV,হঠাৎ,یوناڅاپه
714,sofort::ADV,মুহ্ণর্তমধ্যে,فوراً
715,sofort::ADV,মুহ্ণর্তমধ্যে,سمدلاسه
716,später::ADV,পশ্চাতে,وروسته
717,jetzt::ADV,এখন,اوس
718,heute::ADV,আজ,نن
719,morgen::ADV,আগামিকাল,سبا
720,bald::ADV,অস্পকালমধ্যে,ژر
721,dann::ADV,তখন,پس
722,dann::ADV,তখন,وروسته
723,gestern::ADV,গতকাল,پرون
724,einst::ADV,একবার মাত্র,پخوا
725,damals::ADV,তখন,هغه وخت
726,danach::ADV,পরে,بیا
727,vorher::ADV,আগে,دمخه
728,zuerst::ADV,আগে,لومړی
729,einmal::ADV,একবার,یو ځل
730,manchmal::ADV,কখনও কখনও,ګاهی ګاهی
731,oft::ADV,ঘনঘন,ډېر ځله
732,immer::ADV,সর্বদা,تل
733,immer::ADV,সর্বদা,همېشه
734,niemals::ADV,কখলও নহে,هیڅکله نه
735,hier::ADV,এখানে,دلته
736,hierhin::ADV,এখানে,دلته
737,hierhin::ADV,এখানে,دې ځای ته
738,von hier::ADV,ত্রই স্তান হইতে,د دې ځای نه
739,dort::ADV,ওখানে,هلته
740,dorthin::ADV,ওখানে,هلته
741,dorthin::ADV,ওখানে,هغه ځای ته
742,geradeaus::ADV,অগ্রগামী,مخامخ
743,vorwärts::ADV,সন্মুখিকে,مخ پهٔ وړاندې
744,rückwärts::ADV,খিরিয়া,بېرته
745,zurück::ADV,পিঠ,بېرته
746,unten::ADV,নীচে,لاندي
747,hinab::ADV,নিম্নগামী,ښکته
748,oben::ADV,উপরে,پورته
749,hinauf::ADV,উচ্চতর অংশে,پاس
750,überall::ADV,সর্বত্র,هره خوا
751,nicht::ADV,না,نه
752,ein wenig::ADV,অল্প,یو څه
753,kaum::ADV,কষ্টসহকাবে,ایله
754,sehr::ADV,খুব,ډېر
755,sehr::ADV,খুব,زيات
756,so::ADV,তত,داسې
757,so::ADV,তত,دومره
758,noch::ADV,এখন পর্যস্ত,نور
759,nur::ADV,শুধু,تش
760,nur::ADV,শুধু,صرف
761,schon::ADV,ইতঃপুর্বে,دمخه
762,wieder::ADV,আবার,بیا
763,vergebens::ADV,বিফলে,عبث
764,vor::PRP,সম্মুখে,دمخه
765,hinter::PRP,পশ্চাতে,شاته
766,unter::PRP,নীচে,لاندي
767,durch::PRP,দ্বারা,د مینځ نه
768,neben::PRP,কাছে,نژدې
769,zwischen::PRP,মধ্যে,ترمینځ
770,wegen::PRP,জন্য,د ... له لاسه
771,dies::PRN,এটা,دا
772,das::PRN,ওটা,دا
773,alles::PRN,সব,هرڅهٔ
774,ich::PRN,আমি,زه
775,du::PRN,তুমি,ته
776,er::PRN,উনি,دی
777,wir::PRN,আমরা,مونږ
778,ihr::PRN,তোমরা,تاسې
779,sie::PRN,তারা,هغوی
780,was::FPRN,কি,څهٔ
781,wer::FPRN,কে,چا
782,wer::FPRN,কে,څوک
783,wo::FADV,কোথায়,چيری
784,wo::FADV,কোথায়,چېرته
785,wohin::FADV,কোথায়,چېرته
786,wie::FADV,কেমন,څنګه
787,warum::FADV,কেন,ولې
788,wieviel::FNUM,কত,څو
789,wieviel::FNUM,কত,څومره
790,eins::NUM,অক,یو
791,zwei::NUM,দুই,دوه
792,drei::NUM,তিন,درې
793,vier::NUM,চার,څلور
794,fünf::NUM,পাঁচ,پنځه
795,sechs::NUM,ছয়,شپږ
796,sieben::NUM,সাত,اوه
797,acht::NUM,আট,اته
798,neun::NUM,নয়,نهه
799,zehn::NUM,দশ,لس
800,elf::NUM,এগারো,یوولس
801,zwölf::NUM,দ্বাদশ,دولس
802,zwanzig::NUM,বিশ,شل
803,dreißig::NUM,ত্রিশ,دېرش
804,vierzig::NUM,চল্লিশ,څلوېښت
805,fünfzig::NUM,পঞ্চাশ,پنځوس
806,sechzig::NUM,ষাট,شپېته
807,siebzig::NUM,সত্তর,اویا
808,achtzig::NUM,আশি,اتیا
809,neunzig::NUM,নব্বুই,نوي
810,hundert::NUM,শত,سل
811,tausend::NUM,হাজার,زر
812,und::CNJ,আর,او
813,und::CNJ,এবং,او
814,oder::CNJ,বা,ېا
815,stehen::V,দাঁড়ানো,درېدل
816,sitzen::V,বসা,کښېنستل
817,liegen::V,শোয়া,ملاستل
818,hängen::V,ঝোলা,ځړېدل
819,werden::V,হইয়া উঠা,کېدل
820,passieren::V,ঘটা,پېښېدل
821,beginnen::V,আরম্ভ হওয়া,شروع کېدل
822,enden::V,শেষ হওয়া,خلاصدل
823,enden::V,শেষ হওয়া,تمامېدل
824,wechseln::V,রূপাস্তর করা,تغییر موندل
825,aufgehen[Sonne]::V,উদিত হওয়া,ختل
826,untergehen[Sonne]::V,অস্ত যাওয়া,لوېدل
827,untergehen[Sonne]::V,অস্ত যাওয়া,پرېوتل
828,scheinen[Sonne]::V,আলো দেওয়া,رڼا کول
829,donnern::V,বজ্রধ্বনি করা,تنېدل
830,donnern::V,বজ্রধ্বনি করা,غړمبېدل
831,wehen::V,প্রবাহিত হওয়া,چلېدل
832,strömen::V,প্রবাহিত হওয়া,بهېدل
833,fließen::V,ছুটা,بهېدل
834,fließen::V,ছুটা,تویېدل
835,sich drehen::V,পাক খাওয়া,ګرځېدل
836,sich drehen::V,পাক খাওয়া,چورلېدل
837,schwanken::V,দোলা,زنګېدل
838,schwingen::V,দোলা,زنګېدل
839,fallen::V,পড়া,ولېدل
840,brennen::V,সেঁকা,سوځېدل
841,rauchen::V,ধোঁয়া ছড়ান,لوګی کول
842,regnen::V,বর্ষণ_করা,باران اورېدل
843,gefrieren::V,হিমায়িত হওয়া,کنګل نيول
844,tauen::V,গলা,وېلې کېدل
845,schmelzen::V,গলা,وېلې کېدل
846,trocknen::V,শুষ্ক করা,وچېدل
847,sieden::V,ফোঁড়া,اېشېدل
848,faulen::V,ক্ষয় হওয়া,خرابېدل
849,verfaulen::V,ক্ষয় হওয়া ,ورستېدل
850,reißen::V,ছিঁড়া,شلېدل
851,versinken::V,ডুবা,ډوېېدل
852,vergehen::V,যাওয়া,تېرېدل
853,erscheinen::V,আসা,ښکارېدل
854,verschwinden::V,অদৃশ্য হওয়া,ورکېدل
855,sinken::V,হ্রাস হওয়া,ښکته کېدل
856,abnehmen::V,হ্রাস হওয়া,کمېدل
857,zunehmen::V,বৃদ্ধি পাওয়া,زیاتېدل
858,steigen::V,ওঠা,جګېدل
859,steigen::V,ওঠা,پورته کېدل
860,wachsen::V,বড় হওয়া,وده کول
861,glänzen::V,জ্বলা,ځلېدل
862,funkeln::V,জ্বল্জ্বল করা,پړکېدل
863,läuten::V,রুসুঝুসু করা,زنګ وهل
864,klingeln::V,বাজা,زنګ وهل
865,klirren::V,টুংটাং-শব্দ করা,کړنګېدل
866,brausen::V,গর্জন করা,تلاطم کول
867,rauschen::V,মর্মরধ্বনি করা,شڼهار کول
868,klingen::V,শব্দ করা,آواز کول
869,bellen::V,ঘেউ ঘেউ করা,غپېدل
870,heulen::V,গর্জন করা,انګلل
871,blasen::V,ফুঁ দেওয়া,پو کول
872,pfeifen::V,শিস্ দেওয়া,شپېلک وهل
873,schreien::V,চিৎকার করা,ناره کول
874,stöhnen::V,গোঁ-গো করা,زګېروی کول
875,zittern::V,কাঁপা,لړزېدل
876,leben::V,বাঁচা,ژوند کول
877,geboren werden::V,জন্মানো,زېږېدل
878,atmen::V,শ্বাস ফেলা,ساه کښل
879,atmen::V,শ্বাস ফেলা,تنفس کول
880,trinken::V,পান করা,څښل
881,essen::V,ভক্ষণ করা,خوړل
882,schlucken::V,গেলা,غړپول
883,müde werden::V,পরিশ্রান্ত হওয়া,ستړی کېدل
884,einschlafen::V,নিদ্রামগ্ন হওয়া,ویده کېدل
885,schlafen::V,নিদ্রা যাওয়া,خوب کول
886,aufwachen::V,জাগা,ویښېدل
887,aufstehen::V,জাগা,پاڅېدل
888,sich erholen::V,আরাম করা,استراحت کول
889,krank werden::V,অসুস্থ হত্তয়া,رنځورېدل
890,krank sein::V,রূগ্ণ হত্তয়া,ناجوړېدل
891,schmerzen::V,কন্কন করা,خوږېدل
892,schmerzen::V,কন্কন করা,درد کول
893,husten::V,কাশা,ټوخېدل
894,genesen::V,আরোগ্য হওয়া,رغېدل
895,sterben::V,মারা যাওয়া,مړل
896,umkommen::V,মারা যাওয়া,تلفېدل
897,sich bewegen::V,চলা,چلېدل
898,sich bewegen::V,চলা,حرکت کول
899,sich rühren::V,নড়া,ښورېدل
900,sich erheben::V,উদিত হওয়া,درېدل
901,sich setzen::V,বসা,کښېنستل
902,hinfallen::V,পড়া,لوېدل
903,laufen::V,হাঁটা,منډې وهل
904,schreiten::V,হাঁটা,قدم ایښودل
905,spazierengehen::V,পায়চারি করা,چکر وهل
906,eilen::V,ত্বরাম্বিত করা,بېړه کول
907,sich beeilen::V,ত্বরাম্বিত করা,عجله کول
908,sausen::V,ধেয়ে যাওয়া,ځغستل
909,rennen::V,চলা,زغلېدل
910,springen::V,লাফানো,ټوپ وهل
911,klettern::V,আরোহণ করা,ختل
912,schaukeln::V,দোলা,زنګېدل
913,kriechen::V,হামাগুড়ি দেওয়া,خاپوړی وهل
914,schwimmen::V,সাঁতার কাটা,لامبو وهل
915,tauchen::V,ডোবা,غوټه وهل
916,rudern::V,দাঁড় টানা,پارو وهل
917,fahren::V,চালান,تلل
918,fliegen::V,ওড়া,الوتل
919,gehen::V,যাওয়া,تلل
920,weggehen::V,প্রস্থান করা,بهر وتل
921,abfahren::V,প্রস্থান করা,تلل
922,anhalten::V,থামা,ودرېدل
923,hineingehen::V,ঢোকা,داخلېدل
924,eintreten::V,ঢোকা,ننوتل
925,kommen::V,আসা,راتلل
926,ankommen::V,আসা,رسېدل
927,zurückkommen::V,ফিরা,بېرته راتلل
928,bleiben::V,থাকা,پاتې کېدل
929,warten::V,অপেক্ষা করা,انتظار وېستل
930,erwarten::V,অপেক্ষা করা,انتظار کول
931,suchen::V,খোঁজ করা,لټول
932,finden::V,পাওয়া,میندل
933,finden::V,পাওয়া,پیدا کول
934,versuchen::V,পরখ করা,هڅه کول
935,vorbereiten::V,প্রস্তুত করা,چمتوکول
936,lieben::V,ভালবাসা,مینه لرل
937,mögen::V,পছন্দ করা,خوښول
938,mögen::V,পছন্দ করা,علاقه لرل
939,lachen::V,হাসা,خندېدل
940,rühren::V,হৃদয়ম্পর্শ করা,اغېزه کول
941,weinen::V,কাঁদা,ژړل
942,schimpfen::V,নালিশ করা,ښکنځا کول
943,sich ärgern::V,রাগ হত্তয়া,قهر راتلل
944,sich fürchten::V,ভয় করা,ډارېدل
945,fürchten::V,ডরা,ډارېدل
946,fliehen::V,পালানো,تښتېدل
947,flüchten::V,পালানো,تښتېدل
948,sehen::V,দেখা,لیدل
949,anschauen::V,দেখা,کتل
950,ansehen::V,দেখা,ننداره کول
951,hören::V,শোনা,اورېدل
952,zuhören::V,শোনা,غوږ نیول
953,probieren::V,পরখ করা,څکه کول
954,probieren::V,পরখ করা,چاشنی کول
955,riechen::V,শুঁকা,بويول
956,fühlen::V,অনুভব করা,حسول
957,scheinen::V,মনে হত্তয়া,ښکارېدل
958,zu sehen sein::V,দেখা দেত্তয়া,ښکارېدل
959,vernehmen::V,শোনা,خبرېدل
960,frieren::V,শীত লাগা,ساړه کېتل
961,tun::V,করা,کول
962,können::V,পারা,کولای شول
963,können::V,পারা,د لاسه کېدل
964,wollen::V,ইচ্ছা করা,غوښتل
965,anfangen::V,আরম্ভ করা,شروع کول
966,beenden::V,শেষ করা,ختمول
967,beenden::V,শেষ করা,پای ته رسول
968,aufhören::V,থামা,بس کول
969,gelingen::V,সিদ্ধিলাভ করা,موفق کېدل
970,gelingen::V,সিদ্ধিলাভ করা,بریالی کېدل
971,geraten::V,পরিণত হত্তয়া,کېدل
972,öffnen::V,খোলা,خلاصول
973,öffnen::V,খোলা,پرانیستل
974,schließen::V,বন্ধ করা,تړل
975,stellen::V,স্থাপন করা,ایښودل
976,setzen::V,স্থাপন করা,کښېنول
977,legen::V,স্থাপন করা,ایښودل
978,berühren::V,স্পর্শ করা,لاس وهل
979,verbinden::V,সংযুক্ত করা,تړل
980,bedecken::V,ঢাকা,پوښول
981,aufhängen::V,ঝুলানো,ځوړندول
982,anzünden::V,জ্বালান,بلول
983,aufheben::V,কুড়াইয়া তোলা,پورته کول
984,zurücklassen::V,পরিত্যাগ করা,پرېښودل
985,verlieren::V,হারান,ورکول
986,fallen lassen::V,ফেলা,له لاسه لوېدل
987,machen::V,গঠন করা,کول
988,herstellen::V,সৃষ্টি করা,جوړول
989,herstellen::V,সৃষ্টি করা,توليدول
990,bauen::V,নির্মাণ করা,جوړول
991,reparieren::V,মেরামত করা,ترمیمول
992,verbessern::V,উন্নতিলাভ করা,اصلاح کول
993,ändern::V,পরিবর্তিত করা,تغیر ورکول
994,graben::V,খনন করা,کيندل
995,beugen::V,নোয়া,ټیټول
996,biegen::V,নোয়া,کږول
997,drehen::V,ঘোরান,ګرځول
998,wenden::V,উলটাইয়া দেত্তয়া,اړول
999,umdrehen::V,উলটানো,اړول
1000,heben::V,উত্তোলন করা,جګول
1001,heben::V,উত্তোলন করা,پورته کول
1002,hochheben::V,উঁচু করা,جګول
1003,ergreifen::V,দখল করা,نیول
1004,halten::V,ধরা,نیول
1005,drücken::V,টেপা,کښېکښل
1006,schieben::V,ঠেলা,پوری وهل
1007,kratzen::V,চাঁচা,ګرول
1008,lecken::V,চাটা,څټل
1009,beißen::V,দংশন করা,چیچل
1010,abreißen::V,বিচ্ছিন্ন করা,شکول
1011,abschneiden::V,বিচ্ছিন্ন করা,پرېکول
1012,binden::V,বন্ধন করা,تړل
1013,stecken::V,বিদ্ধ করা,ټومبل
1014,brechen::V,ভাঙা,ماتول
1015,klopfen::V,আঘাত করা,ټکول
1016,hauen::V,আঘাত করা,ټکول
1017,kleben::V,সাঁটা,نښلول
1018,kleben::V,সাঁটা,سرېښول
1019,reiben::V,ঘষা,مږل
1020,streichen::V,ছড়াইয়া,مښل
1021,schleifen::V,ধার দেওয়া,تېره کول
1022,schneiden::V,কাটা,غوڅول
1023,schneiden::V,কাটা,پرېکول
1024,rütteln::V,নাড়ান,خوڅول
1025,schütteln::V,নড়া,ښورول
1026,schwenken::V,দোলা,خوڅول
1027,schütten::V,বর্ষণ করা,اچول
1028,schütten::V,বর্ষণ করা,تویول
1029,füllen::V,পরিপূর্ণ করা,ډکول
1030,einwickeln::V,মুড়া,پېچل
1031,einwickeln::V,মুড়া,نغښتل
1032,tragen::V,বহন করা,وړل
1033,schleppen::V,টানা,وړل
1034,ziehen::V,টানা,کښل
1035,aufbewahren::V,রাখা,ساتل
1036,werfen::V,ছুড়া,اچول
1037,werfen::V,ছুড়া,غورځول
1038,fangen::V,লোফা,نیول
1039,fangen::V,লোফা,ګیرول
1040,packen::V,ধরা,نیول
1041,verstecken::V,গোপন করা,پټول
1042,teilen::V,বিভক্ত করা,وېشل
1043,teilen::V,বিভক্ত করা,تقسیمول
1044,schicken::V,প্রেরণ করা,لېږل
1045,schicken::V,প্রেরণ করা,استول
1046,bringen::V,আনা,راوړل
1047,hinzufügen::V,একত্র করা,زیاتول
1048,bekommen::V,পাওয়া,حاصلول
1049,erhalten::V,পাওয়া,اخیستل
1050,nehmen::V,নেওয়া,نیول
1051,nehmen::V,নেওয়া,اخيستل
1052,wählen::V,বাছা,خوښول
1053,auswählen::V,বাছা,چنده کول
1054,bewahren::V,বাঁচাইয়া রাখা,ساتل
1055,behindern::V,বাধা দেওয়া,مانع کېدل
1056,behindern::V,বাধা দেওয়া,ممانعت کول
1057,verderben::V,নষ্ট করা,خرابېدل
1058,beschädigen::V,ক্ষতি করা,ورانول
1059,zerbrechen::V,ভাঙ্গিয়া যাওয়া,ماتول
1060,zerreißen::V,ছিঁড়া,څیرې کول
1061,zerstören::V,বিনাশ করা,ړنګول
1062,zerstören::V,বিনাশ করা,ورانول
1063,verbrennen::V,দহন করা,سوځول
1064,geben::V,দেওয়া,ورکول
1065,reichen::V,দেওয়া,ورکول
1066,schenken::V,উপহার দেত্তয়া,بښل
1067,versprechen::V,প্রতিশ্রুতি দেওয়া,لوز کول
1068,wünschen::V,আকাঙ্ক্ষা করা,غوښتل
1069,loben::V,প্রশংসা করা,ستایل
1070,loben::V,প্রশংসা করা,تمجید کول
1071,küssen::V,চুম্বন করা,ښکلول
1072,wiegen::V,দুলানো,زنګول
1073,zudecken::V,ঢাকা,پوښول
1074,wecken::V,জাগানো,ويښول
1075,zeigen::V,দেখানো,ښودل
1076,führen::V,পথ দেখানো,بیول
1077,lehren::V,শেখানো,درس ورکول
1078,lehren::V,শেখানো,تعلیم ورکول
1079,unterrichten::V,শিক্ষা দেওয়া,درس ورکول
1080,aufziehen::V,পালন করা,روزل
1081,leiten::V,পরিচালনা করা,رهبری کول
1082,leiten::V,পরিচালনা করা,لارښوونه کول
1083,antreiben::V,চালনা করা,چټک کول
1084,lassen::V,অনুমতি দেওয়া,اړکول
1085,einladen::V,নিমন্ত্রণ করা,بلل
1086,vereinigen::V,এক করা,متحد کول
1087,vereinigen::V,এক করা,یوځای کول
1088,besuchen::V,দেখিতে যাওয়া,کتنه کول
1089,treffen::V,সন্মুখীন হওয়া,ليدل
1090,treffen::V,সন্মুখীন হওয়া,تلقی کول
1091,sich versammeln::V,জড়ো হওয়া,راغونډېدل
1092,spielen::V,খেলা,لوبه کول
1093,singen::V,গাওয়া,سندرې وېل
1094,tanzen::V,নাচা,ګډېدل
1095,sich trennen::V,পৃথক করা,بېلېدل
1096,verlassen::V,পরিত্যাগ করা,ترک کول
1097,retten::V,উদ্ধার করা,نجات ورکول
1098,bewachen::V,পাহারা দেওয়া,ساتل
1099,bewachen::V,পাহারা দেওয়া,حفاظت کول
1100,schützen::V,রক্ষা করা,ژغورل
1101,verteidigen::V,রক্ষা করা,دفاع کول
1102,sich schlagen::V,লড়াই করা,جنګېدل
1103,schießen::V,তীরবেগে ছোটা,ویشتل
1104,siegen::V,জেতা,غالبېدل
1105,ärgern::V,বিরক্ত করা,خپه کول
1106,schlagen::V,আঘাত করা,وهل
1107,treten::V,লাথি মারা,په لغته وهل
1108,stechen::V,দংশন করা,ټومبل
1109,stoßen::V,ঠেলা,ټېل وهل
1110,stoßen::V,ঠেলা,پوری وهل
1111,stehlen::V,অপহরণ করা,تښتول
1112,stehlen::V,অপহরণ করা,غلا کول
1113,stören::V,ঘাঁটান,ماتول
1114,belästigen::V,বিরক্ত করা,ځورول
1115,belästigen::V,বিরক্ত করা,تکلیف ورکول
1116,verbergen::V,গোপন করা,پټول
1117,täuschen::V,প্রবঞ্চনা করা,تېرایستل
1118,täuschen::V,প্রবঞ্চনা করা,خطا ایستل
1119,betrügen::V,প্রতারণা করা,غولول
1120,töten::V,হত্যা করা,وژل
1121,töten::V,হত্যা করা,مړ کول
1122,wohnen::V,বাস করা,اوسېدل
1123,arbeiten::V,কাজ করা,کار کول
1124,sammeln::V,সংগ্রহ করা,راټولول
1125,sammeln::V,সংগ্রহ করা,راغونډول
1126,pflücken::V,চয়ন করা,شکول
1127,jagen::V,শিকার করা,ښکار کول
1128,fischen::V,মাছ ধরা,کب نيول
1129,fassen::V,ধরা,نیول
1130,fassen::V,ধরা,ګیرول
1131,hüten::V,যুথভুক্ত করা,پوول
1132,treiben::V,চালনা করা,بیول
1133,anbinden::V,বন্ধন করা,تړل
1134,füttern::V,ভোজন করানো,خوراک ورکول
1135,melken::V,দুগ্ধ দোহন করা,لوشل
1136,hacken::V,কাটা,پی کول
1137,gießen::V,বর্ষণ করা,اوبه کول
1138,reifen::V,পাকা,رسېدل
1139,zubereiten::V,রন্ধন করা,تیارول
1140,kochen::V,রন্ধন করা,پخول
1141,backen::V,সেকা,پخول
1142,braten::V,ভাজা,وريتول
1143,umrühren::V,নড়ানো,لړل
1144,stricken::V,বোনা,اوبدل
1145,nähen::V,সেলাই করা,ګنډل
1146,färben::V,রঞ্জিত করা,رنګول
1147,reinigen::V,পরিষ্কার করা,صافول
1148,waschen::V,পরিষ্কার করা,مینځل
1149,abwischen::V,মুছা,وچول
1150,spülen::V,পরিষ্কার করা,کنګالول
1151,fegen::V,ঝাঁট দেওয়া,جارو کول
1152,kehren::V,ঝাঁট দেওয়া,جارو کول
1153,baden::V,অবগাহন করা,لمبېدل
1154,sich waschen::V,ধোয়া,ځان مينځل
1155,ausziehen::V,খুলা,کښل
1156,ausziehen::V,খুলা,ایستل
1157,anziehen::V,গায়ে দেত্তয়া,اغوستل
1158,sich anziehen::V,পোশাক পরা,کالی اغوستل
1159,kämmen::V,আঁচড়ানো,ګمنځول
1160,schmücken::V,সাজান করা,ښکلی کول
1161,sagen::V,উচ্চারণ করা,وېل
1162,sprechen::V,বলা,وېل
1163,sprechen::V,বলা,غږېدل
1164,reden::V,আলাপ করা,ګړېدل
1165,reden::V,আলাপ করা,خبرې کول
1166,sich unterhalten::V,আড্ডা দেওয়া,خبری کول
1167,fragen::V,জিজ্ঞাসা করা,پوښتنه کول
1168,bitten::V,প্রার্থনা করা,غوښتل
1169,erzählen::V,বর্ণনা করা,کيسه کول
1170,erzählen::V,বর্ণনা করা,حکايت کول
1171,mitteilen::V,বলা,خبرول
1172,mitteilen::V,বলা,خبر ورکول
1173,nennen::V,নাম দেওয়া,نوم ايښودل
1174,rufen::V,আমন্ত্রণ করা,بلل
1175,prahlen::V,বড়াই করা,لاپې وهل
1176,übersetzen::V,ভাষাস্তরিত করা,ژباړل
1177,übersetzen::V,ভাষাস্তরিত করা,ترجمه کول
1178,denken::V,ভাবা,فکر کول
1179,glauben::V,বিশ্বাস করা,باور کول
1180,bemerken::V,লক্ষ্য করা,لیدل
1181,erkennen::V,চিনিতে পারা,پېژندل
1182,begreifen::V,উপলব্ধি করা,رسېدل
1183,begreifen::V,উপলব্ধি করা,پوهېدل
1184,verstehen::V,উপলব্ধি করা,پوهېدل
1185,lernen::V,শেখা,زده کول
1186,lernen::V,শেখা,درس لوستل
1187,wissen::V,জানা,پوهېدل
1188,sich erinnern an::V,মনে করা,یادول
1189,sich erinnern an::V,মনে করা,په یاد راوړل
1190,vergessen::V,বিস্মৃত হওয়া,هېرول
1191,messen::V,মাপা,اندازه کول
1192,zählen::V,গণনা করা,شمارل
1193,rechnen::V,হিসাব করা,حسابول
1194,lesen::V,পাঠ করা,لوستل
1195,malen::V,আঁকা,رسمول
1196,zeichnen::V,ছকা,رسمول
1197,schreiben::V,লেখা,لیکل
1198,besitzen::V,অধিকার করা,لرل
1199,kaufen::V,ক্রয় করা,رانیول
1200,verkaufen::V,বেচা,خرڅول
1201,bezahlen::V,প্রদান করা,تأدیه کول
1202,zahlen::V,প্রদান করা,کسات اخيستل
1203,beherrschen::V,শাসন করা,تسلط لرل
1204,ertragen::V,বহন করা,زغمل
1205,lärmen::V,,غال و غول کول
