,Concept_ID,it,ro
836,gelb::A,giallo,galben
837,blau::A,blu,albastru
838,blau::A,azzurro,albastru
839,grün::A,verde,verde
840,grau::A,grigio,gri
841,grau::A,grigio,cenușiu
842,bunt::A,variopinto,colorat
843,billig::A,a buon prezzo,ieftin
844,billig::A,a buon mercato,ieftin
845,teuer::A,caro,scump
846,wertvoll::A,prezioso,prețios
847,blind::A,cieco,orb
848,taub::A,sordo,surd
849,kräftig::A,forte,tare
850,kräftig::A,forte,forte
851,kräftig::A,forte,robust
852,kräftig::A,robusto,tare
853,kräftig::A,robusto,forte
854,kräftig::A,robusto,robust
855,stark::A,forte,viguros
856,stark::A,forte,puternic
857,stark::A,vigoroso,viguros
858,stark::A,vigoroso,puternic
859,schwach::A,dèbole,slab
860,schwach::A,dèbole,debil
861,fett::A,grasso,gras
862,schlank::A,snello,zvelt
863,schlank::A,slanciato,zvelt
864,hübsch::A,bello,drăguț
865,hübsch::A,carino,drăguț
866,böse::A,cattivo,rău
867,böse::A,cattivo,răutăcios
868,dumm::A,stùpido,nerod
869,dumm::A,stùpido,tâmpit
870,faul::A,pigro,leneș
871,fleißig::A,diligente,harnic
872,fleißig::A,diligente,sârguincios
873,geizig::A,avaro,calic
874,geizig::A,avaro,zgârcit
875,klug::A,intelligente,isteț
876,klug::A,intelligente,deștept
877,geschickt::A,àbile,dibaci
878,lieb::A,caro,drag
879,lieb::A,caro,iubit
880,lustig::A,gaio,vesel
881,lustig::A,allegro,vesel
882,sanft::A,dolce,blând
883,sanft::A,dolce,blajin
884,hungrig::A,affamato,flămând
885,krank::A,malato,bolnav
886,krank::A,infermo,bolnav
887,nackt::A,nudo,gol
888,traurig::A,triste,trist
889,traurig::A,triste,mâhnit
890,lebendig::A,vivo,viu
891,gut::A,buono,bun
892,schlecht::A,cattivo,rău
893,schlecht::A,cattivo,prost
894,richtig::A,giusto,drept
895,richtig::A,giusto,corect
896,schlimm::A,grave,rău
897,wahr::A,vero,adevărat
898,alt::A,vecchio,uzat
899,alt::A,vecchio,vechi
900,neu::A,nuovo,nou
901,ehemalig::A,vecchio,fost
902,ehemalig::A,vecchio,anterior
903,ehemalig::A,d'una_volta,fost
904,ehemalig::A,d'una_volta,anterior
905,alt[Lebewesen]::A,anziano,bătrîn
906,jung::A,giovane,tânăr
907,arm::A,pòvero,sărac
908,arm::A,pòvero,sărman
909,reich::A,ricco,avut
910,reich::A,ricco,bogat
911,bekannt::A,noto,cunoscut
912,bekannt::A,conosciuto,cunoscut
913,berühmt::A,famoso,renumit
914,berühmt::A,cèlebre,renumit
915,fremd::A,estràneo,străin
916,fremd::A,straniero,străin
917,verschieden::A,diverso,diferit
918,verschieden::A,diverso,deosebit
919,verschieden::A,differente,diferit
920,verschieden::A,differente,deosebit
921,nah::A,vicino,apropiat
922,nah::A,propinquo,apropiat
923,fern::A,lontano,departe
924,linker::A,sinistro,stâng
925,rechter::A,destro,drept
926,anderer::A,altro,alt
927,erster::A,primo,prim
928,zweiter::A,secondo,al doilea
929,dritter::A,terzo,treilea
930,letzter::A,ùltimo,final
931,allein::ADV,solo,singur
932,allein::ADV,da solo,singur
933,auf einmal::ADV,insieme,dintrodată
934,zusammen::ADV,insieme,împreună
935,lange::ADV,a lungo,îndelung
936,lange::ADV,a lungo,mult timp
937,plötzlich::ADV,all'improvviso,deodată
938,plötzlich::ADV,all'improvviso,pe neașteptate
939,sofort::ADV,sùbito,imediat
940,sofort::ADV,sùbito,numaidecît
941,sofort::ADV,all'istante,imediat
942,sofort::ADV,all'istante,numaidecît
943,später::ADV,più tardi,mai apoi
944,später::ADV,più tardi,mai târziu
945,jetzt::ADV,ora,acum
946,jetzt::ADV,adesso,acum
947,heute::ADV,oggi,azi
948,heute::ADV,oggi,astăzi
949,morgen::ADV,domani,mâine
950,bald::ADV,presto,curând
951,bald::ADV,tra poco,curând
952,dann::ADV,allora,apoi
953,gestern::ADV,ieri,ieri
954,einst::ADV,prima,odată
955,einst::ADV,prima,odinioară
956,einst::ADV,un tempo,odată
957,einst::ADV,un tempo,odinioară
958,damals::ADV,allora,atunci
959,damals::ADV,allora,pe atunci
960,danach::ADV,poi,după aceasta
961,danach::ADV,dopo,după aceasta
962,vorher::ADV,prima,mai întâi
963,vorher::ADV,prima,în prealabil
964,zuerst::ADV,prima,întâi
965,zuerst::ADV,prima,în primul rând
966,zuerst::ADV,dapprima,întâi
967,zuerst::ADV,dapprima,în primul rând
968,einmal::ADV,una volta,odată
969,manchmal::ADV,talvolta,uneori
970,manchmal::ADV,talvolta,câteodată
971,manchmal::ADV,qualche volta,uneori
972,manchmal::ADV,qualche volta,câteodată
973,oft::ADV,spesso,des
974,oft::ADV,spesso,deseori
975,immer::ADV,sempre,mereu
976,immer::ADV,sempre,întotdeauna
977,niemals::ADV,non mai,niciodată
978,hier::ADV,qua,aci
979,hier::ADV,qua,aici
980,hierhin::ADV,qua,încoace
981,von hier::ADV,ne,de aici
982,von hier::ADV,da qui,de aici
983,dort::ADV,lì,acolo
984,dorthin::ADV,là,dincolo
985,geradeaus::ADV,diritto,drept înainte
986,vorwärts::ADV,avanti,înainte
987,rückwärts::ADV,all'indietro,îndărăt
988,zurück::ADV,di indietro,înapoi
989,unten::ADV,giù,jos
990,unten::ADV,giù,dedesubt
991,unten::ADV,sotto,jos
992,unten::ADV,sotto,dedesubt
993,hinab::ADV,giù,în jos
994,hinab::ADV,giù,de vale
995,hinab::ADV,in giù,în jos
996,hinab::ADV,in giù,de vale
997,oben::ADV,su,sus
998,oben::ADV,su,deasupra
999,oben::ADV,sopra,sus
1000,oben::ADV,sopra,deasupra
1001,hinauf::ADV,in sù,în sus
1002,hinauf::ADV,in alto,în sus
1003,überall::ADV,dappertutto,peste tot
1004,überall::ADV,dappertutto,pretutindeni
1005,nicht::ADV,non,nu
1006,ein wenig::ADV,un po',puțin
1007,ein wenig::ADV,un poco,puțin
1008,kaum::ADV,a appena,cu greu
1009,kaum::ADV,a appena,cu anevoie
1010,sehr::ADV,molto,mult
1011,sehr::ADV,molto,foarte
1012,so::ADV,così,așa
1013,so::ADV,così,atât
1014,so::ADV,tanto,așa
1015,so::ADV,tanto,atât
1016,noch::ADV,ancora,încă
1017,nur::ADV,solo,doar
1018,nur::ADV,soltanto,doar
1019,schon::ADV,già,și
1020,schon::ADV,già,deja
1021,wieder::ADV,di nuovo,iar
1022,wieder::ADV,di nuovo,iarăși
1023,vergebens::ADV,invano,în zadar
1024,vor::PRP,davanti a,înainte de
1025,hinter::PRP,dietro,după
1026,hinter::PRP,dietro,în spatele
1027,unter::PRP,sotto,sub
1028,durch::PRP,per,prin
1029,durch::PRP,attraverso,prin
1030,neben::PRP,a accanto a,lângă
1031,neben::PRP,a accanto a,alături de
1032,zwischen::PRP,fra,între
1033,zwischen::PRP,fra,dintre
1034,wegen::PRP,a causa di,pentru
1035,dies::PRN,ciò,acesta
1036,dies::PRN,questo,acesta
1037,das::PRN,ciò,asta
1038,das::PRN,quello,asta
1039,alles::PRN,tutto,tot
1040,ich::PRN,ìo,eu
1041,du::PRN,tu,tu
1042,er::PRN,lui,el
1043,er::PRN,lui,dânsul
1044,er::PRN,egli,el
1045,er::PRN,egli,dânsul
1046,wir::PRN,noi,noi
1047,ihr::PRN,voi,voi
1048,sie::PRN,loro,ei
1049,sie::PRN,loro,dânșii
1050,was::FPRN,che,ce
1051,was::FPRN,che cosa,ce
1052,wer::FPRN,chi,cine
1053,wo::FADV,dove,unde
1054,wohin::FADV,dove,încotro
1055,wie::FADV,come,cum
1056,warum::FADV,perche,de ce
1057,warum::FADV,perche,pentru ce
1058,wieviel::FNUM,quanto,cât
1059,eins::NUM,uno,unu
1060,zwei::NUM,due,doi
1061,drei::NUM,tre,trei
1062,vier::NUM,quattro,patru
1063,fünf::NUM,cinque,cinci
1064,sechs::NUM,sei,șase
1065,sieben::NUM,sette,șapte
1066,acht::NUM,otto,opt
1067,neun::NUM,nove,nouă
1068,zehn::NUM,dieci,zece
1069,elf::NUM,ùndici,unsprezece
1070,zwölf::NUM,dodici,douăsprezece
1071,zwanzig::NUM,venti,douăzeci
1072,dreißig::NUM,trenta,treizeci
1073,vierzig::NUM,quaranta,patruzeci
1074,fünfzig::NUM,cinquanta,cincizeci
1075,sechzig::NUM,sessanta,șaizeci
1076,siebzig::NUM,settanta,șaptezeci
1077,achtzig::NUM,ottanta,optzeci
1078,neunzig::NUM,novanta,nouăzeci
1079,hundert::NUM,cento,sută
1080,tausend::NUM,mille,mie
1081,und::CNJ,e,și
1082,oder::CNJ,o,ori
1083,stehen::V,stare in piedi,sta
1084,sitzen::V,sedere,ședea
1085,sitzen::V,stare seduto,ședea
1086,liegen::V,giacere,zăcea
1087,liegen::V,giacere,fi culcat
1088,hängen::V,pèndere,atârna
1089,hängen::V,èssere appeso,atârna
1090,werden::V,farsi,deveni
1091,werden::V,farsi,se face
1092,werden::V,diventare,deveni
1093,werden::V,diventare,se face
1094,passieren::V,succèdere,se întâmpla
1095,beginnen::V,cominciare,începe
1096,enden::V,finire,se sfârși
1097,enden::V,finire,se termina
1098,enden::V,terminare,se sfârși
1099,enden::V,terminare,se termina
1100,wechseln::V,variare,se schimba
1101,wechseln::V,cambiare,se schimba
1102,aufgehen[Sonne]::V,sòrgere,răsări
1103,aufgehen[Sonne]::V,spuntare,răsări
1104,untergehen[Sonne]::V,tramontare,apune
1105,scheinen[Sonne]::V,splèndere,străluci
1106,donnern::V,tonare,tuna
1107,wehen::V,soffiare,bate
1108,strömen::V,fluire,curge în șiroaie
1109,fließen::V,fluire,curge
1110,fließen::V,scorrere,curge
1111,sich drehen::V,girarsi,se învârti
1112,schwanken::V,oscillare,se clătina
1113,schwanken::V,barcollare,se clătina
1114,schwingen::V,vibrare,vibra
1115,schwingen::V,vibrare,flutura
1116,schwingen::V,oscillare,vibra
1117,schwingen::V,oscillare,flutura
1118,fallen::V,cadere,cădea
1119,brennen::V,àrdere,arde
1120,brennen::V,bruciare,arde
1121,rauchen::V,fumare,fuma
1122,regnen::V,piòvere,ploua
1123,gefrieren::V,gelarsi,îngheța
1124,gefrieren::V,congelarsi,îngheța
1125,tauen::V,sciògliersi,se dezgheța
1126,schmelzen::V,fòndere,se topi
1127,schmelzen::V,sciògliersi,se topi
1128,trocknen::V,asciugarsi,se usca
1129,sieden::V,bollire,fierbe
1130,sieden::V,bollire,clocoti
1131,faulen::V,marcire,se împuți
1132,verfaulen::V,imputridire,putrezi
1133,reißen::V,strapparsi,se rupe
1134,reißen::V,strapparsi,se sfâșia
1135,versinken::V,affondare,se scufunda
1136,vergehen::V,passare,trece
1137,vergehen::V,passare,se scurge
1138,erscheinen::V,apparire,apărea
1139,erscheinen::V,comparire,apărea
1140,verschwinden::V,sparire,dispărea
1141,verschwinden::V,scomparire,dispărea
1142,sinken::V,calare,cădea
1143,sinken::V,calare,coborî
1144,sinken::V,scendere,cădea
1145,sinken::V,scendere,coborî
1146,abnehmen::V,diminuire,scădea
1147,abnehmen::V,diminuire,descrește
1148,zunehmen::V,aumentare,spori
1149,zunehmen::V,aumentare,crește
1150,zunehmen::V,aumentare,augmenta
1151,steigen::V,salire,urca
1152,steigen::V,montare,urca
1153,wachsen::V,crescere,crește
1154,glänzen::V,splèndere,luci
1155,glänzen::V,splèndere,străluci
1156,funkeln::V,brillare,scânteia
1157,funkeln::V,scintillare,scânteia
1158,lärmen::V,strepitare,face larmă
1159,lärmen::V,fare chiasso,face larmă
1160,läuten::V,suonare,suna
1161,klingeln::V,suonare,suna
1162,klirren::V,tintinnare,zăngăni
1163,brausen::V,rombare,vui
1164,brausen::V,rumoreggiare,vui
1165,rauschen::V,frusciare,vâjâi
1166,klingen::V,suonare,suna
1167,bellen::V,latrare,lătra
1168,bellen::V,abbaiare,lătra
1169,heulen::V,urlare,urla
1170,heulen::V,ululare,urla
1171,blasen::V,soffiare,sufla
1172,pfeifen::V,fischiare,fluiera
1173,schreien::V,gridare,țipa
1174,stöhnen::V,gèmere,geme
1175,zittern::V,tremare,tremura
1176,leben::V,vìvere,trăi
1177,geboren werden::V,nàscere,se naște
1178,atmen::V,respirare,respira
1179,trinken::V,bere,bea
1180,essen::V,mangiare,mânca
1181,schlucken::V,inghiottire,înghiți
1182,müde werden::V,stancarsi,se obosi
1183,einschlafen::V,addormentarsi,adormi
1184,schlafen::V,dormire,dormi
1185,aufwachen::V,svegliarsi,se deștepta
1186,aufstehen::V,levarsi,fi se scula
1187,sich erholen::V,riposarsi,se relaxa
1188,sich erholen::V,riposarsi,se destinde
1189,krank werden::V,ammalarsi,se îmbolnăvi
1190,krank sein::V,èssere malato,zăcea
1191,krank sein::V,èssere malato,fi bolnav
1192,schmerzen::V,dolere,durea
1193,husten::V,tossire,tuși
1194,genesen::V,guarire,se însănătoși
1195,sterben::V,morire,muri
1196,umkommen::V,perire,pieri
1197,sich bewegen::V,agitarsi,se mișca
1198,sich rühren::V,muòversi,se mișca
1199,sich erheben::V,alzarsi,se ridica
1200,sich setzen::V,sedersi,lua loc
1201,sich setzen::V,sedersi,se așeza
1202,hinfallen::V,cadere,cădea jos
1203,laufen::V,camminare,merge
1204,laufen::V,camminare,merge pe jos
1205,laufen::V,andare a piedi,merge
1206,laufen::V,andare a piedi,merge pe jos
1207,schreiten::V,andare,păși
1208,schreiten::V,procedere,păși
1209,spazierengehen::V,passeggiare,se plimba
1210,spazierengehen::V,andare a passeggio,se plimba
1211,eilen::V,andare in fretta,fi se grăbi
1212,sich beeilen::V,affrettarsi,se grăbi
1213,sausen::V,volare,țâșni
1214,sausen::V,correre,țâșni
1215,rennen::V,correre,fugi
1216,rennen::V,correre,alerga
1217,springen::V,saltare,sări
1218,klettern::V,arrampicarsi,urca
1219,klettern::V,arrampicarsi,se cățăra
1220,schaukeln::V,fare l'altalena,legăna
1221,kriechen::V,strisciare,se târî
1222,schwimmen::V,nuotare,înota
1223,tauchen::V,tuffarsi,se scufunda
1224,tauchen::V,immèrgersi,se scufunda
1225,rudern::V,remare,vâsli
1226,rudern::V,remare,lopăta
1227,fahren::V,andare,merge
1228,fahren::V,viaggiare,merge
1229,fliegen::V,volare,zbura
1230,gehen::V,andare,merge
1231,weggehen::V,andàrsene,se duce
1232,weggehen::V,andare via,se duce
1233,abfahren::V,partire,pleca
1234,anhalten::V,fermarsi,se opri
1235,hineingehen::V,entrare,intra
1236,eintreten::V,entrare,intra
1237,kommen::V,venire,veni
1238,ankommen::V,arrivare,sosi
1239,ankommen::V,arrivare,ajunge
1240,zurückkommen::V,ritornare,se întoarce
1241,bleiben::V,restare,rămâne
1242,bleiben::V,rimanere,rămâne
1243,warten::V,aspettare,aștepta
1244,erwarten::V,attèndere,aștepta
1245,suchen::V,cercare,căuta
1246,finden::V,trovare,găsi
1247,versuchen::V,tentare,încerca
1248,vorbereiten::V,preparare,pregăti
1249,lieben::V,amare,iubi
1250,mögen::V,piacere a,plăcea a
1251,mögen::V,volere bene a,plăcea a
1252,lachen::V,rìdere,râde
1253,rühren::V,commuòvere,mișca
1254,rühren::V,commuòvere,înduioșa
1255,weinen::V,piàngere,plânge
1256,schimpfen::V,imprecare,înjura
1257,sich ärgern::V,stizzirsi,se supăra
1258,sich ärgern::V,arrabbiarsi,se supăra
1259,sich fürchten::V,avere paura,se teme
1260,sich fürchten::V,avere paura,fi teamă a
1261,fürchten::V,temere,se teme de
1262,fliehen::V,fuggire,fugi
1263,flüchten::V,sfuggire,evada
1264,sehen::V,vedere,vedea
1265,anschauen::V,guardare,privi
1266,ansehen::V,guardare,privi
1267,hören::V,udire,auzi
1268,hören::V,sentire,auzi
1269,zuhören::V,ascoltare,asculta
1270,probieren::V,degustare,gusta
1271,probieren::V,assaggiare,gusta
1272,riechen::V,sentire,mirosi
1273,fühlen::V,sentire,simți
1274,fühlen::V,sentire,resimți
1275,scheinen::V,parere,părea
1276,scheinen::V,sembrare,părea
1277,zu sehen sein::V,vedersi,se vedea
1278,vernehmen::V,sentire,auzi
1279,vernehmen::V,percepire,auzi
1280,frieren::V,aver freddo,fi frig
1281,tun::V,fare,face
1282,können::V,sapere,ști
1283,können::V,sapere,putea
1284,wollen::V,volere,dori
1285,anfangen::V,iniziare,începe
1286,anfangen::V,cominciare,începe
1287,beenden::V,finire,sfârși
1288,beenden::V,finire,termina
1289,beenden::V,terminare,sfârși
1290,beenden::V,terminare,termina
1291,aufhören::V,finire,înceta
1292,aufhören::V,cessare,înceta
1293,gelingen::V,riuscire,reuși
1294,gelingen::V,riuscire,izbuti
1295,geraten::V,stare,reuși
1296,öffnen::V,aprire,deschide
1297,schließen::V,chiùdere,închide
1298,stellen::V,porre,pune
1299,stellen::V,porre,așeza
1300,stellen::V,mettere,pune
1301,stellen::V,mettere,așeza
1302,setzen::V,porre,pune
1303,setzen::V,porre,așeza
1304,setzen::V,mettere,pune
1305,setzen::V,mettere,așeza
1306,legen::V,posare,pune
1307,legen::V,mettere,pune
1308,berühren::V,toccare,atinge
1309,verbinden::V,unire,lega
1310,verbinden::V,congiùngere,lega
1311,bedecken::V,coprire,acoperi
1312,bedecken::V,ricoprire,acoperi
1313,aufhängen::V,attaccare,atârna
1314,aufhängen::V,attaccare,spânzura
1315,anzünden::V,accèndere,aprinde
1316,anzünden::V,incendiare,aprinde
1317,aufheben::V,raccògliere,ridica
1318,aufheben::V,raccògliere,lua de jos
1319,zurücklassen::V,lasciare,lăsa
1320,zurücklassen::V,lasciare,lăsa în urmă
1321,zurücklassen::V,lasciare indietro,lăsa
1322,zurücklassen::V,lasciare indietro,lăsa în urmă
1323,verlieren::V,pèrdere,pierde
1324,fallen lassen::V,lasciare cadere,scăpa
1325,fallen lassen::V,lasciare cadere,arunca
1326,machen::V,fare,face
1327,herstellen::V,produrre,fabrica
1328,herstellen::V,produrre,confecționa
1329,herstellen::V,fabbricare,fabrica
1330,herstellen::V,fabbricare,confecționa
1331,bauen::V,costruire,clădi
1332,bauen::V,costruire,construi
1333,reparieren::V,riparare,repara
1334,verbessern::V,migliorare,ameliora
1335,verbessern::V,migliorare,îmbunătăți
1336,ändern::V,mutare,schimba
1337,ändern::V,mutare,modifica
1338,ändern::V,cambiare,schimba
1339,ändern::V,cambiare,modifica
1340,graben::V,scavare,săpa
1341,beugen::V,chinare,curba
1342,beugen::V,flettere,curba
1343,biegen::V,tòrcere,îndoi
1344,biegen::V,tòrcere,încovoia
1345,drehen::V,girare,învârti
1346,wenden::V,girare,întoarce
1347,wenden::V,voltare,întoarce
1348,umdrehen::V,rivoltare,învârti
1349,umdrehen::V,rivoltare,întoarce
1350,heben::V,levare,ridica
1351,hochheben::V,levare,ridica
1352,hochheben::V,sollevare,ridica
1353,ergreifen::V,afferrare,lua
1354,ergreifen::V,afferrare,apuca
1355,halten::V,tenere,ține
1356,drücken::V,premere,apăsa
1357,drücken::V,premere,strânge
1358,schieben::V,spìngere,împinge
1359,kratzen::V,grattare,zgâria
1360,kratzen::V,graffiare,zgâria
1361,lecken::V,leccare,linge
1362,beißen::V,mòrdere,mușca
1363,abreißen::V,staccarsi,rupe
1364,abreißen::V,staccarsi,smulge
1365,abreißen::V,strapparsi,rupe
1366,abreißen::V,strapparsi,smulge
1367,abschneiden::V,tagliare,scurta
1368,binden::V,legare,lega
1369,binden::V,bendare,lega
1370,stecken::V,ficcare,pune
1371,brechen::V,rompere,rupe
1372,brechen::V,rompere,frânge
1373,klopfen::V,bàttere,ciocăni
1374,hauen::V,picchiare,lovi
1375,kleben::V,incollare,lipi
1376,reiben::V,fregare,freca
1377,reiben::V,fregare,fricționa
1378,streichen::V,spalmare,unge
1379,schleifen::V,arrotare,ascuți
1380,schneiden::V,tagliare,tăia
1381,rütteln::V,scuòtere,zgâlțâi
1382,schütteln::V,agitare,scutura
1383,schütteln::V,scuòtere,scutura
1384,schwenken::V,agitare,agita
1385,schwenken::V,sventolare,agita
1386,schütten::V,versare,vărsa
1387,füllen::V,riempire,umple
1388,einwickeln::V,involtare,înveli
1389,einwickeln::V,involtare,înfășura
1390,tragen::V,portare,căra
1391,schleppen::V,trainare,târî
1392,schleppen::V,trascinare,târî
1393,ziehen::V,tirare,trage
1394,aufbewahren::V,custodire,păstra
1395,aufbewahren::V,custodire,conserva
1396,aufbewahren::V,conservare,păstra
1397,aufbewahren::V,conservare,conserva
1398,werfen::V,gettare,arunca
1399,werfen::V,lanciare,arunca
1400,fangen::V,prèndere,prinde
1401,fangen::V,acchiappare,prinde
1402,packen::V,pigliare,apuca
1403,packen::V,afferrare,apuca
1404,verstecken::V,nascondere,ascunde
1405,teilen::V,divìdere,împărți
1406,schicken::V,inviare,trimite
1407,bringen::V,portare,aduce
1408,bringen::V,apportare,aduce
1409,hinzufügen::V,aggiùngere,adăuga
1410,bekommen::V,ricevere,obține
1411,bekommen::V,ricevere,dobândi
1412,erhalten::V,ricevere,primi
1413,erhalten::V,ricevere,căpăta
1414,nehmen::V,prèndere,lua
1415,wählen::V,elèggere,opta
1416,wählen::V,elèggere,alege
1417,wählen::V,scegliere,opta
1418,wählen::V,scegliere,alege
1419,auswählen::V,scegliere,selecta
1420,bewahren::V,conservare,păstra
1421,behindern::V,impedire,stingheri
1422,verderben::V,guastare,strica
1423,beschädigen::V,danneggiare,strica
1424,zerbrechen::V,rompere,rupe
1425,zerbrechen::V,rompere,frânge
1426,zerbrechen::V,spezzare,rupe
1427,zerbrechen::V,spezzare,frânge
1428,zerreißen::V,stracciare,rupe
1429,zerreißen::V,stracciare,sfâșia
1430,zerstören::V,distrùggere,distruge
1431,verbrennen::V,bruciare,arde
1432,verbrennen::V,bruciare,incendia
1433,geben::V,dare,da
1434,reichen::V,pòrgere,întinde
1435,schenken::V,regalare,dărui
1436,versprechen::V,promettere,făgădui
1437,wünschen::V,augurare,ura
1438,loben::V,lodare,lăuda
1439,küssen::V,baciare,săruta
1440,wiegen::V,cullare,legăna
1441,wiegen::V,dondolare,legăna
1442,zudecken::V,coprire,acoperi
1443,wecken::V,svegliare,trezi
1444,wecken::V,svegliare,deștepta
1445,zeigen::V,indicare,arăta
1446,führen::V,guidare,călăuzi
1447,führen::V,condurre,călăuzi
1448,lehren::V,insegnare,preda
1449,lehren::V,insegnare,învăța
1450,unterrichten::V,istruire,învăța
1451,unterrichten::V,istruire,instrui
1452,unterrichten::V,insegnare,învăța
1453,unterrichten::V,insegnare,instrui
1454,aufziehen::V,allevare,crește
1455,leiten::V,avviare,duce
1456,leiten::V,avviare,conduce
1457,leiten::V,dirìgere,duce
1458,leiten::V,dirìgere,conduce
1459,antreiben::V,incitare,împinge
1460,antreiben::V,incitare,încuraja
1461,lassen::V,fare,pune pe să
1462,einladen::V,invitare,invita
1463,vereinigen::V,unire,uni
1464,vereinigen::V,unire,întruni
1465,besuchen::V,visitare,vizita
1466,besuchen::V,visitare,face o vizită
1467,besuchen::V,far vìsita a,vizita
1468,besuchen::V,far vìsita a,face o vizită
1469,treffen::V,incontrare,întâlni
1470,sich versammeln::V,rinunirsi,se aduna
1471,spielen::V,giocare,se juca
1472,singen::V,cantare,cânta
1473,tanzen::V,danzare,dansa
1474,sich trennen::V,separarsi,se separa
1475,sich trennen::V,separarsi,se despărți
1476,verlassen::V,lasciare,părăsi
1477,verlassen::V,lasciare,abandona
1478,verlassen::V,abbandonare,părăsi
1479,verlassen::V,abbandonare,abandona
1480,retten::V,salvare,salva
1481,bewachen::V,custodire,păzi
1482,schützen::V,protèggere,ocroti
1483,schützen::V,protèggere,proteja
1484,verteidigen::V,difèndere,apăra
1485,sich schlagen::V,bàttersi,se bate
1486,schießen::V,sparare,trage
1487,siegen::V,vìncere,birui
1488,siegen::V,vìncere,învinge
1489,ärgern::V,stizzire,supăra
1490,schlagen::V,bàttere,lovi
1491,treten::V,calciare,călca
1492,stechen::V,pùngere,înțepa
1493,stechen::V,pùngere,împunge
1494,stoßen::V,urtare,împinge
1495,stoßen::V,spìngere,împinge
1496,stehlen::V,rubare,fura
1497,stören::V,disturbare,deranja
1498,belästigen::V,molestare,importuna
1499,belästigen::V,importunare,importuna
1500,verbergen::V,celare,ascunde
1501,verbergen::V,nascondere,ascunde
1502,täuschen::V,ingannare,amăgi
1503,betrügen::V,frodare,înșela
1504,betrügen::V,truffare,înșela
1505,töten::V,uccìdere,omorî
1506,wohnen::V,abitare,sta
1507,wohnen::V,abitare,locui
1508,arbeiten::V,lavorare,lucra
1509,sammeln::V,raccògliere,aduna
1510,sammeln::V,raccògliere,colecționa
1511,sammeln::V,collezionare,aduna
1512,sammeln::V,collezionare,colecționa
1513,pflücken::V,cògliere,culege
1514,jagen::V,cacciare,vâna
1515,fischen::V,pescare,pescui
1516,fassen::V,catturare,prinde
1517,fassen::V,acchiappare,prinde
1518,hüten::V,pascolare,paște
1519,treiben::V,spìngere,mână
1520,anbinden::V,legare,lega
1521,anbinden::V,attaccare,lega
1522,füttern::V,dar da mangiare a,da de mâncare
1523,melken::V,mùngere,mulge
1524,hacken::V,tritare,toca
1525,hacken::V,tritare,sparge
1526,hacken::V,spaccare,toca
1527,hacken::V,spaccare,sparge
1528,gießen::V,annaffiare,uda
1529,reifen::V,maturare,pârgui
1530,zubereiten::V,preparare,găti
1531,kochen::V,cuòcere,găti
1532,backen::V,cuòcere,coace
1533,backen::V,cuòcere al forno,coace
1534,braten::V,frìggere,coace
1535,braten::V,arrostire,coace
1536,umrühren::V,mescolare,mesteca
1537,stricken::V,llavorare a maglia,împleti
1538,nähen::V,cucire,coase
1539,färben::V,tìngere,vopsi
1540,färben::V,tìngere,colora
1541,reinigen::V,pulire,curăți
1542,reinigen::V,nettare,curăți
1543,waschen::V,lavare,spăla
1544,abwischen::V,asciugare,șterge
1545,spülen::V,lavare,clăti
1546,spülen::V,sciacquare,clăti
1547,fegen::V,spazzare,mătura
1548,kehren::V,spazzare,mătura
1549,baden::V,bagnarsi,se scălda
1550,baden::V,fare il bagno,se scălda
1551,sich waschen::V,lavarsi,se spăla
1552,ausziehen::V,tògliersi,și scoate
1553,anziehen::V,mettersi,îmbrăca
1554,anziehen::V,indossare,îmbrăca
1555,sich anziehen::V,vestirsi,se îmbrăca
1556,kämmen::V,pettinare,pieptăna
1557,schmücken::V,ornare,împodobi
1558,schmücken::V,decorare,împodobi
1559,sagen::V,dire,zice
1560,sagen::V,dire,spune
1561,sprechen::V,parlare,vorbi
1562,reden::V,parlare,vorbi
1563,reden::V,parlare,discuta
1564,sich unterhalten::V,conversare,conversa
1565,sich unterhalten::V,conversare,sta de vorbă
1566,fragen::V,chièdere,întreba
1567,fragen::V,domandare,întreba
1568,bitten::V,pregare,ruga
1569,erzählen::V,narrare,spune
1570,erzählen::V,narrare,povesti
1571,erzählen::V,raccontare,spune
1572,erzählen::V,raccontare,povesti
1573,mitteilen::V,comunicare,comunica
1574,mitteilen::V,comunicare,înștiința
1575,nennen::V,nominare,numi
1576,nennen::V,nominare,chema
1577,rufen::V,chiamare,chema
1578,prahlen::V,vantarsi,se făli
1579,übersetzen::V,tradurre,traduce
1580,denken::V,pensare,gândi
1581,glauben::V,credere,crede
1582,bemerken::V,notare,observa
1583,bemerken::V,osservare,observa
1584,erkennen::V,riconoscere,cunoaște
1585,erkennen::V,riconoscere,recunoaște
1586,begreifen::V,capire,pricepe
1587,begreifen::V,capire,înțelege
1588,begreifen::V,comprèndere,pricepe
1589,begreifen::V,comprèndere,înțelege
1590,verstehen::V,intèndere,înțelege
1591,verstehen::V,comprèndere,înțelege
1592,lernen::V,imparare,învăța
1593,lernen::V,apprèndere,învăța
1594,wissen::V,sapere,ști
1595,sich erinnern an::V,ricordare,a-și aminti de
1596,sich erinnern an::V,ricordarsi di,a-și aminti de
1597,vergessen::V,dimenticare,uita
1598,messen::V,misurare,măsura
1599,zählen::V,contare,număra
1600,rechnen::V,contare,calcula
