,Concept_ID,myv,mn
791,richtig::A,виде,зүйтэй
792,schlimm::A,берянь,муухай
793,wahr::A,алкуксонь,үнэн
794,wahr::A,алкуксонь,жинхэнэ
795,alt::A,ташто,хуучин
796,neu::A,од,шинэ
797,ehemalig::A,икелень,агсан
798,ehemalig::A,икелень,байсан
799,alt[Lebewesen]::A,сыре,өвгөн
800,alt[Lebewesen]::A,сыре,хижээл
801,jung::A,од,залуу
802,arm::A,кажов,ядуу
803,reich::A,сюпав,баян
804,reich::A,сюпав,баялаг
805,bekannt::A,содавикс,танил
806,berühmt::A,содавикс,цуутай
807,berühmt::A,содавикс,алдартай
808,fremd::A,лия,харь
809,fremd::A,лия,гадаад
810,fremd::A,асодавикс,харь
811,fremd::A,асодавикс,гадаад
812,verschieden::A,эрьва,ондоо
813,verschieden::A,эрьва,янз янзын
814,nah::A,а васолонь,ойрын
815,nah::A,а васолонь,дөтийн
816,fern::A,умонь,холын
817,fern::A,кезэрень,холын
818,linker::A,керш,буруу
819,rechter::A,вить,баруун
820,anderer::A,лия,өөр
821,anderer::A,лия,нөгөө
822,erster::A,васень,нэгдэх
823,erster::A,васень,нэгдүгээр
824,erster::A,васенце,нэгдэх
825,erster::A,васенце,нэгдүгээр
826,zweiter::A,омбоце,хоёрдугаар
827,dritter::A,колмоце,гуравдугаар
828,letzter::A,меельце,сүүлийн
829,allein::ADV,башка,ганцаараа
830,allein::ADV,ськамонзо,ганцаараа
831,auf einmal::ADV,вейсэ,нэгмөсөн
832,zusammen::ADV,вейс,цуг
833,zusammen::ADV,вейс,хамт
834,zusammen::ADV,вейсэ,цуг
835,zusammen::ADV,вейсэ,хамт
836,lange::ADV,кувать,удаан
837,plötzlich::ADV,апак учо,гэнэт
838,sofort::ADV,курок,дороо
839,sofort::ADV,нейке,дороо
840,später::ADV,мейле,дараа
841,jetzt::ADV,ней,өнөө
842,heute::ADV,течи,өнөө
843,heute::ADV,течи,өнөөдөр
844,morgen::ADV,ванды,маргааш
845,morgen::ADV,ванды,маргаадар
846,bald::ADV,курок,түргэн
847,bald::ADV,курок,удахгүй
848,dann::ADV,мейле,хожим
849,dann::ADV,мейле,тэгээд
850,dann::ADV,седе мейле,хожим
851,dann::ADV,седе мейле,тэгээд
852,gestern::ADV,исяк,өчигдөр
853,einst::ADV,весть,нэг
854,einst::ADV,зярдо-бути,нэг
855,damals::ADV,сестэ,тэгэхэд
856,danach::ADV,мейле,тэгээд
857,danach::ADV,мейле,дараа нь
858,danach::ADV,седе мейле,тэгээд
859,danach::ADV,седе мейле,дараа нь
860,vorher::ADV,васняяк,урьд
861,zuerst::ADV,васня,анх
862,zuerst::ADV,васня,эхлээд
863,einmal::ADV,весть,нэг удаа
864,manchmal::ADV,лиясто,хааяа
865,manchmal::ADV,лиясто,заримдаа
866,oft::ADV,сеетьстэ,олонтоо
867,immer::ADV,свал,байнга
868,niemals::ADV,а зярдояк,хэзээ ч
869,niemals::ADV,а зярдояк,хэдийд ч
870,hier::ADV,тесэ,энд
871,hierhin::ADV,тей,нааш
872,von hier::ADV,тестэ,эндээс
873,dort::ADV,тосо,тэнд
874,dorthin::ADV,тов,тийш
875,geradeaus::ADV,витьстэ,шулуун
876,vorwärts::ADV,икелев,урагшаа
877,rückwärts::ADV,мекев,буцаан
878,rückwärts::ADV,мекев,сөөргөө
879,zurück::ADV,мекев,буцаж
880,zurück::ADV,мекев,гэдрэг
881,unten::ADV,ало,дор
882,hinab::ADV,алов,уруу
883,oben::ADV,вере,дээр
884,hinauf::ADV,верев,өөд
885,hinauf::ADV,верев,дээш
886,überall::ADV,эрьва косо,хааяагүй
887,überall::ADV,эрьва косо,энд тэндгүй
888,nicht::ADV,а,эс
889,nicht::ADV,а,-гүй
890,ein wenig::ADV,аламошка,жаахан
891,kaum::ADV,ансяк,арай
892,kaum::ADV,ансяк,арай гэж
893,sehr::ADV,пек,тун
894,sehr::ADV,вельть,тун
895,so::ADV,истя,тэгж
896,so::ADV,истя,ингээд
897,noch::ADV,таго,дахин
898,noch::ADV,таго,дахиад
899,nur::ADV,ансяк,зөвхөн
900,nur::ADV,ансяк,гагцхүү
901,schon::ADV,уш,нэгэнт
902,wieder::ADV,таго,дахин
903,wieder::ADV,таго,дахиад
904,vergebens::ADV,стяко,хий
905,vor::PRP,икеле,өмнө
906,hinter::PRP,вельде,ард
907,unter::PRP,ало,доор
908,durch::PRP,пачк,дундуур
909,neben::PRP,вакссо,хажууд
910,zwischen::PRP,ютксо,завсар
911,zwischen::PRP,ютксо,хооронд
912,wegen::PRP,кис,төлөө
913,wegen::PRP,кис,дээрээс
914,wegen::PRP,коряс,төлөө
915,wegen::PRP,коряс,дээрээс
916,wegen::PRP,кувалт,төлөө
917,wegen::PRP,кувалт,дээрээс
918,dies::PRN,те,энэ
919,das::PRN,те,тэр
920,das::PRN,тона,тэр
921,alles::PRN,весе,цөм
922,alles::PRN,весе,бүгд
923,alles::PRN,весемесь,цөм
924,alles::PRN,весемесь,бүгд
925,ich::PRN,мон,би
926,du::PRN,тон,чи
927,er::PRN,сон,тэр
928,er::PRN,сон,тэр хүн
929,wir::PRN,минь,бид
930,ihr::PRN,тынь,та нар
931,sie::PRN,сынь,тэд
932,was::FPRN,мезе,юу
933,wer::FPRN,ки,хэн
934,wo::FADV,косо,хаа
935,wo::FADV,косо,хаана
936,wohin::FADV,ков,хааш
937,wohin::FADV,ков,хаана
938,wohin::FADV,козо,хааш
939,wohin::FADV,козо,хаана
940,wie::FADV,кода,яаж
941,wie::FADV,кода,хэрхэн
942,warum::FADV,мекс,юунд
943,warum::FADV,мекс,яагаад
944,wieviel::FNUM,зяро,хэдий
945,wieviel::FNUM,зяро,хэд
946,eins::NUM,вейке,нэг
947,zwei::NUM,кавто,хоёр
948,drei::NUM,колмо,гурав
949,vier::NUM,ниле,дөрөв
950,fünf::NUM,вете,тав
951,sechs::NUM,кото,зургаа
952,sieben::NUM,сисем,долоо
953,acht::NUM,кавксо,найм
954,neun::NUM,вейксэ,ес
955,zehn::NUM,кемень,арав
956,elf::NUM,кевейкее,арван нэг
957,zwölf::NUM,кемгавтово,арван хоёр
958,zwanzig::NUM,комсь,хорь
959,dreißig::NUM,колоньгемень,гуч
960,vierzig::NUM,ниленьгемень,дөч
961,fünfzig::NUM,ведьгемень,тавь
962,sechzig::NUM,кодгемень,жар
963,siebzig::NUM,сизьгемень,дал
964,achtzig::NUM,кавксоньгемень,ная
965,neunzig::NUM,вейксэньгемень,ер
966,hundert::NUM,сядо,зуу
967,tausend::NUM,тыща,мянга
968,und::CNJ,ды,ч
969,und::CNJ,ды,болон
970,oder::CNJ,или,буюу
971,stehen::V,аштемс стядо,зогсох
972,sitzen::V,аштемс озадо,суух
973,liegen::V,мадезь аштемс,хэвтэх
974,hängen::V,нурьгемс,өлгөөтэй байх
975,hängen::V,нурьгемс,дүүжлээтэй байх
976,werden::V,арамс,болох
977,passieren::V,лисэмс,тохиох
978,beginnen::V,ушодомс,эхлэх
979,enden::V,лоткамс,дүүрэх
980,wechseln::V,полавтнемс,хувирах
981,aufgehen[Sonne]::V,лисемс,мандах
982,aufgehen[Sonne]::V,стямс,мандах
983,untergehen[Sonne]::V,валгомс,жаргах
984,scheinen[Sonne]::V,валдомтомс,гэрэлтэх
985,donnern::V,цярномс,дуугарах
986,donnern::V,галдордомс,дуугарах
987,wehen::V,пувамс,салхилах
988,wehen::V,пувамс,хөөрөгдөх
989,strömen::V,чудемс,гүйх
990,strömen::V,чудемс,урсах
991,fließen::V,чудемс,урсах
992,sich drehen::V,велямс,эргэлдэх
993,schwanken::V,лыкамс,хэлбэлзэх
994,schwanken::V,якамс,хэлбэлзэх
995,schwingen::V,нурсемс,ганхах
996,schwingen::V,нурсемс,хэлбэлзэх
997,schwingen::V,лыкамс,ганхах
998,schwingen::V,лыкамс,хэлбэлзэх
999,fallen::V,прамс,унах
1000,fallen::V,сяворемс,унах
1001,brennen::V,паломс,шатах
1002,rauchen::V,качадомс,баагих
1003,regnen::V,пиземс,бороо орно
1004,gefrieren::V,кельмемс,хөлдөх
1005,tauen::V,соламс,хайлах
1006,schmelzen::V,соламс,уярах
1007,trocknen::V,коськемс,хатах
1008,sieden::V,лакамс,буцлах
1009,sieden::V,лакамс,даргилах
1010,sieden::V,пиксемс,буцлах
1011,sieden::V,пиксемс,даргилах
1012,faulen::V,наксадомс,үжрэх
1013,faulen::V,наксадомс,өмхийрөх
1014,verfaulen::V,наксадомс,бээх
1015,verfaulen::V,наксадомс,өгрөх
1016,reißen::V,сезневемс,цуурах
1017,versinken::V,ваямс,живэх
1018,vergehen::V,ютамс,нөгчих
1019,vergehen::V,ютамс,өнгөрөх
1020,erscheinen::V,лисемс,гарах
1021,erscheinen::V,лисемс,бултайх
1022,verschwinden::V,ёмамс,далд орох
1023,verschwinden::V,ёмамс,алга болох
1024,sinken::V,явамс,татрах
1025,sinken::V,явамс,доошлох
1026,abnehmen::V,киремемс,багасах
1027,abnehmen::V,киремемс,хорогдох
1028,zunehmen::V,ламолгадомс,ихсэх
1029,zunehmen::V,раштамс,ихсэх
1030,steigen::V,куземс,нэмэгдэх
1031,steigen::V,кепсевемс,нэмэгдэх
1032,wachsen::V,касомс,өсөх
1033,wachsen::V,касомс,ургах
1034,glänzen::V,цитнемс,гилгэнэх
1035,glänzen::V,цитнемс,гилбэгнэх
1036,funkeln::V,пиндолдомс,гялжах
1037,funkeln::V,пиндолдомс,гялалзах
1038,funkeln::V,цивтёрдомс,гялжах
1039,funkeln::V,цивтёрдомс,гялалзах
1040,lärmen::V,шалномс,шуугих
1041,läuten::V,гайгезевемс,цохих
1042,klingeln::V,чавомс баягас,хонхдох
1043,klingeln::V,чавомс баягас,дуугарах
1044,klirren::V,калдордомс,хангир жингэр хийх
1045,klirren::V,кальцяемс,хангир жингэр хийх
1046,brausen::V,лакамс,бургилах
1047,rauschen::V,лажномс,сэржигнэх
1048,klingen::V,гайгемс,хангинах
1049,bellen::V,онгомс,хуцах
1050,heulen::V,урномс,улих
1051,blasen::V,пувамс,үлзэх
1052,pfeifen::V,вешкемс,исгэрэх
1053,schreien::V,пижнемс,хашгирах
1054,stöhnen::V,кувсемс,ёолох
1055,stöhnen::V,кувсемс,гэнгэнэх
1056,zittern::V,тарномс,дагжих
1057,leben::V,эрямс,амьдрах
1058,geboren werden::V,чачомс,төрөх
1059,atmen::V,лексемс,амьсгалах
1060,trinken::V,симемс,уух
1061,essen::V,ярсамс,идэх
1062,schlucken::V,нилемс,залгих
1063,schlucken::V,порнемс,залгих
1064,müde werden::V,сиземс,ядрах
1065,einschlafen::V,матедевемс,унтчих
1066,schlafen::V,удомс,унтах
1067,aufwachen::V,сыргоземс,сэрэх
1068,aufstehen::V,стямс,босох
1069,sich erholen::V,оймсемс,амрах
1070,krank werden::V,сэредезевемс,өвдөж эхлэх
1071,krank sein::V,сэредемс,өвдөх
1072,schmerzen::V,сэредемс,өвдөх
1073,schmerzen::V,сэредемс,шархирах
1074,husten::V,козомс,ханиах
1075,genesen::V,пичкамс,засрах
1076,sterben::V,куломс,үхэх
1077,sterben::V,куломс,нас барах
1078,umkommen::V,чавовомс,үхэх
1079,umkommen::V,ёмамс,үхэх
1080,sich bewegen::V,шаштомс,хөдлөх
1081,sich rühren::V,сыргамс,хөдлөх
1082,sich erheben::V,куземс,босох
1083,sich setzen::V,озамс,суух
1084,hinfallen::V,прамс,ойчих
1085,hinfallen::V,сяворемс,ойчих
1086,laufen::V,якамс,явган явах
1087,schreiten::V,эскелямс,алхах
1088,schreiten::V,молемс,алхах
1089,spazierengehen::V,якамс,зугаалах
1090,eilen::V,эрзкалемс,хурдлах
1091,eilen::V,капшамс,хурдлах
1092,sich beeilen::V,капшамс,яарах
1093,sich beeilen::V,капшамс,шамдах
1094,sausen::V,ливтямс,давхих
1095,rennen::V,чийнемс,гүйх
1096,rennen::V,ардтнемс,гүйх
1097,springen::V,кирнявтнемс,харайх
1098,springen::V,кирнявтнемс,дэвхрэх
1099,klettern::V,куземс,авирах
1100,schaukeln::V,нурямс,ганхалзах
1101,kriechen::V,ёзмолдомс,мөлхөх
1102,schwimmen::V,уемс,сэлэх
1103,tauchen::V,чопавтомс,шунгах
1104,tauchen::V,чопавтнемс,шунгах
1105,rudern::V,миледемс,сэлүүрдэх
1106,fahren::V,ардомс,явах
1107,fliegen::V,ливтямс,нисэх
1108,gehen::V,туемс,явах
1109,gehen::V,молемс,явах
1110,weggehen::V,туемс,явах
1111,abfahren::V,туемс,одох
1112,abfahren::V,туемс,хөдлөх
1113,anhalten::V,лоткамс,зогсох
1114,hineingehen::V,совамс,орох
1115,eintreten::V,совамс,орох
1116,eintreten::V,эскельдямс,орох
1117,kommen::V,самс,ирэх
1118,ankommen::V,самс,хүрэх
1119,ankommen::V,пачкодемс,хүрэх
1120,zurückkommen::V,велявтомс,харих
1121,zurückkommen::V,велявтомс,буцаж ирэх
1122,bleiben::V,кадовомс,үлдэх
1123,warten::V,учомс,хүлээх
1124,erwarten::V,учомс,хүлээх
1125,suchen::V,вешнемс,эрэх
1126,suchen::V,вешнемс,бэдрэх
1127,finden::V,муемс,олох
1128,versuchen::V,варштамс,оролдох
1129,vorbereiten::V,анокстамс,бэлтгэх
1130,lieben::V,вечкемс,янаглах
1131,mögen::V,вечкемс,таалах
1132,lachen::V,пейдемс,инээх
1133,rühren::V,токамс седейс,сэтгэл уяруулах
1134,weinen::V,авардемс,уйлах
1135,schimpfen::V,сёвномс,хараах
1136,sich ärgern::V,кежиявтнемс,уурлах
1137,sich fürchten::V,пелемс,айх
1138,fürchten::V,пелемс,айх
1139,fliehen::V,оргодемс,зугтах
1140,fliehen::V,оргодемс,гүйж очих
1141,flüchten::V,ворьгодемс,оргох
1142,flüchten::V,чадомс,оргох
1143,sehen::V,неемс,үзэх
1144,anschauen::V,ваномс,харах
1145,ansehen::V,ваномс,харах
1146,hören::V,марямс,дуулах
1147,zuhören::V,кунсоломс,чагнах
1148,probieren::V,варшамс,амсаж үзэх
1149,riechen::V,никсемс,үнэрлэх
1150,fühlen::V,марямс,мэдрэх
1151,scheinen::V,марявомс,шиг үзэгдэх
1152,zu sehen sein::V,неявомс,үзэгдэх
1153,zu sehen sein::V,неявомс,харагдах
1154,vernehmen::V,марямс,дуулах
1155,frieren::V,кельмемс,даарах
1156,tun::V,теемс,хийх
1157,tun::V,теемс,үйлдэх
1158,können::V,маштомс,болох
1159,wollen::V,бажамс,хүсэх
1160,anfangen::V,кармамс,эхлэх
1161,beenden::V,прядомс,дуусгах
1162,aufhören::V,лоткамс,болих
1163,aufhören::V,лоткамс,зогсох
1164,gelingen::V,удаламс,бүтэх
1165,geraten::V,лисемс,илрэх
1166,öffnen::V,панжомс,нээх
1167,öffnen::V,панжомс,тайлах
1168,schließen::V,пекстамс,хаах
1169,schließen::V,сёлгомс,хаах
1170,schließen::V,конямс,хаах
1171,stellen::V,аравтомс,тавих
1172,stellen::V,аравтомс,босгох
1173,setzen::V,ойсевтемс,суулгах
1174,setzen::V,озавтнемс,суулгах
1175,legen::V,путомс,хийх
1176,legen::V,путомс,тавих
1177,berühren::V,токамс,шүргэх
1178,verbinden::V,содомс,залгах
1179,bedecken::V,вельтямс,бүрэх
1180,aufhängen::V,понгавтомс,өлгөх
1181,aufhängen::V,понгавтомс,дүүжлэх
1182,anzünden::V,кирвастемс,асаах
1183,anzünden::V,кирвастемс,ноцоох
1184,aufheben::V,кепедемс,өргөх
1185,zurücklassen::V,кадомс,орхих
1186,zurücklassen::V,кадомс,үлдээх
1187,verlieren::V,ёмавтомс,гээх
1188,fallen lassen::V,правтомс,унагах
1189,machen::V,теемс,хийх
1190,machen::V,теемс,гаргах
1191,herstellen::V,анокстамс,бүтээх
1192,bauen::V,путомс,барих
1193,reparieren::V,витемс,засах
1194,reparieren::V,витемс,сэлбэх
1195,verbessern::V,паролгавтомс,засах
1196,verbessern::V,паролгавтомс,сайжруулах
1197,verbessern::V,вадрялгавтомс,засах
1198,verbessern::V,вадрялгавтомс,сайжруулах
1199,ändern::V,полавтомс,өөрчлөх
1200,graben::V,чувомс,малтах
1201,graben::V,таргамс,малтах
1202,beugen::V,мендемс,бөгтийлгөх
1203,biegen::V,комавтомс,матах
1204,biegen::V,комавтомс,муруйлгах
1205,drehen::V,чаравтомс,эргүүлэх
1206,drehen::V,велявтнемс,эргүүлэх
1207,wenden::V,велявтомс,эргүүлэх
1208,umdrehen::V,велявтомс,хөрвүүлэх
1209,heben::V,кепедемс,өргөх
1210,hochheben::V,кепедемс,өргөх
1211,ergreifen::V,кундамс,атгах
1212,halten::V,кирдемс,барих
1213,drücken::V,нуемс,дарах
1214,schieben::V,шаштомс,түлхэх
1215,kratzen::V,ангордамс,хусах
1216,kratzen::V,ангордамс,маажих
1217,lecken::V,нолсемс,долоох
1218,beißen::V,сускомс,зуух
1219,beißen::V,сускомс,хазах
1220,abreißen::V,сеземс,таслах
1221,abschneiden::V,печкемс,тайрах
1222,binden::V,кодамс,боох
1223,binden::V,кодамс,хүлэх
1224,binden::V,сюлмамс,боох
1225,binden::V,сюлмамс,хүлэх
1226,stecken::V,сялгомс,шаах
1227,stecken::V,сялгомс,шигтгэх
1228,brechen::V,синдемс,хугалах
1229,brechen::V,калавтомс,хугалах
1230,klopfen::V,калтаямс,цохих
1231,klopfen::V,калтаямс,тогших
1232,hauen::V,чавомс,дэлдэх
1233,kleben::V,педявтнемс,наах
1234,reiben::V,ёзамс,нухах
1235,reiben::V,ёзамс,нидчих
1236,streichen::V,вадемс,нялах
1237,streichen::V,вадемс,түрхэх
1238,schleifen::V,човамс,билүүдэх
1239,schleifen::V,човамс,гуранздах
1240,schneiden::V,керямс,огтлох
1241,rütteln::V,чукамс,холхнулах
1242,rütteln::V,лыкавтомс,холхнулах
1243,schütteln::V,чукамс,сэгсрэх
1244,schwenken::V,яхолемс,дэвэх
1245,schwenken::V,яхолемс,даллах
1246,schütten::V,каямс,цутгах
1247,schütten::V,каямс,аягалах
1248,füllen::V,пештямс,дүүргэх
1249,einwickeln::V,тапарямс,боох
1250,einwickeln::V,тапарямс,ороох
1251,tragen::V,кандомс,авчрах
1252,schleppen::V,ускомс,чирэх
1253,ziehen::V,ускомс,татах
1254,aufbewahren::V,ванстомс,хадгалах
1255,werfen::V,ёртомс,хаях
1256,werfen::V,ёртомс,шидэх
1257,fangen::V,кундамс,барих
1258,packen::V,кундамс,шүүрэх
1259,verstecken::V,кекшемс,нуух
1260,teilen::V,явомс,хуваах
1261,schicken::V,кучомс,илгээх
1262,schicken::V,кучомс,явуулах
1263,bringen::V,кандомс,авчрах
1264,bringen::V,кандомс,аваачих
1265,hinzufügen::V,путомс,нэмэх
1266,hinzufügen::V,максомс,нэмэх
1267,bekommen::V,саемс,хүлээн авах
1268,erhalten::V,саемс,хүлээн авах
1269,nehmen::V,саемс,авах
1270,wählen::V,кочкамс,сонгох
1271,auswählen::V,кочкамс,шилэх
1272,bewahren::V,ванстомс,гамнах
1273,behindern::V,кирдемс,саад хийх
1274,behindern::V,кирдемс,тотгор болох
1275,verderben::V,коламс,эвдэх
1276,beschädigen::V,теемс зыян,гэмтээх
1277,zerbrechen::V,коламс,хагалах
1278,zerbrechen::V,коламс,хага цохих
1279,zerreißen::V,сеземс,урах
1280,zerstören::V,калавтомс,эвдэх
1281,zerstören::V,калавтомс,сүйтгэх
1282,verbrennen::V,пултамс,шатаах
1283,geben::V,максомс,өгөх
1284,reichen::V,максомс,өгөх
1285,reichen::V,максомс,дамжуулах
1286,schenken::V,каземс,бэлэглэх
1287,versprechen::V,алтамс,амлах
1288,wünschen::V,арсемс,ерөөх
1289,loben::V,шнамс,магтах
1290,loben::V,шнамс,сайшаах
1291,küssen::V,палсемс,озох
1292,küssen::V,палсемс,үнсэх
1293,wiegen::V,нурсемс,бүүвэйлэх
1294,zudecken::V,тавадомс,хучих
1295,zudecken::V,тавадомс,бүтээх
1296,zudecken::V,вельтямс,хучих
1297,zudecken::V,вельтямс,бүтээх
1298,wecken::V,стявтомс,сэрээх
1299,zeigen::V,невтемс,үзүүлэх
1300,führen::V,ветямс,хөтлөх
1301,lehren::V,тонавтомс,заах
1302,unterrichten::V,тонавтомс,сургах
1303,aufziehen::V,трямс,өсгөх
1304,aufziehen::V,трямс,хүмүүжүүлэх
1305,aufziehen::V,кастомс,өсгөх
1306,aufziehen::V,кастомс,хүмүүжүүлэх
1307,leiten::V,ветямс,удирдах
1308,leiten::V,азоркстамс,удирдах
1309,antreiben::V,ветямс,шамдуулах
1310,lassen::V,кармавтомс,-уулах
1311,einladen::V,тердемс,залах
1312,vereinigen::V,вейсэндямс,нэгтгэх
1313,vereinigen::V,вейсэндямс,хамтруулах
1314,vereinigen::V,вейс путомс,нэгтгэх
1315,vereinigen::V,вейс путомс,хамтруулах
1316,vereinigen::V,вейс пурнамс,нэгтгэх
1317,vereinigen::V,вейс пурнамс,хамтруулах
1318,besuchen::V,варштамс,зочлох
1319,treffen::V,вастомс,учрах
1320,treffen::V,вастомс,дайралдах
1321,sich versammeln::V,промокшномс,хуралдах
1322,spielen::V,налксемс,наадах
1323,singen::V,морамс,дуулах
1324,tanzen::V,киштемс,бүжиглэх
1325,sich trennen::V,явомс,салах
1326,verlassen::V,кадомс,хаях
1327,retten::V,идемс,гэтэлгэх
1328,bewachen::V,ванстомс,сахих
1329,schützen::V,аштемс,хамгаалах
1330,verteidigen::V,ваномс,хамгаалах
1331,sich schlagen::V,тюремс,зодолдох
1332,schießen::V,ледемс,харвах
1333,schießen::V,ледемс,буу буудах
1334,siegen::V,изнямс,ялах
1335,ärgern::V,кежейгавтомс,уурлуулах
1336,ärgern::V,кежейгавтомс,уур хүргэх
1337,schlagen::V,токамс,цохих
1338,treten::V,тапамс,өшиглөх
1339,stechen::V,пупамс,хатгах
1340,stoßen::V,тулкадемс,ёврох
1341,stoßen::V,тулкадемс,нудрах
1342,stehlen::V,саламс,хулгайлах
1343,stören::V,пирямс ки,саад болох
1344,belästigen::V,а максомс,зовоох
1345,belästigen::V,а максомс,амраахгүй байх
1346,belästigen::V,а кадомс оймамо,зовоох
1347,belästigen::V,а кадомс оймамо,амраахгүй байх
1348,verbergen::V,сёпомс,нуух
1349,verbergen::V,сёпомс,далдлах
1350,verbergen::V,кекшемс,нуух
1351,verbergen::V,кекшемс,далдлах
1352,täuschen::V,манямс,мэхлэх
1353,betrügen::V,манчемс,хуурах
1354,töten::V,чавномс,алах
1355,töten::V,маштнемс,алах
1356,wohnen::V,эрямс,суух
1357,wohnen::V,эрямс,амьдрах
1358,arbeiten::V,важодемс,ажиллах
1359,arbeiten::V,важодемс,хөдөлмөрлөх
1360,sammeln::V,пурнамс,түүх
1361,sammeln::V,пурнамс,хураах
1362,pflücken::V,ноцковтнемс,түүх
1363,jagen::V,кундамс,агнах
1364,jagen::V,кундамс,гөрөөлөх
1365,fischen::V,калонь кундамс,загасчлах
1366,fischen::V,калонь кундамс,загас барих
1367,fassen::V,кундамс,барих
1368,hüten::V,ваномс,маллах
1369,hüten::V,ваномс,хариулах
1370,treiben::V,панемс,туух
1371,anbinden::V,сюлмамс,уях
1372,füttern::V,андомс,тэжээх
1373,melken::V,потявтомс,саах
1374,hacken::V,лазномс,цавчих
1375,gießen::V,валомс,услах
1376,reifen::V,кенеремс,боловсрох
1377,zubereiten::V,анокстамс,бэлдэх
1378,kochen::V,пидемс,чанах
1379,backen::V,пидемс,жигнэх
1380,braten::V,пуштамс,шарах
1381,braten::V,пуштамс,хайрах
1382,umrühren::V,човорямс,хутгах
1383,stricken::V,кодамс,нэхэх
1384,stricken::V,кодамс,сүлжих
1385,nähen::V,стамс,оёх
1386,färben::V,артомс,будах
1387,reinigen::V,урядамс,арилгах
1388,reinigen::V,урядамс,цэвэрлэх
1389,waschen::V,муськемс,угаах
1390,abwischen::V,нардамс,арчих
1391,spülen::V,ёрвалдомс,зайлах
1392,fegen::V,тенсемс,хамах
1393,fegen::V,тенсемс,шүүрдэх
1394,kehren::V,тенсемс,шүүрдэх
1395,kehren::V,тенсемс,туужуудах
1396,baden::V,экшелямс,усанд орох
1397,sich waschen::V,шлямс,биеэ угаах
1398,ausziehen::V,кайсевтемс,тайлах
1399,anziehen::V,оршамс,өмсөх
1400,sich anziehen::V,оршамс,хувцаслах
1401,kämmen::V,судрямс,самнах
1402,schmücken::V,мазылгавтомс,гоёх
1403,schmücken::V,мазылгавтомс,чимэх
1404,schmücken::V,наряжамс,гоёх
1405,schmücken::V,наряжамс,чимэх
1406,sagen::V,меремс,гэх
1407,sagen::V,меремс,хэлэх
1408,sprechen::V,кортамс,ярих
1409,sprechen::V,кортамс,өгүүлэх
1410,reden::V,кортамс,хэлэх
1411,reden::V,кортамс,хөөрөлдөх
1412,sich unterhalten::V,кортнемс,ярилцах
1413,fragen::V,кевкстемс,асуух
1414,bitten::V,вешемс,гуйх
1415,erzählen::V,ёвтнемс,өгүүлэх
1416,mitteilen::V,ёвтамс,дуулгах
1417,mitteilen::V,ёвтамс,мэдээлэх
1418,nennen::V,лемдемс,нэрлэх
1419,nennen::V,путомс лем,нэрлэх
1420,rufen::V,тердемс,дуудах
1421,rufen::V,серьгедемс,дуудах
1422,prahlen::V,шнамс пря,бардах
1423,prahlen::V,шнамс пря,сайрхах
1424,übersetzen::V,ютавтомс,орчуулах
1425,denken::V,арсемс,санах
1426,glauben::V,кемемс,итгэх
1427,bemerken::V,неемс,ажих
1428,bemerken::V,неемс,ажиглах
1429,erkennen::V,содамс,таних
1430,begreifen::V,пачкодемс,ойлгох
1431,verstehen::V,чарькодемс,мэдэж авах
1432,lernen::V,тонавтнемс,сурах
1433,wissen::V,содамс,мэдэх
1434,sich erinnern an::V,ледстямс,дурсах
1435,vergessen::V,стувтомс,мартах
1436,messen::V,онкстнемс,хэмжих
1437,zählen::V,ловомс,тоолох
1438,rechnen::V,ловомс,тооцоох
1439,lesen::V,ловномс,унших
1440,malen::V,рисовамс,зурах
1441,zeichnen::V,рисовамс,дүрслэн бичих
1442,schreiben::V,сёрмадомс,бичих
1443,besitzen::V,улемс,эзэмших
1444,besitzen::V,улемс азорокс,эзэмших
1445,kaufen::V,рамамс,худалдан авах
1446,verkaufen::V,миемс,худалдах
1447,bezahlen::V,пандомс,төлөх
1448,zahlen::V,пандомс,төлөх
1449,beherrschen::V,азоркстамс,эзэмших
1450,ertragen::V,кирдемс,тэсэх
