,Concept_ID,,se
625,Wiese::N,,пуэшенҍ
626,Wald::N,,skåake
627,Wald::N,,skåajje
628,Wald::N,,miehtsie
629,Wald::N,,vuovdde
630,Wald::N,,miehttse
631,Wald::N,,vuovdi
632,Wald::N,,meahcci
633,Wald::N,,mecci
634,Wald::N,,vyemi
635,Wald::N,,vue´mm
636,Wald::N,,meä´c'c
637,Wald::N,,ля̄ммт
638,Hügel::N,,deava
639,Hügel::N,,dievvá
640,Hügel::N,,dievvá
641,Hügel::N,,čummâ
642,Hügel::N,,pä´rcc
643,Hügel::N,,teä´rmm
644,Hügel::N,,ка̄ннҌт
645,Anhöhe::N,,deava
646,Anhöhe::N,,jalladahke
647,Anhöhe::N,,dievásj
648,Anhöhe::N,,aláš
649,Anhöhe::N,,luohkká
650,Anhöhe::N,,tiävá
651,Anhöhe::N,,poorááš
652,Anhöhe::N,,ču´lpp
653,Anhöhe::N,,škâu´ŋŋ
654,Anhöhe::N,,ка̄ннҌт
655,Berg::N,,bïerje
656,Berg::N,,várre
657,Berg::N,,várri
658,Berg::N,,vääṛi
659,Berg::N,,vää´rr
660,Berg::N,,те̄ррьм
661,Gipfel::N,,dalvese
662,Gipfel::N,,tjåhkkå
663,Gipfel::N,,čohkka
664,Gipfel::N,,čokke
665,Gipfel::N,,čå´ǩǩ
666,Gipfel::N,,ла̄ддҍв
667,Höhle::N,,beajoe
668,Höhle::N,,rájgge
669,Höhle::N,,sluoggo
670,Höhle::N,,biedju
671,Höhle::N,,kuovđâšm
672,Höhle::N,,skuõrr
673,Höhle::N,,вуэӈӈк
674,Abhang::N,,boelte
675,Abhang::N,,brijrie
676,Abhang::N,,bállte
677,Abhang::N,,vielti
678,Abhang::N,,luohkká
679,Abhang::N,,viel'tti
680,Abhang::N,,vie´ltt
681,Abhang::N,,луэххк
682,Quelle::N,,aajege
683,Quelle::N,,gaaltije
684,Quelle::N,,ája
685,Quelle::N,,ája
686,Quelle::N,,gáldu
687,Quelle::N,,aajâ
688,Quelle::N,,käldee
689,Quelle::N,,lädd
690,Quelle::N,,käivv
691,Quelle::N,,ка̄ййв
692,Bach::N,,johketje
693,Bach::N,,jåhkå
694,Bach::N,,jågåsj
695,Bach::N,,jogaš
696,Bach::N,,aajâ
697,Bach::N,,vuäjj
698,Bach::N,,вуэйй
699,Fluss::N,,johke
700,Fluss::N,,ædno
701,Fluss::N,,jåhkå
702,Fluss::N,,johka
703,Fluss::N,,juuhâ
704,Fluss::N,,jokk
705,Fluss::N,,jeänn
706,Fluss::N,,ё̄гк
707,Ufer::N,,beala
708,Ufer::N,,gádde
709,Ufer::N,,gáddi
710,Ufer::N,,riddo
711,Ufer::N,,redd
712,Ufer::N,,рыннт
713,Küste::N,,mïere
714,Küste::N,,gaedtie
715,Küste::N,,merragádde
716,Küste::N,,merraguovllo
717,Küste::N,,gáddi
718,Küste::N,,riddo
719,Küste::N,,miârr'redd
720,Küste::N,,рыннт
721,Festland::N,,gaedtie
722,Festland::N,,gádde
723,Festland::N,,nannán
724,Festland::N,,kušknjâs
725,Festland::N,,eennâm
726,Festland::N,,jânnam
727,Festland::N,,ма̄ннтэр
728,Meer::N,,mearoe
729,Meer::N,,merra
730,Meer::N,,nuorre
731,Meer::N,,áhpi
732,Meer::N,,mearra
733,Meer::N,,meeṛâ
734,Meer::N,,miârr
735,Meer::N,,ме̄рр
736,Bucht::N,,loekte
737,Bucht::N,,oagge
738,Bucht::N,,luokta
739,Bucht::N,,luokta
740,Bucht::N,,čuáj̣á
741,Bucht::N,,luhtt
742,Bucht::N,,вӯнн
743,Bucht::N,,лӯххт
744,Insel::N,,sååle
745,Insel::N,,suoloj
746,Insel::N,,suolu
747,Insel::N,,suálui
748,Insel::N,,suâl
749,Insel::N,,суэл
750,Blume::N,,rïesege
751,Blume::N,,giedjek
752,Blume::N,,rássi
753,Blume::N,,kukká
754,Blume::N,,heä´rvvrää´ss
755,Blume::N,,ывьнэнч
756,Gras::N,,kraesie
757,Gras::N,,rásse
758,Gras::N,,rássi
759,Gras::N,,rääsi
760,Gras::N,,rää´ss
761,Gras::N,,ра̄ссь
762,Wurzel::N,,roehtse
763,Wurzel::N,,ruohttsa
764,Wurzel::N,,ruohtas
765,Wurzel::N,,veedis
766,Wurzel::N,,vue´ddes
767,Wurzel::N,,вуэнҍтэсь
768,Baum::N,,moere
769,Baum::N,,muorra
770,Baum::N,,muorra
771,Baum::N,,muoṛâ
772,Baum::N,,muõrr
773,Baum::N,,мӯрр
774,Stamm::N,,ståamhpe
775,Stamm::N,,mátta
776,Stamm::N,,galda
777,Stamm::N,,ruŋgo
778,Stamm::N,,stokk
779,Stamm::N,,мӯрр
780,Stamm::N,,кэ̄ллт
781,Rinde::N,,gïrre
782,Rinde::N,,baarhkoe
783,Rinde::N,,bárkko
784,Rinde::N,,ostu
785,Rinde::N,,bárku
786,Rinde::N,,korrâ
787,Rinde::N,,kõrr
788,Rinde::N,,pärkk
789,Rinde::N,,кэ̄рр
790,Rinde::N,,па̄ҏҏк
791,Ast::N,,åeksie
792,Ast::N,,oakse
793,Ast::N,,oaksi
794,Ast::N,,uák'si
795,Ast::N,,å´hss
796,Ast::N,,вуэккьс
797,Zweig::N,,åeksie
798,Zweig::N,,oakse
799,Zweig::N,,rissi
800,Zweig::N,,syeṛi
801,Zweig::N,,sue´rr
802,Zweig::N,,рыссе
803,Blatt::N,,plienie
804,Blatt::N,,lassta
805,Blatt::N,,lasta
806,Blatt::N,,lostâ
807,Blatt::N,,lõstt
808,Blatt::N,,лэ̄сст
809,Birke::N,,såekie
810,Birke::N,,soahke
811,Birke::N,,soahki
812,Birke::N,,suáhi
813,Birke::N,,suâ´ǩǩ
814,Birke::N,,пе̄ссьмӯрр
815,Kiefer[Baum]::N,,bietsie
816,Kiefer[Baum]::N,,hájkka
817,Kiefer[Baum]::N,,biehtse
818,Kiefer[Baum]::N,,beahci
819,Kiefer[Baum]::N,,peeci
820,Kiefer[Baum]::N,,pie´cc
821,Kiefer[Baum]::N,,пе̄дзь
822,Weide[Baum]::N,,saalje
823,Weide[Baum]::N,,sállja
824,Weide[Baum]::N,,sieđga
825,Weide[Baum]::N,,puájui
826,Weide[Baum]::N,,puäi
827,Weide[Baum]::N,,пуай
828,Tanne::N,,goese
829,Tanne::N,,guossa
830,Tanne::N,,guossa
831,Tanne::N,,kuosâ
832,Tanne::N,,kuõss
833,Tanne::N,,кӯсс
834,Horn::N,,tjåervie
835,Horn::N,,tjoarvve
836,Horn::N,,čoarvi
837,Horn::N,,čuár'vi
838,Horn::N,,čuä´rvv
839,Horn::N,,чуэррьв
840,Feder::N,,badtse
841,Feder::N,,dålgge
842,Feder::N,,bozza
843,Feder::N,,puzzâ
844,Feder::N,,tolge
845,Feder::N,,poʒʒ
846,Feder::N,,по̄ннц
847,Fell::N,,njaltja
848,Fell::N,,duollje
849,Fell::N,,náhkki
850,Fell::N,,dorkkas
851,Fell::N,,turkkâ
852,Fell::N,,tyel'ji
853,Fell::N,,nähki
854,Fell::N,,torkk
855,Fell::N,,čåu´dd
856,Fell::N,,tue´l'lj
857,Fell::N,,тӯлльй
858,Flügel::N,,såaja
859,Flügel::N,,såajoe
860,Flügel::N,,soadje
861,Flügel::N,,soadji
862,Flügel::N,,suáj̣á
863,Flügel::N,,suäjj
864,Flügel::N,,суэйй
865,Klaue::N,,gadtse
866,Klaue::N,,guober
867,Klaue::N,,gazza
868,Klaue::N,,kozzâ
869,Klaue::N,,kõʒʒ
870,Klaue::N,,кэ̄ннц
871,Kralle::N,,gadtse
872,Kralle::N,,gadtsa
873,Kralle::N,,gazza
874,Kralle::N,,kozzâ
875,Kralle::N,,kõʒʒ
876,Kralle::N,,ке̄бпель
877,Schwanz::N,,siejpie
878,Schwanz::N,,siejbbe
879,Schwanz::N,,bađuš
880,Schwanz::N,,seaibi
881,Schwanz::N,,seibi
882,Schwanz::N,,sei´bb
883,Schwanz::N,,piä´cciǩ
884,Schwanz::N,,пиджь
