,Concept_ID,kn,sk
570,breit::A,ಅಗಲವಾದ,široký
571,schmal::A,ಇಕ್ಕಟ್ಟಾದ,úzky
572,dicht::A,ದಟ್ಟ,hustý
573,dick[Gegenstand]::A,ದಟ್ಟ,tlstý
574,dünn::A,ತೆಳು,tenký
575,fein::A,ಕೋಮಲ,jemný
576,fest::A,ಘನ,pevný
577,flach::A,ಚಪ್ಪಟೆ,rovný
578,flach::A,ಚಪ್ಪಟೆ,plochý
579,glatt::A,ನಯ,hladký
580,hart::A,ಗಟ್ಟಿ,tvrdý
581,weich::A,ಮೃದುವಾದ,mäkký
582,rund::A,ವರ್ತುಳ,guľatý
583,rund::A,ವರ್ತುಳ,okrúhly
584,spitz::A,ಮೊನಚಾದ,končitý
585,scharf::A,ತೀಕ್ಷ್ಣ,ostrý
586,stumpf::A,ಮೊಂಡು,tupý
587,schwer::A,ಭಾರಿ,ťažký
588,schön::A,ಸುಂದರ,pekný
589,schön::A,ಸುಂದರ,krásny
590,heiß::A,ಬಿಸಿ,horúci
591,warm::A,ಬಿಸಿ,teplý
592,kalt::A,ತಣ್ಣನೆಯ,studený
593,kühl::A,ತಂಪಾದ,chladný
594,frisch::A,ನಿರ್ಮಲ,svieži
595,feucht::A,ಒದ್ದೆಯಾದ,vlhký
596,feucht::A,ಒದ್ದೆಯಾದ,zvlhnutý
597,nass::A,ಒದ್ದೆಯಾದ,mokrý
598,trocken::A,ಶುಷ್ಕ,suchý
599,voll::A,ತುಂಬಿದ,plný
600,leer::A,ಖಾಲಿ,prázdny
601,offen::A,ಮುಚ್ಚಲ್ಲದ,otvorený
602,geschlossen::A,ಮುಚ್ಚಿದ,zavretý
603,sauber::A,ಶುದ್ಧ,čistý
604,schmutzig::A,ಅಶುದ್ಧ,špinavý
605,roh::A,ಹಸಿ,surový
606,reif::A,ಹಣ್ಣಾದ,zrelý
607,lecker::A,ಗುಚಿಕರ,chutný
608,süß::A,ಸಿಹಿ,sladký
609,bitter::A,ಕಹಿ,horký
610,sauer::A,ಹುಳಿಯಾದ,kyslý
611,hell::A,ಹೊಳೆಯುವ,jasný
612,hell::A,ಹೊಳೆಯುವ,svetlý
613,dunkel::A,ಮಬ್ಬಾದ,temný
614,schwarz::A,ಕಪ್ಪು,čierny
615,weiß::A,ಬಿಳಿಯ,biely
616,rot::A,ಕೆಂಪು,červený
617,gelb::A,ಹಳದಯ,žltý
618,blau::A,ನೀಲ,modrý
619,blau::A,ನೀಲ,belasý
620,grün::A,ಕಾಯಾದ,zelený
621,grau::A,ಬೂದುಬಣ್ಣದ,šedý
622,bunt::A,ವರ್ಣರಂಜಿತ,pestrý
623,billig::A,ಅಗ್ಗ,lacný
624,teuer::A,ದುಬಾರಿಯಾದ,drahý
625,wertvoll::A,ಅಮೂಲ್ಯ,cenný
626,blind::A,ಅಂಧ,slepý
627,taub::A,ಕಿವುಡಾದ,hluchý
628,kräftig::A,ಪ್ರಬಲ,silný
629,stark::A,ಶಕ್ತಿವಂತ,silný
630,schwach::A,ದುರ್ಬಲ,slabý
631,schwach::A,ದುರ್ಬಲ,bezvládny
632,fett::A,ಕೊಬ್ಬಿದ,tučný
633,schlank::A,ತೆಳ್ಳಗಿನ,štíhly
634,hübsch::A,ಅಂದವಾದ,šumný
635,hübsch::A,ಅಂದವಾದ,švárny
636,böse::A,ಕೆಟ್ಟ,zlý
637,dumm::A,ಮಂದ,hlúpy
638,faul::A,ಆಲಸ,lenivý
639,fleißig::A,ಕಡಗುವ,snaživý
640,fleißig::A,ಕಡಗುವ,usilovný
641,geizig::A,ಜುಗ್ಗ,skupý
642,geizig::A,ಜುಗ್ಗ,lakomý
643,klug::A,ಚತುರ,múdry
644,klug::A,ಚತುರ,bystrý
645,geschickt::A,ದಕ್ಷ,zručný
646,geschickt::A,ದಕ್ಷ,šikovný
647,lieb::A,ಪ್ರಿಯ,milý
648,lustig::A,ಖುಷಿಯಾದ,veselý
649,sanft::A,ಸೌಮ್ಯ,nežný
650,hungrig::A,ಹಸಿದ,lačný
651,hungrig::A,ಹಸಿದ,hladný
652,krank::A,ಅಸ್ವಸ್ಥ,chorý
653,krank::A,ಅಸ್ವಸ್ಥ,nemocný
654,nackt::A,ನಗ್ನ,nahý
655,traurig::A,ದುಃಖಿತ,smutný
656,lebendig::A,ಜೀವಂತ,živý
657,gut::A,ಒಳ್ಳೆಯ,dobrý
658,schlecht::A,ದುಷ್ಟ,zlý
659,richtig::A,ಸರಿ,správny
660,schlimm::A,ಅಸಹ್ಯ,zlý
661,schlimm::A,ಅಸಹ್ಯ,nepríjemný
662,wahr::A,ನಿಜ,pravý
663,wahr::A,ನಿಜ,pravdivý
664,alt::A,ಮುದಿ,starý
665,neu::A,ಹೊಸ,nový
666,ehemalig::A,ಮಾಜೀ,bývalý
667,alt[Lebewesen]::A,ವೃದ್ಧ,starý
668,jung::A,ಎಳ,mladý
669,arm::A,ಬಡ,chudobný
670,reich::A,ಶ್ರೀಮಂತ,bohatý
671,bekannt::A,ಅಪ್ತ,známy
672,berühmt::A,ಪ್ರಸಿದ್ಧ,slávny
673,berühmt::A,ಪ್ರಸಿದ್ಧ,povestný
674,fremd::A,ಪರಕೀಯ,cudzí
675,verschieden::A,ಬೇರೆ,rôzny
676,verschieden::A,ಬೇರೆ,rozličný
677,nah::A,ಹತ್ತಿರವಾದ,blízky
678,fern::A,ದೂರದ,ďaleký
679,linker::A,ಎಡ,ľavý
680,rechter::A,ಬಲ,pravý
681,anderer::A,ಇತರ,iný
682,anderer::A,ಇತರ,druhý
683,erster::A,ಪ್ರಥಮ,prvý
684,zweiter::A,ದ್ವಿತೀಯ,druhý
685,dritter::A,ಮೂರನೆಯಜಗತ್ತು,tretí
686,letzter::A,ಅಂತ್ಯ,ostatný
687,letzter::A,ಅಂತ್ಯ,posledný
688,allein::ADV,ಒಬ್ಬನೇ,sám
689,auf einmal::ADV,ಒಡನೆ,zároveň
690,zusammen::ADV,ಒಟ್ಟಿಗೆ,spolu
691,zusammen::ADV,ಒಟ್ಟಿಗೆ,spoločne
692,lange::ADV,ದೀರ್ಘ,dlho
693,plötzlich::ADV,ಅನಾಮತ್ತು,náhle
694,sofort::ADV,ಜಾಗ್ರತೆ,hneď
695,sofort::ADV,ಜಾಗ್ರತೆ,ihneď
696,später::ADV,ತರುವಾಯ,neskoršie
697,jetzt::ADV,ಈಗ,teraz
698,heute::ADV,ಇಂದು,dnes
699,morgen::ADV,ನಾಳೆ,zajtra
700,bald::ADV,ಬೇಗ,skoro
701,dann::ADV,ಆಗ,nato
702,dann::ADV,ಆಗ,potom
703,gestern::ADV,ನಿನ್ನೆ,včera
704,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,kedysi
705,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,niekedy
706,damals::ADV,ಆಗ,vtedy
707,danach::ADV,ಆಮೇಲೆ,potom
708,danach::ADV,ಆಮೇಲೆ,podľa toho
709,vorher::ADV,ಮುಂಚೆ,napred
710,vorher::ADV,ಮುಂಚೆ,predtým
711,zuerst::ADV,ಮೊದಲಿಗೆ,najprv
712,einmal::ADV,ಒಮ್ಮೆ,raz
713,einmal::ADV,ಒಮ್ಮೆ,jedenkrát
714,manchmal::ADV,ಆಗಾಗ,občas
715,manchmal::ADV,ಆಗಾಗ,niekedy
716,oft::ADV,ಅನೇಕಸಲ,často
717,immer::ADV,ಯಾವಾಗಲೂ,vždy
718,immer::ADV,ಯಾವಾಗಲೂ,ustavične
719,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,nikdy
720,hier::ADV,ಇಲ್ಲಿ,tu
721,hierhin::ADV,ಇತ್ತ,sem
722,hierhin::ADV,ಇತ್ತ,tade
723,von hier::ADV,ಇಲ್ಲಿಂದ,odtiaľto
724,dort::ADV,ಅಲ್ಲಿ,tam
725,dorthin::ADV,ಅಲ್ಲಿಗೆ,ta
726,dorthin::ADV,ಅಲ್ಲಿಗೆ,tam
727,geradeaus::ADV,ಸೀದಾ,rovno
728,geradeaus::ADV,ಸೀದಾ,priamo
729,vorwärts::ADV,ಮುನ್ನೆಡೆವ,napred
730,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,nazad
731,zurück::ADV,ಹಿಂದಕ್ಕೆ,späť
732,zurück::ADV,ಹಿಂದಕ್ಕೆ,naspäť
733,unten::ADV,ಕೆಳಗೆ,dolu
734,unten::ADV,ಕೆಳಗೆ,naspodku
735,hinab::ADV,ಕೆಳಕ್ಕೆ,dolu
736,oben::ADV,ಮೇಲೆ,hore
737,oben::ADV,ಮೇಲೆ,navrchu
738,hinauf::ADV,ಮೇಲಕ್ಕೆ,hore
739,hinauf::ADV,ಮೇಲಕ್ಕೆ,navrch
740,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,všade
741,nicht::ADV,ಇಲ್ಲ,nie
742,nicht::ADV,ಅಲ್ಲ,nie
743,ein wenig::ADV,ತುಸು,trocha
744,kaum::ADV,ಕಠಿನವಾಗಿ,ledva
745,sehr::ADV,ಬಹು,veľmi
746,so::ADV,ಅಷ್ಟು,tak
747,so::ADV,ಅಷ್ಟು,takto
748,noch::ADV,ಇನ್ನು,ešte
749,nur::ADV,ಕೇವಲ,len
750,schon::ADV,ಆಗಲೇ,už
751,wieder::ADV,ಪುನಃ,zasa
752,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,márne
753,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,nadarmo
754,vor::PRP,ಮುಂದೆ,pred
755,hinter::PRP,ಹಿಂದ,za
756,unter::PRP,ಕೆಳ,pod
757,durch::PRP,ನೇರವಾಗಿ,cez
758,neben::PRP,ಅಧರ ಬಲಿಕ,pri
759,neben::PRP,ಅಧರ ಬಲಿಕ,vedľa
760,zwischen::PRP,ನಡುವೆ,medzi
761,wegen::PRP,ಅಧಕ್ಕಗಿ,pre
762,wegen::PRP,ಅಧಕ್ಕಗಿ,kvôli
763,dies::PRN,ಈ,to
764,dies::PRN,ಈ,táto
765,das::PRN,ಅದು,to
766,alles::PRN,ಎಲ್ಲ,všetko
767,ich::PRN,ನಾನು,ja
768,du::PRN,ನೀನು,ty
769,er::PRN,ಅವನು,on
770,er::PRN,ಇವನು,on
771,wir::PRN,ನಾವು,my
772,ihr::PRN,ನೀವು,vy
773,sie::PRN,ಅವರು,oni
774,was::FPRN,ಏನು,čo
775,wer::FPRN,ಯಾರಿಗೆ,kto
776,wo::FADV,ಎಲ್ಲಿ,kde
777,wohin::FADV,ಎಲ್ಲಿಗೆ,kam
778,wie::FADV,ಹೇಗೆ,ako
779,warum::FADV,ಏಕೆ,prečo
780,wieviel::FNUM,ಎಷ್ಟು,koľko
781,eins::NUM,ಒಂದು,jeden
782,zwei::NUM,ಎರಡು,dva
783,drei::NUM,ಮೂರು,tri
784,vier::NUM,ನಾಲ್ಕು,štyri
785,fünf::NUM,ಅಯ್ದು,päť
786,sechs::NUM,ಆರು,šesť
787,sieben::NUM,ಏಳು,sedem
788,acht::NUM,ಎಂಟು,osem
789,neun::NUM,ಒಂಭಬತ್ತು,deväť
790,zehn::NUM,ಹತ್ತು,desať
791,elf::NUM,ಹನ್ನೊಂದು,jedenásť
792,zwölf::NUM,ಹನ್ನೆರಡು,dvanásť
793,zwanzig::NUM,ಇಪ್ಪತ್ತು,dvadsať
794,dreißig::NUM,ಮೂವತ್ತು,tridsať
795,vierzig::NUM,ನಲವತ್ತು,štyridsať
796,fünfzig::NUM,ಐವತ್ತು,päťdesiat
797,sechzig::NUM,ಅರುವತ್ತು,šesťdesiat
798,siebzig::NUM,ಎಪ್ಪತ್ತು,sedemdesiat
799,achtzig::NUM,ಎಂಬತ್ತು,osemdesiat
800,neunzig::NUM,ತೊಂಬತ್ತು,deväťdesiat
801,hundert::NUM,ನೂರು,sto
802,tausend::NUM,ಸಾವಿರ,tisíc
803,und::CNJ,ಮತ್ತು,i
804,oder::CNJ,ಅಥವಾ,alebo
805,stehen::V,ನಿಲ್ಲು,stáť
806,sitzen::V,ಕುಳ್ಳಿರು,sedieť
807,liegen::V,ಮಲಗಿಕೊ,ležať
808,hängen::V,ಇಳಿಯಬಿಡು,visieť
809,werden::V,ಆಗು,stať sa
810,passieren::V,ಆಗು,stať sa
811,beginnen::V,ಆರಂಭಿಸು,začať sa
812,enden::V,ಕೊನೆಗಾಣು,končiť sa
813,wechseln::V,ಮಾರ್ಪಡಿಸು,meniť sa
814,aufgehen[Sonne]::V,ಮೂಡು,vychádzať
815,untergehen[Sonne]::V,ಮುಳುಗು,zapadnúť
816,scheinen[Sonne]::V,ಹೊಳೆ,svietiť
817,donnern::V,ಗುಡುಗಾಗು,hrmieť
818,wehen::V,ತೀಡು,viať
819,strömen::V,ಹರಿ,prúdiť
820,fließen::V,ಹರಿ,tiecť
821,sich drehen::V,ಸುತ್ತು,točiť sa
822,sich drehen::V,ಸುತ್ತು,krútiť sa
823,schwanken::V,ಓಲಾಡು,kolísať
824,schwanken::V,ಓಲಾಡು,klátiť sa
825,schwingen::V,ತೂಗು,kývať sa
826,schwingen::V,ತೂಗು,chvieť sa
827,fallen::V,ಉದುರು,padať
828,brennen::V,ಉರಿ,páliť
829,brennen::V,ಉರಿ,horieť
830,rauchen::V,ಹೊಗೆಬಿಡು,dymiť sa
831,regnen::V,ಸುರಿ,pršať
832,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,zamrznút
833,tauen::V,ಬೆಚ್ಚಗಾಗು,taviť sa
834,schmelzen::V,ಕರಗು,taviť sa
835,trocknen::V,ಒಣಗು,schnúť
836,sieden::V,ಕುದಿ,vrieť
837,faulen::V,ಕೊಳೆ,hniť
838,verfaulen::V,ನಶಿಸು,zhniť
839,reißen::V,ಒಡೆ,pretrhnúť sa
840,versinken::V,ಮುಳುಗು,zapadnúť
841,versinken::V,ಮುಳುಗು,potopiť sa
842,vergehen::V,ಸಾಗು,plynúť
843,erscheinen::V,ತೋರು,objaviť sa
844,verschwinden::V,ಮಾಯವಾಗು,zmiznúť
845,sinken::V,ಕುಸಿ,klesať
846,abnehmen::V,ತಗ್ಗು,ubúdať
847,zunehmen::V,ಬೆಳೆ,pribúdať
848,steigen::V,ಉಬ್ಬು,stúpať
849,wachsen::V,ಬೆಳೆ,rásť
850,glänzen::V,ಮಿರುಗು,jagať sa
851,glänzen::V,ಮಿರುಗು,lesknúť sa
852,funkeln::V,ಮಿನುಗು,iskriť sa
853,lärmen::V,ಶಬ್ದ ಮಾಡಲು,lomoziť
854,läuten::V,ಬಾರಿಸು,cengať
855,klingeln::V,ಅನುರಣಿಸು,zvoniť
856,klirren::V,ಕಿಣಿಕಿಣಿಸು,rinčať
857,brausen::V,ಅಬ್ಬರಿಸು,hučať
858,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,šumieť
859,klingen::V,ಉಸಿರು,znieť
860,klingen::V,ಉಸಿರು,zvoniť
861,bellen::V,ಬಗುಳು,štekať
862,bellen::V,ಬಗುಳು,brechať
863,heulen::V,ಅರಚು,vyť
864,blasen::V,ಗಾಳಿ ಊದು,duť
865,blasen::V,ಗಾಳಿ ಊದು,fúkať
866,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,pískať
867,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,hvízdať
868,schreien::V,ಕರೆ,kričať
869,stöhnen::V,ನರಳು,stenať
870,zittern::V,ನಡುಗು,triasť sa
871,leben::V,ಇರು,žiť
872,geboren werden::V,ಉಂಟಾಗು,narodiť sa
873,atmen::V,ಉಸಿರು,dýchať
874,trinken::V,ಕುಡಿ,piť
875,essen::V,ತಿನ್ನು,jesť
876,schlucken::V,ನುಂಗು,zhltnuť
877,müde werden::V,ಬಳಲು,unaviť sa
878,einschlafen::V,ನಿದ್ಧೆಹೋಗು,usnúť
879,einschlafen::V,ನಿದ್ಧೆಹೋಗು,zaspať
880,schlafen::V,ನಿದ್ರಿಸು,spať
881,aufwachen::V,ಏಳು,zobudiť sa
882,aufstehen::V,ಏಳು,vstať
883,sich erholen::V,ಸುಧಾರಿಸು,zotavovať sa
884,sich erholen::V,ಸುಧಾರಿಸು,oddýchovať si
885,krank werden::V,ಬೇನೆಬೀಳು,ochorieť
886,krank sein::V,ಕೆಟ್ಟ ಎಂದು,chorieť
887,krank sein::V,ಕೆಟ್ಟ ಎಂದು,byť chorý
888,schmerzen::V,ಕಚ್ಚು,bolieť
889,husten::V,ಕೆಮ್ಮು,kašľať
890,genesen::V,ಮತ್ತೆಹೊದಿಸು,uzdraviť sa
891,sterben::V,ಮೃತಪಡು,umrieť
892,sterben::V,ಮೃತಪಡು,zomrieť
893,umkommen::V,ಹಾಳಾಗು,zahynúť
894,sich bewegen::V,ಚಲಿಸು,pohybovať sa
895,sich rühren::V,ಕದಲು,hnúť sa
896,sich erheben::V,ಏಳು,zdvihnúť sa
897,sich setzen::V,ಕೂರು,sadnúť si
898,hinfallen::V,ಬೀಳು,spadnúť
899,laufen::V,ನಡೆ,bežať
900,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,kráčať
901,spazierengehen::V,ವಿಹರಿಸು,prechádzať sa
902,eilen::V,ಮುನ್ನುಗ್ಗು,súriť
903,sich beeilen::V,ಆತುರಪಡು,ponáhľať sa
904,sausen::V,ಒಗೆ,hučať
905,rennen::V,ಓಡು,bežať
906,springen::V,ಜಿಗಿ,skákať
907,klettern::V,ಏರು,liezť
908,schaukeln::V,ತೂಗು,húpať
909,schaukeln::V,ತೂಗು,hojdať
910,kriechen::V,ತೆವಳು,liezť
911,kriechen::V,ತೆವಳು,plaziť sa
912,schwimmen::V,ಈಜು,plávať
913,tauchen::V,ಕೆಳಗಿಳಿ,ponoriť sa
914,rudern::V,ಸಾಗಿಸು,veslovať
915,fahren::V,ನಡೆಸು,ísť
916,fahren::V,ನಡೆಸು,jazdiť
917,fliegen::V,ಹಾರು,letieť
918,gehen::V,ಹೋಗು,ísť
919,weggehen::V,ಹೊರಡು,odísť
920,weggehen::V,ಹೊರಡು,odchádzať
921,abfahren::V,ತೆರಳು,odcestovať
922,anhalten::V,ನಿಲ್ಲು,zadržať sa
923,anhalten::V,ನಿಲ್ಲು,zastaviť sa
924,hineingehen::V,ಒಳಹೊಗು,vchádzať
925,eintreten::V,ಒಳಹೊಗು,vojsť
926,eintreten::V,ಒಳಹೊಗು,vstúpiť
927,kommen::V,ಬರು,prísť
928,ankommen::V,ಬರು,prísť
929,ankommen::V,ಬರು,doraziť
930,zurückkommen::V,ಹಿಂದಿರುಗು,vrátiť sa
931,bleiben::V,ಇರು,ostať
932,bleiben::V,ಇರು,zostať
933,warten::V,ಇರು,čakať
934,erwarten::V,ನಿರೀಕ್ಷಿಸು,očakávať
935,suchen::V,ಹುಡುಕು,hľadať
936,finden::V,ಕಂಡುಕೊ,nájsť
937,versuchen::V,ಪ್ರಯತ್ನಿಸು,skúsiť
938,versuchen::V,ಪ್ರಯತ್ನಿಸು,pokúsiť sa
939,vorbereiten::V,ಸಿದ್ಧವಾಗು,pripraviť
940,lieben::V,ಪ್ರೀತಿಸು,ľúbiť
941,lieben::V,ಪ್ರೀತಿಸು,milovať
942,mögen::V,ಇಷ್ಟಪಡು,mať rád
943,lachen::V,ನಗು,smiať sa
944,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,dojať
945,weinen::V,ಅಳು,plakať
946,schimpfen::V,ಗೊಣಗು,nadávať
947,sich ärgern::V,ಗಣಗಾಡು,hnevať sa
948,sich ärgern::V,ಗಣಗಾಡು,zlostiť sa
949,sich fürchten::V,ನಡುಗು,báť sa
950,fürchten::V,ಹೆದರು,báť sa
951,fliehen::V,ಓಡಿಹೋಗು,utekať
952,flüchten::V,ಪಾರಾಗು,utiecť
953,sehen::V,ಕಾಣು,vidieť
954,anschauen::V,ನೋಡು,pozrieť sa na
955,ansehen::V,ನಿರೀಕ್ಷಿಸು,pozrieť
956,hören::V,ಕೇಳು,počúvať
957,zuhören::V,ಆಲಿಸು,počúvať
958,probieren::V,ರುಚಿ ನೋಡು,ochutnať
959,riechen::V,ಮೂಸು,ňuchať
960,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,cítiť
961,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,pociťovať
962,scheinen::V,ತೋರು,zdať sa
963,zu sehen sein::V,ಕಾಣಿಸು,byť vidieť
964,vernehmen::V,ಕೇಳು,počuť
965,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,mrznúť
966,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,oziabať
967,tun::V,ಮಾಡು,robiť
968,können::V,ಮಾಡಬಲ್ಲ,môcť
969,wollen::V,ಬಯಸು,chcieť
970,anfangen::V,ಪ್ರಾರಂಭಿಸು,začať
971,beenden::V,ನಿಲ್ಲಿಸು,skončiť
972,aufhören::V,ಮುಗಿಸು,prestať
973,gelingen::V,ಯಶಸ್ವಿಯಾಗು,podariť sa
974,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,dariť sa
975,öffnen::V,ತೆರೆ,otvoriť
976,schließen::V,ಮುಚ್ಚು,zavrieť
977,stellen::V,ಇಕ್ಕು,postaviť
978,setzen::V,ಇಡು,posadiť
979,legen::V,ಇಡು,klásť
980,legen::V,ಇಡು,položiť
981,berühren::V,ತಾಕು,dotykať sa
982,verbinden::V,ಕೂಡಿಸು,spojiť
983,bedecken::V,ಮುಚ್ಚು,pokryť
984,aufhängen::V,ತೂಗುಹಾಕು,zavesiť
985,anzünden::V,ಹತ್ತಿಸು,zapáliť
986,aufheben::V,ಆಯಿ,zdvihnúť
987,zurücklassen::V,ಬಿಡು,zanechať
988,verlieren::V,ಕಳೆ,stratiť
989,fallen lassen::V,ಬೀಳಿಸು,pustiť
990,machen::V,ಮಾಡು,robiť
991,herstellen::V,ತಯಾರಿಸು,vyrobiť
992,bauen::V,ಕಟ್ಟು,stavať
993,bauen::V,ಕಟ್ಟು,budovať
994,reparieren::V,ಸರಿಪಡಿಸು,opraviť
995,verbessern::V,ತಿದ್ದು,zlepšiť
996,ändern::V,ಬದಲಾಯಿಸು,zmeniť
997,ändern::V,ಬದಲಾಯಿಸು,preinačiť
998,graben::V,ಅಗೆ,ryť
999,graben::V,ಅಗೆ,kopať
1000,beugen::V,ಬಗ್ಗಿಸು,ohnúť
1001,biegen::V,ಬಗ್ಗಿಸು,ohnúť
1002,drehen::V,ತಿರುಗು,točiť
1003,drehen::V,ತಿರುಗು,krútiť
1004,wenden::V,ತಿರುಗು,obrátiť
1005,wenden::V,ತಿರುಗು,prevrátiť
1006,umdrehen::V,ತಿರುಗಿಸು,otočiť
1007,umdrehen::V,ತಿರುಗಿಸು,obrátiť
1008,heben::V,ಎತ್ತು,dvíhať
1009,heben::V,ಎತ್ತು,povzniesť
1010,hochheben::V,ಎತ್ತು,zdvihnúť
1011,ergreifen::V,ಆಕ್ರಮಿಸು,uchopiť sa
1012,halten::V,ಹಿಡಿ,držať
1013,drücken::V,ಒತ್ತು,tisnúť
1014,schieben::V,ನೂಕು,posunovať
1015,kratzen::V,ತರಚಿಕೊಳ್ಳು,škrabať
1016,lecken::V,ನೆಕ್ಕು,lízať
1017,beißen::V,ಕಚ್ಚು,kúsať
1018,abreißen::V,ಹರಿ,odtrhnúť
1019,abschneiden::V,ಕತ್ತರಿಸು,odrezať
1020,abschneiden::V,ಕತ್ತರಿಸು,odkrojiť
1021,binden::V,ಕಟ್ಟು,zaviazať
1022,binden::V,ಕಟ್ಟು,priviazať
1023,stecken::V,ಸಿಕ್ಕಿಸು,strčiť
1024,brechen::V,ಮುರಿ,zlomiť
1025,klopfen::V,ತಟ್ಟು,tĺcť
1026,klopfen::V,ತಟ್ಟು,klopať
1027,hauen::V,ಹೊಡೆ,nabiť
1028,kleben::V,ಅಂಟಿಸು,lepiť
1029,kleben::V,ಅಂಟಿಸು,nalepiť
1030,reiben::V,ಉಜ್ಜು,trieť
1031,streichen::V,ಹರಡು,namazať
1032,schleifen::V,ಮಸೆ,ostríť
1033,schneiden::V,ಕತ್ತರಿಸು,rezať
1034,schneiden::V,ಕತ್ತರಿಸು,strihať
1035,rütteln::V,ಕುಲುಕಿಸು,triasť
1036,rütteln::V,ಕುಲುಕಿಸು,lomcovať
1037,schütteln::V,ಅಲುಗಿಸು,triasť
1038,schütteln::V,ಅಲುಗಿಸು,potriasť
1039,schwenken::V,ತೂಗಾಡು,mávať
1040,schütten::V,ಎರೆ,sypať
1041,füllen::V,ತುಂಬಿಸು,plniť
1042,einwickeln::V,ಹೊದಿಸು,zabaliť
1043,tragen::V,ಹೊರು,niesť
1044,schleppen::V,ಜಗ್ಗು,vliecť
1045,ziehen::V,ಎಳೆ,ťahať
1046,aufbewahren::V,ಇಟ್ಟುಕೊ,uložiť
1047,aufbewahren::V,ಇಟ್ಟುಕೊ,uschovať
1048,werfen::V,ಎಸೆ,hodiť
1049,werfen::V,ಎಸೆ,vrhnúť
1050,fangen::V,ಹಿಡಿ,chytať
1051,packen::V,ಸೆಳೆ,baliť
1052,packen::V,ಸೆಳೆ,chytiť
1053,verstecken::V,ಮುಚ್ಚಿಡು,skryť
1054,verstecken::V,ಮುಚ್ಚಿಡು,schovať
1055,teilen::V,ವಿಭಜಿಸು,podeliť
1056,teilen::V,ವಿಭಜಿಸು,rozdeliť
1057,schicken::V,ಕಳುಹಿಸು,posielať
1058,bringen::V,ತರು,priniesť
1059,hinzufügen::V,ಕೂಡಿಸು,pripojiť
1060,bekommen::V,ಸಂಪಾದಿಸು,dostať
1061,erhalten::V,ಪಡೆ,prijať
1062,nehmen::V,ಹಿಡಿ,vziať
1063,wählen::V,ಆರಿಸು,voliť
1064,auswählen::V,ಆಯಿ,vybrať
1065,auswählen::V,ಆಯಿ,vyvoliť
1066,bewahren::V,ರಕ್ಷಿಸಿಡು,zachovať
1067,behindern::V,ಅಡ್ಡಿಮಾಡು,zavadzať
1068,behindern::V,ಅಡ್ಡಿಮಾಡು,byť v ceste
1069,verderben::V,ಕೆಡಿಸು,skaziť
1070,beschädigen::V,ಹಾಳುಮಾಡು,ublížiť
1071,beschädigen::V,ಹಾಳುಮಾಡು,poškodiť
1072,zerbrechen::V,ಮುರಿ,rozbiť
1073,zerbrechen::V,ಮುರಿ,prelomiť
1074,zerreißen::V,ಸೀಳು,pretrhnúť
1075,zerstören::V,ಅಳಿಸು,zničiť
1076,verbrennen::V,ಸುಡು,spáliť
1077,geben::V,ಕೊಡು,dať
1078,reichen::V,ಕೊಡು,podať
1079,schenken::V,ಅರ್ಪಿಸು,darovať
1080,versprechen::V,ವಾಗ್ದಾನಮಾಡು,sľúbiť
1081,wünschen::V,ಬಯಸು,želať
1082,loben::V,ಹೊಗಳು,chváliť
1083,küssen::V,ಚುಂಬಿಸು,bozkať
1084,wiegen::V,ತೂಗು,kolísať
1085,zudecken::V,ಹಾಸು,prikryť
1086,wecken::V,ಎಬ್ಬಿಸು,zobudiť
1087,zeigen::V,ತೋರಿಸು,ukázať
1088,führen::V,ದಾರಿತೋರಿಸು,viesť
1089,lehren::V,ಕಲಿಸು,učiť
1090,unterrichten::V,ಬೋಧಿಸು,vyučovať
1091,aufziehen::V,ಸಲಹು,vychovať
1092,leiten::V,ಮುಂದಾಳಾಗಿರು ,viesť
1093,antreiben::V,ಓಡಿಸು,popudiť
1094,lassen::V,ಮಾಡಲುಬಿಡು,dať
1095,einladen::V,ಆಹ್ವಾನಿಸು,pozvať
1096,einladen::V,ಆಹ್ವಾನಿಸು,povolať
1097,vereinigen::V,ಒಂದಾಗು,spojiť
1098,vereinigen::V,ಒಂದಾಗು,zjednotiť
1099,besuchen::V,ಭೇಟಿಯಾಗು,navštíviť
