,Concept_ID,hi,he
243,Eichhörnchen::N,गिलहरी,סנאי
244,Elch::N,एल्क,דישון
245,Fuchs::N,लोमड़ी,שועל
246,Hase::N,खरहा,ארנב
247,Hase::N,ख़रगोश,ארנב
248,Maus::N,मूष,עכבר
249,Maus::N,चूहा,עכבר
250,Wolf::N,वृक,זאב
251,Wolf::N,भेड़िया,זאב
252,Vogel::N,पक्षी,צפור
253,Vogel::N,चिड़िया,צפור
254,Schwarm::N,झुंड,נחיל
255,Schwarm::N,झुंड,להקה
256,Huhn::N,मुर्ग़ी,תרנגלת
257,Hahn::N,मुर्ग़ा,תרנגול
258,Gans::N,हंस,אוז
259,Gans::N,हंसिनी,אוז
260,Adler::N,उक़ाब,עיט
261,Ente::N,बतख़,ברוז
262,Ente::N,बत्तक,ברוז
263,Eule::N,उल्लू,ינשוף
264,Kranich::N,सारस,עגור
265,Kranich::N,सारस,כרוכיה
266,Kranich::N,क्रौंंच,עגור
267,Kranich::N,क्रौंंच,כרוכיה
268,Krähe::N,काक,עורב
269,Kuckuck::N,कोयल,קוקיה
270,Kuckuck::N,कोकिल,קוקיה
271,Schwan::N,हंस,ברבור
272,Schwan::N,मराल,ברבור
273,Fisch::N,मछली,דג
274,Fisch::N,मत्स्य,דג
275,Barsch::N,पर्च,אוקונוס
276,Hecht::N,पाइक,זאב הים
277,Schlange[Tier]::N,सर्प,נחש
278,Wurm::N,कृमि,תולעת
279,Wurm::N,कीड़ा,תולעת
280,Spinne::N,लूता,עכביש
281,Spinne::N,मकड़ी,עכביש
282,Ameise::N,चींटी,נמלה
283,Laus::N,जूँ,כנה
284,Mücke::N,डाँस,יתוש
285,Fliege::N,मक्खी,זבוב
286,Fliege::N,मक्षिका,זבוב
287,Schmetterling::N,तितली,פרפר
288,Beere::N,बेरी,ענבה
289,Apfel::N,सेब,תפוח
290,Pilz::N,खुंबी,פטריה
291,Zwiebel::N,प्याज़,בצל
292,Saat::N,बीज,זרעים
293,Korn::N,दाना,גרעין
294,Heu::N,मूखी घास,חציר
295,Schale::N,बकला,קלפה
296,Schale::N,छिलका,קלפה
297,Grube::N,गड्ढा,בור
298,Grube::N,गड्ढा,שוחה
299,Falle::N,जाल,מלכדת
300,Falle::N,फँदा,מלכדת
301,Schlinge::N,फँदा,לולאה
302,Spur::N,सुराग़,עקבה
303,Spur::N,पद-चिह्न,עקבה
304,Asche::N,राख,אפר
305,Dreck::N,मैल,זהמה
306,Dreck::N,गंदगी,זהמה
307,Eisen::N,लोहा,ברזל
308,Gold::N,सोना,זהב
309,Gold::N,स्वर्ण,זהב
310,Silber::N,रजत,כסף
311,Silber::N,चाँदी,כסף
312,Kohle::N,कोयला,פחם
313,Glas::N,काँच,זכוכית
314,Lehm::N,चिकनी मिट्टी,חרסית
315,Sand::N,रेत,חול
316,Sand::N,बालू,חול
317,Mensch::N,मानव,אדם
318,Mensch::N,इनसान,אדם
319,Mensch::N,मनुष्य,אדם
320,Mann::N,आदमी,איש
321,Mann::N,आदमी,גבר
322,Mann::N,पुरुष,איש
323,Mann::N,पुरुष,גבר
324,Frau::N,औरत,אשה
325,Frau::N,औरत,גברת
326,Frau::N,महिला,אשה
327,Frau::N,महिला,גברת
328,Frau::N,स्त्री,אשה
329,Frau::N,स्त्री,גברת
330,Kind::N,बाल,ילד
331,Kind::N,बच्चा,ילד
332,Junge::N,लड़का,ילד
333,Mädchen::N,लड़की,נערה
334,Mädchen::N,कुमारी,נערה
335,Familie::N,परिवार,משפחה
336,Großvater::N,दादा,סבא
337,Großmutter::N,नानी,סבתא
338,Eltern::N,माँ-बाप,הורים
339,Eltern::N,माता-पिता,הורים
340,Vater::N,बाप,אב
341,Vater::N,पिता,אב
342,Mutter::N,माँ,אם
343,Mutter::N,माता,אם
344,Sohn::N,बेटा,בן
345,Sohn::N,पुत्र,בן
346,Tochter::N,बेटी,בת
347,Tochter::N,पुत्री,בת
348,Bruder::N,भाई,אח
349,Bruder::N,भ्राता,אח
350,Schwester::N,बहन,אחות
351,Schwester::N,भगिनी,אחות
352,Onkel::N,ताऊ,דוד
353,Onkel::N,काका,דוד
354,Tante::N,बूआ,דודה
355,Tante::N,फूफी,דודה
356,Tante::N,ख़ाला,דודה
357,Ehemann::N,पति,איש
358,Ehemann::N,पति,בעל
359,Ehemann::N,शौहर,איש
360,Ehemann::N,शौहर,בעל
361,Ehefrau::N,बीवी,אשה
362,Freude::N,आनंद,שמחה
363,Freude::N,प्रसन्नता,שמחה
364,Gelächter::N,हँसी,צחוק
365,Gelächter::N,क़हक़हा,צחוק
366,Glück::N,आनंद,אשר
367,Glück::N,ख़ुशी,אשר
368,Kummer::N,शोक,יגון
369,Kummer::N,शोक,עגמה
370,Kummer::N,दुःख,יגון
371,Kummer::N,दुःख,עגמה
372,Wunsch::N,इच्छा,אחול
373,Wunsch::N,इच्छा,משאלה
374,Wunsch::N,अभिलाषा,אחול
375,Wunsch::N,अभिलाषा,משאלה
376,Lust::N,चाह,חשק
377,Lust::N,चाह,תשוקה
378,Lust::N,कामना,חשק
379,Lust::N,कामना,תשוקה
380,Geist::N,जान,רוח
381,Geist::N,प्राण,רוח
382,Gedanke::N,विचार,מחשבה
383,Gedächtnis::N,याददाश्त,זכרון
384,Gedächtnis::N,स्मरण-शक्ति,זכרון
385,Verstand::N,समझ,שכל
386,Verstand::N,अक़्ल,שכל
387,Verstand::N,बुद्धि,שכל
388,Sinn::N,अर्थ,מובן
389,Sinn::N,अर्थ,משמעות
390,Grund::N,वजह,סבה
391,Grund::N,कारण,סבה
392,Wahrheit::N,सत्य,אמת
393,Wahrheit::N,सच्चाई,אמת
394,Gespräch::N,चर्चा,דיון
395,Gespräch::N,वार्ता,דיון
396,Gespräch::N,बात-चीत,דיון
397,Märchen::N,क़िस्सा,אגדה
398,Erzählung::N,कथा,ספור
399,Erzählung::N,कहानी,ספור
400,Nachricht::N,सूचना,ידיעה
401,Nachricht::N,समाचार,ידיעה
402,Neuigkeit::N,ख़बर,חדשה
403,Neuigkeit::N,समाचार,חדשה
404,Name::N,नाम,שם
405,Rätsel::N,पहेली,תעלומה
406,Rede::N,वचन,נאום
407,Rede::N,भाषण,נאום
408,Sprache::N,भाषा,לשון
409,Sprache::N,ज़बान,לשון
410,Stimme::N,स्वर,קול
411,Stimme::N,आवाज़,קול
412,Wort::N,शब्द,מלה
413,Wort::N,लफ़्ज़,מלה
414,Zeichen::N,निशान,סימן
415,Ruf::N,पुकार,קריאה
416,Ruf::N,आह्वान,קריאה
417,Lärm::N,शोर,רעש
418,Lärm::N,हुल्लड़,רעש
419,Laut::N,स्वर,הגה
420,Laut::N,ध्वनि,הגה
421,Ton::N,सुर,צליל
422,Ton::N,स्वर,צליל
423,Lied::N,गीत,שיר
424,Ruhe::N,आराम,שלוה
425,Ruhe::N,ख़ामोशी,שלוה
426,Leute::N,लोग,אנשים
427,Volk::N,क़ौम,עם
428,Volk::N,प्रजा,עם
429,Arbeit::N,काम,עבודה
430,Gast::N,अतिथि,אורח
431,Gast::N,मेहमान,אורח
432,Geschenk::N,उपहार,מתנה
433,Geschenk::N,तोहफ़ा,מתנה
434,Spiel::N,खेल,משחק
435,Spiel::N,क्रीड़ा,משחק
436,Gesellschaft::N,साथ,חברה
437,Hilfe::N,मदद,עזרה
438,Hilfe::N,सहायता,עזרה
439,Freund::N,मित्र,חבר
440,Freund::N,मित्र,ידיד
441,Kamerad::N,साथी,רע
442,Kamerad::N,कामरेड,רע
443,Angelegenheit::N,बात,ענין
444,Angelegenheit::N,मामला,ענין
445,Anzahl::N,तादाद,מספר
446,Anzahl::N,संख्या,מספר
447,Art::N,तरह,סוג
448,Art::N,क़िस्म,סוג
449,Stück::N,फाँक,חתיכה
450,Stück::N,टुकड़ा,חתיכה
451,Teil::N,भाग,פרק
452,Teil::N,हिस्सा,פרק
453,Hälfte::N,अर्धभाग,חצי
454,Kreis::N,चक्कर,מעגל
455,Kreuz::N,सलीब,צלב
456,Kreuz::N,क्रूस,צלב
457,Linie::N,लाइन,קו
458,Strich::N,लकीर,קו קצר
459,Abstand::N,अंतर,מרחק
460,Abstand::N,फ़ासला,מרחק
461,Entfernung::N,दूरी,מרחק
462,Entfernung::N,फ़ासला,מרחק
463,Gegend::N,इलाक़ा,נוף
464,Platz::N,जगह,שטח
465,Platz::N,स्थान,שטח
466,Ort::N,स्थल,אתר
467,Ort::N,स्थल,מקום
468,Ort::N,स्थान,אתר
469,Ort::N,स्थान,מקום
470,Seite::N,ओर,צד
471,Seite::N,तरफ़,צד
472,Mitte::N,बीच,אמצע
473,Mitte::N,मध्य,אמצע
474,Gegenstand::N,चीज़,אוביקט
475,Gegenstand::N,पदार्थ,אוביקט
476,Sache::N,चीज़,דבר
477,Sache::N,वस्तु,דבר
478,Rand::N,छोर,פרור
479,Rand::N,उपांत,פרור
480,Kante::N,कोर,קצה
481,Kante::N,किनारा,קצה
482,Ecke::N,कोना,פנה
483,Ecke::N,नुक्कड़,פנה
484,Spitze::N,नोक,קצה
485,Ende::N,छोर,סוף
486,Ende::N,सिरा,סוף
487,Loch::N,छेद,חר
488,Loch::N,सूराख़,חר
489,Winkel::N,कोण,פנה
490,Winkel::N,कोना,פנה
491,Muster::N,नमूना,תבנית
492,Muster::N,डिज़ाइन,תבנית
493,Größe::N,परिमाण,גדל
494,Größe::N,विस्तार,גדל
495,Länge::N,लंबाई,ארך
496,Höhe::N,ऊँचाई,קומה
497,Höhe::N,ऊँचाई,גבה
498,Höhe::N,उच्चता,קומה
499,Höhe::N,उच्चता,גבה
500,Gewicht::N,भार,משקל
501,Gewicht::N,वज़न,משקל
502,Menge::N,मात्रा,כמות
503,Haufen::N,ढेर,ערמה
504,Haufen::N,अंबार,ערמה
505,Reihe::N,क़तार,רצף
506,Reihe::N,पंक्ति,רצף
507,Boot::N,नाव,סירה
508,Boot::N,नौका,סירה
509,Ruder::N,चप्पू,משוט
510,Schlitten::N,बर्फ़-गाड़ी,מזחלת
511,Ski::N,स्की,מגלשים
512,Lagerfeuer::N,अलाव,מדורה
513,Lagerfeuer::N,कैंप-फ़ायर,מדורה
514,Last::N,भार,משא
515,Gang::N,चाल,הליכה
516,Schritt::N,डग,צעד
517,Schritt::N,क़दम,צעד
518,Norden::N,उत्तर,צפון
519,Süden::N,दक्खिन,דרום
520,Westen::N,पश्चिम,מערב
521,Osten::N,पूरब,מזרח
522,Holz::N,काठ,עץ
523,Holz::N,काष्ठ,עץ
524,Brett::N,पटरा,קרש
525,Brett::N,तख़्ता,קרש
526,Platte::N,फलक,לוח
527,Platte::N,तख़्ता,לוח
528,Stütze::N,टेक,משען
529,Stütze::N,थूनी,משען
530,Stange::N,छड़,מוט
531,Stange::N,बाँस,מוט
532,Stock::N,लाठी,מקל
533,Stab::N,लग्गा,מוט
534,Rohr::N,नल,צנור
535,Haus::N,घर,בית
536,Haus::N,मकान,בית
537,Heim::N,घर,בית
538,Heim::N,गृह,בית
539,Ofen::N,चूल्हा,תנור
540,Fußboden::N,फ़र्श,רצפה
541,Tisch::N,मेज़,שלחן
542,Stuhl::N,कुरसी,כסא
543,Wiege::N,पालना,ערש
544,Wiege::N,हिंडोला,ערש
545,Bett::N,खाट,מטה
546,Bett::N,पलंग,מטה
547,Regal::N,शेल्फ़,מדף
548,Kiste::N,पेटी,תבה
549,Kiste::N,पेटी,ארגז
550,Kiste::N,डिब्बा,תבה
551,Kiste::N,डिब्बा,ארגז
552,Fenster::N,खिड़की,חלון
553,Tür::N,द्वार,דלת
554,Tür::N,दरवाज़ा,דלת
555,Tor::N,फाटक,שער
556,Zaun::N,बाड़ा,גדר
557,Dach::N,छत,גג
558,Dach::N,छप्पर,גג
559,Leiter::N,सीढ़ी,סלם
560,Besen::N,झाड़ू,מטאטא
561,Besen::N,बुहारी,מטאטא
562,Spaten::N,कुदाल,את
563,Schaufel::N,बेलचा,את
564,Schaufel::N,फावड़ा,את
565,Gabel::N,काँटा,מזלג
566,Löffel::N,चम्मच,כף
567,Messer::N,छुरा,סכין
568,Messer::N,चाक़ू,סכין
569,Nagel::N,कील,מסמר
570,Nagel::N,मेख़,מסמר
571,Netz::N,जाल,רשת
572,Haken::N,अंकुश,וו
573,Haken::N,अंकुश,קרס
574,Griff::N,मूठ,ידית
575,Griff::N,हत्था,ידית
576,Schloss::N,ताला,מנעול
577,Bild::N,चित्र,תמונה
578,Figur::N,मूर्ति,פסל
579,Puppe::N,पुतली,בבה
580,Puppe::N,गुड़िया,בבה
581,Beutel::N,झोला,שק
582,Bündel::N,पुलिंदा,צרור
583,Tasche::N,बेग,שקית
584,Tasche::N,बस्ता,שקית
585,Eimer::N,बाल्टी,דלי
586,Deckel::N,ढक्कन,מכסה
587,Geschirr::N,बरतन-भाँड़े,כלים
588,Sack::N,बोरा,שק
589,Tasse::N,प्याला,ספל
590,Topf::N,देग़चा,סיר
591,Kessel::N,देग़,קנקן
592,Kessel::N,बटलोई,קנקן
593,Essen::N,खाना,אכל
594,Essen::N,खाना,ארוחה
595,Nahrung::N,भोजन,הזנה
596,Nahrung::N,भोजन,תזונה
597,Speise::N,खाना,מאכל
598,Speise::N,खाना,ארוחה
599,Speise::N,व्यंजन,מאכל
600,Speise::N,व्यंजन,ארוחה
601,Fleisch::N,मांस,בשר
602,Fleisch::N,गोश्त,בשר
603,Getreide::N,अनाज,דגן
604,Brei::N,भरता,מחית
605,Brei::N,दलिया,מחית
606,Brot::N,रोटी,לחם
607,Scheibe::N,कतला,עגול
608,Scheibe::N,कतला,פרוסה
609,Fett::N,वसा,שמן
610,Fett::N,चरबी,שמן
611,Butter::N,मक्खन,חמאה
612,Öl::N,तेल,שמן
613,Salz::N,नमक,מלח
614,Suppe::N,सूप,מרק
615,Suppe::N,शोरबा,מרק
616,Honig::N,शहद,דבש
617,Milch::N,दूध,חלב
618,Tee::N,चाय,תה
619,Leder::N,चमड़ा,עור
620,Wolle::N,ऊन,צמר
621,Stoff::N,कपड़ा,בד
622,Stoff::N,कपड़ा,אריג
623,Nadel::N,सूई,מחט
624,Faden::N,डोरा,חוט
625,Knopf::N,बटन,כפתור
626,Knopf::N,घुंडी,כפתור
627,Knoten::N,गाँठ,קשר
628,Knoten::N,गुत्थी,קשר
629,Farbe::N,रंग,צבע
630,Farbe::N,वर्ण,צבע
631,Kleidung::N,पहनावा,בגדים
632,Hemd::N,कुरता,חלצה
633,Hemd::N,क़मीज़,חלצה
634,Kragen::N,गरदनी,צוארון
635,Kragen::N,गरेबान,צוארון
636,Ärmel::N,आस्तीन,שרוול
637,Hose::N,पैंट,מכנסים
638,Hose::N,पतलून,מכנסים
639,Gürtel::N,पेटी,חגורה
640,Gürtel::N,मेखला,חגורה
641,Mütze::N,टोपी,כובע
642,Schuh::N,जूता,נעל
643,Stiefel::N,बूट,מגף
644,Ring::N,अँगूठी,טבעת
645,Band::N,पट्टी,סרט
646,Kamm::N,कंघी,מסרק
647,Spiegel::N,आईना,מראה
648,Spiegel::N,दर्पण,מראה
649,Riemen::N,तसमा,רצועה
650,Riemen::N,पट्टा,רצועה
651,Schnur::N,डोरी,חבל
652,Schnur::N,सुतली,חבל
653,Leine::N,रस्सी,מושכות
654,Decke::N,रज़ाई,שמיכה
655,Kissen::N,तकिया,כרית
656,Kissen::N,गाद्दा,כרית
657,Tuch::N,रूमाल,צעיף
658,Tuch::N,वस्त्र,צעיף
659,Handtuch::N,अँगोछा,מגבת
660,Kraft::N,ज़ोर,כוח
661,Kraft::N,शक्ति,כוח
662,Stärke::N,बल,און
663,Stärke::N,ताक़त,און
664,Gesundheit::N,स्वास्थ्य,בריאות
665,Gesundheit::N,तंदुरुस्ती,בריאות
666,Krankheit::N,रोग,מחלה
667,Krankheit::N,बीमारी,מחלה
668,Schmerz::N,दर्द,כאב
669,Schmerz::N,पीड़ा,כאב
670,Wunde::N,घाव,פציעה
671,Wunde::N,ज़ख़्म,פציעה
672,Fieber::N,ज्वर,חם
673,Fieber::N,बुख़ार,חם
674,Arznei::N,दवा,תרופה
675,Arznei::N,औषाधि,תרופה
676,Brücke::N,पुल,גשר
677,Brücke::N,सेतु,גשר
678,Brunnen::N,कुआँ,באר
679,Weide::N,चरागाह,אחו
680,Weide::N,चरागाह,מרעה
681,Pfad::N,पथ,שביל
682,Pfad::N,पथ,מדרכה
683,Pfad::N,पगडंडी,שביל
684,Pfad::N,पगडंडी,מדרכה
685,Weg::N,मार्ग,דרך
686,Straße::N,राह,כביש
687,Straße::N,रास्ता,כביש
688,Dorf::N,गाँव,כפר
689,Dorf::N,ग्राम,כפר
690,Stadt::N,शहर,עיר
691,Brief::N,ख़त,מכתב
692,Brief::N,पत्र,מכתב
693,Brief::N,चिट्ठी,מכתב
694,Buch::N,किताब,ספר
695,Buch::N,पुस्तक,ספר
696,Buchstabe::N,अक्षर,אות
697,Zeitung::N,अख़बार,עתון
698,Zeitung::N,समाचार-पत्र,עתון
699,Leben::N,जीवन,חיים
700,Leben::N,ज़िंदगी,חיים
701,Tod::N,मौत,מות
702,Tod::N,मृत्यु,מות
703,Grab::N,क़ब्र,קבר
704,Kirche::N,चर्च,כנסיה
705,Kirche::N,गिरजा,כנסיה
706,Sünde::N,पाप,חטא
707,Sünde::N,गुनाह,חטא
708,Gott::N,देव,אל
709,Gott::N,ईश्वर,אל
710,Arbeiter::N,मज़दूर,פועל
711,Chef::N,अध्यक्ष,ראש
712,Chef::N,अध्यक्ष,מנהל
713,Meister::N,शिल्पज्ञ,ממחה
714,Arzt::N,वैद्य,רופא
715,Arzt::N,डॉक्टर,רופא
716,Arzt::N,चिकित्सक,רופא
717,Lehrer::N,शिक्षक,מורה
718,Lehrer::N,अध्यापक,מורה
719,Geld::N,धन,כסף
720,Geld::N,पैसा,כסף
721,Geschäft::N,सौदा,עסקה
722,Geschäft::N,व्यापार,עסקה
723,Laden::N,दुकान,חנות
724,Preis::N,दाम,מחיר
725,Preis::N,मूल्य,מחיר
726,Ware::N,माल,סחורה
727,Ware::N,पण्य,סחורה
728,Nutzen::N,लाभ,תועלת
729,Nutzen::N,फ़ायदा,תועלת
730,Reichtum::N,धन,עשר
731,Reichtum::N,दौलत,עשר
732,Welt::N,विश्व,עולם
733,Welt::N,दुनिया,עולם
734,Land::N,देश,ארץ
735,Land::N,मुल्क,ארץ
736,Staat::N,राज्य,מדינה
737,Staat::N,राष्ट्र,מדינה
738,König::N,राजा,מלך
739,König::N,बादशाह,מלך
740,Macht::N,शासन,כוח
741,Macht::N,सत्ता,כוח
742,Grenze::N,सरहद,גבול
743,Krieg::N,जंग,מלחמה
744,Krieg::N,युद्ध,מלחמה
745,Feind::N,शत्रु,אויב
746,Feind::N,दुश्मन,אויב
747,Gewalt::N,हिंसा,אלימות
748,Kampf::N,लड़ाई,קרב
749,Kampf::N,लड़ाई,לחימה
750,Kampf::N,संघर्ष,קרב
751,Kampf::N,संघर्ष,לחימה
752,Bogen[Waffe]::N,कमान,קשת
753,Pfeil::N,बान,חץ
