,Concept_ID,os,udm
323,Gast::N,уазӕг,куно
324,Geschenk::N,хуын,салам
325,Geschenk::N,хуын,кузьым
326,Spiel::N,хъазт,шудон
327,Gesellschaft::N,дзыллæ,калык
328,Gesellschaft::N,æхсæнад,калык
329,Hilfe::N,æххуыс,юрттон
330,Hilfe::N,ахъаз,юрттон
331,Freund::N,лымӕн,эш
332,Freund::N,лымӕн,юлтош
333,Kamerad::N,ӕмбал,тодмо
334,Angelegenheit::N,хъуыддаг,уж
335,Anzahl::N,бӕрц,лыд
336,Art::N,хуыз,тус
337,Art::N,хуызад,тус
338,Stück::N,кæрдих,юдэс
339,Stück::N,комдзаг,юдэс
340,Teil::N,хай,люкет
341,Hälfte::N,æрдæг,ӝыны
342,Hälfte::N,æмбис,ӝыны
343,Kreis::N,зиллакк,котырес
344,Kreuz::N,дзуар,крест
345,Linie::N,хахх,гож
346,Strich::N,хахх,гож
347,Abstand::N,æхсæнуат,вис
348,Abstand::N,æхсæнуат,кусып
349,Entfernung::N,дæрддзæг,кусып
350,Entfernung::N,дардцæг,кусып
351,Gegend::N,ран,инты
352,Platz::N,бууат,инты
353,Ort::N,ран,инты
354,Ort::N,ран,места
355,Ort::N,бынат,инты
356,Ort::N,бынат,места
357,Seite::N,фахс,пал
358,Mitte::N,астӕу,шор
359,Gegenstand::N,дзаума,арбери
360,Sache::N,дзаума,котыр
361,Rand::N,кӕрон,дур
362,Rand::N,кӕрон,шаер
363,Kante::N,фӕрск,дур
364,Ecke::N,тигъ,сэрег
365,Ecke::N,фисын,сэрег
366,Spitze::N,бырынкъ,йыл
367,Ende::N,кӕрон,пум
368,Loch::N,хуынкъ,пась
369,Winkel::N,къуым,сэрег
370,Muster::N,нывæфтыд,пужы
371,Muster::N,кæдзист,пужы
372,Größe::N,ас,быдӟала
373,Länge::N,дӕргъ,кузьдала
374,Höhe::N,бæрзонд,ӝуждала
375,Höhe::N,бæрзæнд,ӝуждала
376,Höhe::N,бæрзонддзинад,ӝуждала
377,Gewicht::N,уӕз,сектала
378,Gewicht::N,уӕз,секытлык
379,Menge::N,бӕрц,лыд
380,Menge::N,бӕрц,лыдпус
381,Haufen::N,кӕри,люк
382,Reihe::N,рӕнхъ,чур
383,Boot::N,чема,пыж
384,Boot::N,чема,лодка
385,Ruder::N,къохар,полыс
386,Schlitten::N,дзоныгъ,додьы
387,Ski::N,къахдзоныгътæ,куас
388,Ski::N,лыжæтæ,куас
389,Lagerfeuer::N,арт,тылскем
390,Last::N,уаргъ,секыт
391,Gang::N,цыд,ветлон
392,Schritt::N,санчъех,вамыш
393,Schritt::N,къахдзӕф,вамыш
394,Norden::N,цæгат,уйпал
395,Süden::N,хуссар,лымшор
396,Westen::N,ныгуылæн,шунды пуксён
397,Osten::N,скæсæн,шунды ӝужан
398,Holz::N,хъӕдӕрмӕг,пу
399,Brett::N,фæйнæг,пул
400,Platte::N,къӕй,плита
401,Stütze::N,быцæу,пыкет
402,Stange::N,хъил,пуӵ
403,Stock::N,лӕдзӕг,боды
404,Stab::N,хъил,пуӵ
405,Stab::N,хъил,боды
406,Rohr::N,хӕтӕл,труба
407,Haus::N,хӕдзар,юрт
408,Heim::N,къона,корка
409,Ofen::N,пец,гур
410,Fußboden::N,астӕрд,выж
411,Tisch::N,стъол,ӝӧк
412,Stuhl::N,бандон,пукон
413,Wiege::N,авдæн,кӧкы
414,Wiege::N,авдæн,зыбка
415,Bett::N,сынтӕг,валес
416,Regal::N,тӕрхӕг,ӝажы
417,Regal::N,уӕлвӕйнӕг,ӝажы
418,Kiste::N,асыкк,ящик
419,Fenster::N,рудзынг,укно
420,Fenster::N,рудзынг,косяк
421,Fenster::N,фæрссаг,укно
422,Fenster::N,фæрссаг,косяк
423,Tür::N,дуар,ӧс
424,Tor::N,кулдуар,ӟезьы
425,Zaun::N,æмбонд,забор
426,Zaun::N,быру,забор
427,Zaun::N,гæрæн,забор
428,Dach::N,уӕлхӕдзар,липет
429,Leiter::N,асин,падӟа
430,Besen::N,уисой,ӵужон
431,Besen::N,уисой,исьнер
432,Spaten::N,бел,лопатка
433,Schaufel::N,æвгæнæн,ютырон
434,Schaufel::N,кæфой,ютырон
435,Gabel::N,вилкæ,тэчы
436,Gabel::N,вилкæ,вилка
437,Löffel::N,уидыг,пуньы
438,Messer::N,кард,пурт
439,Nagel::N,зӕгӕл,кортӵог
440,Netz::N,хыз,сеть
441,Haken::N,хæдз,курик
442,Haken::N,хæбырæгъ,курик
443,Griff::N,фистон,ныд
444,Schloss::N,гуыдыр,тунгон
445,Bild::N,ныв,суред
446,Figur::N,кæрдгæныв,фигура
447,Puppe::N,чындз,мунё
448,Beutel::N,дзӕкъул,пуйы
449,Bündel::N,баст,керттэт
450,Tasche::N,хызын,пуйы
451,Tasche::N,хызын,сумка
452,Tasche::N,дзæкъул,пуйы
453,Tasche::N,дзæкъул,сумка
454,Eimer::N,къæрта,ведра
455,Eimer::N,чъыбыла,ведра
456,Eimer::N,ведра,ведра
457,Deckel::N,сæр,ӵоксэт
458,Deckel::N,æмбæрзæн,ӵоксэт
459,Geschirr::N,мигæнæн,тусьты-пуньы
460,Geschirr::N,мигæнæнтæ,тусьты-пуньы
461,Sack::N,голлаг,пуйы
462,Tasse::N,пиала,ӵаша
463,Tasse::N,къус,ӵаша
464,Topf::N,аг,миска
465,Topf::N,чысыл аг,миска
466,Kessel::N,аг,пурты
467,Essen::N,хӕрд,сиськон
468,Nahrung::N,хойраг,сион
469,Speise::N,хӕринаг,сиён
470,Fleisch::N,дзидза,сӥль
471,Fleisch::N,фыдызгъӕл,сӥль
472,Getreide::N,халсар,ю тысь
473,Brei::N,кас,ӝук
474,Brot::N,дзул,нянь
475,Scheibe::N,къӕбӕр,шорем
476,Fett::N,сой,кӧй
477,Butter::N,нӕлхӕ,вӧй
478,Öl::N,зети,вӧй
479,Salz::N,цӕхх,сылал
480,Suppe::N,бас,шыд
481,Honig::N,мыд,чечы
482,Milch::N,ӕхсыр,йӧл
483,Tee::N,цай,чай
484,Leder::N,мæскуы,сурон
485,Wolle::N,фӕсмын,гон
486,Wolle::N,фӕсмын,ыжгон
487,Stoff::N,хъуымац,куэм
488,Nadel::N,судзин,вень
489,Faden::N,ӕндах,сӥньыс
490,Knopf::N,цӕппӕр,бирды
491,Knoten::N,ӕлхынцъ,герд
492,Farbe::N,ахорæн,буёл
493,Kleidung::N,дарӕс,дӥсь
494,Hemd::N,хӕдон,дэрем
495,Kragen::N,æфцæггот,сирес
496,Ärmel::N,дыс,саес
497,Hose::N,хæлаф,брюки
498,Hose::N,хæлаф,штань
499,Hose::N,æддаг хæлаф,брюки
500,Hose::N,æддаг хæлаф,штань
501,Hose::N,салбар,брюки
502,Hose::N,салбар,штань
503,Gürtel::N,рон,кускерттон
504,Mütze::N,худ,ызьы
505,Schuh::N,басмахъ,ботинка
506,Stiefel::N,цырыхъхъ,сапег
507,Ring::N,къухдарӕн,зундэс
508,Band::N,лент,лента
509,Kamm::N,сӕрвасӕн,сын
510,Spiegel::N,айдæн,синучкон
511,Spiegel::N,кæсæн,синучкон
512,Riemen::N,гӕрз,е
513,Schnur::N,бӕндӕн,гозы
514,Decke::N,хъӕццул,шобрет
515,Kissen::N,баз,миндэр
516,Tuch::N,кæлмæрзæн,кышет
517,Tuch::N,кæрдæн,кышет
518,Handtuch::N,хисæрфæн,ӵушкон
519,Kraft::N,тых,кать
520,Kraft::N,тых,ӟигар
521,Kraft::N,хъомыс,кать
522,Kraft::N,хъомыс,ӟигар
523,Stärke::N,тых,юнлык
524,Stärke::N,æхсар,юнлык
525,Gesundheit::N,æнæниздзинад,тазалык
526,Krankheit::N,низ,висён
527,Krankheit::N,рын,висён
528,Schmerz::N,рис,висён
529,Wunde::N,цӕф,яра
530,Fieber::N,ризӕг,кезег
531,Fieber::N,тӕфсӕг,кезег
532,Arznei::N,хос,эмъюм
533,Brücke::N,хид,выж
534,Brunnen::N,цъай,колдэч
535,Weide::N,хизæн,возь
536,Weide::N,хизæнуат,возь
537,Weide::N,сæрвæт,возь
538,Pfad::N,къахвæндаг,сюрес
539,Pfad::N,къахвæд,сюрес
540,Weg::N,фӕндаг,сюрес
541,Straße::N,фӕндаг,сюрес
542,Dorf::N,хъӕу,гурт
543,Stadt::N,сахар,кар
544,Stadt::N,сахар,город
545,Brief::N,фыстӕг,гожтэт
546,Buch::N,чиныг,книга
547,Buchstabe::N,дамгъӕ,буква
548,Zeitung::N,газет,газет
549,Leben::N,цард,улон
550,Leben::N,цӕрӕнбон,улон
551,Tod::N,мæлæт,кулон
552,Tod::N,адзал,кулон
553,Grab::N,ингӕн,шайгу
554,Kirche::N,аргъуан,черк
555,Sünde::N,тæригъæд,сьӧлык
556,Gott::N,хуыцау,ӥнмар
557,Arbeiter::N,кусæг,рабочий
558,Chef::N,ӕмцег,начальник
559,Meister::N,мастер,кибашлы
560,Meister::N,дæсны,кибашлы
561,Arzt::N,хосгæнæг,врач
562,Arzt::N,дохтыр,врач
563,Lehrer::N,ахуыргæнæг,дышетӥсь
564,Geld::N,ӕхца,уксё
565,Geld::N,ӕхца,коньдон
566,Geschäft::N,бизнес,уж
567,Geschäft::N,хъуыддаг,уж
568,Laden::N,дукани,магазин
569,Preis::N,аргъ,дун
570,Ware::N,базайраг,вуз
571,Nutzen::N,пайда,пайда
572,Reichtum::N,хъæздыгдзинад,узырлык
573,Reichtum::N,исбон,узырлык
574,Reichtum::N,мулк,узырлык
575,Welt::N,дуне,дунне
576,Land::N,бӕстӕ,шаер
577,Staat::N,паддзахад,кун
578,König::N,къарол,эксэй
579,Macht::N,хицаудзинад,власть
580,Grenze::N,арӕн,кунгож
581,Krieg::N,хӕст,ож
582,Feind::N,знаг,тушмон
583,Feind::N,фыдгул,тушмон
584,Feind::N,фыдзæрдæ,тушмон
585,Feind::N,сон,тушмон
586,Gewalt::N,тыхми,эриктэман
587,Gewalt::N,тыхдзинад,эриктэман
588,Kampf::N,хæст,нюръяськон
589,Kampf::N,хъæбысæйхæст,нюръяськон
590,Kampf::N,тох,нюръяськон
591,Bogen[Waffe]::N,ӕрдын,пукыӵ
592,Pfeil::N,фат,пукыӵ вень
593,Gewehr::N,топп,пыӵал
594,Fehler::N,рӕдыд,янгыш
595,Lüge::N,мӕнг,пӧян
596,Lüge::N,мӕнг,алдан
597,Lüge::N,мӕнг,ӧрекчан
598,Lüge::N,гӕдыдзинад,пӧян
599,Lüge::N,гӕдыдзинад,алдан
600,Lüge::N,гӕдыдзинад,ӧрекчан
601,Schaden::N,зиан,изъян
602,Unglück::N,бæллæх,куректон
603,Unglück::N,бæллæх,шудтэме усён
604,Schuld::N,азым,янгыш
605,Alter::N,кар,арлыд
606,Schluss::N,кæрон,пум
607,Zeit::N,рӕстӕг,дыр
608,Tag::N,бон,нунал
609,Morgen::N,райсом,ӵукна
610,Mittag::N,æмбисбон,лымшор
611,Abend::N,изӕр,ӝыт
612,Abend::N,изӕр,акшан
613,Nacht::N,ӕхсӕв,уй
614,Woche::N,къуыри,арня
615,Monat::N,мӕй,толэзь
616,Jahr::N,аз,ар
617,Jahr::N,афӕдз,ар
618,Frühling::N,уалдзæг,тулыс
619,Sommer::N,сӕрд,гужем
620,Herbst::N,фæззæг,сӥзьыл
621,Winter::N,зымӕг,тол
622,Januar::N,январь,выльартолэзь
623,Februar::N,февраль,тулыспал
624,März::N,мартъи,южтолэзь
625,April::N,апрель,оштолэзь
626,Mai::N,май,куартолэзь
627,Juni::N,июнь,вожотолэзь
628,Juli::N,июль,пӧсьтолэзь
629,August::N,август,гудырикошкон
630,September::N,сентябрь,куарусён
631,Oktober::N,октябрь,выльӝуктолэзь
632,November::N,ноябрь,шуркынмон
633,Dezember::N,декабрь,толсур
634,Montag::N,къуырисæр,вордӥськон
635,Dienstag::N,дыццæг,вторник
636,Mittwoch::N,æртыццæг,вирнунал
637,Donnerstag::N,цыппæрæм,покчиарня
638,Freitag::N,майрæмбон,удмуртарня
639,Samstag::N,сабат,кӧснунал
640,Sonntag::N,хуыцаубон,арня
641,groß::A,дынджыр,бадӟым
642,klein::A,гыццыл,пичи
643,lang::A,даргъ,кузь
644,kurz::A,цыбыр,вакчи
645,breit::A,фӕтӕн,паськыт
646,schmal::A,нарӕг,сюлэг
647,schmal::A,уынгӕг,сюлэг
648,dicht::A,бæзджын,ӵем
649,dicht::A,тар,ӵем
650,dick[Gegenstand]::A,сӕвджын,зӧк
651,dünn::A,тæнæг,векчи
652,fein::A,лыстӕг,векчи
653,fest::A,фидар,юн
654,fest::A,фидар,чурыт
655,fest::A,хъӕддых,юн
656,fest::A,хъӕддых,чурыт
657,flach::A,тъӕпӕн,ӵошкыт
658,glatt::A,лӕгъз,гылыт
659,glatt::A,лӕгъз,вольыт
660,hart::A,хъӕбӕр,чурыт
661,weich::A,фӕлмӕн,небыт
662,rund::A,тымбыл,котырес
663,spitz::A,цыргъбырынкъ,йылсо
664,spitz::A,цыргъфындз,йылсо
665,scharf::A,цыргъ,лэчыт
666,stumpf::A,къуымых,ныж
667,schwer::A,уӕззау,секыт
668,schön::A,аив,чебер
669,schön::A,рӕсугъд,чебер
670,heiß::A,тӕвд,пӧсь
671,warm::A,хъарм,шуныт
672,kalt::A,уазал,кезьыт
673,kühl::A,сатæг,юзмыт
674,kühl::A,сатæг,салкым
675,kühl::A,уазалгомау,юзмыт
676,kühl::A,уазалгомау,салкым
677,frisch::A,сатæг,выль
678,feucht::A,уымӕл,мускыт
679,nass::A,хуылыдз,котмем
680,trocken::A,хус,кӧс
681,voll::A,дзаг,тыр
682,voll::A,йедзаг ,тыр
683,leer::A,афтид,буш
684,leer::A,афтид,тырттэм
685,offen::A,гом,усьтэм
686,geschlossen::A,æхгæд,ӵогам
687,geschlossen::A,æхгæд,пунням
688,sauber::A,сыгъдæг,ӝикыт
689,sauber::A,сыгъдæг,чылкыт
690,schmutzig::A,чъиллон,нӧд
691,roh::A,хом,ыль
692,reif::A,рӕгъӕд,вуэм
693,lecker::A,хӕрзад,ческыт
694,süß::A,адджын,ческыт
695,bitter::A,судзаг,курыт
696,sauer::A,туаг,чырс
697,hell::A,рухс,югыт
698,dunkel::A,талынг,пеймыт
699,schwarz::A,сау,сьӧд
700,weiß::A,урс,тӧдьы
701,rot::A,сырх,горд
702,gelb::A,бур,ӵуж
703,blau::A,цъӕх,лыз
704,grün::A,цъӕх,вож
705,grün::A,кӕрдӕгхуыз,вож
706,grau::A,цъӕх,пурысь
707,grau::A,фӕныкхуыз,пурысь
708,bunt::A,хъулон,куӵо
709,bunt::A,гæрæм,куӵо
710,billig::A,аслам,дунтэм
711,teuer::A,зынаргъ,дуно
712,wertvoll::A,зынаргъ,дуно
713,blind::A,куырм,сукыр
714,blind::A,куырм,синтэм
715,taub::A,къуырма,пельтэм
716,kräftig::A,домбай,кужмо
717,kräftig::A,тыхджын,кужмо
718,stark::A,тыхджын,юн
719,stark::A,тыхджын,кужмо
720,schwach::A,ӕнӕбон,ляб
721,schwach::A,ӕнӕбон,начар
722,fett::A,нард,кӧй
723,schlank::A,гуырвидыц,веськыт
724,schlank::A,гуырвидыц,веськрес
725,schlank::A,хæрзконд,веськыт
726,schlank::A,хæрзконд,веськрес
727,schlank::A,рæхснæг,веськыт
728,schlank::A,рæхснæг,веськрес
729,schlank::A,сагамад,веськыт
730,schlank::A,сагамад,веськрес
731,hübsch::A,аив,чебер
732,hübsch::A,аив,синмаськымон
733,hübsch::A,рӕсугъд,чебер
734,hübsch::A,рӕсугъд,синмаськымон
735,böse::A,фыдзӕрдӕ,лек
736,dumm::A,ӕдылы,шузи
737,dumm::A,ӕдылы,визьтэм
