,Concept_ID,br,nl
823,enden::V,achuiñ,eindigen
824,wechseln::V,cheñch,wijzigen
825,wechseln::V,cheñch,veranderen
826,aufgehen[Sonne]::V,dirouzañ,opgaan
827,scheinen[Sonne]::V,lugernañ,schijnen
828,donnern::V,taranal,donderen
829,wehen::V,c'hwezhañ,waaien
830,strömen::V,deredek,stromen
831,fließen::V,redek,vloeien
832,sich drehen::V,troiñ,draaien
833,sich drehen::V,troiñ,zich draaien
834,schwanken::V,trantellat,wankelen
835,schwingen::V,froumal,zwieren
836,fallen::V,kouezhañ,vallen
837,brennen::V,deviñ,branden
838,rauchen::V,divogedañ,roken
839,regnen::V,glavañ,regenen
840,gefrieren::V,reviñ,bevriezen
841,tauen::V,diskornañ,dooien
842,schmelzen::V,teuziñ,smelten
843,trocknen::V,sec'hañ,drogen
844,sieden::V,berviñ,koken
845,sieden::V,berviñ,zieden
846,faulen::V,breinañ,rotten
847,verfaulen::V,breinañ,verrotten
848,reißen::V,darnaouiñ,scheuren
849,versinken::V,sodellañ,verzinken
850,vergehen::V,tremen,vergaan
851,erscheinen::V,donet war-wel,opdagen
852,erscheinen::V,donet war-wel,verschijnen
853,verschwinden::V,monet diwar wel,verdwijnen
854,sinken::V,en em izelat,zinken
855,abnehmen::V,nebeutaat,afnemen
856,abnehmen::V,nebeutaat,verminderen
857,zunehmen::V,kreskiñ,toenemen
858,steigen::V,sevel,stijgen
859,steigen::V,sevel,omhooggaan
860,wachsen::V,kreskiñ,groeien
861,glänzen::V,lugernañ,glanzen
862,glänzen::V,lugernañ,schitteren
863,funkeln::V,elieniñ,fonkelen
864,lärmen::V,rabotat,lawaai maken
865,klirren::V,diridignat,rinkelen
866,klirren::V,sterlinkañ,rinkelen
867,brausen::V,gwegal,bruisen
868,rauschen::V,trouzal,ruisen
869,klingen::V,seniñ,klinken
870,bellen::V,harzhal,blaffen
871,heulen::V,yudal,huilen
872,blasen::V,c'hwezhañ,blazen
873,pfeifen::V,c'hwitellat,fluiten
874,schreien::V,huchal,gillen
875,schreien::V,huchal,schreeuwen
876,stöhnen::V,hirvoudiñ,steunen
877,zittern::V,krenañ,beven
878,zittern::V,krenañ,sidderen
879,leben::V,bevañ,leven
880,geboren werden::V,genel,geboren worden
881,atmen::V,tennañ e anal,ademen
882,trinken::V,evañ,drinken
883,essen::V,debriñ,eten
884,schlucken::V,lonkañ,slikken
885,müde werden::V,skuizhañ,moe worden
886,einschlafen::V,menel kousket,inslapen
887,schlafen::V,kousket,slapen
888,aufwachen::V,dihuniñ,ontwaken
889,aufwachen::V,dihuniñ,wakker worden
890,aufstehen::V,sevel,opstaan
891,sich erholen::V,diskuizhañ,zich ontspannen
892,krank werden::V,klañviñ,ziek worden
893,krank sein::V,bezañ klañv,ziek zijn
894,schmerzen::V,skourjezañ,pijn doen
895,husten::V,pasaat,hoesten
896,husten::V,peudal,hoesten
897,genesen::V,pareañ,genezen
898,sterben::V,mervel,sterven
899,sterben::V,mervel,overlijden
900,umkommen::V,perisañ,omkomen
901,sich bewegen::V,bouljal,zich bewegen
902,sich rühren::V,fiñval,zich verroeren
903,sich erheben::V,sevel,oprijzen
904,sich erheben::V,sevel,verrijzen
905,sich setzen::V,azezañ,gaan zitten
906,sich setzen::V,mont en e goazez,gaan zitten
907,hinfallen::V,kouezhañ,vallen
908,hinfallen::V,kouezhañ,neervallen
909,laufen::V,redek,lopen
910,schreiten::V,kerzhet,stappen
911,schreiten::V,kerzhet,schrijden
912,spazierengehen::V,pourmen,gaan wandelen
913,eilen::V,hastañ,ijlen
914,eilen::V,hastañ,haasten
915,sich beeilen::V,hastañ,zich haasten
916,sausen::V,karzhañ,stuiven
917,rennen::V,redek,rennen
918,springen::V,lammat,springen
919,klettern::V,krimpat,klimmen
920,klettern::V,krimpat,klauteren
921,schaukeln::V,brañsellat,schommelen
922,kriechen::V,skrampañ,kruipen
923,schwimmen::V,neuial,zwemmen
924,tauchen::V,splujañ,duiken
925,rudern::V,roeñvat,roeien
926,fahren::V,kas,rijden
927,fahren::V,bleniañ,rijden
928,fliegen::V,nijal,vliegen
929,gehen::V,mont,gaan
930,weggehen::V,mont kuit,weggaan
931,abfahren::V,mont kuit,vertrekken
932,anhalten::V,chom a-sav,stoppen
933,anhalten::V,chom a-sav,stilhouden
934,hineingehen::V,monet e-barzh,ingaan
935,hineingehen::V,monet e-barzh,binnengaan
936,eintreten::V,monet e-barzh,binnenkomen
937,kommen::V,dont,komen
938,ankommen::V,erruout,aankomen
939,zurückkommen::V,addonet,terugkomen
940,bleiben::V,chom,blijven
941,warten::V,gortoz,wachten
942,erwarten::V,gortoz,verwachten
943,suchen::V,klask,zoeken
944,finden::V,kavout,vinden
945,versuchen::V,klask,proberen
946,versuchen::V,klask,beproeven
947,vorbereiten::V,aozañ,voorbereiden
948,lieben::V,karout,houden van
949,mögen::V,karout,lusten
950,mögen::V,karout,houden van
951,lachen::V,c'hoarzin,lachen
952,rühren::V,tenerañ,roeren
953,weinen::V,gouelañ,huilen
954,weinen::V,gouelañ,schreien
955,schimpfen::V,krozal,kijven
956,schimpfen::V,krozal,schelden
957,sich ärgern::V,fachañ,zich ergeren
958,sich ärgern::V,en em fachañ,zich ergeren
959,fliehen::V,tec'het,vluchten
960,flüchten::V,tuzañ,ontsnappen
961,flüchten::V,tuzañ,ontkomen
962,sehen::V,gwelet,zien
963,anschauen::V,sellout ouzh,aankijken
964,ansehen::V,sellout ouzh,aanzien
965,ansehen::V,sellout ouzh,bekijken
966,hören::V,klevet,horen
967,zuhören::V,selaou,luisteren
968,probieren::V,blasa,proeven
969,riechen::V,klevet,ruiken
970,fühlen::V,santout,voelen
971,scheinen::V,diskouez bezañ,lijken
972,zu sehen sein::V,bezañ gwelus,te zien zijn
973,vernehmen::V,merzhañ,vernemen
974,frieren::V,anoued,het koud hebben
975,tun::V,ober,doen
976,können::V,gouzout,kunnen
977,wollen::V,fellout da,willen
978,wollen::V,kaout c'hoant da,willen
979,anfangen::V,kregiñ,beginnen
980,anfangen::V,kregiñ,aanvangen
981,beenden::V,achuiñ,beëindigen
982,aufhören::V,paouez,ophouden
983,öffnen::V,digeriñ,openen
984,öffnen::V,digeriñ,opendoen
985,schließen::V,serriñ,sluiten
986,schließen::V,serriñ,dichtdoen
987,stellen::V,lakaat,stellen
988,stellen::V,lakaat,plaatsen
989,setzen::V,lakaat,zetten
990,setzen::V,lakaat,plaatsen
991,legen::V,lakaat,leggen
992,berühren::V,touch,aanraken
993,verbinden::V,eren,verbinden
994,bedecken::V,goloiñ,bedekken
995,aufhängen::V,istribilhañ,ophangen
996,anzünden::V,alumiñ,aansteken
997,anzünden::V,c'hwezzañ,aansteken
998,aufheben::V,dastum,oprapen
999,zurücklassen::V,lezel,achterlaten
1000,verlieren::V,koll,verliezen
1001,fallen lassen::V,laoskel,laten vallen
1002,fallen lassen::V,lezel da gouezhel,laten vallen
1003,machen::V,ober,maken
1004,herstellen::V,fardañ,produceren
1005,herstellen::V,fardañ,voortbrengen
1006,bauen::V,sevel,bouwen
1007,reparieren::V,adaozañ,repareren
1008,reparieren::V,adaozañ,herstellen
1009,verbessern::V,gwellaat,verbeteren
1010,ändern::V,cheñch,wijzigen
1011,ändern::V,cheñch,veranderen
1012,graben::V,kleuzañ,graven
1013,beugen::V,plegañ,buigen
1014,biegen::V,krommañ,buigen
1015,drehen::V,treiñ,draaien
1016,wenden::V,treiñ,keren
1017,wenden::V,treiñ,wenden
1018,umdrehen::V,treiñ,omdraaien
1019,heben::V,sevel,heffen
1020,heben::V,sevel,optillen
1021,hochheben::V,sevel,tillen
1022,ergreifen::V,kemer,pakken
1023,ergreifen::V,kemer,grijpen
1024,halten::V,dalc'hen,houden
1025,drücken::V,bountañ,drukken
1026,schieben::V,poulzañ,duwen
1027,schieben::V,poulzañ,schuiven
1028,kratzen::V,skrabat,krassen
1029,lecken::V,lipat,likken
1030,beißen::V,kregiñ,bijten
1031,abreißen::V,diframmañ,afrukken
1032,abreißen::V,diframmañ,afscheuren
1033,abschneiden::V,troc'hañ,afsnijden
1034,binden::V,stagañ,binden
1035,stecken::V,sankañ,steken
1036,brechen::V,darnaouiñ,breken
1037,klopfen::V,skoiñ,kloppen
1038,hauen::V,dornañ,houwen
1039,kleben::V,pegañ,plakken
1040,reiben::V,taravat,wrijven
1041,reiben::V,trekiñ,wrijven
1042,streichen::V,toazañ,smeren
1043,schleifen::V,lemmañ,slijpen
1044,schneiden::V,troc'hañ,snijden
1045,rütteln::V,tordorosañ,schudden
1046,schütteln::V,hejañ,schudden
1047,schütten::V,diskargañ,gieten
1048,schütten::V,diskargañ,storten
1049,füllen::V,kargañ,vullen
1050,einwickeln::V,gronnañ,inwikkelen
1051,tragen::V,dougen,dragen
1052,schleppen::V,stlejal,slepen
1053,ziehen::V,sachañ,trekken
1054,aufbewahren::V,miret,bewaren
1055,werfen::V,teuler,gooien
1056,fangen::V,tapañ,vangen
1057,packen::V,krapat,pakken
1058,packen::V,krapat,vastpakken
1059,verstecken::V,kuzhat,verstoppen
1060,teilen::V,rannañ,delen
1061,schicken::V,kas,sturen
1062,bringen::V,degas,brengen
1063,hinzufügen::V,lakat ouzhpenn,toevoegen
1064,bekommen::V,kaout,verkrijgen
1065,erhalten::V,kaout,krijgen
1066,nehmen::V,kemer,nemen
1067,wählen::V,choaz,kiezen
1068,wählen::V,choaz,verkiezen
1069,auswählen::V,dibab,uitkiezen
1070,bewahren::V,mirout,bewaren
1071,behindern::V,diaezañ,hinderen
1072,verderben::V,lovrañ,bederven
1073,beschädigen::V,gwallegañ,beschadigen
1074,zerbrechen::V,torriñ,breken
1075,zerbrechen::V,torriñ,stukbreken
1076,zerreißen::V,diroegiñ,scheuren
1077,zerreißen::V,diroegiñ,verscheuren
1078,zerstören::V,distrujañ,vernielen
1079,verbrennen::V,deviñ,branden
1080,verbrennen::V,deviñ,verbranden
1081,geben::V,reiñ,geven
1082,schenken::V,donezonañ,schenken
1083,versprechen::V,prometiñ,beloven
1084,wünschen::V,hetiñ,wensen
1085,loben::V,feurmiñ,loven
1086,loben::V,feurmiñ,prijzen
1087,küssen::V,pokat,kussen
1088,wiegen::V,pouezañ,wiegen
1089,zudecken::V,goloiñ,toedekken
1090,wecken::V,dihuniñ,wekken
1091,zeigen::V,diskouez,tonen
1092,zeigen::V,diskouez,wijzen
1093,führen::V,kas,voeren
1094,lehren::V,deskiñ,leren
1095,unterrichten::V,kelenn,onderwijzen
1096,leiten::V,bleinañ,leiden
1097,antreiben::V,poulzañ,aandrijven
1098,lassen::V,leuskel,laten
1099,einladen::V,pediñ,uitnodigen
1100,vereinigen::V,unisañ,verenigen
1101,besuchen::V,gweladenniñ,bezoeken
1102,treffen::V,kejal,treffen
1103,treffen::V,kejal,ontmoeten
1104,treffen::V,ankontrañ,treffen
1105,treffen::V,ankontrañ,ontmoeten
1106,sich versammeln::V,bodennañ,zich verzamelen
1107,spielen::V,c'hoari,spelen
1108,singen::V,kanañ,zingen
1109,tanzen::V,dañsal,dansen
1110,sich trennen::V,dispartiañ,van elkaar gaan
1111,verlassen::V,lezel,verlaten
1112,retten::V,saveteiñ,redden
1113,bewachen::V,mesa,bewaken
1114,schützen::V,diwall,beschermen
1115,verteidigen::V,difenn,verdedigen
1116,sich schlagen::V,lopañ,knokken
1117,siegen::V,trec'hiñ,overwinnen
1118,ärgern::V,hegasiñ,ergeren
1119,schlagen::V,skeiñ,slaan
1120,treten::V,botaouiñ,trappen
1121,treten::V,botaouiñ,schoppen
1122,stechen::V,pikat,steken
1123,stechen::V,pikat,prikken
1124,stoßen::V,stokañ,stoten
1125,stehlen::V,laerezh,stelen
1126,stören::V,direnkañ,storen
1127,stören::V,direnkañ,verstoren
1128,belästigen::V,dregasiñ,lastig vallen
1129,verbergen::V,skoachañ,verbergen
1130,täuschen::V,tromplañ,misleiden
1131,betrügen::V,lorbañ,bedriegen
1132,töten::V,lazhañ,doden
1133,wohnen::V,bezañ o chom,wonen
1134,arbeiten::V,labourat,werken
1135,sammeln::V,dastum,inzamelen
1136,sammeln::V,dastum,verzamelen
1137,pflücken::V,kuntuilhañ,plukken
1138,jagen::V,chaseal,jagen
1139,fischen::V,pesketa,vissen
1140,fassen::V,pakañ,vangen
1141,hüten::V,geota,hoeden
1142,anbinden::V,stagañ,vastbinden
1143,füttern::V,boueta,voeren
1144,melken::V,goro,melken
1145,hacken::V,difrakal,hakken
1146,gießen::V,dourañ,gieten
1147,reifen::V,azviñ,rijpen
1148,zubereiten::V,keginañ,klaarmaken
1149,zubereiten::V,keginañ,toebereiden
1150,kochen::V,poazhañ,koken
1151,backen::V,fritañ,bakken
1152,braten::V,rostañ,braden
1153,stricken::V,stammañ,breien
1154,nähen::V,gwriat,naaien
1155,färben::V,livañ,verven
1156,färben::V,livañ,kleuren
1157,reinigen::V,naetañ,reinigen
1158,waschen::V,gwalc'hiñ,wassen
1159,abwischen::V,torchañ,afvegen
1160,spülen::V,disgwalc'hiñ,spoelen
1161,spülen::V,disgwalc'hiñ,afwassen
1162,fegen::V,skubañ,vegen
1163,kehren::V,skubañ,vegen
1164,baden::V,kouronkañ,baden
1165,sich waschen::V,en em walc'hiñ,zich wassen
1166,sich anziehen::V,gwiskañ,zich aankleden
1167,kämmen::V,kribat,kammen
1168,schmücken::V,kinklañ,tooien
1169,sagen::V,larêt,zeggen
1170,sagen::V,lavaret,zeggen
1171,sprechen::V,komz,spreken
1172,reden::V,kaozeal,praten
1173,sich unterhalten::V,balbotal,zich onderhouden
1174,fragen::V,goulenn,vragen
1175,bitten::V,goulenn,vragen
1176,bitten::V,goulenn,verzoeken
1177,erzählen::V,kontañ,vertellen
1178,mitteilen::V,kemenn,meedelen
1179,nennen::V,anviñ,noemen
1180,rufen::V,gelver,roepen
1181,prahlen::V,fougeal,pralen
1182,übersetzen::V,treiñ,vertalen
1183,denken::V,soñjal,denken
1184,glauben::V,krediñ,geloven
1185,bemerken::V,apresevañ,bemerken
1186,erkennen::V,anavout,herkennen
1187,begreifen::V,meizañ,begrijpen
1188,verstehen::V,kompren,verstaan
1189,lernen::V,deskiñ,leren
1190,wissen::V,gouzout,weten
1191,sich erinnern an::V,kaout soñj e,zich herinneren aan
1192,vergessen::V,ankouaat,vergeten
1193,messen::V,muzuliañ,meten
1194,zählen::V,kontañ,tellen
1195,rechnen::V,jedañ,rekenen
1196,lesen::V,lenn,lezen
1197,malen::V,livañ,schilderen
1198,zeichnen::V,tresañ,tekenen
1199,schreiben::V,skrivañ,schrijven
1200,besitzen::V,kaout,bezitten
1201,kaufen::V,prenañ,kopen
1202,verkaufen::V,gwerzhañ,verkopen
1203,bezahlen::V,paeañ,betalen
1204,zahlen::V,paeañ,betalen
1205,beherrschen::V,mestroniañ,beheersen
1206,ertragen::V,anduriñ,verdragen
1207,Grube::N,,kuil
1208,Spur::N,,spoor
1209,Lehm::N,,klei
1210,Laut::N,,klank
1211,Laut::N,,geluid
1212,Winkel::N,,hoek
1213,Lagerfeuer::N,,kampvuur
1214,vergebens::ADV,,vergeefs
1215,vergebens::ADV,,tevergeefs
1216,untergehen[Sonne]::V,,ondergaan
1217,läuten::V,,luiden
1218,klingeln::V,,bellen
1219,sich fürchten::V,,bang zijn
1220,fürchten::V,,vrezen
1221,gelingen::V,,lukken
1222,gelingen::V,,gelukken
1223,geraten::V,,uitvallen
1224,schwenken::V,,wuiven
1225,schwenken::V,,zwaaien
1226,reichen::V,,reiken
1227,reichen::V,,aanreiken
1228,aufziehen::V,,grootbrengen
1229,schießen::V,,schieten
1230,treiben::V,,drijven
1231,umrühren::V,,omroeren
1232,ausziehen::V,,uittrekken
1233,anziehen::V,,aantrekken
