,Concept_ID,,eu
82,Wetter::N,,eguraldi
83,Nebel::N,,laino
84,Wolke::N,,hodei
85,Regen::N,,euri
86,Schnee::N,,elur
87,Eis::N,,horma
88,Frost::N,,izotzaldi
89,Kälte::N,,hotz
90,Hitze::N,,bero
91,Raureif::N,,antzigar
92,Regenbogen::N,,ostadar
93,Regenbogen::N,,ortzadar
94,Donner::N,,ostots
95,Donner::N,,ihurtzuri
96,Strömung::N,,laster
97,Tropfen::N,,xorta
98,Schaum::N,,bits
99,Schmutz::N,,lohi
100,Schmutz::N,,zikin
101,See::N,,laku
102,See::N,,aintzira
103,Sumpf::N,,zingira
104,Moor::N,,zohikaztegi
105,Wiese::N,,larre
106,Wiese::N,,belardi
107,Wald::N,,baso
108,Wald::N,,oihan
109,Hügel::N,,muino
110,Hügel::N,,pentoka
111,Anhöhe::N,,garai
112,Anhöhe::N,,goragune
113,Berg::N,,mendi
114,Gipfel::N,,gain
115,Gipfel::N,,tontor
116,Höhle::N,,kobazulo
117,Abhang::N,,aldapa
118,Quelle::N,,iturri
119,Quelle::N,,iturbegi
120,Bach::N,,lats
121,Bach::N,,erreka
122,Fluss::N,,ibai
123,Fluss::N,,uhaitz
124,Ufer::N,,bazter
125,Küste::N,,itsasalde
126,Festland::N,,lehor
127,Meer::N,,itsaso
128,Bucht::N,,golko
129,Insel::N,,irla
130,Insel::N,,uharte
131,Blume::N,,lili
132,Gras::N,,belar
133,Wurzel::N,,zuztar
134,Wurzel::N,,sustrai
135,Baum::N,,zuhaitz
136,Stamm::N,,enbor
137,Rinde::N,,azal
138,Ast::N,,adar
139,Zweig::N,,abar
140,Blatt::N,,hosto
141,Birke::N,,urki
142,Kiefer[Baum]::N,,ler
143,Weide[Baum]::N,,zume
144,Weide[Baum]::N,,sahats
145,Tanne::N,,izei
146,Horn::N,,adar
147,Feder::N,,luma
148,Feder::N,,hegaki
149,Fell::N,,ile
150,Fell::N,,larru
151,Flügel::N,,hego
152,Klaue::N,,atzapar
153,Kralle::N,,erpe
154,Kralle::N,,atzapar
155,Schwanz::N,,isats
156,Schwanz::N,,buztan
157,Ei::N,,arrautza
158,Nest::N,,habia
159,Bau::N,,ohantze
160,Tier::N,,abere
161,Tier::N,,piztia
162,Herde::N,,saldo
163,Herde::N,,abere talde
164,Kuh::N,,behi
165,Bulle::N,,zezen
166,Pferd::N,,zaldi
167,Schaf::N,,ardi
168,Schwein::N,,urde
169,Schwein::N,,txerri
170,Hund::N,,txakur
171,Katze::N,,katu
172,Bär::N,,hartz
173,Eichhörnchen::N,,urtxintxa
174,Elch::N,,altze
175,Fuchs::N,,azeri
176,Hase::N,,erbi
177,Maus::N,,sagu
178,Wolf::N,,otso
179,Vogel::N,,txori
180,Vogel::N,,hegazti
181,Schwarm::N,,aldra
182,Huhn::N,,oilo
183,Hahn::N,,oilar
184,Gans::N,,antzara
185,Adler::N,,arrano
186,Ente::N,,ahate
187,Eule::N,,hontza
188,Kranich::N,,kurrilo
189,Krähe::N,,bele
190,Kuckuck::N,,kuku
191,Schwan::N,,beltxarga
192,Fisch::N,,arrain
193,Barsch::N,,perka
194,Hecht::N,,lutxo
195,Schlange[Tier]::N,,suge
196,Wurm::N,,har
197,Spinne::N,,armiarma
198,Ameise::N,,inurri
199,Laus::N,,zorri
200,Mücke::N,,eltxo
201,Fliege::N,,euli
202,Schmetterling::N,,pinpirin
203,Schmetterling::N,,tximeleta
204,Beere::N,,baia
205,Apfel::N,,sagar
206,Pilz::N,,onddo
207,Pilz::N,,perretxiko
208,Zwiebel::N,,tipula
209,Saat::N,,haziak
210,Korn::N,,ale
211,Korn::N,,pikor
212,Heu::N,,belar ondu
213,Schale::N,,azal
214,Grube::N,,hobi
215,Falle::N,,harrapagailu
216,Schlinge::N,,bilur
217,Schlinge::N,,xedera
218,Spur::N,,lorratz
219,Asche::N,,errauts
220,Dreck::N,,satsukeria
221,Eisen::N,,burdina
222,Gold::N,,urre
223,Gold::N,,urregorri
224,Silber::N,,zilar
225,Silber::N,,urrezuri
226,Kohle::N,,ikatz
227,Glas::N,,beira
228,Lehm::N,,buztin
229,Sand::N,,harea
230,Sand::N,,hondar
231,Mensch::N,,gizaki
232,Mann::N,,gizon
233,Frau::N,,andere
234,Frau::N,,emakume
235,Kind::N,,haur
236,Junge::N,,mutil
237,Mädchen::N,,neska
238,Familie::N,,sendi
239,Familie::N,,familia
240,Großvater::N,,aitona
241,Großvater::N,,aitatxi
242,Großmutter::N,,amona
243,Großmutter::N,,amatxi
244,Eltern::N,,gurasoak
245,Vater::N,,aita
246,Mutter::N,,ama
247,Sohn::N,,seme
248,Tochter::N,,alaba
249,Bruder::N,,neba
250,Bruder::N,,anaia
251,Schwester::N,,ahizpa
252,Onkel::N,,osaba
253,Tante::N,,izeba
254,Ehemann::N,,senar
255,Ehefrau::N,,emazte
256,Freude::N,,poz
257,Freude::N,,pozkari
258,Gelächter::N,,barre
259,Gelächter::N,,karkara
260,Glück::N,,zori
261,Kummer::N,,xangrin
262,Kummer::N,,atsekabe
263,Wunsch::N,,nahi
264,Wunsch::N,,nahikunde
265,Lust::N,,gogo
266,Geist::N,,gogo
267,Gedanke::N,,gogoeta
268,Gedächtnis::N,,oroimen
269,Gedächtnis::N,,gogoramen
270,Verstand::N,,adimen
271,Verstand::N,,ulermen
272,Sinn::N,,zentzu
273,Grund::N,,zergati
274,Wahrheit::N,,egia
275,Gespräch::N,,hizketa
276,Gespräch::N,,elkarrizketa
277,Märchen::N,,ipuin
278,Erzählung::N,,edesti
279,Erzählung::N,,kontakizun
280,Nachricht::N,,albiste
281,Neuigkeit::N,,berri
282,Name::N,,izen
283,Rätsel::N,,asmakizun
284,Rede::N,,hitzaldi
285,Rede::N,,mintzaldi
286,Sprache::N,,hizkuntza
287,Stimme::N,,ahots
288,Wort::N,,hitz
289,Zeichen::N,,agerbide
290,Zeichen::N,,agergarri
291,Ruf::N,,dei
292,Lärm::N,,zarata
293,Lärm::N,,harrabots
294,Laut::N,,hots
295,Ton::N,,tonu
296,Ton::N,,soinu
297,Lied::N,,abesti
298,Ruhe::N,,nasaitasun
299,Leute::N,,jende
300,Volk::N,,herri
301,Volk::N,,populu
302,Arbeit::N,,lan
303,Gast::N,,arrotz
304,Gast::N,,apopilo
305,Geschenk::N,,opari
306,Spiel::N,,jolas
307,Gesellschaft::N,,gizarte
308,Hilfe::N,,helpide
309,Hilfe::N,,laguntza
310,Freund::N,,lagun
311,Kamerad::N,,adiskide
312,Kamerad::N,,lagunkide
313,Angelegenheit::N,,afera
314,Anzahl::N,,kopuru
315,Art::N,,mota
316,Stück::N,,puska
317,Teil::N,,atal
318,Hälfte::N,,erdi
319,Kreis::N,,biribilki
320,Kreuz::N,,gurutze
321,Linie::N,,linea
322,Strich::N,,marra
323,Abstand::N,,tarte
324,Entfernung::N,,urrunera
325,Gegend::N,,alderdi
326,Gegend::N,,eskualde
327,Platz::N,,leku
328,Ort::N,,toki
329,Seite::N,,albo
330,Mitte::N,,erdi
331,Gegenstand::N,,gauzaki
332,Sache::N,,gauza
333,Rand::N,,ertz
334,Kante::N,,ertz
335,Ecke::N,,kantoi
336,Spitze::N,,punta
337,Ende::N,,buru
338,Ende::N,,mutur
339,Loch::N,,zulo
340,Winkel::N,,zoko
341,Winkel::N,,bazter
342,Muster::N,,eredu
343,Muster::N,,marrazki
344,Größe::N,,kaizu
345,Größe::N,,tamaina
346,Länge::N,,luzera
347,Höhe::N,,goiera
348,Höhe::N,,garaiera
349,Gewicht::N,,hazta
350,Menge::N,,kopuru
351,Haufen::N,,pila
352,Haufen::N,,mendoi
353,Reihe::N,,ilara
354,Reihe::N,,errenkada
355,Boot::N,,potin
356,Boot::N,,txalupa
357,Ruder::N,,arraun
358,Schlitten::N,,lera
359,Schlitten::N,,narra
360,Ski::N,,eski
361,Lagerfeuer::N,,su
362,Last::N,,zama
363,Last::N,,karga
364,Gang::N,,ibilera
365,Schritt::N,,pauso
366,Schritt::N,,urrats
367,Norden::N,,ipar
368,Norden::N,,iparralde
369,Süden::N,,hego
370,Süden::N,,hegoalde
371,Westen::N,,sartalde
372,Westen::N,,mendebalde
373,Osten::N,,ekialde
374,Osten::N,,sortalde
375,Holz::N,,zur
376,Brett::N,,ohol
377,Platte::N,,lauza
378,Stütze::N,,irozgarri
379,Stütze::N,,bermagailu
380,Stange::N,,haga
381,Stock::N,,makila
382,Stab::N,,makila
383,Rohr::N,,hodi
384,Haus::N,,etxe
385,Heim::N,,etxe
386,Heim::N,,etxaleku
387,Ofen::N,,berogailu
388,Fußboden::N,,zoru
389,Tisch::N,,mahai
390,Stuhl::N,,aulki
391,Wiege::N,,kuma
392,Wiege::N,,sehaska
393,Bett::N,,ohe
394,Bett::N,,ohatze
395,Regal::N,,apalategi
396,Kiste::N,,kutxa
397,Fenster::N,,leiho
398,Tür::N,,ate
399,Tor::N,,atari
400,Zaun::N,,hesi
401,Dach::N,,teilatu
402,Leiter::N,,zurubi
403,Besen::N,,erratz
404,Spaten::N,,burdinpala
405,Schaufel::N,,pala
406,Gabel::N,,sardexka
407,Löffel::N,,koilara
408,Messer::N,,aizto
409,Nagel::N,,iltze
410,Netz::N,,sare
411,Haken::N,,mako
412,Griff::N,,eskutoki
413,Schloss::N,,sarraila
414,Bild::N,,irudi
415,Figur::N,,figura
416,Puppe::N,,panpina
417,Puppe::N,,andrakila
418,Beutel::N,,zorro
419,Bündel::N,,azao
420,Bündel::N,,espal
421,Tasche::N,,poltsa
422,Eimer::N,,treska
423,Deckel::N,,tapa
424,Deckel::N,,estalki
425,Geschirr::N,,baxera
426,Geschirr::N,,ontziteria
427,Sack::N,,zaku
428,Tasse::N,,kikara
429,Topf::N,,ontzi
430,Topf::N,,lapiko
431,Kessel::N,,pazia
432,Essen::N,,janaldi
433,Nahrung::N,,jan
434,Speise::N,,jaki
435,Fleisch::N,,okela
436,Fleisch::N,,haragi
437,Getreide::N,,labore
438,Brei::N,,ahi
439,Brei::N,,pure
440,Brot::N,,ogi
441,Scheibe::N,,xerra
442,Scheibe::N,,pirripita
443,Fett::N,,urin
444,Fett::N,,koipe
445,Butter::N,,gurin
446,Öl::N,,olio
447,Salz::N,,gatz
448,Suppe::N,,zopa
449,Suppe::N,,salda
450,Honig::N,,ezti
451,Milch::N,,esne
452,Tee::N,,te
453,Leder::N,,larru
454,Wolle::N,,artile
455,Stoff::N,,ehun
456,Nadel::N,,orratz
457,Nadel::N,,jostorratz
458,Faden::N,,hari
459,Knopf::N,,botoi
460,Knoten::N,,korapilo
461,Farbe::N,,pintura
462,Kleidung::N,,arropa
463,Kleidung::N,,jantziak
464,Hemd::N,,atorra
465,Hemd::N,,alkandora
466,Kragen::N,,idun
467,Ärmel::N,,mahuka
468,Hose::N,,prakak
469,Hose::N,,galtzak
470,Gürtel::N,,gerriko
471,Mütze::N,,txano
472,Mütze::N,,txapel
473,Schuh::N,,oski
474,Schuh::N,,oinetako
475,Stiefel::N,,bota
476,Ring::N,,uztai
477,Band::N,,zinta
478,Band::N,,xingola
479,Kamm::N,,orrazi
480,Spiegel::N,,mirail
481,Riemen::N,,uhal
482,Schnur::N,,lokailu
483,Leine::N,,lotura
484,Decke::N,,burusi
485,Kissen::N,,kuxin
486,Tuch::N,,zapi
487,Tuch::N,,oihal
488,Handtuch::N,,eskuzapi
489,Handtuch::N,,eskuoihal
490,Kraft::N,,indar
491,Stärke::N,,indar
492,Gesundheit::N,,osasun
493,Krankheit::N,,eritasun
494,Krankheit::N,,gaixotasun
495,Schmerz::N,,min
496,Wunde::N,,zauri
497,Fieber::N,,sukar
498,Arznei::N,,osagai
499,Arznei::N,,sendagai
500,Brücke::N,,zubi
501,Brunnen::N,,putzu
502,Weide::N,,alha
503,Weide::N,,bazkaleku
504,Pfad::N,,zidor
505,Pfad::N,,bidexka
506,Weg::N,,bide
507,Straße::N,,errepide
508,Dorf::N,,herri
509,Stadt::N,,hiri
510,Brief::N,,gutun
511,Brief::N,,eskutitz
512,Buch::N,,liburu
513,Buchstabe::N,,hizki
514,Zeitung::N,,egunkari
515,Leben::N,,bizi
516,Leben::N,,bizitza
517,Tod::N,,herio
518,Tod::N,,heriotza
519,Grab::N,,hobi
520,Grab::N,,hilobi
521,Kirche::N,,eliza
522,Sünde::N,,hoben
523,Sünde::N,,bekatu
524,Gott::N,,jainko
525,Arbeiter::N,,langile
526,Arbeiter::N,,behargin
527,Chef::N,,nagusi
528,Meister::N,,maisu
529,Arzt::N,,osagile
530,Arzt::N,,sendagile
531,Lehrer::N,,irakasle
532,Geld::N,,diru
533,Geschäft::N,,negozio
534,Laden::N,,denda
535,Laden::N,,saltegi
536,Preis::N,,prezio
537,Preis::N,,salneurri
538,Ware::N,,salgai
539,Nutzen::N,,onura
540,Nutzen::N,,probetxu
541,Reichtum::N,,aberastasun
542,Welt::N,,ludi
543,Welt::N,,mundu
544,Land::N,,herrialde
545,Staat::N,,estatu
546,König::N,,errege
547,Macht::N,,botere
548,Grenze::N,,muga
549,Krieg::N,,guda
550,Feind::N,,etsai
551,Feind::N,,arerio
552,Gewalt::N,,bortxa
553,Gewalt::N,,bortizkeria
554,Kampf::N,,gudu
555,Kampf::N,,auska
556,Bogen[Waffe]::N,,arku
557,Pfeil::N,,gezi
558,Gewehr::N,,fusil
559,Fehler::N,,huts
560,Fehler::N,,hutsegin
561,Lüge::N,,gezur
562,Schaden::N,,kalte
563,Unglück::N,,zoritxar
564,Unglück::N,,zorigaitz
565,Schuld::N,,erru
566,Alter::N,,adin
567,Schluss::N,,bukaera
568,Zeit::N,,aldi
569,Zeit::N,,denbora
570,Tag::N,,egun
571,Morgen::N,,goiz
572,Mittag::N,,eguerdi
573,Abend::N,,arrats
574,Nacht::N,,gau
575,Woche::N,,aste
576,Monat::N,,hil
577,Jahr::N,,urte
578,Frühling::N,,udalehen
579,Sommer::N,,uda
580,Herbst::N,,udazken
581,Herbst::N,,neguantz
582,Winter::N,,negu
583,Januar::N,,urtarril
584,Februar::N,,otsail
585,März::N,,martxo
586,April::N,,apiril
587,Mai::N,,maiatz
588,Juni::N,,ekain
589,Juli::N,,uztail
590,August::N,,abuztu
591,September::N,,irail
592,Oktober::N,,urri
593,November::N,,azaro
594,Dezember::N,,abendu
595,Montag::N,,astelehen
596,Dienstag::N,,astearte
597,Mittwoch::N,,asteazken
598,Donnerstag::N,,ostegun
599,Freitag::N,,ostiral
600,Samstag::N,,larunbat
601,Sonntag::N,,igande
602,groß::A,,handi
603,klein::A,,txiki
604,lang::A,,luze
605,kurz::A,,labur
606,breit::A,,zabal
607,schmal::A,,mehar
608,dicht::A,,sarri
609,dicht::A,,trinko
610,dick[Gegenstand]::A,,lodi
611,dünn::A,,mehe
612,fein::A,,fin
613,fest::A,,tinko
614,flach::A,,lau
615,flach::A,,ordoki
616,glatt::A,,leun
617,hart::A,,gogor
618,weich::A,,bigun
619,weich::A,,beratz
620,rund::A,,biribil
621,spitz::A,,puntadun
622,scharf::A,,zorrotz
623,stumpf::A,,kamuts
624,schwer::A,,astun
625,schwer::A,,pisutsu
626,schön::A,,eder
627,heiß::A,,bero
628,heiß::A,,oso bero
629,warm::A,,bero
630,kalt::A,,hotz
631,kühl::A,,hotzil
632,frisch::A,,fresko
633,frisch::A,,hozkirri
634,feucht::A,,heze
635,nass::A,,busti
636,trocken::A,,siku
637,trocken::A,,lehor
638,voll::A,,bete
639,leer::A,,huts
640,offen::A,,ireki
641,geschlossen::A,,itxita
642,sauber::A,,xahu
643,sauber::A,,garbi
644,schmutzig::A,,lohi
645,schmutzig::A,,zikin
646,roh::A,,gordin
647,reif::A,,umo
648,reif::A,,heldu
649,lecker::A,,goxo
650,süß::A,,goxo
651,bitter::A,,karmin
652,bitter::A,,garratz
653,sauer::A,,mingots
654,hell::A,,argi
655,dunkel::A,,ilun
656,schwarz::A,,beltz
657,weiß::A,,zuri
658,rot::A,,gorri
659,gelb::A,,hori
660,blau::A,,urdin
661,grün::A,,berde
662,grün::A,,musker
663,grau::A,,urdin
664,grau::A,,urdinabar
665,bunt::A,,koloretsu
666,billig::A,,merke
667,teuer::A,,garesti
668,wertvoll::A,,baliotsu
669,blind::A,,itsu
670,taub::A,,gor
671,kräftig::A,,kementsu
672,stark::A,,bizkor
673,stark::A,,indartsu
674,schwach::A,,ahul
675,schwach::A,,indargabe
676,fett::A,,gizen
677,schlank::A,,lerden
678,hübsch::A,,polit
679,böse::A,,tzar
680,böse::A,,gaizto
681,dumm::A,,lelo
682,dumm::A,,pello
683,faul::A,,nagi
684,faul::A,,alfer
685,fleißig::A,,maratz
686,fleißig::A,,lanzale
687,geizig::A,,zeken
688,geizig::A,,zikoitz
689,klug::A,,zuhur
690,geschickt::A,,trebe
691,geschickt::A,,antzetsu
692,lieb::A,,maite
693,lieb::A,,laztan
694,lustig::A,,alaitsu
695,sanft::A,,eme
696,sanft::A,,ezti
697,hungrig::A,,gose
698,krank::A,,eri
699,krank::A,,gaixo
700,nackt::A,,biluzi
701,traurig::A,,itun
702,traurig::A,,betilun
703,lebendig::A,,bizirik
704,gut::A,,on
705,schlecht::A,,txar
706,richtig::A,,zuzen
707,schlimm::A,,larri
708,wahr::A,,egiazko
709,alt::A,,zahar
710,neu::A,,berri
711,ehemalig::A,,lehengo
712,alt[Lebewesen]::A,,adindun
713,jung::A,,gazte
714,arm::A,,txiro
715,arm::A,,behartsu
716,reich::A,,dirudun
717,bekannt::A,,ezagun
718,berühmt::A,,entzun
719,berühmt::A,,ospetsu
720,fremd::A,,arrotz
721,verschieden::A,,ezberdin
722,verschieden::A,,desberdin
723,nah::A,,hurre
724,nah::A,,hurbil
725,fern::A,,urrun
726,linker::A,,ezker
727,rechter::A,,eskuin
728,anderer::A,,beste
729,erster::A,,lehen
730,erster::A,,aurren
731,zweiter::A,,bigarren
732,dritter::A,,hirugarren
733,letzter::A,,azken
734,letzter::A,,hondar
735,allein::ADV,,bakarrik
736,auf einmal::ADV,,batera
737,zusammen::ADV,,elkarrekin
738,lange::ADV,,luzaro
739,plötzlich::ADV,,bat-batean
740,sofort::ADV,,berehala
741,später::ADV,,gero
742,jetzt::ADV,,orain
743,heute::ADV,,gaur
744,morgen::ADV,,bihar
745,bald::ADV,,aurki
746,bald::ADV,,laster
747,dann::ADV,,ondoren
748,gestern::ADV,,atzo
749,einst::ADV,,antzina
750,damals::ADV,,orduan
751,danach::ADV,,gerora
752,danach::ADV,,ondoren
753,vorher::ADV,,lehenago
754,zuerst::ADV,,aurrena
755,zuerst::ADV,,lehenbizi
756,einmal::ADV,,behin
757,einmal::ADV,,aldi bat
758,manchmal::ADV,,batzuetan
759,manchmal::ADV,,zenbaitetan
760,oft::ADV,,maiz
761,oft::ADV,,askotan
762,immer::ADV,,beti
763,niemals::ADV,,inoiz ez
764,niemals::ADV,,sekula ez
765,hier::ADV,,hemen
766,hierhin::ADV,,hona
767,von hier::ADV,,hemendik
768,von hier::ADV,,honetatik
769,dort::ADV,,han
770,dorthin::ADV,,hara
771,geradeaus::ADV,,artez
772,vorwärts::ADV,,aurrera
773,rückwärts::ADV,,atzera
774,rückwärts::ADV,,atzerantz
775,zurück::ADV,,atzera
776,unten::ADV,,behean
777,hinab::ADV,,behera
778,hinab::ADV,,beherantz
779,oben::ADV,,goian
780,hinauf::ADV,,gora
781,hinauf::ADV,,gorantz
782,überall::ADV,,edonon
783,nicht::ADV,,ez
784,ein wenig::ADV,,apur bat
785,ein wenig::ADV,,pixka bat
786,kaum::ADV,,ozta
787,kaum::ADV,,nekez
788,sehr::ADV,,oso
789,so::ADV,,hala
790,so::ADV,,honela
791,noch::ADV,,oraindik
792,nur::ADV,,bakarrik
793,schon::ADV,,ja
794,schon::ADV,,jada
795,wieder::ADV,,berriro
796,vergebens::ADV,,alferrik
797,vor::PRP,,aurrean
798,hinter::PRP,,ostean
799,hinter::PRP,,gibelean
800,unter::PRP,,pean
801,unter::PRP,,azpian
802,durch::PRP,,zehar
803,neben::PRP,,ondoan
804,neben::PRP,,aldamenean
805,zwischen::PRP,,artean
806,wegen::PRP,,-gatik
807,dies::PRN,,hau
808,das::PRN,,hura
809,alles::PRN,,dena
810,ich::PRN,,ni
811,du::PRN,,zu
812,er::PRN,,bera
813,wir::PRN,,gu
814,ihr::PRN,,zuek
815,sie::PRN,,berak
816,was::FPRN,,zer
817,wer::FPRN,,nor
818,wo::FADV,,non
819,wohin::FADV,,nora
820,wie::FADV,,nola
821,wie::FADV,,zelan
822,warum::FADV,,zeren
823,warum::FADV,,zergatik
824,wieviel::FNUM,,zenbat
825,eins::NUM,,bat
826,zwei::NUM,,bi
827,zwei::NUM,,biga
828,drei::NUM,,hiru
829,vier::NUM,,lau
830,fünf::NUM,,bost
831,sechs::NUM,,sei
832,sieben::NUM,,zazpi
833,acht::NUM,,zortzi
834,neun::NUM,,bederatzi
835,zehn::NUM,,hamar
836,elf::NUM,,hamaika
837,zwölf::NUM,,hamabi
838,zwanzig::NUM,,hogei
839,dreißig::NUM,,hogeita hamar
840,vierzig::NUM,,berrogei
841,fünfzig::NUM,,berrogeita hamar
842,sechzig::NUM,,hirurogei
843,siebzig::NUM,,hirurogeita hamar
844,achtzig::NUM,,laurogei
845,neunzig::NUM,,laurogeita hamar
846,hundert::NUM,,ehun
847,tausend::NUM,,mila
848,und::CNJ,,eta
849,oder::CNJ,,edo
850,stehen::V,,zutik egon
851,sitzen::V,,eserita egon
852,liegen::V,,etzan
853,hängen::V,,eskegita egon
854,hängen::V,,zintzilik egon
855,werden::V,,bihurtu
856,werden::V,,bilakatu
857,passieren::V,,pasatu
858,passieren::V,,gertatu
859,beginnen::V,,hasi
860,enden::V,,bukatu
861,wechseln::V,,aldatu
862,aufgehen[Sonne]::V,,ilki
863,aufgehen[Sonne]::V,,sortu
864,untergehen[Sonne]::V,,sartu
865,scheinen[Sonne]::V,,eguzkia egon
866,donnern::V,,trumoia jo
867,wehen::V,,haizea ibili
868,strömen::V,,zorrotadaka isuri
869,fließen::V,,isuri
870,sich drehen::V,,biratu
871,schwanken::V,,zabuka ibili
872,schwingen::V,,kulunkatu
873,fallen::V,,erori
874,brennen::V,,sutan egon
875,rauchen::V,,kea bota
876,regnen::V,,euria ari izan
877,gefrieren::V,,izoztu
878,gefrieren::V,,hormatu
879,tauen::V,,gesaldu
880,schmelzen::V,,urtu
881,trocknen::V,,idortu
882,trocknen::V,,lehortu
883,sieden::V,,irakin
884,faulen::V,,hirotu
885,faulen::V,,usteldu
886,verfaulen::V,,hirotu
887,verfaulen::V,,usteldu
888,reißen::V,,eten
889,reißen::V,,tarrat egin
890,versinken::V,,urperatu
891,vergehen::V,,iragan
892,erscheinen::V,,agertu
893,verschwinden::V,,desagertu
894,sinken::V,,beheititu
895,abnehmen::V,,gutxitu
896,abnehmen::V,,beheratu
897,zunehmen::V,,gora egin
898,steigen::V,,igo
899,wachsen::V,,hazi
900,glänzen::V,,distiratu
901,funkeln::V,,izarniatu
902,lärmen::V,,zarata atera
903,läuten::V,,jo
904,läuten::V,,hots egin
905,klingeln::V,,txirrina jo
906,klirren::V,,tintin egin
907,brausen::V,,marru egin
908,rauschen::V,,fir-fir egin
909,klingen::V,,soinu egin
910,bellen::V,,zaunkatu
911,heulen::V,,ulu egin
912,heulen::V,,uhuri egin
913,blasen::V,,ufa egin
914,blasen::V,,putz egin
915,pfeifen::V,,txistu egin
916,schreien::V,,oihu egin
917,schreien::V,,garrasi egin
918,stöhnen::V,,intziri egin
919,zittern::V,,ikara egin
920,zittern::V,,dar-dar egin
921,leben::V,,bizi izan
922,geboren werden::V,,jaio
923,atmen::V,,hats egin
924,atmen::V,,arnasa egin
925,trinken::V,,edan
926,essen::V,,jan
927,schlucken::V,,irentsi
928,müde werden::V,,unatu
929,müde werden::V,,nekatu
930,einschlafen::V,,lokartu
931,schlafen::V,,lo egin
932,aufwachen::V,,esnatu
933,aufwachen::V,,atzarri
934,aufstehen::V,,jaiki
935,sich erholen::V,,atseden egin
936,krank werden::V,,gaixotu
937,krank sein::V,,eri izan
938,krank sein::V,,gaixo izan
939,schmerzen::V,,min egin
940,husten::V,,eztul egin
941,genesen::V,,osatu
942,sterben::V,,hil
943,sterben::V,,zendu
944,umkommen::V,,istripuz hil
945,sich bewegen::V,,higitu
946,sich rühren::V,,zirkin egin
947,sich erheben::V,,zutitu
948,sich erheben::V,,altxatu
949,sich setzen::V,,eseri
950,sich setzen::V,,jesarri
951,hinfallen::V,,erori
952,laufen::V,,ibili
953,schreiten::V,,oinkatu
954,spazierengehen::V,,paseatu
955,spazierengehen::V,,ostera bat egin
956,eilen::V,,lasterkatu
957,sich beeilen::V,,lehiatu
958,sausen::V,,ziztu bizian joan
959,rennen::V,,lasterka egin
960,springen::V,,jauzi egin
961,klettern::V,,igo
962,schaukeln::V,,zabu egin
963,schaukeln::V,,zanbulu egin
964,kriechen::V,,narras egin
965,schwimmen::V,,igerikatu
966,schwimmen::V,,igeri egin
967,tauchen::V,,murgildu
968,tauchen::V,,pulunpatu
969,rudern::V,,bogatu
970,rudern::V,,arraun egin
971,fahren::V,,joan
972,fliegen::V,,hegaldatu
973,fliegen::V,,hegan egin
974,gehen::V,,joan
975,weggehen::V,,alde egin
976,abfahren::V,,abiatu
977,anhalten::V,,geratu
978,anhalten::V,,gelditu
979,hineingehen::V,,sartu
980,eintreten::V,,sartu
981,kommen::V,,etorri
982,ankommen::V,,heldu
983,ankommen::V,,iritsi
984,zurückkommen::V,,itzuli
